id,country_short,variable,short,name,english,comment,family,mr_id,cpd_id,seats_max,first,last
POL v201 e,POL,v201e,BBWR,Bezpartyjny Blok Wspierania Reform ,Non-Party Reform Bloc,,7,19,NPRR,,,
POL v202e,POL,v202e,KLD,Kongres Liberalno-Demoktyczny ,Liberal Democratic Congress,,7,7,LDC,37,1991,1993
POL v203e,POL,v203e,KPN,Konfederacja Polski Niepodleg?ej ,Confederation for an Independent Poland,,9,6,CIP,46,1991,1996
POL v204e,POL,v204e,LPR,Liga Polskich Rodzin ,League of Polish Families,,8,31,LPF,38,2001,2007
POL v205e,POL,v205e,MNSO,Mniejszo?? Niemiecka. Slska Opolskiego ,German Minority in Opole Silesia,,6,13,GM,7,1991,2007
POL v206e,POL,v206e,PC/POC,Porozumienie Centrum ,Centre Alliance,,8,4,CA,44,1991,1996
POL v207e,POL,v207e,PChD,Partia Chrze?cija?skich Demokratów ,Christian Democratic Party,,8,16,CDP,4,1991,1993
POL v208e,POL,v208e,PiS,Prawo i Sprawiedliwo?? ,Law and Justice,,9,30,LJ,166,2001,2007
POL v209e,POL,v209e,PL,Porozumienie Ludowe ,Peasant Alliance,A break-away 1992: Stronnictwo Luowo-Chrze?cija?skie (SL-CH),5,8,PA,28,1991,1996
POL v210e,POL,v210e,PPPP,Polka. Partia Przyjaciol Piwa. ,Polish Beer-Lovers' Party,A faction 1992: Polski Program Ekonomiczny (PPG),12,10,PBLP,16,1991,1993
POL v211e,POL,v211e,PO,Platforma Obywatelska ,Citizens' Platform,,7,29,CP,209,2001,2007
POL v212e,POL,v212e,PSL,Polskie Stronnistwo Ludowe ,Polish Peasant Party,,5,5,PPP,132,1991,2007
POL v213e,POL,v213e,ROP,Ruch Odrodzenia Polski ,Movement for the Reconstruction of Poland,,9,23,MRP,6,1997,2000
POL v214e,POL,v214e,SRP,Samoobrona Rzeczpospolitej Polskiej ,Self-Defence of the Republic of Poland,,10,20,SD,56,1993,2007
POL v215e,POL,v215e,SLD,Sojusz Lewicy Demokratycznej ,Democratic Left Alliance,,3,2,DL,200,1991,2007
POL v216e,POL,v216e,S,Solidarno?? ,Solidarity,,12,9,S,27,1991,1993
POL v217e,POL,v217e,UD,Unia Demokratyczna ,Democratic Union,,7,1,DU,74,1991,1996
POL v218e,POL,v218e,UP,Unia Pracy ,Union of Labour,,3,12,UL,41,1991,2004
POL v219e,POL,v219e,PD,Partia Demokreczna ,Democratic Party,Prior 1994: Unia Wolno?ci (JW),7,22,DP,60,1997,2000
POL v220e,POL,v220e,ZChN,Zjednoczenie Chrze?cija?sko-Narodowe ,Christian National Union,,8,3,CNU,49,1991,1996
POL v224e,POL,v224e,,Others,,,,,,28,1991,1993
PRT v200e,PRT,v200e,UDP,Uniao Democratica Popular ,Democratic Popular Union) Bloco de Esquerda Left Bloc,"BE formed in 1999 by left wing parties, among them the UDP","1, from 1999: 2",,UDP,16,1976,2009
PRT v201e,PRT,v201e,MDP/CDE,Movimento Democratico Popular - Commissao Democratica Eleitoral ,People's Democratic Movement/Electoral Democratic Commission,,2,,MDP/CDE,,,
PRT v202e,PRT,v202e,PCP,Partido Comunista Portugues ,"Portuguese Communist Party) PEV, Partido Ecologista the Greens",PEV has worked in close alliance with PCP since its foundation in 1982,1,,PCP-,47,1976,2009
PRT v203e,PRT,v203e,PS,Partido Socialista ,Socialist Party,,3,,PS,121,1976,2009
PRT v204e,PRT,v204e,PRD,Partido Renovador Democratico ,Democratic Renewal Party,,3,,PRD,45,1985,1987
PRT v205e,PRT,v205e,PSD,Partido Socialdemocrata ,Social Democratic Party,,8,,PSD,148,1976,2009
PRT v206e,PRT,v206e,PSN,Partido de Solidariedade National ,Party of National Solidarity,1990-2006. Main focus the protection of pensioners' interest.,9,,PSN,1,1991,1991
PRT v207e,PRT,v207e,PPM,Partido Popular Monarquico ,Monarchic People's Party,,9,,PPM,5,1980,1981
PRT v208e,PRT,v208e,CDS,"CDS/PP, Partido do Centro Democratico Social Party ","Party of the Democratic Social Centre), /Partido Popular People's Party",From 1993 CDS/PP,9,,CDS,47,1976,2009
PRT v209e,PRT,v209e,AD,Alianca Democratica ,Democratic Alliance,"1980-1982. Includes PSD, CDS and PPM.",7,,AD,,,
PRT v210e,PRT,v210e,,Other,,,,,,,,
PRT v211e,PRT,v211e,NN,No party,,,,,NN,,,
ROU v200e,ROU,v200e,AUR,Alianta pentru Unitatea Românilor ,Romanian Unity Alliance,,9,6,RUA,9,1990,1991
ROU v201e,ROU,v201e,CDR,Conventia. Democrat? din România ,Democratic Convention of Romania,,7,13,DCR,122,1992,2003
ROU v202e,ROU,v202e,FSN,Frontul Salv?rii Nationale ,National Salvation Front,,1,1,NSF,263,1990,1991
ROU v203e,ROU,v203e,GDC,Gruparea Democrat? Centrist? ,Democratic Group of the Centre,,12,11,DGC,2,1990,1991
ROU v204e,ROU,v204e,MER,Mi?c?rea Ecologist? din Romania ,Ecological Movement of Romania,,4,4,EMR,12,1990,1991
ROU v205e,ROU,v205e,PDAR,Partidul Democrat Agrar din România ,Agrarian Democratic Party of Romania,,5,7,ADPR,9,1990,1991
ROU v206e,ROU,v206e,PDL,Partidul Democrat Liberal ,Democratic Liberal Party,,8,14,DLP,115,1992,2009
ROU v207e,ROU,v207e,PDSR,Partidul Democratiei Sociale din România ,Social Democracy Party of Romania,Merged with PSDR to form PSD in 2003,3,19,SDPR,142,1992,2009
ROU v208e,ROU,v208e,PER,Partidul Ecologist Roman ,Romanian Ecologist Party,,9,8,REP,8,1990,1991
ROU v209e,ROU,v209e,PNL,Partidul National Liberal ,National Liberal Party,,7,3,NLP,65,1990,2009
ROU v210e,ROU,v210e,PNTCD,Partidul Na?ional ?äränesc Cre?tin Democrat ,Christian Democratic National Peasants Party,,8,5,CDNPP,12,1990,1991
ROU v211e,ROU,v211e,PRM,Partidul Romania Mars ,Greater Romania Party,,11,16,GRP,84,1992,2009
ROU v212e,ROU,v212e,PSDR,Partidul Social Democrat Roman ,Romanian Social Democratic Party,,3,10,RSDP,10,1990,2003
ROU v213e,ROU,v213e,PSM,Partidul Socialist al Muncii ,Socialist Labor Party,,1,17,SLP,13,1992,1996
ROU v214e,ROU,v214e,PStDR,Partidul Socialist Democratic din Romania ,Roinanian Socialist Democratic Party,,3,9,RStDP,5,1990,1996
ROU v215e,ROU,v215e,PUNR,Partidul Unit?tii Nationale Romane ,Romanian National Unity Party,,9,15,RNUP,30,1992,2003
ROU v216e,ROU,v216e,PUR,Partidul Umanist din Romania ,Humanist Party of Romania) Conservative Party,"Now: Partidul Conservator, PC",8,28,HPR,19,2000,2009
ROU v217e,ROU,v217e,UDMR,Uniunea Democratic? Maghiar? din Romania,Hungarian Democratic Union,,6,2,HDU,29,1990,2009
ROU v224e,ROU,v224e,,Others,,,,,,19,1990,2009
SVK v200e,SVK,v200e,ANO,Aliancia Noveho Ob?ana ,Alliance of the New Citizen,,7,30,NCA,15,2002,2006
SVK v201e,SVK,v201e,DUS,Demokratickâ. Unia Slovenska ,Democratic Union of Slovakia) group in 1994 before the election,Here constructed as a parliamentary,7,19,DUS,23,1994,1994
SVK v202e,SVK,v202e,LS-HZDS,L'udov? Strana - Hnutie za Demokratick? Slovensko ,People's Party - Movement for Democratic Slovakia,,10,11,PP-MDS,74,1992,2010
SVK v203e,SVK,v203e,KDH,Krest'anskodemokraticke Hnutie ,Christian Democratic Movement,,8,2,CDM,18,1992,2010
SVK v204e,SVK,v204e,KSS,Komunistickâ Strana Slovenska ,Communist Party of Slovakia,,1,21,CPS,11,1994,2006
SVK v205e,SVK,v205e,S,Smer — Socialna Demokracia ,Direction,,3,29(+34),D,62,2002,2010
SVK v206e,SVK,v206e,SDK,Slovenskâ Demokratickâ Koalîcia ,Slovak Democratic Co~coalition,,8,26,SDC,42,1998,1998
SVK v207e,SVK,v207e,SDKU,Slovensk? Demokratick? a Krest'ansk? Unia ,Slovak Democratic and Christian Union,,8,28(+35),SDCU,31,2002,2010
SVK v208e,SVK,v208e,SDL,Strana Demokratickej L'avice ,Democratic Left,,2,12,DL,29,1992,2006
SVK v209e,SVK,v209e,SMK,Strana Mad'arskej Koalicje ,Hungarian Co~coalition Party,,6,17(+5),HCP,20,1992,2010
SVK v210e,SVK,v210e,SNS,Slovensk? N?rodn? Strana ,Slovak National Party,,9,3,SNP,20,1992,2010
SVK v211e,SVK,v211e,SOP,Strana Ob?ianskeho Porozumenia ,Party of Civic Understanding,,7,26,PCU,13,1998,1998
SVK v212e,SVK,v212e,SV,Spolo?n? Vod'ba ,Common Choice,,3,18,CC,18,1994,1994
SVK v213e,SVK,v213e,ZRS,Združenie Robotnikov Slovenska ,Association of ~Workers in Slovakia,,1,20,AWS,13,1994,1998
SVK v214e,SVK,v214e,SaS,Sloboda a Solidarita ,Freedom and Solidarity,,,,FaS,22,2010,2010
SVK v215e,SVK,v215e,MH,MOST-HiD ,Bridge,,,,B,14,2010,2010
SVK v224e,SVK,v224e,Others,,,,,,,,,
SVN v200e,SVN,v200e,DeSUS,Demokratska Stranka Upokojencev Slovenije ,Democratic Party of Pensioners of Slovenia,,12,9,DPPS,7,1990,2008
SVN v201e,SVN,v201e,DSS,Demokraticna Stranka Slovenije ,Democratic Party of Slovenia,,7,5,DPS,8,1990,2004
SVN v202e,SVN,v202e,LDS,Liberalna Demokracija Slovenije ,Liberal Democratic Party,,7,2,LDP,34,1990,2008
SVN v203e,SVN,v203e,LS,Liberalna Stranka ,Liberal Party,,7,8,LP,3,1990,2000
SVN v204e,SVN,v204e,Nsi-KLS,Nova Slovenija - Kršcanska Ljudska Stranka ,New Slovenia-Christian People's Party,,8,22,NS-CPP,9,2000,2008
SVN v205e,SVN,v205e,SDP,Stranka Demokraticne Prenove ,Party of Democratic Reform,,1,1,PDR,14,1990,1992
SVN v206e,SVN,v206e,SDS,Slovenska Demokratska Stranka ,Slovenian Democratic Party,Prior to 2003: Socialdemokratska Stranka Slovenije (Social Democratic Party),9,7,SDP,29,1990,2008
SVN v207e,SVN,v207e,SKD,Slovenski Krscanski Demokrati ,Slovenian Christian Democrats,,8,3,SCD,15,1990,2000
SVN v208e,SVN,v208e,SLSt,Slovenska Ljudska Strana ,Slovenian People's Party,,5,4 (+24+28),SPP,19,1990,2008
SVN v209e,SVN,v209e,SMS,StrankaMladih Slovenij e ,Party of Slovenian Youth,,4,23,PSY,4,2000,2008
SVN v210e,SVN,v210e,SNS,Slovenska Naciolna Stranka ,Slovenian National Party,,10,15,SNP,12,1993,2008
SVN v211e,SVN,v211e,SSS,Socialisticna. Stranka Slovenije ,Socialist Party,,3,10,SP,5,1990,1996
SVN v212e,SVN,v212e,SD,Socialnih Demokrati ,Social Democrats,Prior to 2005: Zdruzena Lista Socialnih Demokratov (United List of Social Democrats),3,14,SD,29,1993,2008
SVN v213e,SVN,v213e,ZS,Zeleni Slovenije ,Greens of Slovenia,,4,6,GS,8,1990,2008
SVN v214e,SVN,v214e,Z,Zares ,For Real,,7,27,FR,9,2008,2008
SVN v224e,SVN,v224e,,,,Others,,,,2,1990,2008
SWE v200e,SWE,v200e,KP,Vänsterpartiet ,The Left Party,Before 1991 = Vänsterpartiet Kommunisterna (Left Party Communists),1,,COM,43,1945,2010
SWE v201e,SWE,v201e,SD,Socialdemokratiska Arbetarpartiet ,The Social Democratic Party,,3,,SD,166,1945,2010
SWE v202e,SWE,v202e,G,Miljöpartiet de Gröna ,The Environmental Party,Founded 1981,4,,Green,25,1988,2010
SWE v203e,SWE,v203e,ZE,Centerpartiet ,Center Party,Until 1957 Agrarian Party,5,,Ce,90,1945,2010
SWE v204e,SWE,v204e,CD,Ksistdemokraterna ,The Christian Democratic Party,Founded 1964,8,,CD,42,1991,2010
SWE v205e,SWE,v205e,LI,Folkpartiet Liberalerna ,The Liberal Party,,7,,Li,58,1945,2010
SWE v206e,SWE,v206e,ND,Ny Demokrati ,New Democracy,Founded 1991,10,,New Dem,25,1991,1991
SWE v207e,SWE,v207e,KO,Moderata Samlingspartiet ,The Conservative Party,Until 1969 The Right,9,,Co,107,1945,2010
SWE v208e,SWE,v208e,,Other,,,,,,,,
SWE v209e,SWE,v209e,NN,No party,,,,,NN,,,
SWE v210e,SWE,v210e,SW,Sverigedemokraterna,,Founded 1988. In parliament for the first time 2010.,10,,,20,2010,2010
