"id","id_duplicate","country","year_first","year_last","name_short","name","name_source","ignore_partyfacts","comment"
596,,"CHL",1989,1993,"","Renovación Nacional","Renovación Nacional 1989–93 [3/4]",0,""
597,,"CHL",1989,1993,"","Unión Demócrata Independiente","Unión Demócrata Independiente 1989–93",0,""
598,,"CHL",1973,1973,"","Confederación de la Democracia","Confederación de la Democracia 1973",0,""
599,,"CHL",1961,1961,"","Democracia Agrario Lab.","Democracia Agrario Lab. 1961",0,""
600,,"CHL",1949,1949,"","Democracia Radical","Democracia Radical 1949",0,""
601,,"CHL",1937,1965,"","Demócrata","Demócrata 1937–65",0,""
602,,"CHL",1989,1989,"","Liberal","Liberal 1989",0,""
603,,"CHL",1945,1949,"","Liberal Progresista","Liberal Progresista 1945–49",0,""
604,,"CHL",1957,1957,"","Movimiento Republicano","Movimiento Republicano 1957",0,""
605,,"CHL",1949,1949,"","Radical Democrático","Radical Democrático 1949",0,""
606,,"CHL",1973,1973,"","Radical Democrático","Radical Democrático 1973",0,""
607,,"CHL",1989,1989,"","Democracia Radical","Democracia Radical 1989",0,""
608,,"CHL",1973,1973,"","Democrático de Chile","Democrático de Chile 1973",0,""
609,,"CHL",1989,1993,"","Independientes allied with Alianza de Centro pact","Independientes allied with Alianza de Centro pact 1989–93",0,""
610,610,"CHL",1915,1965,"","Radical","Radical 1915–25 & 1961–65",0,""
611,,"CHL",1915,1932,"","Demócrata","Demócrata 1915–32",0,""
612,,"CHL",1993,1993,"","Democrático de Izquierda","Democrático de Izquierda 1993",0,""
613,,"CHL",1989,1989,"","Independientes allied with Concertación","Independientes allied with Concertación 1989",0,""
614,,"CHL",1915,1932,"","Liberal Democrático","Liberal Democrático 1915–21 & 1932",0,""
615,,"CHL",1918,1932,"","Liberal Democrático (Aliancistas)","Liberal Democrático (Aliancistas) 1918–21 & 1932",0,""
616,,"CHL",1932,1932,"","Liberal Doctrinario","Liberal Doctrinario 1932",0,""
617,,"CHL",1989,1993,"PPD","Por la Democracia","Por la Democracia (PPD) 1989–93 [3/4]",0,""
618,610,"CHL",1932,1993,"","Radical","Radical 1932–57 & 1969 & 1989–93",0,""
619,,"CHL",1949,1973,"","Radical Doctrinario","Radical Doctrinario 1949–57 & 1973",0,""
620,,"CHL",1993,1993,"","Social Democracia","Social Democracia 1993",0,""
621,,"CHL",1993,1993,"","Socialista","Socialista 1993",0,""
622,,"CHL",1989,1989,"","Socialista Chileno","Socialista Chileno 1989",0,""
623,,"CHL",1941,1941,"","Agrupación de Socialistas de Chile","Agrupación de Socialistas de Chile 1941",0,""
624,,"CHL",1993,1993,"","Alianza Humanista / Verde","Alianza Humanista/Verde 1993",0,""
625,,"CHL",1989,1989,"PAIS","Amplio de la Izquierda Socialista","Amplio de la Izquierda Socialista (PAIS) 1989",0,""
626,,"CHL",1932,1993,"","Comunista Chileno","Comunista Chileno 1932 & 1941–45 & 1961–73 & 1993",0,""
627,,"CHL",1932,1949,"","Democrático","Democrático 1932–49",0,""
628,,"CHL",1957,1957,"","Democrático Doctrinario","Democrático Doctrinario 1957",0,""
629,,"CHL",1961,1969,"PADENA","Democrático Nacional","Democrático Nacional (PADENA) 1961–69",0,""
630,,"CHL",1989,1989,"","Humanista","Humanista 1989",0,""
631,,"CHL",1989,1993,"","Independientes allied with Unidad para la Democracia pact","Independientes allied with Unidad para la Democracia pact 1989–93",0,""
632,,"CHL",1993,1993,"","independents with new left","independents with new left 1993",0,""
633,,"CHL",1973,1993,"MAPU","Movimiento de Acción Popular Unitario","Movimiento de Acción Popular Unitario (MAPU) 1973 & 1993 [2/4]",0,""
634,,"CHL",1937,1937,"","Proletariano Nacional (Comunista)","Proletariano Nacional (Comunista) 1937",0,""
635,610,"CHL",1973,1973,"","Radical","Radical 1973",0,""
636,,"CHL",1932,1941,"","Radical Socialista","Radical Socialista 1932 & 1941",0,""
637,,"CHL",1989,1989,"","Radical Socialista Democrático","Radical Socialista Democrático 1989",0,""
638,,"CHL",1945,1949,"","Socialista Auténtico","Socialista Auténtico 1945–49",0,""
639,,"CHL",1915,1989,"","Socialista Chileno","Socialista Chileno 1915–21 & 1932–37 & 1945–69 & 1989",0,""
640,,"CHL",1969,1969,"","Socialista Demócrata","Socialista Demócrata 1969",0,""
641,,"CHL",1949,1973,"","Socialista Popular","Socialista Popular 1949–57 & 1969–73",0,""
642,,"CHL",1973,1973,"","Unidad Popular (misc.)","Unidad Popular (misc.) 1973",0,""
643,,"CHL",1965,1965,"","Vanguardia Nacional del Pueblo","Vanguardia Nacional del Pueblo 1965",0,""
644,,"CHL",1941,1941,"","Vanguardia Popular Socialista","Vanguardia Popular Socialista 1941",0,""
645,,"CHL",1989,1989,"","Verde","Verde 1989",0,""
646,,"CHL",1993,1993,"","Movimiento Ecologista","Movimiento Ecologista 1993",0,""
647,,"CHL",1915,1941,"","All other independents","All other independents 1915–41",0,""
648,,"CHL",1973,1973,"","Acción Popular Independiente","Acción Popular Independiente 1973 (R. Tarud)",0,""
649,,"CHL",1949,1949,"","Acción Renovadora de Chile","Acción Renovadora de Chile (Ibáñez) 1949",0,""
650,,"CHL",1949,1957,"","Agrario Laborista (Ibáñez)","Agrario Laborista 1949–57 (Ibáñez)",0,""
651,,"CHL",1949,1953,"","Democrático del Pueblo (Martonez Quezada + Ibáñez)","Democrático del Pueblo 1949–53 (Martonez Quezada + Ibáñez)",0,""
652,,"CHL",1953,1953,"","Movimiento Nacional Ibañista","Movimiento Nacional Ibañista 1953",0,""
653,591,"CHL",1953,1957,"","Movimiento Nacional del Pueblo","Movimiento Nacional del Pueblo 1953–57",0,""
654,,"CHL",1989,1989,"","unaligned independents","unaligned independents 1989",0,""
655,,"CHL",1993,1993,"","Unión de Centro Centro","Unión de Centro Centro (Errázuriz) 1993",0,""
656,,"CHL",1953,1957,"","Unión Nacional de Independientes","Unión Nacional de Independientes 1953–57",0,""
657,,"CHL",1915,1953,"","Otros","Otros 1915–21 & 1932–41 & 1949–53",0,""
658,,"CHL",1941,1945,"","Alianza de Liberación Popular","Alianza de Liberación Popular 1941–45",0,""
659,,"CHL",1965,1965,"","Avanzada Nacional","Avanzada Nacional 1965",0,""
660,,"CHL",1961,1965,"","Comandos Populares","Comandos Populares 1961–65",0,""
661,,"CHL",1957,1957,"","del Trabajo","del Trabajo 1957",0,""
662,,"CHL",1945,1969,"","Independientes","Independientes 1945 & 1957–69",0,""
663,,"CHL",1989,1989,"","independents with Liberal/Socialista Chileno pact","independents with Liberal/Socialista Chileno pact 1989",0,""
664,,"CHL",1953,1957,"","Laborista","Laborista 1953–57",0,""
665,,"CHL",1915,1921,"","Nacional","Nacional 1915–21",0,""
666,,"CHL",1918,1918,"","Nacionalista","Nacionalista 1918",0,""
667,,"CHL",1953,1953,"","Unidad Popular","Unidad Popular 1953",0,""
668,,"CHL",1961,1961,"","Unión Nacional","Unión Nacional 1961",0,""
669,669,"COL",1931,1978,"","Conservador","Conservador 1931–78 [7/7 1931–51  6/7 1953–58  5/7 1960–78]",0,""
670,,"COL",1994,1994,"","Conservatismo Independiente","Conservatismo Independiente 1994",0,""
671,,"COL",1994,1994,"","Laicos Por Colombia","Laicos Por Colombia 1994",0,""
672,,"COL",1994,1994,"","Movimiento Nacional Progresista","Movimiento Nacional Progresista 1994",0,""
673,,"COL",1994,1994,"C4","Compromiso Cívico Cristiano con la Comunidad (C4)","Compromiso Cívico Cristiano con la Comunidad (C4) 1994",0,""
674,,"COL",1990,1990,"","Movimiento Cristiano Evangélico","Movimiento Cristiano Evangélico 1990b",0,""
675,,"COL",1991,1991,"PDC","","PDC 1991",0,""
676,,"COL",1994,1994,"","Partido Nacional Cristiano","Partido Nacional Cristiano 1994",0,""
677,,"COL",1991,1994,"","Unión Cristiana","Unión Cristiana 1991–94",0,""
678,,"COL",1994,1994,"","Cambio Democrático Malcón","Cambio Democrático Malcón 1994",0,""
679,669,"COL",1994,1994,"","Conservador","Conservador 1994 [6/7]",0,""
680,,"COL",1991,1991,"","Conservador Humbertista","Conservador Humbertista 1991",0,""
681,,"COL",1991,1991,"LIDER","Liberalismo Independiente de Restauración","Liberalismo Independiente de Restauración (LIDER) 1991",0,""
682,,"COL",1994,1994,"","Movimiento Fuerza Progresista","Movimiento Fuerza Progresista 1994",0,""
683,,"COL",1991,1994,"","Movimiento Humbertista","Movimiento Humbertista 1991–94",0,""
684,,"COL",1990,1994,"","Movimiento Nacional Conservador","Movimiento Nacional Conservador 1990a & 1991–94 [3/7]",0,""
685,,"COL",1990,1994,"","Movimiento de Salvación Nacional","Movimiento de Salvación Nacional 1990b–94",0,""
686,,"COL",1994,1994,"MURCO","Movimiento Unico de Renovación Conservadora","Movimiento Unico de Renovación Conservadora (MURCO) 1994",0,""
687,,"COL",1994,1994,"","Nueva Fuerza (Democrática)","Nueva Fuerza (Democrática) 1994",0,""
688,,"COL",1991,1991,"","Partido Nacional Conservador","Partido Nacional Conservador 1991 [3/7]",0,""
689,,"COL",1982,1991,"","Social Conservador","Social Conservador 1982–91",0,""
690,,"COL",1994,1994,"","Voluntad Popular","Voluntad Popular 1994",0,""
691,,"COL",1931,1994,"","Liberal","Liberal 1931–94",0,""
692,,"COL",1994,1994,"","Coalición Partido Liberal-Unión Patriótica","Coalición Partido Liberal-Unión Patriótica 1994",0,""
693,,"COL",1947,1947,"","Frente Popular","Frente Popular 1947",0,""
694,,"COL",1991,1991,"","Frente Popular (2)","Frente Popular (2) 1991",0,""
695,,"COL",1991,1994,"","(Movimiento) Nueva Colombia","(Movimiento) Nueva Colombia 1991–94",0,""
696,,"COL",1990,1990,"","Movimiento Unido Estudiantil","Movimiento Unido Estudiantil 1990b",0,""
697,,"COL",1986,1986,"","Nuevo Liberalismo","Nuevo Liberalismo 1986",0,""
698,,"COL",1990,1994,"","Alianza Democrática/M–19","Alianza Democrática/M–19 1990b–94",0,""
699,,"COL",1945,1990,"","Comunista","Comunista 1945 & 1949–51 & 1990a",0,""
700,,"COL",1982,1982,"","Frente Democrático","Frente Democrático 1982",0,""
701,,"COL",1978,1982,"","Frente Unido Popular","Frente Unido Popular 1978–82",0,""
702,,"COL",1991,1991,"","Quintin Lame","Quintin Lame 1991",0,""
703,,"COL",1947,1947,"","Socialista","Socialista 1947",0,""
704,,"COL",1990,1991,"PST","Socialista de Trabajadores","Socialista de Trabajadores (PST) 1990b–91",0,""
705,,"COL",1974,1978,"","Unión Nacional de Oposición","Unión Nacional de Oposición 1974–78",0,""
706,,"COL",1986,1994,"","Unión Patriótica","Unión Patriótica 1986 & 1990b–94",0,""
707,,"COL",1994,1994,"ASI","Alianza Social Indígena","Alianza Social Indígena (ASI) 1994",0,""
708,,"COL",1990,1994,"AINCO/MAIC","(Movimiento) Autoridades Indígenas de Colombia","(Movimiento) Autoridades Indígenas de Colombia (AINCO/MAIC) 1990b–94",0,""
709,,"COL",1994,1994,"","comunidades negras (1)","comunidades negras (1) 1994",0,""
710,,"COL",1994,1994,"","comunidades negras (2)","comunidades negras (2) 1994",0,""
711,,"COL",1994,1994,"","comunidades negras (3–sin curules)","comunidades negras (3–sin curules) 1994",0,""
712,,"COL",1994,1994,"","Convergencia Cívica del Meta","Convergencia Cívica del Meta 1994",0,""
713,,"COL",1994,1994,"","Convergencia Popular Caldense","Convergencia Popular Caldense 1994",0,""
714,,"COL",1991,1994,"","Integración Regional","Integración Regional 1991–94",0,""
715,,"COL",1994,1994,"","Movimiento Cívico Amazonas Unido","Movimiento Cívico Amazonas Unido 1994",0,""
716,,"COL",1991,1991,"","Movimiento Cívico Por Caldas","Movimiento Cívico Por Caldas 1991",0,""
717,,"COL",1990,1990,"","MPNPPN (pro-children)","MPNPPN (pro-children) 1990b",0,""
718,,"COL",1990,1990,"ONIC","Organización Nacional Indígena de Colombia","Organización Nacional Indígena de Colombia (ONIC) 1990b",0,""
719,,"COL",1991,1991,"","Quindianos Por Colombia","Quindianos Por Colombia 1991",0,""
720,,"COL",1991,1991,"","Unidad Norte Vallecaucana","Unidad Norte Vallecaucana 1991",0,""
721,,"COL",1974,1994,"ANAPO","Alianza Nacional Popular","Alianza Nacional Popular (ANAPO) (Rojas Pinilla) 1974 & 1990a & 1994 (6/7)",0,""
722,,"COL",1994,1994,"","Independiente","Independiente (Viviani Morales) 1994",0,""
723,,"COL",1990,1994,"","Movimiento Unitario Metapolítico","Movimiento Unitario Metapolítico (Regina XI) [1/3] 1990a–94",0,""
724,,"COL",1990,1991,"","“coaliciones”","“coaliciones” 1990a & 1991",0,""
725,,"COL",1994,1994,"","Alianza Reserva Acción Cívica","Alianza Reserva Acción Cívica 1994",0,""
726,,"COL",1994,1994,"","Alternativa Democrática Nacional","Alternativa Democrática Nacional 1994",0,""
727,,"COL",1994,1994,"","Ganas","Ganas 1994",0,""
728,,"COL",1991,1991,"","Integración Popular","Integración Popular 1991",0,""
729,,"COL",1982,1982,"LFD","","LFD (only in Cauca and Meta) 1982",0,""
730,,"COL",1982,1982,"MC","","MC (only in Valle) 1982",0,""
731,,"COL",1991,1991,"","Movimiento Dep. Conservador","Movimiento Dep. Conservador 1991",0,""
732,,"COL",1982,1982,"MID","","MID (only in Cundinamarca) 1982",0,""
733,,"COL",1991,1994,"","[Movimiento] Cívico Independiente","[Movimiento] Cívico Independiente 1991–94",0,""
734,,"COL",1991,1991,"","Movimiento Unidos Por Colombia","Movimiento Unidos Por Colombia 1991",0,""
735,,"COL",1994,1994,"","Participación Popular","Participación Popular 1994",0,""
736,,"COL",1991,1994,"","Renovación Democrática","Renovación Democrática 1991–94",0,""
737,,"COL",1991,1991,"","Transformación","Transformación 1991",0,""
738,,"COL",1982,1982,"UD","","UD (only in Atlántico Boyacá Huila and Tolima) 1982",0,""
739,,"CRI",1986,1994,"","Alianza Nacional Cristiana","Alianza Nacional Cristiana 1986–94",0,""
740,,"CRI",1970,1974,"","Demócrata Cristiano","Demócrata Cristiano 1970–74 [6/7]",0,""
741,,"CRI",1948,1949,"","Constitucional","Constitucional 1948–49 [6/7]",0,""
742,742,"CRI",1953,1953,"","Demócrata","Demócrata 1953 [6/7]",0,""
743,,"CRI",1982,1982,"","Movimiento Nacional","Movimiento Nacional (Mario Echandi) 1982 [6/7]",0,""
744,,"CRI",1948,1970,"","Unión Nacional","Unión Nacional (Otilio Ulate) 1948–62 & 1970",0,""
745,,"CRI",1978,1982,"","Unidad Coalición","Unidad Coalición 1978–82",0,""
746,,"CRI",1986,1994,"PUSC","Unidad Social Cristiana","Unidad Social Cristiana (PUSC) 1986–94",0,""
747,,"CRI",1966,1978,"","Unificación Nacional","Unificación Nacional 1966–78",0,""
748,,"CRI",1970,1970,"","Frente Nacional","Frente Nacional 1970 [4/7+1SL+1SC]",0,""
749,,"CRI",1953,1994,"","Liberación Nacional","Liberación Nacional 1953–94 [7/7 1953–82 6/7 1986–94]",0,""
750,,"CRI",1948,1949,"","Social Demócrata","Social Demócrata 1948-49",0,""
751,,"CRI",1953,1994,"","Nacional","Nacional 1953–94 [7/7]",0,""
752,,"CRI",1958,1962,"","Acción Democrática Popular (Comunista)","Acción Democrática Popular (Comunista) 1958–62",0,""
753,,"CRI",1970,1974,"","Acción Socialista (Comunista)","Acción Socialista (Comunista) 1970–74",0,""
754,,"CRI",1986,1986,"","Alianza Popular","Alianza Popular 1986",0,""
755,,"CRI",1990,1990,"","del Progreso","del Progreso 1990",0,""
756,,"CRI",1970,1978,"","Frente Popular Costarricense","Frente Popular Costarricense 1970–78",0,""
757,,"CRI",1994,1994,"","Fuerza Democrática","Fuerza Democrática 1994",0,""
758,,"CRI",1970,1970,"","Movimiento Revolucionario Costarricense","Movimiento Revolucionario Costarricense 1970",0,""
759,,"CRI",1982,1982,"","Obrero Campesino","Obrero Campesino 1982",0,""
760,,"CRI",1978,1978,"POST","Organización Socialista de los Trabajadores","Organización Socialista de los Trabajadores (POST) 1978",0,""
761,,"CRI",1978,1990,"","Pueblo Unido","Pueblo Unido 1978–90",0,""
762,,"CRI",1990,1990,"","Revolucionario de los Trabajadores en Lucha","Revolucionario de los Trabajadores en Lucha 1990",0,""
763,,"CRI",1974,1974,"","Socialista Costarricense","Socialista Costarricense 1974",0,""
764,,"CRI",1994,1994,"","Vanguardia Popular","Vanguardia Popular 1994 [5/7]",0,""
765,,"CRI",1982,1994,"","Acción Democrática Alajuelense","Acción Democrática Alajuelense 1982–86 & 1994",0,""
766,,"CRI",1990,1994,"","Agrario Nacional","Agrario Nacional 1990–94",0,""
767,,"CRI",1962,1962,"","Alajuelense Democrático","Alajuelense Democrático 1962",0,""
768,,"CRI",1986,1990,"","Alajuelense Solidario","Alajuelense Solidario 1986–90",0,""
769,,"CRI",1994,1994,"","Alajuelita Nueva","Alajuelita Nueva 1994",0,""
770,,"CRI",1978,1994,"","Auténtico Limonense","Auténtico Limonense 1978–94",0,""
771,,"CRI",1978,1982,"","Auténtico Puntarenense","Auténtico Puntarenense 1978–82",0,""
772,,"CRI",1949,1949,"","Democrático Alajuelense","Democrático Alajuelense 1949",0,""
773,,"CRI",1970,1970,"Rev. Punt.","","Rev. Punt. 1970",0,""
774,,"CRI",1970,1994,"","Unión Agrícola Cartaginesa","Unión Agrícola Cartaginesa 1970–94",0,""
775,,"CRI",1949,1949,"","Unión Cartaginés","Unión Cartaginés 1949",0,""
776,,"CRI",1962,1994,"","Unión Guanacasteca Independiente","Unión Guanacasteca Independiente 1962 & 1994",0,""
777,,"CRI",1982,1982,"","Unión Parlamentaria de Cartago","Unión Parlamentaria de Cartago 1982",0,""
778,,"CRI",1948,1948,"","Acción Cívica","Acción Cívica 1948",0,""
779,742,"CRI",1966,1982,"","Demócrata","Demócrata 1966 & 1974–82",0,""
780,,"CRI",1949,1949,"","Demócrata Cortesista","Demócrata Cortesista 1949",0,""
781,,"CRI",1958,1958,"","Democrático Auténtico","Democrático Auténtico 1958",0,""
782,,"CRI",1958,1958,"","Independiente","Independiente (Jorge Rossi) 1958",0,""
783,,"CRI",1974,1994,"","Independiente","Independiente (G.W. Villalobos G.) 1974–94",0,""
784,,"CRI",1982,1982,"","Liberalismo Nacional Republicano Progresista","Liberalismo Nacional Republicano Progresista 1982",0,""
785,,"CRI",1962,1962,"","Movimiento Renovador Nacional","Movimiento Renovador Nacional 1962",0,""
786,,"CRI",1948,1948,"MRP","","MRP 1948",0,""
787,,"CRI",1974,1978,"","Nacional Independiente","Nacional Independiente (Jorge González Martén) 1974–78",0,""
788,,"CRI",1974,1974,"","Renovador Democrático","Renovador Democrático (Rodrigo Carazo) 1974",0,""
789,,"CRI",1958,1962,"","Republicano","Republicano (R.A. Calderón Guardia) 1958–62 [5/7]",0,""
790,,"CRI",1953,1953,"","Republicano Nacional","Republicano Nacional (R.A. Calderón Guardia) 1953 [4/7]",0,""
791,,"CRI",1974,1974,"","Republicano Nacional","Republicano Nacional 1974",0,""
792,,"CRI",1958,1958,"","Unión Cívica Revolucionaria","Unión Cívica Revolucionaria (Frank Marshall Jiménez) 1958",0,""
793,,"CRI",1986,1994,"","Unión Generaleña","Unión Generaleña (regional) 1986–94 [6/7]",0,""
794,,"CRI",1978,1978,"","Unión Republicana","Unión Republicana 1978",0,""
795,,"CRI",1982,1982,"","Acción del Pueblo","Acción del Pueblo 1982",0,""
796,,"CRI",1990,1994,"","Acción Laborista Agrícola/Agraria","Acción Laborista Agrícola/Agraria 1990–94",0,""
797,,"CRI",1962,1962,"","Acción Solidarista","Acción Solidarista 1962",0,""
798,,"CRI",1978,1982,"","Concordia Costarricense","Concordia Costarricense 1978–82",0,""
799,,"CRI",1948,1948,"","Confraternidad","Confraternidad 1948",0,""
800,,"CRI",1994,1994,"","Convergencia Nacional","Convergencia Nacional 1994",0,""
801,,"CRI",1978,1978,"","Laborista Nacional","Laborista Nacional 1978",0,""
802,,"CRI",1948,1948,"","Liberal","Liberal 1948",0,""
803,,"CRI",1958,1958,"","Movimiento Democrático Oposición","Movimiento Democrático Oposición 1958",0,""
804,,"CRI",1982,1982,"","Nacional Democrático","Nacional Democrático 1982",0,""
805,,"ECU",1947,1994,"","Conservador (Ecuatoriano)","Conservador (Ecuatoriano) 1947–94 [5/6]",0,""
806,,"ECU",1962,1962,"","Acción Cívica Cristiana","Acción Cívica Cristiana ( = Movimiento Social Cristiano + minor parties) 1962",0,""
807,,"ECU",1984,1994,"","Democracia Popular–Unión Demócrata Cristiana","Democracia Popular–Unión Demócrata Cristiana 1984–94",0,""
808,,"ECU",1950,1950,"","Alianza Liberal-Social","Alianza Liberal-Social 1950",0,""
809,,"ECU",1962,1962,"","Fuerzas del Liberalismo Radical","Fuerzas del Liberalismo Radical 1962",0,""
810,,"ECU",1947,1994,"","Liberal (Radical Ecuatoriano)","Liberal (Radical Ecuatoriano) 1947 & 1954 & 1966–94 [5/6]",0,""
811,,"ECU",1947,1947,"","Movimiento Cívico Democrático Nacional","Movimiento Cívico Democrático Nacional 1947",0,""
812,,"ECU",1979,1994,"","Social Cristiano","Social Cristiano 1979–94 [5/6]",0,""
813,,"ECU",1992,1994,"PUR","Unidad Republicana","Unidad Republicana (PUR) 1992–94 [5/6]",0,""
814,,"ECU",1979,1988,"","Coalición Institucionalista Democrática/Coalición Nacional Republicano/Republicano","Coalición Institucionalista Democrática/Coalición Nacional Republicano/Republicano 1979–88 [5/6]",0,""
815,,"ECU",1984,1994,"","Frente Radical Alfarista (Calderón & Castro family)","Frente Radical Alfarista (Calderón & Castro family) 1984–94",0,""
816,,"ECU",1988,1990,"","del Pueblo","del Pueblo 1988–90 [5/6]",0,""
817,,"ECU",1984,1988,"","Demócrata","Demócrata (Francisco Huerta Montalvo) 1984 & 1988",0,""
818,,"ECU",1979,1994,"","Izquierda Democrática","Izquierda Democrática 1979–94",0,""
819,,"ECU",1958,1958,"","Comunista Ecuatoriano","Comunista Ecuatoriano 1958",0,""
820,,"ECU",1984,1990,"FADI","Frente Amplio de Izquierda","Frente Amplio de Izquierda (FADI) 1984–90",0,""
821,,"ECU",1990,1990,"","Liberación Nacional","Liberación Nacional 1990",0,""
822,,"ECU",1979,1994,"PCMLE","Movimiento Popular Democrático","Movimiento Popular Democrático (PCMLE) 1979–94",0,""
823,,"ECU",1958,1958,"MUNRE","Movimiento Unión Nacional Revolucionaria Ecuatoriana","Movimiento Unión Nacional Revolucionaria Ecuatoriana (MUNRE) 1958",0,""
824,,"ECU",1954,1994,"","Socialista (Ecuatoriano)","Socialista (Ecuatoriano) 1954 & 1962 & 1979–94",0,""
825,,"ECU",1954,1954,"","Unidad Popular (Comunista)","Unidad Popular (Comunista) 1954",0,""
826,,"ECU",1979,1979,"","Unión Democrática Popular","Unión Democrática Popular 1979",0,""
827,,"ECU",1962,1962,"","Unión Cívica de Pichincha","Unión Cívica de Pichincha 1962",0,""
828,,"ECU",1984,1994,"","Acción Popular Revolucionaria Ecuatoriana","Acción Popular Revolucionaria Ecuatoriana (Frank Vargas Pazzos) 1984–94",0,""
829,,"ECU",1992,1994,"","PAB Assad Bucaram","PAB Assad Bucaram 1992–94",0,""
830,,"ECU",1954,1994,"","Concentración de Fuerzas Populares","Concentración de Fuerzas Populares 1954–62 (Guevara Moreno) & 1979–94 (Assad and Averroes Bucaram)",0,""
831,,"ECU",1962,1962,"","Directiva","Directiva 1962",0,""
832,,"ECU",1958,1958,"","Velasquista de Pichincha Federación Nacional Velasquista","Velasquista de Pichincha Federación Nacional Velasquista 1958",0,""
833,,"ECU",1966,1966,"","Federación Poncista","Federación Poncista 1966",0,""
834,,"ECU",1950,1950,"","Grupos electorales","Grupos electorales 1950",0,""
835,,"ECU",1954,1954,"","Independiente","Independiente 1954",0,""
836,,"ECU",1966,1966,"","Movimiento Nacional Arosemenista","Movimiento Nacional Arosemenista 1966",0,""
837,,"ECU",1979,1984,"","Nacional Velasquista","Nacional Velasquista 1979–84 [4/6]",0,""
838,,"ECU",1979,1984,"","Nacionalista Revolucionario","Nacionalista Revolucionario (C.J. Arosemena Monroy) 1979–84 [4/6]",0,""
839,,"ECU",1984,1994,"","Roldosista Ecuatoriano","Roldosista Ecuatoriano (Abdalá Bucaram) 1984–94 [4/6]",0,""
840,,"ECU",1954,1954,"","Velasquista","Velasquista 1954",0,""
841,,"ECU",1947,1966,"","“otros”","“otros” 1947 & 1958 & 1966",0,""
842,,"ECU",1958,1958,"","Demócratas Auténticos","Demócratas Auténticos 1958",0,""
843,,"ECU",1962,1962,"","Frente Democrático Nacional","Frente Democrático Nacional 1962",0,""
844,,"ECU",1954,1954,"","Frente Popular Democrático","Frente Popular Democrático 1954",0,""
845,,"ECU",1962,1962,"","Liberal Revolucionario","Liberal Revolucionario 1962",0,""
846,,"ECU",1950,1950,"","Lista 3","Lista 3 1950",0,""
847,,"ECU",1966,1966,"","Movimiento Republicano Independiente","Movimiento Republicano Independiente 1966",0,""
848,,"ECU",1984,1990,"","Pueblo Cambio y Democracia","Pueblo Cambio y Democracia (León Roldós) 1984–90",0,""
849,,"ECU",1992,1994,"","Unidad Popular Latinoamericano","Unidad Popular Latinoamericano 1992–94",0,""
850,,"MEX",1979,1994,"PDM","Demócrata Mexicano","Demócrata Mexicano (PDM) 1979–94",0,""
851,,"MEX",1961,1961,"PNM","Nacional Mexicano","Nacional Mexicano (PNM) 1961",0,""
852,,"MEX",1961,1994,"PAN","Acción Nacional","Acción Nacional (PAN) 1961–94 [10/11 1961–70 8/11 1973 7/11 1976–94]",0,""
853,,"MEX",1961,1994,"PARM","Auténtico de la Revolución Mexicana","Auténtico de la Revolución Mexicana (PARM) 1961–94 [8/11]",0,""
854,,"MEX",1988,1994,"PFCRN","del Frente Cardenista de Reconstrucción Nacional","del Frente Cardenista de Reconstrucción Nacional (PFCRN) 1988–94",0,""
855,855,"MEX",1961,1994,"PRI","Revolucionario Institucional","Revolucionario Institucional (PRI) 1961–67 [10/11] & 1982–88 [10/11] & 1991–94",0,""
856,855,"MEX",1976,1979,"PRI","Revolucionario Institucional","Revolucionario Institucional (PRI) 1976–79",0,""
857,,"MEX",1991,1994,"PRD","de la Revolución Democrática","de la Revolución Democrática (PRD) 1991–94",0,""
858,,"MEX",1991,1994,"PT","de Trabajo","de Trabajo (PT) 1991–94 [10/11]",0,""
859,,"MEX",1985,1985,"PMT","Mexicano de los Trabajadores","Mexicano de los Trabajadores (PMT) 1985",0,""
860,,"MEX",1988,1988,"PMS","Mexicano Socialista","Mexicano Socialista (PMS) 1988",0,""
861,855,"MEX",1970,1973,"PRI","Revolucionario Institucional","Revolucionario Institucional (PRI) 1970–73 [8/11 1970 9/11 1973]",0,""
862,,"MEX",1979,1985,"PST","Socialista de los Trabajadores","Socialista de los Trabajadores (PST) 1979–85 [10/11]",0,""
863,,"MEX",1979,1979,"PCM","Comunista Mexicano","Comunista Mexicano (PCM) 1979",0,""
864,,"MEX",1961,1994,"PPS","Popular Socialista","Popular Socialista (PPS) 1961–94 [10/11]",0,""
865,,"MEX",1982,1991,"PRT","Revolucionario de los Trabajadores","Revolucionario de los Trabajadores (PRT) 1982–91",0,""
866,,"MEX",1982,1985,"PSUM","Socialista Unificado de México","Socialista Unificado de México (PSUM) 1982–85 [9/11]",0,""
867,,"MEX",1991,1991,"PEM","Ecologista Mexicano","Ecologista Mexicano (PEM) 1991",0,""
868,,"MEX",1994,1994,"PVEM","Verde Ecologista Mexicano","Verde Ecologista Mexicano (PVEM) 1994",0,""
869,,"MEX",1982,1982,"PSD","Social Demócrata","Social Demócrata (PSD) 1982",0,""
870,,"PER",1931,1931,"","Conservador Renov. del Perú","Conservador Renov. del Perú 1931",0,""
871,,"PER",1978,1995,"","Popular Cristiano","Popular Cristiano (& its coalitions of 1980–85) 1978–95",0,""
872,,"PER",1992,1995,"","Renovación","Renovación 1992–95",0,""
