cntry,essround,variable,ess_id,party,n
GB,4,prtvtgb,10,Sinn Fein (nir),7
GB,4,prtvtgb,11,Social Democratic and Labour Party (nir),16
GB,4,prtvtgb,12,Alliance Party (nir),2
GB,4,prtvtgb,20,Not applicable,785
GB,4,prtvtgb,21,Refusal,57
GB,4,prtvtgb,22,Don't know,50
GB,5,prtvtgb,1,Conservative,583
GB,5,prtvtgb,2,Labour,490
GB,5,prtvtgb,3,Liberal Democrat,342
GB,5,prtvtgb,4,Scottish National Party,31
GB,5,prtvtgb,5,Plaid Cymru,16
GB,5,prtvtgb,6,Green Party,24
GB,5,prtvtgb,7,Other,49
GB,5,prtvtgb,8,Ulster Unionist Party (nir),9
GB,5,prtvtgb,9,Democratic Unionist Party (nir),8
GB,5,prtvtgb,10,Sinn Fein (nir),2
GB,5,prtvtgb,11,Social Democratic and Labour Party (nir),1
GB,5,prtvtgb,12,Alliance Party (nir),4
GB,5,prtvtgb,20,Not applicable,751
GB,5,prtvtgb,21,Refusal,53
GB,5,prtvtgb,22,Don't know,59
GB,6,prtvtgb,1,Conservative,496
GB,6,prtvtgb,2,Labour,516
GB,6,prtvtgb,3,Liberal Democrat,255
GB,6,prtvtgb,4,Scottish National Party,37
GB,6,prtvtgb,5,Plaid Cymru,21
GB,6,prtvtgb,6,Green Party,19
GB,6,prtvtgb,7,Other,57
GB,6,prtvtgb,8,Ulster Unionist Party (nir),10
GB,6,prtvtgb,9,Democratic Unionist Party (nir),10
GB,6,prtvtgb,10,Sinn Fein (nir),5
GB,6,prtvtgb,11,Social Democratic and Labour Party (nir),7
GB,6,prtvtgb,12,Alliance Party (nir),3
GB,6,prtvtgb,19,Other (nir),2
GB,6,prtvtgb,20,Not applicable,725
GB,6,prtvtgb,21,Refusal,27
GB,6,prtvtgb,22,Don't know,96
GB,3,prtvtagb,1,Conservative,451
GB,3,prtvtagb,2,Labour,652
GB,3,prtvtagb,3,Liberal Democrat,287
GB,3,prtvtagb,4,Scottish National Party,30
GB,3,prtvtagb,5,Plaid Cymru,21
GB,3,prtvtagb,6,Green Party,29
GB,3,prtvtagb,7,British National Party,8
GB,3,prtvtagb,8,Uk Independence Party,7
GB,3,prtvtagb,9,Independent,10
GB,3,prtvtagb,10,Ulster Unionist Party,8
GB,3,prtvtagb,11,Democratic Unionist Party,10
GB,3,prtvtagb,12,Sinn Fein,2
GB,3,prtvtagb,13,Social Democratic and Labour Party,7
GB,3,prtvtagb,14,Alliance Party,1
GB,3,prtvtagb,21,Other,10
GB,3,prtvtagb,22,Not applicable,756
GB,3,prtvtagb,23,Refusal,72
GB,3,prtvtagb,24,Don't know,33
GB,7,prtvtbgb,1,Conservative,488
GB,7,prtvtbgb,2,Labour,461
GB,7,prtvtbgb,3,Liberal Democrat,210
GB,7,prtvtbgb,4,Scottish National Party,39
GB,7,prtvtbgb,5,Plaid Cymru,7
GB,7,prtvtbgb,6,Green Party,38
GB,7,prtvtbgb,7,UK Independence Party,104
GB,7,prtvtbgb,8,Other,20
GB,7,prtvtbgb,9,Ulster Unionist Party (nir),9
GB,7,prtvtbgb,10,Democratic Unionist Party (nir),7
GB,7,prtvtbgb,11,Sinn Fein (nir),4
GB,7,prtvtbgb,12,Social Democratic and Labour Party (nir),6
GB,7,prtvtbgb,13,Alliance Party (nir),4
GB,7,prtvtbgb,16,Independent(s) (nir),3
GB,7,prtvtbgb,18,Other (nir),1
GB,7,prtvtbgb,19,Not applicable,739
GB,7,prtvtbgb,20,Refusal,73
GB,7,prtvtbgb,21,Don't know,51
GR,1,prtvtgr,1,PASOK (Panhellenic Socialist Movement),678
GR,1,prtvtgr,2,ND (New Democracy),528
GR,1,prtvtgr,3,KKE (Communist party),73
GR,1,prtvtgr,4,SYN (Left Wing Coalition),34
GR,1,prtvtgr,5,DIKKI (Democratic Social Movement),11
GR,1,prtvtgr,6,Other parties,53
GR,1,prtvtgr,7,Not applicable,427
GR,1,prtvtgr,8,Refusal,747
GR,1,prtvtgr,9,Don't know,15
GR,2,prtvtagr,1,PASOK (Panhellenic Socialist Movement),448
GR,2,prtvtagr,2,ND (New Democracy),721
GR,2,prtvtagr,3,KKE Communist Party),68
GR,2,prtvtagr,4,SYN (Left Wing Coalition),53
GR,2,prtvtagr,5,DIKKI (Democratic Social Movement),5
GR,2,prtvtagr,6,LAOS (Popular Orthodox Party),20
GR,2,prtvtagr,7,Other,34
GR,2,prtvtagr,8,Not applicable,356
GR,2,prtvtagr,9,Refusal,687
GR,2,prtvtagr,10,Don't know,14
GR,4,prtvtbgr,1,Panhellenic Socialist Movement – PASOK,538
GR,4,prtvtbgr,2,New Democracy - ND,411
GR,4,prtvtbgr,3,Communist Party - KKE,124
GR,4,prtvtbgr,4,Coalition of the Radical Left - SYRIZA,84
GR,4,prtvtbgr,5,Popular Orthodox Rally - LAOS,49
GR,4,prtvtbgr,6,Greens,40
GR,4,prtvtbgr,7,Other,57
GR,4,prtvtbgr,8,Not applicable,380
GR,4,prtvtbgr,9,Refusal,379
GR,4,prtvtbgr,10,Don't know,10
GR,5,prtvtcgr,1,The Panhellenic Socialist Movement (PASOK),600
GR,5,prtvtcgr,2,New Democracy (ND),332
GR,5,prtvtcgr,3,The Communist Party of Greece (KKE),114
GR,5,prtvtcgr,4,The Popular Orthodox Rally (LAOS),53
GR,5,prtvtcgr,5,The Coalition of the Radical Left (SYRIZA),63
GR,5,prtvtcgr,6,The Ecologist Greens (OP),38
GR,5,prtvtcgr,7,Null,38
GR,5,prtvtcgr,8,No one,10
GR,5,prtvtcgr,9,Invalid,13
GR,5,prtvtcgr,10,Golden Dawn (Xrusi Augi),3
GR,5,prtvtcgr,11,The Liberal Alliance (FS),2
GR,5,prtvtcgr,12,The Anticapitalist Left Cooperation for the Overthrow (ANTAR,2
GR,5,prtvtcgr,13,Smokers' Groups for Art and Visual Formation (KOTES),1
GR,5,prtvtcgr,14,Independent Citizens' Movement (SPITHA),2
GR,5,prtvtcgr,15,Not applicable,733
GR,5,prtvtcgr,16,Refusal,697
GR,5,prtvtcgr,17,Don't know,14
HR,4,prtvthr,1,Hrvatska demokratska zajednica (HDZ),341
HR,4,prtvthr,2,Socijaldemokratska partija Hrvatske (SDP),246
HR,4,prtvthr,3,Hrvatska narodna stranka - Liberalni demokrati (HNS),41
HR,4,prtvthr,4,Hrvatska seljacka stranka (HSS),41
HR,4,prtvthr,5,Hrvatsko socijalno-liberalna stranka (HSLS),16
HR,4,prtvthr,6,Istarski demokratski sabor (IDS),6
HR,4,prtvthr,7,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),8
HR,4,prtvthr,8,Samostalna demokratska Srpska stranka (SDSS),7
HR,4,prtvthr,9,Hrvatska stranka prava (HSP),25
HR,4,prtvthr,10,Hrvatska stranka umirovljenika (HSU),25
HR,4,prtvthr,11,Other,26
HR,4,prtvthr,12,Not applicable,366
HR,4,prtvthr,13,Refusal,285
HR,4,prtvthr,14,Don't know,50
HR,4,prtvthr,15,No answer,1
HR,5,prtvthr,1,Hrvatska demokratska zajednica (HDZ),286
HR,5,prtvthr,2,Socijaldemokratska partija Hrvatske (SDP),210
HR,5,prtvthr,3,Hrvatska narodna stranka - Liberalni demokrati (HNS),20
HR,5,prtvthr,4,Hrvatska seljacka stranka (HSS),31
HR,5,prtvthr,5,Hrvatsko socijalno-liberalna stranka (HSLS),14
HR,5,prtvthr,6,Istarski demokratski sabor (IDS),16
HR,5,prtvthr,7,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),8
HR,5,prtvthr,8,Samostalna demokratska Srpska stranka (SDSS),9
HR,5,prtvthr,9,Hrvatska stranka prava (HSP),27
HR,5,prtvthr,10,Hrvatska stranka umirovljenika (HSU),30
HR,5,prtvthr,11,Other,10
HR,5,prtvthr,12,Not applicable,480
HR,5,prtvthr,13,Refusal,395
HR,5,prtvthr,14,Don't know,95
HR,5,prtvthr,15,No answer,18
HU,1,prtvthu,1,Center Party,16
HU,1,prtvthu,2,FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum,466
HU,1,prtvthu,3,ISHP-Independent Small Holders,9
HU,1,prtvthu,4,HTJP-Hungarian Truth,16
HU,1,prtvthu,5,HSP-Hungarian Socialist Party,581
HU,1,prtvthu,6,WP-Workers Party,10
HU,1,prtvthu,7,FFD-Free Democrats,49
HU,1,prtvthu,8,None of them,2
HU,1,prtvthu,9,Not applicable,359
HU,1,prtvthu,10,Refusal,164
HU,1,prtvthu,11,Don't know,11
HU,1,prtvthu,12,No answer,2
HU,2,prtvthu,1,Center Party,7
HU,2,prtvthu,2,FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum,427
HU,2,prtvthu,3,ISHP-Independent Small Holders,4
HU,2,prtvthu,4,HTJP-Hungarian Truth,10
HU,2,prtvthu,5,HSP-Hungarian Socialist Party,417
HU,2,prtvthu,6,WP-Workers Party,12
HU,2,prtvthu,7,FFD-Free Democrats,41
HU,2,prtvthu,8,None of them,1
HU,2,prtvthu,9,Not applicable,381
HU,2,prtvthu,10,Refusal,161
HU,2,prtvthu,11,Don't know,36
HU,2,prtvthu,12,No answer,1
HU,3,prtvtahu,1,Fidesz - KDNP,416
HU,3,prtvtahu,2,MDF,26
HU,3,prtvtahu,3,Harmadik Út (MIÉP - Jobbik Magyarországért),6
HU,3,prtvtahu,4,MSZP,399
HU,3,prtvtahu,5,Munkáspárt,1
HU,3,prtvtahu,6,SZDSZ,31
HU,3,prtvtahu,7,Centrumpárt,3
HU,3,prtvtahu,8,Other party,2
HU,3,prtvtahu,10,Not applicable,392
HU,3,prtvtahu,11,Refusal,235
HU,3,prtvtahu,12,Don't know,7
HU,4,prtvtbhu,1,Fidesz - KDNP,457
HU,4,prtvtbhu,2,MDF,19
HU,4,prtvtbhu,3,MIÉP - Jobbik a Harmadik Út,6
HU,4,prtvtbhu,4,MSZP,353
HU,4,prtvtbhu,5,Munkáspárt,5
HU,4,prtvtbhu,6,SZDSZ,21
HU,4,prtvtbhu,7,Centrumpárt,4
HU,4,prtvtbhu,8,Kereszténydemokrata Párt - Keresztény Centrum Összefogás,1
HU,4,prtvtbhu,9,Magyar Vidék és Polgári Párt,1
HU,4,prtvtbhu,13,Not applicable,417
HU,4,prtvtbhu,14,Refusal,235
HU,4,prtvtbhu,15,Don't know,25
HU,5,prtvtchu,1,Fidesz - KDNP,559
HU,5,prtvtchu,2,MDF,5
HU,5,prtvtchu,4,MSZP,149
HU,5,prtvtchu,5,Munkaspart,2
HU,5,prtvtchu,6,SZDSZ,4
HU,5,prtvtchu,7,Centrum Part,1
HU,5,prtvtchu,9,Magyar Videk es Polgari Part,2
HU,5,prtvtchu,11,Jobbik Magyarorszagert Mozgalom,101
HU,5,prtvtchu,12,Magyarorszagi Szocialdemokrata Part,2
HU,5,prtvtchu,13,Lehet Mas a Politika (LMP),56
HU,5,prtvtchu,14,Not applicable,460
HU,5,prtvtchu,15,Refusal,214
HU,5,prtvtchu,16,Other party,2
HU,5,prtvtchu,18,Don't know,4
HU,6,prtvtdhu,1,Centrum Párt (Centrum Összefogás Magyarországért),1
HU,6,prtvtdhu,2,CM (Civil Mozgalom),3
HU,6,prtvtdhu,3,Fidesz - KDNP (Fidesz – Magyar Polgári Szövetség Keresztényd,633
HU,6,prtvtdhu,4,Jobbik (Jobbik Magyarországért Mozgalom),73
HU,6,prtvtdhu,5,LMP (Lehet Más A Politika),52
HU,6,prtvtdhu,6,MDF (Magyar Demokrata Fórum),2
HU,6,prtvtdhu,7,MIÉP (Magyar Igazság És Élet Pártja),1
HU,6,prtvtdhu,8,MSZP (Magyar Szocialista Párt),229
HU,6,prtvtdhu,9,MSZDP (Magyar Szociáldemokrata Párt),2
HU,6,prtvtdhu,10,Munkáspárt (Magyar Kommunista Munkáspárt),1
HU,6,prtvtdhu,13,SZDSZ (Szabad Demokraták Szövetsége - A Magyar Liberális Pár,3
HU,6,prtvtdhu,14,Other,2
HU,6,prtvtdhu,15,Not applicable,676
HU,6,prtvtdhu,16,Refusal,315
HU,6,prtvtdhu,17,Don't know,21
HU,7,prtvtehu,1,Fidesz - KDNP (Fidesz – Magyar Polgári Szövetség Keresztényd,416
HU,7,prtvtehu,2,Jobbik (Jobbik Magyarországért Mozgalom),159
HU,7,prtvtehu,3,LMP (Lehet Más A Politika),48
HU,7,prtvtehu,4,MSZP-Együtt-DK-PM-MLP (Kormányváltók),223
HU,7,prtvtehu,5,Munkáspárt (Magyar Kommunista Munkáspárt),6
HU,7,prtvtehu,6,Other,3
HU,7,prtvtehu,7,Not applicable,526
HU,7,prtvtehu,8,Refusal,296
HU,7,prtvtehu,9,Don't know,21
IE,1,prtvtie,1,Fianna Fail,700
IE,1,prtvtie,2,Fine Gael,293
IE,1,prtvtie,3,Labour,165
IE,1,prtvtie,4,Progressive Democrats,49
IE,1,prtvtie,5,Green Party,53
IE,1,prtvtie,6,Sinn Fein,58
IE,1,prtvtie,7,Independent,89
IE,1,prtvtie,8,Other,16
IE,1,prtvtie,9,Not applicable,468
IE,1,prtvtie,10,Refusal,90
IE,1,prtvtie,11,Don't know,49
IE,1,prtvtie,12,No answer,16
IE,2,prtvtie,1,Fianna Fail,816
IE,2,prtvtie,2,Fine Gael,361
IE,2,prtvtie,3,Labour,165
IE,2,prtvtie,4,Progressive Democrats,28
IE,2,prtvtie,5,Green Party,52
IE,2,prtvtie,6,Sinn Fein,96
IE,2,prtvtie,7,Independent,90
IE,2,prtvtie,8,Other,9
IE,2,prtvtie,9,Not applicable,494
IE,2,prtvtie,10,Refusal,92
IE,2,prtvtie,11,Don't know,82
IE,2,prtvtie,12,No answer,1
IE,3,prtvtie,1,Fianna Fail,526
IE,3,prtvtie,2,Fine Gael,288
IE,3,prtvtie,3,Labour,90
IE,3,prtvtie,4,Progressive Democrats,29
IE,3,prtvtie,5,Green Party,41
IE,3,prtvtie,6,Sinn Fein,53
IE,3,prtvtie,7,Independent,11
IE,3,prtvtie,8,Other,54
IE,3,prtvtie,9,Not applicable,509
IE,3,prtvtie,10,Refusal,73
IE,3,prtvtie,11,Don't know,58
IE,3,prtvtie,12,No answer,68
IE,4,prtvtie,1,Fianna Fail,531
IE,4,prtvtie,2,Fine Gael,416
IE,4,prtvtie,3,Labour,118
IE,4,prtvtie,4,Progressive Democrats,6
IE,4,prtvtie,5,Green Party,31
IE,4,prtvtie,6,Sinn Fein,64
IE,4,prtvtie,7,Independent,67
IE,4,prtvtie,8,Other,7
IE,4,prtvtie,9,Not applicable,466
IE,4,prtvtie,10,Refusal,28
IE,4,prtvtie,11,Don't know,30
IE,5,prtvtaie,1,Fianna Fáil,305
IE,5,prtvtaie,2,Fine Gael,725
IE,5,prtvtaie,3,Green Party,20
IE,5,prtvtaie,4,Independent,137
IE,5,prtvtaie,5,Labour,215
IE,5,prtvtaie,6,People Before Profit,3
IE,5,prtvtaie,7,Sinn Féin,138
IE,5,prtvtaie,8,Socialist Party,5
IE,5,prtvtaie,9,United Left Alliance,4
IE,5,prtvtaie,10,Other,5
IE,5,prtvtaie,11,Not applicable,882
IE,5,prtvtaie,12,Refusal,97
IE,5,prtvtaie,13,Don't know,40
IE,6,prtvtaie,1,Fianna Fáil,311
IE,6,prtvtaie,2,Fine Gael,691
IE,6,prtvtaie,3,Green Party,38
IE,6,prtvtaie,4,Independent,176
IE,6,prtvtaie,5,Labour,243
IE,6,prtvtaie,6,People Before Profit,4
IE,6,prtvtaie,7,Sinn Féin,178
IE,6,prtvtaie,8,Socialist Party,4
IE,6,prtvtaie,10,Other,7
IE,6,prtvtaie,11,Not applicable,811
IE,6,prtvtaie,12,Refusal,100
IE,6,prtvtaie,13,Don't know,65
IE,7,prtvtaie,1,Fianna Fáil,349
IE,7,prtvtaie,2,Fine Gael,545
IE,7,prtvtaie,3,Green Party,19
IE,7,prtvtaie,4,Independent,236
IE,7,prtvtaie,5,Labour,155
IE,7,prtvtaie,6,People Before Profit,10
IE,7,prtvtaie,7,Sinn Féin,205
IE,7,prtvtaie,8,Socialist Party,1
IE,7,prtvtaie,9,United Left Alliance,1
IE,7,prtvtaie,10,Other,11
IE,7,prtvtaie,11,Not applicable,711
IE,7,prtvtaie,12,Refusal,88
IE,7,prtvtaie,13,Don't know,59
IL,1,prtvtil,1,Israel ahat,431
IL,1,prtvtil,2,Likud,554
IL,1,prtvtil,3,Shase,68
IL,1,prtvtil,4,Meretz,116
IL,1,prtvtil,5,Mafdal,52
IL,1,prtvtil,6,"Yahadut-hatora, Agudat-Isarel, Degel-hatora",33
IL,1,prtvtil,7,Am ehad,7
IL,1,prtvtil,8,Shinuy,53
IL,1,prtvtil,9,Haehud haleumi,29
IL,1,prtvtil,10,The center party,17
IL,1,prtvtil,11,Israel baliya,41
IL,1,prtvtil,12,Israel byteno,23
IL,1,prtvtil,13,Hadereh hashlishit,2
IL,1,prtvtil,14,Pnina Rozenblum,5
IL,1,prtvtil,15,Tzomet,2
IL,1,prtvtil,16,Gimlaim,1
IL,1,prtvtil,17,Hadash,68
IL,1,prtvtil,18,Balad,34
IL,1,prtvtil,19,Hatnua Harabit Hameauhedet,31
IL,1,prtvtil,20,Haravi Hahadash,1
IL,1,prtvtil,21,Other party,25
IL,1,prtvtil,22,White Ballot,8
IL,1,prtvtil,23,Not applicable,693
IL,1,prtvtil,24,Refusal,165
IL,1,prtvtil,25,Don't know,27
IL,1,prtvtil,26,No answer,13
IL,4,prtvtail,1,HaAvoda- the Israeli Labor Party,201
IL,4,prtvtail,2,Likud,302
IL,4,prtvtail,3,Kadima,334
IL,4,prtvtail,4,Shas,129
IL,4,prtvtail,5,Meretz,71
IL,4,prtvtail,6,National Religious Party,53
IL,4,prtvtail,7,United Torah Judaism,132
IL,4,prtvtail,8,Pensioners of Israel to the Knesset,70
IL,4,prtvtail,9,Yisrael Beiteinu,100
IL,4,prtvtail,10,Hadash,7
IL,4,prtvtail,11,Balad,27
IL,4,prtvtail,12,Ra'am- Ta'al,28
IL,4,prtvtail,14,Shinui,9
IL,4,prtvtail,15,Ale Yarok,7
IL,4,prtvtail,16,HaYerukim,11
IL,4,prtvtail,17,Other,30
IL,4,prtvtail,18,blank ballot,6
IL,4,prtvtail,20,Not applicable,658
IL,4,prtvtail,21,Refusal,279
IL,4,prtvtail,23,No answer,36
IL,5,prtvtbil,1,Mifleget Ha' Avoda,153
IL,5,prtvtbil,2,Ha' Likud,408
IL,5,prtvtbil,3,Kadima,295
IL,5,prtvtbil,4,Shas,91
IL,5,prtvtbil,5,Meretz,39
IL,5,prtvtbil,6,The Jewish House,41
IL,5,prtvtbil,7,Ya'Hadut Ha'Tora,54
IL,5,prtvtbil,8,Gil- Gimlaey Israeli la' Knesset,6
IL,5,prtvtbil,9,Israel Beiteinu,130
IL,5,prtvtbil,10,Ha'ihud HaLeumi,30
IL,5,prtvtbil,11,HaTnu`a HaYeruqa,6
IL,5,prtvtbil,12,Ale Yarok,11
IL,5,prtvtbil,13,HaYerukim,4
IL,5,prtvtbil,14,Hadash,41
IL,5,prtvtbil,15,Balad,44
IL,5,prtvtbil,16,Ra'am- Ta'al,48
IL,5,prtvtbil,17,Other,6
IL,5,prtvtbil,18,A white ballot (empty ballot note),3
IL,5,prtvtbil,19,Did not vote,4
IL,5,prtvtbil,20,Not applicable,634
IL,5,prtvtbil,21,Refusal,140
IL,5,prtvtbil,22,Don't know,61
IL,5,prtvtbil,23,No answer,45
IL,6,prtvtbil,1,Mifleget Ha' Avoda,174
IL,6,prtvtbil,2,Ha' Likud,512
IL,6,prtvtbil,3,Kadima,233
IL,6,prtvtbil,4,Shas,73
IL,6,prtvtbil,5,Meretz,56
IL,6,prtvtbil,6,The Jewish House,53
IL,6,prtvtbil,7,Ya'Hadut Ha'Tora,71
IL,6,prtvtbil,8,Gil- Gimlaey Israeli la' Knesset,14
IL,6,prtvtbil,9,Israel Beiteinu,103
IL,6,prtvtbil,10,Ha'ihud HaLeumi,23
IL,6,prtvtbil,11,HaTnu`a HaYeruqa,7
IL,6,prtvtbil,12,Ale Yarok,8
IL,6,prtvtbil,13,HaYerukim,8
IL,6,prtvtbil,14,Hadash,34
IL,6,prtvtbil,15,Balad,27
IL,6,prtvtbil,16,Ra'am- Ta'al,47
IL,6,prtvtbil,17,Other,3
IL,6,prtvtbil,18,A white ballot (empty ballot note),4
IL,6,prtvtbil,20,Not applicable,795
IL,6,prtvtbil,21,Refusal,227
IL,6,prtvtbil,22,Don't know,36
IL,7,prtvtcil,1,HaMahane HaTzioni,342
IL,7,prtvtcil,2,HaLikud,537
IL,7,prtvtcil,3,Yisrael Beiteinu,66
IL,7,prtvtcil,4,Shas,103
IL,7,prtvtcil,5,Meretz,112
IL,7,prtvtcil,6,HaBayit HaYehudi,131
IL,7,prtvtcil,7,Yahadut HaTora,55
IL,7,prtvtcil,8,Yesh Atid,149
IL,7,prtvtcil,9,Kulanu,110
IL,7,prtvtcil,10,Yachad,33
IL,7,prtvtcil,11,HaReshima HaMeshutefet,273
IL,7,prtvtcil,12,HaReshima HaArvit,7
IL,7,prtvtcil,13,Ale Yarok,9
IL,7,prtvtcil,14,Other,8
IL,7,prtvtcil,15,White ballot,13
IL,7,prtvtcil,16,Not applicable,433
IL,7,prtvtcil,17,Refusal,181
IS,2,prtvtis,1,Progressive Party,92
IS,2,prtvtis,2,Liberal Party,29
IS,2,prtvtis,3,Social Democratic Alliance,129
IS,2,prtvtis,4,Independence Party,131
IS,2,prtvtis,5,The Left Green Movement,46
IS,2,prtvtis,6,Blank vote,13
IS,2,prtvtis,7,Other parties,2
IS,2,prtvtis,8,Not applicable,77
IS,2,prtvtis,9,Refusal,38
IS,2,prtvtis,10,Don't know,15
IS,2,prtvtis,11,No answer,7
IS,6,prtvtais,1,Samfylkinguna,144
IS,6,prtvtais,2,Framsóknarflokkinn,72
IS,6,prtvtais,3,Sjálfstæðisflokkinn,153
IS,6,prtvtais,4,Vinstri hreyfinguna-Grænt framboð,106
IS,6,prtvtais,5,Frjálslynda flokkinn,5
IS,6,prtvtais,6,Borgarahreyfinguna,20
IS,6,prtvtais,8,Skilaði auðu/ógildu,19
IS,6,prtvtais,9,Not applicable,169
IS,6,prtvtais,10,Refusal,33
IS,6,prtvtais,11,Don't know,28
IS,6,prtvtais,12,No answer,3
IT,1,prtvtit,1,Democratici di Sinistra,167
IT,1,prtvtit,2,La Margherita,76
IT,1,prtvtit,3,Comunisti Italiani,9
IT,1,prtvtit,4,Verdi e Sdi (Girasole),16
IT,1,prtvtit,6,Rifondazione Comunista,35
IT,1,prtvtit,7,Forza Italia,174
IT,1,prtvtit,8,Alleanza Nazionale,65
IT,1,prtvtit,9,CCD-CDU (Biancofiore),15
IT,1,prtvtit,10,Lega Nord,11
IT,1,prtvtit,11,Nuovo PSI,6
IT,1,prtvtit,12,Lista Di Pietro,5
IT,1,prtvtit,13,Democrazia Europea,4
IT,1,prtvtit,14,Pannella-Bonino,8
IT,1,prtvtit,15,Fiamma Tricolore,2
IT,1,prtvtit,16,Altro,2
IT,1,prtvtit,17,Ha votato solo al maggioritario,16
IT,1,prtvtit,18,Not applicable,177
IT,1,prtvtit,19,Refusal,400
IT,1,prtvtit,20,Don t know,19
IT,2,prtvtait,1,Democratici di sinistra,212
IT,2,prtvtait,2,La Margherita,83
IT,2,prtvtait,3,Comunisti Italiani,30
IT,2,prtvtait,4,Verdi e SDI (Girasole),17
IT,2,prtvtait,5,SVP (Sudtirol Volkspartei - Partito Popolare Sudtirolese),1
IT,2,prtvtait,6,Rifondazione Comunista,49
IT,2,prtvtait,7,Forza Italia,215
IT,2,prtvtait,8,Alleanza Nazionale,108
IT,2,prtvtait,9,CCD-CDU,18
IT,2,prtvtait,10,Lega Nord,39
IT,2,prtvtait,11,Nuovo PSI,4
IT,2,prtvtait,12,Lista di Pietro,7
IT,2,prtvtait,13,Democrazia Europea,3
IT,2,prtvtait,14,Pannella-Bonino,10
IT,2,prtvtait,15,Fiamma Tricolore,4
IT,2,prtvtait,16,Other,14
IT,2,prtvtait,17,Scheda bianca,7
IT,2,prtvtait,18,Ulivo,4
IT,2,prtvtait,19,Ha votato solo al maggioritario,11
IT,2,prtvtait,20,Not applicable,294
IT,2,prtvtait,21,Refusal,312
IT,2,prtvtait,22,Don't know,87
IT,6,prtvtbit,1,Partido Democratico (PD),203
IT,6,prtvtbit,2,Sinistra Ecologia e Libertà (SEL),32
IT,6,prtvtbit,3,Rivoluzione Civile (Ingroia),13
IT,6,prtvtbit,4,Movimento 5 Stelle,126
IT,6,prtvtbit,5,Scelta Civica (con Monti),28
IT,6,prtvtbit,6,UDC,9
IT,6,prtvtbit,8,Popolo delle Libertà (PDL),87
IT,6,prtvtbit,9,Lega Nord,8
IT,6,prtvtbit,10,Fratelli d'Italia,2
IT,6,prtvtbit,12,FARE - Giannino,9
IT,6,prtvtbit,13,La destra,3
IT,6,prtvtbit,14,Altro,16
IT,6,prtvtbit,15,Not applicable,216
IT,6,prtvtbit,16,Refusal,165
IT,6,prtvtbit,17,Don't know,28
IT,6,prtvtbit,18,No answer,15
LU,1,prtvtlu,1,Parti Chrétien Social (PCS),234
LU,1,prtvtlu,2,Parti Socialiste Ouvrier Luxembourgeois (PSOL),158
LU,1,prtvtlu,3,Parti Démocrate (PD),89
LU,1,prtvtlu,4,Les Verts,40
LU,1,prtvtlu,5,La Gauche,10
LU,1,prtvtlu,6,Comité d'action pour la Démocracie et la Justice Sociale,22
LU,1,prtvtlu,7,Autres,17
LU,1,prtvtlu,8,Not applicable,705
LU,1,prtvtlu,9,Refusal,157
LU,1,prtvtlu,10,Don't know,109
LU,1,prtvtlu,11,No answer,11
LU,2,prtvtlu,1,Parti Chrétien Social (PCS),366
LU,2,prtvtlu,2,Parti Socialiste Ouvrier Luxembourgeois (PSOL),173
LU,2,prtvtlu,3,Parti Démocrate (PD),103
LU,2,prtvtlu,4,Les Verts,71
LU,2,prtvtlu,5,La Gauche,7
LU,2,prtvtlu,6,Comité d'action pour la Démocracie et la Justice Sociale,41
LU,2,prtvtlu,7,Autres,26
LU,2,prtvtlu,8,Not applicable,585
LU,2,prtvtlu,9,Refusal,147
LU,2,prtvtlu,10,Don't know,99
LU,2,prtvtlu,11,No answer,17
NL,1,prtvtnl,1,Christian Democratic Party,571
NL,1,prtvtnl,2,Labour Party,334
NL,1,prtvtnl,3,Party for Freedom and Democracy,277
NL,1,prtvtnl,4,List Pim Fortuyn,261
NL,1,prtvtnl,5,Democrats `66,109
NL,1,prtvtnl,6,Green Left,146
NL,1,prtvtnl,7,Socialist Party,129
NL,1,prtvtnl,8,Christian Union,45
NL,1,prtvtnl,9,Liveable Netherlands,28
NL,1,prtvtnl,10,Social Reformed Party,19
NL,1,prtvtnl,11,Other,7
NL,1,prtvtnl,12,Not applicable,401
NL,1,prtvtnl,13,Refusal,19
NL,1,prtvtnl,14,Don't know,18
NL,2,prtvtanl,1,Christian Democratic Party,390
NL,2,prtvtanl,2,Labour Party,388
NL,2,prtvtanl,3,People's Party for Freedom and Democracy,261
NL,2,prtvtanl,4,List Pim Fortuyn,41
NL,2,prtvtanl,5,Democrats 66,61
NL,2,prtvtanl,6,Green Left,88
NL,2,prtvtanl,7,Socialist Party,108
NL,2,prtvtanl,8,Christian Union,31
NL,2,prtvtanl,9,Liveable Netherlands,6
NL,2,prtvtanl,10,Political Reformed Party,15
NL,2,prtvtanl,11,Party for the Animals,11
NL,2,prtvtanl,12,Other,4
NL,2,prtvtanl,13,Blanc,4
NL,2,prtvtanl,14,Not applicable,427
NL,2,prtvtanl,15,Refusal,26
NL,2,prtvtanl,16,Don't know,19
NL,2,prtvtanl,17,No answer,1
NL,3,prtvtbnl,1,Christian Democratic Party,365
NL,3,prtvtbnl,2,Labour Party,367
