country,partyfacts_id,technical,name_short,name,name_english,name_other,year_first,year_last,share,share_year,new,wikipedia,description,comment,created,modified
KOR,4467,,GH,Gungmin-hoe,National Association,,1950,1958,6.8,1950,,"https://en.wikipedia.org/wiki/South_Korean_legislative_election,_1950",,,2015-11-01 17:29:42.826986+00:00,2015-11-07 18:32:37.647169+00:00
KOR,4468,,NARRKI,Daehan Dongnip Chokseong Gungmin-hoe,National Association for the Rapid Realization of Korean Independence,,1946,1960,26.1,1948,,https://en.wikipedia.org/wiki/National_Association_(South_Korea),,,2015-11-01 17:34:51.813535+00:00,2018-08-04 20:27:12.614087+00:00
KOR,2019,,NCNP,Saejeongchi Gungminhoeu / Minjudang,National Congress for New Politics / Democratic Party,,1995,2008,25.3,1996,,https://en.wikipedia.org/wiki/National_Congress_for_New_Politics,,,2014-02-10 09:33:15.906815+00:00,2018-07-07 20:06:13.999467+00:00
KOR,4461,,GD,Gungmin-dang,National Party,,1971,1971,4.0,1971,,"https://en.wikipedia.org/wiki/South_Korean_legislative_election,_1971",,,2015-11-01 17:01:39.343175+00:00,2015-11-07 18:32:37.657675+00:00
KOR,2549,,NUP,Minjok T'ongil-tang,National Unification Party,,1992,1992,17.4,1992,,,17.4% in 1992 parliamentary election,,2014-06-28 21:34:21.185069+00:00,2015-11-07 21:00:01.107503+00:00
KOR,4470,,NDP,Sinmin-dang,New Democratic Party,신민당,1967,1980,44.4,1971,,https://en.wikipedia.org/wiki/New_Democratic_Party_(South_Korea),,,2015-11-01 17:39:54.977474+00:00,2015-11-07 18:32:37.667803+00:00
KOR,4471,,NDRP,Sin Minju Gonghwa-dang,New Democratic Republican Party,,1988,1988,15.5,1988,,,,,2015-11-01 17:43:51.862531+00:00,2018-08-04 20:27:33.188666+00:00
KOR,4448,,SM,Sinhan Minju-dang,New Korea Democratic Party,,1985,1988,28.8,1985,,,,,2015-10-31 16:53:58.482014+00:00,2018-08-04 20:27:53.902767+00:00
KOR,3232,,NPP,Shinjong-dang,New Political Reform Party,,1992,1996,2.0,1992,,,,,2015-02-21 10:27:09.266588+00:00,2018-11-17 15:57:59.798092+00:00
KOR,4449,,NPP,Sinjung-dang,New Politics Party,,1981,1982,4.2,1981,,"https://en.wikipedia.org/wiki/South_Korean_legislative_election,_1981",,,2015-10-31 16:54:46.536112+00:00,2017-08-10 12:11:38.187659+00:00
KOR,4450,,NPP,Jinbo Shin-dang,New Progressive Party,,2008,2012,2.1,2008,,https://en.wikipedia.org/wiki/New_Progressive_Party_(South_Korea),,,2015-10-31 16:56:31.428406+00:00,2015-11-07 18:32:37.693544+00:00
KOR,2307,,HD-SD,Hannara-dang -- Saenuri-dang,New World Party -- The Grand National Party,,1997,,42.8,2012,,https://en.wikipedia.org/wiki/Grand_National_Party,,,2014-06-14 07:17:11.160902+00:00,2018-07-07 20:06:15.367771+00:00
KOR,2452,,Uri,Uri Dang,Our Party,ko: 우리당,2003,2007,38.3,2004,,https://en.wikipedia.org/wiki/Uri_Party,,,2014-06-14 21:41:28.814865+00:00,2018-09-13 11:04:34.132986+00:00
KOR,4344,,PPD,Pyunghwa Minju-dang,Party for Peace and Democracy,,1987,1991,19.4,1988,,https://en.wikipedia.org/wiki/Peace_Democratic_Party,,,2015-10-26 15:33:59.495151+00:00,2018-08-04 20:29:20.543159+00:00
KOR,4509,,RDP,Tongil Minju-dang,Party for Unification and Democracy / Reunification Democratic Party,,1987,1990,23.8,1988,,https://en.wikipedia.org/wiki/Reunification_Democratic_Party,,,2015-11-06 13:28:40.362508+00:00,2018-08-04 20:30:06.837658+00:00
KOR,7654,,PP,Gungminuidang,People's Party,Korean: 국민의당; Hanja: 國民의黨,2016,2018,,,,"https://en.wikipedia.org/wiki/People%27s_Party_(South_Korea,_2016)",,,2019-09-12 02:54:09.978204+00:00,2019-09-12 02:54:09.978268+00:00
KOR,6323,,PP,Gungminui-dang (1963),People's Party (1963),Hangul: 국민의당,1963,1964,8.8,1963,,"https://en.wikipedia.org/wiki/People%27s_Party_(South_Korea,_1963)",,,2018-11-04 18:30:55.759013+00:00,2018-11-17 14:49:25.144228+00:00
KOR,4345,,PPA,Chinbak Yeondae,Pro-Park Association / Future Hope Alliance,,2008,2012,8.4,2008,,https://en.wikipedia.org/wiki/Future_Hope_Alliance,,,2015-10-26 15:51:31.597576+00:00,2015-11-07 18:32:37.718195+00:00
KOR,4343,,SMP,Sahoe Daejung-dang,Socialist Mass Party,,1960,1960,6.0,1960,,"https://en.wikipedia.org/wiki/South_Korean_legislative_election,_1960",,,2015-10-26 15:30:04.179755+00:00,2015-11-07 18:32:37.723414+00:00
KOR,3233,,UNP,T'ongikukmin-dang,Unification National Party,,1992,1996,17.2,1992,,,,,2015-02-21 10:30:25.823535+00:00,2018-11-17 15:57:59.812190+00:00
KOR,2305,,MD,[Tonghap] Minjudang,[United] Democratic Party,,2008,2011,36.5,2012,False,"https://en.wikipedia.org/wiki/Democratic_Party_%28South_Korea,_2008%29",,,2014-06-14 07:13:47.144152+00:00,2018-07-07 20:06:16.457393+00:00
KOR,4459,,UDP,Tonghap Minju-dang,United Democratic Party,,1996,1996,11.2,1996,,,,,2015-11-01 16:53:22.391120+00:00,2018-08-04 20:30:53.672054+00:00
KOR,2545,,ULD,Jayu Minju Yonmaeng,United Liberal Party,,1996,2004,16.2,1996,,https://en.wikipedia.org/wiki/United_Liberal_Democrats,,,2014-06-28 21:23:51.923242+00:00,2018-07-07 20:06:16.826437+00:00
KOR,2543,,UPP,Tonghap Jinbo Dang,United Progressive Party,,2011,2014,10.3,2012,,https://en.wikipedia.org/wiki/Unified_Progressive_Party,,,2014-06-28 21:02:52.621825+00:00,2018-07-14 12:21:15.166358+00:00
KOR,3962,15,ally,alliance,alliance,,1800,,,,,,,,2015-09-09 13:49:38.634683+00:00,2020-06-11 20:24:02.472319+00:00
KOR,3042,12,tech,technical,technical,,1800,,,,,,,,2014-09-05 07:46:42.471061+00:00,2020-06-11 20:24:02.445045+00:00
KOR,2760,11,1-perc,1 percent,1 percent,,1800,,,,,,,,2014-07-07 14:01:47.146403+00:00,2020-06-11 20:24:02.421605+00:00
KOR,2759,10,unknown,unknown,unknown,,1800,,,,,,,,2014-07-07 14:01:47.132144+00:00,2020-06-11 20:24:02.401890+00:00
KOR,2757,8,indep,independent,independent,,1800,,,,,,,,2014-07-07 14:01:47.081534+00:00,2020-06-11 20:24:02.364386+00:00
KOR,2756,7,etc,other,other,,1800,,,,,,,,2014-07-07 14:01:47.057748+00:00,2020-06-11 20:24:02.337158+00:00
XKX,5501,,PSHDK,Partia Shqiptare Demokristiane e Kosovës,Albanian Christian Democratic Party of Kosovo,,2004,,1.8,2004,True,https://en.wikipedia.org/wiki/Albanian_Christian_Democratic_Party_of_Kosovo,,,2017-02-05 16:40:29.017014+00:00,2017-02-05 16:40:29.017039+00:00
XKX,3243,,AAK,Aleanca për Ardhmërinë e Kosovës,Alliance for the Future of Kosovo,,2001,,11.1,2010,,https://en.wikipedia.org/wiki/Alliance_for_the_Future_of_Kosovo,,,2015-02-24 08:16:36.689657+00:00,2018-07-07 20:06:17.169864+00:00
XKX,3704,,LDD,Lidhja Demokratike e Dardanisë,Democratic League of Dardania,,2007,,2.1,2010,,https://en.wikipedia.org/wiki/Democratic_League_of_Dardania,,,2015-08-06 13:57:39.042954+00:00,2015-11-07 18:32:37.774566+00:00
XKX,2295,,LDK,Lidhja Demokratike e Kosovës,Democratic League of Kosovo,,1989,,24.7,2010,,https://en.wikipedia.org/wiki/Democratic_League_of_Kosovo,,,2014-06-09 09:32:50.240597+00:00,2018-07-07 20:06:17.326025+00:00
XKX,8274,,DS,Demokratska stranka,Democratic Party,Serbian: Демократска странка,1990,,6.0,2014,,https://en.wikipedia.org/wiki/Democratic_Party_(Serbia),,,2020-03-22 19:20:41.991218+00:00,2020-03-22 19:20:41.991265+00:00
XKX,2294,,PDK,Partia Demokratike e Kosovës,Democratic Party of Kosovo,,1999,,34.5,2007,,https://en.wikipedia.org/wiki/Democratic_Party_of_Kosovo,,,2014-06-09 08:58:16.817365+00:00,2018-07-07 20:06:17.444492+00:00
XKX,8273,,DSS,Demokratska stranka Srbije,Democratic Party of Serbia,,1992,,7.0,2012,,https://en.wikipedia.org/wiki/Democratic_Party_of_Serbia,,,2020-03-22 19:19:29.152292+00:00,2020-03-22 19:19:46.520101+00:00
XKX,3249,,SLS,Samostalna liberalna stranka,Independent Liberal Party,Serbian: Самостална либерална странка,2006,,2.1,2010,,https://en.wikipedia.org/wiki/Independent_Liberal_Party_%28Kosovo%29,,,2015-02-24 08:31:44.375724+00:00,2018-11-17 15:57:59.824782+00:00
XKX,5497,,PD,Partia e Drejtësisë,Justice Party,,2004,,1.0,2004,True,https://en.wikipedia.org/wiki/Justice_Party_(Kosovo),,,2017-02-05 13:45:03.266379+00:00,2017-02-05 13:45:03.266403+00:00
XKX,8275,,LDP,Liberalno demokratska partija,Liberal Democratic Party,Serbian: Либерално демократска партија,2005,,5.0,2016,,https://en.wikipedia.org/wiki/Liberal_Democratic_Party_(Serbia),,,2020-03-22 19:21:40.252101+00:00,2020-03-22 19:21:40.252147+00:00
XKX,6621,,LB,Lëvizja për Bashkim,Movement for Unification,,2010,2014,,,,https://en.wikipedia.org/wiki/Movement_for_Unification,took part in an alliance 2010 & 2014,,2019-02-01 00:51:48.897404+00:00,2019-02-01 00:51:48.897454+00:00
XKX,3703,,AKR,Aleanca Kosova e Re,New Kosovo Alliance,,2006,,12.3,2007,,https://en.wikipedia.org/wiki/New_Kosovo_Alliance,,,2015-08-06 13:55:15.485386+00:00,2015-12-17 15:25:04.365268+00:00
XKX,3246,,KKR,Koalicioni për Kosovë të,New Kosovo Coalition,,2010,,8.0,2010,,,,,2015-02-24 08:24:24.583917+00:00,2018-11-11 01:10:40.002987+00:00
XKX,3702,,FER,Partia Fryma e Re,New Spirit Party,,2010,2011,2.2,2010,,https://en.wikipedia.org/wiki/New_Spirit_Party,,,2015-08-06 13:54:04.093245+00:00,2015-11-07 18:32:37.798025+00:00
XKX,3701,,ORA,Partia Reformiste ORA,Reformist Party ORA,,2004,2010,4.2,2007,,https://en.wikipedia.org/wiki/Reformist_Party_ORA,,,2015-08-06 13:53:31.695575+00:00,2015-11-07 18:32:37.801303+00:00
XKX,2296,,VV!,Vetëvendosje!,Self-determination,,2004,,12.7,2010,,https://en.wikipedia.org/wiki/Vet%C3%ABvendosje!,,,2014-06-09 09:35:28.962660+00:00,2018-07-07 20:06:18.768599+00:00
XKX,3245,,SDSKIM,Srpska demokratska stranka Kosova i Metohije,Serb Democratic Party of Kosovo and Metohija,,2005,,0.1,2011,,,3 seats in 2007 election,,2015-02-24 08:23:25.953476+00:00,2018-11-11 09:49:21.315835+00:00
XKX,8277,,SLS,Srpska liberalna stranka,Serbian Liberal Party,Serbian: Српска либерална странка,1991,2010,,,,https://en.wikipedia.org/wiki/Serbian_Liberal_Party,,,2020-03-22 19:25:20.991036+00:00,2020-03-22 19:25:20.991091+00:00
XKX,5499,,SL,Srpska lista,Serbian List,Cyrillic: Српска листа,2014,,5.2,2014,False,https://en.wikipedia.org/wiki/Serb_List_(Kosovo),,,2017-02-05 14:09:00.674008+00:00,2018-11-11 18:57:52.040551+00:00
XKX,8278,,SNS,Srpska napredna stranka,Serbian Progressive Party,Serbian: Српска напредна странка,2008,,,,,https://en.wikipedia.org/wiki/Serbian_Progressive_Party,2012 in alliance Let's Get Serbia Moving,,2020-03-22 19:26:50.042235+00:00,2020-03-22 19:26:50.042282+00:00
XKX,4765,,NISMA,Nisma për Kosovën,Social Democratic Initiative,,2014,,5.2,2014,,https://en.wikipedia.org/wiki/Initiative_for_Kosovo,,,2015-12-17 15:27:04.929521+00:00,2019-10-10 23:38:24.202021+00:00
XKX,5500,,PSD,Partia Social Demokrate,Social Democratic Party,,1990,,5.2,2014,True,https://en.wikipedia.org/wiki/Social_Democratic_Party_of_Kosovo,,,2017-02-05 16:24:44.910343+00:00,2018-11-11 18:57:52.059806+00:00
XKX,8276,,SPS,Socijalistička partija Srbije,Socialist Party of Serbia,Serbian: Социјалистичка партија Србије,1990,,11.0,2016,,https://en.wikipedia.org/wiki/Socialist_Party_of_Serbia,,,2020-03-22 19:23:00.027160+00:00,2020-03-22 19:23:00.027213+00:00
XKX,7895,,A,Alternativa,The Alternative,,2017,,,,,https://en.wikipedia.org/wiki/The_Alternative_(Kosovo),,,2019-09-30 01:35:45.958759+00:00,2019-09-30 01:35:45.958848+00:00
XKX,3248,,KDTP,Kosova Demokratik Türk Partisi,Turkish Democratic Party of Kosovo,,1990,,1.2,2011,,https://en.wikipedia.org/wiki/Turkish_Democratic_Party_of_Kosovo,3 seats in 2004 election,,2015-02-24 08:29:24.245469+00:00,2018-11-11 09:49:20.478512+00:00
XKX,3186,,KV,Koalicija Vakat,Vakat Coalition,,2004,,0.8,2011,,https://en.wikipedia.org/wiki/Vakat_Coalition,3 seats in 2004 election,,2014-11-13 19:36:24.655971+00:00,2018-11-11 09:49:21.245344+00:00
XKX,3963,15,ally,alliance,alliance,,1800,,,,,,,,2015-09-09 13:49:38.730876+00:00,2020-06-11 20:24:02.628741+00:00
XKX,3043,12,tech,technical,technical,,1800,,,,,,,,2014-09-05 07:46:42.526585+00:00,2020-06-11 20:24:02.605840+00:00
XKX,2765,11,1-perc,1 percent,1 percent,,1800,,,,,,,,2014-07-07 14:01:47.245213+00:00,2020-06-11 20:24:02.567668+00:00
XKX,2764,10,unknown,unknown,unknown,,1800,,,,,,,,2014-07-07 14:01:47.225318+00:00,2020-06-11 20:24:02.535362+00:00
XKX,2762,8,indep,independent,independent,,1800,,,,,,,,2014-07-07 14:01:47.189230+00:00,2020-06-11 20:24:02.517184+00:00
XKX,2761,7,etc,other,other,,1800,,,,,,,,2014-07-07 14:01:47.165275+00:00,2020-06-11 20:24:02.493960+00:00
KWT,7458,,I,Islamists,Islamists [no-party],,2003,,42.0,2003,,https://en.wikipedia.org/wiki/2003_Kuwaiti_general_election,21 of 50 seats in 2003_Kuwaiti_general_election. // Consists of Sunni and Shia people (source: Wikipedia).,,2019-09-05 01:22:36.890046+00:00,2019-09-05 01:22:36.890080+00:00
KWT,7451,,L,Liberals,Liberals [no-party],,1961,,16.1,1961,,https://en.wikipedia.org/wiki/1961_Kuwaiti_Constitutional_Convention_election,5 of 31 seats in 1961 Kuwaiti Constitutional Convention election.,,2019-09-05 00:05:10.600815+00:00,2019-09-05 00:22:12.339277+00:00
KWT,7450,,MG,Merchants,Merchants [no-party],,1961,,32.3,1961,,https://en.wikipedia.org/wiki/1961_Kuwaiti_Constitutional_Convention_election,10 of 31 seats in 1961 Kuwaiti Constitutional Convention election.,,2019-09-04 23:59:05.736429+00:00,2019-09-05 00:22:01.315522+00:00
KWT,5276,,NDA,National Democratic Alliance,National Democratic Alliance,,1992,,26.0,1991,,https://en.wikipedia.org/wiki/National_Democratic_Alliance_(Kuwait),,,2016-09-24 14:37:18.327482+00:00,2016-09-24 14:37:18.327531+00:00
KWT,5275,,PAB,Popular Action Bloc,Popular Action Bloc,,1992,2012,12.0,2007,,https://en.wikipedia.org/wiki/Popular_Action_Bloc,,,2016-09-24 14:31:47.980831+00:00,2016-09-24 14:31:47.980877+00:00
KWT,7454,,PG,Pro-Government,Pro-Government [no-party],,1963,,38.0,1963,,https://en.wikipedia.org/wiki/1963_Kuwaiti_general_election,19 of 50 seats in 1963 Kuwaiti general election. // Consists of some tribal groups and merchants (source: Nohlen).,,2019-09-05 00:20:13.862683+00:00,2019-09-05 00:47:40.738686+00:00
KWT,7456,,SO,Secular Opposition,Secular Opposition [no-party],,1963,,16.0,1963,,https://en.wikipedia.org/wiki/1963_Kuwaiti_general_election,"8 of 50 seats in 1963_Kuwaiti_general_election. // Consists of Arab nationalist, National Alliance, Kuwait Democratic Forum etc. (source: Nohlen).",,2019-09-05 00:46:35.491796+00:00,2019-09-05 00:46:57.104066+00:00
KWT,7453,,Sh,Shi'ite,Shi'ite Religious [no-party],,1961,,6.5,1961,,https://en.wikipedia.org/wiki/1961_Kuwaiti_Constitutional_Convention_election,2 of 31 seats in 1961 Kuwaiti Constitutional Convention election. // Consists of National Islamic Coalition etc. (source: Nohlen).,,2019-09-05 00:10:24.348277+00:00,2019-12-12 00:19:56.486219+00:00
KWT,7457,,Si,Sunni Islamists,Sunni Islamists [no-party],,2008,,76.2,2008,,https://en.wikipedia.org/wiki/2008_Kuwaiti_general_election,16 of 21 seats in 2008 Kuwaiti general election.,,2019-09-05 01:19:28.859877+00:00,2019-09-05 01:19:28.859923+00:00
KWT,7455,,Su,Sunni,Sunni Religious [no-party],,1963,,13.0,1971,,https://en.wikipedia.org/wiki/1971_Kuwaiti_general_election,"7 of 50 seats in 1971 Kuwaiti general election. // Consists of Islamic Constitutional, Movement, Islamic Popular Grouping etc. (source: Nohlen).",,2019-09-05 00:39:19.367295+00:00,2019-12-12 00:20:14.052428+00:00
KWT,7452,,TCTG,Tribal candidates // Tribal groups,Tribal candidates // Tribal groups [no-party],,1961,,9.7,1961,,https://en.wikipedia.org/wiki/1961_Kuwaiti_Constitutional_Convention_election,3 of 31 seats in 1961 Kuwaiti Constitutional Convention election.,,2019-09-05 00:07:49.342819+00:00,2020-02-17 18:04:08.935544+00:00
KWT,4984,15,ally,alliance,alliance,,1800,,,,,,,,2016-07-12 16:16:43.906964+00:00,2020-06-11 20:24:02.827998+00:00
KWT,4983,12,tech,technical,technical,,1800,,,,,,,,2016-07-12 16:16:43.858735+00:00,2020-06-11 20:24:02.809960+00:00
KWT,4982,11,1-perc,1 percent,1 percent,,1800,,,,,,,,2016-07-12 16:16:43.824544+00:00,2020-06-11 20:24:02.797694+00:00
KWT,4981,10,unknown,unknown,unknown,,1800,,,,,,,,2016-07-12 16:16:43.771626+00:00,2020-06-11 20:24:02.753785+00:00
KWT,4980,8,indep,independent,independent,,1800,,,,,,,,2016-07-12 16:16:43.710799+00:00,2020-06-11 20:24:02.723092+00:00
KWT,4979,7,etc,other,other,,1800,,,,,,,,2016-07-12 16:16:43.610931+00:00,2020-06-11 20:24:02.679795+00:00
KGZ,4529,,AZ,Ata Zhurt,Ata Zhurt / Fatherland,,2004,2014,9.9,2010,,https://en.wikipedia.org/wiki/Ata-Zhurt,,,2015-11-16 12:45:51.658840+00:00,2018-07-11 15:26:38.764125+00:00
KGZ,6886,,BB,Bir Bol,Bir Bol,,2010,,8.6,2015,,https://en.wikipedia.org/wiki/Bir_Bol,,ParIS,2019-03-20 02:10:32.684628+00:00,2019-03-20 02:10:32.684676+00:00
KGZ,5613,,CPK,Communist Party of Kirghizia,Communist Party of Kirghizia,"Russian: Коммунистическая партия Киргизии, Kyrgyz: Кыргызстан Коммунисттик партиясы",1924,1991,100.0,,,https://en.wikipedia.org/wiki/Communist_Party_of_Kirghizia,,,2017-06-10 12:23:12.145843+00:00,2017-06-10 12:23:12.145871+00:00
KGZ,7201,,A,Adilet,"Democratic Party ""Justice""","Kazakh: Демократиялык Партиясы ""Әділет""",2004,2006,1.0,2005,,https://en.wikipedia.org/wiki/Democratic_Party_Adilet,,,2019-07-12 14:29:32.191635+00:00,2019-07-12 14:29:32.191695+00:00
KGZ,6382,,DPZh,Demokraticheskaya Partiya Zhenshzhin Kyrgyzstana,Democratic Women's Party of Kyrgyzstan,,2000,,13.1,2000,,https://en.wikipedia.org/wiki/Democratic_Women%27s_Party_of_Kyrgyzstan,,,2018-11-16 13:03:39.514104+00:00,2018-11-16 13:03:39.514134+00:00
KGZ,5910,,AN,Ar-Namys,Dignity,Kyrgyz: Ар-Намыс,1999,,6.9,2010,,https://en.wikipedia.org/wiki/Ar-Namys,,,2018-06-10 15:16:21.329244+00:00,2019-03-20 02:02:13.989449+00:00
KGZ,6341,,AK,Alga Kyrgyzstan,Forward Kyrgyzstan,,2003,2006,86.0,2005,,https://en.wikipedia.org/wiki/Forward_Kyrgyzstan_Party,65 of 75 seats in 2005 election (IPU-Parline),,2018-11-08 16:20:00.266184+00:00,2018-11-08 16:20:00.266221+00:00
KGZ,6883,,KP,Kyrgyzstan Party,Kyrgyzstan Party,Кыргызстан,2015,,13.1,2015,,https://en.wikipedia.org/wiki/Kyrgyzstan_Party,,ParIS,2019-03-20 02:08:03.827962+00:00,2019-03-20 02:08:03.828021+00:00
KGZ,5909,,MS,Moya Strana,My Country Party of Action,,2001,2005,12.9,2000,,"https://en.wikipedia.org/wiki/Kyrgyz_parliamentary_election,_2000",,,2018-06-10 15:07:23.412354+00:00,2018-11-16 12:48:12.602971+00:00
KGZ,6884,,OP,Önügüü–Progress,Önügüü–Progress,Kyrgyz: Өнүгүү-Прогресс,2012,,9.4,2015,,https://en.wikipedia.org/wiki/Onuguu–Progress,,ParIS,2019-03-20 02:09:24.847939+00:00,2019-03-20 02:09:24.848257+00:00
KGZ,6885,,OP,Önügüü–Progress,Önügüü–Progress,Kyrgyz: Өнүгүү-Прогресс,2012,,9.4,2015,,https://en.wikipedia.org/wiki/Onuguu–Progress,,ParIS,2019-03-20 02:09:26.444147+00:00,2019-03-20 02:09:26.444198+00:00
KGZ,5612,,PKK,Partiya Kommunistov Kirgizii,Party of Communists of Kyrgyzstan,Russian: Партия Коммунистов Киргизии,1992,,29.3,2000,False,https://en.wikipedia.org/wiki/Party_of_Communists_of_Kyrgyzstan,,,2017-06-10 12:21:27.354475+00:00,2017-06-10 12:21:27.354505+00:00
KGZ,7200,,PPMS,Politicheskaya Partiya Moya Strana,"Political Party ""My Country""",,1998,2006,5.3,2000,,,,,2019-07-12 14:18:39.978752+00:00,2019-07-12 14:18:39.978808+00:00
KGZ,6383,,PPVVA,Politicheskaya Partiya Veteranov Voyny v Afganistane,Political Party of Afghan War Veterans,,2000,,8.5,2000,,https://en.wikipedia.org/wiki/Veterany,,,2018-11-16 13:06:57.173016+00:00,2018-11-17 14:45:30.445219+00:00
KGZ,7410,,Asaba,Asaba,Republic National Party,,1995,2005,3.8,1995,,,4 of 105 seats in 1995 Kyrgyz parliamentary election,,2019-08-20 19:36:00.895277+00:00,2019-08-20 19:36:00.895334+00:00
KGZ,4528,,R,Respublika,Respublika,,2010,2014,8.7,2010,,https://en.wikipedia.org/wiki/Respublika_Party_of_Kyrgyzstan,,,2015-11-16 12:41:26.289123+00:00,2019-11-14 21:56:33.308020+00:00
KGZ,6882,,RAZ,Respublika–Ata Zhurt,Respublika–Ata Zhurt,Kyrgyz: Республика–Ата Журт,2014,,20.3,2015,,https://en.wikipedia.org/wiki/Respublika–Ata_Zhurt,,ParIS,2019-03-20 02:06:26.974806+00:00,2019-03-20 02:06:26.974863+00:00
KGZ,4526,,SDPK,Social Democratic Party Kyrgystan,Social Democratic Party Kyrgystan,Социал-демократическая партия Кыргызстана,1993,,27.6,2015,,https://en.wikipedia.org/wiki/Social_Democratic_Party_of_Kyrgyzstan,,,2015-11-16 12:13:24.075650+00:00,2015-11-16 12:13:24.075703+00:00
KGZ,4527,,AM,'Ata-Meken' Socialisticheskaya Partiya,Socialist Party 'Fatherland',,1992,,14.6,2010,,https://en.wikipedia.org/wiki/Ata_Meken_Socialist_Party,,,2015-11-16 12:37:43.959155+00:00,2018-11-16 13:09:00.740653+00:00
KGZ,5908,,SDS,Soyuz Demokraticheskikh Sil,Union of Democratic Forces,,2001,2005,19.8,2000,,https://en.wikipedia.org/wiki/Union_of_Democratic_Forces_(Kyrgyzstan),,,2018-06-10 15:03:05.893173+00:00,2018-11-16 12:40:20.375460+00:00
KGZ,6881,,BK,Butun Kyrgyzstan,United Kyrgyzstan,,2010,,8.4,2010,,https://en.wikipedia.org/wiki/Butun_Kyrgyzstan,,ParIS,2019-03-20 02:03:53.654150+00:00,2019-03-20 02:03:53.654206+00:00
KGZ,5382,,AJ,Ak Jol,White Path,Kyrgyz: Ак жол,2007,,78.9,2007,,https://en.wikipedia.org/wiki/Ak_Jol,,,2016-12-19 13:33:32.709007+00:00,2016-12-19 13:33:32.709034+00:00
KGZ,3964,15,ally,alliance,alliance,,1800,,,,,,,,2015-09-09 13:49:38.792815+00:00,2020-06-11 20:24:02.966688+00:00
KGZ,3603,12,tech,technical,technical,,1800,,,,,,,,2015-07-21 09:36:17.638718+00:00,2020-06-11 20:24:02.951609+00:00
KGZ,3602,11,1-perc,1 percent,1 percent,,1800,,,,,,,,2015-07-21 09:36:17.622135+00:00,2020-06-11 20:24:02.915358+00:00
KGZ,3601,10,unknown,unknown,unknown,,1800,,,,,,,,2015-07-21 09:36:17.597925+00:00,2020-06-11 20:24:02.898435+00:00
KGZ,3599,8,indep,independent,independent,,1800,,,,,,,,2015-07-21 09:36:17.572410+00:00,2020-06-11 20:24:02.877759+00:00
KGZ,3598,7,etc,other,other,,1800,,,,,,,,2015-07-21 09:36:17.556873+00:00,2020-06-11 20:24:02.851493+00:00
LAO,6038,,CDNI,Comité pour la défense des intérêts nationaux,Committee for the Defence of National Interests,,1958,1960,,,,https://en.wikipedia.org/wiki/Committee_for_the_Defence_of_National_Interests,leader support 1959 Nosavan Phoumi (CDNI) –  see CHISOLS,,2018-07-09 20:58:59.835980+00:00,2018-11-11 01:12:19.999005+00:00
LAO,6969,,DP,Democratic Party,Democratic Party,,1948,1958,10.3,1951,,https://en.wikipedia.org/wiki/Democratic_Party_(Laos),4 of 39 seats in 1951 Laotian parliamentary election,ParIS,2019-04-24 11:11:24.209639+00:00,2019-04-24 11:11:24.209698+00:00
LAO,6968,,PS,Phak Seri,Independent Party,,1945,1958,25.6,1951,,https://en.wikipedia.org/wiki/Independent_Party_(Laos),10 of 39 seats in 1951 Laotian parliamentary election,ParIS,2019-04-24 11:09:20.268280+00:00,2019-04-24 11:09:20.268309+00:00
LAO,6970,,LRS,Lao Ruam Samphanh,Lao National Union Party,,1947,1960,5.1,1955,,https://en.wikipedia.org/wiki/Lao_National_Union_Party,2 of 39 seats in 1955 Laotian parliamentary election,ParIS,2019-04-24 11:14:15.627820+00:00,2019-04-24 11:14:15.627849+00:00
LAO,6964,,LNP,Lao Pen Kang,Lao Neutralist Party,,1961,1970,23.7,1965,,https://en.wikipedia.org/wiki/Lao_Neutralist_Party,14 of 59 seats in 1965 Laotian parliamentary election,ParIS,2019-04-24 10:49:38.171398+00:00,2019-04-24 10:49:38.171438+00:00
LAO,6037,,LRP,Lao Ruam Lao,Lao People's Rally,,1958,1960,,,,https://en.wikipedia.org/wiki/Lao_People%27s_Rally,leader support 1958 Sananikone (RLP) –  see CHISOLS,,2018-07-09 20:53:57.753418+00:00,2018-11-11 01:12:20.029648+00:00
LAO,5203,,LPRP,Lao People's Revolutionary Party,Lao People's Revolutionary Party,Laotian: ພັກປະຊາຊົນປະຕິວັດລາວ,1955,,100.0,1974,,https://en.wikipedia.org/wiki/Lao_People%27s_Revolutionary_Party,,,2016-08-21 14:03:29.182450+00:00,2016-08-21 14:03:29.182505+00:00
LAO,5833,,NPP,Phak Xat Kao Na,National Progressive Party,,1950,1958,38.4,1951,,https://en.wikipedia.org/wiki/National_Progressive_Party_(Laos),,,2017-09-10 08:57:52.602756+00:00,2017-09-10 08:57:52.602786+00:00
LAO,6967,,SPKP,Santiphab Pen Kang Party,Peace and Neutrality Party,,1956,1960,19.0,1958,,https://en.wikipedia.org/wiki/Peace_and_Neutrality_Party,4 of 21 seats in the 1958 Laotian parliamentary election,ParIS,2019-04-24 11:07:11.400929+00:00,2020-02-19 19:45:09.121342+00:00
LAO,6963,,SB/LDA,Southern Bloc / Lao Development Association,Southern Bloc / Lao Development Association,,1965,1972,25.4,1965,,https://en.wikipedia.org/wiki/Lao_Development_Association,15 of 59 seats in 1965 Laotian parliamentary election,ParIS,2019-04-24 10:47:36.304943+00:00,2020-02-17 18:04:08.994659+00:00
