country,name_english,year_first,year_last,share,year_share,paris_id,name_short
PER,Revolutionary Union,1931,1931,50.8,1931,4878,UR
PER,National Renewal,1992,1992,7.1,1992,4879,NR
CRI,United People,1978,1982,7.7,1978,4881,PU
FJI,Fijian Association,1994,1999,10.1,1999,4886,FAP
FJI,Fiji Labour Party,1987,2006,39.2,2006,4887,FLP
FJI,National Federation Party,1966,2014,41.2,1982,4888,NFP
FJI,Fijian Political Party,1992,1999,43.6,1992,4889,SVT
FJI,United Fiji Party,2001,2006,44.6,2006,4890,SDL
FJI,Alliance Party,1966,1987,57.5,1972,4891,AP
CUB,Communist Party of Cuba,1976,2013,100,1976,4892,PCC
CYP,Patriotic Front,1960,1960,56.1,1960,4893,PF
CYP,United Party,1970,1970,19.6,1970,4894,EP
NAM,Rally for Democracy and Progress,2009,2009,11.3,2009,4895,RDP
CAF,"Convergence Nationale ""Kwa Na Kwa""",2005,2011,74.3,2005,4896,KNK
CAF,Movement for the Liberation of the Central African People,1993,2005,44.7,1993,4897,MLPC
VNM,Communist Party of Vietnam,1946,1946,60.3,1946,4898,DCVN
BHS,Bahamian Democratic Party,1977,1977,26.9,1977,4899,BDP
BEL,Party of Liberty and Progress -- Open Flemish Liberals and Democrats,1971,2014,15.4,2003,49,PVV-OVLD
AND,National Andorran Coalition,1993,1993,14.3,1993,4900,CNA
AND,Canillo-Massana Grouping,1993,1993,14.3,1993,4901,ACM
MNG,Motherland Party / Mongolian Democratic New Socialist Party,2004,2004,9.2,2004,4902,EON/MASSN
SLV,National Opposition Union,1972,1997,26.9,1974,4903,UNO
ERI,People's Front for Democracy and Justice,1992,1992,100,1992,4904,PFDJ
TJK,Communist Party of Tajikistan,1990,2005,100,1990,4905,CPT
TJK,People's Democratic Party of Tajikistan,1995,2015,85.7,2010,4906,PDPT
AFG,independent (independents),1965,1969,100,1965,4908,indep
EST,Union for the Republic / Res Publica Party,2003,2003,24.6,2003,491,UVE/RP
BDI,independent (Independents),1965,1965,6.1,1965,4914,indep
BDI,alliance (Common Front),1961,1961,17.9,1961,4918-1,ally
COM,independent (indépendant),2015,2015,25.1,2015,4926,indep
COM,alliance (RDPC-UDC),1972,1972,76.2,1972,4930-1,ally
CIV,independent (Independents),1946,1946,20,1946,4932,indep
ISL,People's Movement,1995,1995,7.2,1995,494,Th-Ff
DJI,alliance (Union for a Democratic Change),2003,2003,37.3,2003,4942-1,ally
DJI,alliance (USN),2013,2013,35.7,2013,4942-2,ally
COD,independent (Independents),2011,2011,3.2,2011,4944,indep
COD,alliance (Congolese National Convention (CONACO)-led Coalition),1965,1965,,1965,4948-1,ally
FIN,National Coalition Party,1919,2015,23.1,1987,495,KOK
FJI,independent (Independents),1966,1966,19,1966,4956,indep
FJI,alliance (NFP-FLP),1987,1987,47.1,1987,4960-1,ally
GAB,independent (Independents),1957,1957,7.5,1957,4962,indep
HTI,independent (Independents),1990,1990,6.2,1990,4968,indep
KIR,independent (Independents),1978,2011,100,1978,4974,indep
KWT,independent (Independent candidates),2003,2003,24,2003,4980,indep
KWT,alliance (Shiite + Popular Action Bloc),2008,2008,16.7,2008,4984-1,ally
LAO,independent (Independents),1946,1989,100,1946,4986,indep
PER,Alliance for the Future,2006,2006,13.1,2006,499,AF
MDV,independent (Independents),1969,2014,100,1974,4992,indep
MRT,independent (Independents),1992,1996,21.5,1992,4998,indep
SVK,Public against Violence,1990,1990,29.4,1990,5,VPN
BEL,Socialist Party [Francophone],1978,2014,15.7,1987,500,PS
MRT,alliance (National Rally of Independents),2006,2006,43.2,2006,5002-1,ally
MCO,alliance (AM),1973,1973,5.6,1973,5008-1,ally
PNG,independent (Independent),1997,1997,61.4,1997,5010,indep
STP,alliance (Force for Change Democratic Movement - Democratic Convergence Party),2006,2006,37.1,2006,5020-1,ally
SLB,independent (Independent Group),1976,1976,39.5,1976,5022,indep
NOR,Conservative Party,1882,2013,49.5,1894,503,H
SYR,independent (independent),1998,2012,33.2,1998,5034,indep
CRI,Accessibility without Exclusion,2010,2010,9.2,2010,504,PASE
TJK,independent (Independents),1995,2000,62.4,1995,5040,indep
TON,independent (Independent Candidates),2005,2005,22.2,2005,5046,indep
VUT,independent (Independent),2008,2008,7.7,2008,5064,indep
VUT,alliance (UF),1995,1995,31.4,1995,5068-1,ally
YMD,independent (Independents),1986,1986,36,1986,5076,indep
PRY,Liberal Party,1963,1988,7.7,1963,5081,PL
GMB,National Convention Party,1977,1992,27.6,1987,5082,NCP
GMB,United Party,1954,1972,37.9,1962,5083,UP
GMB,People's Progressive Party,1960,1992,87.5,1972,5084,PPP
ARG,National Democratic Party / Partido Conservador,1931,1946,44.9,1942,5085,PDN/PC
ARG,Popular Union,1962,1973,30.9,1965,5086,UP
ARG,Intransigent Radical Civic Union,1958,1973,49.3,1958,5087,UCRI
COD,Movement for the Liberation of the Congo,2006,2011,12.8,2006,5089,MLC
FRA,Rally for the Republic,1978,1997,22.5,1978,509,RPR
COD,People's Party for Reconstruction and Democracy,2006,2011,22.2,2006,5090,PPRD
COD,Popular Movement of the Revolution,1970,1987,100,1977,5091,MPR
COD,Union for Democracy and Social Progress,2011,2011,8.2,2011,5092,UDPS
CRI,People's Vanguard Party // Communist Party of Costa Rica // Workers and Farmers Party,1934,1946,16.3,1942,5093,PVPBOC
VEN,United Socialist Party of Venezuela,2010,2015,48.3,2010,5094,PSUV
VEN,Democratic Unity Roundtable,2010,2015,56.2,2015,5095,MUD
CIV,Ivorian Popular Front,1990,2001,48.7,2000,5096,FPI
CIV,Rally of the Republicans,1995,2011,57,2011,5097,RDR
CIV,Democratic Party of Côte d'Ivoire — African Democratic Rally,1946,2011,100,1959,5098,PDCI-RDA
UZB,Uzbekistan Liberal Democratic Party,2004,2014,44.2,2009,5099,OLDP
NGA,Social Democratic Party,1992,1992,49.4,1992,510,SDP
UZB,People's Democratic Party of Uzbekistan,1990,2014,100,1990,5100,OXDP
UZB,Justice Social Democratic Party,1995,2014,18.8,1995,5101,ASDP
UZB,Uzbekistan National Revival Democratic Party,2014,2014,24,2014,5102,OMTDP
NIC,Democratic Conservative Party,1984,1984,13.9,1984,5103,PCD
BGR,Link,1945,1945,15.9,1945,5104,Z
BGR,Bulgarian Social Democratic Workers Party (Broad Socialists),1913,1945,14.1,1919,5105,BRSP
BOL,Republican Socialist Unity Party,1944,1949,56.9,1949,5106,PURS
BOL,Revolutionary Left Party,1942,1978,32.4,1947,5107,PIR
BOL,Liberal Party,1900,1949,100,1912,5108,LP
BOL,Socialist Republican Party,1927,1942,50,1928,5109,PRS
BOL,Nationalist Party,1927,1928,41,1928,5110,PN
BOL,Genuine Republican Party,1927,1942,53.4,1933,5111,PRG
ARG,Democratic Progressive Party,1916,1973,31,1931,5112,PDP
CRI,Unity Coalition,1982,1982,29.1,1982,5117,UC
CRI,Social Democratic Party,1948,1949,7.6,1948,5118,SD
ARG,Integration and Development Movement,1965,1965,6.6,1965,5122,MID
CHN,Communist Party of China,1954,2013,100,1954,5124,CPC
DJI,People's Rally for Progress,1977,1997,100,1977,5125,RPP
HUN,Unity Party  / National Unity Party / Party of Hungarian Life,1922,1939,48.2,1939,5126,EP / NEP / MEP
HUN,Arrow Cross Party,1939,1939,15.4,1939,5127,NP-HM
EGY,Al-Nour Party,2011,2011,24.2,2011,5128,HaN
EGY,Freedom and Justice Party,2011,2011,46.3,2011,5129,FJP
PER,Peru 2000,2000,2000,42.4,2000,5130,P
BGR,National Liberal Party,1923,1923,12,1923,5132,NLP
BGR,Democratic Alliance,1923,1923,63.8,1923,5133,DS
EST,National Centre Party,1932,1932,22.1,1932,5135,RKE
BOL,Christian Democratic Party,1966,2014,13.6,1966,5139,PDC
PER,Popular Action,1963,1990,38.9,1980,514,AP
EST,Rural League // Farmers' Assemblies,1917,1929,23.1,1929,5140,ML/PK
EST,Estonian Socialist Workers' Party,1926,1932,24,1926,5141,ESTP
EST,Settlers' Party,1926,1932,39.8,1932,5142,AP
EST,Estonian People's Party,1919,1929,20.7,1919,5144,ER
CYM,Coalition for Cayman,2013,2013,8.6,2013,5145,CFC
CYM,People’s National Alliance,2013,2013,5.7,2013,5146,PNA
DJI,National Democratic Party,2013,2013,,2013,5148,PND
DJI,Movement for Democratic Renewal and Development / Party for Democratic Renewal,1992,2013,25.41,1992,5151,MRDD/PRD
EGY,Arab Socialist Union,1964,1971,100,1964,5153,ASU
SLV,National Democratic Party,1928,1928,100,1928,5154,NDP
EST,Progressive National Democratic Party / Estonian Democratic Party,1917,1918,11.3,1917,5155,ERE/EDE
EST,Estonian Labour Party,1918,1929,30.4,1918,5156,ETE
EST,Estonian Socialist Revolutionary Party,1917,1917,12.9,1917,5157,ESRP
GNB,Republican Party for Independence and Development,2008,2008,7.5,2008,5158,PRID
GRC,Coalition of the Left,1989,1996,11,1989,516,SYN
HND,Anti-Corruption Party,2013,2013,10.2,2013,5160,PAC
HND,Liberty and Refoundation,2013,2013,28.9,2013,5161,LIBRE
LBR,National Union for Democratic Progress,2011,2011,8.2,2011,5163,NUDP
THA,Leading Thai party,1995,1995,6.3,1995,5167,NT
PHL,National Unity Party,2013,2013,10.7,2013,5169,NUP
IND,Praja Socialist Party,1962,1962,6.8,1962,5174,PSP
IND,Freedom Party,1962,1967,8.7,1967,5176,SWP
IND,Janta Party (Secular),1980,1984,9.4,1980,5178,JP
IND,United Socialist Party,1967,1967,4.9,1967,5181,SSP
AFG,People's Democratic Party of Afghanistan,1988,1988,100,1988,5184,HDK
ARG,Liberal Party of Corrientes,1912,1912,6.4,1912,5186,LIB
ARG,Christian Democratic Party,1960,1963,5.7,1963,5188,PDC
ARG,Partido Autonomista Nacional / Partido Conservador,1912,1930,16.9,1912,5192,PAN
PNG,Pangu Party / Papua and Niugini Union Party,1977,2012,35,1977,5195,PP/PNUP
PNG,United Party,1977,1982,10,1977,5196,UP
ZAF,Labour Party,1910,1943,14.7,1920,5197,Labour
WSM,Samoan National Development Party,1991,2001,26.1,1996,5198,SNDP
MRT,Rally of Democratic Forces / Assembly of Democratic Forces,2006,2006,15.8,2006,5199,RFD
GAB,Gabonese Democratic Bloc / Gabonese Democratic Party,1957,2011,100,1961,5200,BDG/PDG
MDG,I Love Madagascar,2002,2013,82.7,2007,5201,TIM
TKM,Democratic Party of Turkmenistan,1994,2013,100,1994,5202,DPT
LAO,Lao People's Revolutionary Party,1958,2011,100,1992,5203,LPRP
MDG,independent (Independents),1998,2007,26.8,1998,5205,indep
MDG,alliance (FP),2002,2002,8.8,2002,5209-1,ally
MDG,alliance (With President Andry Rajoelina),2013,2013,17.3,2013,5209-2,ally
SYR,Arab Socialist Ba'ath Party – Syria Region,1954,1973,66.7,1973,5216,Baath
SYR,National Progressive Front,1977,2012,100,1981,5217,NPF
YMD,Yemeni Socialist Party,1978,1986,100,1978,5218,HIY
SOM,Somali Youth League,1956,1969,75.6,1959,5220,SYL
DZA,Movement for the Society of Peace,1997,2012,14.8,1997,5221,MSPP
DZA,Movement for National Reform,2002,2012,9.5,2002,5222,MPRN
ZZB,Zanzibar Nationalist Party,1957,1963,35.3,1961,5223,ZNP
ZZB,Afro-Shirazi Party,1957,1963,61.2,1957,5224,ASP
ZZB,Zanzibar and Pemba People's Party,1961,1963,15.9,1963,5225,ZPPP
CZE,Czechoslovak Social Democratic Workers Party,1920,1946,25.7,1920,5236,CSSD
CZE,Sudeten German Party,1935,1935,15.2,1935,5237,SdP
PER,National Unity,1956,2006,20.9,1956,5238,UC
MDA,Popular Front of Moldova,1990,1990,100,1990,5239,FPM
GTM,Patriotic Party,2007,2015,26.4,2011,524,PP
GTM,Workers Republican-Democratic Party,1947,1947,14.7,1947,5240,PRD
GTM,Socialist Party,1950,1950,12.1,1950,5241,PS
GTM,Liberal Party,1923,1925,100,1923,5242,PL
GTM,Popular Liberation Front,1948,1950,50,1948,5243,FPL
CZE,Czechoslovak National Social Party (1897),1920,1946,18.4,1946,5244,CSNS
CZE,Republican Party of Farmers and Peasants // Agrarian Party,1920,1935,15,1929,5246,RSZML/AS
KOR,Civil Rule Party / Civil Rights Party,1963,1981,20.1,1963,5247,CRP
ISL,Womens Alliance,1983,1991,10.1,1987,525,Sk
ZAF,South African Party,1910,1933,48.7,1921,5251,SAP
ZAF,Unionist Party,1910,1920,37.6,1910,5253,UP
ZAF,United Party,1938,1974,53.8,1938,5254,UP
ZAF,Progressive Federal Party,1977,1987,19.4,1981,5255,PFP
PNG,People's Progress Party,1977,2012,15,1977,5256,PPP
PNG,People's Democratic Movement,1987,2002,11,2002,5257,PDM
PNG,National Alliance Party,1997,2012,24.8,2007,5259,NAP
PNG,National Party,1982,1987,10,1982,5260,NP
KIR,Pillars of Truth,2002,2015,56.5,2015,5261,BTK
KIR,Protect the Maneaba,1994,2007,57.1,2003,5262,MTM
BDI,Union for National Progress,1961,2010,100,1982,5263,UPRONA
ZMB,National Progressive Party,1964,1964,63.6,1964,5264,NPP
BDI,Front for Democracy in Burundi,1993,2010,72.6,1993,5265,FRODEBU
BDI,National Council for the Defense of Democracy – Front for the Defense of Democracy,2005,2015,81.9,2010,5266,CNDD-FDD
HTI,National Alliance for Democracy and Progress,1990,1990,21,1990,5267,ANDP
HTI,Lavalas Family,1995,2015,87.8,2000,5268,FL
HTI,National Front for Change and Democracy,1990,1990,33.3,1990,5269,FNCD
HTI,Fusion of Haitian Social Democrats,2006,2006,17.2,2006,5270,FHSD
HTI,Inite,2010,2010,47.9,2010,5271,INITE
HTI,National Unity Party,1957,1984,100,1961,5273,PUN
HTI,Democratic Alliance Party,2006,2006,10.1,2006,5274,ALY
KWT,Popular Action Bloc,2008,2008,,2008,5275,PAB
SLB,National Action Party of Solomon Islands,1993,1997,13.1,1993,5278,NAP
SLB,Nationalist Front for Progress,1989,1989,0.8,1989,5279,NFP
BEL,Agalev -- Green,1999,2014,7,1999,528,AGL-Gr
SLB,National Unity and Reconciliation Progressive Party,1993,1997,42,1997,5280,NURPP
SLB,People's Alliance Party,1980,2014,40,2001,5282,PAP
SLB,Solomon Islands United Party,1980,1997,21.4,1984,5284,SIUP
SOM,Somali National Congress,1964,1969,17.9,1964,5285,SNC
SOM,Somali Revolutionary Socialist Party,1979,1984,100,1979,5286,RSP
TKM,Communist Party of Turkmenistan,1990,1990,100,1990,5287,CPT
MRT,Democratic [and Social] Republican Party for Renewal,1992,2006,79,2001,5288,PRDS / PRDR
MRT,Mauritanian People's Party,1965,1976,100,1965,5289,PPM
PER,American Popular Revolutionary Alliance / Peruvian Aprista Party,1931,2006,50.1,1985,529,APRA/PAP
GAB,Gabonese Progress Party,1990,1996,16.8,1990,5290,PGP
GAB,Defense of Democracy,1964,1964,17,1964,5292,DOD
GAB,Gabonese Social and Democratic Union,1952,1964,58.3,1952,5293,UDSG
GAB,National Regeneration Movement,1990,1990,18.7,1990,5294,MORENA
COM,Comorian Union for Progress,1987,1987,100,1987,5296,UCP
COM,Convention for the Renewal of the Comoros,2004,2015,18.2,2004,5297,CRC
COM,Rally for Democracy and Renewal,1993,1993,66.7,1993,5298,RDR
IDN,Moslem Scholars League,1955,1971,18.7,1971,5299,MSL
DNK,Christian People's Party / Christian Democrats,1975,1975,5.3,1975,53,KrF/KD
IDN,Masyumi Party,1955,1955,20.9,1955,5300,PMSMI
JPN,Constitutional Nationalist Party,1912,1920,28.5,1912,5303,RK
JPN,Kensei Honto,1898,1908,41.3,1898,5305,KH
JPN,Koshin Club,1904,1904,8.6,1904,5306,KC
JPN,National Association,1894,1898,10.7,1894,5307,
JPN,Sieyuhonto,1924,1924,24.8,1924,5308,SIEY
JPN,Constitutional Association,1924,1924,29.3,1924,5309,KEN
MDG,Association for the Rebirth of Madagascar,1977,2002,81.8,1977,5311,AREMA
PAN,Conservative Party,1924,1936,23.9,1928,5312,PC
PAN,National Patriotic Coalition,1956,1968,79.2,1956,5313,CPN
PAN,Liberal Doctrinaire Party,1932,1948,43.8,1932,5314,PLDo
PAN,Liberal Party,1924,1952,82.6,1924,5315,PL
PAN,Liberal Renewal Party,1932,1948,32.1,1945,5316,PLR
PAN,Renewal Party,1948,1952,17,1952,5318,PREN
PAN,Authentic Revolutionary Party,1948,1952,28.6,1948,5319,PRA
MCO,Union for Monaco,2003,2013,58.5,2003,5320,UM
MCO,National and Democratic Union,1958,2008,100,1958,5321,UND
MAR,National Union of Popular Forces,1963,1963,22.5,1963,5322,UNFP
MAR,Constitutional Union,1984,2011,24.8,1984,5323,UC
MAR,Front for the Defence of Constitutional Institutions,1963,1963,34.8,1963,5324,FDIC
MAR,Authenticity and Modernity Party,2011,2011,11.9,2011,5325,AMP
MDV,Maldivian People’s Party,2009,2009,24.6,2009,5327,DRP
RWA,Rwandese National Union,1961,1961,16.9,1961,5328,UNAR
MDV,Maldivian Democratic Party,2005,2014,40.8,2014,5329,MDP
EST,Estonian Centre Party,1995,2015,26.1,2007,533,EK
RWA,Party of the Hutu Emancipation Movement / Republican Democratic Movement,1961,1988,100,1965,5330,MDR-Parmehutu
STP,Movement for the Liberation of São Tomé and Príncipe / Social Democratic Party,1975,2014,100,1975,5331,MLSTP/PSD
STP,Democratic Convergence Party-Reflection Group,1991,2014,54.4,1991,5332,PCD
TON,People's Democratic Party,2008,2008,22.2,2008,5333,PDP
TON,Human Rights and Democracy Movement,2002,2008,77.8,2002,5334,HRDM
VUT,Our Land Party,1975,2012,62.3,1979,5335,VP
VUT,Union of Moderate Parties,1975,2012,42,1987,5336,UPM
VUT,Vanuatu National United Party,1991,2012,23.4,1995,5337,NUP
VUT,Vanuatu Republican Party,1998,2008,13.5,2008,5338,PRV
VUT,Melanesian Progressive Party,1991,2002,15.4,1991,5339,MPP
STP,Independent Democratic Action,1994,2014,52.6,2014,5340,ADI
VUT,Federal Party of the New Herbides,1979,1979,7.1,1979,5342,FDNH
BFA,National Convention of Progressive Patriots–Social Democratic Party,1992,1992,12.1,1992,5343,CNPP/PSD
ZWE,Zimbabwe African People's Union,1980,1985,23.6,1980,5344,ZAPU
ZWE,Rhodesian Front / Conservative Alliance of Zimbabwe,1962,1985,83,1980,5345,RF/CAZ
ZWE,Centre Party,1970,1970,10.6,1970,5346,CP
NER,Nigerien Progressive Party – African Democratic Rally,1957,1970,100,1965,5347,PPN-RDA
NER,Social Democratic Rally,2004,2009,15.7,2009,5348,RSD-G
NGA,Nigerian National Democratic Party,1923,1964,93.5,1947,5349,NNDP
NGA,Northern People's Congress,1954,1964,51.9,1964,5350,NPC
NGA,National Party of Nigeria,1979,1983,58.7,1983,5351,NPN
NGA,Nigerian Peoples Party,1979,1983,16,1979,5352,NPP
NGA,National Council of Nigeria and the Cameroons,1954,1964,36.2,1954,5353,NCNC
NGA,People's Redemption Party,1979,1983,10.9,1979,5354,PRP
NGA,Action Group,1954,1964,26.1,1959,5355,AG
NGA,Unity Party of Nigeria,1979,1983,24.6,1979,5356,UPN
IRN,Principlists / Iranian Conservatives,2004,2012,69,2004,5358,OG
IRN,Combatant Clergy Association,1992,2000,55.6,1992,5359,JRM
DNK,Conservative People's Party,1881,2007,37.6,1884,536,KF
IRN,Servants of Iran's Construction,1996,1996,29.6,1996,5360,SIC
IRQ,Arab Socialist Ba'ath Party – Iraq Region,1980,2000,100,1984,5361,HAB
COG,Congolese Movement for Democracy and Integral Development,1992,2012,23.2,1992,5362,MCDDI
COG,National Movement of the Revolution,1963,1963,100,1963,5363,MNR
COG,Pan-African Union for Social Democracy,1992,2012,37.6,1993,5364,UPADS
COG,Congolese Party of Labour,1973,2012,100,1973,5365,PCT
KAZ,Democratic Party,1995,1995,17.9,1995,5366,DP
KAZ,Civic Party of Kazakhstan,1999,1999,11.2,1999,5367,QAP
MDG,Committee of Active Forces,1993,1993,34.6,1993,5368,CAF
MDG,Congress Party for the Independence of Madagascar,1960,1989,11.7,1977,5369,PCIM
BIH,Social Democratic Party of Bosnia and Hercegovina,1998,2014,18,2000,537,SDP-BiH
MDG,Economic Liberalism and Democratic Action for National Recovery,1993,1998,13.3,1998,5370,LEADER-F
MDG,Social Democratic Party of Madagascar and the Comoros,1960,1970,93.6,1965,5372,PSD
MDG,Judged By Your Work Party,1998,1998,6.9,1998,5373,AVI
MLI,Democratic Union of the Malian People,1979,1988,100,1979,5374,UDPM
MUS,Independence Party,1967,1976,54.6,1967,5375,IP
LBR,Liberian Action Party,1985,1985,26.5,1985,5376,LAP
GTM,Grand National Alliance,2003,2011,24.5,2003,538,GANA
BOL,Conservative Party,1900,1900,42.8,1900,5380,PC
BOL,Republican Party,1918,1925,100,1923,5381,PR
KGZ,White Path,2007,2007,46.9,2007,5382,AJ
NIC,Liberal Party,1927,1934,69.8,1934,5384,PD / PL
NER,Nigerien Democratic Movement for an African Federation,2011,2011,19.7,2011,5385,MODEN/FA
TTO,Democratic Labour Party,1961,1971,41.7,1961,5386,DLP
TTO,United Labour Front,1976,1976,26.9,1976,5387,ULF
TTO,People's Partnership,2010,2010,60,2010,5388,PP
UGA,Forum for Democratic Change,2006,2011,13,2006,5389,FDC
LUX,Christian Social People's Party,1945,2013,42.4,1954,539,CSV
SRB,League of Communists of Yugoslavia,1920,1986,100,1963,5391,SKJ
SRB,Croatian Peasant Party,1920,1927,21.8,1923,5392,HSS
SRB,Yugoslav Democratic Party,1920,1927,19.9,1920,5393,DS
SRB,People's Radical Party,1880,1927,90.3,1893,5394,NRS
SRB,Together,1996,1996,15.9,1996,5395,Zajedno
THA,Thai Rak Thai Party / Thais Love Thais,2001,2005,60.7,2005,5397,TRT
THA,Pheu Thai Party,2011,2011,48.4,2011,5398,PTP
CHL,Party for Democracy,1989,1997,12.6,1997,54,PPD
GBR,Liberal Party,1880,2015,54.3,1880,540,Lib
CMR,Cameroon People's National Convention,1961,1964,26.8,1961,5409,CPNC
CMR,Cameroon Union,1956,1964,93.5,1964,5410,UC
CMR,Union of the Peoples of Cameroon,1957,1992,12,1957,5411,UPC
CMR,Cameroonian Party of Democrats,1956,1964,20.9,1956,5412,PDC
BEN,People's Revolutionary Party of Benin,1979,1989,98.1,1984,5413,PRPB
LKA,Lanka Equal Society Party,1947,1970,13.1,1952,5414,LSS
ABW,alliance (UNA-P.P.),1967,1967,14.3,1967,5421-1,ally
FRO,independent (independent),1912,1916,10.4,1916,5423,indep
GRL,independent (Candidates),1951,1951,100,1951,5429,indep
NLD,Free-thinking Democratic League,1901,1937,9.1,1909,543,VDB
LKA,Lanka Tamil State Party (Federal Party),1956,1965,7,1960,5447,ITAK
BEN,Dahomeyan Unity Party,1959,1960,84.3,1959,5448,PDU
ROU,People's Party,1920,1931,75.5,1926,5449,PP
ROU,National Peasants' Party,1926,1946,79.2,1928,5450,PNT
LTU,Democratic Labour Party of Lithuania,1992,2000,44,1992,546,LDDP
SYC,Seychelles Democratic Party,1967,1998,53.8,1970,5485,SDP
MNE,Serbian People's Party,2002,2006,7,2002,5486,SNS
SMR,United Socialist Party – Socialist Consent,1978,1988,13.9,1983,5489,PSU–IS
SMR,Sammarinese Christian Democratic Party,1951,2012,46.8,1964,5490,PDCS
SMR,Communist Party of San Marino,1951,1988,31.6,1955,5491,PCS
PAK,Islamic Democratic Alliance,1988,1990,37.4,1990,5492,IJI
SDN,National Islamic Front,1986,1996,100,1996,5493,NF
SDN,Sudanese Socialist Union,1974,1981,100,1974,5494,SSU
SDN,Sudan People's Liberation Movement,2010,2010,22,2010,5495,SPLM
SDN,National Congress Party,2000,2015,98.6,2000,5496,NCP
XKX,Justice Party,2014,2014,,2014,5497,PD
XKX,Serbian List,2014,2014,5.2,2014,5499,SL
AUS,Independent Protectionist Party (Vic),1894,1894,7.2,1894,550,IPP-V
XKX,Albanian Christian Democratic Party of Kosovo,2007,2014,,2007,5501,PSHDK
TCD,Union for Renewal and Democracy,1997,2011,23.2,1997,5502,URD
TCD,Patriotic Salvation Movement,1997,2011,72.8,2002,5503,MPS
SUR,Pendawa Lima,1977,2015,9.2,1996,5504,PL
GTM,National Opposition Front,1974,1974,23.3,1974,5506,FNO
GTM,Central Aranista Organization,1974,1974,10,1974,5507,CAO
LBN,Dignity,2000,2000,36,2000,5508,AK
LBN,Maronite Christians,1992,1992,28.3,1992,5509,MC
LBN,Greek Orthodox,1996,1996,11,1996,5510,GO
LBN,Sunni Moslem,1992,1996,22.5,1992,5511,SUM
LBN,Shia Moslem,1992,1996,22.5,1992,5512,SM
SUR,National Party of Suriname,1949,2015,61.9,1949,5515,NPS
ABW,Aruban People's Party,1951,2013,57.3,2013,5516,AVP
ABW,Network of Eternal Democracy,2005,2005,5.5,2005,5517,RED
ABW,People's Electoral Movement,1971,2013,61.9,1975,5518,MEP
ABW,Real Democracy,2009,2013,7.8,2013,5519,DR
ABW,Aruban Liberal Organization,1993,2001,11.2,1994,5520,OLA
KHM,Cambodia National Rescue Party,2013,2013,44.5,2013,5521,CNRP
FRO,Workers’ Movement,1994,1994,9.5,1994,5522,VMF
FRO,Republic  / Republican Party,1950,2015,23.9,1958,5523,TF
FRO,Social Democratic Party,1928,2015,28.1,1946,5524,JF
FRO,Business Party,1936,1936,8.1,1936,5525,BP
FRO,Centre Party,1994,2011,8.4,2008,5526,MF
FRO,Faroese People's Party – Radical Self-Government,1940,2015,43.4,1945,5527,FF
FRO,New Self-Government Party,1906,2008,51.7,1916,5528,NS
FRO,Union Party,1906,2015,72.3,1910,5529,UP
BEL,Flemish Block / Interest,1991,2010,12,2007,553,VB
FRO,Progress,1978,2011,8.2,1980,5530,F
GRL,Community of the People,1983,2014,52,2009,5531,IA
GRL,Solidarity,1979,2009,46.6,1983,5533,Atassut
GRL,Democrats,2002,2014,20.8,2005,5534,Dem
GRL,Forward,1979,2014,53.3,2013,5535,Siumut
GRL,Point of Orientation Party / Naleraq Party,2014,2014,9.3,2014,5536,PN
NGA,All Progressives Congress,2015,2015,58.9,2015,5538,APC
NGA,Congress for Progressive Change,2011,2011,8.6,2011,5539,CPC
BEL,Liberal Reformist Party,1971,1999,10.3,1995,554,PRL
SYC,Popular Democratic Movement,2011,2011,10.9,2011,5541,PDM
VUT,Greens Confederation,2004,2012,5.8,2004,5543,CV
VUT,Reunification of Movement for Change (RMC),2012,2012,4.5,2012,5545,RMC
VUT,Land and Justice Party,2012,2012,6,2012,5546,GJP
CZE,Czechoslovak People's Party,1920,1946,15.7,1946,5549,CSL
PAK,Awami League,1970,1970,39.2,1970,5551,AL
ARG,Front for a Country in Solidarity,1995,1995,20.7,1995,5553,FREPASO
SSD,Sudan People's Liberation Movement,2010,2010,94.1,2010,5554,SPLM
SWZ,Imbokodvo National Movement,1964,1972,79.3,1967,5558,INM
SWZ,Ngwane National Liberatory Congress,1967,1972,20.2,1967,5559,NNLC
LTU,Election Action of Lithuania's Poles,2012,2012,5.8,2012,556,LLRA
ISR,Change,1999,2003,12.3,2003,557,Shinui
SWZ,independent (No party),2013,2013,84.6,2013,5573,indep
ESH,Popular Front for the Liberation of Saguia el-Hamra and Río de Oro,2008,2012,100,2008,5578,POLISARIO
PAK,Pakistan Movement for Justice,2013,2013,10.8,2013,5587,PTI
COG,Rally for Democracy and Social Progress,1992,1993,8,1993,5589,RDSP
GAB,Union of the Gabonese People,2006,2006,6.7,2006,5591,UPG
GAB,National Woodcutters (Lumberjacks) Rally – Rally for Gabon,1996,2006,6.7,2001,5592,RNB–RPG
BGR,Radical Democratic Party,1919,1919,5.3,1919,5593,RDP
TCD,Rally for Democracy and Progress,2002,2011,6.6,2002,5595,RDP
TCD,"Federation, Action for the Republic",2002,2002,6,2002,5596,FAR
COD,Unified Lumumbist Party,2006,2006,6.8,2006,5597,PALU
COD,Social Movement for Renewal,2006,2011,5.4,2006,5598,MSR
SVK,Movement for a Democratic Slovakia,1992,2006,37.3,1992,560,LS-HZDS
GIN,Union for a New Republic,1995,1995,7.9,1995,5600,UNR
