"ctr_n","ctr","pty_n","pty","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","abbr","name","name_english","name_other","comment","country"
"Indonesia",360,"partai demokrasi indonesia-perjuangan",12,2004,2004,17.6,2004,1,360000012,"","Partai Demokrasi Indonesia-Perjuangan","Indonesian Democratic Party - Struggle","","","IDN"
"Indonesia",360,"partai demokrat",14,2004,2004,7.4,2004,1,360000014,"","Partai Demokrat","Democratic Party","","","IDN"
"Indonesia",360,"partai golongan karya",15,1999,2004,22.5,2004,2,360000015,"","Partai Golongan Karya","Functional Groups Party","","","IDN"
"Indonesia",360,"partai karya peduli bangsa",18,2004,2004,2.1,2004,1,360000018,"","Partai Karya Peduli Bangsa","Concern for the Nation Functional Party","","","IDN"
"Indonesia",360,"partai keadilan sejahtera",23,2004,2004,7.3,2004,1,360000023,"","Partai Keadilan Sejahtera","Prosperous Justice Party","","","IDN"
"Indonesia",360,"partai kebangkitan bangsa",24,1999,2004,12.6,1999,2,360000024,"","Partai Kebangkitan Bangsa","National Awakening Party","","","IDN"
"Indonesia",360,"partai persatuan pembangunan",43,1999,2004,10.7,1999,2,360000043,"","Partai Persatuan Pembangunan","United Development Party","","","IDN"
"Iraq",368,"Gorran (Change Party)",3,2010,2010,3.9,2010,1,368000003,"","Gorran (Change Party)","","","","IRQ"
"Iraq",368,"Kurdish Islamic Group",4,2010,2010,5.2,2010,1,368000004,"","Kurdish Islamic Group","","","","IRQ"
"Iraq",368,"Kurdish Islamic Union",5,2010,2010,2.1,2010,1,368000005,"","Kurdish Islamic Union","","","","IRQ"
"Ireland",372,"clann na plobachta",3,1948,1965,12.8,1948,6,372000003,"","Clann na Plobachta","","","","IRL"
"Ireland",372,"clann na talmhan",4,1943,1961,10.8,1944,7,372000004,"","Clann na Talmhan","","","","IRL"
"Ireland",372,"coalition republic",5,1922,1922,21.3,1922,1,372000005,"","Coalition Republic","","","","IRL"
"Ireland",372,"coalition treaty",6,1922,1922,38.5,1922,1,372000006,"","Coalition Treaty","","","","IRL"
"Ireland",372,"cumann na ngaedheal",7,1923,1933,39,1923,5,372000007,"","Cumann na nGaedheal","","","","IRL"
"Ireland",372,"democratic left",8,1992,1997,2.8,1992,2,372000008,"","Democratic Left","","","","IRL"
"Ireland",372,"farmers' party",9,1922,1954,12.1,1923,11,372000009,"","Farmers' Party","","","","IRL"
"Ireland",372,"fianna fáil",10,1927,2011,51.9,1938,27,372000010,"","Fianna Fáil","","","","IRL"
"Ireland",372,"fine gael",11,1937,2011,39.2,1982,23,372000011,"","Fine Gael","","","","IRL"
"Ireland",372,"green party",12,1997,2011,2.8,1997,4,372000012,"","Green Party","","","","IRL"
"Ireland",372,"labour party",13,1922,2011,21.3,1922,29,372000013,"","Labour Party","","","","IRL"
"Ireland",372,"national centre party",15,1933,1933,9.2,1933,1,372000015,"","National Centre Party","","","","IRL"
"Ireland",372,"national labour",17,1944,1948,2.7,1944,2,372000017,"","National Labour","","","","IRL"
"Ireland",372,"national league",18,1927,1927,7.3,1927,2,372000018,"","National League","","","","IRL"
"Ireland",372,"progressive democratic party",22,1987,2007,11.8,1987,6,372000022,"","Progressive Democratic Party","","","","IRL"
"Ireland",372,"republicans",24,1923,1923,27.4,1923,1,372000024,"","Republicans","","","","IRL"
"Ireland",372,"sinn féin",25,1927,2011,5.3,1957,8,372000025,"","Sinn Féin","","","","IRL"
"Ireland",372,"workers' party",27,1987,2011,5,1989,6,372000027,"","Workers' Party","","","","IRL"
"Israel",376,"center party",21,1999,1999,5,1999,1,376000021,"","","Center Party","","","ISR"
"Israel",376,"change - the secular movemen",22,1999,2006,12.3,2003,3,376000022,"","Shinui","Change - The Secular Movemen","","","ISR"
"Israel",376,"change/the centre party",23,1981,1988,2.6,1984,3,376000023,"","Shinui","Change/The Centre Party","","","ISR"
"Israel",376,"democratic list for israeli arabs",31,1951,1955,2.4,1951,2,376000031,"","","Democratic List for Israeli Arabs","","","ISR"
"Israel",376,"democratic movement for change",32,1977,1977,11.6,1977,1,376000032,"","","Democratic Movement for Change","","","ISR"
"Israel",376,"development and peace",34,1977,1984,2,1977,3,376000034,"","","Development and Peace","","","ISR"
"Israel",376,"forward",42,2006,2013,22.5,2009,3,376000042,"","Kadima","Forward","","","ISR"
"Israel",376,"general zionists",45,1949,1959,16.2,1951,4,376000045,"","","General Zionists","","","ISR"
"Israel",376,"herut movement",52,1949,1961,13.8,1961,5,376000052,"","Herut","Herut Movement","","","ISR"
"Israel",376,"homeland",54,1988,1996,2.4,1992,3,376000054,"","Moledet","Homeland","","","ISR"
"Israel",376,"independent liberals party",61,1965,1981,3.8,1965,5,376000061,"","","Independent Liberals Party","","","ISR"
"Israel",376,"intersection/the movement for zionist renewal",65,1988,2009,6.4,1992,6,376000065,"","Tzomet","Intersection/The Movement for Zionist Renewal","","","ISR"
"Israel",376,"israel communist party",67,1949,1969,4.5,1955,7,376000067,"","Maki","Israel Communist Party","","","ISR"
"Israel",376,"israel of immigration/on the rise",68,1996,2003,5.7,1996,3,376000068,"","Yisrael b'Aliyah","Israel of Immigration/on the Rise","","","ISR"
"Israel",376,"israel our home",69,1999,2009,11.7,2009,3,376000069,"","Yisrael Beiteinu","Israel Our Home","","","ISR"
"Israel",376,"israel tradition movement",72,1981,1984,2.3,1981,2,376000072,"","Tami","Israel Tradition Movement","","","ISR"
"Israel",376,"israeli pensioners for the knesset",75,1996,2009,5.9,2006,3,376000075,"","Gil","Israeli Pensioners for the Knesset","","","ISR"
"Israel",376,"habayit hayehudi",79,2009,2013,9.1,2013,2,376000079,"","Habayit Hayehudi","Jewish Home","","","ISR"
"Israel",376,"israel labor party",84,1992,2013,34.7,1992,4,376000084,"","","Labor Party","Mifleget HaAvoda HaYisraelit","","ISR"
"Israel",376,"labor union party/zion workers",85,1955,1961,8.1,1955,3,376000085,"","Ahdut Haavoda","Labor Union Party/Zion Workers","","","ISR"
"Israel",376,"land of israel workers' party",87,1949,1961,38.2,1959,5,376000087,"","Mapai","Land of Israel Workers' Party","","","ISR"
"Israel",376,"liberal party",91,1961,1961,13.6,1961,1,376000091,"","","Liberal Party","","","ISR"
"Israel",376,"likud",93,1988,2009,31.1,1988,6,376000093,"","Likud","Likud","","","ISR"
"Israel",376,"meretz",99,1999,1999,7.7,1999,1,376000099,"","Meretz","Meretz","the merger of Ratz, Mapam, and Shinui in 1997","","ISR"
"Israel",376,"meretz",100,2006,2013,4.5,2013,2,376000100,"","Meretz","Merez","the merger of the original Meretz, Shahar and Democratic Choice in 2004","","ISR"
"Israel",376,"movement for civil rights and peace",104,1973,1988,4.3,1988,5,376000104,"","Ratz","Movement for Civil Rights and Peace","","","ISR"
"Israel",376,"national democratic assembly",113,2003,2013,2.6,2013,4,376000113,"","BALAD","National Democratic Assembly","Brit Le'umit Demokratit","","ISR"
"Israel",376,"national list",115,1969,1969,3.1,1969,1,376000115,"","","National List","","","ISR"
"Israel",376,"national religious party",118,1959,2003,9.9,1959,13,376000118,"","Mafdal","National Religious Party","National Religious Party (NRP) [Mafdal] – The Mizrachi [Mizrachi] and The Mizrachi Worker [Hapoel Hamizrachi] and Non-partisans","","ISR"
"Israel",376,"new communist list in israel",124,1965,1973,3.4,1973,3,376000124,"","Rakah","New Communist List in Israel","","","ISR"
"Israel",376,"new movement-meretz",129,2009,2009,3,2009,1,376000129,"","Meretz","New Movement-Meretz","the merger of Merez and the New Movement in 2008","","ISR"
"Israel",376,"one nation:  for israeli workers and pensioners",134,1999,2003,2.8,2003,2,376000134,"","Am Echad","One Nation: For Israeli Workers and Pensioners","","","ISR"
"Israel",376,"progress and development",153,1959,1973,2.1,1969,5,376000153,"","Kidma Vepituah","Progress and Development","","","ISR"
"Israel",376,"progressive party",158,1949,1959,4.6,1959,4,376000158,"","","Progressive Party","","","ISR"
"Israel",376,"rebirth",159,1981,1992,3.1,1988,3,376000159,"","Tehiya","Rebirth","","","ISR"
"Israel",376,"sephardim and oriental communities",163,1949,1951,3.5,1949,2,376000163,"","","Sephardim and Oriental Communities","It was called ""The National Unity List of Sephardim and Oriental Communities"" in the 1949 eleciton and ""The list of Sephardim and Oriental Communities, Old Timers and Immigrants"" in the 1951 election.","","ISR"
"Israel",376,"the third way for national consensus",177,1996,1999,3.2,1996,2,376000177,"","","The Third Way for National","","","ISR"
"Israel",376,"the workers of israel list",178,1965,1965,7.9,1965,1,376000178,"","Rafi","The Workers of Israel List","","","ISR"
"Israel",376,"together/the national united movement",183,1984,1984,2.2,1984,1,376000183,"","Yahad","Together/The National United Movement","","","ISR"
"Israel",376,"torah and labor list/the mizrachi worker",184,1951,1951,6.7,1951,1,376000184,"","Hapoel Hamizrachi","Torah and Labor List/The Mizrachi Worker","","","ISR"
"Israel",376,"union of israel",191,1951,1988,4.5,1988,8,376000191,"","Agudat","Union of Israel","Agudat Israel","","ISR"
"Israel",376,"united arab list",193,1999,2013,3.7,2013,3,376000193,"","Ra'am/al-Qā'ima al-'Arabiyya al-Muwaḥḥada","United Arab List","Since 1991","","ISR"
"Israel",376,"united workers party",195,1949,1988,14.7,1949,7,376000195,"","Mapam","United Workers Party","","","ISR"
"Israel",376,"world sephardic association of torah keepers",203,1984,2013,13,1999,9,376000203,"","Shomrei Sfarad (Shas)","World Sephardic Association of Torah Keepers","","","ISR"
"Israel",376,"hatenua",216,2013,2013,5,2013,1,376000216,"","","Hatenua","The Movement","","ISR"
"Israel",376,"yesh atid",224,2013,2013,14.3,2013,1,376000224,"","","Yesh Atid","There is a Future","","ISR"
"Italy",380,"alleanza nazionale",1,1994,1996,10.1,1994,2,380000001,"","Alleanza nazionale","National Alliance","","","ITA"
"Italy",380,"blocco nazionale per la libertà",3,1946,1946,2.8,1946,1,380000003,"","Blocco nazionale per la libertà","National Freedom Bloc","","","ITA"
"Italy",380,"combattenti",5,1919,1921,5.4,1919,2,380000005,"","Combattenti","Ex-Servicemen","","","ITA"
"Italy",380,"democrazia cristiana",8,1946,1992,48.5,1948,12,380000008,"","Democrazia cristiana","Christian Democracy","","","ITA"
"Italy",380,"forza italia",9,1994,1996,11.4,1994,2,380000009,"","Forza Italia","Forward Italy","","","ITA"
"Italy",380,"fronte dell'uomo qualunque",10,1946,1946,5.3,1946,1,380000010,"","Fronte dell'uomo qualunque","Front of the Common Man","","","ITA"
"Italy",380,"lega nord",15,1992,1996,10.4,1996,3,380000015,"","Lega Nord","Northern League","","","ITA"
"Italy",380,"liberali",16,1919,1921,33.4,1919,2,380000016,"","Liberali","Liberals","","","ITA"
"Italy",380,"lista dini-rinnovamento italiano",18,1996,1996,2.2,1996,1,380000018,"","Lista Dini-Rinnovamento italiano","Dini List (Lamberto Dini)-Italian Renewal","","","ITA"
"Italy",380,"lista pannella",19,1994,1994,2.4,1994,1,380000019,"","Lista Pannella","Pannella's List","","","ITA"
"Italy",380,"movimento sociale italiano",21,1948,1968,5.8,1953,5,380000021,"","Movimento sociale italiano","Italian Social Movement","","","ITA"
"Italy",380,"movimento sociale italiano-destra nazionale",22,1972,1992,8.7,1972,6,380000022,"","Movimento sociale italiano-Destra nazionale","Italian Social Movement-National Right","","","ITA"
"Italy",380,"partito comunista italiano",25,1921,1987,34.4,1976,11,380000025,"","Partito comunista italiano","Italian Communist Party","","","ITA"
"Italy",380,"partito della rifondazione comunista",27,1992,1996,5.6,1992,3,380000027,"","Partito della rifondazione comunista","Communist Refoundation Party","","","ITA"
"Italy",380,"partito democratico della sinistra",29,1992,1996,16.1,1992,3,380000029,"","Partito democratico della sinistra","Democratic Party of the Left","","","ITA"
"Italy",380,"partito liberale italiano",32,1953,1992,7,1963,10,380000032,"","Partito liberale italiano","Italian Liberal Party","","","ITA"
"Italy",380,"partito monarchico popolare",34,1958,1958,2.6,1958,1,380000034,"","Partito monarchico popolare","Popular Monarchist Party","","","ITA"
"Italy",380,"partito nazionale fascista",35,1921,1921,14.8,1921,1,380000035,"","Partito nazionale fascista","National Fascist Party","","(incl. votes of Blocco nazionale (National Bloc), Fasci di combattimento (Combat Fascist Political Group), Fascio democratico (Democratic Fascist Political Group) and Concentrazione liberale (Liberal Concentration (in Udine and Belluno))","ITA"
"Italy",380,"partito nazionale monarchico",36,1948,1958,6.8,1953,3,380000036,"","Partito nazionale monarchico","National Monarchist Party","","","ITA"
"Italy",380,"partito popolare italiano",37,1919,1921,20.7,1921,2,380000037,"","Partito popolare italiano","Italian People's Party","","","ITA"
"Italy",380,"partito popolare italiano",38,1994,1994,5.5,1994,1,380000038,"","Partito popolare italiano","Italian People's Party","","","ITA"
"Italy",380,"partito radicale",39,1919,1919,2.5,1919,1,380000039,"","Partito radicale","Radical Party","","","ITA"
"Italy",380,"partito radicale",40,1979,1979,3.4,1979,1,380000040,"","Partito radicale","Radical Party","","","ITA"
"Italy",380,"partito repubblicano italiano",41,1919,1992,5.1,1983,14,380000041,"","Partito repubblicano italiano","Italian Republican Party","","","ITA"
"Italy",380,"partito socialdemocratico italiano",43,1953,1992,6.1,1963,9,380000043,"","Partito socialdemocratico italiano","Italian Social Democrat Party","","","ITA"
"Italy",380,"partito socialista dei lavoratori italiani",44,1948,1948,7.1,1948,1,380000044,"","Partito socialista dei lavoratori italiani","Italian Socialist Workers' Party","","","ITA"
"Italy",380,"partito socialista italiano",46,1946,1994,20.7,1946,11,380000046,"","Partito socialista italiano","Italian Socialist Party","","","ITA"
"Italy",380,"partito socialista italiano di unità proletaria",47,1968,1968,4.4,1968,1,380000047,"","Partito socialista italiano di unità proletaria","Italian Socialist Party of Proletarian Unity","","","ITA"
"Italy",380,"partito socialista ufficiale",49,1919,1921,32.3,1919,2,380000049,"","Partito socialista ufficiale","Official Socialist Party","","","ITA"
"Italy",380,"partito socialista unificato",50,1968,1968,14.5,1968,1,380000050,"","Partito socialista unificato","Unified Socialist Party","","","ITA"
"Italy",380,"patto segni",51,1994,1994,2.3,1994,1,380000051,"","Patto Segni","Pact of Segni","","","ITA"
"Italy",380,"verdi",54,1987,1996,2.8,1992,4,380000054,"","Verdi","Greens","","","ITA"
"Jamaica",388,"christian conscience movement",4,1983,1983,2.7,1983,1,388000004,"","Christian Conscience Movement","","","","JAM"
"Jamaica",388,"farmers' party",7,1955,1955,3.9,1955,1,388000007,"","Farmers' Party","FP","","","JAM"
"Jamaica",388,"jamaica democratic party",10,1944,1944,4.1,1944,1,388000010,"","Jamaica Democratic Party","","","","JAM"
"Jamaica",388,"national democratic movement",15,1997,1997,4.8,1997,1,388000015,"","National Democratic Movement","","","","JAM"
"Japan",392,"jiyû minshu tô",3,1958,2012,75.9,1960,16,392000003,"LDP","Jiyû Minshu Tô","Liberal Democratic Party","自民党","","JPN"
"Japan",392,"jiyû tô",4,1952,1955,72.6,1952,3,392000004,"LP","Jiyû Tô","Liberal Party (also called Yoshida Liberal Party in 1953)","自由党","","JPN"
"Japan",392,"jiyû tô bûnto ha",5,1953,1953,5.3,1953,1,392000005,"","Jiyû Tô Bûnto Ha","Separatists' Liberal Party or Hatoyama Liberal Party","分派自由党","","JPN"
"Japan",392,"kaishin tô",6,1952,1953,16.6,1953,2,392000006,"RefP","Kaishin Tô","Reformist Party","改進党","","JPN"
"Japan",392,"kokumin kyôdô tô",7,1947,1949,4.2,1947,2,392000007,"NCP","Kokumin Kyôdô Tô","National Cooperative Party","国民協同党","","JPN"
"Japan",392,"kômei tô",8,1967,2012,13.3,2005,13,392000008,"CGP","Kômei Tô","Clean Government Party","公明党","","JPN"
"Japan",392,"minshu jiyû tô",10,1949,1949,64.9,1949,1,392000010,"DLP","Minshu Jiyû Tô","Democratic Liberal Party","民主自由党","","JPN"
"Japan",392,"minshu shakai tô",11,1960,1993,3.8,1969,12,392000011,"DSP","Minshu Shakai Tô","Democratic Socialist Party","民社党","","JPN"
"Japan",392,"minshu tô",12,1947,2012,42.4,2009,5,392000012,"DP","Minshu Tô","Democratic Party","民主党","","JPN"
"Japan",392,"nihon jiyû tô",15,1947,1947,31.8,1947,1,392000015,"JLP","Nihon Jiyû Tô","Japan Liberal Party","日本自由党","","JPN"
"Japan",392,"nihon kyôsan tô",16,1947,2012,7.3,2005,21,392000016,"JCP","Nihon Kyôsan Tô","Japan Communist Party","共産党","","JPN"
"Japan",392,"nihon minshu tô",17,1955,1955,44.9,1955,1,392000017,"JDP","Nihon Minshu Tô","Japan Democratic Party","日本民主党","","JPN"
"Japan",392,"nihon shakai tô",18,1947,1949,27.7,1947,2,392000018,"JSP","Nihon Shakai Tô","Japan Socialist Party","社会党","","JPN"
"Japan",392,"nihon shakai tô",19,1958,1993,25.6,1958,13,392000019,"JSP","Nihon Shakai Tô","Japan Socialist Party","社会党","","JPN"
"Japan",392,"nihon shintô",20,1993,1993,5,1993,1,392000020,"JNP","Nihon Shintô","Japan New Party","日本新党","","JPN"
"Japan",392,"saha shakai tô",24,1952,1955,9.2,1955,3,392000024,"LWSP","Saha Shakai Tô","Left Wing Socialist Party","左派社会党","","JPN"
"Japan",392,"shakai minshu rengô",25,1979,2012,5.5,2005,9,392000025,"USDP","Shakai Minshu Rengô","Social Democratic League OR United Social Democratic Party","社民連","","JPN"
"Japan",392,"shin jiyû tô",26,1976,1986,2.3,1976,5,392000026,"NLC","Shin Jiyû Tô","New Liberal Club","新自由クラブ","","JPN"
"Japan",392,"shinsei tô",27,1993,1993,6.6,1993,1,392000027,"RP","Shinsei Tô","Renewal Party","新生党","","JPN"
"Japan",392,"uha shakai tô",29,1952,1955,9.4,1955,3,392000029,"RWSP","Uha Shakai Tô","Right Wing Socialist Party","右派社会党","","JPN"
"Japan",392,"minna no tô",33,2009,2012,8.7,2012,2,392000033,"","Minna no tô","Your Party","みんなの党","","JPN"
"Japan",392,"nippon ishin no kai",34,2012,2012,20.4,2012,1,392000034,"","Nippon Ishin no Kai","Japan Restoration Party","日本維新の会","","JPN"
"Japan",392,"nippon mirai no tô",35,2012,2012,5.7,2012,1,392000035,"","Nippon Mirai no tô","Tomorrow Party of Japan","日本未来の党","","JPN"
"Japan",392,"shintô nippon",39,2005,2009,2.4,2005,2,392000039,"","Shintô Nippon","New Party Nippon","新党日本","","JPN"
"Kazakhstan",398,"All-National Social-Democratic Party",1,2007,2012,4.5,2007,2,398000001,"","Zhalpyulttyk Sotsial-Demokratiyalyk Partiya","All-National Social-Democratic Party","","","KAZ"
"Kazakhstan",398,"Communist People’s Party of Kazakhstan",2,2007,2012,7.2,2012,2,398000002,"","Qazaqstan Kommunistik Xaliq Partiya","Communist People’s Party of Kazakhstan","","","KAZ"
"Kazakhstan",398,"Democratic Party of Kazakhstan Bright Path",4,2007,2012,7.5,2012,2,398000004,"","Qazaqstan Demokratiyalyk Partiya Ak Zhol","Democratic Party of Kazakhstan Bright Path","","","KAZ"
"Kazakhstan",398,"People’s Democratic Party",7,2007,2012,88.4,2007,2,398000007,"","Nur Otan","People’s Democratic Party","","","KAZ"
"Kenya",404,"african people's party",1,1963,1963,8.6,1963,1,404000001,"APP","African People's Party","","","","KEN"
"Kenya",404,"baluhya political union",2,1961,1963,5.2,1961,2,404000002,"BPU","Baluhya Political Union","","","","KEN"
"Kenya",404,"Democratic Party of Kenya",5,1992,2013,22.1,1992,3,404000005,"DP","Democratic Party","","","","KEN"
"Kenya",404,"forum for the restoration of democracy-asili",7,1992,2013,24.4,1992,3,404000007,"FORD-A","Forum for the Restoration of Democracy-Asili","","","","KEN"
"Kenya",404,"forum for the restoration of democracy-kenya",8,1992,2013,20.8,1992,3,404000008,"FORD-K","Forum for the Restoration of Democracy-Kenya","","","","KEN"
"Kenya",404,"kenya african democratic union",10,1961,1963,25,1963,2,404000010,"KADU","Kenya African Democratic Union","","","","KEN"
"Kenya",404,"kenya african national union",11,1961,2013,52.4,1963,5,404000011,"KANU","Kenya African National Union","","","","KEN"
"Kenya",404,"national democratic party",21,1997,1997,11.3,1997,1,404000021,"NDP","National Democratic Party","","","","KEN"
"Kenya",404,"new kenya party",22,1961,1961,5.1,1961,1,404000022,"NKP","New Kenya Party","","","","KEN"
"Kenya",404,"safina",24,1997,2013,4.1,1997,2,404000024,"SAFINA","Safina","","","","KEN"
"Kenya",404,"Social Democratic Party of Kenya",28,1992,2013,8.3,1997,3,404000028,"SDP","Social Democratic Party","","","","KEN"
"Kenya",404,"Alliance Party of Kenya",33,2013,2013,2.4,2013,1,404000033,"APK","Alliance Party of Kenya","","","","KEN"
"Kenya",404,"Grand National Union",38,2013,2013,2.1,2013,1,404000038,"GNU","Grand National Union","","","","KEN"
"Kenya",404,"Orange Democratic Movement",57,2013,2013,21.4,2013,1,404000057,"ODM","Orange Democratic Movement","","","","KEN"
"Kenya",404,"The National Alliance",70,2013,2013,24.8,2013,1,404000070,"TNA","The National Alliance","","","","KEN"
"Kenya",404,"United Democratic forum Party",72,2013,2013,3.7,2013,1,404000072,"UDFP","United Democratic forum Party","","","","KEN"
"Kenya",404,"United Republican Party",74,2013,2013,12.4,2013,1,404000074,"URP","United Republican Party","","","","KEN"
"Kenya",404,"Wiper Democratic Movement - Kenya",77,2013,2013,5.6,2013,1,404000077,"WDMK","Wiper Democratic Movement - Kenya","","","","KEN"
"Korea",410,"bosu-dang",5,1963,1963,2.9,1963,1,410000005,"","Bosu-dang","Conservative Party","보수당","","KOR"
"Korea",410,"daedong cheongnyeon-dan",15,1948,1948,6,1948,1,410000015,"","Daedong Cheongnyeon-dan","Daedong Youth Corps","대동청년단 (大同靑年團)","","KOR"
"Korea",410,"daehan cheongnyeon-dan",19,1948,1950,3.1,1950,2,410000019,"","Daehan Cheongnyeon-dan","Korean Youth Corps","대한청년단","","KOR"
"Korea",410,"daehan dongnip chokseong gungmin-hoe",23,1948,1948,34.9,1948,1,410000023,"","Daehan Dongnip Chokseong Gungmin-hoe","National Association for the Rapid Realization of Korean Independence","대한독립촉성 국민회","","KOR"
"Korea",410,"daehan gungmin-dang",27,1950,1954,10.5,1950,2,410000027,"","Daehan Gungmin-dang","Korea National Party","대한국민당","","KOR"
"Korea",410,"gungmin-dang",52,1971,1971,4,1971,1,410000052,"","Gungmin-dang","National Party [in 1971]","국민당","","KOR"
"Korea",410,"gungmin-hoe",53,1950,1958,9.6,1950,3,410000053,"","Gungmin-hoe","National Association","국민회","","KOR"
"Korea",410,"gungminui-dang",54,1963,1963,9.5,1963,1,410000054,"","Gungminui-dang","Nation's Party","국민의당","","KOR"
"Korea",410,"hanguk gungmin-dang",62,1981,1988,13.2,1981,3,410000062,"","Hanguk Gungmin-dang","Korea National Party","한국국민당","","KOR"
"Korea",410,"hanguk minju-dang",63,1948,1948,13.1,1948,1,410000063,"","Hanguk Minju-dang","Korea Democratic Party","한국민주당","","KOR"
"Korea",410,"hannara-dang",68,2000,2012,40.5,2008,4,410000068,"","Hannara-dang","Grand National Party","한나라당","","KOR"
"Korea",410,"jayu minju yeonhap",78,1996,2004,16.2,1996,3,410000078,"","Jayu Minju Yeonhap","Liberal Democratic Alliance","자유민주연합","","KOR"
"Korea",410,"jayu minju-dang",79,1963,1963,8.5,1963,1,410000079,"","Jayu Minju-dang","Liberal Democratic Party","자유민주당","","KOR"
"Korea",410,"jayu-dang",80,1954,1960,45.5,1958,3,410000080,"","Jayu-dang","Liberal Party [in 1954-60]","자유당","","KOR"
"Korea",410,"jayu-dang",81,1963,1967,3.6,1967,2,410000081,"","Jayu-dang","Liberal Party [in 1963/1967]","자유당","","KOR"
"Korea",410,"mingwon-dang",100,1981,1985,6.7,1981,2,410000100,"","Mingwon-dang","People's Right Party","민권당","","KOR"
"Korea",410,"minjeong-dang",101,1963,1963,22.1,1963,1,410000101,"","Minjeong-dang","Party for Democracy","민정당 (民政黨)","","KOR"
"Korea",410,"minju gonghwa-dang",106,1963,1978,53.5,1967,5,410000106,"","Minju Gonghwa-dang","Democratic Republican Party","민주공화당","","KOR"
"Korea",410,"minju gungmin-dang",107,2000,2004,3.7,2000,2,410000107,"","Minju gungmin-dang","Democratic National Party","민주국민당","","KOR"
"Korea",410,"minju gungmin-dang",108,1950,1954,13.2,1950,2,410000108,"","Minju Gungmin-dang","Democratic National Party","민주국민당","","KOR"
"Korea",410,"minju hanguk-dang",109,1981,1988,21.6,1981,3,410000109,"","Minju Hanguk-dang","Democratic Korean Party","민주한국당","","KOR"
"Korea",410,"minju jayu-dang",111,1992,1992,38.7,1992,1,410000111,"","Minju Jayu-dang","Democratic Liberal Party","민주자유당","","KOR"
"Korea",410,"minju jeongui-dang",112,1981,1988,35.6,1981,3,410000112,"","Minju Jeongui-dang","Democratic Justice Party","민주정의당","","KOR"
"Korea",410,"minju nodong-dang",113,2000,2008,8.7,2004,3,410000113,"","Minju Nodong-dang","Democratic Labor Party","민주노동당","","KOR"
"Korea",410,"minju sahoe-dang",115,1981,1981,3.2,1981,1,410000115,"","Minju Sahoe-dang","Democratic Socialist Party","민주사회당","","KOR"
"Korea",410,"minju tongil-dang",116,1973,1978,8.6,1973,2,410000116,"","Minju Tongil-dang","Democratic Unification Party","민주통일당","","KOR"
"Korea",410,"minju-dang",118,1958,1960,49.2,1960,2,410000118,"","Minju-dang","Democratic Party [in 1958/1960]","민주당","","KOR"
"Korea",410,"minju-dang",119,1963,1967,15.7,1963,2,410000119,"","Minju-dang","Democratic Party [in 1963/1967]","민주당","","KOR"
"Korea",410,"minju-dang",120,1992,1992,29,1992,1,410000120,"","Minju-dang","Democratic party [in 1992]","민주당","","KOR"
"Korea",410,"pyunghwa minju-dang",132,1988,1988,19.4,1988,1,410000132,"","Pyunghwa Minju-dang","Party for Peace and Democracy","평화민주당","","KOR"
"Korea",410,"saecheonnyeon minju-dang",133,2000,2004,35.9,2000,2,410000133,"","Saecheonnyeon Minju-dang","New Millenium Democratic Party","새천년민주당","","KOR"
"Korea",410,"saejeongchi gungminhoeui",134,1996,1996,25.3,1996,1,410000134,"","Saejeongchi Gungminhoeui","National Congress for New Politics","새정치국민회의","","KOR"
"Korea",410,"sahoe daejung-dang",135,1960,1960,6.3,1960,1,410000135,"","Sahoe Daejung-dang","Socialist Mass Party","사회대중당","","KOR"
"Korea",410,"sin hankuk-dang",146,1996,1996,34.5,1996,1,410000146,"","Sin Hankuk-dang","New Korea Party","신한국당","","KOR"
"Korea",410,"sin minju gonghwa-dang",147,1988,1988,15.5,1988,1,410000147,"","Sin Minju Gonghwa-dang","New Democratic Republican Party","신민주공화당","","KOR"
"Korea",410,"sinhan minju-dang",149,1985,1988,28.8,1985,2,410000149,"","Sinhan Minju-dang","New Korea Democratic Party","신한민주당","","KOR"
"Korea",410,"sinjungchi gaehyeok-dang",151,1992,1992,2,1992,1,410000151,"","Sinjungchi Gaehyeok-dang","New Political Reform Party","신정치개혁당","","KOR"
"Korea",410,"sinjung-dang",152,1981,1981,4.2,1981,1,410000152,"","Sinjung-dang","New Politics Party","신정당","","KOR"
"Korea",410,"sinmin-dang",153,1967,1978,45.1,1971,4,410000153,"","Sinmin-dang","New Democratic Party [in 1967-78]","신민당","","KOR"
"Korea",410,"tonghap minju-dang",158,1996,1996,11.2,1996,1,410000158,"","Tonghap Minju-dang","United Democratic Party","통합민주당","","KOR"
"Korea",410,"tongil gungmin-dang",159,1992,1992,17.2,1992,1,410000159,"","Tongil Gungmin-dang","Unification National Party","통일국민당","","KOR"
"Korea",410,"tongil minju-dang",161,1988,1988,23.5,1988,1,410000161,"","Tongil Minju-dang","Party for Unification and Democracy","통일민주당","","KOR"
"Korea",410,"min ju tong hap-dang",195,2012,2012,37.2,2012,1,410000195,"","Min Ju Tong Hap-dang","Democratic United Party","민주통합당","","KOR"
"Korea",410,"saenuri-dang",199,2012,2012,43,2012,1,410000199,"","Saenuri-dang","Saenuri Party/New Frontier Party","새누리당","","KOR"
