"ctr_n","ctr","pty_n","pty","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty"
"Grenada",308,"Grenada National Party",13,1957,1972,53.7,1962,5,308000013
"Grenada",308,"People’s Democratic Movement",18,1957,1957,21.6,1957,1,308000018
"Grenada",308,"People’s Labour Movement",19,2003,2003,2,2003,1,308000019
"Grenada",308,"People’s Progressive Movement",20,1961,1961,15.5,1961,1,308000020
"Guatemala",320,"Anticommunist Unification Party",2,1999,1999,2.3,1999,1,320000002
"Guatemala",320,"Authentic Integral Development",3,1995,2007,3.8,1995,4,320000003
"Guatemala",320,"Civic Democratic Front",5,1984,1984,2.8,1984,1,320000005
"Guatemala",320,"Concord Emergence Movement",6,1984,1984,4.4,1984,1,320000006
"Guatemala",320,"Democratic Alliance",7,1984,1999,3.7,1984,2,320000007
"Guatemala",320,"Democratic Freedom Revival",8,2011,2011,10.2,2011,1,320000008
"Guatemala",320,"Democratic Institutional Party",9,1999,1999,4.7,1999,1,320000009
"Guatemala",320,"Democratic Reconciliatory Action",12,1999,1999,3.3,1999,1,320000012
"Guatemala",320,"Democratic Union",13,1995,2007,5.2,1995,3,320000013
"Guatemala",320,"Encounter for Guatemala",14,2007,2007,4.6,2007,1,320000014
"Guatemala",320,"Grand National Alliance",15,2007,2011,17.2,2007,2,320000015
"Guatemala",320,"Guatemalan Christian Democracy",16,1984,2007,17.9,1984,5,320000016
"Guatemala",320,"Guatemalan National Revolutionary Unit",19,2003,2011,4.5,2003,2,320000019
"Guatemala",320,"Guatemalan Reformer Party",20,1995,1995,2.3,1995,1,320000020
"Guatemala",320,"Guatemalan Republican Front",21,1995,2011,37.6,1999,5,320000021
"Guatemala",320,"National Advancement Party",25,1995,2011,26.4,1995,5,320000025
"Guatemala",320,"National Center Union",26,1984,2011,27.9,1984,5,320000026
"Guatemala",320,"National Liberation Movement Party",30,1995,1999,4.1,1995,2,320000030
"Guatemala",320,"National Renovator Party",33,1984,1984,12.6,1984,1,320000033
"Guatemala",320,"National Unity of Hope",38,2003,2011,22.2,2007,3,320000038
"Guatemala",320,"New Guatemala Democratic Front Democratic Votes",40,1995,1999,7.3,1995,2,320000040
"Guatemala",320,"Populist Party",46,1984,2011,27.1,2011,5,320000046
"Guatemala",320,"Progressive Liberator Party",47,1995,2003,3.9,1999,3,320000047
"Guatemala",320,"Renovation and Order Compromise",49,2011,2011,7.9,2011,1,320000049
"Guatemala",320,"Revolutionary Party",50,1984,1984,17.9,1984,1,320000050
"Guatemala",320,"Social Action Center",53,2007,2011,4.7,2007,2,320000053
"Guatemala",320,"Unionist",60,2011,2011,2.8,2011,1,320000060
"Guatemala",320,"Unionist Party",61,2003,2007,6.7,2007,2,320000061
"Guatemala",320,"United Front of the Revolution",62,1984,1984,4.5,1984,1,320000062
"Guatemala",320,"Unity National Front",64,1999,1999,2,1999,1,320000064
"Guinea",324,"Guinée pour Tous",7,2013,2013,2.5,2013,1,324000007
"Guinea",324,"L'Union des Forces Républicaines",10,2013,2013,8.2,2013,1,324000010
"Guinea",324,"Parti de l'Espoir pour le Développement National",17,2013,2013,2.6,2013,1,324000017
"Guinea",324,"Rassemblement du Peuple de Guinée Arc-en-Ciel",22,2013,2013,48.6,2013,1,324000022
"Guinea",324,"Rassemblement pour le Développement Intégré de la Guinée",23,2013,2013,2.3,2013,1,324000023
"Guinea",324,"Union des Forces Démocratiques de Guinée",27,2013,2013,25.8,2013,1,324000027
"Guinea",324,"Union pour le Progrès de la Guinée",29,2013,2013,2.4,2013,1,324000029
"Guinea",324,"Union pour le Progrès et le Renouveau",30,2013,2013,2.7,2013,1,324000030
"Guyana",328,"alliance for change",2,2006,2006,8.4,2006,1,328000002
"Guyana",328,"national democratic party",9,1953,1953,13.5,1953,1,328000009
"Guyana",328,"national labour front",12,1957,1957,11.5,1957,1,328000012
"Guyana",328,"people's national congress",13,1957,1997,41,1961,3,328000013
"Guyana",328,"people's national congress reform/one guyana",14,2006,2006,34.1,2006,1,328000014
"Guyana",328,"people's national congress/reform",15,2001,2001,41.8,2001,1,328000015
"Guyana",328,"people's national party",16,1953,1953,2,1953,1,328000016
"Guyana",328,"people's progressive party",17,1953,1961,52.3,1953,3,328000017
"Guyana",328,"people's progressive party/civic",18,1997,2006,55.3,1997,3,328000018
"Guyana",328,"the united force",20,1961,2006,16.4,1961,4,328000020
"Guyana",328,"united democratic party",21,1957,1957,8.2,1957,1,328000021
"Honduras",340,"partido de innovaci—n y unidad",1,1980,2005,5.4,2005,7,340000001
"Honduras",340,"partido dem—crata cristiano de honduras",2,1981,2005,5.1,2005,6,340000002
"Honduras",340,"partido liberal de honduras",3,1980,2005,53.9,1981,7,340000003
"Honduras",340,"partido nacional de honduras",4,1980,2005,46.5,2001,7,340000004
"Honduras",340,"partido unificaci—n democr‡tica",5,1997,2005,6.2,2005,3,340000005
"Hungary",348,"agrárszövetség",1,1990,1994,3,1990,2,348000001
"Hungary",348,"federation of young democrats",8,1990,2002,9.6,2002,3,348000008
"Hungary",348,"independent small holders party",11,1990,2010,13.5,1998,6,348000011
"Hungary",348,"hazafias választási koalíció",16,1990,1990,2.5,1990,1,348000016
"Hungary",348,"christian democratic people's party",18,1990,1998,7.2,1994,3,348000018
"Hungary",348,"köztársaság párt",21,1994,1994,2.2,1994,1,348000021
"Hungary",348,"hungarian democratic forum",24,1990,2010,24.3,1990,5,348000024
"Hungary",348,"party of hungarian justice and life",29,1994,2010,5.6,1998,5,348000029
"Hungary",348,"social democratic party of hungary",33,1990,2010,2.8,1990,4,348000033
"Hungary",348,"hungarian socialist workers' party",34,1990,2002,3.2,1990,4,348000034
"Hungary",348,"hungarian socialist party",35,1990,2010,41.1,2002,6,348000035
"Hungary",348,"workers' party of hungary",42,1994,2010,3.9,1998,5,348000042
"Hungary",348,"szabad demokraták szövetsége",52,1990,2006,21.6,1990,5,348000052
"Hungary",348,"center of solidarity for hungary",70,2002,2002,3.7,2002,1,348000070
"Hungary",348,"movement for a better hungary",79,2010,2010,16.5,2010,1,348000079
"Hungary",348,"politics can be different",84,2010,2010,6.3,2010,1,348000084
"Iceland",352,"alþýðubandalag",1,1971,1995,22.9,1978,8,352000001
"Iceland",352,"alþýðuflokkur",2,1916,1995,22.7,1926,30,352000002
"Iceland",352,"bændaflokkur",3,1916,1916,8.5,1916,2,352000003
"Iceland",352,"bændaflokkur",4,1934,1934,6.8,1934,1,352000004
"Iceland",352,"bandalag jafnaðarmanna",5,1983,1983,7.3,1983,1,352000005
"Iceland",352,"borgaraflokkur",6,1923,1923,56.1,1923,1,352000006
"Iceland",352,"borgaraflokkur",7,1987,1987,10.9,1987,1,352000007
"Iceland",352,"framsóknarflokkur",8,1919,1995,48.5,1931,29,352000008
"Iceland",352,"frjálslyndi flokkurinn",9,1926,1926,9.4,1926,1,352000009
"Iceland",352,"heimastjórnarflokkur",10,1916,1922,57.4,1919,4,352000010
"Iceland",352,"Íhaldsflokkur",11,1926,1927,55.1,1926,3,352000011
"Iceland",352,"kommúnistaflokkur",12,1931,1937,8,1933,4,352000012
"Iceland",352,"kvennalisti",13,1922,1926,24.8,1922,2,352000013
"Iceland",352,"landsmálaflokkur þjóðveldismanna",14,1942,1942,2.2,1942,1,352000014
"Iceland",352,"lýðveldisflokkur",15,1953,1953,3.3,1953,1,352000015
"Iceland",352,"Óháðir bændur",16,1916,1916,22.1,1916,2,352000016
"Iceland",352,"samtök frjálslyndra og vinstri manna",17,1971,1974,8.9,1971,2,352000017
"Iceland",352,"samtök um kvennalista",19,1983,1995,10.1,1987,4,352000019
"Iceland",352,"sjáfstæðisflokkur ‘þversum’",20,1916,1916,7.4,1916,2,352000020
"Iceland",352,"sjálfstæðisflokkur",21,1916,1922,12.7,1919,3,352000021
"Iceland",352,"sjálfstæðisflokkur",22,1930,1995,50.1,1937,23,352000022
"Iceland",352,"sjálfstæðisflokkur ‘langsum",23,1916,1916,22.9,1916,2,352000023
"Iceland",352,"sósíalistaflokkur",24,1942,1953,19.5,1949,5,352000024
"Iceland",352,"Þióðvaki, hreyfing fólksins - Þióðvaki",27,1995,1995,7.2,1995,1,352000027
"Iceland",352,"Þióðvarnarflokkur",28,1953,1959,6,1953,4,352000028
"India",356,"all india anna dravida munnetra kazhagam",59,1977,2004,2.9,1977,9,356000059
"India",356,"all india trinamool congress",81,1999,2009,3.2,2009,3,356000081
"India",356,"bahujan samaj party",114,1989,2004,19.7,1992,7,356000114
"India",356,"bharatiya janata party",138,1984,2009,25.6,1998,11,356000138
"India",356,"bharatiya lok dal",148,1977,1977,41.3,1977,1,356000148
"India",356,"bharatiya socialist party",172,1980,2009,6.2,2009,2,356000172
"India",356,"communist party of india",201,1977,2009,3.8,1985,13,356000201
"India",356,"communist party of india (marxist)",202,1977,2009,6.5,1989,13,356000202
"India",356,"dravida munnetra kazhagam",215,1977,2009,2.4,1984,10,356000215
"India",356,"indian congress (socialist- sarat chandra sinha)",260,1984,1998,6.1,1985,6,356000260
"India",356,"indian natioanl congress (i)",266,1977,2009,49.3,1992,13,356000266
"India",356,"janata dal",293,1989,1998,17.8,1989,5,356000293
"India",356,"janata dal (united)",297,1999,2009,3.1,1999,3,356000297
"India",356,"janata pary (jp)",299,1980,2004,19,1980,11,356000299
"India",356,"janta party (secular)",306,1980,1980,9.4,1980,1,356000306
"India",356,"lok dal (bahuguna)",345,1984,1996,6,1984,6,356000345
"India",356,"nationalist congress party",405,1999,2009,2.3,1999,3,356000405
"India",356,"plains tribals council of assam",437,1985,1998,4.2,1985,3,356000437
"India",356,"rashtriya janata dal",472,1998,2009,2.8,1998,4,356000472
"India",356,"samajwadi party",518,1996,2009,4.9,1998,5,356000518
"India",356,"samata party",519,1996,2009,2.2,1996,4,356000519
"India",356,"shiromani akali dal",538,1977,2009,37.2,1985,9,356000538
"India",356,"shiromani akali dal (simaranjit singh mann)",540,1989,2009,2.6,1992,8,356000540
"India",356,"tamil maanila congress (moopanar)",569,1996,1999,2.2,1996,3,356000569
"India",356,"telugu desam party",579,1984,2009,4.3,1984,8,356000579
"India",356,"west bengal trinamool congress",609,1998,1998,2.4,1998,1,356000609
"India",356,"indian national congress (u)",615,1980,1980,5.3,1980,1,356000615
"Indonesia",360,"partai amanat nasional",3,1999,2004,7.1,1999,2,360000003
"Indonesia",360,"partai bintang reformasi",5,2004,2004,2.5,2004,1,360000005
"Indonesia",360,"partai bulan bintang",6,1999,2004,2.7,2004,2,360000006
"Indonesia",360,"partai damai sejahtera",9,2004,2004,2.3,2004,1,360000009
"Indonesia",360,"partai demokrasi indonesia",11,1999,1999,34.3,1999,1,360000011
"Indonesia",360,"partai demokrasi indonesia-perjuangan",12,2004,2004,17.6,2004,1,360000012
"Indonesia",360,"partai demokrat",14,2004,2004,7.4,2004,1,360000014
"Indonesia",360,"partai golongan karya",15,1999,2004,22.5,2004,2,360000015
"Indonesia",360,"partai karya peduli bangsa",18,2004,2004,2.1,2004,1,360000018
"Indonesia",360,"partai keadilan sejahtera",23,2004,2004,7.3,2004,1,360000023
"Indonesia",360,"partai kebangkitan bangsa",24,1999,2004,12.6,1999,2,360000024
"Indonesia",360,"partai persatuan pembangunan",43,1999,2004,10.7,1999,2,360000043
"Iraq",368,"Gorran (Change Party)",3,2010,2010,3.9,2010,1,368000003
"Iraq",368,"Kurdish Islamic Group",4,2010,2010,5.2,2010,1,368000004
"Iraq",368,"Kurdish Islamic Union",5,2010,2010,2.1,2010,1,368000005
"Ireland",372,"clann na plobachta",3,1948,1965,12.8,1948,6,372000003
"Ireland",372,"clann na talmhan",4,1943,1961,10.8,1944,7,372000004
"Ireland",372,"coalition republic",5,1922,1922,21.3,1922,1,372000005
"Ireland",372,"coalition treaty",6,1922,1922,38.5,1922,1,372000006
"Ireland",372,"cumann na ngaedheal",7,1923,1933,39,1923,5,372000007
"Ireland",372,"democratic left",8,1992,1997,2.8,1992,2,372000008
"Ireland",372,"farmers' party",9,1922,1954,12.1,1923,11,372000009
"Ireland",372,"fianna fáil",10,1927,2011,51.9,1938,27,372000010
"Ireland",372,"fine gael",11,1937,2011,39.2,1982,23,372000011
"Ireland",372,"green party",12,1997,2011,2.8,1997,4,372000012
"Ireland",372,"labour party",13,1922,2011,21.3,1922,29,372000013
"Ireland",372,"national centre party",15,1933,1933,9.2,1933,1,372000015
"Ireland",372,"national labour",17,1944,1948,2.7,1944,2,372000017
"Ireland",372,"national league",18,1927,1927,7.3,1927,2,372000018
"Ireland",372,"progressive democratic party",22,1987,2007,11.8,1987,6,372000022
"Ireland",372,"republicans",24,1923,1923,27.4,1923,1,372000024
"Ireland",372,"sinn féin",25,1927,2011,5.3,1957,8,372000025
"Ireland",372,"workers' party",27,1987,2011,5,1989,6,372000027
"Israel",376,"center party",21,1999,1999,5,1999,1,376000021
"Israel",376,"change - the secular movemen",22,1999,2006,12.3,2003,3,376000022
"Israel",376,"change/the centre party",23,1981,1988,2.6,1984,3,376000023
"Israel",376,"democratic list for israeli arabs",31,1951,1955,2.4,1951,2,376000031
"Israel",376,"democratic movement for change",32,1977,1977,11.6,1977,1,376000032
"Israel",376,"development and peace",34,1977,1984,2,1977,3,376000034
"Israel",376,"forward",42,2006,2013,22.5,2009,3,376000042
"Israel",376,"general zionists",45,1949,1959,16.2,1951,4,376000045
"Israel",376,"herut movement",52,1949,1961,13.8,1961,5,376000052
"Israel",376,"homeland",54,1988,1996,2.4,1992,3,376000054
"Israel",376,"independent liberals party",61,1965,1981,3.8,1965,5,376000061
"Israel",376,"intersection/the movement for zionist renewal",65,1988,2009,6.4,1992,6,376000065
"Israel",376,"israel communist party",67,1949,1969,4.5,1955,7,376000067
"Israel",376,"israel of immigration/on the rise",68,1996,2003,5.7,1996,3,376000068
"Israel",376,"israel our home",69,1999,2009,11.7,2009,3,376000069
"Israel",376,"israel tradition movement",72,1981,1984,2.3,1981,2,376000072
"Israel",376,"israeli pensioners for the knesset",75,1996,2009,5.9,2006,3,376000075
"Israel",376,"habayit hayehudi",79,2009,2013,9.1,2013,2,376000079
"Israel",376,"israel labor party",84,1992,2013,34.7,1992,4,376000084
"Israel",376,"labor union party/zion workers",85,1955,1961,8.1,1955,3,376000085
"Israel",376,"land of israel workers' party",87,1949,1961,38.2,1959,5,376000087
"Israel",376,"liberal party",91,1961,1961,13.6,1961,1,376000091
"Israel",376,"likud",93,1988,2009,31.1,1988,6,376000093
"Israel",376,"meretz",99,1999,1999,7.7,1999,1,376000099
"Israel",376,"meretz",100,2006,2013,4.5,2013,2,376000100
"Israel",376,"movement for civil rights and peace",104,1973,1988,4.3,1988,5,376000104
"Israel",376,"national democratic assembly",113,2003,2013,2.6,2013,4,376000113
"Israel",376,"national list",115,1969,1969,3.1,1969,1,376000115
"Israel",376,"national religious party",118,1959,2003,9.9,1959,13,376000118
"Israel",376,"new communist list in israel",124,1965,1973,3.4,1973,3,376000124
"Israel",376,"new movement-meretz",129,2009,2009,3,2009,1,376000129
"Israel",376,"one nation:  for israeli workers and pensioners",134,1999,2003,2.8,2003,2,376000134
"Israel",376,"progress and development",153,1959,1973,2.1,1969,5,376000153
"Israel",376,"progressive party",158,1949,1959,4.6,1959,4,376000158
"Israel",376,"rebirth",159,1981,1992,3.1,1988,3,376000159
"Israel",376,"sephardim and oriental communities",163,1949,1951,3.5,1949,2,376000163
"Israel",376,"the third way for national consensus",177,1996,1999,3.2,1996,2,376000177
"Israel",376,"the workers of israel list",178,1965,1965,7.9,1965,1,376000178
"Israel",376,"together/the national united movement",183,1984,1984,2.2,1984,1,376000183
"Israel",376,"torah and labor list/the mizrachi worker",184,1951,1951,6.7,1951,1,376000184
"Israel",376,"union of israel",191,1951,1988,4.5,1988,8,376000191
"Israel",376,"united arab list",193,1999,2013,3.7,2013,3,376000193
"Israel",376,"united workers party",195,1949,1988,14.7,1949,7,376000195
"Israel",376,"world sephardic association of torah keepers",203,1984,2013,13,1999,9,376000203
"Israel",376,"hatenua",216,2013,2013,5,2013,1,376000216
"Israel",376,"yesh atid",224,2013,2013,14.3,2013,1,376000224
"Italy",380,"alleanza nazionale",1,1994,1996,10.1,1994,2,380000001
"Italy",380,"blocco nazionale per la libertà",3,1946,1946,2.8,1946,1,380000003
"Italy",380,"combattenti",5,1919,1921,5.4,1919,2,380000005
"Italy",380,"democrazia cristiana",8,1946,1992,48.5,1948,12,380000008
"Italy",380,"forza italia",9,1994,1996,11.4,1994,2,380000009
"Italy",380,"fronte dell'uomo qualunque",10,1946,1946,5.3,1946,1,380000010
"Italy",380,"lega nord",15,1992,1996,10.4,1996,3,380000015
"Italy",380,"liberali",16,1919,1921,33.4,1919,2,380000016
"Italy",380,"lista dini-rinnovamento italiano",18,1996,1996,2.2,1996,1,380000018
"Italy",380,"lista pannella",19,1994,1994,2.4,1994,1,380000019
"Italy",380,"movimento sociale italiano",21,1948,1968,5.8,1953,5,380000021
"Italy",380,"movimento sociale italiano-destra nazionale",22,1972,1992,8.7,1972,6,380000022
"Italy",380,"partito comunista italiano",25,1921,1987,34.4,1976,11,380000025
"Italy",380,"partito della rifondazione comunista",27,1992,1996,5.6,1992,3,380000027
"Italy",380,"partito democratico della sinistra",29,1992,1996,16.1,1992,3,380000029
"Italy",380,"partito liberale italiano",32,1953,1992,7,1963,10,380000032
"Italy",380,"partito monarchico popolare",34,1958,1958,2.6,1958,1,380000034
"Italy",380,"partito nazionale fascista",35,1921,1921,14.8,1921,1,380000035
"Italy",380,"partito nazionale monarchico",36,1948,1958,6.8,1953,3,380000036
"Italy",380,"partito popolare italiano",37,1919,1921,20.7,1921,2,380000037
"Italy",380,"partito popolare italiano",38,1994,1994,5.5,1994,1,380000038
"Italy",380,"partito radicale",39,1919,1919,2.5,1919,1,380000039
"Italy",380,"partito radicale",40,1979,1979,3.4,1979,1,380000040
"Italy",380,"partito repubblicano italiano",41,1919,1992,5.1,1983,14,380000041
"Italy",380,"partito socialdemocratico italiano",43,1953,1992,6.1,1963,9,380000043
"Italy",380,"partito socialista dei lavoratori italiani",44,1948,1948,7.1,1948,1,380000044
"Italy",380,"partito socialista italiano",46,1946,1994,20.7,1946,11,380000046
"Italy",380,"partito socialista italiano di unità proletaria",47,1968,1968,4.4,1968,1,380000047
"Italy",380,"partito socialista ufficiale",49,1919,1921,32.3,1919,2,380000049
"Italy",380,"partito socialista unificato",50,1968,1968,14.5,1968,1,380000050
"Italy",380,"patto segni",51,1994,1994,2.3,1994,1,380000051
"Italy",380,"verdi",54,1987,1996,2.8,1992,4,380000054
"Jamaica",388,"christian conscience movement",4,1983,1983,2.7,1983,1,388000004
"Jamaica",388,"farmers' party",7,1955,1955,3.9,1955,1,388000007
"Jamaica",388,"jamaica democratic party",10,1944,1944,4.1,1944,1,388000010
"Jamaica",388,"national democratic movement",15,1997,1997,4.8,1997,1,388000015
"Japan",392,"jiyû minshu tô",3,1958,2012,75.9,1960,16,392000003
"Japan",392,"jiyû tô",4,1952,1955,72.6,1952,3,392000004
"Japan",392,"jiyû tô bûnto ha",5,1953,1953,5.3,1953,1,392000005
"Japan",392,"kaishin tô",6,1952,1953,16.6,1953,2,392000006
"Japan",392,"kokumin kyôdô tô",7,1947,1949,4.2,1947,2,392000007
"Japan",392,"kômei tô",8,1967,2012,13.3,2005,13,392000008
"Japan",392,"minshu jiyû tô",10,1949,1949,64.9,1949,1,392000010
"Japan",392,"minshu shakai tô",11,1960,1993,3.8,1969,12,392000011
"Japan",392,"minshu tô",12,1947,2012,42.4,2009,5,392000012
"Japan",392,"nihon jiyû tô",15,1947,1947,31.8,1947,1,392000015
"Japan",392,"nihon kyôsan tô",16,1947,2012,7.3,2005,21,392000016
"Japan",392,"nihon minshu tô",17,1955,1955,44.9,1955,1,392000017
"Japan",392,"nihon shakai tô",18,1947,1949,27.7,1947,2,392000018
"Japan",392,"nihon shakai tô",19,1958,1993,25.6,1958,13,392000019
"Japan",392,"nihon shintô",20,1993,1993,5,1993,1,392000020
"Japan",392,"saha shakai tô",24,1952,1955,9.2,1955,3,392000024
"Japan",392,"shakai minshu rengô",25,1979,2012,5.5,2005,9,392000025
"Japan",392,"shin jiyû tô",26,1976,1986,2.3,1976,5,392000026
"Japan",392,"shinsei tô",27,1993,1993,6.6,1993,1,392000027
"Japan",392,"uha shakai tô",29,1952,1955,9.4,1955,3,392000029
"Japan",392,"minna no tô",33,2009,2012,8.7,2012,2,392000033
"Japan",392,"nippon ishin no kai",34,2012,2012,20.4,2012,1,392000034
"Japan",392,"nippon mirai no tô",35,2012,2012,5.7,2012,1,392000035
"Japan",392,"shintô nippon",39,2005,2009,2.4,2005,2,392000039
"Kazakhstan",398,"All-National Social-Democratic Party",1,2007,2012,4.5,2007,2,398000001
"Kazakhstan",398,"Communist People’s Party of Kazakhstan",2,2007,2012,7.2,2012,2,398000002
"Kazakhstan",398,"Democratic Party of Kazakhstan Bright Path",4,2007,2012,7.5,2012,2,398000004
"Kazakhstan",398,"People’s Democratic Party",7,2007,2012,88.4,2007,2,398000007
"Kenya",404,"african people's party",1,1963,1963,8.6,1963,1,404000001
"Kenya",404,"baluhya political union",2,1961,1963,5.2,1961,2,404000002
"Kenya",404,"Democratic Party of Kenya",5,1992,2013,22.1,1992,3,404000005
"Kenya",404,"forum for the restoration of democracy-asili",7,1992,2013,24.4,1992,3,404000007
"Kenya",404,"forum for the restoration of democracy-kenya",8,1992,2013,20.8,1992,3,404000008
"Kenya",404,"kenya african democratic union",10,1961,1963,25,1963,2,404000010
"Kenya",404,"kenya african national union",11,1961,2013,52.4,1963,5,404000011
"Kenya",404,"national democratic party",21,1997,1997,11.3,1997,1,404000021
"Kenya",404,"new kenya party",22,1961,1961,5.1,1961,1,404000022
"Kenya",404,"safina",24,1997,2013,4.1,1997,2,404000024
"Kenya",404,"Social Democratic Party of Kenya",28,1992,2013,8.3,1997,3,404000028
"Kenya",404,"Alliance Party of Kenya",33,2013,2013,2.4,2013,1,404000033
"Kenya",404,"Grand National Union",38,2013,2013,2.1,2013,1,404000038
"Kenya",404,"Orange Democratic Movement",57,2013,2013,21.4,2013,1,404000057
"Kenya",404,"The National Alliance",70,2013,2013,24.8,2013,1,404000070
"Kenya",404,"United Democratic forum Party",72,2013,2013,3.7,2013,1,404000072
"Kenya",404,"United Republican Party",74,2013,2013,12.4,2013,1,404000074
"Kenya",404,"Wiper Democratic Movement - Kenya",77,2013,2013,5.6,2013,1,404000077
"Korea",410,"bosu-dang",5,1963,1963,2.9,1963,1,410000005
"Korea",410,"daedong cheongnyeon-dan",15,1948,1948,6,1948,1,410000015
"Korea",410,"daehan cheongnyeon-dan",19,1948,1950,3.1,1950,2,410000019
"Korea",410,"daehan dongnip chokseong gungmin-hoe",23,1948,1948,34.9,1948,1,410000023
"Korea",410,"daehan gungmin-dang",27,1950,1954,10.5,1950,2,410000027
"Korea",410,"gungmin-dang",52,1971,1971,4,1971,1,410000052
"Korea",410,"gungmin-hoe",53,1950,1958,9.6,1950,3,410000053
"Korea",410,"gungminui-dang",54,1963,1963,9.5,1963,1,410000054
"Korea",410,"hanguk gungmin-dang",62,1981,1988,13.2,1981,3,410000062
"Korea",410,"hanguk minju-dang",63,1948,1948,13.1,1948,1,410000063
"Korea",410,"hannara-dang",68,2000,2012,40.5,2008,4,410000068
"Korea",410,"jayu minju yeonhap",78,1996,2004,16.2,1996,3,410000078
"Korea",410,"jayu minju-dang",79,1963,1963,8.5,1963,1,410000079
"Korea",410,"jayu-dang",80,1954,1960,45.5,1958,3,410000080
"Korea",410,"jayu-dang",81,1963,1967,3.6,1967,2,410000081
"Korea",410,"mingwon-dang",100,1981,1985,6.7,1981,2,410000100
"Korea",410,"minjeong-dang",101,1963,1963,22.1,1963,1,410000101
"Korea",410,"minju gonghwa-dang",106,1963,1978,53.5,1967,5,410000106
"Korea",410,"minju gungmin-dang",107,2000,2004,3.7,2000,2,410000107
"Korea",410,"minju gungmin-dang",108,1950,1954,13.2,1950,2,410000108
"Korea",410,"minju hanguk-dang",109,1981,1988,21.6,1981,3,410000109
"Korea",410,"minju jayu-dang",111,1992,1992,38.7,1992,1,410000111
"Korea",410,"minju jeongui-dang",112,1981,1988,35.6,1981,3,410000112
"Korea",410,"minju nodong-dang",113,2000,2008,8.7,2004,3,410000113
"Korea",410,"minju sahoe-dang",115,1981,1981,3.2,1981,1,410000115
"Korea",410,"minju tongil-dang",116,1973,1978,8.6,1973,2,410000116
"Korea",410,"minju-dang",118,1958,1960,49.2,1960,2,410000118
"Korea",410,"minju-dang",119,1963,1967,15.7,1963,2,410000119
"Korea",410,"minju-dang",120,1992,1992,29,1992,1,410000120
"Korea",410,"pyunghwa minju-dang",132,1988,1988,19.4,1988,1,410000132
"Korea",410,"saecheonnyeon minju-dang",133,2000,2004,35.9,2000,2,410000133
"Korea",410,"saejeongchi gungminhoeui",134,1996,1996,25.3,1996,1,410000134
"Korea",410,"sahoe daejung-dang",135,1960,1960,6.3,1960,1,410000135
"Korea",410,"sin hankuk-dang",146,1996,1996,34.5,1996,1,410000146
"Korea",410,"sin minju gonghwa-dang",147,1988,1988,15.5,1988,1,410000147
"Korea",410,"sinhan minju-dang",149,1985,1988,28.8,1985,2,410000149
"Korea",410,"sinjungchi gaehyeok-dang",151,1992,1992,2,1992,1,410000151
"Korea",410,"sinjung-dang",152,1981,1981,4.2,1981,1,410000152
"Korea",410,"sinmin-dang",153,1967,1978,45.1,1971,4,410000153
"Korea",410,"tonghap minju-dang",158,1996,1996,11.2,1996,1,410000158
"Korea",410,"tongil gungmin-dang",159,1992,1992,17.2,1992,1,410000159
"Korea",410,"tongil minju-dang",161,1988,1988,23.5,1988,1,410000161
"Korea",410,"min ju tong hap-dang",195,2012,2012,37.2,2012,1,410000195
"Korea",410,"saenuri-dang",199,2012,2012,43,2012,1,410000199
"Korea",410,"yeollin uri party",202,2004,2004,40.1,2004,1,410000202
"Korea",410,"jayu seonjin-dang",203,2008,2012,6.3,2008,2,410000203
"Korea",410,"jinbo shin-dang",206,2008,2012,2.1,2008,2,410000206
"Korea",410,"changjo hanguk-dang",207,2008,2012,2.1,2008,2,410000207
"Korea",410,"chinbak yeondae",209,2008,2008,8.4,2008,1,410000209
"Korea",410,"tonghap minju-dang",212,2008,2008,27.1,2008,1,410000212
"Korea",410,"tonghap jinbo-dang",213,2012,2012,8.1,2012,1,410000213
"Lesotho",426,"All Basotho Convention/Kobo Tata ea Basotho",2,2007,2012,25,2012,2,426000002
"Lesotho",426,"Basotho Congress Party",6,1965,2012,73.4,1993,7,426000006
"Lesotho",426,"Basotho National Party",8,1965,2012,42.3,1970,7,426000008
"Lesotho",426,"Basutoland African Congress",9,2002,2002,3,2002,1,426000009
"Lesotho",426,"Democratic Congress",11,2012,2012,39.4,2012,1,426000011
"Lesotho",426,"Lesotho Communist Party",16,1970,2002,2.9,2002,2,426000016
"Lesotho",426,"Lesotho Congress for Democracy",17,1998,2012,60.9,1998,4,426000017
"Lesotho",426,"Lesotho People’s Congress",21,2002,2012,3.1,2002,2,426000021
"Lesotho",426,"Lesotho Workers Party",22,2002,2012,12.4,2007,3,426000022
"Lesotho",426,"Marema-Tlou",24,1965,1965,2,1965,1,426000024
"Lesotho",426,"Marematlou Freedom Party",25,1965,2012,16.7,1965,7,426000025
"Lesotho",426,"National Independent Party",27,1993,2012,25.7,2007,5,426000027
"Lesotho",426,"Popular Front for Democracy/Khoeetsa ea Sechaba",30,1993,2012,2,2012,5,426000030
"Latvia",428,"apvienba tcvzernei un brivibai",1,1998,1998,14.7,1998,1,428000001
"Latvia",428,"jauna partija",6,1998,2002,24,2002,2,428000006
"Latvia",428,"jaunais laiks",7,2006,2006,16.5,2006,1,428000007
"Latvia",428,"latvijas pirmâ partija",18,2002,2002,13.6,2002,1,428000018
