country_short,party_name_short,party_name,year_first,year_last,share_year,share,seats,seats_total,party_id
PER,FNTC,Frente Nacional de Trabajadores y Campesinos,1980,1990,1980,2.22,4,180,PER FNTC Frente Nacional de Trabajadores y Campesinos
PER,FPA,Frente Popular Agricola,1995,2001,2000,1.67,2,120,PER FPA Frente Popular Agricola
PER,IND,Independents,1985,2000,1990,1.67,3,180,PER IND Independents
PER,IS,Izquierda Socialista,1990,1990,1990,2.22,4,180,PER IS Izquierda Socialista
PER,IU,Izquierda Unida,1963,1995,1990,8.89,16,180,PER IU Izquierda Unida
PER,MCNO,Movimiento Civico Nacional Obras,1995,1995,1995,1.67,2,120,PER MCNO Movimiento Civico Nacional Obras
PER,MDP,Movimiento Democrático Peruano,1963,1963,1963,1.44,2,139,PER MDP Movimiento Democrático Peruano
PER,MIA,Movimiento Independiente Agrario,1995,1995,1995,0.83,1,120,PER MIA Movimiento Independiente Agrario
PER,ML,Movimiento Libertad,1990,1990,1990,5,9,180,PER ML Movimiento Libertad
PER,MR,Movimiento Renovación,1995,1995,1995,2.5,3,120,PER MR Movimiento Renovación
PER,other,other,1963,1963,1963,2.16,3,139,PER other other
PER,P2000,Peru al 2000,1995,2000,2000,43.3,52,120,PER P2000 Peru al 2000
PER,PAP,Partido Aprista Peruano,1963,1963,1963,40.2,56,139,PER PAP Partido Aprista Peruano
PER,PP,Peru Posible,2000,2001,2001,38.1,45,118,PER PP Peru Posible
PER,PP,Proyecto País,2001,2001,2001,0,0,118,PER PP Proyecto País
PER,PPC,Partido Popular Cristiano,1980,1995,1985,6.67,12,180,PER PPC Partido Popular Cristiano
PER,RA,Renacimiento Andino,2001,2001,2001,0.85,1,118,PER RA Renacimiento Andino
PER,SN,Solidaridad Nacional,2000,2000,2000,4.17,5,120,PER SN Solidaridad Nacional
PER,SODE,Solidaridad y Democracia,1990,1990,1990,1.11,2,180,PER SODE Solidaridad y Democracia
PER,SP,Solución Popular,2001,2001,2001,0.85,1,118,PER SP Solución Popular
PER,SP,Somos Peru,2000,2001,2000,6.67,8,120,PER SP Somos Peru
PER,TV,Todos por la Victoria,2001,2001,2001,0.85,1,118,PER TV Todos por la Victoria
PER,UN,Unidad Nacional,2001,2001,2001,14.4,17,118,PER UN Unidad Nacional
PER,UNO,Unión Nacional Odriista,1963,1963,1963,18.7,26,139,PER UNO Unión Nacional Odriista
PER,UPP,Union por el Peru,1995,2001,2001,5.08,6,118,PER UPP Union por el Peru
PRY,ANR (PC),Associatión Nacional Republicana (Colorado),1978,2003,1978,66.6,40,60,PRY ANR (PC) Associatión Nacional Republicana (Colorado)
PRY,EN,Encuentro Nacional,1993,1998,1993,11.2,9,80,PRY EN Encuentro Nacional
PRY,MFA,Movimiento Frente Amplio Paraguayo,2003,2003,2003,0,0,80,PRY MFA Movimiento Frente Amplio Paraguayo
PRY,MFC,Movimiento Fuerza Ciudadana,2003,2003,2003,0,0,80,PRY MFC Movimiento Fuerza Ciudadana
PRY,MFDI,Movimiento Fuerza Democrática Independiente,2003,2003,2003,0,0,80,PRY MFDI Movimiento Fuerza Democrática Independiente
PRY,MPQ,Movimiento Patria Querida,2003,2003,2003,12.5,10,80,PRY MPQ Movimiento Patria Querida
PRY,PB,Partido Blanco,1998,1998,1998,0,0,80,PRY PB Partido Blanco
PRY,PDC,Partido Demócrata Cristiano,1998,2003,1998,0,0,80,PRY PDC Partido Demócrata Cristiano
PRY,PEN,Partido Encuentro Nacional,2003,2003,2003,0,0,80,PRY PEN Partido Encuentro Nacional
PRY,PH,Partido Humanista,2003,2003,2003,0,0,80,PRY PH Partido Humanista
PRY,PIA,Partido Independiente de Acción,2003,2003,2003,0,0,80,PRY PIA Partido Independiente de Acción
PRY,PL,Partido Liberal,1978,1988,1978,6.67,4,60,PRY PL Partido Liberal
PRY,PLR,Partido Liberal Radical,1978,1989,1978,26.6,16,60,PRY PLR Partido Liberal Radical
PRY,PLRA,Partido Liberal Radical Autentico,1989,2003,1993,41.2,33,80,PRY PLRA Partido Liberal Radical Autentico
PRY,PPL,Partido Partia Libre,2003,2003,2003,0,0,80,PRY PPL Partido Partia Libre
PRY,PPS,Partido País Solidario,2003,2003,2003,2.5,2,80,PRY PPS Partido País Solidario
PRY,PRF,Partido Revolucionario Febrerista,1989,2003,1989,2.78,2,72,PRY PRF Partido Revolucionario Febrerista
PRY,UNACE,Unión Nacional de Ciudadanos Éticos,2003,2003,2003,12.5,10,80,PRY UNACE Unión Nacional de Ciudadanos Éticos
SLV,AD,Partido Accion Democratica,1985,1991,1985,1.67,1,60,SLV AD Partido Accion Democratica
SLV,AP,,2003,2003,2003,0,0,83,SLV AP NA
SLV,ARENA,Alianza Republicana Nacional,1985,2003,1988,51.6,31,60,SLV ARENA Alianza Republicana Nacional
SLV,CD,Convergencia Democratica,1991,1997,1991,9.52,8,84,SLV CD Convergencia Democratica
SLV,CDU,Centro Democrático Unido,2000,2003,2003,6.02,5,83,SLV CDU Centro Democrático Unido
SLV,FMLN,Frente Farabundo Martí para la Liberación Nacional,1994,2003,2003,37.3,31,83,SLV FMLN Frente Farabundo Martí para la Liberación Nacional
SLV,FUDI,Frente Unido Democratico Independiente,1972,1974,1972,1.92,1,52,SLV FUDI Frente Unido Democratico Independiente
SLV,MAC,Movimiento Autentico Cristiano,1991,1994,1991,1.19,1,84,SLV MAC Movimiento Autentico Cristiano
SLV,MAS,,1997,1997,1997,0,0,81,SLV MAS NA
SLV,MNR,Movimiento Nacional Revolucionario,1968,1994,1968,3.85,2,52,SLV MNR Movimiento Nacional Revolucionario
SLV,MSN,Movimiento de Solidaridad Nacional,1994,1997,1994,0,0,84,SLV MSN Movimiento de Solidaridad Nacional
SLV,MU,Movimiento de Unidad,1994,1997,1997,1.23,1,81,SLV MU Movimiento de Unidad
SLV,PAISA,Partido Autentico Institucional Salvadoreno,1985,1985,1985,1.67,1,60,SLV PAISA Partido Autentico Institucional Salvadoreno
SLV,PAN,Partido Acción Nacional,2000,2003,2000,2.38,2,84,SLV PAN Partido Acción Nacional
SLV,PAR,Partido Accion Renovadora,1964,1966,1966,7.69,4,52,SLV PAR Partido Accion Renovadora
SLV,PCN,Partido de Conciliacion Nacional,1964,2003,1978,92.5,50,54,SLV PCN Partido de Conciliacion Nacional
SLV,PD,Partido Demócrata,1997,1997,1997,0,0,81,SLV PD Partido Demócrata
SLV,PDC,Partido Democrata Cristiano,1964,2003,1997,8.64,7,81,SLV PDC Partido Democrata Cristiano
SLV,PFC,Partido Fuerza Cristiana,2003,2003,2003,0,0,83,SLV PFC Partido Fuerza Cristiana
SLV,PL,Partido Liberacion,1997,1997,1997,0,0,81,SLV PL Partido Liberacion
SLV,PLD,Partido Liberal Democrático,1997,2000,1997,2.47,2,81,SLV PLD Partido Liberal Democrático
SLV,PMR,,2003,2003,2003,0,0,83,SLV PMR NA
SLV,PPL,Partido Popular Laborista,2000,2000,2000,0,0,84,SLV PPL Partido Popular Laborista
SLV,PPR,,2003,2003,2003,0,0,83,SLV PPR NA
SLV,PPS,Partido Popular Salvadoreno,1966,1978,1968,7.69,4,52,SLV PPS Partido Popular Salvadoreno
SLV,PREN,Partido Republicano de Evolucion Nacional,1966,1966,1966,1.92,1,52,SLV PREN Partido Republicano de Evolucion Nacional
SLV,PRSC,Partido Renovación Social Cristiano,1997,1997,1997,3.7,3,81,SLV PRSC Partido Renovación Social Cristiano
SLV,PRUD,Partido Revolucionario de Unificacion Democratica,1952,1960,1952,100,54,54,SLV PRUD Partido Revolucionario de Unificacion Democratica
SLV,PSD,,2003,2003,2003,0,0,83,SLV PSD NA
SLV,UDN,Union Democratica Nacionalista,1970,1991,1970,1.92,1,52,SLV UDN Union Democratica Nacionalista
SLV,UNO,Union Nacional Opositora,1972,1974,1974,28.8,15,52,SLV UNO Union Nacional Opositora
SLV,USC,Unión Social Cristiana,2000,2000,2000,0,0,84,SLV USC Unión Social Cristiana
TTO,DAC,Democratic Action Congress,1976,1981,1976,5.56,2,36,TTO DAC Democratic Action Congress
TTO,DLP,Democratic Labour Party,1961,1966,1961,33.3,10,30,TTO DLP Democratic Labour Party
TTO,NAR,National Alliance for Reconstruction,1986,2000,1986,91.6,33,36,TTO NAR National Alliance for Reconstruction
TTO,PNM,People's National Movement,1961,2000,1986,8.33,3,36,TTO PNM People's National Movement
TTO,ULF,United Labour Front,1976,1981,1976,27.7,10,36,TTO ULF United Labour Front
TTO,UNC,United National Congress,1991,2000,2000,52.7,19,36,TTO UNC United National Congress
URY,EP,Encuentro Progresista,1999,1999,1999,40.4,40,99,URY EP Encuentro Progresista
URY,FA,Frente Amplio,1962,1994,1994,31.3,31,99,URY FA Frente Amplio
URY,FIdeL,Frente Izquierda de Liberación,1962,1966,1966,5.05,5,99,URY FIdeL Frente Izquierda de Liberación
URY,NE,Nuevo Espacio,1989,1999,1989,9.09,9,99,URY NE Nuevo Espacio
URY,PC,Partido Colorado,1946,1999,1950,53.5,53,99,URY PC Partido Colorado
URY,PCU,Partido Comunista Uruguayo,1946,1958,1946,5.05,5,99,URY PCU Partido Comunista Uruguayo
URY,PDC,Partido Demócrata Cristiano,1962,1966,1962,3.03,3,99,URY PDC Partido Demócrata Cristiano
URY,PN,Partido Nacional,1946,1999,1958,51.5,51,99,URY PN Partido Nacional
URY,PNI,Partido Nacional Independiente,1946,1954,1946,9.09,9,99,URY PNI Partido Nacional Independiente
URY,PS,Partido Socialista,1946,1958,1954,3.03,3,99,URY PS Partido Socialista
URY,UC,Unión Cívica,1946,1984,1946,5.05,5,99,URY UC Unión Cívica
URY,UDR,Unión Democrática Reformista,1958,1958,1958,2.02,2,99,URY UDR Unión Democrática Reformista
VEN,ABP,Alianza Bravo Pueblo,2000,2000,2000,0.61,1,165,VEN ABP Alianza Bravo Pueblo
VEN,AD-OP,Acción Democrática Oposición,1963,1963,1963,2.79,5,179,VEN AD-OP Acción Democrática Oposición
VEN,AD,Acción Democrática,1947,2000,1947,75.4,83,110,VEN AD Acción Democrática
VEN,APN,Apertura y Participación Nacional,1998,1998,1998,1.48,3,203,VEN APN Apertura y Participación Nacional
VEN,CC,Causa Común,1978,1978,1978,0.5,1,199,VEN CC Causa Común
VEN,CCN,Cruzada Cívica Nacionalista,1968,1973,1968,9.81,21,214,VEN CCN Cruzada Cívica Nacionalista
VEN,CN,Convergencia Nacional,1993,2000,1998,2.46,5,203,VEN CN Convergencia Nacional
VEN,CONIVE,Consejo Nacional Indio de Venezuela,2000,2000,2000,1.82,3,165,VEN CONIVE Consejo Nacional Indio de Venezuela
VEN,COPEI,Comité de Organización Política Electoral Independiente,1947,2000,1978,42.2,84,199,VEN COPEI Comité de Organización Política Electoral Independiente
VEN,FDP,Frente Democrático Popular,1963,1968,1963,8.94,16,179,VEN FDP Frente Democrático Popular
VEN,FND,Frente Nacional Democrático,1968,1968,1968,1.87,4,214,VEN FND Frente Nacional Democrático
VEN,FORMULA 1,FORMULA 1,1988,1988,1988,1,2,201,VEN FORMULA 1 FORMULA 1
VEN,IPFN,Independientes Pro Frente Nacional,1963,1963,1963,12.2,22,179,VEN IPFN Independientes Pro Frente Nacional
VEN,IRENE,"Integración, Renovación y Nueva Esperanza",1998,1998,1998,1.48,3,203,"VEN IRENE Integración, Renovación y Nueva Esperanza"
VEN,LAPY,,2000,2000,2000,1.82,3,165,VEN LAPY NA
VEN,LCR,La Causa Radical,1988,2000,2000,3.03,5,165,VEN LCR La Causa Radical
VEN,LS,Liga Socialista,1978,1983,1978,0.5,1,199,VEN LS Liga Socialista
VEN,MAN,Movimiento de Acción Nacional,1968,1968,1968,0.47,1,214,VEN MAN Movimiento de Acción Nacional
VEN,MAS,Movimiento al Socialismo,1973,2000,1988,8.96,18,201,VEN MAS Movimiento al Socialismo
VEN,MENI,Movimiento Electoral Nacional Independiente,1963,1963,1963,0.56,1,179,VEN MENI Movimiento Electoral Nacional Independiente
VEN,MEP,Movimiento Electoral del Pueblo,1968,1998,1973,4,8,200,VEN MEP Movimiento Electoral del Pueblo
VEN,MIGATO,,2000,2000,2000,0.61,1,165,VEN MIGATO NA
VEN,MIN,Movimiento Integración Nacional,1978,1983,1978,0.5,1,199,VEN MIN Movimiento Integración Nacional
VEN,MIR,Movimiento Izquierda Revolucionario,1973,1983,1978,2.01,4,199,VEN MIR Movimiento Izquierda Revolucionario
VEN,MSI,Movimiento Solidaridad Independiente,1998,1998,1998,0.49,1,203,VEN MSI Movimiento Solidaridad Independiente
VEN,MVR,Movimiento Quinta Republica,1998,2000,2000,46,76,165,VEN MVR Movimiento Quinta Republica
VEN,,Nueva Alternativa,1983,1983,1983,0.5,1,200,VEN NA Nueva Alternativa
VEN,NGD,Nueva Generación Democrática,1988,1988,1988,2.99,6,201,VEN NGD Nueva Generación Democrática
VEN,OPINA,Opinión Nacional,1973,1988,1983,1.5,3,200,VEN OPINA Opinión Nacional
VEN,ORA,Organización Renovadora Auténtica,1988,1993,1988,1,2,201,VEN ORA Organización Renovadora Auténtica
VEN,other,other,1947,1998,1998,0.99,2,203,VEN other other
VEN,PCV,Partido Comunista Venezolano,1947,1998,1958,5.3,7,132,VEN PCV Partido Comunista Venezolano
VEN,PJ/EM,Movimiento Primero Justicia,2000,2000,2000,3.03,5,165,VEN PJ/EM Movimiento Primero Justicia
VEN,PNI,Partido Nacional Integracionista,1973,1973,1973,0.5,1,200,VEN PNI Partido Nacional Integracionista
VEN,POLO,,2000,2000,2000,0.61,1,165,VEN POLO NA
VEN,PPT,Patria Para Todos,1998,2000,1998,5.42,11,203,VEN PPT Patria Para Todos
VEN,PRIN,Partido Revolucionario Integración Nacionalista,1968,1968,1968,1.87,4,214,VEN PRIN Partido Revolucionario Integración Nacionalista
VEN,PSV,Partido Socialista de Venezuela,1963,1968,1963,0.56,1,179,VEN PSV Partido Socialista de Venezuela
VEN,PUAMA,Pueblo Unido Multietnico de Amazonas,2000,2000,2000,0.61,1,165,VEN PUAMA Pueblo Unido Multietnico de Amazonas
VEN,PV,Proyecto Venezuela,1998,2000,1998,9.85,20,203,VEN PV Proyecto Venezuela
VEN,R,Renovación,1998,1998,1998,0.99,2,203,VEN R Renovación
VEN,RN,Rescate Nacional,2002,2002,2002,0,0,57,VEN RN Rescate Nacional
VEN,UDH,Unidad por los Derechos Humanos,1998,1998,1998,0.49,1,203,VEN UDH Unidad por los Derechos Humanos
VEN,UFR,Unión Federal Republicano,1947,1947,1947,2.73,3,110,VEN UFR Unión Federal Republicano
VEN,UPA,Unión para Avanzar,1968,1968,1968,2.34,5,214,VEN UPA Unión para Avanzar
VEN,URD,Unión Republicana Democrática,1947,1993,1968,8.41,18,214,VEN URD Unión Republicana Democrática
VEN,VUC,Vanguardía Unitaria Comunista,1978,1978,1978,0.5,1,199,VEN VUC Vanguardía Unitaria Comunista
