country,partyfacts_id,name_short,name,name_english,left_right,year_first,year_last,share,share_year,tags
KAZ,8748,B/A,Birlik/Adal,Birlik/Adal,0.2,2013,2018,3.6,2021,"tags position: centre-right
tags ideology: [ social market economy ] // environmentalism
tags used: 2"
KAZ,8397,CPSU,Communist Party of the Soviet Union,Communist Party of the Soviet Union,-2.25,1912,1991,,,"tags position: far-left
tags ideology: communism // marxism-leninism
tags used: 3"
KAZ,5627,Auyl,Kazakhstani Social Democratic Party Auyl,Kazakhstani Social Democratic Party Auyl,-0.56,2004,2018,2,2016,"tags position: centre-left
tags ideology: social democracy // agrarianism
tags used: 3"
KAZ,3748,NO,Nur Otan,Bright Fatherland,0.56,1999,2018,88.4,2007,"tags position: big tent
tags ideology: nationalism // [ eurasianism ] // social conservatism // economic liberalism // secularism
tags used: 5"
KAZ,3747,AkZhol,Qazaqstan Demokratiyalyk Partiya Ak Zhol,Democratic Party of Kazakhstan Bright Path,0.52,2002,2018,7.5,2012,"tags position: centre-right
tags ideology: liberal conservatism // economic liberalism // secularism
tags used: 4"
KAZ,4350,QKP,Qazaqstan Kommunistik Partiyasi,Communist Party of Kazakhstan,-2.15,1936,2015,3.4,2004,"tags position:
tags ideology: communism // marxism-leninism
tags used: 2"
KAZ,3749,QKXP,Qazaqstan Kommunistik Xaliq Partiya,Communist People’s Party of Kazakhstan,-1.29,2004,2018,7.2,2012,"tags position: left-wing
tags ideology: socialism
tags used: 2"
KAZ,4351,DVK/AK,Qazaqstannyń Demokratııalyq Tandaýy / Alga! Kazakhstan,Democratic Choice of Kazakhstan / Forward! Party,0.1,2001,2005,3.4,2004,"tags position: centre
tags ideology: liberalism // populism // civic nationalism // [ decentralization ] // [ parliamentary system ] // [ liberal democracy ] // [ e-democracy ] // [ civil libertarianism ]
tags used: 4"
KAZ,3750,ZSDP,Zhalpyulttyk Sotsial-Demokratiyalyk Partiya,Nationwide Social Democratic Party,-0.6,2007,2018,4.5,2007,"tags position: centre-left
tags ideology: social democracy // republicanism // [ parliamentary system ] // [ labour movement ]
tags used: 3"
KEN,7609,ANC,Amani National Congress,Amani National Congress,-0.14,2015,2018,4,2017,"tags position: centre
tags ideology: social liberalism
tags used: 2"
KEN,3860,DP,Democratic Party,Democratic Party,0.92,1991,2013,18.7,1992,"tags position: centre-right // right-wing
tags ideology: conservatism
tags used: 3"
KEN,3863,FORD-K,Forum for the Restoration of Democracy-Kenya,Forum for the Restoration of Democracy-Kenya,-0.61,1991,2013,17.1,1992,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
KEN,6912,JP,Jubilee Party,Jubilee Party,1.04,2016,2018,49.1,2017,"tags position: right-wing
tags ideology: conservatism // economic liberalism
tags used: 3"
KEN,2316,KANU,Kenya African National Union,Kenya African National Union,0.95,1960,2018,52.4,1963,"tags position: centre-right // right-wing
tags ideology: nationalism // conservatism
tags used: 4"
KEN,6512,KPU,Kenya People's Union,Kenya People's Union,-1.29,1966,1969,54.3,1966,"tags position: left-wing
tags ideology: socialism
tags used: 2"
KEN,7972,NFK-K,New Forum for the Restoration of Democracy—Kenya,New Forum for the Restoration of Democracy—Kenya,-0.41,2006,2016,1,2007,"tags position: centre
tags ideology: third way // social democracy
tags used: 3"
KEN,2360,ODM,Orange Democratic Movement,Orange Democratic Movement,-0.3,2005,2018,21.4,2013,"tags position: centre-left
tags ideology: social democracy // civic nationalism // social liberalism // populism
tags used: 5"
KEN,2361,ODM-Kenya,Orange Democratic Movement-Kenya,Orange Democratic Movement-Kenya,-0.3,2007,2018,3.9,2008,"tags position: centre-left
tags ideology: social democracy // civic nationalism // social liberalism // populism
tags used: 5"
KEN,2359,PNU,Party of National Unity,Party of National Unity,1.06,2007,2014,20.1,2007,"tags position: right-wing
tags ideology: conservatism
tags used: 2"
KEN,3858,S,Safina,Safina,-0.28,1997,2013,4.1,1997,"tags position: centre // centre-left
tags ideology: social liberalism // social democracy // civic nationalism
tags used: 5"
KEN,3867,TNA,The National Alliance,The National Alliance,0.95,2000,2016,24.8,2013,"tags position: centre-right // right-wing
tags ideology: nationalism // conservatism
tags used: 4"
KEN,3864,UDFP,United Democratic Forum Party,United Democratic Forum Party,0.17,2013,2013,3.7,2013,"tags position: centre
tags ideology: liberalism // economic liberalism // [ humanism ]
tags used: 3"
KEN,2362,WDM-K,Wiper Democratic Movement—Kenya,Wiper Democratic Movement—Kenya,-0.61,2006,2018,5.6,2013,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
PRK,4712,WPK,Joseon-Rodong-Dang,Workers' Party of Korea,-1.81,1949,2018,88.2,2009,"tags position: far-left // stalinism
tags ideology: communism // [ juche ] // [ songun ]
tags used: 3"
KOR,4468,NARRKI,Daehan Dongnip Chokseong Gungmin-hoe,National Association for the Rapid Realization of Korean Independence,1.58,1946,1960,26.1,1948,"tags position: right-wing // far-right
tags ideology: [ conservatism in south korea ] // anti-communism
tags used: 3"
KOR,4466,DG,Daehan Gungmin-dang,Korea National Party / Korea Nationalist Party,1.77,1950,1954,9.7,1950,"tags position: far-right
tags ideology: [ conservatism in south korea ] // [ korean nationalism ] // anti-communism // [ three principles of the people ] // [ ilminism ]
tags used: 2"
KOR,6561,DPK,Deobureominjudang,Democratic Party / Minjoo Party of Korea,-0.28,2015,2018,25.5,2016,"tags position: centre // encyclopædia britannica // europe elects // centre-left
tags ideology: [ liberalism in south korea ] // [ foreign policy ] // [ deutsche welle ] // social liberalism // [ the economist ] // social conservatism // [ jacobin (magazine) ] // left-wing populism
tags used: 7"
KOR,4467,GH,Gungmin-hoe,National Association,1.58,1950,1958,6.8,1950,"tags position: right-wing // far-right
tags ideology: [ conservatism in south korea ] // anti-communism
tags used: 3"
KOR,7654,PP,Gungminuidang,People's Party,0.21,2016,2018,25.8,2016,"tags position: centre
tags ideology: liberalism // economic liberalism // social conservatism // [ centrist reformism ]
tags used: 4"
KOR,4460,HGD,Hanguk Gungmin-dang,Korea National Party,1.5,1981,1988,13.2,1981,"tags position: right-wing
tags ideology: national conservatism // [ corporatism ] // anti-communism
tags used: 3"
KOR,4465,KDP,Hanguk Minju-dang,Korea Democratic Party,1.17,1945,1949,13.5,1948,"tags position: right-wing
tags ideology: [ liberal democracy ] // anti-communism // [ korean nationalism ] // [ united states ] // conservatism
tags used: 3"
KOR,2307,HD-SD,Hannara-dang — Saenuri-dang,New World Party — The Grand National Party,1.65,1997,2020,42.8,2012,"tags position: right-wing // far-right // indiewire // united press international // the hankyoreh // centre-right // house of commons of the united kingdom
tags ideology: [ conservatism in south korea ] // social conservatism // national conservatism // right-wing populism // anti-communism
tags used: 11"
KOR,2306,LFP/AUP,Jayou Seonjin Dang,Liberty Forward Party / Advancement Unification Party,0.74,2008,2012,6.8,2008,"tags position:
tags ideology: conservatism // regionalism
tags used: 2"
KOR,4455,LP,Jayu-dang,Liberal Party,1.77,1951,1970,42.1,1958,"tags position: far-right
tags ideology: [ ilminism ] // [ conservatism in south korea ] // [ united states ] // [ not found. ] // [ korean nationalism ] // anti-communism // [ fascism ]
tags used: 2"
KOR,7655,GNP/NFP/LKP,Jayuhangukdang,Grand National Party / New Frontier Party [Saenuri] / Liberty Korea Party [Hannara],1.65,1997,2020,33.5,2016,"tags position: right-wing // far-right // indiewire // united press international // the hankyoreh // centre-right // house of commons of the united kingdom
tags ideology: [ conservatism in south korea ] // social conservatism // national conservatism // right-wing populism // anti-communism
tags used: 11"
KOR,2545,ULD,Jayu Minju Yonmaeng,United Liberal Party,1.1,1995,2006,16.2,1996,"tags position: right-wing
tags ideology: regionalism // [ conservatism in south korea ] // social conservatism
tags used: 3"
KOR,6560,JP,Jeongui Dang,Justice Party,-0.38,2012,2018,7.2,2016,"tags position: centre-left // left-wing
tags ideology: social democracy // liberalism // [ progressivism in south korea ]
tags used: 4"
KOR,4450,NPP,Jinbo Shin-dang,New Progressive Party,-0.78,2008,2012,2.1,2008,"tags position: centre-left // left-wing
tags ideology: [ progressivism in south korea ] // social democracy // [ postnationalism ] // [ feminism ]
tags used: 3"
KOR,5247,CRP,Jongmin hoe,Civil Rule Party / Civil Rights Party,0.48,1963,1963,23.4,1963,"tags position:
tags ideology: classical liberalism // liberal conservatism // [ liberal democracy ]
tags used: 2"
KOR,4458,DP,Minju-dang,Democratic Party,0.52,1955,1964,49.2,1960,"tags position: centre-right
tags ideology: classical liberalism // liberal conservatism // [ democratization ]
tags used: 3"
KOR,4511,DRP,Minju Gonghwa-dang,Democratic Republican Party,1.21,1963,1980,53.5,1967,"tags position: right-wing
tags ideology: nationalism // conservatism // anti-communism // [ corporatism ] // [ liberal democracy ]
tags used: 4"
KOR,4510,MG,Minju Gungmin-dang,Democratic Nationalist Party,1.17,1950,1954,9.8,1950,"tags position: right-wing
tags ideology: [ liberal democracy ] // anti-communism // [ korean nationalism ] // conservatism
tags used: 3"
KOR,4342,DKP,Minju Hanguk-dang,Democratic Korean Party,0.48,1981,1988,21.6,1981,"tags position:
tags ideology: classical liberalism // liberal conservatism // [ korean nationalism ]
tags used: 2"
KOR,894,MK/SH,Minju Ja-yudang / Sin Han-gukdang,Democratic Liberal Party / New Korea Party,0.99,1990,1997,38.5,1992,"tags position: centre-right // right-wing
tags ideology: conservatism // anti-communism // economic liberalism
tags used: 5"
KOR,4341,DJP,Minju Jeongui-dang,Democratic Justice Party,1.5,1980,1990,35.6,1981,"tags position: right-wing
tags ideology: national conservatism // [ korean nationalism ] // anti-communism
tags used: 3"
KOR,2546,DLP,Minju Nodong Dang,Democratic Labour Party,-1.16,2000,2011,13,2004,"tags position: left-wing
tags ideology: [ progressivism in south korea ] // democratic socialism // [ korean nationalism ]
tags used: 2"
KOR,4464,DP,Min Ju Tong Hap-dang,Democratic United Party / Democratic Party,-0.2,2011,2014,37.2,2012,"tags position: centre // centre-left
tags ideology: social liberalism
tags used: 3"
KOR,4344,PPD,Pyunghwa Minju-dang,Party for Peace and Democracy,0.2,1987,1991,19.4,1988,"tags position:
tags ideology: liberalism // [ liberalism in south korea ] // conservative liberalism // [ centrist reformism ] // [ democratization ]
tags used: 2"
KOR,2548,MDP,Saecheonnyeonminju Dang,Millenium Democratic Party,-0.05,2000,2007,35.9,2000,"tags position: centre // centre-left
tags ideology: liberalism // [ liberalism in south korea ] // conservative liberalism // [ centrist reformism ] // [ sunshine policy ] // social liberalism
tags used: 5"
KOR,2019,NCNP,Saejeongchi Gungminhoeu,National Congress for New Politics,0.17,1995,2000,25.3,1996,"tags position: centre
tags ideology: liberalism // [ liberalism in south korea ] // conservative liberalism // [ centrist reformism ] // [ sunshine policy ]
tags used: 3"
KOR,4470,NDP,Sinmin-dang,New Democratic Party,0.41,1967,1980,44.4,1971,"tags position: centre // centre-right
tags ideology: classical liberalism // liberal conservatism // [ democratization ]
tags used: 4"
KOR,2543,UPP,Tonghap Jinbo Dang,United Progressive Party,-1.29,2011,2014,10.3,2012,"tags position: centre-left // left-wing // rowman & littlefield // far-left
tags ideology: [ progressivism in south korea ] // left-wing nationalism
tags used: 5"
KOR,2305,MD,[Tonghap] Minjudang,[United] Democratic Party,-0.2,2008,2011,36.5,2012,"tags position: centre // centre-left
tags ideology: social liberalism
tags used: 3"
KOR,4509,RDP,Tongil Minju-dang,Party for Unification and Democracy / Reunification Democratic Party,0.48,1987,1990,23.8,1988,"tags position: centre // centre-right
tags ideology: liberal conservatism // economic liberalism // conservative liberalism // [ democratization ]
tags used: 5"
KOR,2452,Uri,Uri Dang,Our Party,-0.13,2003,2007,38.3,2004,"tags position: centre-left
tags ideology: [ the hankyoreh ] // liberalism // [ liberalism in south korea ] // social liberalism // [ participatory democracy ] // [ progressivism in south korea ]
tags used: 3"
XKX,3703,AKR,Aleanca Kosova e Re,New Kosovo Alliance,-0.02,2006,2018,12.3,2007,"tags position: centre // the atlantic // centre-left // center for strategic and international studies
tags ideology: liberalism
tags used: 5"
XKX,3243,AAK,Aleanca për Ardhmërinë e Kosovës,Alliance for the Future of Kosovo,1.03,2001,2018,11.1,2010,"tags position: right-wing
tags ideology: national conservatism // [ europe elects ] // [ unification of albania and kosovo ] // economic liberalism // pro-europeanism
tags used: 4"
XKX,7895,A,Alternativa,The Alternative,0.08,2017,2018,1.7,2017,"tags position: centre
tags ideology: liberalism
tags used: 2"
XKX,8274,DS,Demokratska stranka,Democratic Party,-0.28,1990,2018,6,2014,"tags position: centre // centre-left
tags ideology: social democracy // social liberalism // pro-europeanism
tags used: 5"
XKX,8273,DSS,Demokratska stranka Srbije,Democratic Party of Serbia,1.38,1992,2018,7,2012,"tags position: right-wing
tags ideology: national conservatism
tags used: 2"
XKX,8275,LDP,Liberalno demokratska partija,Liberal Democratic Party,0.03,2005,2018,5,2016,"tags position: centre
tags ideology: liberalism // classical liberalism // progressivism
tags used: 4"
XKX,3704,LDD,Lidhja Demokratike e Dardanisë,Democratic League of Dardania,0.86,2007,2015,2.1,2010,"tags position: centre-right
tags ideology: conservatism // social conservatism // economic liberalism
tags used: 4"
XKX,2295,LDK,Lidhja Demokratike e Kosovës,Democratic League of Kosovo,0.61,1989,2018,24.7,2010,"tags position: centre-right
tags ideology: liberal conservatism // social conservatism
tags used: 3"
XKX,4765,NISMA,Nisma për Kosovën,Social Democratic Initiative,-0.61,2014,2018,5.2,2014,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
XKX,2294,PDK,Partia Demokratike e Kosovës,Democratic Party of Kosovo,-0.03,1999,2018,34.5,2007,"tags position: centre-right // right-wing // centre-left
tags ideology: national conservatism // [ europe elects ] // social conservatism // [ unification of albania and kosovo ] // economic liberalism // social democracy // social liberalism
tags used: 8"
XKX,5497,PD,Partia e Drejtësisë,Justice Party,0.98,2004,2018,1,2004,"tags position: centre-right // right-wing
tags ideology: [ islamism ] // [ islam and democracy ] // conservatism // social conservatism // economic liberalism
tags used: 5"
XKX,3702,FER,Partia Fryma e Re,New Spirit Party,0.08,2010,2011,2.2,2010,"tags position: centre
tags ideology: liberalism
tags used: 2"
XKX,3701,ORA,Partia Reformiste ORA,Reformist Party ORA,-0.44,2004,2010,4.2,2007,"tags position: centre // centre-left
tags ideology: social democracy // reformism
tags used: 4"
XKX,5501,PSHDK,Partia Shqiptare Demokristiane e Kosovës,Albanian Christian Democratic Party of Kosovo,0.52,2004,2018,1.8,2004,"tags position: centre-right
tags ideology: christian democracy // [ albanian nationalism ] // social conservatism // pro-europeanism
tags used: 4"
XKX,5500,PSD,Partia Social Demokrate,Social Democratic Party,-0.52,1990,2018,5.2,2014,"tags position: centre-left
tags ideology: social democracy // pro-europeanism
tags used: 3"
XKX,3249,SLS,Samostalna liberalna stranka,Independent Liberal Party,0.08,2006,2018,2.1,2010,"tags position: centre
tags ideology: liberalism // [ kosovo serbs ] // [ ethnic party ]
tags used: 2"
XKX,8276,SPS,Socijalistička partija Srbije,Socialist Party of Serbia,-0.51,1990,2018,11,2016,"tags position: centre-left
tags ideology: social democracy // populism
tags used: 3"
XKX,8277,SLS,Srpska liberalna stranka,Serbian Liberal Party,1.44,1991,2010,,,"tags position: right-wing
tags ideology: national conservatism // [ national liberalism ] // monarchism // anti-communism
tags used: 4"
XKX,5499,SL,Srpska lista,Serbian List,1.2,2014,2018,5.2,2014,"tags position: right-wing
tags ideology: [ kosovo serbs ] // [ ethnic party ] // euroscepticism
tags used: 2"
XKX,8278,SNS,Srpska napredna stranka,Serbian Progressive Party,0.13,2008,2018,,,"tags position: big tent
tags ideology: populism // [ neoliberalism ] // pro-europeanism
tags used: 3"
XKX,2296,VV!,Vetëvendosje!,Self-determination,-0.76,2004,2018,12.7,2010,"tags position: centre-left // left-wing
tags ideology: social democracy // progressivism // [ albanian nationalism ] // [ unification of albania and kosovo ]
tags used: 4"
KWT,5276,NDA,National Democratic Alliance,National Democratic Alliance,0.32,1992,2018,26,1991,"tags position: centre-right
tags ideology: [ national liberalism ] // secularism
tags used: 2"
KWT,5275,PAB,Popular Action Bloc,Popular Action Bloc,0.51,1992,2012,12,2007,"tags position: centre-right
tags ideology: populism // nationalism
tags used: 3"
KGZ,7201,A,Adilet,"Democratic Party ""Justice""",-0.32,2004,2006,1,2005,"tags position:
tags ideology: social liberalism // social democracy
tags used: 2"
KGZ,5382,AJ,Ak Jol,White Path,1,2007,2010,78.9,2007,"tags position: centre-right
tags ideology: [ kyrgyz people ] // nationalism // national conservatism // [ communitarianism ]
tags used: 3"
KGZ,6341,AK,Alga Kyrgyzstan,Forward Kyrgyzstan,0.53,2003,2006,86,2005,"tags position: big tent
tags ideology: economic liberalism
tags used: 2"
KGZ,4527,AM,'Ata-Meken' Socialisticheskaya Partiya,Socialist Party 'Fatherland',-0.53,1992,2018,14.6,2010,"tags position: centre-left
tags ideology: social democracy // third way
tags used: 3"
KGZ,4529,AZ,Ata Zhurt,Ata Zhurt / Fatherland,1.38,2004,2014,9.9,2010,"tags position: right-wing
tags ideology: [ kyrgyz people ] // [ ethnic nationalism ] // national conservatism
tags used: 2"
KGZ,6886,BB,Bir Bol,Bir Bol,0.17,2010,2021,8.6,2015,"tags position: centre // centre-right
tags ideology: liberalism // [ russophilia ]
tags used: 3"
KGZ,6881,BK,Butun Kyrgyzstan,United Kyrgyzstan,1.08,2010,2018,8.4,2010,"tags position: centre-right // right-wing
tags ideology: national conservatism // [ ethnic nationalism ]
tags used: 3"
KGZ,5613,CPK,Communist Party of Kirghizia,Communist Party of Kirghizia,-2.17,1924,1991,100,,"tags position:
tags ideology: communism // marxism-leninism
tags used: 2"
KGZ,6883,KP,Kyrgyzstan Party,Kyrgyzstan Party,0.31,2015,2018,13.1,2015,"tags position: centre
tags ideology: [ cultural conservatism ] // [ social market economy ] // economic liberalism // [ sustainable development ]
tags used: 2"
KGZ,6885,OP,Önügüü — Progress,Önügüü — Progress,0.4,2012,2018,9.4,2015,"tags position: centre // centre-right
tags ideology: agrarianism // social conservatism // regionalism
tags used: 5"
KGZ,5612,PKK,Partiya Kommunistov Kirgizii,Party of Communists of Kyrgyzstan,-2.24,1992,2018,29.3,2000,"tags position: far-left
tags ideology: communism // marxism-leninism // [ soviet patriotism ]
tags used: 3"
KGZ,4528,R,Respublika,Respublika,0.37,2010,2014,8.7,2010,"tags position: centre // centre-right
tags ideology: classical liberalism // [ parliamentary sovereignty ] // nationalism
tags used: 4"
KGZ,6882,R — AZ,Respublika — Ata Zhurt,Respublika — Ata Zhurt,0.14,2014,2020,20.3,2015,"tags position: centre // centre-right
tags ideology: liberalism // reformism
tags used: 4"
KGZ,4526,KSP,Sotsial-demokraticheskaya partiya,Social Democratic Party of Kyrgyzstan,-0.61,1993,2018,27.6,2015,"tags position: centre-left
tags ideology: social democracy // [ russophilia ]
tags used: 2"
LAO,5203,LPRP,Lao People's Revolutionary Party,Lao People's Revolutionary Party,-2.24,1955,2018,100,1974,"tags position: far-left
tags ideology: communism // marxism-leninism
tags used: 3"
LVA,8393,AP!,Attīstībai/Par!,Development/For!,-0.03,2018,2018,12,2018,"tags position: centre
tags ideology: liberalism // social liberalism // classical liberalism
tags used: 4"
LVA,5707,DC,Demokrātiskais Centrs,Democratic Centre,0.13,1922,1934,6,1931,"tags position: centre
tags ideology: [ centre ] // agrarianism
tags used: 2"
LVA,897,D,Dzimtene,Motherland,-1.3,2006,2006,2.1,2006,"tags position: left-wing
tags ideology: left-wing populism // socialism // [ syndicalism ]
tags used: 3"
LVA,7864,I,Izaugsme,Growth,-0.17,2018,2018,1,2018,"tags position: centre
tags ideology: progressivism // regionalism
tags used: 3"
LVA,1531,JL,Jaunais Laiks,New Era,0.6,2002,2011,23.9,2002,"tags position: centre-right
tags ideology: liberal conservatism // economic liberalism // [ anti-corruption ]
tags used: 3"
LVA,6355,JKP,Jaunā konservatīvā partija,New Conservative Party,0.54,2014,2018,13.7,2018,"tags position: centre-right
tags ideology: liberal conservatism
tags used: 2"
LVA,6356,KPVLV,Kam pieder valsts?,Who owns the state?,1.1,2016,2018,14.3,2018,"tags position: centre-right // right-wing
tags ideology: right-wing populism // conservatism
tags used: 4"
LVA,7863,MF,Kustība Par!,Movement For!,0.08,2017,2018,0.1,2018,"tags position: centre
tags ideology: liberalism
tags used: 2"
LVA,3213,LAAT,Latvijas attīstībai,Latvian Development,0.2,2013,2018,12.1,2018,"tags position: centre-right
tags ideology: liberalism
tags used: 2"
LVA,1043,LC,Latvijas Ceļš,Latvian Way,0.52,1993,2006,32.4,1993,"tags position: centre-right
tags ideology: conservative liberalism
tags used: 2"
LVA,600,LKP,Latvijas Komunistiskā partija,Communist Party of Latvia,-2.16,1904,1991,21.5,1990,"tags position:
tags ideology: communism // marxism-leninism
tags used: 2"
LVA,1778,LPP,Latvijas Pirmā partija,Latvia's First Party,0.99,2002,2006,9.5,2002,"tags position: right-wing
tags ideology: conservatism // christian democracy // euroscepticism
tags used: 4"
LVA,461,LPP/LC,Latvijas Pirmā partija / Latvijas Ceļš,Latvian First Party / Latvian Way Party,0.6,2006,2011,8.6,2006,"tags position: centre-right
tags ideology: conservative liberalism // social conservatism // christian democracy
tags used: 4"
LVA,3194,LRa,Latvijas Reģionu apvienība,Latvian Association of Regions,0.1,2014,2018,6.7,2014,"tags position: centre
tags ideology: [ centre ] // regionalism
tags used: 2"
LVA,741,LSDSP,Latvijas Sociāldemokrātiskā Strādnieku Partija,Latvian Social Democratic Workers' Party,-0.78,1918,1934,12.8,1998,"tags position: centre-left
tags ideology: social democracy // democratic socialism
tags used: 3"
LVA,588,LSP,Latvijas Sociālistiskā partija,Socialist Party of Latvia,-1.81,1995,2004,5.6,1995,"tags position: far-left
tags ideology: communism
tags used: 2"
LVA,1296,LZP,Latvijas Zaļā partija,Latvian Green Party,0.05,1993,2006,2.3,1998,"tags position: centre // centre-right
tags ideology: green politics // social conservatism
tags used: 4"
LVA,1702,LZS,Latvijas Zemnieku savienība,Latvian Farmers' Union,0.48,1917,2018,10.7,1993,"tags position: centre
tags ideology: agrarianism // conservatism
tags used: 3"
LVA,7619,,Nacionālā apvienība,National Alliance,1.78,2014,2018,16.6,2018,"tags position: right-wing // far-right
tags ideology: national conservatism // right-wing populism
tags used: 4"
LVA,3193,NsL,No sirds Latvijai,For Latvia from the Heart,1.4,2014,2018,6.8,2014,"tags position: right-wing
tags ideology: conservatism // social conservatism // right-wing populism // euroscepticism
tags used: 5"
LVA,393,PLL,Par Labu Latviju!,For a Good Latvia,0.72,2010,2011,7.8,2010,"tags position: centre-right
tags ideology: conservatism // social conservatism // conservative liberalism
tags used: 4"
LVA,415,PS,Pilsoniskā savienība,Civic Union,0.79,2008,2011,24.3,2009,"tags position: centre-right // right-wing
tags ideology: conservatism // liberal conservatism
tags used: 4"
LVA,6357,P,Progresīvie,The Progressive,-0.57,2017,2018,2.6,2018,"tags position: centre-left
tags ideology: green politics // social democracy // pro-europeanism // progressivism
tags used: 5"
LVA,1056,SC,Saskaņas Centrs,Harmony Centre,-0.77,2006,2014,28.4,2011,"tags position: centre-left // left-wing
tags ideology: social democracy // [ russians in latvia ] // [ ethnic party ]
tags used: 3"
LVA,87,SDP,Sociāldemokrātiskā partija,Social Democratic Party,-0.61,2002,2010,1.5,2002,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
LVA,5976,SDPS,"Sociāldemokrātiskā Partija ""Saskaņa""","Social Democratic Party ""Harmony""",-0.54,2009,2018,23,2014,"tags position: centre-left
tags ideology: social democracy // [ ethnic party ] // social conservatism
tags used: 3"
LVA,1755,TP,Tautas Partija,People's Party,0.96,1998,2011,21.2,1998,"tags position: centre-right
tags ideology: conservatism // national conservatism
tags used: 3"
LVA,1719,TSP,Tautas Saskaņas Partija,National Harmony Party,-0.61,1993,2004,14.1,1998,"tags position: centre-left
tags ideology: social democracy // [ russians in latvia ] // [ ethnic party ] // [ russophilia ]
tags used: 2"
LVA,671,TB,Tēvzemei un Brīvībai,For Fatherland and Freedom,1.36,1993,1995,11.9,1995,"tags position: right-wing
tags ideology: [ latvia ] // nationalism // national conservatism // economic liberalism // [ bbc news ] // euroscepticism
tags used: 5"
LVA,1704,TB/LNNK,Tēvzemei un Brīvībai / LNNK,For Fatherland and Freedom / LNNK,1.36,1997,2011,16.6,2014,"tags position: right-wing
tags ideology: [ latvia ] // nationalism // national conservatism // economic liberalism // [ bbc news ] // euroscepticism
tags used: 5"
LVA,852,V,Vienotība,Unity,0.54,2010,2018,31.9,2010,"tags position: centre-right
tags ideology: liberal conservatism
tags used: 2"
LVA,701,ZZS,Zaļo un Zemnieku savienība,Green and Farmers' Union,0.32,2002,2018,20.1,2010,"tags position: centre // centre-right
tags ideology: agrarianism
tags used: 3"
LVA,1476,ZRP,Zatlera Reformu partija,Zatlers' Reform Party,0.53,2011,2015,20.8,2011,"tags position: centre-right
tags ideology: liberal conservatism
tags used: 2"
LBN,3236,SSNP,Al-Ḥizb Al-Sūrī Al-Qawmī Al-'Ijtimā'ī,Syrian Social Nationalist Party,-1.22,1932,2018,1.6,2008,"tags position: left-wing // syncretic politics
tags ideology: left-wing nationalism // [ syrian nationalism ] // [ syria (region) ] // secularism // [ anti-zionism ] // [ antisemitism ] // [ fascism ] // [ economic nationalism ]
tags used: 4"
LBN,2565,PSP,al-hizb al-taqadummi al-ishtiraki,Progressive Socialist Party,-0.65,1949,2018,6.3,1996,"tags position: centre // centre-left // left-wing
tags ideology: social democracy // third way // democratic socialism // [ arab nationalism ] // [ pan-arabism ]
tags used: 6"
LBN,6039,CB,Al Kutla ad Dustuuriyya,Constitutional Bloc / Destour Party,0.07,1934,1958,21.8,1947,"tags position: centre
tags ideology: [ secular liberalism ] // civic nationalism // [ nonsectarian ]
tags used: 2"
LBN,4741,NB,Al-Kutlah Al-Wataniyyah,National Bloc,0.18,1943,2018,6.8,1953,"tags position: centre
tags ideology: [ lebanese nationalism ] // liberalism // secularism // liberal conservatism // [ francophile ]
tags used: 4"
LBN,3235,LF,al-Quwwāt al-Libnānīyah,Lebanese Forces,0.73,1976,2018,5.5,2008,"tags position: right-wing
tags ideology: christian democracy // liberal conservatism // [ lebanese nationalism ]
tags used: 3"
LBN,2564,FPM,at-Tayyār al-Waṭanī al-Horr,Free Patriotic Movement,0.46,2005,2018,16.4,2005,"tags position: big tent
tags ideology: christian democracy // economic liberalism // civic nationalism
tags used: 4"
LBN,7992,AM,Azm Movement,Azm Movement,-0.05,2004,2018,3.1,2018,"tags position: centre
tags ideology: secularism
tags used: 2"
LBN,3165,Amal,Harakat Amal,Amal Movement,0.64,1974,2018,10.5,2008,"tags position: centre-right
tags ideology: conservatism // populism
tags used: 3"
LBN,8350,HM,Harakat Majd,Glory Movement,-0.05,2004,2018,,,"tags position: centre
tags ideology: secularism
tags used: 2"
LBN,2317,LDP,Hizb al-democraty al-lubnany,Lebanese Democratic Party,0.73,2001,2018,1.2,2008,"tags position: centre-right
tags ideology: conservatism
tags used: 2"
LBN,2566,Kateab,Hizb Al-Kata’eb Al-Lubnaniyah,Lebanese Phalanges Party,1.2,1936,2018,4.3,2008,"tags position: centre-right // right-wing // far-right
tags ideology: [ lebanese nationalism ] // [ newsweek ] // christian democracy // social conservatism // [ falangism ] // anti-communism
tags used: 6"
LBN,6391,NLP,Ḥizb Al-Waṭaniyyīn Al-Aḥrār,National Liberal Party,0.64,1958,2018,11.1,1972,"tags position: centre-right
tags ideology: [ lebanese nationalism ] // economic liberalism // [ national liberalism ]
tags used: 2"
LBN,3166,MM,Tayyār Al-Marada,Marada Movement,0.9,1967,2018,1.2,2008,"tags position: right-wing
tags ideology: [ lebanese nationalism ] // christian democracy
tags used: 2"
LBN,2562,FM,Tayyar Al-Mustaqbal,Future Movement,0.57,1992,2018,25,2008,"tags position: centre-right
tags ideology: [ lebanese nationalism ] // classical liberalism // economic liberalism
tags used: 3"
