country,name_short,name_english,year_first,year_last,share,share_year,party_id,partyfacts_id
SLB,indep,independent,1976,2019,64,2014,5022,5022
SYR,indep,independent,1947,2016,61.4,1947,5034,5034
TJK,indep,independent,1995,2000,62.4,1995,5040,5040
TKM,indep,independent,2018,2018,38.4,2018,5052,5052
VUT,indep,independent,1979,2016,18.7,2016,5064,5064
YMD,indep,independent,1986,1986,36,1986,5076,5076
PRY,PL,Liberal Party,1963,1988,7.7,1963,5081,5081
GMB,NCP,National Convention Party,1977,1992,27.6,1987,5082,5082
GMB,UP,United Party,1954,1972,37.9,1962,5083,5083
GMB,PPP,People's Progressive Party,1960,2007,87.5,1972,5084,5084
ARG,PDN/PC,National Democratic Party / Partido Conservador,1931,1946,44.9,1942,5085,5085
ARG,UP,Popular Union,1962,2011,30.9,1965,5086,5086
ARG,UCRI,Intransigent Radical Civic Union,1958,1973,49.3,1958,5087,5087
COD,MLC,Movement for the Liberation of the Congo,2006,2011,12.8,2006,5089,5089
COD,PPRD,People's Party for Reconstruction and Democracy,2003,2011,22.2,2006,5090,5090
COD,MPR,Popular Movement of the Revolution,1970,1987,100,1977,5091,5091
COD,UDPS,Union for Democracy and Social Progress,2011,2011,8.2,2011,5092,5092
CRI,PVP BOC,People's Vanguard Party // Communist Party of Costa Rica // Workers and Farmers Party,1934,1946,16.3,1942,5093,5093
VEN,PSUV,United Socialist Party of Venezuela,2010,2015,48.1,2010,5094,5094
VEN,MUD,Democratic Unity Roundtable,2010,2015,56.2,2015,5095,5095
CIV,FPI,Ivorian Popular Front,1990,2016,48.7,2000,5096,5096
CIV,RDR,Rally of the Republicans,1995,2011,57,2011,5097,5097
CIV,PDCI-RDA,Democratic Party of Côte d'Ivoire — African Democratic Rally,1946,2011,100,1959,5098,5098
UZB,OLDP,Uzbekistan Liberal Democratic Party,2004,2019,44.2,2009,5099,5099
UZB,OXDP,People's Democratic Party of Uzbekistan,1990,2019,100,1990,5100,5100
UZB,ASDP,Justice Social Democratic Party,1995,2019,18.8,1995,5101,5101
UZB,OMTDP,Uzbekistan National Revival Democratic Party,2004,2019,25.8,2009,5102,5102
NIC,PCD,Democratic Conservative Party,1984,1984,13.9,1984,5103,5103
BGR,Z,Link,1945,1945,15.9,1945,5104,5104
BGR,BRSP,Bulgarian Social Democratic Workers Party (Broad Socialists),1913,1945,14.1,1919,5105,5105
BOL,PURS,Republican Socialist Unity Party,1944,1949,56.9,1949,5106,5106
BOL,PIR,Revolutionary Left Party,1942,1978,32.4,1947,5107,5107
BOL,LP,Liberal Party,1900,1949,100,1912,5108,5108
BOL,PRS,Socialist Republican Party,1927,1942,50,1928,5109,5109
BOL,PN,Nationalist Party,1927,1928,41,1928,5110,5110
BOL,PRG,Genuine Republican Party,1927,1942,53.4,1933,5111,5111
ARG,PDP,Democratic Progressive Party,1916,1973,31,1931,5112,5112
CRI,UC,Unity Coalition,1978,1982,43.4,1978,5117,5117
CRI,SD,Social Democratic Party,1948,1949,7.6,1948,5118,5118
ARG,MID,Integration and Development Movement,1965,1965,6.6,1965,5122,5122
CHN,CPC,Communist Party of China,1954,2013,100,1954,5124,5124
DJI,RPP,People's Rally for Progress,1977,2018,100,1977,5125,5125
HUN,EP / NEP / MEP,Unity Party  / National Unity Party / Party of Hungarian Life,1922,1939,48.2,1939,5126,5126
HUN,NP-HM,Arrow Cross Party,1939,1939,15.4,1939,5127,5127
EGY,HaN,Al-Nour Party,2011,2011,24.2,2011,5128,5128
EGY,FJP,Freedom and Justice Party,2011,2011,46.3,2011,5129,5129
PER,P,Peru 2000,2000,2000,42.4,2000,5130,5130
BGR,NLP,National Liberal Party,1923,1923,12,1923,5132,5132
BGR,DS,Democratic Alliance,1923,1923,63.8,1923,5133,5133
EST,RKE,National Centre Party,1932,1932,22.1,1932,5135,5135
BOL,PDC,Christian Democratic Party,1966,2019,13.6,1966,5139,5139
EST,ML/PK,Rural League // Farmers' Assemblies,1918,1929,23.1,1929,5140,5140
EST,ESTP,Estonian Socialist Workers' Party,1926,1932,24,1926,5141,5141
EST,AP,Settlers' Party,1926,1932,39.8,1932,5142,5142
EST,ER,Estonian People's Party,1919,2019,20.7,1919,5144,5144
DJI,PND,National Democratic Party,2003,2018,,2003,5148,5148
DJI,MRDD / PRD,Movement for Democratic Renewal and Development / Party for Democratic Renewal,1992,2013,25.4,1992,5151,5151
EGY,ASU,Arab Socialist Union,1964,1971,100,1964,5153,5153
SLV,NDP,National Democratic Party,1928,1928,100,1928,5154,5154
EST,ERE / EDE,Progressive National Democratic Party / Estonian Democratic Party,1918,1918,,1918,5155,5155
EST,ETE,Estonian Labour Party,1918,1929,30.4,1918,5156,5156
GNB,PRID,Republican Party for Independence and Development,2008,2008,7.5,2008,5158,5158
HND,PAC,Anti-Corruption Party,2013,2013,15.2,2013,5160,5160
HND,LIBRE,Liberty and Refoundation,2013,2017,27.5,2013,5161,5161
LBR,NUDP,National Union for Democratic Progress,2011,2011,3.9,2011,5163,5163
THA,NT,Leading Thai party,1995,1995,6.3,1995,5167,5167
PHL,NUP,National Unity Party,2013,2019,9.7,2016,5169,5169
PHL,UNA,United Nationalist Alliance,2013,2016,9.3,2013,5171,5171
IND,PSP,Praja Socialist Party,1962,1962,6.8,1962,5174,5174
IND,SWP,Freedom Party,1962,1967,8.7,1967,5176,5176
IND,JP,Janta Party (Secular),1980,1984,9.4,1980,5178,5178
IND,SSP,United Socialist Party,1967,1967,4.9,1967,5181,5181
AFG,HDK,People's Democratic Party of Afghanistan,1988,1988,100,1988,5184,5184
ARG,LIB,Liberal Party of Corrientes,1912,1912,6.4,1912,5186,5186
ARG,PDC,Christian Democratic Party,1960,1963,5.7,1963,5188,5188
ARG,PAN,Partido Autonomista Nacional / Partido Conservador,1912,1930,16.9,1912,5192,5192
PNG,PP/PNUP,Pangu Party / Papua and Niugini Union Party,1977,2017,35,1977,5195,5195
PNG,UP,United Party,1977,2017,10,1977,5196,5196
ZAF,Labour,Labour Party,1910,1943,14.7,1920,5197,5197
MRT,RFD,Rally of Democratic Forces / Assembly of Democratic Forces,2001,2006,15.8,2006,5199,5199
GAB,BDG / PDG,Gabonese Democratic Bloc / Gabonese Democratic Party,1957,2018,100,1961,5200,5200
MDG,TIM,I Love Madagascar,2002,2019,82.7,2007,5201,5201
TKM,DPT,Democratic Party of Turkmenistan,1994,2018,100,1994,5202,5202
LAO,LPRP,Lao People's Revolutionary Party,1958,2016,100,1992,5203,5203
MDG,indep,independent,1960,2019,54,2019,5205,5205
SYR,Baath,Arab Socialist Ba'ath Party – Syria Region,1954,2016,66.7,1973,5216,5216
SYR,NPF,National Progressive Front,1977,2016,100,1981,5217,5217
YMD,HIY,Yemeni Socialist Party,1970,1986,100,1978,5218,5218
SOM,SYL,Somali Youth League,1956,1969,75.6,1959,5220,5220
DZA,MSPP,Movement for the Society of Peace,1997,2017,14.8,1997,5221,5221
DZA,MPRN,Movement for National Reform,2002,2012,9.5,2002,5222,5222
ZZB,ZNP,Zanzibar Nationalist Party,1957,1963,35.5,1961,5223,5223
ZZB,ASP,Afro-Shirazi Party,1957,1975,100,1965,5224,5224
ZZB,ZPPP,Zanzibar and Pemba People's Party,1961,1963,15.9,1963,5225,5225
CZE,CSSD,Czechoslovak Social Democratic Workers Party,1920,1946,25.7,1920,5236,5236
CZE,SdP,Sudeten German Party,1935,1935,15.2,1935,5237,5237
PER,UC,National Unity,1956,1956,20.9,1956,5238,5238
MDA,FPM,Popular Front of Moldova,1990,1990,100,1990,5239,5239
GTM,PRD,Workers Republican-Democratic Party,1947,1947,14.7,1947,5240,5240
GTM,PS,Socialist Party,1950,1950,12.1,1950,5241,5241
GTM,PL,Liberal Party,1923,1925,100,1923,5242,5242
GTM,FPL,Popular Liberation Front,1948,1950,50,1948,5243,5243
CZE,CSNS,Czechoslovak National Social Party (1897),1920,1946,18.4,1946,5244,5244
CZE,RSZML/AS,Republican Party of Farmers and Peasants // Agrarian Party,1920,1935,15,1929,5246,5246
KOR,CRP,Civil Rule Party / Civil Rights Party,1963,1981,20.1,1963,5247,5247
ZAF,SAP,South African Party,1910,1933,48.7,1921,5251,5251
ZAF,UP,Unionist Party,1910,1920,37.6,1910,5253,5253
ZAF,UP,United Party,1938,1974,53.8,1938,5254,5254
ZAF,PFP,Progressive Federal Party,1977,1987,19.4,1981,5255,5255
PNG,PPP,People's Progress Party,1977,2017,15,1977,5256,5256
PNG,PDM,People's Democratic Movement,1987,2017,11,2002,5257,5257
PNG,NAP,National Alliance Party,1997,2017,24.8,2007,5259,5259
PNG,NP,National Party,1982,2017,10,1982,5260,5260
BDI,UPRONA,Union for National Progress,1961,2010,100,1982,5263,5263
ZMB,NPP,National Progressive Party,1964,1964,63.6,1964,5264,5264
BDI,FRODEBU,Front for Democracy in Burundi,1993,2010,72.6,1993,5265,5265
BDI,CNDD-FDD,National Council for the Defense of Democracy – Front for the Defense of Democracy,2005,2015,81.9,2010,5266,5266
HTI,ANDP,National Alliance for Democracy and Progress,1990,1990,21,1990,5267,5267
HTI,FL,Lavalas Family,1995,2015,87.8,2000,5268,5268
HTI,FNCD,National Front for Change and Democracy,1990,1990,33.3,1990,5269,5269
HTI,FHSD,Fusion of Haitian Social Democrats,2006,2006,17.2,2006,5270,5270
HTI,INITE,Inite,2010,2010,47.9,2010,5271,5271
HTI,NUP,National Unity Party,1957,1984,100,1961,5273,5273
HTI,ALY,Democratic Alliance Party,2006,2006,10.1,2006,5274,5274
KWT,PAB,Popular Action Bloc,2008,2008,,2008,5275,5275
SLB,NAP,National Action Party of Solomon Islands,1993,1997,13.1,1993,5278,5278
SLB,NFP,Nationalist Front for Progress,1989,1989,0.8,1989,5279,5279
SLB,NURPP,National Unity and Reconciliation Progressive Party,1993,1997,42,1997,5280,5280
SLB,PAP,People's Alliance Party,1980,2019,40,2001,5282,5282
SLB,SIUP,Solomon Islands United Party,1980,2019,21.4,1984,5284,5284
SOM,SNC,Somali National Congress,1964,1969,17.9,1964,5285,5285
SOM,RSP,Somali Revolutionary Socialist Party,1976,1984,100,1979,5286,5286
TKM,CPT,Communist Party of Turkmenistan,1990,1990,100,1990,5287,5287
MRT,PRDR,Democratic [and Social] Republican Party for Renewal,1992,2006,67.7,1992,5288,5288
MRT,PPM,Mauritanian People's Party,1965,1976,100,1965,5289,5289
GAB,PGP,Gabonese Progress Party,1990,1996,16.8,1990,5290,5290
GAB,DOD,Defense of Democracy,1964,1964,17,1964,5292,5292
GAB,UDSG,Gabonese Social and Democratic Union,1952,1964,58.3,1952,5293,5293
GAB,MORENA,National Regeneration Movement,1990,1990,18.7,1990,5294,5294
COM,UCP,Comorian Union for Progress,1987,1987,100,1987,5296,5296
COM,CRC,Convention for the Renewal of the Comoros,2004,2015,18.2,2004,5297,5297
COM,RDR,Rally for Democracy and Renewal,1993,1993,66.7,1993,5298,5298
IDN,MSL,Moslem Scholars League,1955,1971,18.7,1971,5299,5299
IDN,PMSMI,Masyumi Party,1955,1955,20.9,1955,5300,5300
JPN,RK,Constitutional Nationalist Party,1912,1920,28.5,1912,5303,5303
JPN,KH,Kensei Hontō,1902,1908,26.7,1903,5305,5305
JPN,KC,Koshin Club,1904,1904,8.6,1904,5306,5306
JPN,SIEY,Sieyuhonto,1924,1924,24.8,1924,5308,5308
JPN,KEN,Constitutional Association,1924,1924,29.3,1924,5309,5309
MDG,AREMA,Association for the Rebirth of Madagascar,1977,2002,81.8,1977,5311,5311
PAN,PC,Conservative Party,1924,1936,23.9,1928,5312,5312
PAN,CPN,National Patriotic Coalition,1956,1968,79.2,1956,5313,5313
PAN,PLDo,Liberal Doctrinaire Party,1932,1948,43.8,1932,5314,5314
PAN,PL,Liberal Party,1924,1984,82.6,1924,5315,5315
PAN,PLR,Liberal Renewal Party,1932,1948,32.1,1945,5316,5316
PAN,PREN,Renewal Party,1948,1952,17,1952,5318,5318
PAN,PRA,Authentic Revolutionary Party,1948,1952,28.6,1948,5319,5319
MAR,NUPF,National Union of Popular Forces,1963,1963,22.5,1963,5322,5322
MAR,CU,Constitutional Union,1984,2011,24.8,1984,5323,5323
MAR,FDIC,Front for the Defence of Constitutional Institutions,1963,1963,34.8,1963,5324,5324
MAR,AMP,Authenticity and Modernity Party,2011,2016,21,2016,5325,5325
MDV,DRP,Maldivian People’s Party,2009,2009,24.6,2009,5327,5327
RWA,UNAR,Rwandese National Union,1961,1961,16.9,1961,5328,5328
MDV,MDP,Maldivian Democratic Party,2005,2019,45.8,2019,5329,5329
RWA,MDR,Party of the Hutu Emancipation Movement / Republican Democratic Movement,1961,1969,100,1965,5330,5330
STP,MLSTP/PSD,Movement for the Liberation of São Tomé and Príncipe / Social Democratic Party,1975,2014,100,1975,5331,5331
STP,PCD,Democratic Convergence Party-Reflection Group,1991,2014,54.4,1991,5332,5332
VUT,VP,Our Land Party,1975,2016,62.3,1979,5335,5335
VUT,UPM,Union of Moderate Parties,1975,2016,42,1987,5336,5336
VUT,NUP,Vanuatu National United Party,1991,2016,23.4,1995,5337,5337
VUT,PRV,Vanuatu Republican Party,1998,2008,13.5,2008,5338,5338
VUT,MPP,Melanesian Progressive Party,1991,2002,15.4,1991,5339,5339
STP,ADI,Independent Democratic Action,1994,2014,52.6,2014,5340,5340
VUT,FDNH,Federal Party of the New Herbides,1979,1979,7.1,1979,5342,5342
BFA,CNPP/PSD,National Convention of Progressive Patriots–Social Democratic Party,1992,1992,12.1,1992,5343,5343
ZWE,ZAPU,Zimbabwe African People's Union,1980,1985,23.6,1980,5344,5344
ZWE,RF/CAZ,Rhodesian Front / Conservative Alliance of Zimbabwe,1962,1985,83,1980,5345,5345
ZWE,CP,Centre Party,1970,1970,10.6,1970,5346,5346
NER,PPN-RDA,Nigerien Progressive Party – African Democratic Rally,1957,1970,100,1965,5347,5347
NER,RSD-G,Social Democratic Rally,2004,2009,15.7,2009,5348,5348
NGA,NNDP,Nigerian National Democratic Party,1923,1964,93.5,1947,5349,5349
NGA,NPC,Northern People's Congress,1954,1964,51.9,1964,5350,5350
NGA,NPN,National Party of Nigeria,1979,1983,58.7,1983,5351,5351
NGA,NPP,Nigerian Peoples Party,1979,1983,16,1979,5352,5352
NGA,NCNC,National Council of Nigeria and the Cameroons,1954,1964,36.2,1954,5353,5353
NGA,PRP,People's Redemption Party,1979,1983,10.9,1979,5354,5354
NGA,AG,Action Group,1954,1964,26.1,1959,5355,5355
NGA,UPN,Unity Party of Nigeria,1979,1983,24.6,1979,5356,5356
SRB,SDP,Social Democratic Party,2016,2016,,2016,5357,5357
IRN,OG,Principlists / Iranian Conservatives,2004,2012,69,2004,5358,5358
IRN,JRM,Combatant Clergy Association,1992,2000,55.6,1992,5359,5359
IRN,SIC,Servants of Iran's Construction,1996,1996,29.6,1996,5360,5360
IRQ,HAB,Arab Socialist Ba'ath Party – Iraq Region,1970,2000,100,1984,5361,5361
COG,MCDDI,Congolese Movement for Democracy and Integral Development,1992,2012,23.2,1992,5362,5362
COG,MNR,National Movement of the Revolution,1963,1963,100,1963,5363,5363
COG,UPADS,Pan-African Union for Social Democracy,1992,2017,37.6,1993,5364,5364
COG,PCT,Congolese Party of Labour,1970,2017,100,1973,5365,5365
KAZ,DP,Democratic Party,1995,1995,17.9,1995,5366,5366
KAZ,QAP,Civic Party of Kazakhstan,1999,1999,11.2,1999,5367,5367
MDG,CAF,Committee of Active Forces,1993,1993,34.6,1993,5368,5368
MDG,PCIM,Congress Party for the Independence of Madagascar,1960,1989,11.7,1977,5369,5369
MDG,LEADER-Fanilo,Economic Liberalism and Democratic Action for National Recovery,1993,1998,13.3,1998,5370,5370
MDG,PSD,Social Democratic Party of Madagascar and the Comoros,1960,1970,93.6,1965,5372,5372
MDG,AVI,Judged By Your Work Party,1998,2002,6.9,1998,5373,5373
MLI,UDPM,Democratic Union of the Malian People,1975,1988,100,1979,5374,5374
MUS,IP,Independence Party,1967,1976,54.6,1967,5375,5375
LBR,LAP,Liberian Action Party,1985,2005,26.5,1985,5376,5376
BOL,PC,Conservative Party,1900,1900,42.8,1900,5380,5380
BOL,PR,Republican Party,1918,1925,100,1923,5381,5381
KGZ,AJ,White Path,2007,2007,46.9,2007,5382,5382
NIC,PL,Liberal Party,1927,1934,69.8,1934,5384,5384
NER,MODEN/FA,Nigerien Democratic Movement for an African Federation,2011,2016,19.7,2011,5385,5385
TTO,DLP,Democratic Labour Party,1961,1971,41.7,1961,5386,5386
TTO,ULF,United Labour Front,1976,1976,26.9,1976,5387,5387
TTO,PP,People's Partnership,2010,2010,60,2010,5388,5388
UGA,FDC,Forum for Democratic Change,2006,2016,13.6,2011,5389,5389
SRB,SKJ,League of Communists of Yugoslavia,1920,1986,100,1963,5391,5391
SRB,HSS,Croatian Peasant Party,1920,1927,21.8,1923,5392,5392
SRB,DS,Yugoslav Democratic Party,1920,1927,19.9,1920,5393,5393
SRB,NRS,People's Radical Party,1903,1927,43.6,1908,5394,5394
SRB,Zajedno,Together,1996,1996,15.9,1996,5395,5395
THA,TRT,Thai Rak Thai Party / Thais Love Thais,2001,2005,60.7,2005,5397,5397
THA,PTP,Pheu Thai Party,2011,2019,48.4,2011,5398,5398
CMR,CPNC,Cameroon People's National Convention,1964,1964,23.9,1964,5409,5409
CMR,UC,Cameroon Union,1964,1964,93.5,1964,5410,5410
CMR,UPC,Union of the Peoples of Cameroon,1992,1992,8.7,1992,5411,5411
CMR,PDC,Cameroonian Party of Democrats,1964,1964,6.5,1964,5412,5412
BEN,PRPB,People's Revolutionary Party of Benin,1975,1989,98.1,1984,5413,5413
LKA,LSS,Lanka Equal Society Party,1947,2010,13.1,1952,5414,5414
LKA,ITAK,Lanka Tamil State Party (Federal Party),1956,1965,7,1960,5447,5447
BEN,PDU,Dahomeyan Unity Party,1959,1960,84.3,1959,5448,5448
ROU,PP,People's Party,1920,1931,75.5,1926,5449,5449
ROU,PN,National Peasants' Party,1926,1946,79.2,1928,5450,5450
ISL,V,Reform Party,2016,2017,10.2,2016,5454,5454
MNE,DEMOS,Democratic Alliance,2016,2016,4.9,2016,5467,5467
MNE,URA,United Reformist Action,2016,2016,2.5,2016,5468,5468
MNE,DCG,Democratic Montenegro,2016,2016,10,2016,5469,5469
SRB,PSS-BK,Strength of Serbia Movement – BK,2016,2016,,2016,5483,5483
SYC,SDP,Seychelles Democratic Party,1967,2016,53.8,1970,5485,5485
MNE,SNS,Serbian People's Party,2001,2006,7,2002,5486,5486
MNE,DSS,Democratic Serb Party,2006,2006,1.2,2006,5487,5487
PAK,IJI,Islamic Democratic Alliance,1988,1990,37.4,1990,5492,5492
SDN,NF,National Islamic Front,1986,1996,100,1996,5493,5493
SDN,SSU,Sudanese Socialist Union,1974,1981,100,1974,5494,5494
SDN,SPLM,Sudan People's Liberation Movement,2010,2010,22,2010,5495,5495
SDN,NCP,National Congress Party,2000,2015,98.6,2000,5496,5496
XKX,PD,Justice Party,2014,2019,,2014,5497,5497
XKX,SL,Serbian List,2014,2019,6.6,2019,5499,5499
XKX,PSD,Social Democratic Party,2019,2019,,2019,5500,5500
XKX,PSHDK,Albanian Christian Democratic Party of Kosovo,2007,2014,,2007,5501,5501
TCD,URD,Union for Renewal and Democracy,1997,2011,23.2,1997,5502,5502
TCD,MPS,Patriotic Salvation Movement,1997,2011,72.8,2002,5503,5503
SUR,PL,Pendawa Lima,1977,2015,9.2,1996,5504,5504
GTM,MAS,Solidarity Action Movement,1990,1990,24.1,1990,5505,5505
GTM,FNO,National Opposition Front,1974,1974,23.3,1974,5506,5506
GTM,CAO,Central Aranista Organization,1974,1974,10,1974,5507,5507
LBN,AK,Dignity,2000,2000,36,2000,5508,5508
LBN,MC,Maronite Christians,1992,1992,28.3,1992,5509,5509
LBN,GO,Greek Orthodox,1996,1996,11,1996,5510,5510
LBN,SUM,Sunni Moslem,1992,1996,22.5,1992,5511,5511
LBN,SM,Shia Moslem,1992,1996,22.5,1992,5512,5512
FRA,UNR,Union for the New Republic,1958,1962,33.7,1962,5514,5514
SUR,NPS,National Party of Suriname,1949,2015,61.9,1949,5515,5515
KHM,CNRP,Cambodia National Rescue Party,2013,2013,44.5,2013,5521,5521
NGA,APC,All Progressives Congress,2015,2019,60.3,2019,5538,5538
NGA,CPC,Congress for Progressive Change,2011,2011,8.6,2011,5539,5539
SYC,PDM,Popular Democratic Movement,2011,2011,10.9,2011,5541,5541
VUT,Greens Confederation,Confédération Verte,2004,2012,5.8,2004,5543,5543
VUT,RMC,Reunification of Movement for Change (RMC),2012,2012,4.5,2012,5545,5545
VUT,GJP,Land and Justice Party,2012,2016,7.2,2016,5546,5546
CZE,CSL,Czechoslovak People's Party,1920,1946,15.7,1946,5549,5549
PAK,AL,Awami League,1970,1970,39.2,1970,5551,5551
ARG,FREPASO,Front for a Country in Solidarity,1995,2001,20.7,1995,5553,5553
SWZ,INM,Imbokodvo National Movement,1964,1972,79.3,1967,5558,5558
SWZ,NNLC,Ngwane National Liberatory Congress,1967,1972,20.2,1967,5559,5559
SWZ,indep,independent,1978,2013,84.6,1993,5573,5573
MKD,BESA,Besa Movement,2016,2016,5,2016,5585,5585
PAK,PTI,Pakistan Movement for Justice,2013,2018,31.8,2018,5587,5587
COG,RDSP,Rally for Democracy and Social Progress,1992,1993,8,1993,5589,5589
GAB,UPG,Union of the Gabonese People,2006,2006,6.7,2006,5591,5591
GAB,RNB–RPG,National Woodcutters (Lumberjacks) Rally – Rally for Gabon,1996,2006,6.7,2001,5592,5592
BGR,RDP,Radical Democratic Party,1919,1919,5.3,1919,5593,5593
TCD,RDP,Rally for Democracy and Progress,2002,2011,6.6,2002,5595,5595
TCD,FAR,"Federation, Action for the Republic",2002,2002,6,2002,5596,5596
COD,PALU,Unified Lumumbist Party,2006,2006,6.8,2006,5597,5597
COD,MSR,Social Movement for Renewal,2006,2011,5.4,2006,5598,5598
MYS,PBB,United Bumiputera Heritage Party,1969,2018,6.3,2008,5599,5599
GIN,UNR,Union for a New Republic,1995,1995,7.9,1995,5600,5600
HTI,RDNP,Rally of Progressive National Democrats,1990,1990,7.4,1990,5601,5601
HTI,OPL,Lavalas Political Organization / Struggling People's Organization,2006,2015,10.1,2006,5602,5602
CRI,PC,Constitutional Party,1919,1949,74.9,1919,5603,5603
CAF,ADP,Alliance for Democracy and Progress,1993,2016,9.9,2016,5606,5606
CAF,FPP,Patriotic Front for Progress,1998,1998,6.5,1998,5607,5607
CAF,PLD,Liberal Democratic Party,1993,1993,9.2,1993,5609,5609
CZE,BdL,Farmers' League,1925,1929,8,1925,5610,5610
CZE,CZOS,Czechoslovak Traders' Party,1935,1935,5.4,1935,5611,5611
KGZ,PKK,Party of Communists of Kyrgyzstan,1990,2007,100,1990,5612,5612
IRQ,INA,Iraqi National Accord,2005,2018,,2005,5614,5614
IRQ,IDP,Islamic Dawa Party,2005,2018,,2005,5615,5615
IRQ,PUK,Patriotic Union of Kurdistan,2005,2018,6.5,2014,5616,5616
IRQ,KDP,Kurdistan Democratic Party,2005,2018,8.4,2018,5617,5617
IRQ,IIP,Iraqi Islamic Party,2005,2005,,2005,5618,5618
IRQ,ISCI,Islamic Supreme Council of Iraq,2005,2014,,2005,5619,5619
HKG,DAB,Democratic Alliance for the Betterment and Progress of Hong Kong,1995,2016,28.3,2000,5620,5620
HKG,HKFTU,Hong Kong Federation of Trade Unions;,2008,2016,7.7,2016,5621,5621
DZA,PT,Workers' Party,2007,2007,5.1,2007,5622,5622
TLS,CNRT,National Congress for Timorese Reconstruction,2007,2018,46.2,2012,5624,5624
TLS,FRTLI,Revolutionary Front for an Independent East Timor,2001,2018,57.4,2001,5625,5625
TLS,PD,Democratic Party,2001,2018,12.7,2007,5626,5626
SEN,MCRN,Citizen Movement for National Reform,2012,2012,5.8,2012,5638,5638
NER,UDR,Union for Democracy and the Republic,2011,2011,5.4,2011,5645,5645
NER,Sawaba,Union of Popular Forces for Democracy and Progress,1957,1958,64.5,1957,5647,5647
UZB,PPF,Progress Party of the Fatherland,1995,1999,14.4,1999,5648,5648
PHL,LnB,People’s Power,1978,1987,17.5,1987,5651,5651
PHL,PB,Pusyon Bisaya,1978,1978,4.6,1978,5656,5656
ROU,ALDE,Alliance of Liberals and Democrats,2016,2016,5.6,2016,5662,5662
SRB,Dveri,Doors,2016,2016,,2016,5665,5665
TLS,PSD,Social Democratic Party,2001,2007,17.5,2007,5671,5671
TLS,KHUNTO,National Unity Better Growing Party,2017,2018,6.5,2017,5675,5675
TLS,PDN,National Development Party,2018,2018,,2018,5677,5677
MDV,JP,Republican Party,2014,2019,13.6,2014,5680,5680
MDV,PPM,Progressive Party of Maldives,2014,2019,27.7,2014,5682,5682
MDV,PA,People's Alliance,2009,2009,5,2009,5684,5684
MDV,MDA,Maldives Development Alliance,2014,2014,4,2014,5685,5685
MDG,Vonjy,Popular Impulse for National Unity,1977,1989,12.4,1983,5692,5692
MRT,APP,People's Progressive Alliance,2006,2013,5.3,2006,5693,5693
SRB,JMO,Yugoslav Muslim Organization,1920,1923,6.9,1920,5696,5696
TJK,IRPT,Islamic Renaissance Party of Tajikistan,2000,2005,9.1,2005,5697,5697
TTO,DAC,Democratic Action Congress,1976,1976,8.1,1976,5698,5698
NIC,PPSC,Popular Social Christian Party,1984,1984,5.7,1984,5699,5699
MUS,MCA,Muslim Committee of Action,1959,1982,12.5,1959,5702,5702
PAN,MPE,Papa Egoro Movement,1994,1994,9.7,1994,5703,5703
MAR,MDS,Democratic and Social Movement,1997,1997,9.5,1997,5705,5705
MAR,PND,National Democratic Party,1984,2007,8.9,1984,5706,5706
LVA,DC,Democratic Centre,1922,1931,7.3,1922,5707,5707
LVA,LJSP,New Farmers-Small Landowners Party,1931,1931,5.8,1931,5708,5708
LVA,LKZKP,Latgalian Christian Peasant and Catholic Party,1922,1931,8.1,1931,5709,5709
COM,PO,Orange Party,2015,2015,6,2015,5710,5710
COM,PJ,Juwa Party,2015,2015,18,2015,5712,5712
COM,RDC,Democratic Rally of the Comoros,1972,2015,10.4,2015,5713,5713
PNG,MAP,Melanesian Alliance Party,1987,2017,5.6,1987,5714,5714
PNG,PAP,People's Action Party,1987,2007,6.4,2007,5715,5715
PNG,PNP,People's National Congress,2012,2017,24.3,2012,5716,5716
PAN,PUP,Popular Union Party,1952,1952,7.5,1952,5717,5717
PAN,PLA,Authentic Liberal Party,1989,1989,10.2,1989,5718,5718
VNR,NRM,National Revolutionary Movement,1956,1963,63.4,1959,5719,5719
VNR,indep,independent,1956,1971,100,1967,5722,5722
LKA,TNA,Tamil National Alliance,2004,2004,6.8,2004,5729,5729
ZAF,NNP,New National Party,1999,1999,6.9,1999,5731,5731
ZAF,AP,Afrikaner Party,1948,1948,3.9,1948,5732,5732
ZAF,DP,Dominion Party,1938,1938,6.3,1938,5733,5733
ZAF,NRP,New Republic Party,1977,1981,11.6,1977,5734,5734
SLB,SIPRA,Solomon Islands Party for Rural Advancement,2006,2019,8,2006,5735,5735
SLB,SILP,Solomon Islands Labour Party,1989,1997,8,1997,5736,5736
SLB,NDP/SILP,National Democratic Party / Solomon Islands Liberal Party,1976,2001,24,2001,5737,5737
ESP,PRDF,Federal Democratic Republican Party,1907,1918,1.5,1907,5748,5748
HUN,MDP,Hungarian Working People's Party,1949,1953,70.9,1949,5753,5753
HUN,MKP,Hungarian Communist Party,1944,1947,38.7,1944,5754,5754
HUN,MSZDP,Social Democratic Party of Hungary (1890),1922,1947,18.3,1944,5755,5755
HUN,FKgP,Independent Smallholders' Party (1930),1931,1947,57,1945,5756,5756
SEN,APR,Alliance for the Republic–Yakaar,2012,2017,53.1,2012,5766,5766
TGO,ANC,National Alliance for Change,2013,2013,17.6,2013,5767,5767
BFA,MPP,People's Movement for Progress,2015,2015,51.3,2015,5769,5769
