"","ctr_n","pty","abbr","name","name_english","information","ctr","pty_n","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","country"
"1154","Italy",76,,"MoVimento 5 Stelle","Five Star Movement",,380,"moVimento 5 stelle",2013,2013,25.6,2013,1,380000076,"ITA"
"1155","Italy",79,,"Partito Democratico","Democratic Party",,380,"partito democratico",2008,2013,33.2,2008,2,380000079,"ITA"
"1156","Italy",87,,"Rivoluzione Civile","Civil Revolution",,380,"rivoluzione civile",2013,2013,2.3,2013,1,380000087,"ITA"
"1157","Italy",88,,"Scelta Civica Con Monti Per L'Italia","Civic Choice with Monti per Italy",,380,"scelta civica con monti per l'italia",2013,2013,8.3,2013,1,380000088,"ITA"
"1158","Italy",89,,"Sinistra Ecologia Libertà","Left Ecology Freedom",,380,"sinistra ecologica libertà",2013,2013,3.2,2013,1,380000089,"ITA"
"1159","Italy",92,,"Unione Di Centro","Union of the Center",,380,"unione di centro",2006,2013,6.8,2006,3,380000092,"ITA"
"1160","Italy",97,,"Italia Dei Valori","Italy of Values",,380,"italia dei valori",2001,2008,4.4,2008,3,380000097,"ITA"
"1161","Italy",117,,"La Rosa Nel Pugno","Rose in the Fist",,380,"la rosa nel pugno",2006,2006,2.6,2006,1,380000117,"ITA"
"1162","Italy",130,,"Democrazia Europea","European Democracy",,380,"democrazia europea",2001,2001,2.4,2001,1,380000130,"ITA"
"1163","Italy",132,,"Il Girasole","The Sunflower",,380,"il girasole",2001,2001,2.2,2001,1,380000132,"ITA"
"1164","Italy",133,,"La Margherita","The Daisy",,380,"la margherita",2001,2001,14.5,2001,1,380000133,"ITA"
"1165","Italy",141,,"Pannella-Bonino","Pannella-Bonino",,380,"pannella-bonino",2001,2001,2.2,2001,1,380000141,"ITA"
"1166","Ivory Coast",15,,"Parti Démocratique de Côte d'Ivoire- Rassemblement Démocratique Africain",,,384,"Parti DÃ©mocratique de CÃ´te d'Ivoire- Rassemblement DÃ©mocratique Africain",2011,2011,29.3,2011,1,384000015,"CIV"
"1167","Ivory Coast",26,,"Rassemblement des Républicains",,,384,"Rassemblement des RÃ©publicains",2011,2011,42.5,2011,1,384000026,"CIV"
"1168","Ivory Coast",31,,"Union pour la Démocratie et la Paix en Côte d'Ivoire",,,384,"Union pour la DÃ©mocratie et la Paix en CÃ´te d'Ivoire",2011,2016,3,2016,2,384000031,"CIV"
"1169","Ivory Coast",40,,"Front Populaire Ivoirien",,,384,"Front Populaire Ivoirien",2016,2016,5.8,2016,1,384000040,"CIV"
"1170","Jamaica",1,,"Jamaica Labour Party",,,388,"jamaica labour party",1944,2016,89.7,1983,17,388000001,"JAM"
"1171","Jamaica",2,"PNP","People's National Party",,,388,"people's national party",1944,2016,60.1,1993,16,388000002,"JAM"
"1172","Jamaica",4,,"Christian Conscience Movement",,,388,"christian conscience movement",1983,1983,2.7,1983,1,388000004,"JAM"
"1173","Jamaica",7,"FP","Farmers' Party",,,388,"farmers' party",1955,1955,3.9,1955,1,388000007,"JAM"
"1174","Jamaica",10,,"Jamaica Democratic Party",,,388,"jamaica democratic party",1944,1944,4.1,1944,1,388000010,"JAM"
"1175","Jamaica",15,,"National Democratic Movement",,,388,"national democratic movement",1997,2016,4.8,1997,5,388000015,"JAM"
"1176","Japan",3,"LDP","Jiyû Minshu Tô","Liberal Democratic Party",,392,"Liberal Democratic Party",1958,2014,75.9,1960,20,392000003,"JPN"
"1177","Japan",4,"LP","Jiyû Tô","Liberal Party (also called Yoshida Liberal Party in 1953)",,392,"Liberal Party",1952,2000,72.6,1952,4,392000004,"JPN"
"1178","Japan",5,,"Jiyû Tô Bûnto Ha","Separatists' Liberal Party or Hatoyama Liberal Party",,392,"jiyû tô bûnto ha",1953,1953,5.3,1953,1,392000005,"JPN"
"1179","Japan",6,"RefP","Kaishin Tô","Reformist Party",,392,"kaishin tô",1952,1953,16.6,1953,2,392000006,"JPN"
"1180","Japan",7,"NCP","Kokumin Kyôdô Tô","National Cooperative Party",,392,"kokumin kyôdô tô",1947,1949,4.2,1947,2,392000007,"JPN"
"1181","Japan",8,"CGP","Kômei Tô","Clean Government Party",,392,"kômei tô",1967,1993,6,1976,10,392000008,"JPN"
"1182","Japan",10,"DLP","Minshu Jiyû Tô","Democratic Liberal Party",,392,"minshu jiyû tô",1949,1949,64.9,1949,1,392000010,"JPN"
"1183","Japan",11,"DSP","Minshu Shakai Tô","Democratic Socialist Party",,392,"minshu shakai tô",1960,1993,3.8,1969,12,392000011,"JPN"
"1184","Japan",12,"DP","Minshu Tô","Democratic Party",,392,"minshu tô",1947,1949,31.5,1947,2,392000012,"JPN"
"1185","Japan",15,"JLP","Nihon Jiyû Tô","Japan Liberal Party",,392,"nihon jiyû tô",1947,1947,31.8,1947,1,392000015,"JPN"
"1186","Japan",16,"JCP","Nihon Kyôsan Tô","Japanese Communist Party",,392,"Japanese Communist Party",1947,2014,18.9,2000,25,392000016,"JPN"
"1187","Japan",17,"JDP","Nihon Minshu Tô","Japan Democratic Party",,392,"nihon minshu tô",1955,1955,44.9,1955,1,392000017,"JPN"
"1188","Japan",18,"JSP","Nihon Shakai Tô","Japan Socialist Party",,392,"Japan Socialist Party",1947,2000,27.7,1947,3,392000018,"JPN"
"1189","Japan",19,,,"Youth Liberal Party",,392,"nihon shakai tô",1958,1993,25.6,1958,13,392000019,"JPN"
"1190","Japan",20,"JNP","Nihon Shintô","Japan New Party",,392,"New Party Japan",1993,2009,5,1993,3,392000020,"JPN"
"1191","Japan",24,"LWSP","Saha Shakai Tô","Left Wing Socialist Party",,392,"saha shakai tô",1952,1955,9.2,1955,3,392000024,"JPN"
"1192","Japan",26,"NLC","Shin Jiyû Tô","New Liberal Club",,392,"shin jiyû tô",1976,1986,2.3,1976,5,392000026,"JPN"
"1193","Japan",27,"RP","Shinsei Tô","Renewal Party",,392,"shinsei tô",1993,1993,6.6,1993,1,392000027,"JPN"
"1194","Japan",29,"RWSP","Uha Shakai Tô","Right Wing Socialist Party",,392,"uha shakai tô",1952,1955,9.4,1955,3,392000029,"JPN"
"1195","Japan",33,"YP","Minna no tô","Your Party",,392,"Your Party",2009,2012,8.7,2012,2,392000033,"JPN"
"1196","Japan",34,"JRP","Nippon Ishin no Kai","Japan Restoration Party",,392,"Japanese Restoration Party",2012,2012,20.4,2012,1,392000034,"JPN"
"1197","Japan",35,"TPJ","Nippon Mirai no tô","Tomorrow Party of Japan (also called the Japan Future Party)",,392,"Japan Future Party",2012,2012,5.7,2012,1,392000035,"JPN"
"1198","Japan",50,"JIP",,"Innovation Party",,392,"Innovation Party",2014,2014,15.7,2014,1,392000050,"JPN"
"1199","Japan",51,"KM","Komeito","Komeito",,392,"Komeito",2000,2014,13.7,2014,6,392000051,"JPN"
"1200","Japan",52,,,"Liberal League",,392,"Liberal League",1996,2003,8.6,2000,3,392000052,"JPN"
"1201","Japan",55,,,"New Frontier Party",,392,"New Frontier Party",1996,1996,25.1,1996,1,392000055,"JPN"
"1202","Japan",57,,,"New Socialist Party",,392,"New Socialist Party",1996,2000,2.7,1996,2,392000057,"JPN"
"1203","Japan",60,"PFG",,"Party for Japanese Kokoro",,392,"Party for Japanese Kokoro",2014,2014,2.7,2014,1,392000060,"JPN"
"1204","Japan",73,,"Minshutō","Democratic Party of Japan",,392,"Democratic Party of Japan",1996,2014,43.1,2009,7,392000073,"JPN"
"1205","Japan",75,,"Shakai Minshu-tō","Social Democratic Party",,392,"Social Democratic Party",1996,2014,5.5,2005,7,392000075,"JPN"
"1206","Kazakhstan",1,,"Zhalpyulttyk Sotsial-Demokratiyalyk Partiya","All-National Social-Democratic Party",,398,"All-National Social-Democratic Party",2007,2016,4.5,2007,3,398000001,"KAZ"
"1207","Kazakhstan",2,,"Qazaqstan Kommunistik Xaliq Partiya","Communist People’s Party of Kazakhstan",,398,"Communist Peoples Party of Kazakhstan",2007,2016,7.2,2012,3,398000002,"KAZ"
"1208","Kazakhstan",4,,"Qazaqstan Demokratiyalyk Partiya Ak Zhol","Democratic Party of Kazakhstan Bright Path",,398,"Democratic Party of Kazakhstan Bright Path",2007,2016,7.5,2012,3,398000004,"KAZ"
"1209","Kazakhstan",7,,"Nur Otan","People’s Democratic Party",,398,"Peoples Democratic Party",2007,2016,88.4,2007,3,398000007,"KAZ"
"1210","Kazakhstan",9,,"Auyl","Agrarians People’s Democratic Patriotic Party",,398,"Agrarian Peopleâs Democratic Patriotic Party",2016,2016,2,2016,1,398000009,"KAZ"
"1211","Kenya",1,"APP","African People's Party",,,404,"african people's party",1963,1963,8.6,1963,1,404000001,"KEN"
"1212","Kenya",2,"BPU","Baluhya Political Union",,,404,"baluhya political union",1961,1963,5.2,1961,2,404000002,"KEN"
"1213","Kenya",5,"DP","Democratic Party",,,404,"Democratic Party of Kenya",1992,2013,22.1,1992,3,404000005,"KEN"
"1214","Kenya",7,"FORD-A","Forum for the Restoration of Democracy-Asili",,,404,"forum for the restoration of democracy-asili",1992,2013,24.4,1992,3,404000007,"KEN"
"1215","Kenya",8,"FORD-K","Forum for the Restoration of Democracy-Kenya",,,404,"forum for the restoration of democracy-kenya",1992,2013,20.8,1992,3,404000008,"KEN"
"1216","Kenya",10,"KADU","Kenya African Democratic Union",,,404,"kenya african democratic union",1961,1963,25,1963,2,404000010,"KEN"
"1217","Kenya",11,"KANU","Kenya African National Union",,,404,"kenya african national union",1961,2013,52.4,1963,5,404000011,"KEN"
"1218","Kenya",21,"NDP","National Democratic Party",,,404,"national democratic party",1997,1997,11.3,1997,1,404000021,"KEN"
"1219","Kenya",22,"NKP","New Kenya Party",,,404,"new kenya party",1961,1961,5.1,1961,1,404000022,"KEN"
"1220","Kenya",24,"SAFINA","Safina",,,404,"safina",1997,2013,4.1,1997,2,404000024,"KEN"
"1221","Kenya",28,"SDP","Social Democratic Party",,,404,"Social Democratic Party of Kenya",1992,2013,8.3,1997,3,404000028,"KEN"
"1222","Kenya",33,"APK","Alliance Party of Kenya",,,404,"Alliance Party of Kenya",2013,2013,2.4,2013,1,404000033,"KEN"
"1223","Kenya",38,"GNU","Grand National Union",,,404,"Grand National Union",2013,2013,2.1,2013,1,404000038,"KEN"
"1224","Kenya",57,"ODM","Orange Democratic Movement",,,404,"Orange Democratic Movement",2013,2013,21.4,2013,1,404000057,"KEN"
"1225","Kenya",70,"TNA","The National Alliance",,,404,"The National Alliance",2013,2013,24.8,2013,1,404000070,"KEN"
"1226","Kenya",72,"UDFP","United Democratic forum Party",,,404,"United Democratic forum Party",2013,2013,3.7,2013,1,404000072,"KEN"
"1227","Kenya",74,"URP","United Republican Party",,,404,"United Republican Party",2013,2013,12.4,2013,1,404000074,"KEN"
"1228","Kenya",77,"WDMK","Wiper Democratic Movement - Kenya",,,404,"Wiper Democratic Movement - Kenya",2013,2013,5.6,2013,1,404000077,"KEN"
"1229","Korea",5,,"Bosu-dang","Conservative Party",,410,"bosu-dang",1963,1963,2.9,1963,1,410000005,"KOR"
"1230","Korea",15,,"Daedong Cheongnyeon-dan","Daedong Youth Corps",,410,"daedong cheongnyeon-dan",1948,1948,6,1948,1,410000015,"KOR"
"1231","Korea",19,,"Daehan Cheongnyeon-dan","Korean Youth Corps",,410,"daehan cheongnyeon-dan",1948,1950,3.1,1950,2,410000019,"KOR"
"1232","Korea",23,,"Daehan Dongnip Chokseong Gungmin-hoe","National Association for the Rapid Realization of Korean Independence",,410,"daehan dongnip chokseong gungmin-hoe",1948,1948,34.9,1948,1,410000023,"KOR"
"1233","Korea",27,,"Daehan Gungmin-dang","Korea National Party",,410,"daehan gungmin-dang",1950,1954,10.5,1950,2,410000027,"KOR"
"1234","Korea",52,,"Gungmin-dang","National Party [in 1971]",,410,"gungmin-dang",1971,1971,4,1971,1,410000052,"KOR"
"1235","Korea",53,,"Gungmin-hoe","National Association",,410,"gungmin-hoe",1950,1958,9.6,1950,3,410000053,"KOR"
"1236","Korea",54,,"Gungminui-dang","Nation's Party",,410,"gungminui-dang",1963,1963,9.5,1963,1,410000054,"KOR"
"1237","Korea",62,,"Hanguk Gungmin-dang","Korea National Party",,410,"hanguk gungmin-dang",1981,1988,13.2,1981,3,410000062,"KOR"
"1238","Korea",63,,"Hanguk Minju-dang","Korea Democratic Party",,410,"hanguk minju-dang",1948,1948,13.1,1948,1,410000063,"KOR"
"1239","Korea",68,,"Hannara-dang","Grand National Party",,410,"hannara-dang",2000,2012,40.5,2008,4,410000068,"KOR"
"1240","Korea",78,,"Jayu Minju Yeonhap","Liberal Democratic Alliance",,410,"jayu minju yeonhap",1996,2004,16.2,1996,3,410000078,"KOR"
"1241","Korea",79,,"Jayu Minju-dang","Liberal Democratic Party",,410,"jayu minju-dang",1963,1963,8.5,1963,1,410000079,"KOR"
"1242","Korea",80,,"Jayu-dang","Liberal Party",,410,"jayu-dang",1954,1967,45.5,1958,5,410000080,"KOR"
"1243","Korea",100,,"Mingwon-dang","People's Right Party",,410,"mingwon-dang",1981,1985,6.7,1981,2,410000100,"KOR"
"1244","Korea",101,,"Minjeong-dang","Party for Democracy",,410,"minjeong-dang",1963,1963,22.1,1963,1,410000101,"KOR"
"1245","Korea",106,,"Minju Gonghwa-dang","Democratic Republican Party",,410,"minju gonghwa-dang",1963,1978,53.5,1967,5,410000106,"KOR"
"1246","Korea",107,,"Minju gungmin-dang","Democratic National Party",,410,"minju gungmin-dang",2000,2004,3.7,2000,2,410000107,"KOR"
"1247","Korea",108,,"Minju Gungmin-dang","Democratic National Party",,410,"minju gungmin-dang",1950,1954,13.2,1950,2,410000108,"KOR"
"1248","Korea",109,,"Minju Hanguk-dang","Democratic Korean Party",,410,"minju hanguk-dang",1981,1988,21.6,1981,3,410000109,"KOR"
"1249","Korea",111,,"Minju Jayu-dang","Democratic Liberal Party",,410,"minju jayu-dang",1992,1992,38.7,1992,1,410000111,"KOR"
"1250","Korea",112,,"Minju Jeongui-dang","Democratic Justice Party",,410,"minju jeongui-dang",1981,1988,35.6,1981,3,410000112,"KOR"
"1251","Korea",113,,"Minju Nodong-dang","Democratic Labor Party",,410,"minju nodong-dang",2000,2008,8.7,2004,3,410000113,"KOR"
"1252","Korea",115,,"Minju Sahoe-dang","Democratic Socialist Party",,410,"minju sahoe-dang",1981,1981,3.2,1981,1,410000115,"KOR"
"1253","Korea",116,,"Minju Tongil-dang","Democratic Unification Party",,410,"minju tongil-dang",1973,1978,8.6,1973,2,410000116,"KOR"
"1254","Korea",118,,"Minju-dang","Democratic Party [",,410,"minju-dang",1958,1967,49.2,1960,4,410000118,"KOR"
"1255","Korea",120,,"Minju-dang","Democratic party [in 1992]",,410,"minju-dang",1992,1992,29,1992,1,410000120,"KOR"
"1256","Korea",132,,"Pyunghwa Minju-dang","Party for Peace and Democracy",,410,"pyunghwa minju-dang",1988,1988,19.4,1988,1,410000132,"KOR"
"1257","Korea",133,,"Saecheonnyeon Minju-dang","New Millenium Democratic Party",,410,"saecheonnyeon minju-dang",2000,2004,35.9,2000,2,410000133,"KOR"
"1258","Korea",134,,"Saejeongchi Gungminhoeui","National Congress for New Politics",,410,"saejeongchi gungminhoeui",1996,1996,25.3,1996,1,410000134,"KOR"
"1259","Korea",135,,"Sahoe Daejung-dang","Socialist Mass Party",,410,"sahoe daejung-dang",1960,1960,6.3,1960,1,410000135,"KOR"
"1260","Korea",146,,"Sin Hankuk-dang","New Korea Party",,410,"sin hankuk-dang",1996,1996,34.5,1996,1,410000146,"KOR"
"1261","Korea",147,,"Sin Minju Gonghwa-dang","New Democratic Republican Party",,410,"sin minju gonghwa-dang",1988,1988,15.5,1988,1,410000147,"KOR"
"1262","Korea",149,,"Sinhan Minju-dang","New Korea Democratic Party",,410,"sinhan minju-dang",1985,1988,28.8,1985,2,410000149,"KOR"
"1263","Korea",151,,"Sinjungchi Gaehyeok-dang","New Political Reform Party",,410,"sinjungchi gaehyeok-dang",1992,1992,2,1992,1,410000151,"KOR"
"1264","Korea",152,,"Sinjung-dang","New Politics Party",,410,"sinjung-dang",1981,1981,4.2,1981,1,410000152,"KOR"
"1265","Korea",153,,"Sinmin-dang","New Democratic Party [in 1967-78]",,410,"sinmin-dang",1967,1978,45.1,1971,4,410000153,"KOR"
"1266","Korea",158,,"Tonghap Minju-dang","United Democratic Party",,410,"tonghap minju-dang",1996,1996,11.2,1996,1,410000158,"KOR"
"1267","Korea",159,,"Tongil Gungmin-dang","Unification National Party",,410,"tongil gungmin-dang",1992,1992,17.2,1992,1,410000159,"KOR"
"1268","Korea",161,,"Tongil Minju-dang","Party for Unification and Democracy",,410,"tongil minju-dang",1988,1988,23.5,1988,1,410000161,"KOR"
"1269","Korea",195,,"Min Ju Tong Hap-dang","Democratic United Party",,410,"min ju tong hap-dang",2012,2012,37.2,2012,1,410000195,"KOR"
"1270","Korea",199,,"Saenuri-dang","Saenuri Party/New Frontier Party",,410,"saenuri-dang",2012,2012,43,2012,1,410000199,"KOR"
"1271","Korea",202,,"Yeollin Uri Party","Our Open Party",,410,"yeollin uri party",2004,2004,40.1,2004,1,410000202,"KOR"
"1272","Korea",203,,"Jayu Seonjin-dang","Liberty Forward Party",,410,"jayu seonjin-dang",2008,2012,6.3,2008,2,410000203,"KOR"
"1273","Korea",206,,"Jinbo Shin-dang","New Progressive Party",,410,"jinbo shin-dang",2008,2012,2.1,2008,2,410000206,"KOR"
"1274","Korea",207,,"Changjo Hanguk-dang","Creative Korea Party",,410,"changjo hanguk-dang",2008,2012,2.1,2008,2,410000207,"KOR"
"1275","Korea",209,,"Chinbak Yeondae","Pro-Park Association",,410,"chinbak yeondae",2008,2008,8.4,2008,1,410000209,"KOR"
"1276","Korea",212,,"Tonghap Minju-dang","United Democratic Party",,410,"tonghap minju-dang",2008,2008,27.1,2008,1,410000212,"KOR"
"1277","Korea",213,,"Tonghap Jinbo-dang","Unified Progressive Party",,410,"tonghap jinbo-dang",2012,2012,8.1,2012,1,410000213,"KOR"
"1278","Kosovo",1,,"Aleanca për Ardhmërinë e Kosovës","Alliance for Future of Kosovo",,1002,"Alliance for Future of Kosovo",2007,2010,11.1,2010,2,1002000001,"XKX"
"1279","Kosovo",7,,"Lidhja Demokratike e Dardanisë","Democratic League of Dardania",,1002,"Democratic League of Dardania",2010,2010,2.1,2010,1,1002000007,"XKX"
"1280","Kosovo",8,,"Lidhja Demokratike e Kosovës","Democratic League of Kosovo",,1002,"Democratic League of Kosovo",2007,2010,24.7,2010,2,1002000008,"XKX"
"1281","Kosovo",9,,"Partia Demokratike e Kosovës","Democratic Party of Kosovo",,1002,"Democratic Party of Kosovo",2007,2010,34.5,2007,2,1002000009,"XKX"
"1282","Kosovo",10,,"Samostalna Liberalna Stranka","Independent Liberal Party",,1002,"Independent Liberal Party",2007,2010,2.1,2010,2,1002000010,"XKX"
"1283","Kosovo",19,,"Aleanca Kosova e Re","New Kosovo Alliance",,1002,"New Kosovo Alliance",2007,2007,12.3,2007,1,1002000019,"XKX"
"1284","Kosovo",20,,"Partia Fryma e Re","New Spirit Party",,1002,"New Spirit Party",2010,2010,2.2,2010,1,1002000020,"XKX"
"1285","Kosovo",23,,"Partia Reformiste ORA","Reformist Party ORA",,1002,"Reformist Party ORA",2007,2007,4.2,2007,1,1002000023,"XKX"
"1286","Kosovo",24,,"Vetëvendosje","Self-Determination",,1002,"Self-Determination",2010,2010,12.7,2010,1,1002000024,"XKX"
"1287","Latvia",1,,"Tēvzemei un Brīvībai","For Fatherland and Freedom",,428,"TÄvzemei un BrÄ«vÄ«bai",1995,1995,13.2,1995,1,428000001,"LVA"
"1288","Latvia",3,"DPS","Demokratiska Partija Saimnieks","Democratic Party Saimnieks",,428,"DemokrÄtiskÄ partija Saimnieks",1995,1998,16,1995,2,428000003,"LVA"
"1289","Latvia",6,"JP","Jauna Partija","The New Party",,428,"JaunÄ partija",1998,1998,7.3,1998,1,428000006,"LVA"
"1290","Latvia",7,"JL","Jaunais laiks","The New Era",,428,"Jaunais laiks",2002,2006,24.8,2002,2,428000007,"LVA"
"1291","Latvia",18,"LPP","Latvijas Pirmā Partija","Latvia First Party",,428,"Latvijas PirmÄ Partija",2002,2002,9.3,2002,1,428000018,"LVA"
"1292","Latvia",19,"LSDSP","Latvijas Sociāldemokrātiskā Strādnieku partija","Latvian Social Democratic Worker Party",,428,"Latvijas SociÄldemokrÄtiskÄ StrÄdnieku partija",2002,2011,3.8,2002,3,428000019,"LVA"
"1293","Latvia",20,"LSDA","Latvijas Sociāldemokrātu apvienība","Latvian Union Of Social Democrats",,428,"Latvijas SociÄldemokrÄtu apvienÄ«ba",1998,1998,12.8,1998,1,428000020,"LVA"
"1294","Latvia",21,"LVP","Latvijas Vienības partija","Latvian Unity Party",,428,"Latvijas VienÄ«bas partija",1995,1998,4.3,1995,2,428000021,"LVA"
"1295","Latvia",22,"LZS","Latviešu Zemnieku Savienība","Latvian Farmers' Union",,428,"LatvieÅ¡u Zemnieku SavienÄ«ba",1995,1998,2.4,1998,2,428000022,"LVA"
"1296","Latvia",30,"DZIMTENE","Politiskā patriotiskā apvienība ""Dzimtene""","Political Patriotic Union ""Motherland”",,428,"PolitiskÄ patriotiskÄ apvienÄ«ba ""Dzimtene""",2006,2006,2.3,2006,1,428000030,"LVA"
"1297","Latvia",31,"PCTVL","Par Cilvēka Tiesībām Vienotā Latvijā","For Human Rights In United Latvia",,428,"Par cilvÄka tiesÄ«bÄm vienotÄ LatvijÄ",2002,2011,20.1,2002,4,428000031,"LVA"
"1298","Latvia",33,"CS","Saskaņas Centrs","Concord Centre",,428,"SaskaÅas Centrs",2006,2011,29.9,2011,3,428000033,"LVA"
"1299","Latvia",34,"LC","Savienība ""Latvijas ceļš""","Union of Latvian Road",,428,"SavienÄ«ba ""Latvijas ceÄ¼Å¡""",1995,2002,18,1998,3,428000034,"LVA"
"1300","Latvia",40,"Zigerist","Tautas kustība Latvijai - Zīgerista partija","People’s Movement For Latvia (Zigerists’ Party )",,428,"Tautas kustÄ«ba Latvijai - ZÄ«gerista partija",1995,1998,15.1,1995,2,428000040,"LVA"
"1301","Latvia",41,"TP","Tautas partija","The People's Party",,428,"Tautas partija",1998,2006,21.5,1998,3,428000041,"LVA"
"1302","Latvia",42,"TSP","Tautas Saskaņas Partija","People’s Harmony Party",,428,"Tautas SaskaÅas partija",1995,1998,13.8,1998,2,428000042,"LVA"
"1303","Latvia",45,"ZZS","Zaļo un Zemnieku savienība","Union Of The Green And Farmers",,428,"ZaÄ¼o un Zemnieku savienÄ«ba",2002,2014,18.9,2010,5,428000045,"LVA"
"1304","Latvia",53,,"Latvijas Reģionu apvienība","Latvian Association of Regions",,428,"Latvijas ReÄ£ionu ApvienÄ«ba",2014,2014,7.2,2014,1,428000053,"LVA"
"1305","Latvia",54,,"Latvijas Sociālistiskā partija","Latvian Socialist Party",,428,"Latvijas SociÄlistiskÄ partija",1995,1995,4,1995,1,428000054,"LVA"
"1306","Latvia",56,,"No sirds Latvijai","For Latvia, from the Heart",,428,"No sirds Latvijai",2014,2014,6.2,2014,1,428000056,"LVA"
"1307","Latvia",63,,"Saskaņa -- Sociāldemokrātiskā partija","“Harmony” – the Social Democratic Party",,428,"SaskaÅa -- sociÄldemokrÄtiskÄ partija",2014,2014,25.4,2014,1,428000063,"LVA"
"1308","Latvia",67,,"Vienotība","Unity",,428,"VienotÄ«ba",2010,2014,33.1,2010,3,428000067,"LVA"
"1309","Latvia",68,,"Zatlera Reformu partija","Zatler’s Reform Party",,428,"Zatlera Reformu partija",2011,2011,20.6,2011,1,428000068,"LVA"
"1310","Lesotho",2,,"All Basotho Convention/Kobo Tata ea Basotho",,,426,"All Basotho Convention/Kobo Tata ea Basotho",2007,2017,40.6,2017,4,426000002,"LSO"
"1311","Lesotho",6,,"Basotho Congress Party",,,426,"Basotho Congress Party",1965,2012,73.4,1993,7,426000006,"LSO"
"1312","Lesotho",8,,"Basotho National Party",,,426,"Basotho National Party",1965,2017,42.3,1970,9,426000008,"LSO"
"1313","Lesotho",9,,"Basutoland African Congress",,,426,"Basutoland African Congress",2002,2002,3,2002,1,426000009,"LSO"
"1314","Lesotho",11,,"Democratic Congress",,,426,"Democratic Congress",2012,2017,39.5,2012,3,426000011,"LSO"
"1315","Lesotho",16,,"Lesotho Communist Party",,,426,"Lesotho Communist Party",1970,2002,2.9,2002,2,426000016,"LSO"
"1316","Lesotho",17,,"Lesotho Congress for Democracy",,,426,"Lesotho Congress for Democracy",1998,2017,60.9,1998,6,426000017,"LSO"
"1317","Lesotho",21,,"Lesotho People’s Congress",,,426,"Lesotho Peoples Congress",2002,2017,3.1,2002,4,426000021,"LSO"
"1318","Lesotho",22,,"Lesotho Workers Party",,,426,"Lesotho Workers Party",2002,2017,12.5,2007,5,426000022,"LSO"
"1319","Lesotho",24,,"Marema-Tlou",,,426,"Marema-Tlou",1965,1965,2,1965,1,426000024,"LSO"
"1320","Lesotho",25,,"Marematlou Freedom Party",,,426,"Marematlou Freedom Party",1965,2017,16.7,1965,9,426000025,"LSO"
"1321","Lesotho",27,,"National Independent Party",,,426,"National Independent Party",1993,2017,26.5,2007,7,426000027,"LSO"
"1322","Lesotho",30,,"Popular Front for Democracy/Khoeetsa ea Sechaba",,,426,"Popular Front for Democracy/Khoeetsa ea Sechaba",1993,2017,2.3,2017,7,426000030,"LSO"
"1323","Lesotho",43,"AD","Alliance of Democrats",,,426,"Alliance of Democrats",2017,2017,7.4,2017,1,426000043,"LSO"
"1324","Lesotho",49,"MEC","Movement for Economic Change",,,426,"Movement for Economic Change",2017,2017,5.1,2017,1,426000049,"LSO"
"1325","Liberia",1,"CDC","Congress for Democratic Change",,,430,"congress for democratic change",2005,2017,16.9,2005,3,430000001,"LBR"
"1326","Liberia",2,"FDP","Free Democratic Party",,,430,"free democratic party",2005,2005,2.1,2005,1,430000002,"LBR"
"1327","Liberia",8,"NDPL","National Democratic Party of Liberia",,,430,"national democratic party of liberia",2005,2011,3.1,2005,2,430000008,"LBR"
"1328","Liberia",10,"NPP","National Patriotic Party",,,430,"national patriotic party",2005,2011,8.4,2005,2,430000010,"LBR"
"1329","Liberia",11,"NRP","National Reformation Party",,,430,"national reformation party",2005,2011,2.4,2005,2,430000011,"LBR"
"1330","Liberia",13,"NDM","New Deal Movement",,,430,"new deal movement",2005,2005,3.8,2005,1,430000013,"LBR"
"1331","Liberia",17,"UP","Unity Party",,,430,"unity party",2005,2017,19.1,2011,3,430000017,"LBR"
"1332","Liberia",22,,"Liberty Party",,,430,"liberty party",2005,2017,13.4,2005,3,430000022,"LBR"
"1333","Liberia",24,,"Liberia Transformation Party",,,430,"Liberia Transformation Party",2011,2017,4.9,2011,2,430000024,"LBR"
"1334","Liberia",25,,"Movement for Progressive Change",,,430,"Movement for Progressive Change",2011,2017,2.5,2011,2,430000025,"LBR"
"1335","Liberia",27,,"National Union for Democratic Progress",,,430,"National Union for Democratic Progress",2011,2011,4.2,2011,1,430000027,"LBR"
"1336","Liberia",32,"ALP","All Liberian Party",,,430,"All Liberian Party",2017,2017,5,2017,1,430000032,"LBR"
"1337","Liberia",33,"ANC","Alternative National Congress",,,430,"Alternative National Congress",2017,2017,6.1,2017,1,430000033,"LBR"
"1338","Liberia",38,"MDR","Movement for Democracy and Reconstruction",,,430,"Movement for Democracy and Reconstruction",2017,2017,3.7,2017,1,430000038,"LBR"
"1339","Liberia",39,"MOVEE","Movement for Economic Empowerment",,,430,"Movement for Economic Empowerment",2017,2017,3.8,2017,1,430000039,"LBR"
"1340","Liberia",41,"PUP","People's Unification Party",,,430,"People's Unification Party",2017,2017,5.9,2017,1,430000041,"LBR"
"1341","Liberia",44,"UPP","United People's Party",,,430,"United People's Party",2017,2017,3.1,2017,1,430000044,"LBR"
