"country_short","cnty","party_name","year_first","year_last","share_year","vote_share","seats","TotalSeats","party_id"
"GRC","Greece","Party of the Progressives","1981",1981,"1981",1.7,0,288,"GRCP85"
"GRC","Greece","Communist Party of Greece-Interior","1981",1981,"1981",1.3,0,288,"GRCP86"
"GRC","Greece","Party of Democratic Socialism-KAE","1981",1981,"1981",0.7,0,288,"GRCP87"
"GRC","Greece","Union of Democratic Center","1981",1981,"1981",0.4,0,288,"GRCP88"
"GRC","Greece","Marxist-Leninist Communist Party of Greece of the Left","2000",2000,"2000",0.1,0,288,"GRCP89"
"GRC","Greece","Progressive Party","1956",1963,"1963",3.7,2,300,"GRCP9"
"GRC","Greece","SEAN","1996",1996,"1996",0,0,287,"GRCP90"
"GRC","Greece","For a Revolutionary Left","1981",1981,"1981",0.1,0,288,"GRCP91"
"GRC","Greece","Revolutionary Communist Party of Greece-Marxist Leninist Communist Party of Greece","1981",1981,"1981",0.1,0,288,"GRCP92"
"GRC","Greece","Byzantine National Organization","1981",1981,"1981",0,0,288,"GRCP93"
"GRC","Greece","Others","1996",2000,"1996",0,0,287,"GRCP94"
"GRC","Greece","EPKE","1981",1981,"1981",0,0,288,"GRCP95"
"GRC","Greece","Greek Global Olympic Democracy","1981",1981,"1981",0,0,288,"GRCP96"
"GRC","Greece","Democratic Social Party","1981",1981,"1981",0,0,288,"GRCP97"
"GRC","Greece","Independent and Individual Candidates","1977",1993,"1977",0.4,0,288,"GRCP98"
"GRC","Greece","Free","1985",1985,"1985",0.1,0,288,"GRCP99"
"HRV","Croatia","Croatian Social Action","2003",2003,"2003",0.3,0,150,"HRVP1"
"HRV","Croatia","Democratic Center-Croatian Social Liberal Party","2003",2003,"2003",3.8,3,150,"HRVP10"
"HRV","Croatia","Croatian Party of Democratic Action","2000",2003,"2003",0.1,1,150,"HRVP100"
"HRV","Croatia","Party of Croatian Defenders","2003",2007,"2003",0.2,0,150,"HRVP101"
"HRV","Croatia","Green Party-Green Party of the New Age-New Party Alternative-Green Movement","2003",2003,"2003",0.4,0,150,"HRVP102"
"HRV","Croatia","Green Party-Green Party of the New Age-New Party Alternative-Green Movement- Primorje Goranje Party Retirement","2003",2003,"2003",0.2,0,150,"HRVP103"
"HRV","Croatia","Association of Returnees of Lower Kukuruzari","2003",2003,"2003",0.1,0,150,"HRVP104"
"HRV","Croatia","Cultural and Educational Ukraine Slavonski Brod","2003",2003,"2003",0,0,150,"HRVP105"
"HRV","Croatia","Zagorje Democratic Party","2000",2000,"2000",0.1,0,146,"HRVP106"
"HRV","Croatia","Albanian Community of Osijek-Baranja County","2003",2003,"2003",0,0,150,"HRVP107"
"HRV","Croatia","Serb Community Rijeka","2003",2003,"2003",0.1,0,150,"HRVP108"
"HRV","Croatia","Movement for Human Rights-Environmentally Conscious Citizens Party-Istria Independent Party","2003",2003,"2003",0.2,0,150,"HRVP109"
"HRV","Croatia","Democratic League of Greens","2003",2003,"2003",0.1,0,150,"HRVP11"
"HRV","Croatia","Green Croatian","2003",2007,"2003",0.6,0,150,"HRVP110"
"HRV","Croatia","Croatian People's Party-Croatian Righters","2003",2003,"2003",0,0,150,"HRVP111"
"HRV","Croatia","Croatian Pure Party of Rights-Croatian Christian Democratic Union-Croatian Democratic Peasant Party","2003",2003,"2003",0.7,1,150,"HRVP112"
"HRV","Croatia","Bebie Vladimir-Third Croatian Bloc-Party of Pensioners","2003",2003,"2003",0.1,0,150,"HRVP113"
"HRV","Croatia","Croatian Peasant Party-Croatian Social Liberal Party-Zagorska Party-Zagorje Democratic Party","2007",2007,"2007",0.4,0,39,"HRVP114"
"HRV","Croatia","Party of Pensioners","2007",2007,"2007",0.8,0,39,"HRVP115"
"HRV","Croatia","Democratic Center","2007",2007,"2007",0.6,0,39,"HRVP116"
"HRV","Croatia","Youth Party of Croatia","2007",2007,"2007",0.7,0,39,"HRVP117"
"HRV","Croatia","Only Croatia-Movement for Croatia-Only Croatia","2007",2007,"2007",0.6,0,39,"HRVP118"
"HRV","Croatia","Green List","2007",2007,"2007",0.2,0,39,"HRVP119"
"HRV","Croatia","Homeland Civic Party","2000",2007,"2000",0.1,0,146,"HRVP12"
"HRV","Croatia","Croatian Green Party-Ecological Alliance-Green","2007",2007,"2007",0.1,0,39,"HRVP120"
"HRV","Croatia","Croatian Christian Democratic Party Christian Social Union","2007",2007,"2007",0.1,0,39,"HRVP121"
"HRV","Croatia","Youth Action","2007",2007,"2007",0.2,0,39,"HRVP122"
"HRV","Croatia","Authentic-Croatian Peasant Party","2007",2007,"2007",0.3,0,39,"HRVP123"
"HRV","Croatia","My Small Medimurje","2007",2007,"2007",0,0,39,"HRVP124"
"HRV","Croatia","Democratic Alliance-Dalmatian Liberal Party","2007",2007,"2007",0,0,39,"HRVP125"
"HRV","Croatia","Alphabet of Democracy","2007",2007,"2007",0.1,0,39,"HRVP126"
"HRV","Croatia","Economic Party","2007",2007,"2007",0.1,0,39,"HRVP127"
"HRV","Croatia","Croatian Righters-Croatian Righter's Movement","2007",2007,"2007",0.1,0,39,"HRVP128"
"HRV","Croatia","Croatian Workers' Party-Croatian Social Action-Green Party-Democratic Party of Women- Adriatic Social Democratic Party of Croatia-Adriatic Social Democrats","2007",2007,"2007",0.1,0,39,"HRVP129"
"HRV","Croatia","Democratic Party Prigorska-Zagreb-Zagorje Democratic Party","2000",2000,"2000",0.1,0,146,"HRVP13"
"HRV","Croatia","Democratic Center-Green Party-Green Alternative","2007",2007,"2007",0.2,0,39,"HRVP130"
"HRV","Croatia","Democratic Party of Women-Green Croatia","2007",2007,"2007",0.3,0,39,"HRVP131"
"HRV","Croatia","Croatian Choir","2007",2007,"2007",0,0,39,"HRVP132"
"HRV","Croatia","Croatian Social Liberal Party-Croatian Peasant Party-Democratic Party of Zagorje","2007",2007,"2007",1,1,39,"HRVP133"
"HRV","Croatia","Croatian Party of Unemployed","2007",2007,"2007",0,0,39,"HRVP134"
"HRV","Croatia","Croatian Democratic Alliance of Slavonia and Baranja","2007",2007,"2007",1.8,2,39,"HRVP135"
"HRV","Croatia","Croatian Peasant Party-Croatian Social Liberal Party","2007",2007,"2007",4.2,4,39,"HRVP136"
"HRV","Croatia","Democratic Party of Slavonian Ravnica-Slavonian Ravnica","2007",2007,"2007",0.1,0,39,"HRVP137"
"HRV","Croatia","Slavonia-Baranja Party of Croatia","2007",2007,"2007",0,0,39,"HRVP138"
"HRV","Croatia","Democratic Party of Women","2007",2007,"2007",0,0,39,"HRVP139"
"HRV","Croatia","Croatian Pure Party of Rights","2000",2007,"2000",0.5,0,146,"HRVP14"
"HRV","Croatia","Croatian Pensioners' Party Democratic Party of Pensioners","2007",2007,"2007",0.4,0,39,"HRVP140"
"HRV","Croatia","Croatian Peasant Party-Croatian Social Liberal Party-Primorsko Goranski Alliance","2007",2007,"2007",1,1,39,"HRVP141"
"HRV","Croatia","Istrian Democratic Assembly","2007",2007,"2007",1.5,1,39,"HRVP142"
"HRV","Croatia","Istrian Social Democratic Independent Party Party of Pensioners)","2007",2007,"2007",0.1,0,39,"HRVP143"
"HRV","Croatia","Green Party-Social Democratic Action of Croatia-Croatian Workers' Party-Adriatic Social Democratic Party of Croatia-Adriatic Social Democrats","2007",2007,"2007",0,0,39,"HRVP144"
"HRV","Croatia","Green Alternative-Party of Consumers","2007",2007,"2007",0,0,39,"HRVP145"
"HRV","Croatia","Dalmatian Liberal Party","2007",2007,"2007",0,0,39,"HRVP146"
"HRV","Croatia","Croatian Workers' Party-Croatian Social Action-Green Party","2007",2007,"2007",0.2,0,39,"HRVP147"
"HRV","Croatia","Croatian Social Democrats-Croatian Left-Croatian Radical Socialist Party-Istrian Socialdemocratic Forum","2007",2007,"2007",0.4,0,39,"HRVP148"
"HRV","Croatia","Croatian Pure Party of Rights-Croatia Prolej_a","2000",2000,"2000",0.2,0,146,"HRVP15"
"HRV","Croatia","Croatian Dalmatian Home","2000",2003,"2000",0.1,0,146,"HRVP16"
"HRV","Croatia","Croatian Democratic Center-Democratic Peasant Party of Croatia-Prigorska-Zagreb Democratic Party","2003",2003,"2003",0.4,0,150,"HRVP17"
"HRV","Croatia","Croatian Democratic Party","2000",2000,"2000",0.3,0,146,"HRVP18"
"HRV","Croatia","Croatian Democratic Party-Rab People's Assembly","2000",2000,"2000",0,0,146,"HRVP19"
"HRV","Croatia","Alliance for Legal State [Alliance]","2003",2007,"2003",0.2,0,150,"HRVP2"
"HRV","Croatia","Croatian Democratic Peasant Party","2003",2007,"2003",0.5,1,150,"HRVP20"
"HRV","Croatia","Croatian Peasant Party of the Democratic-Independent Party of Rights","2000",2000,"2000",0.3,0,146,"HRVP21"
"HRV","Croatia","Croatian Democratic Republican Party","2003",2003,"2003",0.1,0,150,"HRVP22"
"HRV","Croatia","Croatian Democratic Community","2000",2007,"2007",36.6,11,39,"HRVP23"
"HRV","Croatia","Civil Croatian Peasant Party","2000",2003,"2000",0.4,0,146,"HRVP24"
"HRV","Croatia","Croatian True Revival-Croatian Block-Movement for Modern Croatia","2003",2003,"2003",1.5,0,150,"HRVP25"
"HRV","Croatia","Croatian Christian Democratic Party","2000",2007,"2000",0,0,146,"HRVP26"
"HRV","Croatia","Croatian Christian Democratic Party-Istrian Independent Party Istria Community-Christian Democrats Medimurja","2000",2000,"2000",0.1,0,146,"HRVP27"
"HRV","Croatia","Croatian Christian Democratic Party-Christian Democrats Medimurja","2000",2000,"2000",0.4,0,146,"HRVP28"
"HRV","Croatia","Croatian Christian Democratic Union","2000",2007,"2007",0.1,0,39,"HRVP29"
"HRV","Croatia","Bebie Vladimir-Third Croatian Bloc","2003",2003,"2003",0.8,0,150,"HRVP3"
"HRV","Croatia","Croatian Independent Democrats","2000",2003,"2000",0.2,0,146,"HRVP30"
"HRV","Croatia","Croatian Defense Order","2000",2000,"2000",0,0,146,"HRVP31"
"HRV","Croatia","Croatian Springs","2000",2003,"2000",0,0,146,"HRVP32"
"HRV","Croatia","Croatian Righters","2003",2003,"2003",0.1,0,150,"HRVP33"
"HRV","Croatia","Croatian Springs-New Croatia-Croatian Pure Party of Rights","2000",2000,"2000",0.2,0,146,"HRVP34"
"HRV","Croatia","Croatian People's Party","2000",2003,"2000",1.4,0,146,"HRVP35"
"HRV","Croatia","Croatian Workers' Party","2003",2003,"2003",0.1,0,150,"HRVP36"
"HRV","Croatia","Croatian Republicans","2000",2003,"2000",0.1,0,146,"HRVP37"
"HRV","Croatia","Croatian Pure Party of Rights-Croatian Christian Democratic Union","2003",2003,"2003",0.9,0,150,"HRVP38"
"HRV","Croatia","Croatian European Party","2003",2007,"2003",0,0,150,"HRVP39"
"HRV","Croatia","Dalmatian Action","2000",2000,"2000",0.2,0,146,"HRVP4"
"HRV","Croatia","Croatian People's Party","2003",2007,"2007",6.8,5,39,"HRVP40"
"HRV","Croatia","Croatian Peasant Party-1904","2003",2003,"2003",0.1,0,150,"HRVP41"
"HRV","Croatia","Croatian Republican Union","2000",2003,"2000",0.1,0,146,"HRVP42"
"HRV","Croatia","Croatian Peasant Party","2003",2003,"2003",7,10,150,"HRVP43"
"HRV","Croatia","Croatian Party of Rights-1861","2000",2003,"2000",1,0,146,"HRVP44"
"HRV","Croatia","Croatian Party of Rights","2000",2007,"2003",5,7,150,"HRVP45"
"HRV","Croatia","Croatian Party of Pensioners","2000",2007,"2003",3.8,3,150,"HRVP46"
"HRV","Croatia","Libra-Party Liberal Democrats-Croatian Social Democratic Party","2003",2003,"2003",4,8,150,"HRVP47"
"HRV","Croatia","Croatian Democrats","2003",2007,"2003",0.2,0,150,"HRVP48"
"HRV","Croatia","Croatian Social Liberal Party-Croatian Social Democratic Party","2000",2000,"2000",27,48,146,"HRVP49"
"HRV","Croatia","Democratic Action People of Croatia","2003",2003,"2003",0,0,150,"HRVP5"
"HRV","Croatia","Croatian National Peasant Party","2000",2000,"2000",1.4,0,146,"HRVP50"
"HRV","Croatia","Croatian Party of Natural Law","2000",2000,"2000",0.2,0,146,"HRVP51"
"HRV","Croatia","Croatian Party of Rights-Croatian Christian Democratic Union","2000",2000,"2000",4.8,5,146,"HRVP52"
"HRV","Croatia","Croatian Peasant Party-Liberal Party-Croatian National Party","2000",2000,"2000",7.6,12,146,"HRVP53"
"HRV","Croatia","Croatian Peasant Party-Liberal Party-Croatian National Party-Croatian Social Action","2000",2000,"2000",3.2,5,146,"HRVP54"
"HRV","Croatia","Liberal Party-Croatian Libra Social Democratic Party-Party Liberal Democrats","2000",2003,"2003",3.7,7,150,"HRVP55"
"HRV","Croatia","Croatian Green Party","2000",2000,"2000",0.4,0,146,"HRVP56"
"HRV","Croatia","Istrian Democratic Assembly-Croatian Peasant Party-Liberal Party-Croatian National Party- Croatian Social Action","2000",2000,"2000",3,5,146,"HRVP57"
"HRV","Croatia","Independent Candidates","2000",2007,"2003",2.9,1,150,"HRVP58"
"HRV","Croatia","Croatian Christian Democratic Party-Croatian Peasant Civil Party-Croatian Democrats","2003",2003,"2003",0.1,0,150,"HRVP59"
"HRV","Croatia","Croatian Christian Democratic Party-Civil Peasant Party of Croatia","2003",2003,"2003",0.2,0,150,"HRVP6"
"HRV","Croatia","Istrian Party","2000",2000,"2000",0.1,0,146,"HRVP60"
"HRV","Croatia","Istrian Democratic Forum-Foro Democratic Istriano","2003",2003,"2003",0.2,0,150,"HRVP61"
"HRV","Croatia","Istrian Democratic Assembly-Croatian Social Democratic Party","2003",2003,"2003",3.6,8,150,"HRVP62"
"HRV","Croatia","Croatian Social Action-Adriatic Social Democratic Party Croatian-Adriatic Social","2003",2003,"2003",0,0,150,"HRVP63"
"HRV","Croatia","South Croatian Party-Croatian Democrats-Democratic Republican Party of Croatia","2003",2003,"2003",0.2,0,150,"HRVP64"
"HRV","Croatia","Christian Democrats of Medimurja","2000",2000,"2000",0,0,146,"HRVP65"
"HRV","Croatia","Christian Social Union","2000",2003,"2000",0.1,0,146,"HRVP66"
"HRV","Croatia","Cultural and Educational Society-Union of Rusyns and Ukrainians","2003",2003,"2003",0,0,150,"HRVP67"
"HRV","Croatia","Cultural and Educational Society-Union of Rusyns and Ukrainians of Zagreb","2003",2003,"2003",0,0,150,"HRVP68"
"HRV","Croatia","Liberal Party","2003",2003,"2003",0.1,0,150,"HRVP69"
"HRV","Croatia","Social Democratic Union-People of Power","2003",2003,"2003",0.4,0,150,"HRVP7"
"HRV","Croatia","Libra-Party of Liberal Democrats","2003",2003,"2003",0,0,150,"HRVP70"
"HRV","Croatia","Medimurska Party-Zagorje Democratic Party-Croatian Party of Rights","2003",2003,"2003",0.3,0,150,"HRVP71"
"HRV","Croatia","National Alliance of Croatian Germans","2003",2003,"2003",0,0,150,"HRVP72"
"HRV","Croatia","National Democratic Party","2000",2000,"2000",0.2,0,146,"HRVP73"
"HRV","Croatia","New Croatia","2000",2000,"2000",0.7,0,146,"HRVP74"
"HRV","Croatia","New Croatia-Croatian Springs","2000",2000,"2000",0.1,0,146,"HRVP75"
"HRV","Croatia","Ethnic Community of Germans-National Association of Danube Swabians in Croatia","2003",2003,"2003",0,1,150,"HRVP76"
"HRV","Croatia","Cultural and Art Society \Osif Kostelnik\ Vukovar","2003",2003,"2003",0,0,150,"HRVP77"
"HRV","Croatia","Party of Danube Serbs","2000",2003,"2003",0.2,0,150,"HRVP78"
"HRV","Croatia","Coastal Democratic Center","2000",2000,"2000",0,0,146,"HRVP79"
"HRV","Croatia","Democratic Party of Pensioners","2003",2003,"2003",0.1,0,150,"HRVP8"
"HRV","Croatia","Movement for Human Rights-Party of Environmentally Conscious Citizens","2000",2000,"2000",0.1,0,146,"HRVP80"
"HRV","Croatia","Liberal Party-Croatian Social Democratic Party","2003",2003,"2003",2.2,5,150,"HRVP81"
"HRV","Croatia","Primorje Goranje Alliance-Croatian People's Party","2003",2003,"2003",1.8,3,150,"HRVP82"
"HRV","Croatia","Rusyn Society of Rusyns in Republic of Croatia","2003",2003,"2003",0,0,150,"HRVP83"
"HRV","Croatia","Independent Democratic Serbian Party","2000",2007,"2003",2.6,1,150,"HRVP84"
"HRV","Croatia","Union of Hungarian Associations","2003",2003,"2003",0.1,0,150,"HRVP85"
"HRV","Croatia","Union of Rusyns and Ukrainians of the Republic of Croatia","2003",2003,"2003",0,0,150,"HRVP86"
"HRV","Croatia","Union of Slovaks in Croatia","2003",2003,"2003",0,0,150,"HRVP87"
"HRV","Croatia","Union of Slovenian Society in the Republic of Croatia","2003",2003,"2003",0,0,150,"HRVP88"
"HRV","Croatia","Croatian Social Democratic Party-Croatian Social Liberal Party","2000",2000,"2000",4.9,9,146,"HRVP89"
"HRV","Croatia","Croatian Democratic Community Ma<eth>ara","2003",2003,"2003",0.1,1,150,"HRVP9"
"HRV","Croatia","Croatian Social Democratic Party-Croatian Social Liberal Party-Primorje-Goranje Alliance","2000",2000,"2000",4,7,146,"HRVP90"
"HRV","Croatia","Croatian Social Democratic Party-Croatian Social Liberal Party-Slavonia-Baranja Croatian Party","2000",2000,"2000",3.4,7,146,"HRVP91"
"HRV","Croatia","Social Democratic Union of Croatia","2000",2003,"2000",0,0,146,"HRVP92"
"HRV","Croatia","Party of Croatian Renaissance","2000",2003,"2000",0.1,0,146,"HRVP93"
"HRV","Croatia","Croatian Party Ravnice","2000",2003,"2000",0.1,0,146,"HRVP94"
"HRV","Croatia","Slavonia-Baranya Croatian Party-Croatian National Party","2003",2003,"2003",0.8,1,150,"HRVP95"
"HRV","Croatia","Slavonia-Baranja Croatia Party-Alliance of Primorje Goranje Alliance","2003",2003,"2003",0,0,150,"HRVP96"
"HRV","Croatia","Social Democratic Party","2003",2007,"2007",31.3,10,39,"HRVP97"
"HRV","Croatia","Socialist Workers' Party","2000",2003,"2000",0.6,0,146,"HRVP98"
"HRV","Croatia","Serbian National Party","2000",2003,"2003",1.1,0,150,"HRVP99"
"HUN","Hungary","Hungarian Democratic Forum","2006",2006,"2006",4.4,0,176,"HUNP1"
"HUN","Hungary","Independent Candidate","2002",2006,"2002",0.8,0,176,"HUNP11"
"HUN","Hungary","Christian Democratic Party","2006",2006,"2006",0.1,0,176,"HUNP12"
"HUN","Hungary","Independent Hungarian Democratic Party","2002",2002,"2002",0,0,176,"HUNP17"
"HUN","Hungary","Hungarian Socialist Worker's Party","2002",2002,"2002",0,0,176,"HUNP18"
"HUN","Hungary","Alliance of Free Democrats","2002",2006,"2002",6.8,0,176,"HUNP2"
"HUN","Hungary","Hungarian Green Party","2002",2002,"2002",0,0,176,"HUNP22"
"HUN","Hungary","Independent Smallholders' Party","2006",2006,"2006",0,0,176,"HUNP27"
"HUN","Hungary","Hungarian Socialist Party","2002",2006,"2002",40.5,24,176,"HUNP3"
"HUN","Hungary","Worker's Party","2002",2006,"2002",1.9,0,176,"HUNP30"
"HUN","Hungary","Alliance of Free Democrats-Hungarian Liberal Party-Hungarian Socialist Party","2002",2006,"2006",2.9,4,176,"HUNP32"
"HUN","Hungary","Hungarian Justice and Life Party","2002",2002,"2002",4.6,0,176,"HUNP33"
"HUN","Hungary","Association for Somogy","2006",2006,"2006",0.2,0,176,"HUNP36"
"HUN","Hungary","Social Democratic Party","2002",2006,"2002",0,0,176,"HUNP39"
"HUN","Hungary","Independent Smallholders' Party","2002",2002,"2002",1.2,0,176,"HUNP4"
"HUN","Hungary","Green Party","2006",2006,"2006",0.1,0,176,"HUNP41"
"HUN","Hungary","Smallholders' Party Party of the Alliance of Smallholders","2002",2002,"2002",0,0,176,"HUNP42"
"HUN","Hungary","Hungarian Democratic Forum-Hungarian Pensioners' Party","2006",2006,"2006",0,0,176,"HUNP44"
"HUN","Hungary","Democratic Party of Hungarian Roma","2002",2002,"2002",0,0,176,"HUNP49"
"HUN","Hungary","Reform Party of Smallholders","2002",2002,"2002",0,0,176,"HUNP52"
"HUN","Hungary","Association of Solidarity for Survival","2002",2002,"2002",0,0,176,"HUNP54"
"HUN","Hungary","Party of Hungarian Interest","2002",2002,"2002",0,0,176,"HUNP55"
"HUN","Hungary","Alliance of Green Democrats","2006",2006,"2006",0,0,176,"HUNP56"
"HUN","Hungary","Centre of Solidarity for Hungary","2002",2006,"2002",3.2,0,176,"HUNP57"
"HUN","Hungary","Party of Equal Chance","2006",2006,"2006",0,0,176,"HUNP58"
"HUN","Hungary","Federation of Young Democrats-Christian Democratic People's Party","2006",2006,"2006",42,28,176,"HUNP59"
"HUN","Hungary","Federation of Young Democrats--Hungarian Democratic Forum","2002",2002,"2002",39.4,20,176,"HUNP60"
"HUN","Hungary","National Unity Party of Independent Smallholders","2006",2006,"2006",0,0,176,"HUNP61"
"HUN","Hungary","Hungarian Pensioners' Party","2002",2006,"2002",0,0,176,"HUNP63"
"HUN","Hungary","Hungarian Justice and Life Party-Jobbik Third Way Party Alliance","2006",2006,"2006",1.7,0,176,"HUNP64"
"HUN","Hungary","Hungarians One for Another' Union","2006",2006,"2006",0,0,176,"HUNP65"
"HUN","Hungary","Hungarian Roma Party","2002",2002,"2002",0,0,176,"HUNP66"
"HUN","Hungary","Hungarian Workers' Party 2006","2006",2006,"2006",0,0,176,"HUNP67"
"HUN","Hungary","Hungarian Socialist Party-Hungarian Social Democratic Party","2002",2002,"2002",0.7,0,176,"HUNP68"
"HUN","Hungary","Hungarian Provincial and Civic Party","2006",2006,"2006",0.1,0,176,"HUNP69"
"HUN","Hungary","Anti-corruption Civic Democratic Party","2002",2002,"2002",0,0,176,"HUNP70"
"HUN","Hungary","Live Chain for Hungary","2006",2006,"2006",0,0,176,"HUNP71"
"HUN","Hungary","United Party of Hungarian Entrepreneurs","2002",2002,"2002",0,0,176,"HUNP72"
"HUN","Hungary","MCF Roma Union","2006",2006,"2006",0.1,0,176,"HUNP73"
"HUN","Hungary","New Left Side","2002",2002,"2002",0.1,0,176,"HUNP74"
"HUN","Hungary","Hungarian Democratic Forum-Federation of Young Democrats-Christian Democratic People's Party","2006",2006,"2006",0.6,0,176,"HUNP75"
"IDN","Indonesia","Partai Indonesia Baru [PIB]","1999",1999,"1999",0.2,0,462,"IDNP1"
"IDN","Indonesia","Partai Syarikat Islam Indonesia [PSII]","1999",1999,"1999",0.3,1,462,"IDNP10"
"IDN","Indonesia","Perjuangan PDI Perjuangan [PDI]","1999",1999,"1999",34.3,153,462,"IDNP11"
"IDN","Indonesia","Abul Yatama Partai Abul Yatama [P]","1999",1999,"1999",0.2,0,462,"IDNP12"
"IDN","Indonesia","Partai Kebangsaan Merdeka [PKM]","1999",1999,"1999",0.1,0,462,"IDNP13"
"IDN","Indonesia","Partai Demokrasi Kasih Bangsa [PDKB]","1999",1999,"1999",0.4,4,462,"IDNP14"
"IDN","Indonesia","Partai Amanat Nasional [PAN]","1999",1999,"1999",7.5,37,462,"IDNP15"
"IDN","Indonesia","Partai Rakyat Demokratik [PRD]","1999",1999,"1999",0.1,0,462,"IDNP16"
"IDN","Indonesia","Partai Syarikat Islam Indonesia-1905 [PSII 1905]","1999",1999,"1999",0.1,0,462,"IDNP17"
"IDN","Indonesia","Partai Katolik Demokrat [PKD]","1999",1999,"1999",0.2,1,462,"IDNP18"
"IDN","Indonesia","Partai Pilihan Rakyat [PILAR]","1999",1999,"1999",0,0,462,"IDNP19"
"IDN","Indonesia","Partai Kristen Nasional Indonesia [KRISNA]","1999",1999,"1999",0.3,0,462,"IDNP2"
"IDN","Indonesia","Partai Rakyat Indonesia [PARI]","1999",1999,"1999",0.1,0,462,"IDNP20"
"IDN","Indonesia","Partai Politik Islam Indonesia Masyumi [MASYUMI]","1999",1999,"1999",0.4,1,462,"IDNP21"
"IDN","Indonesia","Bulan Bintang Partai Bulan Bintang [P]","1999",1999,"1999",2,13,462,"IDNP22"
"IDN","Indonesia","Partai Solidaritas Pekerja [PSP]","1999",1999,"1999",0,0,462,"IDNP23"
"IDN","Indonesia","Keadilan Partai Keadilan [P]","1999",1999,"1999",1.4,6,462,"IDNP24"
"IDN","Indonesia","Partai Nahdlatul Ummat [PNU]","1999",1999,"1999",0.6,4,462,"IDNP25"
"IDN","Indonesia","Front Marhaenis Partai-Front Marhaenis [PNI]","1999",1999,"1999",0.3,1,462,"IDNP26"
"IDN","Indonesia","Partai Ikatan Pendukung Kemerdekaan Indonesia [IPKI]","1999",1999,"1999",0.3,1,462,"IDNP27"
"IDN","Indonesia","Republik Partai Republik [P]","1999",1999,"1999",0.2,0,462,"IDNP28"
"IDN","Indonesia","Islam Demokrat Partai Islam Demokrat [P]","1999",1999,"1999",0.1,0,462,"IDNP29"
"IDN","Indonesia","[PNI PNI]","1999",1999,"1999",0.4,0,462,"IDNP3"
"IDN","Indonesia","Massa Marhaen PNI-Massa Marhaen [PNI]","1999",1999,"1999",0.3,1,462,"IDNP30"
"IDN","Indonesia","Partai MURBA [MURBA]","1999",1999,"1999",0.1,0,462,"IDNP31"
"IDN","Indonesia","Partai Demokrasi Indonesia [PDI]","1999",1999,"1999",0.6,3,462,"IDNP32"
"IDN","Indonesia","Partai GOLKAR [GOLKAR]","1999",1999,"1999",22,119,462,"IDNP33"
"IDN","Indonesia","Persatuan Partai Persatuan [P]","1999",1999,"1999",0.5,1,462,"IDNP34"
"IDN","Indonesia","Partai Kebangkitan [PKB]","1999",1999,"1999",12.2,51,462,"IDNP35"
"IDN","Indonesia","Partai Uni Demokrasi Indonesia [PUDI]","1999",1999,"1999",0.1,0,462,"IDNP36"
"IDN","Indonesia","Partai Buruh Nasional [PBN]","1999",1999,"1999",0.1,0,462,"IDNP37"
"IDN","Indonesia","Partai MKGR [MKGR]","1999",1999,"1999",0.2,0,462,"IDNP38"
"IDN","Indonesia","Daulat Rakyat Partai Daulat Rakyat [P]","1999",1999,"1999",0.4,1,462,"IDNP39"
"IDN","Indonesia","Partai Aliansi Demokrat Indonesia [PADI]","1999",1999,"1999",0.1,0,462,"IDNP4"
"IDN","Indonesia","Cinta Damai Partai Cinta Damai [P]","1999",1999,"1999",0.2,0,462,"IDNP40"
"IDN","Indonesia","Partai Keadilan dan Persatuan [PKP]","1999",1999,"1999",1,4,462,"IDNP41"
"IDN","Indonesia","Partai SPSI [SPSI]","1999",1999,"1999",0.1,0,462,"IDNP42"
"IDN","Indonesia","Partai Nasional Bangsa Indonesia [PNBI]","1999",1999,"1999",0.1,0,462,"IDNP43"
"IDN","Indonesia","Partai Bhinneka Tunggal Ika Indonesia [PBI]","1999",1999,"1999",0.4,1,462,"IDNP44"
"IDN","Indonesia","Partai Solidaritas Uni Nasional Indonesia [SUNI]","1999",1999,"1999",0.2,0,462,"IDNP45"
"IDN","Indonesia","Partai Nasional Demokrat [PND]","1999",1999,"1999",0.1,0,462,"IDNP46"
"IDN","Indonesia","Partai Umat Muslimin Indonesia [PUMI]","1999",1999,"1999",0,0,462,"IDNP47"
"IDN","Indonesia","Partai Pekerja Indonesia [PPI]","1999",1999,"1999",0.1,0,462,"IDNP48"
"IDN","Indonesia","Partai KAMI [KAMI]","1999",1999,"1999",0.3,0,462,"IDNP5"
"IDN","Indonesia","Ummat Islam Partai Ummat Islam [P]","1999",1999,"1999",0.3,0,462,"IDNP6"
"IDN","Indonesia","Partai Kebangkitan Umat [PKU]","1999",1999,"1999",0.3,1,462,"IDNP7"
"IDN","Indonesia","Masyumi Baru Partai Masyumi Baru [P]","1999",1999,"1999",0.1,0,462,"IDNP8"
"IDN","Indonesia","Partai Persatuan Pembangunan [PPP]","1999",1999,"1999",10.7,58,462,"IDNP9"
"IRL","Ireland","Ailtiri na hAiseirighe [A-A]","1948",1948,"1948",0,0,147,"IRLP1"
"IRL","Ireland","Democratic Left [D.L.]","1992",1997,"1992",2.8,4,166,"IRLP10"
"IRL","Ireland","Democratic Socialist Party [D.S.P.]","1982",1989,"1989",0.6,1,166,"IRLP11"
"IRL","Ireland","[T.C.G.]","1982",1982,"1982",0,0,166,"IRLP12"
