"ctrynm","party_id","party","hog_first","first","last","share_max","share_year","country"
"ITA",4753,"Radical",1920,1895,1991,14.4,1912,"ITA"
"ITA",4757,"Republican",,1898,1994,5.7,1900,"ITA"
"ITA",4767,"Social Movement",,1948,1994,8.9,1972,"ITA"
"ITA",4768,"Socialist",1997,1895,2001,30.7,1918,"ITA"
"IVO",4787,"Democratic Party",1960,1960,2012,100,1959,"CIV"
"IVO",4793,"Ivorian Popular Front",,2001,2011,43,2000,"CIV"
"IVO",4804,"Rally of the Republicans",,1996,2012,47.8,2011,"CIV"
"JAM",4813,"Labour Party",1962,1959,2012,100,1983,"JAM"
"JAM",4815,"People's National",1973,1959,2012,88.3,1993,"JAM"
"JOR",4827,"Islamic",,1990,1997,25,1989,"JOR"
"JPN",4856,"Chuo Club",,1893,1894,27,1892,"JPN"
"JPN",4857,"Chuse Club",,1904,1927,9,1924,"JPN"
"JPN",4859,"Clean Government",,1968,2010,11.5,1983,"JPN"
"JPN",4860,"Communist",,1946,2012,7.7,1972,"JPN"
"JPN",4869,"Daiichi Giin Kurabu",,1939,1939,10.6,1938,"JPN"
"JPN",4874,"Democratic Party",,1948,2012,64.2,2007,"JPN"
"JPN",4877,"Democratic Socialist",,1961,1996,7.6,1983,"JPN"
"JPN",4879,"Dokoritsu Club",,1893,1894,10.3,1892,"JPN"
"JPN",4882,"Doshi Club",,1895,1949,8,1894,"JPN"
"JPN",4893,"Imperial",,1903,1908,5.1,1904,"JPN"
"JPN",4903,"Japan Cooperative Party",,1946,1953,6.2,1947,"JPN"
"JPN",4906,"Japan Renewal",1994,1994,1996,10.9,1993,"JPN"
"JPN",4909,"Jiyuto",,1890,1894,43.3,1889,"JPN"
"JPN",4913,"Kense hon",,1903,1912,25.3,1902,"JPN"
"JPN",4915,"Kensikai",,1925,1927,32.5,1924,"JPN"
"JPN",4917,"Ko-shin Club",,1905,1908,10.4,1904,"JPN"
"JPN",4929,"Left-Wing Socialist",,1953,1958,19.1,1955,"JPN"
"JPN",4932,"Liberal",1947,1895,2003,56.7,1949,"JPN"
"JPN",4936,"Liberal Party",,1951,1958,24,1955,"JPN"
"JPN",4942,"Minseito",1930,1928,1939,58,1930,"JPN"
"JPN",4945,"National Association",,1895,1902,11.7,1894,"JPN"
"JPN",4949,"New Frontier",,1996,2000,31.2,1996,"JPN"
"JPN",4974,"Progressive",,1899,1902,34.7,1898,"JPN"
"JPN",4975,"Progressive Party",,1946,1955,26,1947,"JPN"
"JPN",4982,"Right-Wing Socialist",,1953,1958,14.3,1955,"JPN"
"JPN",4985,"Rikken Doshi Kai",,1916,1924,40.2,1915,"JPN"
"JPN",4986,"Rikken Kaishinto",,1890,1898,20,1894,"JPN"
"JPN",4987,"Rikken Kokumin",,1913,1924,24.9,1912,"JPN"
"JPN",4989,"Rikken Seiyu Kai",,1903,1927,59.9,1920,"JPN"
"JPN",4995,"Seiyukai",1907,1907,1939,64.9,1932,"JPN"
"JPN",4996,"Shakai Taishuto",,1933,1939,7.9,1937,"JPN"
"JPN",5003,"Sieyuhonto",,1925,1927,24.9,1924,"JPN"
"JPN",5011,"Socialist Party",,1946,2012,35.8,1958,"JPN"
"JPN",5014,"Taisekai",,1890,1892,26.3,1889,"JPN"
"KEN",5024,"Democratic",,1993,2002,18.3,1997,"KEN"
"KEN",5025,"FORD-Asili",,1993,2002,17.2,1992,"KEN"
"KEN",5026,"Ford-Kenya",,1993,2002,17.2,1992,"KEN"
"KEN",5030,"KANU",,1964,2007,100,1963,"KEN"
"KEN",5037,"National Rainbow",,2003,2012,58.9,2002,"KEN"
"KEN",5038,"Orange Democratic Movement (ODM) & Allies",,2008,2012,45.5,2007,"KEN"
"KEN",5042,"Party of National Unity [PNU] & Allies",,2008,2012,34.8,2007,"KEN"
"KIR",5053,"Christian Democrats",,1994,2003,35.9,1998,"KIR"
"KIR",5057,"Pillars of Truth",,2004,2007,38.1,2003,"KIR"
"KIR",5058,"Protect the Maneaba",,2004,2007,57.1,2003,"KIR"
"KNA",5059,"Concerned Citizens Movement",,1990,2012,18.2,1989,"KNA"
"KNA",5061,"Labor",1996,1984,2012,72.7,2000,"KNA"
"KNA",5062,"Nevis Reformation Party",,1984,2012,27.3,1983,"KNA"
"KNA",5063,"People's Action Movement",1984,1984,2012,54.5,1983,"KNA"
"KUW",5068,"Democratic Alliance",,1992,1996,26,1991,"KWT"
"KUW",5078,"National Action Bloc",,1992,2012,38,1996,"KWT"
"KUW",5084,"Pro-Reform",,2007,2007,66,2006,"KWT"
"KYR",5090,"Bright Way/Ak Jol",,2008,2012,78.9,2007,"KGZ"
"KYR",5091,"Communist",,2001,2012,8.9,2007,"KGZ"
"KYR",5099,"People's Movement/Bright Path",,2006,2012,90.7,2005,"KGZ"
"KYR",5102,"Social-Democratic Party of Kyrgyzstan",,2008,2012,12.2,2007,"KGZ"
"KZK",5111,"AIST",,2005,2007,14.3,2004,"KAZ"
"KZK",5115,"Civil Party of Kazakhstan",,2000,2004,14.3,1999,"KAZ"
"KZK",5118,"Democratic",,1996,2007,10.4,1995,"KAZ"
"KZK",5122,"Nur Otan",2008,2000,2012,100,2007,"KAZ"
"KZK",5126,"People's Unity Party",,1991,2012,100,1990,"KAZ"
"LAO",5134,"People's Revolutionary",1954,1954,2012,100,1974,"LAO"
"LAT",5138,"Centre for Harmony",,2007,2012,31,2011,"LVA"
"LAT",5146,"Democratci Centre",,1994,1998,18,1995,"LVA"
"LAT",5147,"Democratic Centre",1928,1920,1933,6,1931,"LVA"
"LAT",5148,"Electoral Union",,2007,2010,10,2006,"LVA"
"LAT",5150,"Farmer's Union",,1933,1999,14,1932,"LVA"
"LAT",5152,"Fatherland and Freedom",1998,1994,2006,17,1998,"LVA"
"LAT",5154,"For Civil Rights",,2003,2010,24,2002,"LVA"
"LAT",5155,"German Minority",,1927,1933,6,1928,"LVA"
"LAT",5156,"Harmony for Latvia",,1994,2002,16,1998,"LVA"
"LAT",5158,"Jewish Minority",,1927,1933,5,1926,"LVA"
"LAT",5159,"Latgallian Catholic and Christ",,1927,1933,9,1931,"LVA"
"LAT",5164,"Latvia First",,2003,2006,10,2002,"LVA"
"LAT",5166,"Latvian Popular Front",,1991,1993,100,1990,"LVA"
"LAT",5167,"Latvian Social-Democratic Workers Party",,1999,2002,14,1998,"LVA"
"LAT",5169,"Latvian Way",1994,1994,2009,36,1993,"LVA"
"LAT",5170,"Minor parties",,1928,1933,6,1931,"LVA"
"LAT",5172,"National Alliance",,2011,2012,14,2011,"LVA"
"LAT",5174,"National Independence Movement",,1994,1995,15,1993,"LVA"
"LAT",5176,"New Era",2003,2003,2012,26,2002,"LVA"
"LAT",5177,"New Farmers and Small Landowne",,1927,1933,9,1931,"LVA"
"LAT",5180,"Peasants' Union",1929,1927,1932,16,1926,"LVA"
"LAT",5182,"People's Party",2000,1999,2010,24,1998,"LVA"
"LAT",5184,"Popular Movement",,1996,1998,16,1995,"LVA"
"LAT",5187,"Reform Social Democrat",1927,1927,1932,10,1928,"LVA"
"LAT",5189,"Russian Minority",,1927,1933,6,1928,"LVA"
"LAT",5190,"Social Democratic Labor",,1927,1933,32,1926,"LVA"
"LAT",5195,"Union of Greens and Farmers",,2003,2012,22,2010,"LVA"
"LAT",5198,"Unity",,2011,2012,33,2010,"LVA"
"LAT",5200,"Zatlers' Reform Party",,2012,2012,22,2011,"LVA"
"LBR",5207,"Action Party",,1985,1989,12.5,1984,"LBR"
"LBR",5210,"Alliance for Peace and Democracy",,2006,2012,7.8,2005,"LBR"
"LBR",5211,"Coalition for the Transformation of Liberia",,2006,2011,12.5,2005,"LBR"
"LBR",5214,"Congress for Democratic Change (CDC)",,2006,2012,23.4,2005,"LBR"
"LBR",5221,"Liberty",,2006,2012,14.1,2005,"LBR"
"LBR",5227,"National Democratic Party",,1985,2012,79.7,1984,"LBR"
"LBR",5230,"National Patriotic Front",,1990,2012,76.6,1997,"LBR"
"LBR",5237,"True Whig",,1921,1980,100,1959,"LBR"
"LBR",5241,"Unity",,1985,2012,32.9,2011,"LBR"
"LCA",5247,"Saint Lucia Labor Party",1982,1980,2012,94.1,1997,"LCA"
"LCA",5250,"United Workers' Party",1983,1980,2012,82.4,1982,"LCA"
"LEB",5254,"Amal - Hezbollah Alliance",,2006,2010,25.8,2005,"LBN"
"LEB",5259,"Beirut",,2011,2012,14.8,2010,"LBN"
"LEB",5260,"Bekaa",,2011,2012,18,2010,"LBN"
"LEB",5262,"Dignity",,2001,2005,14.1,2000,"LBN"
"LEB",5263,"Druses",,1960,2000,6.7,1992,"LBN"
"LEB",5265,"Free Patriotic Movement",,2006,2010,16.4,2005,"LBN"
"LEB",5269,"Greek Catholics",,1960,2000,6.2,1996,"LBN"
"LEB",5270,"Greek Orthodox",,1960,2000,11.1,1959,"LBN"
"LEB",5275,"Maronite Christian",,1960,2000,30.3,1972,"LBN"
"LEB",5276,"Martyr Rafik Hariri list",,2006,2010,56.2,2005,"LBN"
"LEB",5279,"Mount Lebanon",,2011,2012,27.3,2010,"LBN"
"LEB",5282,"North Lebanon",,2011,2012,21.9,2010,"LBN"
"LEB",5288,"Resistance and Development",,2001,2005,18,2000,"LBN"
"LEB",5289,"Shia Moslem",,1960,2000,22.5,1992,"LBN"
"LEB",5290,"South Lebanon",,2011,2012,18,2010,"LBN"
"LEB",5291,"Sunni Moslem",,1960,2000,22.5,1992,"LBN"
"LES",5294,"All Basotho Convention",,2008,2012,14.2,2007,"LSO"
"LES",5297,"Basotho Congress",1966,1966,2012,91.5,1969,"LSO"
"LES",5301,"Basuto National",,1966,2012,51.7,1965,"LSO"
"LES",5305,"Lesotho Congress for Democracy",1999,1999,2012,98.7,1998,"LSO"
"LIE",5322,"Fatherland Union",1975,1975,2012,53.3,1986,"LIE"
"LIE",5323,"Free List",,1994,2012,12,2004,"LIE"
"LIE",5325,"Progressive Citizens' Party",2002,1987,2012,52,2001,"LIE"
"LIT",5329,"Center",,1994,2004,9.4,1996,"LTU"
"LIT",5332,"Christian Democrats",,1994,2000,11.6,1996,"LTU"
"LIT",5335,"Democratic Labour",1994,1994,2000,51.8,1993,"LTU"
"LIT",5337,"Homeland Union",,1994,2012,50.7,1996,"LTU"
"LIT",5345,"Labour",,2005,2008,27.7,2004,"LTU"
"LIT",5346,"Liberal and Centre Union",,2005,2012,12.8,2004,"LTU"
"LIT",5352,"Lithuanian Polish Union",,2001,2004,24.1,2000,"LTU"
"LIT",5353,"Lithuanian Social Democratic Party",,2009,2012,17.7,2008,"LTU"
"LIT",5357,"New Union",,2001,2012,20.6,2000,"LTU"
"LIT",5360,"Order and Justice",,2009,2012,10.6,2008,"LTU"
"LIT",5374,"Rising Nation",,2009,2012,11.3,2008,"LTU"
"LIT",5375,"Sajudis",,1991,1993,62.4,1990,"LTU"
"LIT",5377,"Social Democrat",,1994,2006,36.2,2000,"LTU"
"LUX",5385,"Action Committee",,1995,2009,11.7,1999,"LUX"
"LUX",5389,"Christian Social",,1946,2012,50,1954,"LUX"
"LUX",5393,"Communist",,1935,1994,10.7,1968,"LUX"
"LUX",5396,"Democratic Group",,1946,1947,17.6,1945,"LUX"
"LUX",5397,"Democratic Party",,1948,2012,25.4,1979,"LUX"
"LUX",5402,"Greens",,1995,2012,15,2008,"LUX"
"LUX",5420,"Radical-Liberal",,1935,1945,14.8,1934,"LUX"
"LUX",5421,"Radical-Socialist",,1920,1934,14.6,1919,"LUX"
"LUX",5422,"Right",,1920,1945,56.2,1919,"LUX"
"LUX",5423,"Social Democratic",,1975,1984,8.5,1974,"LUX"
"LUX",5426,"Socialist Workers",,1920,2012,38.2,1964,"LUX"
"MAA",5447,"People's",1961,1961,1978,100,1960,"MRT"
"MAA",5448,"People's Progressive Alliance",,2007,2012,5.3,2006,"MRT"
"MAA",5452,"Rally of Democratic Forces",,2002,2012,15.8,2006,"MRT"
"MAA",5454,"Republican Party for Democracy and Renewal",,2007,2012,7.4,2006,"MRT"
"MAA",5456,"Social Democratic Republican",1979,1979,2012,89.9,1996,"MRT"
"MAA",5460,"Union of the Progress of Forces",,2002,2012,8.4,2006,"MRT"
"MAC",5463,"Democratic Alternative",,1999,2002,10.8,1998,"MKD"
"MAC",5464,"Democratic Party for Albanians",,2003,2012,10.8,2008,"MKD"
"MAC",5465,"Democratic Prosperity",,1991,2002,20.4,1990,"MKD"
"MAC",5468,"Democratic Union for Integration",,2003,2012,14.2,2006,"MKD"
"MAC",5471,"For Macedonia Together",,2003,2008,50.8,2002,"MKD"
"MAC",5474,"Internal Macedonian Revolutionary Organization",1999,1991,2012,53.3,2008,"MKD"
"MAC",5477,"LDP",,1995,2002,24.2,1994,"MKD"
"MAC",5488,"PDP",,1995,2006,11.7,1998,"MKD"
"MAC",5489,"Reform-Liberal",,1991,1994,15.7,1990,"MKD"
"MAC",5491,"Social Democratic League",,1991,2002,48.3,1994,"MKD"
"MAC",5494,"SP",,1995,2002,7.5,1994,"MKD"
"MAG",5502,"Comite des Forces Vives",,1994,1998,34.1,1993,"MDG"
"MAG",5503,"Confederation of Civil Societies for Development",,1994,2002,7.3,1998,"MDG"
"MAG",5504,"Congress",,1961,1989,11.7,1976,"MDG"
"MAG",5509,"I Love Madagascar",2003,2003,2012,82.7,2007,"MDG"
"MAG",5516,"Militant",,1994,1998,10.9,1993,"MDG"
"MAG",5525,"National Union",,2003,2007,14.4,2002,"MDG"
"MAG",5533,"Social Democratic",,1961,1972,97.2,1965,"MDG"
"MAG",5534,"Socialist-Arema",,1976,2002,87.6,1989,"MDG"
"MAG",5536,"Torch",,1994,2002,10.7,1998,"MDG"
"MAG",5539,"Vonjy",,1977,1989,5.1,1976,"MDG"
"MAL",5544,"Alliance",1960,1960,2012,63.1,2008,"MYS"
"MAL",5545,"Alliance/National Front",1970,1960,2012,87.7,1974,"MYS"
"MAL",5548,"Democratic Action Party",,1970,2012,13.6,1982,"MYS"
"MAL",5551,"Islamic",,1960,2012,14,1999,"MYS"
"MAL",5553,"Malaysian Chinese",,1996,2008,15.6,1995,"MYS"
"MAL",5562,"People's Justice Party",,2005,2012,14,2008,"MYS"
"MAL",5576,"United Malays National Organization",,2005,2008,49.8,2004,"MYS"
"MAL",5579,"United Traditional Bumipatra",,1996,2008,5.2,1995,"MYS"
"MAS",5582,"Alliance",,2006,2007,34.3,2005,"MUS"
"MAS",5583,"Democratic Union",,1968,1976,7.1,1967,"MUS"
"MAS",5587,"Independence",,1968,1983,40,1976,"MUS"
"MAS",5589,"Labour",,1968,1995,60,1983,"MUS"
"MAS",5590,"Mauritian Militant Movement-Mauritian Socialist Movement",,2008,2012,34.3,2007,"MUS"
"MAS",5591,"Mauritian Party of Xavier-Luc Duval",,2002,2005,11.4,2001,"MUS"
"MAS",5593,"Militant Movement",,1968,1995,63.6,1982,"MUS"
"MAS",5595,"Militant Movement-Socialist",,1983,2012,87.1,2000,"MUS"
"MAS",5596,"Militant-Labor Alliance",1983,1968,2000,90.9,1995,"MUS"
"MAS",5598,"Muslim Action",,1968,1976,7.1,1967,"MUS"
"MAS",5608,"Social Alliance",,2008,2012,60,2007,"MUS"
"MAS",5609,"Social Democratic",,1968,1991,18.6,1967,"MUS"
"MAW",5613,"Alliance for Democracy",,1995,2012,18.6,1994,"MWI"
"MAW",5614,"Congress",1965,1965,2012,100,1964,"MWI"
"MAW",5615,"Democratic Progressive Party",,2010,2012,58.5,2009,"MWI"
"MAW",5621,"Mgwirizano Coalition",,2005,2009,13,2004,"MWI"
"MAW",5625,"United Democratic Front",,1995,2012,48.4,1999,"MWI"
"MCO",5626,"Medecin List",,1994,1998,11.1,1993,"MCO"
"MCO",5629,"Rally and Issues for Monaco",,1984,2012,100,1983,"MCO"
"MCO",5631,"Union for Monaco",,2004,2012,87.5,2003,"MCO"
"MDV",5634,"Dhivehi Rayyithunge Party",,2009,2012,36.4,2008,"MDV"
"MDV",5637,"Maldivian Democratic Party",,2009,2012,33.8,2008,"MDV"
"MEX",5654,"Democratic Revolution",,1992,2012,25.2,2006,"MEX"
"MEX",5657,"Institutional Revolutionary Pa",,1921,2012,100,1945,"MEX"
"MEX",5663,"National Action Party",,1960,2012,43.6,2000,"MEX"
"MEX",5664,"National Democratic Front",,1989,2000,27.8,1988,"MEX"
"MLD",5688,"Agrarian Democratic",1993,1993,1998,43.3,1994,"MDA"
"MLD",5691,"Braghis Alliance (BEAB)",,2002,2005,18.8,2001,"MDA"
"MLD",5692,"Christian Democratic Popular Front",,1995,2009,10.9,2001,"MDA"
"MLD",5694,"Communist",1998,1998,2012,70.3,2001,"MDA"
"MLD",5695,"Democratic",,1999,2012,25,1998,"MDA"
"MLD",5697,"Democratic Moldova Bloc",,2006,2009,33.7,2005,"MDA"
"MLD",5699,"Liberal",,2010,2012,14.9,2009,"MDA"
"MLD",5700,"Liberal Democratic",2010,2010,2012,31.7,2010,"MDA"
"MLD",5701,"Moldovan Popular Front",,1991,1996,100,1990,"MDA"
"MLD",5702,"Movement for a Democratic and Prosperous Moldova",,1999,2001,23.1,1998,"MDA"
"MLD",5704,"Party for Revival and Conciliation",,1995,1998,10.6,1994,"MDA"
"MLD",5705,"Party of Democratic Forces",,1999,2001,10.6,1998,"MDA"
"MLD",5706,"Peasants and Intellectual Bloc",,1995,1998,10.6,1994,"MDA"
"MLD",5707,"Socialist/Yedinstvo Coalition",,1995,1998,26.9,1994,"MDA"
"MLI",5710,"ADEMA",1994,1993,2012,87.1,1997,"MLI"
"MLI",5712,"Alliance for Democracy and Progress",,2008,2012,76.9,2007,"MLI"
"MLI",5713,"Alliance for the Republic and Democracy",,2003,2007,34.7,2002,"MLI"
"MLI",5718,"Front for Democracy and the Republic",,2008,2012,10.2,2007,"MLI"
"MLI",5719,"Hope 2002",2003,2003,2007,44.9,2002,"MLI"
"MLI",5734,"Soudanaise Union",,1960,1968,100,1959,"MLI"
"MLI",5736,"UDPM",,1979,2012,100,1978,"MLI"
"MLT",5742,"Malta Labour Party",1972,1964,2012,55.4,1992,"MLT"
"MLT",5743,"Nationalist Party",1988,1964,2012,56,1966,"MLT"
"MNG",5746,"Coalition",,2006,2009,14.8,2007,"MNE"
"MNG",5747,"Coalition for a European Montenegro",2006,2006,2012,59.3,2009,"MNE"
"MNG",5753,"Movement for Change",,2006,2012,14.8,2007,"MNE"
"MNG",5756,"Serb List",,2006,2009,16,2007,"MNE"
"MNG",5757,"Socialist People's",,2010,2012,19.8,2009,"MNE"
"MON",5763,"Democratic Party",,1993,2012,43.4,1996,"MNG"
"MON",5768,"Motherland-Democracy Coalition",2005,2005,2008,46.1,2004,"MNG"
"MON",5772,"People's Revolutionary Party",1991,1960,2012,100,1959,"MNG"
"MON",5775,"Socialist",,1993,2000,15.8,1996,"MNG"
"MOR",5790,"Constitutional Union",,1985,2012,33.9,1984,"MAR"
"MOR",5791,"Democratic and Social Movement",,1998,2012,9.8,1997,"MAR"
"MOR",5800,"Istiqlal",,1964,2012,28.5,1963,"MAR"
"MOR",5804,"Monarchist FDIC",,1962,1970,100,1961,"MAR"
"MOR",5809,"National Democratic Party",,1985,2007,9.8,1984,"MAR"
"MOR",5810,"National Popular Movement",,1994,2007,7.7,1993,"MAR"
"MOR",5819,"Party of Authenticity and Modernity",,2012,2012,14.5,2011,"MAR"
"MOR",5822,"Party of Justice and Development",,2003,2012,32.9,2011,"MAR"
"MOR",5827,"Popular Movement",,1971,2012,25,1970,"MAR"
"MOR",5828,"Progress and Socialism",,1978,2012,5.5,2011,"MAR"
"MOR",5833,"Socialist Union of Popular For",,1978,2012,17.5,1997,"MAR"
"MOR",5835,"UNFP",,1964,1970,19.4,1963,"MAR"
"MYA",5839,"AFPFL (Anti-Fascist Peoples Fr",1948,1948,1960,72.1,1959,"MMR"
"MYA",5841,"Clean Anti-Fascists",,1961,1962,77.3,1960,"MMR"
"MYA",5844,"National United Front",,1960,1962,22.5,1959,"MMR"
"MYA",5847,"Stable Anti-Fascists",,1961,1962,11.4,1960,"MMR"
"MZM",5852,"Frelimo",1987,1976,2012,100,1977,"MOZ"
"MZM",5854,"Renamo",,1995,2012,46.8,1999,"MOZ"
"NAM",5859,"Congress of Democrats",,2000,2012,9.7,1999,"NAM"
"NAM",5862,"DTA",,1991,2012,29.2,1990,"NAM"
"NAM",5869,"Rally for Democracy and Progress",,2010,2012,11.1,2009,"NAM"
"NAM",5873,"SWAPO",2003,1991,2012,76.4,1999,"NAM"
"NAM",5874,"United Democratc Front",,1991,2012,5.6,1990,"NAM"
"NEP",5882,"Communist",2009,1991,2012,42.9,1994,"NPL"
"NEP",5885,"Communist Party of Nepal (Maoist)",,2007,2012,50.6,2008,"NPL"
"NEP",5887,"Communist Party of Nepal/United Marxist-Leninist",1995,1995,2012,24.8,2006,"NPL"
"NEP",5889,"Democrat",,1992,2006,9.8,1994,"NPL"
"NEP",5894,"Madhesi Jan Adhikar Forum",,2009,2012,12,2008,"NPL"
"NEP",5905,"Nepalese Congress Party",1991,1960,2012,67.9,1959,"NPL"
"NEP",5908,"Non-party",,1981,1991,100,1980,"NPL"
"NEW",5923,"ACT New Zealand",,2003,2012,7.5,2002,"NZL"
"NEW",5924,"Alliance",,1994,2002,8.3,1999,"NZL"
"NEW",5926,"Association of Consumers and Taxpayers",,1997,2002,7.5,1999,"NZL"
"NEW",5930,"Coalition(Reform-28, United-19",,1935,1935,58.8,1934,"NZL"
"NEW",5931,"Coalition(Reform-30, United-21",,1933,1934,63.7,1932,"NZL"
"NEW",5938,"Green Party of Aotearoa",,1997,2012,11.6,2011,"NZL"
"NEW",5942,"Labor",1936,1909,2012,66.2,1935,"NZL"
"NEW",5944,"Liberal",1891,1891,1999,72.9,1893,"NZL"
"NEW",5949,"National",1950,1936,2012,75.6,1990,"NZL"
"NEW",5954,"NZ First",,1994,2012,14.2,1996,"NZL"
"NEW",5959,"Reform",1912,1891,1932,66.2,1925,"NZL"
"NEW",5963,"United Future for New Zealand",,2003,2012,7.5,2002,"NZL"
"NIC",5969,"Conservative",,1917,2006,100,1916,"NIC"
"NIC",5973,"Constitutional Liberal",,1997,2011,53.3,2001,"NIC"
"NIC",5974,"Democratic Conservative",,1984,1990,14.6,1983,"NIC"
"NIC",5977,"Liberal",,1928,1936,67.4,1928,"NIC"
"NIC",5985,"National Opposition Union",,1991,1996,55.4,1990,"NIC"
"NIC",5987,"Nationalist Liberal",,1960,1978,66.7,1959,"NIC"
"NIC",5988,"Nicaraguan Liberal Alliance",,2007,2011,24.4,2006,"NIC"
"NIC",5991,"Popular Social Christian",,1984,1990,6.2,1983,"NIC"
"NIC",5992,"Sandinista",,1979,2012,68.9,2011,"NIC"
"NIC",5993,"Sandinista Renovation",,1997,2011,5.6,2006,"NIC"
"NIG",6000,"Action Congress",,2008,2012,13.1,2011,"NGA"
"NIG",6002,"Action Group",,1960,1965,23.5,1959,"NGA"
"NIG",6003,"All Nigeria People's Party",,2000,2012,26.7,2003,"NGA"
"NIG",6006,"Alliance for Democracy",,2000,2007,21.3,1999,"NGA"
"NIG",6014,"National Republican Convention",,1993,1993,46.7,1992,"NGA"
"NIG",6015,"Nigerian Citizens and Cameroon",,1960,1965,29.5,1959,"NGA"
"NIG",6016,"NNDP",,1966,2007,11.6,1965,"NGA"
"NIG",6017,"Northern People's Congress",1960,1960,1966,52.1,1965,"NGA"
"NIG",6018,"NPN",,1980,1983,37.4,1979,"NGA"
"NIG",6020,"NPP",,1980,1983,17.4,1979,"NGA"
"NIG",6023,"People's Democratic Party",,2000,2012,73.1,2007,"NGA"
"NIG",6026,"PRP",,1980,1983,10.9,1979,"NGA"
"NIG",6027,"Social Democratic",,1993,1993,53.3,1992,"NGA"
"NIG",6029,"UPGA",,1966,1966,34.7,1965,"NGA"
"NIG",6030,"UPN",,1980,1983,24.7,1979,"NGA"
"NIR",6033,"Alliance for the Forces of Change",,1993,1994,86.7,1992,"NER"
"NIR",6034,"ANDP",,1995,1999,10.8,1994,"NER"
"NIR",6036,"CDS-Rahamana",1994,1994,2012,28.9,1994,"NER"
"NIR",6047,"National Movement of the Development Society",2000,1995,2012,67.3,2009,"NER"
"NIR",6048,"Niger Progressive Party",,1960,1974,100,1959,"NER"
"NIR",6049,"Nigerien Alliance for Democracy and Progress",,2000,2012,7.1,2010,"NER"
"NIR",6051,"Nigerien Democratic Movement for an African Federation",,2011,2012,20.4,2010,"NER"
"NIR",6052,"Nigerien Party for Democracy and Socialism",,1995,2012,30.1,2010,"NER"
"NIR",6061,"Rally for Democracy and Progress",,2000,2012,9.6,1999,"NER"
"NIR",6065,"Social Democratic Rally",,2005,2010,13.3,2009,"NER"
"NOR",6076,"Centre",,1913,2012,19.4,1993,"NOR"
"NOR",6078,"Christian People's",1973,1934,2012,15.2,1997,"NOR"
"NOR",6080,"Communist",,1925,1959,7.3,1945,"NOR"
"NOR",6081,"Conservative",1922,1882,2012,44.7,1888,"NOR"
"NOR",6087,"Labour",1936,1904,2012,56.7,1949,"NOR"
"NOR",6091,"Liberal",1934,1882,2012,73.7,1885,"NOR"
"NOR",6094,"Moderates",,1889,1906,21.1,1888,"NOR"
"NOR",6096,"National Liberals",,1904,1927,18.7,1909,"NOR"
"NOR",6099,"Progress",,1974,2012,24.3,2009,"NOR"
"NOR",6100,"Radical",1928,1928,1933,22,1930,"NOR"
"NOR",6104,"Social Democratic Workers",,1922,1927,5.3,1921,"NOR"
"NOR",6107,"Socialist Left",,1974,2012,13.9,2001,"NOR"
"NTH",6119,"Anti-Revolutionary",1934,1851,1977,27,1888,"NLD"
"NTH",6127,"Catholic People's",,1851,1977,33.3,1963,"NLD"
"NTH",6134,"Christian Democratic Appeal",2003,1977,2012,36,1986,"NLD"
"NTH",6136,"Christian Historical",1926,1898,1977,11,1922,"NLD"
"NTH",6141,"Communist",,1919,1990,10,1946,"NLD"
"NTH",6145,"Conservative",,1851,1891,39.7,1853,"NLD"
"NTH",6146,"Democratic Socialists '70",,1972,1981,5.3,1971,"NLD"
"NTH",6147,"Democrats 66",,1968,2012,16,1994,"NLD"
"NTH",6155,"Free Liberal League",,1910,1922,10,1913,"NLD"
"NTH",6157,"Freedom",,1947,1956,9,1952,"NLD"
"NTH",6158,"Freedom and Democracy",,1960,2012,25.3,1998,"NLD"
"NTH",6162,"Green Left",,1991,2012,7.3,1998,"NLD"
"NTH",6170,"Labour",1995,1947,2012,34.7,1986,"NLD"
"NTH",6174,"Liberal",,1931,2011,8.7,1956,"NLD"
"NTH",6177,"Liberal Union",,1851,1933,57.5,1877,"NLD"
"NTH",6193,"Party for Freedom",,2007,2012,16,2010,"NLD"
"NTH",6197,"Pim Fortuyn List",,2003,2006,17.3,2002,"NLD"
"NTH",6202,"Radical Democratic",,1914,1933,7,1913,"NLD"
"NTH",6204,"Radicals",,1892,1946,11,1905,"NLD"
"NTH",6214,"Social Democratic",,1914,1937,24,1925,"NLD"
"NTH",6215,"Social Democratic Labor",,1935,1946,23,1937,"NLD"
"NTH",6217,"Social Democratic Workers",,1898,1913,7,1901,"NLD"
"NTH",6218,"Socialist",,1995,2012,16.7,2006,"NLD"
"PAK",6234,"Awami League",1957,1957,1977,53.5,1972,"PAK"
"PAK",6239,"Convention Moslem League",,1966,1977,81.3,1965,"PAK"
"PAK",6244,"IJI",,1989,1994,41.2,1990,"PAK"
"PAK",6256,"Mohajir Quami Movement",,1998,2007,5.8,1997,"PAK"
"PAK",6257,"Moslem League",,1994,1999,64.7,1997,"PAK"
"PAK",6260,"Muslim League",,1985,1988,100,1984,"PAK"
"PAK",6261,"Muttahida Majlis-e-Amal",,2003,2007,19.5,2002,"PAK"
"PAK",6265,"Muttahida Quami Movement (MQM)",,1989,2012,7.4,2007,"PAK"
"PAK",6286,"Pakistan Muslim League (Quaid-e-Azam)",,2003,2012,26.8,2007,"PAK"
