cntry,essround,variable,ess_id,party,party_id,name_check
ES,2,prtvtaes,2,Partido Socialista Obrero Español (PSOE),ES-4-2,PSOE Partido Socialista Obrero Español
ES,2,prtvtaes,3,Izquierda Unida (IU),ES-2-3,IU Izquierda Unida
ES,2,prtvtaes,4,Convergència i Unió (CiU),ES-1-4,  Convergència i Unió CiU
ES,2,prtvtaes,5,Esquerra Repubicana de Catalunya (ERC),ES-3-5,ERC Esquerra Repubicana de Catalunya
ES,2,prtvtaes,6,Iniciativa per Catalunya-Verds (ICV),ES-1-6,ICV Iniciativa per Catalunya-Verds
ES,2,prtvtaes,7,Partido Nacionalista Vasco (PNV),ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco
ES,2,prtvtaes,8,Eusko Alkartasuna (EA),ES-1-8,EA Eusko Alkartasuna
ES,2,prtvtaes,9,Bloque Nacionalista Galego (BNG),ES-4-7,BNG Bloque Nacionalista Galego
ES,2,prtvtaes,10,Coalición Canaria (CC),ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario
ES,2,prtvtaes,11,Partido Andalucista (PA),ES-1-11,PA Partido Andalucista
ES,2,prtvtaes,12,Chunta Aragonesista (CHA),ES-2-12,CHA Chunta Aragonesista
ES,2,prtvtaes,14,Other,NA,NA
ES,2,prtvtaes,15,Blank vote,ES-5-12,  Blank vote
ES,2,prtvtaes,16,Spoiled vote,ES-3-16, Spoiled vote 
ES,2,prtvtaes,17,Not applicable,NA,NA
ES,2,prtvtaes,19,Don't know,NA,NA
ES,2,prtvtaes,20,No answer,NA,NA
ES,3,prtvtaes,1,Partido Popular (PP),ES-5-1,PP Partido Popular
ES,3,prtvtaes,2,Partido Socialista Obrero Español (PSOE),ES-4-2,PSOE Partido Socialista Obrero Español
ES,3,prtvtaes,3,Izquierda Unida (IU),ES-2-3,IU Izquierda Unida
ES,3,prtvtaes,4,Convergència i Unió (CiU),ES-1-4,  Convergència i Unió CiU
ES,3,prtvtaes,5,Esquerra Repubicana de Catalunya (ERC),ES-3-5,ERC Esquerra Repubicana de Catalunya
ES,3,prtvtaes,6,Iniciativa per Catalunya-Verds (ICV),ES-1-6,ICV Iniciativa per Catalunya-Verds
ES,3,prtvtaes,7,Partido Nacionalista Vasco (PNV),ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco
ES,3,prtvtaes,8,Eusko Alkartasuna (EA),ES-1-8,EA Eusko Alkartasuna
ES,3,prtvtaes,9,Bloque Nacionalista Galego (BNG),ES-4-7,BNG Bloque Nacionalista Galego
ES,3,prtvtaes,10,Coalición Canaria (CC),ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario
ES,3,prtvtaes,11,Partido Andalucista (PA),ES-1-11,PA Partido Andalucista
ES,3,prtvtaes,12,Chunta Aragonesista (CHA),ES-2-12,CHA Chunta Aragonesista
ES,3,prtvtaes,13,Nafarroa-Bai (NA-BAI),ES-4-9, -BAI Nafarroa-Bai
ES,3,prtvtaes,14,Other,NA,NA
ES,3,prtvtaes,15,Blank vote,ES-5-12,  Blank vote
ES,3,prtvtaes,16,Spoiled vote,ES-3-16, Spoiled vote 
ES,3,prtvtaes,17,Not applicable,NA,NA
ES,3,prtvtaes,18,Refusal,NA,NA
ES,3,prtvtaes,19,Don't know,NA,NA
ES,4,prtvtbes,1,Partido Popular,ES-5-1,PP Partido Popular
ES,4,prtvtbes,2,Partido Socialista Obrero Español (PSOE),ES-4-2,PSOE Partido Socialista Obrero Español
ES,4,prtvtbes,3,Izquierda Unida (IU),ES-2-3,IU Izquierda Unida
ES,4,prtvtbes,4,Convergència i Unió (CiU),ES-1-4,  Convergència i Unió CiU
ES,4,prtvtbes,5,Esquerra Republicana de Catalunya (ERC),ES-3-5,ERC Esquerra Repubicana de Catalunya
ES,4,prtvtbes,6,Partido Nacionalista Vasco (PNV),ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco
ES,4,prtvtbes,7,Bloque Nacionalista Galego (BNG),ES-4-7,BNG Bloque Nacionalista Galego
ES,4,prtvtbes,8,Coalición Canaria-Partido Nacionalista Canario (CC-PNC),ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario
ES,4,prtvtbes,9,Nafarroa-Bai (NA-BAI),ES-4-9, -BAI Nafarroa-Bai
ES,4,prtvtbes,10,Unión Progreso y Democracia (UPyD),ES-5-10,"UP Unión, Progreso y Democracia"
ES,4,prtvtbes,11,Other,NA,NA
ES,4,prtvtbes,12,Blank vote,ES-5-12,  Blank vote
ES,4,prtvtbes,13,Spoiled vote,ES-3-16, Spoiled vote 
ES,4,prtvtbes,14,Not applicable,NA,NA
ES,4,prtvtbes,15,Refusal,NA,NA
ES,4,prtvtbes,16,Don't know,NA,NA
ES,5,prtvtbes,1,Partido Popular,ES-5-1,PP Partido Popular
ES,5,prtvtbes,2,Partido Socialista Obrero Español (PSOE),ES-4-2,PSOE Partido Socialista Obrero Español
ES,5,prtvtbes,3,Izquierda Unida (IU),ES-2-3,IU Izquierda Unida
ES,5,prtvtbes,4,Convergència i Unió (CiU),ES-1-4,  Convergència i Unió CiU
ES,5,prtvtbes,5,Esquerra Republicana de Catalunya (ERC),ES-3-5,ERC Esquerra Repubicana de Catalunya
ES,5,prtvtbes,6,Partido Nacionalista Vasco (PNV),ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco
ES,5,prtvtbes,7,Bloque Nacionalista Galego (BNG),ES-4-7,BNG Bloque Nacionalista Galego
ES,5,prtvtbes,8,Coalición Canaria-Partido Nacionalista Canario (CC-PNC),ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario
ES,5,prtvtbes,9,Nafarroa-Bai (NA-BAI),ES-4-9, -BAI Nafarroa-Bai
ES,5,prtvtbes,10,Unión Progreso y Democracia (UPyD),ES-5-10,"UP Unión, Progreso y Democracia"
ES,5,prtvtbes,11,Other,NA,NA
ES,5,prtvtbes,12,Blank vote,ES-5-12,  Blank vote
ES,5,prtvtbes,13,Spoiled vote,ES-3-16, Spoiled vote 
ES,5,prtvtbes,14,Not applicable,NA,NA
ES,5,prtvtbes,15,Refusal,NA,NA
ES,5,prtvtbes,16,Don't know,NA,NA
ES,6,prtvtces,1,Partido Popular - PP (con UPN en Navarra),ES-6-1,PP Partido Popular (con UPN en Navarra) 
ES,6,prtvtces,2,Partido Socialista Obrero Español (PSOE),ES-4-2,PSOE Partido Socialista Obrero Español
ES,6,prtvtces,3,Convergència i Unió (CiU),ES-1-4,  Convergència i Unió CiU
ES,6,prtvtces,4,Izquierda Unida (IU) - (ICV en Cataluña),ES-7-4,IU Izquierda Unida (ICV en Cataluña) 
ES,6,prtvtces,5,AMAIUR,ES-7-5,AMAIUR 
ES,6,prtvtces,6,"Unión, Progreso y Democracia (UPyD)",ES-5-10,"UP Unión, Progreso y Democracia"
ES,6,prtvtces,7,Partido Nacionalista Vasco (PNV),ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco
ES,6,prtvtces,8,Esquerra Republicana de Catalunya (ERC),ES-3-5,ERC Esquerra Repubicana de Catalunya
ES,6,prtvtces,9,Bloque Nacionalista Galego (BNG),ES-4-7,BNG Bloque Nacionalista Galego
ES,6,prtvtces,10,Coalición Canaria - Nueva Canarias,ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario
ES,6,prtvtces,11,Compromís - EQUO,ES-6-11,EQUO Compromís
ES,6,prtvtces,12,Foro de Ciudadanos,ES-6-12,  Foro de Ciudadanos
ES,6,prtvtces,14,Otros,ES-6-14, Otros 
ES,6,prtvtces,15,Votó en blanco,ES-6-15,  Votó en blanco
ES,6,prtvtces,16,Votó nulo,ES-6-16,  Votó nulo
ES,6,prtvtces,17,Not applicable,NA,NA
ES,6,prtvtces,18,Refusal,NA,NA
ES,6,prtvtces,19,Don't know,NA,NA
ES,7,prtvtces,1,Partido Popular - PP (con UPN en Navarra),ES-6-1,PP Partido Popular (con UPN en Navarra) 
ES,7,prtvtces,2,Partido Socialista Obrero Español (PSOE),ES-4-2,PSOE Partido Socialista Obrero Español
ES,7,prtvtces,3,Convergència i Unió (CiU),ES-1-4,  Convergència i Unió CiU
ES,7,prtvtces,4,Izquierda Unida (IU) - (ICV en Cataluña),ES-7-4,IU Izquierda Unida (ICV en Cataluña) 
ES,7,prtvtces,5,AMAIUR,ES-7-5,AMAIUR 
ES,7,prtvtces,6,"Unión, Progreso y Democracia (UPyD)",ES-5-10,"UP Unión, Progreso y Democracia"
ES,7,prtvtces,7,Partido Nacionalista Vasco (PNV),ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco
ES,7,prtvtces,8,Esquerra Republicana de Catalunya (ERC),ES-3-5,ERC Esquerra Repubicana de Catalunya
ES,7,prtvtces,9,Bloque Nacionalista Galego (BNG),ES-4-7,BNG Bloque Nacionalista Galego
ES,7,prtvtces,10,Coalición Canaria - Nueva Canarias,ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario
ES,7,prtvtces,11,Compromís - EQUO,ES-6-11,EQUO Compromís
ES,7,prtvtces,12,Foro de Ciudadanos,ES-6-12,  Foro de Ciudadanos
ES,7,prtvtces,13,Geroa Bai,ES-7-13,  Geroa Bai
ES,7,prtvtces,14,Otros,ES-6-14, Otros 
ES,7,prtvtces,15,Votó en blanco,ES-6-15,  Votó en blanco
ES,7,prtvtces,16,Votó nulo,ES-6-16,  Votó nulo
ES,7,prtvtces,17,Not applicable,NA,NA
ES,7,prtvtces,18,Refusal,NA,NA
ES,7,prtvtces,19,Don't know,NA,NA
ES,7,prtvtces,20,No answer,NA,NA
FI,1,prtvtfi,1,The National Coalition Party,FI-5-1,  National Coalition Party
FI,1,prtvtfi,2,The Swedish People´s Party (SPP),FI-1-2,SPP Swedish People´s Party
FI,1,prtvtfi,3,"Liberals, (The liberal party of Finland)",FI-2-3,  Liberals
FI,1,prtvtfi,4,The Centre Party,FI-1-4,  Centre Party
FI,1,prtvtfi,5,True Finns,FI-7-4,  True Finns
FI,1,prtvtfi,6,Christian Democrats,FI-2-6,  Christian Democrats
FI,1,prtvtfi,7,League for Free Finland,FI-1-7,  League for Free Finland
FI,1,prtvtfi,8,The Green League,FI-6-12,  Green League
FI,1,prtvtfi,9,Finnish Social Democratic Party,FI-3-9,  Finnish Social Democratic Party/Social Democratic Party
FI,1,prtvtfi,10,The Left Alliance,FI-6-14,  Left Alliance
FI,1,prtvtfi,11,Communist Party of Finland,FI-6-15,  Communist Party of Finland
FI,1,prtvtfi,12,The Communist Workers' Party of Finland,FI-5-17,  Communist Workers' Party of Finland
FI,1,prtvtfi,14,Other,NA,NA
FI,1,prtvtfi,15,Not applicable,NA,NA
FI,1,prtvtfi,16,Refusal,NA,NA
FI,1,prtvtfi,17,Don't know,NA,NA
FI,2,prtvtfi,1,The National Coalition Party,FI-5-1,  National Coalition Party
FI,2,prtvtfi,2,The Swedish People´s Party (SPP),FI-1-2,SPP Swedish People´s Party
FI,2,prtvtfi,3,"Liberals, (The liberal party of Finland)",FI-2-3,  Liberals
FI,2,prtvtfi,4,The Centre Party,FI-1-4,  Centre Party
FI,2,prtvtfi,5,True Finns,FI-7-4,  True Finns
FI,2,prtvtfi,6,Christian Democrats,FI-2-6,  Christian Democrats
FI,2,prtvtfi,7,League for Free Finland,FI-1-7,  League for Free Finland
FI,2,prtvtfi,8,The Green League,FI-6-12,  Green League
FI,2,prtvtfi,9,Finnish Social Democratic Party,FI-3-9,  Finnish Social Democratic Party/Social Democratic Party
FI,2,prtvtfi,10,The Left Alliance,FI-6-14,  Left Alliance
FI,2,prtvtfi,11,Communist Party of Finland,FI-6-15,  Communist Party of Finland
FI,2,prtvtfi,12,The Communist Workers' Party of Finland,FI-5-17,  Communist Workers' Party of Finland
FI,2,prtvtfi,14,Other,NA,NA
FI,2,prtvtfi,15,Not applicable,NA,NA
FI,2,prtvtfi,16,Refusal,NA,NA
FI,2,prtvtfi,17,Don't know,NA,NA
FI,3,prtvtfi,1,The National Coalition Party,FI-5-1,  National Coalition Party
FI,3,prtvtfi,2,The Swedish People´s Party (SPP),FI-1-2,SPP Swedish People´s Party
FI,3,prtvtfi,4,The Centre Party,FI-1-4,  Centre Party
FI,3,prtvtfi,5,True Finns,FI-7-4,  True Finns
FI,3,prtvtfi,6,Christian Democrats,FI-2-6,  Christian Democrats
FI,3,prtvtfi,8,The Green League,FI-6-12,  Green League
FI,3,prtvtfi,9,Finnish Social Democratic Party,FI-3-9,  Finnish Social Democratic Party/Social Democratic Party
FI,3,prtvtfi,10,The Left Alliance,FI-6-14,  Left Alliance
FI,3,prtvtfi,11,Communist Party of Finland,FI-6-15,  Communist Party of Finland
FI,3,prtvtfi,14,Other,NA,NA
FI,3,prtvtfi,15,Not applicable,NA,NA
FI,3,prtvtfi,16,Refusal,NA,NA
FI,3,prtvtfi,17,Don't know,NA,NA
FI,4,prtvtafi,1,The National Coalition Party,FI-5-1,  National Coalition Party
FI,4,prtvtafi,2,The Swedish People´s Party (SPP),FI-1-2,SPP Swedish People´s Party
FI,4,prtvtafi,3,"Liberals, (The liberal party of Finland)",FI-2-3,  Liberals
FI,4,prtvtafi,4,The Centre Party,FI-1-4,  Centre Party
FI,4,prtvtafi,5,True Finns,FI-7-4,  True Finns
FI,4,prtvtafi,6,Christian Democrats,FI-2-6,  Christian Democrats
FI,4,prtvtafi,7,The Green League,FI-6-12,  Green League
FI,4,prtvtafi,8,Finnish Social Democratic Party,FI-3-9,  Finnish Social Democratic Party/Social Democratic Party
FI,4,prtvtafi,9,The Left Alliance,FI-6-14,  Left Alliance
FI,4,prtvtafi,10,Communist Party of Finland,FI-6-15,  Communist Party of Finland
FI,4,prtvtafi,11,The Communist Workers' Party of Finland,FI-5-17,  Communist Workers' Party of Finland
FI,4,prtvtafi,12,Other,NA,NA
FI,4,prtvtafi,13,Not applicable,NA,NA
FI,4,prtvtafi,14,Refusal,NA,NA
FI,4,prtvtafi,15,Don't know,NA,NA
FI,4,prtvtafi,16,No answer,NA,NA
FI,5,prtvtbfi,1,The National Coalition Party,FI-5-1,  National Coalition Party
FI,5,prtvtbfi,2,The Swedish People´s Party (SPP),FI-1-2,SPP Swedish People´s Party
FI,5,prtvtbfi,3,"Liberals, (The liberal party of Finland)",FI-2-3,  Liberals
FI,5,prtvtbfi,4,The Centre Party,FI-1-4,  Centre Party
FI,5,prtvtbfi,5,True Finns,FI-7-4,  True Finns
FI,5,prtvtbfi,6,Christian Democrats,FI-2-6,  Christian Democrats
FI,5,prtvtbfi,8,Finnish People's Blue-whites,FI-5-8,  Finnish People's Blue-Whites
FI,5,prtvtbfi,9,Senior Citizens' Party,FI-5-9,  Senior Citizens' Party
FI,5,prtvtbfi,11,Independence Party,FI-5-11,  Independence Party
FI,5,prtvtbfi,13,The Green League,FI-6-12,  Green League
FI,5,prtvtbfi,14,Finnish Social Democratic Party,FI-3-9,  Finnish Social Democratic Party/Social Democratic Party
FI,5,prtvtbfi,15,The Left Alliance,FI-6-14,  Left Alliance
FI,5,prtvtbfi,16,Communist Party of Finland,FI-6-15,  Communist Party of Finland
FI,5,prtvtbfi,17,The Communist Workers' Party of Finland,FI-5-17,  Communist Workers' Party of Finland
FI,5,prtvtbfi,18,Workers Party,FI-5-18,  Workers Party
FI,5,prtvtbfi,19,Other,NA,NA
FI,5,prtvtbfi,20,Not applicable,NA,NA
FI,5,prtvtbfi,21,Refusal,NA,NA
FI,5,prtvtbfi,22,Don't know,NA,NA
FI,6,prtvtcfi,1,The National Coalition Party,FI-5-1,  National Coalition Party
FI,6,prtvtcfi,2,The Swedish People´s Party (SPP),FI-1-2,SPP Swedish People´s Party
FI,6,prtvtcfi,3,The Centre Party,FI-1-4,  Centre Party
FI,6,prtvtcfi,4,True Finns,FI-7-4,  True Finns
FI,6,prtvtcfi,5,Christian Democrats,FI-2-6,  Christian Democrats
FI,6,prtvtcfi,6,Freedom Party,FI-6-6,  Freedom Party
FI,6,prtvtcfi,8,Pirate Party,FI-7-8,  Pirate Party
FI,6,prtvtcfi,11,For the Poor,FI-6-11,  For the Poor
FI,6,prtvtcfi,12,Green League,FI-6-12,  Green League
FI,6,prtvtcfi,13,Social Democratic Party,FI-3-9,  Finnish Social Democratic Party/Social Democratic Party
FI,6,prtvtcfi,14,Left Alliance,FI-6-14,  Left Alliance
FI,6,prtvtcfi,15,Communist Party,FI-6-15,  Communist Party of Finland
FI,6,prtvtcfi,17,Workers Party,FI-5-18,  Workers Party
FI,6,prtvtcfi,18,Other,NA,NA
FI,6,prtvtcfi,19,Not applicable,NA,NA
FI,6,prtvtcfi,20,Refusal,NA,NA
FI,6,prtvtcfi,21,Don't know,NA,NA
FI,7,prtvtcfi,1,The National Coalition Party,FI-5-1,  National Coalition Party
FI,7,prtvtcfi,2,The Swedish People´s Party (SPP),FI-1-2,SPP Swedish People´s Party
FI,7,prtvtcfi,3,The Centre Party,FI-1-4,  Centre Party
FI,7,prtvtcfi,4,True Finns,FI-7-4,  True Finns
FI,7,prtvtcfi,5,Christian Democrats,FI-2-6,  Christian Democrats
FI,7,prtvtcfi,7,Change 2011,FI-7-7,  Change 2011
FI,7,prtvtcfi,8,Pirate Party,FI-7-8,  Pirate Party
FI,7,prtvtcfi,10,Independence Party,FI-5-11,  Independence Party
FI,7,prtvtcfi,12,Green League,FI-6-12,  Green League
FI,7,prtvtcfi,13,Social Democratic Party,FI-3-9,  Finnish Social Democratic Party/Social Democratic Party
FI,7,prtvtcfi,14,Left Alliance,FI-6-14,  Left Alliance
FI,7,prtvtcfi,15,Communist Party,FI-6-15,  Communist Party of Finland
FI,7,prtvtcfi,16,The Communist Workers' Party,FI-7-16,  Communist Workers' Party
FI,7,prtvtcfi,18,Other,NA,NA
FI,7,prtvtcfi,19,Not applicable,NA,NA
FI,7,prtvtcfi,20,Refusal,NA,NA
FI,7,prtvtcfi,21,Don't know,NA,NA
FR,1,prtvtfr,1,"CPNT (Chasse, Pêche, Nature et Traditions)",FR-2-1,"CPNT Chasse, Pêche, Nature et Traditions "
FR,1,prtvtfr,2,DL (Démocratie Libérale),FR-1-2,DL Démocratie libérale 
FR,1,prtvtfr,3,FN (Front National),FR-7-2,FN Front National 
FR,1,prtvtfr,4,LCR (ligue communiste révolutionnaire),FR-4-3,LCR Ligue Communiste Révolutionnaire 
FR,1,prtvtfr,5,LO (Lutte ouvrière),FR-5-12, Les Verts 
FR,1,prtvtfr,5,LO (Lutte ouvrière),FR-3-5,LO Lutte Ouvrière 
FR,1,prtvtfr,6,MDC (Mouvement des citoyens),FR-3-6,MDC Mouvement des citoyens 
FR,1,prtvtfr,7,MNR (Mouvement National Républicain),FR-3-7,MNR Mouvement national républicain 
FR,1,prtvtfr,8,MPF (Mouvement pour la France),FR-3-8,MPF Mouvement pour la France 
FR,1,prtvtfr,9,PC (Parti communiste),FR-1-9,PC Parti Communiste 
FR,1,prtvtfr,10,PS (Parti Socialiste),FR-6-9,PS Parti Socialiste 
FR,1,prtvtfr,11,RPF (Rassemblement du Peuple Français),FR-3-11,RPF Rassemblement du Peuple Français 
FR,1,prtvtfr,12,UMP (Union de la Majorité Présidentielle),FR-1-12,UMP Union de la Majorité Présidentielle 
FR,1,prtvtfr,13,UDF (Union pour la Démocratie Française),FR-1-13,UDF Union pour la démocratie française 
FR,1,prtvtfr,14,Les Verts,FR-5-12, Les Verts 
FR,1,prtvtfr,14,Les Verts,FR-7-12,EELV Les Verts – Europe Ecologie 
FR,1,prtvtfr,15,Autres mouvements écologistes,FR-5-13, Autres mouvements écologistes 
FR,1,prtvtfr,16,Autre,FR-1-16, Autre 
FR,1,prtvtfr,17,Not applicable,NA,NA
FR,1,prtvtfr,18,Refusal,NA,NA
FR,1,prtvtfr,19,Don't know,NA,NA
FR,1,prtvtfr,20,No answer,NA,NA
FR,2,prtvtfr,1,"CPNT (Chasse, Pêche, Nature et Traditions)",FR-2-1,"CPNT Chasse, Pêche, Nature et Traditions "
FR,2,prtvtfr,2,DL (Démocratie Libérale),FR-1-2,DL Démocratie libérale 
FR,2,prtvtfr,3,FN (Front National),FR-7-2,FN Front National 
FR,2,prtvtfr,4,LCR (ligue communiste révolutionnaire),FR-4-3,LCR Ligue Communiste Révolutionnaire 
FR,2,prtvtfr,5,LO (Lutte ouvrière),FR-5-12, Les Verts 
FR,2,prtvtfr,5,LO (Lutte ouvrière),FR-3-5,LO Lutte Ouvrière 
FR,2,prtvtfr,6,MDC (Mouvement des citoyens),FR-3-6,MDC Mouvement des citoyens 
FR,2,prtvtfr,7,MNR (Mouvement National Républicain),FR-3-7,MNR Mouvement national républicain 
FR,2,prtvtfr,8,MPF (Mouvement pour la France),FR-3-8,MPF Mouvement pour la France 
FR,2,prtvtfr,9,PC (Parti communiste),FR-1-9,PC Parti Communiste 
FR,2,prtvtfr,10,PS (Parti Socialiste),FR-6-9,PS Parti Socialiste 
FR,2,prtvtfr,11,RPF (Rassemblement du Peuple Français),FR-3-11,RPF Rassemblement du Peuple Français 
FR,2,prtvtfr,12,UMP (Union de la Majorité Présidentielle),FR-1-12,UMP Union de la Majorité Présidentielle 
FR,2,prtvtfr,13,UDF (Union pour la Démocratie Française),FR-1-13,UDF Union pour la démocratie française 
FR,2,prtvtfr,14,Les Verts,FR-5-12, Les Verts 
FR,2,prtvtfr,14,Les Verts,FR-7-12,EELV Les Verts – Europe Ecologie 
FR,2,prtvtfr,15,Autres mouvements écologistes,FR-5-13, Autres mouvements écologistes 
FR,2,prtvtfr,16,Autre,FR-1-16, Autre 
FR,2,prtvtfr,17,Not applicable,NA,NA
FR,2,prtvtfr,18,Refusal,NA,NA
FR,2,prtvtfr,19,Don't know,NA,NA
FR,3,prtvtafr,1,"CPNT (Chasse, pêche, nature et traditions)",FR-2-1,"CPNT Chasse, Pêche, Nature et Traditions "
FR,3,prtvtafr,2,DL (Démocratie libérale),FR-1-2,DL Démocratie libérale 
FR,3,prtvtafr,3,FN (Front national),FR-7-2,FN Front National 
FR,3,prtvtafr,4,LCR (Ligue communiste révolutionnaire),FR-4-3,LCR Ligue Communiste Révolutionnaire 
FR,3,prtvtafr,5,LO (Lutte ouvrière),FR-5-12, Les Verts 
FR,3,prtvtafr,5,LO (Lutte ouvrière),FR-3-5,LO Lutte Ouvrière 
FR,3,prtvtafr,6,MDC (Mouvement des citoyens),FR-3-6,MDC Mouvement des citoyens 
FR,3,prtvtafr,7,MNR (Mouvement national républicain),FR-3-7,MNR Mouvement national républicain 
FR,3,prtvtafr,8,MPF (Mouvement pour la France),FR-3-8,MPF Mouvement pour la France 
FR,3,prtvtafr,9,PC (Parti communiste),FR-1-9,PC Parti Communiste 
FR,3,prtvtafr,10,PS (Parti socialiste),FR-6-9,PS Parti Socialiste 
FR,3,prtvtafr,11,RPF (Rassemblement du peuple français),FR-3-11,RPF Rassemblement du Peuple Français 
FR,3,prtvtafr,12,UMP (Union pour la majorité présidentielle),FR-1-2,DL/UMP Démocratie Libérale/ L’Union 
FR,3,prtvtafr,13,UDF (Union pour la démocratie française),FR-1-13,UDF Union pour la démocratie française 
FR,3,prtvtafr,14,Les Verts,FR-5-12, Les Verts 
FR,3,prtvtafr,14,Les Verts,FR-7-12,EELV Les Verts – Europe Ecologie 
FR,3,prtvtafr,15,Autres mouvements écologistes,FR-5-13, Autres mouvements écologistes 
FR,3,prtvtafr,16,Autre,FR-1-16, Autre 
FR,3,prtvtafr,17,Blanc,FR-5-17, Blanc 
FR,3,prtvtafr,18,Not applicable,NA,NA
FR,3,prtvtafr,19,Refusal,NA,NA
FR,3,prtvtafr,20,Don't know,NA,NA
FR,4,prtvtbfr,1,"CPNT (Chasse, Pêche, Nature et Traditions)",FR-2-1,"CPNT Chasse, Pêche, Nature et Traditions "
FR,4,prtvtbfr,2,FN (Front National),FR-7-2,FN Front National 
FR,4,prtvtbfr,3,LCR (Ligue Communiste Révolutionnaire),FR-4-3,LCR Ligue Communiste Révolutionnaire 
FR,4,prtvtbfr,4,LO (Lutte Ouvrière),FR-5-12, Les Verts 
FR,4,prtvtbfr,4,LO (Lutte Ouvrière),FR-3-5,LO Lutte Ouvrière 
FR,4,prtvtbfr,5,MPF (Mouvement pour la France),FR-3-8,MPF Mouvement pour la France 
FR,4,prtvtbfr,6,Nouveau Centre,FR-5-6, Nouveau Centre 
FR,4,prtvtbfr,7,PC (Parti Communiste),FR-1-9,PC Parti Communiste 
FR,4,prtvtbfr,8,PS (Parti Socialiste),FR-6-9,PS Parti Socialiste 
FR,4,prtvtbfr,9,PRG (Parti Radical de Gauche),FR-6-7,PRG Parti Radical de Gauche 
FR,4,prtvtbfr,10,UDF-MoDem (Mouvement Democrate),FR-7-11,MODEM Mouvement Démocrate 
FR,4,prtvtbfr,10,UDF-MoDem (Mouvement Democrate),FR-1-13,UDF Union pour la démocratie française 
FR,4,prtvtbfr,11,UMP (Union pour la Majorité Présidentielle),FR-1-2,DL/UMP Démocratie Libérale/ L’Union 
FR,4,prtvtbfr,12,Les Verts,FR-5-12, Les Verts 
FR,4,prtvtbfr,12,Les Verts,FR-7-12,EELV Les Verts – Europe Ecologie 
FR,4,prtvtbfr,13,Autres mouvements écologistes,FR-5-13, Autres mouvements écologistes 
FR,4,prtvtbfr,14,Divers gauche,FR-5-14, Divers gauche 
FR,4,prtvtbfr,15,Divers droite,FR-4-15, Divers droite 
FR,4,prtvtbfr,16,Autre,FR-1-16, Autre 
FR,4,prtvtbfr,17,Blanc,FR-5-17, Blanc 
FR,4,prtvtbfr,18,Nul,FR-6-16, Nul 
FR,4,prtvtbfr,19,Not applicable,NA,NA
FR,4,prtvtbfr,20,Refusal,NA,NA
FR,4,prtvtbfr,21,Don't know,NA,NA
FR,5,prtvtbfr,1,"CPNT (Chasse, Pêche, Nature et Traditions)",FR-2-1,"CPNT Chasse, Pêche, Nature et Traditions "
FR,5,prtvtbfr,2,FN (Front National),FR-7-2,FN Front National 
FR,5,prtvtbfr,3,LCR (Ligue Communiste Révolutionnaire),FR-4-3,LCR Ligue Communiste Révolutionnaire 
FR,5,prtvtbfr,4,LO (Lutte Ouvrière),FR-5-12, Les Verts 
FR,5,prtvtbfr,4,LO (Lutte Ouvrière),FR-3-5,LO Lutte Ouvrière 
FR,5,prtvtbfr,5,MPF (Mouvement pour la France),FR-3-8,MPF Mouvement pour la France 
FR,5,prtvtbfr,6,Nouveau Centre,FR-5-6, Nouveau Centre 
FR,5,prtvtbfr,7,PC (Parti Communiste),FR-1-9,PC Parti Communiste 
FR,5,prtvtbfr,8,PS (Parti Socialiste),FR-6-9,PS Parti Socialiste 
FR,5,prtvtbfr,9,PRG (Parti Radical de Gauche),FR-6-7,PRG Parti Radical de Gauche 
FR,5,prtvtbfr,10,UDF-MoDem (Mouvement Democrate),FR-7-11,MODEM Mouvement Démocrate 
FR,5,prtvtbfr,10,UDF-MoDem (Mouvement Democrate),FR-1-13,UDF Union pour la démocratie française 
FR,5,prtvtbfr,11,UMP (Union pour la Majorité Présidentielle),FR-1-2,DL/UMP Démocratie Libérale/ L’Union 
FR,5,prtvtbfr,12,Les Verts,FR-5-12, Les Verts 
FR,5,prtvtbfr,12,Les Verts,FR-7-12,EELV Les Verts – Europe Ecologie 
FR,5,prtvtbfr,13,Autres mouvements écologistes,FR-5-13, Autres mouvements écologistes 
FR,5,prtvtbfr,14,Divers gauche,FR-5-14, Divers gauche 
FR,5,prtvtbfr,15,Divers droite,FR-4-15, Divers droite 
FR,5,prtvtbfr,16,Autre,FR-1-16, Autre 
FR,5,prtvtbfr,17,Blanc,FR-5-17, Blanc 
FR,5,prtvtbfr,18,Nul,FR-6-16, Nul 
FR,5,prtvtbfr,19,Not applicable,NA,NA
