cntry,essround,variable,ess_id,party,share,party_id,name_gsheet,partyfacts_id,partyfacts_name
HR,4,prtvthr,4,Hrvatska seljacka stranka (HSS),2.8,HR-4-4,HSS Hrvatska seljacka stranka,72,HSS
HR,4,prtvthr,5,Hrvatsko socijalno-liberalna stranka (HSLS),1.1,HR-5-5,HSLS Hrvatsko socijalno-liberalna stranka,214,HSLS
HR,4,prtvthr,6,Istarski demokratski sabor (IDS),0.4,HR-5-6,IDS Istarski demokrtski sabor /Istarski demokratski sabor,513,IDS
HR,4,prtvthr,7,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),0.5,HR-5-7,HDSSB Hrvatski demokratski savez Slavonije i Baranje,2347,HDSSB
HR,4,prtvthr,8,Samostalna demokratska Srpska stranka (SDSS),0.5,HR-5-8,SDSS Samostalna demokratska Srpska stranka,2348,SDSS
HR,4,prtvthr,9,Hrvatska stranka prava (HSP),1.7,HR-5-9,HSP Hrvatska stranka prava,253,HSP
HR,4,prtvthr,10,Hrvatska stranka umirovljenika (HSU),1.7,HR-5-10,HSU Hrvatska stranka umirovljenika,2062,HSU
HR,4,prtvthr,11,Other,1.8,NA,NA,NA,NA
HR,4,prtvthr,12,Not applicable,24.7,NA,NA,NA,NA
HR,4,prtvthr,13,Refusal,19.2,NA,NA,NA,NA
HR,4,prtvthr,14,Don't know,3.4,NA,NA,NA,NA
HR,4,prtvthr,15,No answer,0.1,NA,NA,NA,NA
HR,5,prtvthr,1,Hrvatska demokratska zajednica (HDZ),17.3,HR-4-1,HDZ Hrvatska demokrtska zajednica /Hrvatska demokratska zajednica,1431,HDZ
HR,5,prtvthr,2,Socijaldemokratska partija Hrvatske (SDP),12.7,HR-4-2,SDP Socijaldemokratska partija Hrvatske,1475,SDP
HR,5,prtvthr,3,Hrvatska narodna stranka - Liberalni demokrati (HNS),1.2,HR-4-3,HNS Hrvatska narodna stranka - Liberalni demokrati,NA,NA
HR,5,prtvthr,4,Hrvatska seljacka stranka (HSS),1.9,HR-4-4,HSS Hrvatska seljacka stranka,72,HSS
HR,5,prtvthr,5,Hrvatsko socijalno-liberalna stranka (HSLS),0.8,HR-5-5,HSLS Hrvatsko socijalno-liberalna stranka,214,HSLS
HR,5,prtvthr,6,Istarski demokratski sabor (IDS),1,HR-5-6,IDS Istarski demokrtski sabor /Istarski demokratski sabor,513,IDS
HR,5,prtvthr,7,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),0.5,HR-5-7,HDSSB Hrvatski demokratski savez Slavonije i Baranje,2347,HDSSB
HR,5,prtvthr,8,Samostalna demokratska Srpska stranka (SDSS),0.5,HR-5-8,SDSS Samostalna demokratska Srpska stranka,2348,SDSS
HR,5,prtvthr,9,Hrvatska stranka prava (HSP),1.6,HR-5-9,HSP Hrvatska stranka prava,253,HSP
HR,5,prtvthr,10,Hrvatska stranka umirovljenika (HSU),1.8,HR-5-10,HSU Hrvatska stranka umirovljenika,2062,HSU
HR,5,prtvthr,11,Other,0.6,NA,NA,NA,NA
HR,5,prtvthr,12,Not applicable,29.1,NA,NA,NA,NA
HR,5,prtvthr,13,Refusal,24,NA,NA,NA,NA
HR,5,prtvthr,14,Don't know,5.8,NA,NA,NA,NA
HR,5,prtvthr,15,No answer,1.1,NA,NA,NA,NA
HU,1,prtvthu,1,Center Party,0.9,HU-1-1,CENTRUMP Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért Center Party/Centrum Part,1779,CP
HU,1,prtvthu,2,FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum,27.7,HU-2-2,FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum,1697,MDF
HU,1,prtvthu,3,ISHP-Independent Small Holders,0.5,HU-1-3,ISHP-I/FKNP ISHP-Independent Small Holders,1294,FKgP
HU,1,prtvthu,4,HTJP-Hungarian Truth,0.9,HU-3-3,HTJP-H/MI Harmadik Út ÉP - Jobbik Magyarországért/ÉP - Jobbik a Harmadik Út Hungarian Truth,42,Jobbik
HU,1,prtvthu,5,HSP-Hungarian Socialist Party,34.5,HU-1-5,HSP-H/MSZP / Magyar Szocialista Párt Hungarian Socialist Party,1408,MSZP
HU,1,prtvthu,6,WP-Workers Party,0.6,HU-5-5,MUNKÁSPÁRT Munkáspárt Magyar Kommunista Munkáspárt Workers Party,859,MM
HU,1,prtvthu,7,FFD-Free Democrats,2.9,HU-2-7,FFD-F/SZDSZ / Szabad Demokraták Szövetsége - A Magyar Liberális Párt FFD-Free Democrats,910,SzDSz
HU,1,prtvthu,8,None of them,0.1,HU-1-8,None of them,NA,NA
HU,1,prtvthu,9,Not applicable,21.3,NA,NA,NA,NA
HU,1,prtvthu,10,Refusal,9.7,NA,NA,NA,NA
HU,1,prtvthu,11,Don't know,0.7,NA,NA,NA,NA
HU,1,prtvthu,12,No answer,0.1,NA,NA,NA,NA
HU,2,prtvthu,1,Center Party,0.5,HU-1-1,CENTRUMP Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért Center Party/Centrum Part,1779,CP
HU,2,prtvthu,2,FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum,28.5,HU-2-2,FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum,1697,MDF
HU,2,prtvthu,3,ISHP-Independent Small Holders,0.3,HU-1-3,ISHP-I/FKNP ISHP-Independent Small Holders,1294,FKgP
HU,2,prtvthu,4,HTJP-Hungarian Truth,0.7,HU-3-3,HTJP-H/MI Harmadik Út ÉP - Jobbik Magyarországért/ÉP - Jobbik a Harmadik Út Hungarian Truth,42,Jobbik
HU,2,prtvthu,5,HSP-Hungarian Socialist Party,27.8,HU-1-5,HSP-H/MSZP / Magyar Szocialista Párt Hungarian Socialist Party,1408,MSZP
HU,2,prtvthu,6,WP-Workers Party,0.8,HU-5-5,MUNKÁSPÁRT Munkáspárt Magyar Kommunista Munkáspárt Workers Party,859,MM
HU,2,prtvthu,7,FFD-Free Democrats,2.7,HU-2-7,FFD-F/SZDSZ / Szabad Demokraták Szövetsége - A Magyar Liberális Párt FFD-Free Democrats,910,SzDSz
HU,2,prtvthu,8,None of them,0.1,HU-1-8,None of them,NA,NA
HU,2,prtvthu,9,Not applicable,25.4,NA,NA,NA,NA
HU,2,prtvthu,10,Refusal,10.7,NA,NA,NA,NA
HU,2,prtvthu,11,Don't know,2.4,NA,NA,NA,NA
HU,2,prtvthu,12,No answer,0.1,NA,NA,NA,NA
HU,3,prtvtahu,1,Fidesz - KDNP,27.4,HU-5-1,KDNP Fidesz - /Fidesz - Fidesz – Magyar Polgári Szövetség Kereszténydemokrata Néppárt,NA,NA
HU,3,prtvtahu,2,MDF,1.7,HU-3-2,HDF-/MDF Magyar Demokrata Fórum / Jólét És Szabadság Hungarian Democratic Forum,1697,MDF
HU,3,prtvtahu,3,Harmadik Út (MIÉP - Jobbik Magyarországért),0.4,HU-3-3,HTJP-H/MI Harmadik Út ÉP - Jobbik Magyarországért/ÉP - Jobbik a Harmadik Út Hungarian Truth,42,Jobbik
HU,3,prtvtahu,4,MSZP,26.3,HU-1-5,HSP-H/MSZP / Magyar Szocialista Párt Hungarian Socialist Party,1408,MSZP
HU,3,prtvtahu,5,Munkáspárt,0.1,HU-4-5,Munkáspárt,859,MM
HU,3,prtvtahu,5,Munkáspárt,0.1,HU-5-5,MUNKÁSPÁRT Munkáspárt Magyar Kommunista Munkáspárt Workers Party,859,MM
HU,3,prtvtahu,6,SZDSZ,2,HU-2-7,FFD-F/SZDSZ / Szabad Demokraták Szövetsége - A Magyar Liberális Párt FFD-Free Democrats,910,SzDSz
HU,3,prtvtahu,7,Centrumpárt,0.2,HU-4-7,Centrumpárt,1779,CP
HU,3,prtvtahu,7,Centrumpárt,0.2,HU-1-1,CENTRUMP Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért Center Party/Centrum Part,1779,CP
HU,3,prtvtahu,8,Other party,0.1,HU-3-8,Other,NA,NA
HU,3,prtvtahu,10,Not applicable,25.8,NA,NA,NA,NA
HU,3,prtvtahu,11,Refusal,15.5,NA,NA,NA,NA
HU,3,prtvtahu,12,Don't know,0.5,NA,NA,NA,NA
HU,4,prtvtbhu,1,Fidesz - KDNP,29.6,HU-5-1,KDNP Fidesz - /Fidesz - Fidesz – Magyar Polgári Szövetség Kereszténydemokrata Néppárt,NA,NA
HU,4,prtvtbhu,2,MDF,1.2,HU-3-2,HDF-/MDF Magyar Demokrata Fórum / Jólét És Szabadság Hungarian Democratic Forum,1697,MDF
HU,4,prtvtbhu,3,MIÉP - Jobbik a Harmadik Út,0.4,HU-3-3,HTJP-H/MI Harmadik Út ÉP - Jobbik Magyarországért/ÉP - Jobbik a Harmadik Út Hungarian Truth,42,Jobbik
HU,4,prtvtbhu,4,MSZP,22.9,HU-1-5,HSP-H/MSZP / Magyar Szocialista Párt Hungarian Socialist Party,1408,MSZP
HU,4,prtvtbhu,5,Munkáspárt,0.3,HU-4-5,Munkáspárt,859,MM
HU,4,prtvtbhu,5,Munkáspárt,0.3,HU-5-5,MUNKÁSPÁRT Munkáspárt Magyar Kommunista Munkáspárt Workers Party,859,MM
HU,4,prtvtbhu,6,SZDSZ,1.4,HU-2-7,FFD-F/SZDSZ / Szabad Demokraták Szövetsége - A Magyar Liberális Párt FFD-Free Democrats,910,SzDSz
HU,4,prtvtbhu,7,Centrumpárt,0.3,HU-4-7,Centrumpárt,1779,CP
HU,4,prtvtbhu,7,Centrumpárt,0.3,HU-1-1,CENTRUMP Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért Center Party/Centrum Part,1779,CP
HU,4,prtvtbhu,8,Kereszténydemokrata Párt - Keresztény Centrum Összefogás,0.1,HU-4-8,KDNP /Kereszténydemokrata Párt - Keresztény Centrum Összefogás/ Kereszténydemokrata Néppárt Keresztenydemokrata Part - Kereszteny Centrum Osszefogas,1412,KDNP
HU,4,prtvtbhu,9,Magyar Vidék és Polgári Párt,0.1,HU-5-9,Magyar Videk es Polgari Part,2721,1-perc
HU,4,prtvtbhu,13,Not applicable,27,NA,NA,NA,NA
HU,4,prtvtbhu,14,Refusal,15.2,NA,NA,NA,NA
HU,4,prtvtbhu,15,Don't know,1.6,NA,NA,NA,NA
HU,5,prtvtchu,1,Fidesz - KDNP,35.8,HU-5-1,KDNP Fidesz - /Fidesz - Fidesz – Magyar Polgári Szövetség Kereszténydemokrata Néppárt,NA,NA
HU,5,prtvtchu,2,MDF,0.3,HU-3-2,HDF-/MDF Magyar Demokrata Fórum / Jólét És Szabadság Hungarian Democratic Forum,1697,MDF
HU,5,prtvtchu,4,MSZP,9.5,HU-1-5,HSP-H/MSZP / Magyar Szocialista Párt Hungarian Socialist Party,1408,MSZP
HU,5,prtvtchu,5,Munkaspart,0.1,HU-5-5,MUNKÁSPÁRT Munkáspárt Magyar Kommunista Munkáspárt Workers Party,859,MM
HU,5,prtvtchu,6,SZDSZ,0.3,HU-2-7,FFD-F/SZDSZ / Szabad Demokraták Szövetsége - A Magyar Liberális Párt FFD-Free Democrats,910,SzDSz
HU,5,prtvtchu,7,Centrum Part,0.1,HU-1-1,CENTRUMP Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért Center Party/Centrum Part,1779,CP
HU,5,prtvtchu,9,Magyar Videk es Polgari Part,0.1,HU-5-9,Magyar Videk es Polgari Part,2721,1-perc
HU,5,prtvtchu,11,Jobbik Magyarorszagert Mozgalom,6.5,HU-7-2,Jobbik Jobbik Magyarországért Mozgalom/Jobbik Magyarországért Mozgalom/Jobbik Magyarorszagert Mozgalom,42,Jobbik
HU,5,prtvtchu,12,Magyarorszagi Szocialdemokrata Part,0.1,HU-5-12,Magyarorszagi Szocialdemokrata Part,1726,MSzDP
HU,5,prtvtchu,13,Lehet Mas a Politika (LMP),3.6,HU-5-13,LMP Lehet Mas a Politika / Lehet Más A Politika,1650,LMP
HU,5,prtvtchu,14,Not applicable,29.5,NA,NA,NA,NA
HU,5,prtvtchu,15,Refusal,13.7,NA,NA,NA,NA
HU,5,prtvtchu,16,Other party,0.1,HU-3-8,Other,NA,NA
HU,5,prtvtchu,18,Don't know,0.3,NA,NA,NA,NA
HU,6,prtvtdhu,1,Centrum Párt (Centrum Összefogás Magyarországért),0,HU-1-1,CENTRUMP Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért Center Party/Centrum Part,1779,CP
HU,6,prtvtdhu,2,CM (Civil Mozgalom),0.1,HU-6-2,CM Civil Mozgalom,2721,1-perc
HU,6,prtvtdhu,3,Fidesz - KDNP (Fidesz – Magyar Polgári Szövetség Keresztényd,31.4,HU-6-3,Fidesz-KDNP Fidesz – Magyar Polgári Szövetség Keresztényd,NA,NA
HU,6,prtvtdhu,4,Jobbik (Jobbik Magyarországért Mozgalom),3.6,HU-7-2,Jobbik Jobbik Magyarországért Mozgalom/Jobbik Magyarországért Mozgalom/Jobbik Magyarorszagert Mozgalom,42,Jobbik
HU,6,prtvtdhu,5,LMP (Lehet Más A Politika),2.6,HU-5-13,LMP Lehet Mas a Politika / Lehet Más A Politika,1650,LMP
HU,6,prtvtdhu,6,MDF (Magyar Demokrata Fórum),0.1,HU-6-6,MDF Magyar Demokrata Fórum,1697,MDF
HU,6,prtvtdhu,7,MIÉP (Magyar Igazság És Élet Pártja),0,HU-6-7,MI/MIEP ÉP//ÉP Magyar Igazság És Élet Pártja,1597,MIEP
HU,6,prtvtdhu,8,MSZP (Magyar Szocialista Párt),11.4,HU-1-5,HSP-H/MSZP / Magyar Szocialista Párt Hungarian Socialist Party,1408,MSZP
HU,6,prtvtdhu,9,MSZDP (Magyar Szociáldemokrata Párt),0.1,HU-6-9,MSZDP Magyar Szociáldemokrata Párt,1726,MSzDP
HU,6,prtvtdhu,10,Munkáspárt (Magyar Kommunista Munkáspárt),0,HU-5-5,MUNKÁSPÁRT Munkáspárt Magyar Kommunista Munkáspárt Workers Party,859,MM
HU,6,prtvtdhu,13,SZDSZ (Szabad Demokraták Szövetsége - A Magyar Liberális Pár,0.1,HU-6-13,SZDSZ Szabad Demokraták Szövetsége - A Magyar Liberális Pár,910,SzDSz
HU,6,prtvtdhu,14,Other,0.1,NA,NA,NA,NA
HU,6,prtvtdhu,15,Not applicable,33.6,NA,NA,NA,NA
HU,6,prtvtdhu,16,Refusal,15.6,NA,NA,NA,NA
HU,6,prtvtdhu,17,Don't know,1,NA,NA,NA,NA
HU,7,prtvtehu,1,Fidesz - KDNP (Fidesz – Magyar Polgári Szövetség Keresztényd,24.5,HU-6-3,Fidesz-KDNP Fidesz – Magyar Polgári Szövetség Keresztényd,NA,NA
HU,7,prtvtehu,2,Jobbik (Jobbik Magyarországért Mozgalom),9.4,HU-7-2,Jobbik Jobbik Magyarországért Mozgalom/Jobbik Magyarországért Mozgalom/Jobbik Magyarorszagert Mozgalom,42,Jobbik
HU,7,prtvtehu,3,LMP (Lehet Más A Politika),2.8,HU-5-13,LMP Lehet Mas a Politika / Lehet Más A Politika,1650,LMP
HU,7,prtvtehu,4,MSZP-Együtt-DK-PM-MLP (Kormányváltók),13.1,HU-7-4,Kormányváltók MSZP-Együtt-DK-PM-MLP,1408,MSZP
HU,7,prtvtehu,5,Munkáspárt (Magyar Kommunista Munkáspárt),0.4,HU-5-5,MUNKÁSPÁRT Munkáspárt Magyar Kommunista Munkáspárt Workers Party,859,MM
HU,7,prtvtehu,6,Other,0.2,NA,NA,NA,NA
HU,7,prtvtehu,7,Not applicable,31,NA,NA,NA,NA
HU,7,prtvtehu,8,Refusal,17.4,NA,NA,NA,NA
HU,7,prtvtehu,9,Don't know,1.2,NA,NA,NA,NA
IE,1,prtvtie,1,Fianna Fail,34.2,IE-2-1,Fianna Fáil Fianna Fail,1055,FF
IE,1,prtvtie,2,Fine Gael,14.3,IE-5-2,Fine Gael,1288,FG
IE,1,prtvtie,3,Labour,8.1,IE-6-5,Labour,562,Lab
IE,1,prtvtie,4,Progressive Democrats,2.4,IE-1-4,Progressive Democrats,924,PD
IE,1,prtvtie,5,Green Party,2.6,IE-3-5,Green Party,1775,Greens
IE,1,prtvtie,6,Sinn Fein,2.8,IE-2-6,Sinn Fein,4,SF
IE,1,prtvtie,7,Independent,4.3,IE-7-4,Independent,NA,NA
IE,1,prtvtie,8,Other,0.8,NA,NA,NA,NA
IE,1,prtvtie,9,Not applicable,22.9,NA,NA,NA,NA
IE,1,prtvtie,10,Refusal,4.4,NA,NA,NA,NA
IE,1,prtvtie,11,Don't know,2.4,NA,NA,NA,NA
IE,1,prtvtie,12,No answer,0.8,NA,NA,NA,NA
IE,2,prtvtie,1,Fianna Fail,35.7,IE-2-1,Fianna Fáil Fianna Fail,1055,FF
IE,2,prtvtie,2,Fine Gael,15.8,IE-5-2,Fine Gael,1288,FG
IE,2,prtvtie,3,Labour,7.2,IE-6-5,Labour,562,Lab
IE,2,prtvtie,4,Progressive Democrats,1.2,IE-1-4,Progressive Democrats,924,PD
IE,2,prtvtie,5,Green Party,2.3,IE-3-5,Green Party,1775,Greens
IE,2,prtvtie,6,Sinn Fein,4.2,IE-2-6,Sinn Fein,4,SF
IE,2,prtvtie,7,Independent,3.9,IE-7-4,Independent,NA,NA
IE,2,prtvtie,8,Other,0.4,NA,NA,NA,NA
IE,2,prtvtie,9,Not applicable,21.6,NA,NA,NA,NA
IE,2,prtvtie,10,Refusal,4,NA,NA,NA,NA
IE,2,prtvtie,11,Don't know,3.6,NA,NA,NA,NA
IE,2,prtvtie,12,No answer,0,NA,NA,NA,NA
IE,3,prtvtie,1,Fianna Fail,29.2,IE-2-1,Fianna Fáil Fianna Fail,1055,FF
IE,3,prtvtie,2,Fine Gael,16,IE-5-2,Fine Gael,1288,FG
IE,3,prtvtie,3,Labour,5,IE-6-5,Labour,562,Lab
IE,3,prtvtie,4,Progressive Democrats,1.6,IE-1-4,Progressive Democrats,924,PD
IE,3,prtvtie,5,Green Party,2.3,IE-3-5,Green Party,1775,Greens
IE,3,prtvtie,6,Sinn Fein,2.9,IE-2-6,Sinn Fein,4,SF
IE,3,prtvtie,7,Independent,0.6,IE-7-4,Independent,NA,NA
IE,3,prtvtie,8,Other,3,NA,NA,NA,NA
IE,3,prtvtie,9,Not applicable,28.3,NA,NA,NA,NA
IE,3,prtvtie,10,Refusal,4.1,NA,NA,NA,NA
IE,3,prtvtie,11,Don't know,3.2,NA,NA,NA,NA
IE,3,prtvtie,12,No answer,3.8,NA,NA,NA,NA
IE,4,prtvtie,1,Fianna Fail,30.1,IE-2-1,Fianna Fáil Fianna Fail,1055,FF
IE,4,prtvtie,2,Fine Gael,23.6,IE-5-2,Fine Gael,1288,FG
IE,4,prtvtie,3,Labour,6.7,IE-6-5,Labour,562,Lab
IE,4,prtvtie,4,Progressive Democrats,0.3,IE-1-4,Progressive Democrats,924,PD
IE,4,prtvtie,5,Green Party,1.8,IE-3-5,Green Party,1775,Greens
IE,4,prtvtie,6,Sinn Fein,3.6,IE-2-6,Sinn Fein,4,SF
IE,4,prtvtie,7,Independent,3.8,IE-7-4,Independent,NA,NA
IE,4,prtvtie,8,Other,0.4,NA,NA,NA,NA
IE,4,prtvtie,9,Not applicable,26.4,NA,NA,NA,NA
IE,4,prtvtie,10,Refusal,1.6,NA,NA,NA,NA
IE,4,prtvtie,11,Don't know,1.7,NA,NA,NA,NA
IE,5,prtvtaie,1,Fianna Fáil,11.8,IE-2-1,Fianna Fáil Fianna Fail,1055,FF
IE,5,prtvtaie,2,Fine Gael,28.1,IE-5-2,Fine Gael,1288,FG
IE,5,prtvtaie,3,Green Party,0.8,IE-3-5,Green Party,1775,Greens
IE,5,prtvtaie,4,Independent,5.3,IE-7-4,Independent,NA,NA
IE,5,prtvtaie,5,Labour,8.3,IE-6-5,Labour,562,Lab
IE,5,prtvtaie,6,People Before Profit,0.1,IE-7-6,People Before Profit,242,PBPA
IE,5,prtvtaie,7,Sinn Féin,5.4,IE-2-6,Sinn Fein,4,SF
IE,5,prtvtaie,8,Socialist Party,0.2,IE-5-8,Socialist Party,2737,1-perc
IE,5,prtvtaie,9,United Left Alliance,0.2,IE-5-9,United Left Alliance,1978,ULA
IE,5,prtvtaie,10,Other,0.2,NA,NA,NA,NA
IE,5,prtvtaie,11,Not applicable,34.2,NA,NA,NA,NA
IE,5,prtvtaie,12,Refusal,3.8,NA,NA,NA,NA
IE,5,prtvtaie,13,Don't know,1.6,NA,NA,NA,NA
IE,6,prtvtaie,1,Fianna Fáil,11.8,IE-2-1,Fianna Fáil Fianna Fail,1055,FF
IE,6,prtvtaie,2,Fine Gael,26.3,IE-5-2,Fine Gael,1288,FG
IE,6,prtvtaie,3,Green Party,1.4,IE-3-5,Green Party,1775,Greens
IE,6,prtvtaie,4,Independent,6.7,IE-7-4,Independent,NA,NA
IE,6,prtvtaie,5,Labour,9.2,IE-6-5,Labour,562,Lab
IE,6,prtvtaie,6,People Before Profit,0.2,IE-7-6,People Before Profit,242,PBPA
IE,6,prtvtaie,7,Sinn Féin,6.8,IE-2-6,Sinn Fein,4,SF
IE,6,prtvtaie,8,Socialist Party,0.2,IE-5-8,Socialist Party,2737,1-perc
IE,6,prtvtaie,10,Other,0.3,NA,NA,NA,NA
IE,6,prtvtaie,11,Not applicable,30.9,NA,NA,NA,NA
IE,6,prtvtaie,12,Refusal,3.8,NA,NA,NA,NA
IE,6,prtvtaie,13,Don't know,2.5,NA,NA,NA,NA
IE,7,prtvtaie,1,Fianna Fáil,14.6,IE-2-1,Fianna Fáil Fianna Fail,1055,FF
IE,7,prtvtaie,2,Fine Gael,22.8,IE-5-2,Fine Gael,1288,FG
IE,7,prtvtaie,3,Green Party,0.8,IE-3-5,Green Party,1775,Greens
IE,7,prtvtaie,4,Independent,9.9,IE-7-4,Independent,NA,NA
IE,7,prtvtaie,5,Labour,6.5,IE-6-5,Labour,562,Lab
IE,7,prtvtaie,6,People Before Profit,0.4,IE-7-6,People Before Profit,242,PBPA
IE,7,prtvtaie,7,Sinn Féin,8.6,IE-2-6,Sinn Fein,4,SF
IE,7,prtvtaie,8,Socialist Party,0,IE-5-8,Socialist Party,2737,1-perc
IE,7,prtvtaie,9,United Left Alliance,0,IE-5-9,United Left Alliance,1978,ULA
IE,7,prtvtaie,10,Other,0.5,NA,NA,NA,NA
IE,7,prtvtaie,11,Not applicable,29.7,NA,NA,NA,NA
IE,7,prtvtaie,12,Refusal,3.7,NA,NA,NA,NA
IE,7,prtvtaie,13,Don't know,2.5,NA,NA,NA,NA
IL,1,prtvtil,1,Israel ahat,17.2,IL-1-1,Israel ahat,1314,YA
IL,1,prtvtil,2,Likud,22.2,IL-6-2,Likud/Ha' Likud,1036,L
IL,1,prtvtil,3,Shase,2.7,IL-4-4,Shase/Shas,455,SHAS
IL,1,prtvtil,4,Meretz,4.6,IL-1-4,Meretz,3131,Meretz
IL,1,prtvtil,5,Mafdal,2.1,IL-1-5,Mafdal National Religious Party / The Jewish House,1447,Mafdal
IL,1,prtvtil,6,"Yahadut-hatora, Agudat-Isarel, Degel-hatora",1.3,IL-4-7,"Yahadut-hatora, Agudat-Isarel, Degel-hatora United Torah Judaism",1075,YH
IL,1,prtvtil,7,Am ehad,0.3,IL-1-7,Am ehad,640,AE
IL,1,prtvtil,8,Shinuy,2.1,IL-4-14,Shinui,557,Shinui
IL,1,prtvtil,9,Haehud haleumi,1.2,IL-5-10,Haehud haleumi/Ha'ihud HaLeumi,953,HH
IL,1,prtvtil,10,The center party,0.7,IL-1-10,The center party,1061,MiHa/CP
IL,1,prtvtil,11,Israel baliya,1.6,IL-1-11,Israel baliya,1053,YB
IL,1,prtvtil,12,Israel byteno,0.9,IL-5-9,Yisrael Beiteinu,235,YB
IL,1,prtvtil,13,Hadereh hashlishit,0.1,IL-1-13,Hadereh hashlishit,729,HH
IL,1,prtvtil,14,Pnina Rozenblum,0.2,IL-1-14,Pnina Rozenblum,3190,Tnufa
IL,1,prtvtil,15,Tzomet,0.1,IL-1-15,Tzomet,745,Tzomet
IL,1,prtvtil,16,Gimlaim,0,IL-6-8,Gimlaim Pensioners of Israel to the Knesset/Gil- Gimlaey Israeli la' Knesset,1648,Dor/Gil
IL,1,prtvtil,17,Hadash,2.7,IL-1-17,Hadash,421,Hadash
IL,1,prtvtil,18,Balad,1.4,IL-5-15,Balad,1663,Balad
IL,1,prtvtil,19,Hatnua Harabit Hameauhedet,1.2,IL-1-19,Hatnua Harabit Hameauhedet,1337,Raam
IL,1,prtvtil,20,Haravi Hahadash,0,IL-1-20,Haravi Hahadash,2739,unknown
IL,1,prtvtil,21,Other party,1,IL-1-21,Other,NA,NA
IL,1,prtvtil,22,White Ballot,0.3,IL-7-15,White Ballot,3037,tech
IL,1,prtvtil,23,Not applicable,27.7,NA,NA,NA,NA
IL,1,prtvtil,24,Refusal,6.6,NA,NA,NA,NA
IL,1,prtvtil,25,Don't know,1.1,NA,NA,NA,NA
IL,1,prtvtil,26,No answer,0.5,NA,NA,NA,NA
IL,4,prtvtail,1,HaAvoda- the Israeli Labor Party,8.1,IL-4-1,HaAvoda Mifleget Ha' Avoda The Israeli Labor Party,1436,Labor
IL,4,prtvtail,2,Likud,12.1,IL-6-2,Likud/Ha' Likud,1036,L
IL,4,prtvtail,3,Kadima,13.4,IL-4-3,Kadima,484,Kadima
IL,4,prtvtail,4,Shas,5.2,IL-4-4,Shase/Shas,455,SHAS
IL,4,prtvtail,5,Meretz,2.9,IL-1-4,Meretz,3131,Meretz
IL,4,prtvtail,6,National Religious Party,2.1,IL-1-5,Mafdal National Religious Party / The Jewish House,1447,Mafdal
IL,4,prtvtail,7,United Torah Judaism,5.3,IL-4-7,"Yahadut-hatora, Agudat-Isarel, Degel-hatora United Torah Judaism",1075,YH
IL,4,prtvtail,8,Pensioners of Israel to the Knesset,2.8,IL-6-8,Gimlaim Pensioners of Israel to the Knesset/Gil- Gimlaey Israeli la' Knesset,1648,Dor/Gil
IL,4,prtvtail,9,Yisrael Beiteinu,4,IL-5-9,Yisrael Beiteinu,235,YB
IL,4,prtvtail,10,Hadash,0.3,IL-1-17,Hadash,421,Hadash
IL,4,prtvtail,11,Balad,1.1,IL-5-15,Balad,1663,Balad
IL,4,prtvtail,12,Ra'am- Ta'al,1.1,IL-5-16,Ra'am- Ta'al,1047,RT
IL,4,prtvtail,14,Shinui,0.4,IL-4-14,Shinui,557,Shinui
IL,4,prtvtail,15,Ale Yarok,0.3,IL-5-12,Ale Yarok,3129,AlYa
IL,4,prtvtail,16,HaYerukim,0.4,IL-4-16,HaYerukim,3700,HY
IL,4,prtvtail,17,Other,1.2,NA,NA,NA,NA
IL,4,prtvtail,18,blank ballot,0.2,IL-4-18,blank ballot,3037,tech
IL,4,prtvtail,20,Not applicable,26.4,NA,NA,NA,NA
IL,4,prtvtail,21,Refusal,11.2,NA,NA,NA,NA
IL,4,prtvtail,23,No answer,1.4,NA,NA,NA,NA
IL,5,prtvtbil,1,Mifleget Ha' Avoda,6.7,IL-6-1,Mifleget Ha' Avoda,1436,Labor
IL,5,prtvtbil,1,Mifleget Ha' Avoda,6.7,IL-4-1,HaAvoda Mifleget Ha' Avoda The Israeli Labor Party,1436,Labor
IL,5,prtvtbil,2,Ha' Likud,17.8,IL-6-2,Likud/Ha' Likud,1036,L
IL,5,prtvtbil,3,Kadima,12.9,IL-4-3,Kadima,484,Kadima
IL,5,prtvtbil,4,Shas,4,IL-4-4,Shase/Shas,455,SHAS
IL,5,prtvtbil,5,Meretz,1.7,IL-1-4,Meretz,3131,Meretz
IL,5,prtvtbil,6,The Jewish House,1.8,IL-1-5,Mafdal National Religious Party / The Jewish House,1447,Mafdal
IL,5,prtvtbil,7,Ya'Hadut Ha'Tora,2.4,IL-4-7,"Yahadut-hatora, Agudat-Isarel, Degel-hatora United Torah Judaism",1075,YH
