country,number,name_source,elections_contested_year,elections_contested_number,id,first,last,name_english,name,name_short,comment
GRC,22,National Progressive Centre Union (Ethniki Proodeftiki Enosis Kentrou - EPEK) ,1950-1958,5,GRC-122,1950,1958,National Progressive Centre Union ,Ethniki Proodeftiki Enosis Kentrou - EPEK,EPEK,
GRC,23,New Party (Neon Komma) ,1950,1,GRC-123,1950,1950,New Party ,Neon Komma,,
GRC,24,Farmers' and Workers' Rally (Synagermos Agroton kai Ergazomenon); from 1956 the Farmers' and Workers' Party (Agrotikon kai Ergatikon Komma) ,1950-1958,4,GRC-124,1950,1958,Farmers' and Workers' Rally ,Agrotikon kai Ergatikon Komma,,from 1956 the Farmers' and Workers' Party (Agrotikon kai Ergatikon Komma) 
GRC,25,United Democratic Left (Eniaia Demokratiki Aristera - EDA); in 1950 Democratic Front (Dimokratiki Parataksis); in 1961 Pan-Agrarian Democratic Front of Greece (Pandimokratikon Agrotikon Metopon Ellados -PAME) ,1950ff,13,GRC-125,1950,1991,United Democratic Left ,Pandimokratikon Agrotikon Metopon Ellados -PAME,PAME,in 1950 Democratic Front (Dimokratiki Parataksis); in 1961 Pan-Agrarian Democratic Front of Greece (Pandimokratikon Agrotikon Metopon Ellados -PAME) 
GRC,26,Greek Rally (Ellenikos Synagermos) ,1951-1952,2,GRC-126,1951,1952,Greek Rally ,Ellenikos Synagermos,,
GRC,27,Democratic Party of the Working People (Dimokratikon Komma Ergazomenou Laou) ,1956-1958,2,GRC-127,1956,1958,Democratic Party of the Working People ,Dimokratikon Komma Ergazomenou Laou,,
GRC,28,Liberal Democratic Union (Fileleftheri Dimokratiki Enosis) ,1956,1,GRC-128,1956,1956,Liberal Democratic Union ,Fileleftheri Dimokratiki Enosis,,
GRC,29,National Radical Union (Ethniki Rizospasriki Enosis - ERE) ,1956-1964,5,GRC-129,1956,1964,National Radical Union ,Ethniki Rizospasriki Enosis - ERE,ERE,
GRC,30,Popular Social Party (Laikon Koinonikon Komma) ,1956-1958,2,GRC-130,1956,1958,Popular Social Party ,Laikon Koinonikon Komma,,
GRC,31,Party of the Progressives (Komma Proodeftikon),1956-1964; 1981,6,GRC-131,1956,1964,Party of the Progressives ,Komma Proodeftikon,,
GRC,32,Centre Union (Enosis Kentrou); from 1977 Union of the Democratic Centre (Enosis Dimokratikou Kentrou - EDIK) ,1961 ff,8,GRC-132,1961,1991,Centre Union ,Enosis Dimokratikou Kentrou - EDIK,EDIK,from 1977 Union of the Democratic Centre (Enosis Dimokratikou Kentrou - EDIK) 
GRC,33,Christian Democracy (Christianiki Dimokratia) ,1974ff,5,GRC-133,1974,1991,Christian Democracy ,Christianiki Dimokratia,,
GRC,34,National Democratic Union (Ethniki Dimokratiki Enosis) ,1974,1,GRC-134,1974,1974,National Democratic Union ,Ethniki Dimokratiki Enosis,,
GRC,35,Communist Party of Greece – Interior (Kommounistikon Komma Ellados Esoterikou - KKE es.) ,1974ff,4,GRC-135,1974,1991,Communist Party of Greece – Interior ,Kommounistikon Komma Ellados Esoterikou - KKE es.,KKE es,
GRC,36,New Democracy (Nea Dimokratia) ,1974ff,5,GRC-136,1974,1991,New Democracy ,Nea Dimokratia,,
GRC,37,Pan-Hellenic Socialist Movement (Panhellinio Socialistiko Kinema - PASOK) ,1974ff,5,GRC-137,1974,1991,Pan-Hellenic Socialist Movement ,Panhellinio Socialistiko Kinema - PASOK,PASOK,
GRC,38,National Alignment (Ethniki Parataxis) ,1977,1,GRC-138,1977,1977,National Alignment ,Ethniki Parataxis,,
GRC,39,New Liberal Party (Komma Neofileleftheron) ,1977,1,GRC-139,1977,1977,New Liberal Party ,Komma Neofileleftheron,,
GRC,40,Liberal Party II (Komma Fileleftheron) ,1981ff,3,GRC-140,1981,1991,Liberal Party II ,Komma Fileleftheron,,
GRC,41,Party for Democratic Socialism (Kommaton Dimokratikou Socialismou - KODISO) ,1981ff,3,GRC-141,1981,1991,Party for Democratic Socialism ,Kommaton Dimokratikou Socialismou - KODISO,KODISO,
GRC,42,National Political Union (Ethniki Politiki Enosis - EPEN) ,1985ff,2,GRC-142,1985,1991,National Political Union ,Ethniki Politiki Enosis - EPEN,EPEN,
GRC,43,Independent Muslim Lists ,1985ff,2,GRC-143,1985,1991,Independent Muslim Lists ,,,
GRC,44,Democratic Renewal (Dimokratiki Ananeosi - DIANA) ,1989,1,GRC-144,1989,1989,Democratic Renewal ,Dimokratiki Ananeosi - DIANA,DIANA,
GRC,45,Greek Left (Elleniki Aristera - EAR) ,1989,1,GRC-145,1989,1989,Greek Left ,Elleniki Aristera - EAR,AER,
GRC,46,Ecological] Movement-Political Renaissance (Ikologiko Kinima Politikis Anagennisis OIKIPA),1989,1,GRC-146,1989,1989,Ecological] Movement-Political Renaissance ,Ikologiko Kinima Politikis Anagennisis OIKIPA,OIKIPA,
ISL,1,Home Rule Party (Heimastjornäflokkur),1916-1922,4,ISL-101,1916,1922,Home Rule Party ,Heimastjornáflokkur,,
ISL,2,Independence Party (Själfstaedisflokkur),October 1916-1922,3,ISL-102,1916,1922,Independence Party ,Själfstaedisflokkur,,
ISL,3,Hardline lndependence Party (Själfstaedisflokkur thversum),1916,2,ISL-103,1916,1916,Hardline lndependence Party ,Själfstaedisflokkur thversum,,
ISL,4,Moderate Independence Party (Själfstaedisflokkur langsum),1916,2,ISL-104,1916,1916,Moderate Independence Party ,Själfstaedisflokkur langsum,,
ISL,5,Farmers' Party  (Baendakflokkur),1916,2,ISL-105,1916,1916,Farmers' Party  ,Baendakflokkur,,
ISL,6,Independent Farmers (Ohädir Baendur),1916,2,ISL-106,1916,1916,Independent Farmers ,Ohädir Baendur,,
ISL,7,Social Democrats (Althyduflokkur),1916ff,28,ISL-107,1916,1991,Social Democrats ,Althyduflokkur,,
ISL,8,Progressive Party (Framsöknarflokkur) ,1919ff,26,ISL-108,1919,1991,Progressive Party ,Framsöknarflokkur,,
ISL,9,Women's List (Kvennalisti),"1922, 1926",2,ISL-109,1922,1926,Women's List ,Kvennalisti,,
ISL,10,Citizens' Party  (Borgaraflokkur) ,1923,1,ISL-110,1923,1923,Citizens' Party  ,Borgaraflokkur,,
ISL,11,Conservative Party (Ihaidsflakkur),1926-1927,2,ISL-111,1926,1927,Conservative Party ,Ihaidsflakkur,,
ISL,12,Liberal Party (Frjälslyndiflokkur),1926-1927,2,ISL-112,1926,1927,Liberal Party ,Frjälslyndiflokkur,,
ISL,13,Independence Party  (Sjalfstaedisflokkur) ,1930ff,21,ISL-113,1930,1991,Independence Party  ,Sjalfstaedisflokkur,,
ISL,14,Communist Party (Kommtinistaflokkur); latterly United Socialist Party and People's Alliance,1931 ff,8,ISL-114,1931,1991,Communist Party ,Kommtinistaflokkur,,latterly United Socialist Party and People's Alliance
ISL,15,Farmers' Party  (Baendaflokkur) ,1934-1937,2,ISL-115,1934,1937,Farmers' Party  ,Baendaflokkur,,
ISL,16,Commonwealth (Thjodveldismenn) ,1942,1,ISL-116,1942,1942,Commonwealth ,Thjodveldismenn,,
ISL,17,National Preservation Party (Thjodvarnarflokkur) ,1953-1959,4,ISL-117,1953,1959,National Preservation Party ,Thjodvarnarflokkur,,
ISL,18,Republic Party (Lydveldisflokkur) ,1953,1,ISL-118,1953,1953,Republic Party ,Lydveldisflokkur,,
ISL,19,Independent Democratic Party (Ohädi Lydraedisflokkur),1967,1,ISL-119,1967,1967,Independent Democratic Party ,Ohädi Lydraedisflokkur,,
ISL,20,Union of Liberals and Leftists (Samtök Frjälslyndra og Vinstri Manna) ,1967-1978,4,ISL-120,1967,1978,Union of Liberals and Leftists ,Samtök Frjälslyndra og Vinstri Manna,,
ISL,21,Candidature Party (Frambodsflokkur) ,1971,1,ISL-121,1971,1971,Candidature Party ,Frambodsflokkur,,
ISL,22,Social Democratic Federation (Bandalag Jafnatharmanna),1983ff,1,ISL-122,1983,1991,Social Democratic Federation ,Bandalag Jafnatharmanna,,
ISL,23,Women's Alliance (Samtök um Kvennalista),1983ff,2,ISL-123,1983,1991,Women's Alliance ,Samtök um Kvennalista,,
ISL,24,Citizens' Party  (Borgaraflokkur) ,1987,1,ISL-124,1987,1987,Citizens' Party  ,Borgaraflokkur,,
ISL,25,Humanist Party (Flokkur Mannsins),1987,1,ISL-125,1987,1987,Humanist Party ,Flokkur Mannsins,,
ISL,26,National Party (Thjodarflokkur) ,1987,1,ISL-126,1987,1987,National Party ,Thjodarflokkur,,
ISL,27,Association for Equality and Justice (Samtök um Jafnretti og Felagshyggju),1987,1,ISL-127,1987,1987,Association for Equality and Justice ,Samtök um Jafnretti og Felagshyggju,,
IRL,1,Irish Parliamentary Party,1918,1,IRL-101,1918,1918,Irish Parliamentary Party,,,
IRL,2,Sinn Fein (Ourselves),1918-1921,2,IRL-102,1918,1921,Ourselves,Sinn Fein ,,
IRL,3,Unionist Party,1918-1921,2,IRL-103,1918,1921,Unionist Party,,,
IRL,4,Pro-Treaty Sinn Fein ,1922,1,IRL-104,1922,1922,Pro-Treaty Sinn Fein ,,,
IRL,5,Anti-Treaty Sinn Fein/Republican Party ,1922-1923,2,IRL-105,1922,1923,Anti-Treaty Sinn Fein/Republican Party ,,,
IRL,6,Sinn Fein II,1927; 1957-1961,3,IRL-106,1927,1961,Sinn Fein II,,,
IRL,7,Cumann na nGaedheal (League of Gaels) ,1923-1933,5,IRL-107,1923,1933,League of Gaels,Cumann na nGaedheal ,,
IRL,8,Irish Labour Party ,1922ff,24,IRL-108,1922,1991,Irish Labour Party ,,,
IRL,9,Communists ,"Sept. 1927-1932, 1951-1954,1961ff",14,IRL-109,1927,1991,Communists ,,,
IRL,10,Fianna Fail (Warriors of Destiny) ,June 1927ff,22,IRL-110,1927,1991,Warriors of Destiny,Fianna Fail,,
IRL,11,Farmers' Party,1922-1932,5,IRL-111,1922,1932,Farmers' Party,,,
IRL,12,National League,1927,2,IRL-112,1927,1927,National League,,,
IRL,13,National Centre Party,1933,1,IRL-113,1933,1933,National Centre Party,,,
IRL,14,Fine Gael/United Ireland Party (Tribe of Gaels) ,1937ff,18,IRL-114,1937,1991,Fine Gael/United Ireland Party ,Tribe of Gaels,,
IRL,15,Clann na Talmhan (Party of the Land),1943-1961,7,IRL-115,1943,1961,Party of the Land,Clann na Talmhan ,,
IRL,16,National Labour,1944-1948,2,IRL-116,1944,1948,National Labour,,,
IRL,17,Clann na Poblachta (Republican Party),1948-1965,6,IRL-117,1948,1965,Republican Party,Clann na Poblachta ,,
IRL,18,National Progressive Democrats ,1961,1,IRL-118,1961,1961,National Progressive Democrats ,,,
IRL,19,Workers' Party ,1973ff,7,IRL-119,1973,1991,Workers' Party ,,,
IRL,20,National H-Block Committee ,1981,1,IRL-120,1981,1981,National H-Block Committee ,,,
IRL,21,Socialist Labour Party ,1981,1,IRL-121,1981,1981,Socialist Labour Party ,,,
IRL,22,Sinn Fein III,Feb. 1982; 1987ff,3,IRL-122,1982,1991,Sinn Fein III,,,
IRL,23,Democratic Socialist Party ,Nov. 1982ff,3,IRL-123,1982,1991,Democratic Socialist Party ,,,
IRL,24,Ecology Party/Green Party/Comhaontas Glas ,Nov. 1982ff,3,IRL-124,1982,1991,Ecology Party/Green Party,Comhaontas Glas ,,
IRL,25,Progressive Democrats ,1987,2,IRL-125,1987,1987,Progressive Democrats ,,,
ISR,1,Mapai (Mifleget Poalei Eretz Israel - Workers' Party of the Land of Israel) ,1949-1965,6,ISR-101,1949,1965,Workers' Party of the Land of Israel,Mifleget Poalei Eretz Israel ,,
ISR,2,General Zionists (Zionim Klalim) ,1949-1959,4,ISR-102,1949,1959,General Zionists ,Zionim Klalim,,
ISR,3,Progressive Party (Miflaga Progresivit) ,1949-1959,4,ISR-103,1949,1959,Progressive Party ,Miflaga Progresivit,,
ISR,4,Herut (Freedom Party) ,1949-1984,5,ISR-104,1949,1984,Freedom Party,Herut ,,
ISR,5,Maki (Miflaga Kommunistit Isre'elit – Communist Party of Israel),1949-1969,7,ISR-105,1949,1969,Communist Party of Israel,Maki – Miflaga Kommunistit Isre'elit ,,
ISR,6,Minority Lists ,1949-1977,9,ISR-106,1949,1977,Minority Lists ,,,
ISR,7,Mapam (Mifleget Ha poalim Hameuhedet – United Workers' Party) ,1949ff,12,ISR-107,1949,1991,Communist Party of Israel,Mapam – Mifleget Ha poalim Hameuhedet ,,
ISR,8,Agudat Israel (Association of Israel) ,1949ff,12,ISR-108,1949,1991,Association of Israel,Agudat Israel ,,
ISR,9,Poalei Agudat Israel (Union of Israel Workers),1949ff,12,ISR-109,1949,1991,Union of Israel Workers,Poalei Agudat Israel ,,
ISR,10,Mizrachi (Merkaz Ruchani - Spiritual Centre) ,1949-1951,2,ISR-110,1949,1951,Spiritual Centre,Mizrachi – Merkaz Ruchani,,
ISR,11,Hapocl Ha'mizrachi (Workers' Mizrachi Party),1949-1951,2,ISR-111,1949,1951,Workers' Mizrachi Party,Hapoel Ha'mizrachi ,,
ISR,12,Sephardim Party,1949-1955,3,ISR-112,1949,1955,Sephardim Party,,,
ISR,13,Yemenite Association,1949-1959,4,ISR-113,1949,1959,Yemenite Association,,,
ISR,14,WIZO Womens' International Zionist Organisation,1949,1,ISR-114,1949,1949,WIZO Womens' International Zionist Organisation,,,
ISR,15,Lehi (Lohamei Herut Israel - Fighters for Israel's Freedom),1949,1,ISR-115,1949,1949,Fighters for Israel's Freedom,Lehi – Lohamei Herut Israel ,,
ISR,16,United Religious Front ,1949,1,ISR-116,1949,1949,United Religious Front ,,,
ISR,17,National Religious Party (Mafdal - Miflaga Datit Leumit),1955ff,10,ISR-117,1955,1991,National Religious Party ,Mafdal - Miflaga Datit Leumit,,
ISR,18,Achdut Ha'avoda Poalei Zion,1955-1961,3,ISR-118,1955,1961,Achdut Ha'avoda Poalei Zion,,,
ISR,19,Liberal Party (Miflaga Haliberalit) ,1961-1984,7,ISR-119,1961,1984,Liberal Party ,Miflaga Haliberalit,,
ISR,20,Gahal (Gush-Herut Liberalim - Freedom Liberal Block) ,1965-1969,2,ISR-120,1965,1969,Freedom Liberal Block,Gahal – Gush-Herut Liberalim ,,
ISR,21,Alignment (Ma'arach),1965-1984,7,ISR-121,1965,1984,Alignment ,Ma'arach,,
ISR,22,Independent Liberal Party (H'Miflaga H'Liberalit H'Atzmaeet) ,1965-1984,6,ISR-122,1965,1984,Independent Liberal Party ,H'Miflaga H'Liberalit H'Atzmaeet,,
ISR,23,Rakah (Reshima Kommunistit Hadasha – New Communist Party) ,1965ff,7,ISR-123,1965,1991,New Communist Party,Rakah – Reshima Kommunistit Hadasha ,,
ISR,24,Haolem Hazeh/Koach Hadash (This World/ New Force) ,1965-1973,3,ISR-124,1965,1973,This World/ New Force,Haolem Hazeh/Koach Hadash ,,
ISR,25,Rafi (Reshimat Poalei Israel) ,1965-1968,2,ISR-125,1965,1968,Rafi Reshimat Poalei Israel,Rafi Reshimat Poalei Israel,,
ISR,26,Israel Labour Party (Mifleget Ha'avoda Ha Israelit), 1969ff,6,ISR-126,1969,1991,Israel Labour Party ,Mifleget Ha'avoda Ha Israelit,,
ISR,27,Free Centre (Hamerkaz Hahofshi) ,1969-1973,2,ISR-127,1969,1973,Free Centre ,Hamerkaz Hahofshi,,
ISR,28,Stare List (Reshima Mamlachtit) ,1969-1973,2,ISR-128,1969,1973,Stare List ,Reshima Mamlachtit,,
ISR,29,Citizens' Rights Movement (Hatnuah Lezhiot Ha'ezrach) ,1973ff,5,ISR-129,1973,1991,Citizens' Rights Movement ,Hatnuah Lezhiot Ha'ezrach,,
ISR,30,Kach ,1973-1984,4,ISR-130,1973,1984,Kach ,,,
ISR,31,Likud (Union),1973ff,5,ISR-131,1973,1991,Union,Likud,,
ISR,32,Moked (Focus) ,1973,1,ISR-132,1973,1973,Focus,Moked ,,
ISR,33,Democratic Movement for Change (Dash - Hatnuah Hademokratit Le-shinui),1977,1,ISR-133,1977,1977,Democratic Movement for Change ,Dash - Hatnuah Hademokratit Le-shinui,,
ISR,34,Hadash (Hazit Democratit le Shalom ve-Shivayon - Democratic Front for Peace and Equality) ,1977ff,4,ISR-134,1977,1991,Democratic Front for Peace and Equality,Hadash – Hazit Democratit le Shalom ve-Shivayon ,,
ISR,35,Peace and Development (Pitua ve Shalom) ,1977-1984,3,ISR-135,1977,1984,Peace and Development ,Pitua ve Shalom,,
ISR,36,Peace for Zion (Shlomzion) ,1977,1,ISR-136,1977,1977,Peace for Zion ,Shlomzion,,
ISR,37,Shelli (Shalom le'Israel - Shivion le'Israel - Peace in Israel - Equality in Israel),1977-1981,2,ISR-137,1977,1981,Peace in Israel - Equality in Israel,Shelli – Shalom le'Israel - Shivion le'Israel ,,
ISR,38,Shinui (Change) ,1981-1984,2,ISR-138,1981,1984,Change,Shinui ,,
ISR,39,Tami (Tenua Ie'Masoret Israel - Movement for Israel's Tradition) ,1981-1984,2,ISR-139,1981,1984, Movement for Israel's Tradition,Tami – Tenua Ie'Masoret Israel ,,
ISR,40,Tchiya (Tenuat Hetehiya - Renaissance Movement) ,1981 ff,3,ISR-140,1981,1991,Renaissance Movement,Tchiya – Tenuat Hetehiya ,,
ISR,41,Telem (Tenua le'Hithadshut Mamlachtit – Movement for State Renewal),1981,1,ISR-141,1981,1981,Movement for State Renewal,Telem – Tenua le'Hithadshut Mamlachtit ,,
ISR,42,Morasha (Heritage) ,1984,1,ISR-142,1984,1984,Heritage,Morasha ,,
ISR,43,Ometz (Courage),1984,1,ISR-143,1984,1984,Courage,Ometz ,,
ISR,44,Progressive List for Peace (Hareshima Ha'mitkademet le-Shalom) ,1984ff,2,ISR-144,1984,1991,Progressive List for Peace ,Hareshima Ha'mitkademet le-Shalom,,
ISR,45,Shas (Shomrei Torah Sephardim – Sephardi Torah Guardians),1984ff,2,ISR-145,1984,1991,Sephardi Torah Guardians,Shas – Shomrei Torah Sephardim ,,
ISR,46,Tsomet (Crossroads) ,1984ff,2,ISR-146,1984,1991,Crossroads,Tsomet ,,
ISR,47,Yachad (Together) ,1984,1,ISR-147,1984,1984,Together,Yachad ,,
ISR,48,Arab Democratic Party,1988,1,ISR-148,1988,1988,Arab Democratic Party,,,
ISR,49,Centre Party (Tnuat Hamerkaz - Shinui) ,1988,1,ISR-149,1988,1988,Centre Party ,Tnuat Hamerkaz - Shinui,,
ISR,50,Degel Hatorah (Torah Flag) ,1988,1,ISR-150,1988,1988,Torah Flag,Degel Hatorah ,,
ISR,51,Moledet (Homeland) ,1988,1,ISR-151,1988,1988,Homeland,Moledet ,,
ITA,1,Ministerial and Opposition Liberals ,1895-1921,8,ITA-101,1895,1921,Ministerial and Opposition Liberals ,,,
ITA,2,Radical Party (Partito Radicale),1895-1919,7,ITA-102,1895,1919,Radical Party ,Partito Radicale,,
ITA,3,Socialist Party (Partito Socialista Italiano - PSI) ,1895-1963; 1972ff,16,ITA-103,1895,1991,Socialist Party ,Partito Socialista Italiano - PSI,PSI,
ITA,4,Republican Party (Partito Repubblicano Italiano),1895ff,17,ITA-104,1895,1991,Republican Party ,Partito Repubblicano Italiano,,
ITA,5,Catholics (Cattolici and Conservatori Cattolici) ,1904-1913,3,ITA-105,1904,1913,Catholics ,Cattolici and Conservatori Cattolici,,
ITA,6,Independent Socialists (Socialisti Independenti),1913-1921,3,ITA-106,1913,1921,Independent Socialists ,Socialisti Independenti,,
ITA,7,Reformist Socialist Party (Partito Socialista Riformista ltaliano – PSRI) ,1913-1919,2,ITA-107,1913,1919,Reformist Socialist Party ,Partito Socialista Riformista ltaliano – PSRI,PSRI,
ITA,8,Economic Party (Partito Economico),1919-1921,2,ITA-108,1919,1921,Economic Party ,Partito Economico,,
ITA,9,Ex-Servicemen (Combattenti),1919-1921,2,ITA-109,1919,1921,Ex-Servicemen ,Combattenti,,
ITA,10,Popular Party (Partito Popolare Italiano),1919-1921,2,ITA-110,1919,1921,Popular Party ,Partito Popolare Italiano,,
ITA,11,Communist Party (Partito Comunista Italiano – PCI),1921ff,12,ITA-111,1921,1991,Communist Party ,Partito Comunista Italiano – PCI,PCI,
ITA,12,Fascist Party (Partito Nazionale Fascista),1921,1,ITA-112,1921,1921,Fascist Party ,Partito Nazionale Fascista,,
ITA,13,Slovene minority,1921; 1963-1968; 1976: 1983,5,ITA-113,1921,1963,Slovene minority,,,
ITA,14,Deutscher Verband ,1921,1,ITA-114,1921,1921,Deutscher Verband ,,,
ITA,15,Sardinian Action Party (Partito Sardo d'Azione – Psd'A),1921;1946-1958; 1968; 1979ff,8,ITA-115,1921,1991,Sardinian Action Party ,Partito Sardo d'Azione – Psd'A,Psd'A,
ITA,16,Action Party (Partito d'Azione - Pd'A),1946,1,ITA-116,1946,1946,Action Party ,Partito d'Azione - Pd'A,Pd'A,
ITA,17,Christian Democrats (Democrazia Cristiana - DC),1946ff,9,ITA-117,1946,1991,Christian Democrats ,Democrazia Cristiana - DC,DC,
ITA,18,Common Man Front (Fronte dell'Uomo Qualunque),1946,1,ITA-118,1946,1946,Common Man Front ,Fronte dell'Uomo Qualunque,,
ITA,19,Liberal Party (Partito Liberale Italiano - PLI) ,1946ff,1 l,ITA-119,1946,1991,Liberal Party ,Partito Liberale Italiano - PLI,PLI,
ITA,20,Monarchist Party. In 1946 Blocco Nazionale della Liberta. From 1948 to 1958 Partito Nazionale Monarchico - PNM. From 1963 Partito Democratico di Unita Monarchica - PDIUM ,1946-1968,7,ITA-120,1946,1968,Monarchist Party,,PNM,In 1946 Blocco Nazionale della Liberta. From 1948 to 1958 Partito Nazionale Monarchico - PNM. From 1963 Partito Democratico di Unita Monarchica - PDIUM 
ITA,21,Peasants' Party (Partito Contadini d'Italia – Pcd'I) ,1946-1948; 1953,3,ITA-121,1946,1948,Peasants' Party ,Partito Contadini d'Italia – Pcd'I,Pcd'I,
ITA,22,Sicilian Independence Movement (Movimento per I'Independenza della Sicilia); in 1948 Union of Federalist Movements (Unione Moviment Federalisti) ,1946-1948,2,ITA-122,1946,1948,Sicilian Independence Movement ,Movimento per I'Independenza della Sicilia,,in 1948 Union of Federalist Movements (Unione Moviment Federalisti) 
ITA,23,Social Democrats. In 1948 Partito Socialista die LavoratoriItaliani - PSLI. From 1953 Partito Socialista Democratico Italiano - PSDI) ,1948-1963;1972ff,10,ITA-123,1948,1991,Social Democrats,Partito Socialista Democratico Italiano,PSDI,In 1948 Partito Socialista die LavoratoriItaliani - PSLI. From 1953 Partito Socialista Democratico Italiano - PSDI) 
ITA,24,Italian Social Movement (Movimento Sociale ltaliano - MSI); since 1972 Movimento Sociale Italiano - Destra Nazionale - MSI - DN) ,1948ff,10,ITA-124,1948,1991,Italian Social Movement ,Movimento Sociale ltaliano - MSI,MSI,since 1972 Movimento Sociale Italiano - Destra Nazionale - MSI - DN) 
ITA,25,South Tyrol People's Party (Südtiroler Volkspartei – SVP),1948ff,10,ITA-125,1948,1991,South Tyrol People's Party ,Südtiroler Volkspartei – SVP,SVP,
ITA,26,"Community (Comunita - Concenu-azione della Cultura, degli Operaii et dei Contadini d'Italia) ",1958,1,ITA-126,1958,1958,Community ,"Comunita - Concenu-azione della Cultura, degli Operaii et dei Contadini d'Italia",,
ITA,27,Popular Monarchist Party (Partito Monarchico Popolare - PMP) ,1958,1,ITA-127,1958,1958,Popular Monarchist Party ,Partito Monarchico Popolare - PMP,PMP,
ITA,28,Val d'Aosta Union (Union Valdiitaine),1958ff,8,ITA-128,1958,1991,Val d'Aosta Union ,Union Valdiitaine,,
ITA,29,Piedmontese Regional Autonomist Movernent (Movimento Autonomista Regionale Piemontese – MARP),1958,1,ITA-129,1958,1958,Piedmontese Regional Autonomist Movernent ,Movimento Autonomista Regionale Piemontese – MARP,MARP,
ITA,30,Socialist Party of Proletarian Unity (Partito Socialista Italiano di Unita Proletaria - PSIUP) ,1968-1972,2,ITA-130,1968,1972,Socialist Party of Proletarian Unity ,Partito Socialista Italiano di Unita Proletaria - PSIUP,PSIUP,
ITA,31,United Socialist Party (Partito Socialista Unificato - PSU) ,1968,1,ITA-131,1968,1968,United Socialist Party ,Partito Socialista Unificato - PSU,PSU,
ITA,32,Manifesto/Party of Proletarian Unity for Cornmunism (Manifesto/Partitodi Unita Proletaria per il Comunismo - PdUP) ,1972-1983,4,ITA-132,1972,1983,Manifesto/Party of Proletarian Unity for Cornmunism ,Manifesto/Partitodi Unita Proletaria per il Comunismo - PdUP,PdUP,
ITA,33,Workers' Political Movement (Movimento Politica dei Lavoratori - MPL) ,1972,1,ITA-133,1972,1972,Workers' Political Movement ,Movimento Politica dei Lavoratori - MPL,MPL,
ITA,34,Radical Party (Partito Radicale - PR),1976ff,4,ITA-134,1976,1991,Radical Party ,Partito Radicale - PR,PR,
ITA,35,Continuous Struggle (Lotta Continua),1976,1,ITA-135,1976,1976,Continuous Struggle ,Lotta Continua,,
ITA,36,Workers' Vanguard (Avanguardia Operaia),1976,1,ITA-136,1976,1976,Workers' Vanguard ,Avanguardia Operaia,,
ITA,37,Proletarian Democracy (Democrazia Proletaria - DP) ,1979ff,3,ITA-137,1979,1991,Proletarian Democracy ,Democrazia Proletaria - DP,DP,
ITA,38,Friuli Movement (Moviment Friul/Movimento Friuli),1979ff,3,ITA-138,1979,1991,Friuli Movement ,Moviment Friul/Movimento Friuli,,
ITA,39,Trieste List (Lista per Trieste),1979-1983,2,ITA-139,1979,1983,Trieste List ,Lista per Trieste,,
ITA,40,National Pensioners' Party (Partito Nazionale dei Pensionati – PNP),1983,1,ITA-140,1983,1983,National Pensioners' Party ,Partito Nazionale dei Pensionati – PNP,PNP,
ITA,41,Venetian League (Liga Veneta),1983,1,ITA-141,1983,1983,Venetian League ,Liga Veneta,,
ITA,42,Lombard League (Lega Lombarda),1987,1,ITA-142,1983,1983,Lombard League ,Lega Lombarda,,
ITA,43,Piedmont-Regional Autonomy (Piemont-Autonomia Regionale),1987,1,ITA-143,1983,1983,Piedmont-Regional Autonomy ,Piemont-Autonomia Regionale,,
ITA,44,Piedmont (Piemont),1987,1,ITA-144,1983,1983,Piedmont ,Piemont,,
ITA,45,Greens (Federazione delle Liste Verdi) ,1987,1,ITA-145,1983,1983,Greens ,Federazione delle Liste Verdi,,
JPN,1,Rikken Seiyukai (Constitution of Friends Association),1902-1937,14,JPN-101,1902,1937,Constitution of Friends Association,Rikken Seiyukai ,,
JPN,2,Kenseihonto (Orthodox Constitutional Government Party); from 1912 to 1920 the Rikken Kokuminto (the Constitutional National Party) and in 1924 the Kakushin Club (Reformist Club),1902-1924,9,JPN-102,1902,1924,Reformist Club,Kenseihonto ,,from 1912 to 1920 the Rikken Kokuminto (the Constitutional National Party) and in 1924 the Kakushin Club (Reformist Club)
JPN,3,Teikokuto (Imperial Party),1902-1904,3,JPN-103,1902,1904,Imperial Party,Teikokuto ,,
JPN,4,Doshi Club,1902-1903,2,JPN-104,1902,1903,Doshi Club,,,
JPN,5,Jinin Kai,1902-1903,2,JPN-105,1902,1903,Jinin Kai,,,
JPN,6,Chusei Club,1903,1,JPN-106,1903,1903,Chusei Club,,,
JPN,7,Seiyu Club,1903,,JPN-107,1903,1903,Seiyu Club,,,
JPN,8,Kushin Club,1904,1,JPN-108,1904,1904,Kushin Club,,,
JPN,9,Mumei Club,1904,1,JPN-109,1904,1904,Mumei Club,,,
JPN,10,Jiyu Club,1904,1,JPN-110,1904,1904,Jiyu Club,,,
JPN,11,Daido Club,1908,1,JPN-111,1908,1908,Daido Club,,,
JPN,12,Yuko Kai,1908,1,JPN-112,1908,1908,Yuko Kai,,,
JPN,13,Chuo Club,1912,1,JPN-113,1912,1912,Chuo Club,,,
JPN,14,Rikken Doshikai (Constitutional Like-Minded Thinkers' Association); 1917-1920 the Kenseikai (Constitutional Govemment Association),1915-1920,3,JPN-114,1915,1920,Constitutional Govemment Association,Rikken Doshikai ,,1917-1920 the Kenseikai (Constitutional Govemment Association)
