ess_cntry,essround,ess_variable,ess_party,ess_party_id,ess_id,first_ess_id,country
IL,5,prtvtbil,Kadima,3,IL-5-3-v,IL-4-3-v,ISR
IL,5,prtvtbil,Shas,4,IL-5-4-v,IL-1-3-v,ISR
IL,5,prtvtbil,Meretz,5,IL-5-5-v,IL-1-4-v,ISR
IL,5,prtvtbil,The Jewish House,6,IL-5-6-v,IL-5-6-v,ISR
IL,5,prtvtbil,Ya'Hadut Ha'Tora,7,IL-5-7-v,IL-1-6-v,ISR
IL,5,prtvtbil,Gil- Gimlaey Israeli la' Knesset,8,IL-5-8-v,IL-1-17-v,ISR
IL,5,prtvtbil,Israel Beiteinu,9,IL-5-9-v,IL-1-12-v,ISR
IL,5,prtvtbil,Ha'ihud HaLeumi,10,IL-5-10-v,IL-1-9-v,ISR
IL,5,prtvtbil,HaTnu'a HaYeruqa,11,IL-5-11-v,IL-5-11-v,ISR
IL,5,prtvtbil,Ale Yarok,12,IL-5-12-v,IL-4-15-v,ISR
IL,5,prtvtbil,HaYerukim,13,IL-5-13-v,IL-4-16-v,ISR
IL,5,prtvtbil,Hadash,14,IL-5-14-v,IL-1-31-v,ISR
IL,5,prtvtbil,Balad,15,IL-5-15-v,IL-1-32-v,ISR
IL,5,prtvtbil,Ra'am- Ta'al,16,IL-5-16-v,IL-4-12-v,ISR
IL,5,prtvtbil,Other,17,IL-5-17-v,IL-1-35-v,ISR
IL,5,prtvtbil,A white ballot (empty ballot note),18,IL-5-18-v,IL-5-18-v,ISR
IL,5,prtvtbil,Did not vote,19,IL-5-19-v,IL-5-19-v,ISR
IL,5,prtclbil,Mifleget Ha' Avoda,1,IL-5-1-c,IL-4-1-c,ISR
IL,5,prtclbil,Ha' Likud,2,IL-5-2-c,IL-1-2-c,ISR
IL,5,prtclbil,Kadima,3,IL-5-3-c,IL-4-3-c,ISR
IL,5,prtclbil,Shas,4,IL-5-4-c,IL-1-3-c,ISR
IL,5,prtclbil,Meretz,5,IL-5-5-c,IL-1-4-c,ISR
IL,5,prtclbil,The Jewish House,6,IL-5-6-c,IL-5-6-c,ISR
IL,5,prtclbil,Ya'Hadut Ha'Tora,7,IL-5-7-c,IL-1-6-c,ISR
IL,5,prtclbil,Gil- Gimlaey Israeli la' Knesset,8,IL-5-8-c,IL-4-8-c,ISR
IL,5,prtclbil,Israel Beiteinu,9,IL-5-9-c,IL-1-12-c,ISR
IL,5,prtclbil,Ha'ihud HaLeumi,10,IL-5-10-c,IL-1-9-c,ISR
IL,5,prtclbil,HaTnu'a HaYeruqa,11,IL-5-11-c,IL-5-11-c,ISR
IL,5,prtclbil,Ale Yarok,12,IL-5-12-c,IL-4-15-c,ISR
IL,5,prtclbil,HaYerukim,13,IL-5-13-c,IL-4-16-c,ISR
IL,5,prtclbil,Hadash,14,IL-5-14-c,IL-1-31-c,ISR
IL,5,prtclbil,Balad,15,IL-5-15-c,IL-1-32-c,ISR
IL,5,prtclbil,Ra'am- Ta'al,16,IL-5-16-c,IL-4-12-c,ISR
IL,5,prtclbil,other,17,IL-5-17-c,IL-1-35-c,ISR
IL,6,prtvtbil,Mifleget Ha' Avoda,1,IL-6-1-v,IL-4-1-v,ISR
IL,6,prtvtbil,Ha' Likud,2,IL-6-2-v,IL-1-2-v,ISR
IL,6,prtvtbil,Kadima,3,IL-6-3-v,IL-4-3-v,ISR
IL,6,prtvtbil,Shas,4,IL-6-4-v,IL-1-3-v,ISR
IL,6,prtvtbil,Meretz,5,IL-6-5-v,IL-1-4-v,ISR
IL,6,prtvtbil,The Jewish House,6,IL-6-6-v,IL-5-6-v,ISR
IL,6,prtvtbil,Ya'Hadut Ha'Tora,7,IL-6-7-v,IL-1-6-v,ISR
IL,6,prtvtbil,Gil- Gimlaey Israeli la' Knesset,8,IL-6-8-v,IL-1-17-v,ISR
IL,6,prtvtbil,Israel Beiteinu,9,IL-6-9-v,IL-1-12-v,ISR
IL,6,prtvtbil,Ha'ihud HaLeumi,10,IL-6-10-v,IL-1-9-v,ISR
IL,6,prtvtbil,HaTnu'a HaYeruqa,11,IL-6-11-v,IL-5-11-v,ISR
IL,6,prtvtbil,Ale Yarok,12,IL-6-12-v,IL-4-15-v,ISR
IL,6,prtvtbil,HaYerukim,13,IL-6-13-v,IL-4-16-v,ISR
IL,6,prtvtbil,Hadash,14,IL-6-14-v,IL-1-31-v,ISR
IL,6,prtvtbil,Balad,15,IL-6-15-v,IL-1-32-v,ISR
IL,6,prtvtbil,Ra'am- Ta'al,16,IL-6-16-v,IL-4-12-v,ISR
IL,6,prtvtbil,Other,17,IL-6-17-v,IL-1-35-v,ISR
IL,6,prtvtbil,A white ballot (empty ballot note),18,IL-6-18-v,IL-5-18-v,ISR
IL,6,prtclcil,Mifleget Ha' Avoda,1,IL-6-1-c,IL-4-1-c,ISR
IL,6,prtclcil,Ha' Likud,2,IL-6-2-c,IL-1-2-c,ISR
IL,6,prtclcil,Kadima,3,IL-6-3-c,IL-4-3-c,ISR
IL,6,prtclcil,Shas,4,IL-6-4-c,IL-1-3-c,ISR
IL,6,prtclcil,Meretz,5,IL-6-5-c,IL-1-4-c,ISR
IL,6,prtclcil,The Jewish House,6,IL-6-6-c,IL-5-6-c,ISR
IL,6,prtclcil,Ya'Hadut Ha'Tora,7,IL-6-7-c,IL-1-6-c,ISR
IL,6,prtclcil,Gil- Gimlaey Israeli la' Knesset,8,IL-6-8-c,IL-4-8-c,ISR
IL,6,prtclcil,Israel Beiteinu,9,IL-6-9-c,IL-1-12-c,ISR
IL,6,prtclcil,Ha'ihud HaLeumi,10,IL-6-10-c,IL-1-9-c,ISR
IL,6,prtclcil,HaTnu'a HaYeruqa,11,IL-6-11-c,IL-5-11-c,ISR
IL,6,prtclcil,Ale Yarok,12,IL-6-12-c,IL-4-15-c,ISR
IL,6,prtclcil,HaYerukim,13,IL-6-13-c,IL-4-16-c,ISR
IL,6,prtclcil,Hadash,14,IL-6-14-c,IL-1-31-c,ISR
IL,6,prtclcil,Balad,15,IL-6-15-c,IL-1-32-c,ISR
IL,6,prtclcil,Ra'am- Ta'al,16,IL-6-16-c,IL-4-12-c,ISR
IL,6,prtclcil,Other,17,IL-6-17-c,IL-1-35-c,ISR
IL,6,prtclcil,Yesh Atid,20,IL-6-20-c,IL-6-20-c,ISR
IL,6,prtclcil,Am Shalem,21,IL-6-21-c,IL-6-21-c,ISR
IL,6,prtclcil,Hatnua,22,IL-6-22-c,IL-6-22-c,ISR
IL,7,prtvtcil,HaMahane HaTzioni,1,IL-7-1-v,IL-7-1-v,ISR
IL,7,prtvtcil,HaLikud,2,IL-7-2-v,IL-1-2-v,ISR
IL,7,prtvtcil,Yisrael Beiteinu,3,IL-7-3-v,IL-1-12-v,ISR
IL,7,prtvtcil,Shas,4,IL-7-4-v,IL-1-3-v,ISR
IL,7,prtvtcil,Meretz,5,IL-7-5-v,IL-1-4-v,ISR
IL,7,prtvtcil,HaBayit HaYehudi,6,IL-7-6-v,IL-5-6-v,ISR
IL,7,prtvtcil,Yahadut HaTora,7,IL-7-7-v,IL-1-6-v,ISR
IL,7,prtvtcil,Yesh Atid,8,IL-7-8-v,IL-7-8-v,ISR
IL,7,prtvtcil,Kulanu,9,IL-7-9-v,IL-7-9-v,ISR
IL,7,prtvtcil,Yachad,10,IL-7-10-v,IL-7-10-v,ISR
IL,7,prtvtcil,HaReshima HaMeshutefet,11,IL-7-11-v,IL-7-11-v,ISR
IL,7,prtvtcil,HaReshima HaArvit,12,IL-7-12-v,IL-7-12-v,ISR
IL,7,prtvtcil,Ale Yarok,13,IL-7-13-v,IL-4-15-v,ISR
IL,7,prtvtcil,Other,14,IL-7-14-v,IL-1-35-v,ISR
IL,7,prtvtcil,White ballot,15,IL-7-15-v,IL-7-15-v,ISR
IL,7,prtcldil,HaMahane HaTzioni,1,IL-7-1-c,IL-7-1-c,ISR
IL,7,prtcldil,HaLikud,2,IL-7-2-c,IL-1-2-c,ISR
IL,7,prtcldil,Yisrael Beiteinu,3,IL-7-3-c,IL-1-12-c,ISR
IL,7,prtcldil,Shas,4,IL-7-4-c,IL-1-3-c,ISR
IL,7,prtcldil,Meretz,5,IL-7-5-c,IL-1-4-c,ISR
IL,7,prtcldil,HaBayit HaYehudi,6,IL-7-6-c,IL-5-6-c,ISR
IL,7,prtcldil,Yahadut HaTora,7,IL-7-7-c,IL-1-6-c,ISR
IL,7,prtcldil,Yesh Atid,8,IL-7-8-c,IL-6-20-c,ISR
IL,7,prtcldil,Kulanu,9,IL-7-9-c,IL-7-9-c,ISR
IL,7,prtcldil,Yachad,10,IL-7-10-c,IL-7-10-c,ISR
IL,7,prtcldil,HaReshima HaMeshutefet,11,IL-7-11-c,IL-7-11-c,ISR
IL,7,prtcldil,HaReshima HaArvit,12,IL-7-12-c,IL-7-12-c,ISR
IL,7,prtcldil,Ale Yarok,13,IL-7-13-c,IL-4-15-c,ISR
IL,7,prtcldil,Other,14,IL-7-14-c,IL-1-35-c,ISR
IL,8,prtvtcil,HaMahane HaTzioni,1,IL-8-1-v,IL-7-1-v,ISR
IL,8,prtvtcil,HaLikud,2,IL-8-2-v,IL-1-2-v,ISR
IL,8,prtvtcil,Yisrael Beiteinu,3,IL-8-3-v,IL-1-12-v,ISR
IL,8,prtvtcil,Shas,4,IL-8-4-v,IL-1-3-v,ISR
IL,8,prtvtcil,Meretz,5,IL-8-5-v,IL-1-4-v,ISR
IL,8,prtvtcil,HaBayit HaYehudi,6,IL-8-6-v,IL-5-6-v,ISR
IL,8,prtvtcil,Yahadut HaTora,7,IL-8-7-v,IL-1-6-v,ISR
IL,8,prtvtcil,Yesh Atid,8,IL-8-8-v,IL-7-8-v,ISR
IL,8,prtvtcil,Kulanu,9,IL-8-9-v,IL-7-9-v,ISR
IL,8,prtvtcil,Yachad,10,IL-8-10-v,IL-7-10-v,ISR
IL,8,prtvtcil,HaReshima HaMeshutefet,11,IL-8-11-v,IL-7-11-v,ISR
IL,8,prtvtcil,HaReshima HaArvit,12,IL-8-12-v,IL-7-12-v,ISR
IL,8,prtvtcil,Ale Yarok,13,IL-8-13-v,IL-4-15-v,ISR
IL,8,prtvtcil,Other,14,IL-8-14-v,IL-1-35-v,ISR
IL,8,prtvtcil,White ballot,15,IL-8-15-v,IL-7-15-v,ISR
IL,8,prtcldil,HaMahane HaTzioni,1,IL-8-1-c,IL-7-1-c,ISR
IL,8,prtcldil,HaLikud,2,IL-8-2-c,IL-1-2-c,ISR
IL,8,prtcldil,Yisrael Beiteinu,3,IL-8-3-c,IL-1-12-c,ISR
IL,8,prtcldil,Shas,4,IL-8-4-c,IL-1-3-c,ISR
IL,8,prtcldil,Meretz,5,IL-8-5-c,IL-1-4-c,ISR
IL,8,prtcldil,HaBayit HaYehudi,6,IL-8-6-c,IL-5-6-c,ISR
IL,8,prtcldil,Yahadut HaTora,7,IL-8-7-c,IL-1-6-c,ISR
IL,8,prtcldil,Yesh Atid,8,IL-8-8-c,IL-6-20-c,ISR
IL,8,prtcldil,Kulanu,9,IL-8-9-c,IL-7-9-c,ISR
IL,8,prtcldil,Yachad,10,IL-8-10-c,IL-7-10-c,ISR
IL,8,prtcldil,HaReshima HaMeshutefet,11,IL-8-11-c,IL-7-11-c,ISR
IL,8,prtcldil,HaReshima HaArvit,12,IL-8-12-c,IL-7-12-c,ISR
IL,8,prtcldil,Ale Yarok,13,IL-8-13-c,IL-4-15-c,ISR
IL,8,prtcldil,Other,14,IL-8-14-c,IL-1-35-c,ISR
IL,10,prtvtdil,HaLikud,1,IL-10-1-v,IL-1-2-v,ISR
IL,10,prtvtdil,Chachol- Lavan,2,IL-10-2-v,IL-10-2-v,ISR
IL,10,prtvtdil,Mifleget HaAvoda HaYisraelit (The Israeli Labor Party),3,IL-10-3-v,IL-4-1-v,ISR
IL,10,prtvtdil,Meretz,4,IL-10-4-v,IL-1-4-v,ISR
IL,10,prtvtdil,Yisrael Beiteinu,5,IL-10-5-v,IL-1-12-v,ISR
IL,10,prtvtdil,Yesh Atid,6,IL-10-6-v,IL-7-8-v,ISR
IL,10,prtvtdil,Tikva Hadasha,7,IL-10-7-v,IL-10-7-v,ISR
IL,10,prtvtdil,Yamina,8,IL-10-8-v,IL-10-8-v,ISR
IL,10,prtvtdil,Ha'Zionut Ha'Datit,9,IL-10-9-v,IL-1-9-v,ISR
IL,10,prtvtdil,Shas,10,IL-10-10-v,IL-1-3-v,ISR
IL,10,prtvtdil,Yahadut HaTora (United Torah Judaism),11,IL-10-11-v,IL-1-6-v,ISR
IL,10,prtvtdil,HaReshima HaMeshutefet,12,IL-10-12-v,IL-7-11-v,ISR
IL,10,prtvtdil,Ra'am (led by Mansour Abbas),13,IL-10-13-v,IL-1-33-v,ISR
IL,10,prtvtdil,Other,14,IL-10-14-v,IL-1-35-v,ISR
IL,10,prtcleil,HaLikud,1,IL-10-1-c,IL-1-2-c,ISR
IL,10,prtcleil,Chachol- Lavan,2,IL-10-2-c,IL-10-2-c,ISR
IL,10,prtcleil,Mifleget HaAvoda HaYisraelit (The Israeli Labor Party),3,IL-10-3-c,IL-4-1-c,ISR
IL,10,prtcleil,Meretz,4,IL-10-4-c,IL-1-4-c,ISR
IL,10,prtcleil,Yisrael Beiteinu,5,IL-10-5-c,IL-1-12-c,ISR
IL,10,prtcleil,Yesh Atid,6,IL-10-6-c,IL-6-20-c,ISR
IL,10,prtcleil,Tikva Hadasha,7,IL-10-7-c,IL-10-7-c,ISR
IL,10,prtcleil,Yamina,8,IL-10-8-c,IL-10-8-c,ISR
IL,10,prtcleil,Ha'Zionut Ha'Datit,9,IL-10-9-c,IL-1-9-c,ISR
IL,10,prtcleil,Shas,10,IL-10-10-c,IL-1-3-c,ISR
IL,10,prtcleil,Yahadut HaTora (United Torah Judaism),11,IL-10-11-c,IL-1-6-c,ISR
IL,10,prtcleil,HaReshima HaMeshutefet,12,IL-10-12-c,IL-7-11-c,ISR
IL,10,prtcleil,Ra'am (led by Mansour Abbas),13,IL-10-13-c,IL-1-33-c,ISR
IL,10,prtcleil,Other,14,IL-10-14-c,IL-1-35-c,ISR
IS,2,prtvtis,Progressive Party,1,IS-2-1-v,IS-2-1-v,ISL
IS,2,prtvtis,Liberal Party,2,IS-2-2-v,IS-2-2-v,ISL
IS,2,prtvtis,Social Democratic Alliance,4,IS-2-4-v,IS-2-4-v,ISL
IS,2,prtvtis,Independence Party,5,IS-2-5-v,IS-2-5-v,ISL
IS,2,prtvtis,The Left Green Movement,7,IS-2-7-v,IS-2-7-v,ISL
IS,2,prtvtis,Blank vote,9,IS-2-9-v,IS-2-9-v,ISL
IS,2,prtvtis,Other parties,10,IS-2-10-v,IS-2-10-v,ISL
IS,2,prtclis,Progressive Party,1,IS-2-1-c,IS-2-1-c,ISL
IS,2,prtclis,Liberal Party,2,IS-2-2-c,IS-2-2-c,ISL
IS,2,prtclis,Social Democratic Alliance,4,IS-2-4-c,IS-2-4-c,ISL
IS,2,prtclis,Independence Party,5,IS-2-5-c,IS-2-5-c,ISL
IS,2,prtclis,The Left Green Movement,7,IS-2-7-c,IS-2-7-c,ISL
IS,2,prtclis,Other parties,10,IS-2-10-c,IS-2-10-c,ISL
IS,6,prtvtais,Samfylkinguna,1,IS-6-1-v,IS-2-4-v,ISL
IS,6,prtvtais,Framsóknarflokkinn,2,IS-6-2-v,IS-2-1-v,ISL
IS,6,prtvtais,Sjálfstæðisflokkinn,3,IS-6-3-v,IS-2-5-v,ISL
IS,6,prtvtais,Vinstri hreyfinguna-Grænt framboð,4,IS-6-4-v,IS-2-7-v,ISL
IS,6,prtvtais,Frjálslynda flokkinn,5,IS-6-5-v,IS-2-2-v,ISL
IS,6,prtvtais,Borgarahreyfinguna,6,IS-6-6-v,IS-6-6-v,ISL
IS,6,prtvtais,Skilaði auðu/ógildu,8,IS-6-8-v,IS-6-8-v,ISL
IS,6,prtclais,Samfylkinguna,1,IS-6-1-c,IS-2-4-c,ISL
IS,6,prtclais,Framsóknarflokkinn,2,IS-6-2-c,IS-2-1-c,ISL
IS,6,prtclais,Sjálfstæðisflokkinn,3,IS-6-3-c,IS-2-5-c,ISL
IS,6,prtclais,Vinstri hreyfinguna-Grænt framboð,4,IS-6-4-c,IS-2-7-c,ISL
IS,6,prtclais,Borgarahreyfinguna,6,IS-6-6-c,IS-6-6-c,ISL
IS,6,prtclais,Bjartri framtíð,8,IS-6-8-c,IS-6-8-c,ISL
IS,6,prtclais,Hreyfingunni,9,IS-6-9-c,IS-6-9-c,ISL
IS,6,prtclais,Samstöðu,10,IS-6-10-c,IS-6-10-c,ISL
IS,6,prtclais,Other,11,IS-6-11-c,IS-2-10-c,ISL
IS,8,prtvtbis,Bjarta framtíð,1,IS-8-1-v,IS-8-1-v,ISL
IS,8,prtvtbis,Framsóknarflokkinn,2,IS-8-2-v,IS-2-1-v,ISL
IS,8,prtvtbis,Sjálfstæðisflokkinn,3,IS-8-3-v,IS-2-5-v,ISL
IS,8,prtvtbis,Flokk fólksins,4,IS-8-4-v,IS-8-4-v,ISL
IS,8,prtvtbis,Flokk heimilanna,6,IS-8-6-v,IS-8-6-v,ISL
IS,8,prtvtbis,Alþýðufylkinguna,7,IS-8-7-v,IS-8-7-v,ISL
IS,8,prtvtbis,Samfylkinguna,8,IS-8-8-v,IS-2-4-v,ISL
IS,8,prtvtbis,Dögun,9,IS-8-9-v,IS-8-9-v,ISL
IS,8,prtvtbis,Vinstri hreyfinguna - grænt framboð,10,IS-8-10-v,IS-2-7-v,ISL
IS,8,prtvtbis,Pírata,11,IS-8-11-v,IS-8-11-v,ISL
IS,8,prtvtbis,Viðreisn,12,IS-8-12-v,IS-8-12-v,ISL
IS,8,prtvtbis,Skilaði auðu,15,IS-8-15-v,IS-8-15-v,ISL
IS,8,prtclbis,Bjartri framtíð,1,IS-8-1-c,IS-6-8-c,ISL
IS,8,prtclbis,Framsóknarflokknum,2,IS-8-2-c,IS-2-1-c,ISL
IS,8,prtclbis,Sjálfstæðisflokknum,3,IS-8-3-c,IS-2-5-c,ISL
IS,8,prtclbis,Flokki fólksins,4,IS-8-4-c,IS-8-4-c,ISL
IS,8,prtclbis,Flokki heimilanna,6,IS-8-6-c,IS-8-6-c,ISL
IS,8,prtclbis,Samfylkingunni,8,IS-8-8-c,IS-2-4-c,ISL
IS,8,prtclbis,Vinstri hreyfingunni - grænu framboði,10,IS-8-10-c,IS-2-7-c,ISL
IS,8,prtclbis,Pírötum,11,IS-8-11-c,IS-8-11-c,ISL
IS,8,prtclbis,Viðreisn,12,IS-8-12-c,IS-8-12-c,ISL
IS,8,prtclbis,"Öðrum, skrá hér",14,IS-8-14-c,IS-2-10-c,ISL
IS,9,prtvtcis,Sjálfstæðisflokkinn,1,IS-9-1-v,IS-2-5-v,ISL
IS,9,prtvtcis,Framsóknarflokkinn,2,IS-9-2-v,IS-2-1-v,ISL
IS,9,prtvtcis,Vinstri hreyfinguna - grænt framboð,3,IS-9-3-v,IS-2-7-v,ISL
IS,9,prtvtcis,Samfylkinguna,4,IS-9-4-v,IS-2-4-v,ISL
IS,9,prtvtcis,Bjarta framtíð,5,IS-9-5-v,IS-8-1-v,ISL
IS,9,prtvtcis,Pírata,6,IS-9-6-v,IS-8-11-v,ISL
IS,9,prtvtcis,Viðreisn,7,IS-9-7-v,IS-8-12-v,ISL
IS,9,prtvtcis,Miðflokkinn,8,IS-9-8-v,IS-9-8-v,ISL
IS,9,prtvtcis,Dögun,9,IS-9-9-v,IS-8-9-v,ISL
IS,9,prtvtcis,Alþýðufylkinguna,10,IS-9-10-v,IS-8-7-v,ISL
IS,9,prtvtcis,Flokk fólksins,13,IS-9-13-v,IS-8-4-v,ISL
IS,9,prtvtcis,Blank paper,15,IS-9-15-v,IS-2-9-v,ISL
IS,9,prtclcis,Sjálfstæðisflokknum,1,IS-9-1-c,IS-2-5-c,ISL
IS,9,prtclcis,Framsóknarflokknum,2,IS-9-2-c,IS-2-1-c,ISL
IS,9,prtclcis,Vinstri hreyfingunni - grænu framboði,3,IS-9-3-c,IS-2-7-c,ISL
IS,9,prtclcis,Samfylkingunni,4,IS-9-4-c,IS-2-4-c,ISL
IS,9,prtclcis,Bjartri framtíð,5,IS-9-5-c,IS-6-8-c,ISL
IS,9,prtclcis,Pírötum,6,IS-9-6-c,IS-8-11-c,ISL
IS,9,prtclcis,Viðreisn,7,IS-9-7-c,IS-8-12-c,ISL
IS,9,prtclcis,Miðflokknum,8,IS-9-8-c,IS-9-8-c,ISL
IS,9,prtclcis,Alþýðufylkingunni,10,IS-9-10-c,IS-9-10-c,ISL
IS,9,prtclcis,Sósíalistaflokki Íslands,11,IS-9-11-c,IS-9-11-c,ISL
IS,9,prtclcis,Flokki fólksins,13,IS-9-13-c,IS-8-4-c,ISL
IS,9,prtclcis,Other,20,IS-9-20-c,IS-2-10-c,ISL
IS,10,prtvtdis,Alþýðufylkinguna,1,IS-10-1-v,IS-8-7-v,ISL
IS,10,prtvtdis,Bjarta framtíð,2,IS-10-2-v,IS-8-1-v,ISL
IS,10,prtvtdis,Dögun,3,IS-10-3-v,IS-8-9-v,ISL
IS,10,prtvtdis,Flokk fólksins,4,IS-10-4-v,IS-8-4-v,ISL
IS,10,prtvtdis,Framsóknarflokkinn,5,IS-10-5-v,IS-2-1-v,ISL
IS,10,prtvtdis,Miðflokkinn,6,IS-10-6-v,IS-9-8-v,ISL
IS,10,prtvtdis,Pírata,7,IS-10-7-v,IS-8-11-v,ISL
IS,10,prtvtdis,Samfylkinguna,8,IS-10-8-v,IS-2-4-v,ISL
IS,10,prtvtdis,Sjálfstæðisflokkinn,9,IS-10-9-v,IS-2-5-v,ISL
IS,10,prtvtdis,Viðreisn,10,IS-10-10-v,IS-8-12-v,ISL
IS,10,prtvtdis,Vinstri hreyfinguna - grænt framboð,11,IS-10-11-v,IS-2-7-v,ISL
IS,10,prtvtdis,Sósíalistaflokkurinn,13,IS-10-13-v,IS-10-13-v,ISL
IS,10,prtvtdis,Blank vote,55,IS-10-55-v,IS-2-9-v,ISL
IS,10,prtcldis,Flokk fólksins,4,IS-10-4-c,IS-8-4-c,ISL
IS,10,prtcldis,Framsóknarflokkinn,5,IS-10-5-c,IS-2-1-c,ISL
IS,10,prtcldis,Miðflokkinn,6,IS-10-6-c,IS-9-8-c,ISL
IS,10,prtcldis,Pírata,7,IS-10-7-c,IS-8-11-c,ISL
IS,10,prtcldis,Samfylkinguna,8,IS-10-8-c,IS-2-4-c,ISL
IS,10,prtcldis,Sjálfstæðisflokkinn,9,IS-10-9-c,IS-2-5-c,ISL
IS,10,prtcldis,Viðreisn,10,IS-10-10-c,IS-8-12-c,ISL
IS,10,prtcldis,Vinstri hreyfinguna - grænt framboð,11,IS-10-11-c,IS-2-7-c,ISL
IS,10,prtcldis,Sósíalistaflokkurinn,13,IS-10-13-c,IS-9-11-c,ISL
IS,11,prtvteis,Flokk fólksins,2,IS-11-2-v,IS-8-4-v,ISL
IS,11,prtvteis,Framsóknarflokkinn,3,IS-11-3-v,IS-2-1-v,ISL
IS,11,prtvteis,Miðflokkinn,5,IS-11-5-v,IS-9-8-v,ISL
IS,11,prtvteis,Pírata,6,IS-11-6-v,IS-8-11-v,ISL
IS,11,prtvteis,Samfylkinguna,7,IS-11-7-v,IS-2-4-v,ISL
IS,11,prtvteis,Sjálfstæðisflokkinn,8,IS-11-8-v,IS-2-5-v,ISL
IS,11,prtvteis,Sósíalistaflokkurinn,9,IS-11-9-v,IS-10-13-v,ISL
IS,11,prtvteis,Viðreisn,10,IS-11-10-v,IS-8-12-v,ISL
IS,11,prtvteis,Vinstri hreyfinguna - grænt framboð,11,IS-11-11-v,IS-2-7-v,ISL
IS,11,prtcleis,Flokk fólksins,2,IS-11-2-c,IS-8-4-c,ISL
IS,11,prtcleis,Framsóknarflokkinn,3,IS-11-3-c,IS-2-1-c,ISL
IS,11,prtcleis,Miðflokkinn,5,IS-11-5-c,IS-9-8-c,ISL
IS,11,prtcleis,Pírata,6,IS-11-6-c,IS-8-11-c,ISL
IS,11,prtcleis,Samfylkinguna,7,IS-11-7-c,IS-2-4-c,ISL
IS,11,prtcleis,Sjálfstæðisflokkinn,8,IS-11-8-c,IS-2-5-c,ISL
IS,11,prtcleis,Sósíalistaflokkurinn,9,IS-11-9-c,IS-9-11-c,ISL
IS,11,prtcleis,Viðreisn,10,IS-11-10-c,IS-8-12-c,ISL
IS,11,prtcleis,Vinstri hreyfinguna - grænt framboð,11,IS-11-11-c,IS-2-7-c,ISL
IT,1,prtvtit,Democratici di Sinistra,1,IT-1-1-v,IT-1-1-v,ITA
IT,1,prtvtit,La Margherita,2,IT-1-2-v,IT-1-2-v,ITA
IT,1,prtvtit,Comunisti Italiani,3,IT-1-3-v,IT-1-3-v,ITA
IT,1,prtvtit,Verdi e Sdi (Girasole),4,IT-1-4-v,IT-1-4-v,ITA
IT,1,prtvtit,Rifondazione Comunista,7,IT-1-7-v,IT-1-7-v,ITA
IT,1,prtvtit,Forza Italia,8,IT-1-8-v,IT-1-8-v,ITA
IT,1,prtvtit,Alleanza Nazionale,9,IT-1-9-v,IT-1-9-v,ITA
IT,1,prtvtit,CCD-CDU (Biancofiore),10,IT-1-10-v,IT-1-10-v,ITA
IT,1,prtvtit,Lega Nord,11,IT-1-11-v,IT-1-11-v,ITA
IT,1,prtvtit,Nuovo PSI,12,IT-1-12-v,IT-1-12-v,ITA
IT,1,prtvtit,Lista Di Pietro,13,IT-1-13-v,IT-1-13-v,ITA
IT,1,prtvtit,Democrazia Europea,14,IT-1-14-v,IT-1-14-v,ITA
IT,1,prtvtit,Pannella-Bonino,15,IT-1-15-v,IT-1-15-v,ITA
IT,1,prtvtit,Fiamma Tricolore,16,IT-1-16-v,IT-1-16-v,ITA
IT,1,prtvtit,Altro,17,IT-1-17-v,IT-1-17-v,ITA
IT,1,prtvtit,Ha votato solo al maggioritario,70,IT-1-70-v,IT-1-70-v,ITA
IT,1,prtclit,Democratici di Sinistra,1,IT-1-1-c,IT-1-1-c,ITA
IT,1,prtclit,La Margherita,2,IT-1-2-c,IT-1-2-c,ITA
IT,1,prtclit,Comunisti Italiani,3,IT-1-3-c,IT-1-3-c,ITA
IT,1,prtclit,Verdi,4,IT-1-4-c,IT-1-4-c,ITA
IT,1,prtclit,SDI,5,IT-1-5-c,IT-1-5-c,ITA
IT,1,prtclit,Rifondazione Comunis,7,IT-1-7-c,IT-1-7-c,ITA
IT,1,prtclit,Forza Italia,8,IT-1-8-c,IT-1-8-c,ITA
IT,1,prtclit,Alleanza Nazionale,9,IT-1-9-c,IT-1-9-c,ITA
IT,1,prtclit,CCD-CDU,10,IT-1-10-c,IT-1-10-c,ITA
IT,1,prtclit,Lega Nord,11,IT-1-11-c,IT-1-11-c,ITA
IT,1,prtclit,Nuovo PSI,12,IT-1-12-c,IT-1-12-c,ITA
IT,1,prtclit,Lista di Pietro,13,IT-1-13-c,IT-1-13-c,ITA
IT,1,prtclit,Democrazia Europea,14,IT-1-14-c,IT-1-14-c,ITA
IT,1,prtclit,Pannella-Bonino,15,IT-1-15-c,IT-1-15-c,ITA
IT,1,prtclit,Fiamma Tricolore,16,IT-1-16-c,IT-1-16-c,ITA
IT,1,prtclit,Altro (SPECIFICARE),17,IT-1-17-c,IT-1-17-c,ITA
IT,6,prtvtbit,Partido Democratico (PD),1,IT-6-1-v,IT-6-1-v,ITA
IT,6,prtvtbit,Sinistra Ecologia e Libertà (SEL),2,IT-6-2-v,IT-6-2-v,ITA
IT,6,prtvtbit,Rivoluzione Civile (Ingroia),3,IT-6-3-v,IT-6-3-v,ITA
IT,6,prtvtbit,Movimento 5 Stelle,4,IT-6-4-v,IT-6-4-v,ITA
