first_ess_id,first_ess_name,year_first,year_last,ess_ids,ess_info,partyfacts_id,country,name_short,name,name_english,technical
IE-1-8-v,Other,2002,2020,IE-1-8-v IE-2-8-v IE-3-8-v IE-4-8-v IE-5-10-v IE-6-10-v IE-7-10-v IE-8-10-v IE-9-10-v IE-10-14-v,"R1 --- prtvtie --- Other
R2 --- prtvtie --- Other
R3 --- prtvtie --- Other
R4 --- prtvtie --- Other
R5 --- prtvtaie --- Other
R6 --- prtvtaie --- Other
R7 --- prtvtaie --- Other
R8 --- prtvtbie --- Other
R9 --- prtvtcie --- Other
R10 --- prtvtdie --- Other",1885,IRL,etc,other,other,7
IE-5-6-v,People Before Profit,2010,2014,IE-5-6-v IE-6-6-v IE-7-6-v,"R5 --- prtvtaie --- People Before Profit
R6 --- prtvtaie --- People Before Profit
R7 --- prtvtaie --- People Before Profit",242,IRL,PBPA,People Before Profit Alliance,People Before Profit Alliance,
IE-5-8-v,Socialist Party,2010,2014,IE-5-8-v IE-6-8-v IE-7-8-v,"R5 --- prtvtaie --- Socialist Party
R6 --- prtvtaie --- Socialist Party
R7 --- prtvtaie --- Socialist Party",2737,IRL,1-perc,1 percent,1 percent,11
IE-5-9-v,United Left Alliance,2010,2014,IE-5-9-v IE-7-9-v,"R5 --- prtvtaie --- United Left Alliance
R7 --- prtvtaie --- United Left Alliance",1978,IRL,ULA,United Left Alliance,United Left Alliance,
IE-8-1-v,Anti-Austerity Alliance - People Before Profit,2016,2020,IE-8-1-v IE-9-1-v IE-10-8-v,"R8 --- prtvtbie --- Anti-Austerity Alliance - People Before Profit
R9 --- prtvtcie --- Anti-Austerity Alliance - People Before Profit
R10 --- prtvtdie --- Solidarity/People Before Profit (Solidarity/PBP)",8241,IRL,S — PBP,Solidarity — People Before Profit,Solidarity — People Before Profit,
IE-8-8-v,Social Democrats,2016,2020,IE-8-8-v IE-9-8-v IE-10-12-v,"R8 --- prtvtbie --- Social Democrats
R9 --- prtvtcie --- Social Democrats
R10 --- prtvtdie --- Social Democrats",4870,IRL,DS,Daonlathaigh Shóisialta,Social Democrats,
IE-8-9-v,Socialist Party - United Left Alliance,2016,2020,IE-8-9-v IE-9-9-v IE-10-7-v,"R8 --- prtvtbie --- Socialist Party - United Left Alliance
R9 --- prtvtcie --- Socialist Party - United Left Alliance
R10 --- prtvtdie --- Socialist Party",8242,IRL,AAA / S,Anti-Austerity Alliance / Solidarity,Anti-Austerity Alliance / Solidarity,
IE-10-9-v,RENUA Ireland,2020,2020,IE-10-9-v,R10 --- prtvtdie --- RENUA Ireland,4869,IRL,RI,Renua Ireland,Renua Ireland,
IE-10-10-v,Aontu,2020,2020,IE-10-10-v,R10 --- prtvtdie --- Aontu,8642,IRL,A,Aontú,Aontu,
IE-10-11-v,Independents4Change,2020,2020,IE-10-11-v,R10 --- prtvtdie --- Independents4Change,8181,IRL,I4C,Neamhspleáigh ar son an Athraithe,Independents 4 Change,
IE-10-13-v,Workers' Party,2020,2020,IE-10-13-v,R10 --- prtvtdie --- Workers' Party,208,IRL,WP,Páirtí na nOibrithe,Workers Party,
IL-1-1-v,Israel ahat,2002,2002,IL-1-1-v,R1 --- prtvtil --- Israel ahat,1314,ISR,YA,Yisrael Ahat,One Israel,
IL-1-2-v,Likud,2002,2020,IL-1-2-v IL-4-2-v IL-5-2-v IL-6-2-v IL-7-2-v IL-8-2-v IL-10-1-v,"R1 --- prtvtil --- Likud
R4 --- prtvtail --- Likud
R5 --- prtvtbil --- Ha' Likud
R6 --- prtvtbil --- Ha' Likud
R7 --- prtvtcil --- HaLikud
R8 --- prtvtcil --- HaLikud
R10 --- prtvtdil --- HaLikud",1036,ISR,L,HaLikud,Likud-National Liberal Movement,
IL-1-3-v,Shase,2002,2020,IL-1-3-v IL-4-4-v IL-5-4-v IL-6-4-v IL-7-4-v IL-8-4-v IL-10-10-v,"R1 --- prtvtil --- Shase
R4 --- prtvtail --- Shas
R5 --- prtvtbil --- Shas
R6 --- prtvtbil --- Shas
R7 --- prtvtcil --- Shas
R8 --- prtvtcil --- Shas
R10 --- prtvtdil --- Shas",455,ISR,SHAS,Shomrei Torah Sephardim,Sephardi Torah Guardians,
IL-1-4-v,Meretz,2002,2020,IL-1-4-v IL-4-5-v IL-5-5-v IL-6-5-v IL-7-5-v IL-8-5-v IL-10-4-v,"R1 --- prtvtil --- Meretz
R4 --- prtvtail --- Meretz
R5 --- prtvtbil --- Meretz
R6 --- prtvtbil --- Meretz
R7 --- prtvtcil --- Meretz
R8 --- prtvtcil --- Meretz
R10 --- prtvtdil --- Meretz",3131,ISR,Meretz,Meretz,Energy,
IL-1-5-v,Mafdal,2002,2008,IL-1-5-v IL-4-6-v,"R1 --- prtvtil --- Mafdal
R4 --- prtvtail --- National Religious Party",1447,ISR,Mafdal,Miflaga Datit Leumit,National Religious Party,
IL-1-6-v,"Yahadut-hatora, Agudat-Isarel, Degel-hatora",2002,2020,IL-1-6-v IL-4-7-v IL-5-7-v IL-6-7-v IL-7-7-v IL-8-7-v IL-10-11-v,"R1 --- prtvtil --- Yahadut-hatora, Agudat-Isarel, Degel-hatora
R4 --- prtvtail --- United Torah Judaism
R5 --- prtvtbil --- Ya'Hadut Ha'Tora
R6 --- prtvtbil --- Ya'Hadut Ha'Tora
R7 --- prtvtcil --- Yahadut HaTora
R8 --- prtvtcil --- Yahadut HaTora
R10 --- prtvtdil --- Yahadut HaTora (United Torah Judaism)",1075,ISR,YH,Yahadut HaTorah,United Torah Judaism,
IL-1-7-v,Am ehad,2002,2002,IL-1-7-v,R1 --- prtvtil --- Am ehad,640,ISR,AE,Am Ehad,One Nation,
IL-1-8-v,Shinuy,2002,2008,IL-1-8-v IL-4-14-v,"R1 --- prtvtil --- Shinuy
R4 --- prtvtail --- Shinui",557,ISR,Shinui,Shinui,Change,
IL-1-9-v,Haehud haleumi,2002,2012,IL-1-9-v IL-5-10-v IL-6-10-v,"R1 --- prtvtil --- Haehud haleumi
R5 --- prtvtbil --- Ha'ihud HaLeumi
R6 --- prtvtbil --- Ha'ihud HaLeumi",953,ISR,HH — T,HaIchud HaLeumi — Tkuma,National Union — Tkuma,
IL-1-10-v,The center party,2002,2002,IL-1-10-v,R1 --- prtvtil --- The center party,1061,ISR,MiHa/CP,Mifleget Hamerkaz,Centre Party,
IL-1-11-v,Israel baliya,2002,2002,IL-1-11-v,R1 --- prtvtil --- Israel baliya,1053,ISR,YB,Yisrael BaAliya,Israel for Immigration,
IL-1-12-v,Israel byteno,2002,2020,IL-1-12-v IL-4-9-v IL-5-9-v IL-6-9-v IL-7-3-v IL-8-3-v IL-10-5-v,"R1 --- prtvtil --- Israel byteno
R4 --- prtvtail --- Yisrael Beiteinu
R5 --- prtvtbil --- Israel Beiteinu
R6 --- prtvtbil --- Israel Beiteinu
R7 --- prtvtcil --- Yisrael Beiteinu
R8 --- prtvtcil --- Yisrael Beiteinu
R10 --- prtvtdil --- Yisrael Beiteinu",235,ISR,YB,Yisrael Beiteinu,Israel is Our Home,
IL-1-14-v,Hadereh hashlishit,2002,2002,IL-1-14-v,R1 --- prtvtil --- Hadereh hashlishit,729,ISR,HH,HaDerekh HaShlishit,The Third Way,
IL-1-15-v,Pnina Rozenblum,2002,2002,IL-1-15-v,R1 --- prtvtil --- Pnina Rozenblum,3190,ISR,Tnufa,Tnufa,Momentum,
IL-1-16-v,Tzomet,2002,2002,IL-1-16-v,R1 --- prtvtil --- Tzomet,745,ISR,Tzomet,Tzomet,Crossroads,
IL-1-17-v,Gimlaim,2002,2012,IL-1-17-v IL-4-8-v IL-5-8-v IL-6-8-v,"R1 --- prtvtil --- Gimlaim
R4 --- prtvtail --- Pensioners of Israel to the Knesset
R5 --- prtvtbil --- Gil- Gimlaey Israeli la' Knesset
R6 --- prtvtbil --- Gil- Gimlaey Israeli la' Knesset",3121,ISR,Gil,Gimla'ey Yisrael LaKnesset,Pensioners of Israel,
IL-1-31-v,Hadash,2002,2012,IL-1-31-v IL-4-10-v IL-5-14-v IL-6-14-v,"R1 --- prtvtil --- Hadash
R4 --- prtvtail --- Hadash
R5 --- prtvtbil --- Hadash
R6 --- prtvtbil --- Hadash",421,ISR,Hadash,HaHazit HaDemokratit LeShalom uLeShivion,The Democratic Front for Peace and Equality,
IL-1-32-v,Balad,2002,2012,IL-1-32-v IL-4-11-v IL-5-15-v IL-6-15-v,"R1 --- prtvtil --- Balad
R4 --- prtvtail --- Balad
R5 --- prtvtbil --- Balad
R6 --- prtvtbil --- Balad",1663,ISR,Balad,Brit Le'umit Demokratit,National Democratic Assembly,
IL-1-33-v,Hatnua Harabit Hameauhedet,2002,2002,IL-1-33-v,R1 --- prtvtil --- Hatnua Harabit Hameauhedet,1337,ISR,Raam,Reshima Aravit Me'uhedet,United Arab List,
IL-1-34-v,Haravi Hahadash,2002,2002,IL-1-34-v,R1 --- prtvtil --- Haravi Hahadash,2739,ISR,unknown,unknown,unknown,10
IL-1-35-v,Other,2002,2020,IL-1-35-v IL-4-17-v IL-5-17-v IL-6-17-v IL-7-14-v IL-8-14-v IL-10-14-v,"R1 --- prtvtil --- Other
R4 --- prtvtail --- Other
R5 --- prtvtbil --- Other
R6 --- prtvtbil --- Other
R7 --- prtvtcil --- Other
R8 --- prtvtcil --- Other
R10 --- prtvtdil --- Other",2541,ISR,etc,other,other,7
IL-1-36-v,White Ballot,2002,2002,IL-1-36-v,R1 --- prtvtil --- White Ballot,3037,ISR,tech,technical,technical,12
IL-4-1-v,HaAvoda- the Israeli Labor Party,2008,2020,IL-4-1-v IL-5-1-v IL-6-1-v IL-10-3-v,"R4 --- prtvtail --- HaAvoda- the Israeli Labor Party
R5 --- prtvtbil --- Mifleget Ha' Avoda
R6 --- prtvtbil --- Mifleget Ha' Avoda
R10 --- prtvtdil --- Mifleget HaAvoda HaYisraelit (The Israeli Labor Party)",1436,ISR,Labor,Mifleget HaAvoda HaYisrelit,Israeli Labor Party,
IL-4-3-v,Kadima,2008,2012,IL-4-3-v IL-5-3-v IL-6-3-v,"R4 --- prtvtail --- Kadima
R5 --- prtvtbil --- Kadima
R6 --- prtvtbil --- Kadima",484,ISR,Kadima,Kadima,Forward,
IL-4-12-v,Ra'am- Ta'al,2008,2012,IL-4-12-v IL-5-16-v IL-6-16-v,"R4 --- prtvtail --- Ra'am- Ta'al
R5 --- prtvtbil --- Ra'am- Ta'al
R6 --- prtvtbil --- Ra'am- Ta'al",3147,ISR,Raam — Taal,HaReshima HaAravit HaMe'uhedet — Tnu'a Aravit LeHithadshut,United Arab List — Arab Movement for Renewal,
IL-4-15-v,Ale Yarok,2008,2016,IL-4-15-v IL-5-12-v IL-6-12-v IL-7-13-v IL-8-13-v,"R4 --- prtvtail --- Ale Yarok
R5 --- prtvtbil --- Ale Yarok
R6 --- prtvtbil --- Ale Yarok
R7 --- prtvtcil --- Ale Yarok
R8 --- prtvtcil --- Ale Yarok",3129,ISR,AlYa,Ale Yarok,Green Leaf,
IL-4-16-v,HaYerukim,2008,2012,IL-4-16-v IL-5-13-v IL-6-13-v,"R4 --- prtvtail --- HaYerukim
R5 --- prtvtbil --- HaYerukim
R6 --- prtvtbil --- HaYerukim",3700,ISR,HY,HaYerukim,The Greens,
IL-4-18-v,blank ballot,2008,2008,IL-4-18-v,R4 --- prtvtail --- blank ballot,3037,ISR,tech,technical,technical,12
IL-5-6-v,The Jewish House,2010,2016,IL-5-6-v IL-6-6-v IL-7-6-v IL-8-6-v,"R5 --- prtvtbil --- The Jewish House
R6 --- prtvtbil --- The Jewish House
R7 --- prtvtcil --- HaBayit HaYehudi
R8 --- prtvtcil --- HaBayit HaYehudi",3677,ISR,HH,HaBayit HaYehudi,Jewish Home,
IL-5-11-v,HaTnu'a HaYeruqa,2010,2012,IL-5-11-v IL-6-11-v,"R5 --- prtvtbil --- HaTnu'a HaYeruqa
R6 --- prtvtbil --- HaTnu'a HaYeruqa",2740,ISR,1-perc,1 percent,1 percent,11
IL-5-18-v,A white ballot (empty ballot note),2010,2012,IL-5-18-v IL-6-18-v,"R5 --- prtvtbil --- A white ballot (empty ballot note)
R6 --- prtvtbil --- A white ballot (empty ballot note)",3037,ISR,tech,technical,technical,12
IL-5-19-v,Did not vote,2010,2010,IL-5-19-v,R5 --- prtvtbil --- Did not vote,3037,ISR,tech,technical,technical,12
IL-7-1-v,HaMahane HaTzioni,2014,2016,IL-7-1-v IL-8-1-v,"R7 --- prtvtcil --- HaMahane HaTzioni
R8 --- prtvtcil --- HaMahane HaTzioni",3955,ISR,ally,alliance,alliance,15
IL-7-8-v,Yesh Atid,2014,2020,IL-7-8-v IL-8-8-v IL-10-6-v,"R7 --- prtvtcil --- Yesh Atid
R8 --- prtvtcil --- Yesh Atid
R10 --- prtvtdil --- Yesh Atid",3128,ISR,Yesh,Yesh Atid,There is a Future,
IL-7-9-v,Kulanu,2014,2016,IL-7-9-v IL-8-9-v,"R7 --- prtvtcil --- Kulanu
R8 --- prtvtcil --- Kulanu",3273,ISR,Kulanu,Kulanu,All of Us,
IL-7-10-v,Yachad,2014,2016,IL-7-10-v IL-8-10-v,"R7 --- prtvtcil --- Yachad
R8 --- prtvtcil --- Yachad",3274,ISR,Yachad,Yachad,Together,
IL-7-11-v,HaReshima HaMeshutefet,2014,2020,IL-7-11-v IL-8-11-v IL-10-12-v,"R7 --- prtvtcil --- HaReshima HaMeshutefet
R8 --- prtvtcil --- HaReshima HaMeshutefet
R10 --- prtvtdil --- HaReshima HaMeshutefet",7912,ISR,JL,al-Qa'imah al-Mushtarakah,Joint List,
IL-7-12-v,HaReshima HaArvit,2014,2016,IL-7-12-v IL-8-12-v,"R7 --- prtvtcil --- HaReshima HaArvit
R8 --- prtvtcil --- HaReshima HaArvit",2740,ISR,1-perc,1 percent,1 percent,11
IL-7-15-v,White ballot,2014,2016,IL-7-15-v IL-8-15-v,"R7 --- prtvtcil --- White ballot
R8 --- prtvtcil --- White ballot",3037,ISR,tech,technical,technical,12
IL-10-2-v,Chachol- Lavan,2020,2020,IL-10-2-v,R10 --- prtvtdil --- Chachol- Lavan,7599,ISR,KL,Kahol Lavan,Blue and White,
IL-10-7-v,Tikva Hadasha,2020,2020,IL-10-7-v,R10 --- prtvtdil --- Tikva Hadasha,9005,ISR,NH,Tikva Hadasha,New Hope,
IL-10-8-v,Yamina,2020,2020,IL-10-8-v,R10 --- prtvtdil --- Yamina,9095,ISR,Y,Yamina,Yamina,
IL-10-9-v,Ha'Zionut Ha'Datit,2020,2020,IL-10-9-v,R10 --- prtvtdil --- Ha'Zionut Ha'Datit,953,ISR,HH — T,HaIchud HaLeumi — Tkuma,National Union — Tkuma,
IL-10-13-v,Ra'am (led by Mansour Abbas),2020,2020,IL-10-13-v,R10 --- prtvtdil --- Ra'am (led by Mansour Abbas),1337,ISR,Raam,Reshima Aravit Me'uhedet,United Arab List,
IS-2-1-v,Progressive Party,2004,2020,IS-2-1-v IS-6-2-v IS-8-2-v IS-9-2-v IS-10-5-v,"R2 --- prtvtis --- Progressive Party
R6 --- prtvtais --- Framsóknarflokkinn
R8 --- prtvtbis --- Framsóknarflokkinn
R9 --- prtvtcis --- Framsóknarflokkinn
R10 --- prtvtdis --- Framsóknarflokkinn",964,ISL,F,Framsóknarflokkurinn,Progressive Party,
IS-2-2-v,Liberal Party,2004,2012,IS-2-2-v IS-6-5-v,"R2 --- prtvtis --- Liberal Party
R6 --- prtvtais --- Frjálslynda flokkinn",1224,ISL,Ff,Frjálslyndi flokkurinn,Liberal Party,
IS-2-4-v,Social Democratic Alliance,2004,2020,IS-2-4-v IS-6-1-v IS-8-8-v IS-9-4-v IS-10-8-v,"R2 --- prtvtis --- Social Democratic Alliance
R6 --- prtvtais --- Samfylkinguna
R8 --- prtvtbis --- Samfylkinguna
R9 --- prtvtcis --- Samfylkinguna
R10 --- prtvtdis --- Samfylkinguna",1396,ISL,Sam,Samfylkingin,Social Democratic Alliance,
IS-2-5-v,Independence Party,2004,2020,IS-2-5-v IS-6-3-v IS-8-3-v IS-9-1-v IS-10-9-v,"R2 --- prtvtis --- Independence Party
R6 --- prtvtais --- Sjálfstæðisflokkinn
R8 --- prtvtbis --- Sjálfstæðisflokkinn
R9 --- prtvtcis --- Sjálfstæðisflokkinn
R10 --- prtvtdis --- Sjálfstæðisflokkinn",363,ISL,Sj,Sjálfstæðisflokkurinn,Independence Party,
IS-2-7-v,The Left Green Movement,2004,2020,IS-2-7-v IS-6-4-v IS-8-10-v IS-9-3-v IS-10-11-v,"R2 --- prtvtis --- The Left Green Movement
R6 --- prtvtais --- Vinstri hreyfinguna-Grænt framboð
R8 --- prtvtbis --- Vinstri hreyfinguna - grænt framboð
R9 --- prtvtcis --- Vinstri hreyfinguna - grænt framboð
R10 --- prtvtdis --- Vinstri hreyfinguna - grænt framboð",457,ISL,Graen,Vinstrihreyfingin — grænt framboð,Left-Green Movement,
IS-2-9-v,Blank vote,2004,2020,IS-2-9-v IS-9-15-v IS-10-55-v,"R2 --- prtvtis --- Blank vote
R9 --- prtvtcis --- Blank paper
R10 --- prtvtdis --- Blank vote",3033,ISL,tech,technical,technical,12
IS-2-10-v,Other parties,2004,2004,IS-2-10-v,R2 --- prtvtis --- Other parties,1844,ISL,etc,other,other,7
IS-6-6-v,Borgarahreyfinguna,2012,2012,IS-6-6-v,R6 --- prtvtais --- Borgarahreyfinguna,224,ISL,B,Borgarahreyfingin,Citizens' Movement,
IS-6-8-v,Skilaði auðu/ógildu,2012,2012,IS-6-8-v,R6 --- prtvtais --- Skilaði auðu/ógildu,3033,ISL,tech,technical,technical,12
IS-8-1-v,Bjarta framtíð,2016,2020,IS-8-1-v IS-9-5-v IS-10-2-v,"R8 --- prtvtbis --- Bjarta framtíð
R9 --- prtvtcis --- Bjarta framtíð
R10 --- prtvtdis --- Bjarta framtíð",2517,ISL,BF,Björt framtíð,Bright Future,
IS-8-4-v,Flokk fólksins,2016,2020,IS-8-4-v IS-9-13-v IS-10-4-v,"R8 --- prtvtbis --- Flokk fólksins
R9 --- prtvtcis --- Flokk fólksins
R10 --- prtvtdis --- Flokk fólksins",5852,ISL,FlF,Flokkur fólksins,People's Party,
IS-8-6-v,Flokk heimilanna,2016,2016,IS-8-6-v,R8 --- prtvtbis --- Flokk heimilanna,2519,ISL,FH,Flokkur Heimilanna,Households Party,
IS-8-7-v,Alþýðufylkinguna,2016,2020,IS-8-7-v IS-9-10-v IS-10-1-v,"R8 --- prtvtbis --- Alþýðufylkinguna
R9 --- prtvtcis --- Alþýðufylkinguna
R10 --- prtvtdis --- Alþýðufylkinguna",2724,ISL,1-perc,1 percent,1 percent,11
IS-8-9-v,Dögun,2016,2020,IS-8-9-v IS-9-9-v IS-10-3-v,"R8 --- prtvtbis --- Dögun
R9 --- prtvtcis --- Dögun
R10 --- prtvtdis --- Dögun",2518,ISL,Dawn,"Dögun — stjórnmálasamtök um réttlæti, sanngirni og lýðræði","Dawn — Organization of justice, fairness and democracy",
IS-8-11-v,Pírata,2016,2020,IS-8-11-v IS-9-6-v IS-10-7-v,"R8 --- prtvtbis --- Pírata
R9 --- prtvtcis --- Pírata
R10 --- prtvtdis --- Pírata",2048,ISL,Pi,Pírata,Pirate Party of Iceland,
IS-8-12-v,Viðreisn,2016,2020,IS-8-12-v IS-9-7-v IS-10-10-v,"R8 --- prtvtbis --- Viðreisn
R9 --- prtvtcis --- Viðreisn
R10 --- prtvtdis --- Viðreisn",5454,ISL,V,Viðreisn,Reform Party,
IS-8-15-v,Skilaði auðu,2016,2016,IS-8-15-v,R8 --- prtvtbis --- Skilaði auðu,3033,ISL,tech,technical,technical,12
IS-9-8-v,Miðflokkinn,2018,2020,IS-9-8-v IS-10-6-v,"R9 --- prtvtcis --- Miðflokkinn
R10 --- prtvtdis --- Miðflokkinn",7565,ISL,CP,Miðflokkurinn,Centre Party,
IS-10-13-v,Sósíalistaflokkurinn,2020,2020,IS-10-13-v,R10 --- prtvtdis --- Sósíalistaflokkurinn,9004,ISL,SFI,Sósíalistaflokkur Íslands,Icelandic Socialist Party,
IT-1-1-v,Democratici di Sinistra,2002,2002,IT-1-1-v,R1 --- prtvtit --- Democratici di Sinistra,878,ITA,DS,Democratici di Sinistra,Democrats of the Left,
IT-1-2-v,La Margherita,2002,2002,IT-1-2-v,R1 --- prtvtit --- La Margherita,279,ITA,DL — M,Democrazia è Libertà — La Margherita,Democracy is Freedom — The Daisy,
IT-1-3-v,Comunisti Italiani,2002,2002,IT-1-3-v,R1 --- prtvtit --- Comunisti Italiani,1635,ITA,PdCI,Partito dei Comunisti Italiani,Party of Italian Communists,
IT-1-4-v,Verdi e Sdi (Girasole),2002,2002,IT-1-4-v,R1 --- prtvtit --- Verdi e Sdi (Girasole),1782,ITA,Giras,Il Girasole,Greens and Social Democrats,
IT-1-7-v,Rifondazione Comunista,2002,2002,IT-1-7-v,R1 --- prtvtit --- Rifondazione Comunista,1404,ITA,PRC,Partito della Rifondazione Comunista,Communist Refoundation Party,
IT-1-8-v,Forza Italia,2002,2020,IT-1-8-v IT-9-8-v IT-10-4-v,"R1 --- prtvtit --- Forza Italia
R9 --- prtvtcit --- Forza Italia
R10 --- prtvtdit --- Forza Italia",1626,ITA,FI,Forza Italia,Go Italy,
IT-1-9-v,Alleanza Nazionale,2002,2002,IT-1-9-v,R1 --- prtvtit --- Alleanza Nazionale,813,ITA,AN,Alleanza Nazionale,National Alliance,
IT-1-10-v,CCD-CDU (Biancofiore),2002,2002,IT-1-10-v,R1 --- prtvtit --- CCD-CDU (Biancofiore),962,ITA,CCD/CDU,Centro Cristiano Democratico  / Cristiani Democratici Uniti (Biancofiore),Christian Democratic Center / United Christian Democrats (White Flower),
IT-1-11-v,Lega Nord,2002,2020,IT-1-11-v IT-6-9-v IT-8-9-v IT-9-9-v IT-10-3-v,"R1 --- prtvtit --- Lega Nord
R6 --- prtvtbit --- Lega Nord
R8 --- prtvtbit --- Lega Nord
R9 --- prtvtcit --- Lega Nord
R10 --- prtvtdit --- Lega",1221,ITA,LN,Lega Nord,North League,
IT-1-12-v,Nuovo PSI,2002,2002,IT-1-12-v,R1 --- prtvtit --- Nuovo PSI,888,ITA,NPSI,Nuovo Partito Socialisti Italiani,New PSI,
IT-1-13-v,Lista Di Pietro,2002,2002,IT-1-13-v,R1 --- prtvtit --- Lista Di Pietro,768,ITA,IdV,Lista di Pietro — Italia del Valori,List Di Pietro — Italy of Values,
IT-1-14-v,Democrazia Europea,2002,2002,IT-1-14-v,R1 --- prtvtit --- Democrazia Europea,1327,ITA,DE,Democrazia Europea,European Democracy,
IT-1-15-v,Pannella-Bonino,2002,2002,IT-1-15-v,R1 --- prtvtit --- Pannella-Bonino,2134,ITA,LB,Lista Bonino,Bonino List,
IT-1-16-v,Fiamma Tricolore,2002,2002,IT-1-16-v,R1 --- prtvtit --- Fiamma Tricolore,1101,ITA,MSFT,Fiamma Tricolore,Fiamma Tricolore,
IT-1-17-v,Altro,2002,2020,IT-1-17-v IT-6-14-v IT-8-14-v IT-9-14-v IT-10-31-v,"R1 --- prtvtit --- Altro
R6 --- prtvtbit --- Altro
R8 --- prtvtbit --- Altro
R9 --- prtvtcit --- Altro
R10 --- prtvtdit --- Altro",1896,ITA,etc,other,other,7
IT-1-70-v,Ha votato solo al maggioritario,2002,2002,IT-1-70-v,R1 --- prtvtit --- Ha votato solo al maggioritario,3038,ITA,tech,technical,technical,12
IT-6-1-v,Partido Democratico (PD),2012,2020,IT-6-1-v IT-8-1-v IT-9-1-v IT-10-2-v,"R6 --- prtvtbit --- Partido Democratico (PD)
R8 --- prtvtbit --- Partido Democratico (PD)
R9 --- prtvtcit --- Partido Democratico (PD)
R10 --- prtvtdit --- Partido Democratico (PD)",802,ITA,PD,Partito Democratico,Democratic Party,
IT-6-2-v,Sinistra Ecologia e Libertà (SEL),2012,2016,IT-6-2-v IT-8-2-v,"R6 --- prtvtbit --- Sinistra Ecologia e Libertà (SEL)
R8 --- prtvtbit --- Sinistra Ecologia e Libertà (SEL)",1212,ITA,SI,Sinistra Italiana,Italian Left,
IT-6-3-v,Rivoluzione Civile (Ingroia),2012,2016,IT-6-3-v IT-8-3-v,"R6 --- prtvtbit --- Rivoluzione Civile (Ingroia)
R8 --- prtvtbit --- Rivoluzione Civile (Ingroia)",2277,ITA,RC,Rivoluzione Civile,Civil Revolution,
IT-6-4-v,Movimento 5 Stelle,2012,2020,IT-6-4-v IT-8-4-v IT-9-7-v IT-10-1-v,"R6 --- prtvtbit --- Movimento 5 Stelle
R8 --- prtvtbit --- Movimento 5 Stelle
R9 --- prtvtcit --- Movimento 5 Stelle
R10 --- prtvtdit --- Movimento 5 Stelle",2046,ITA,M5S,Movimento 5 Stelle,Five Star Movement,
IT-6-5-v,Scelta Civica (con Monti),2012,2016,IT-6-5-v IT-8-5-v,"R6 --- prtvtbit --- Scelta Civica (con Monti)
R8 --- prtvtbit --- Scelta Civica (con Monti)",2281,ITA,SC,Scelta Civica,Civic Choice,
IT-6-6-v,UDC,2012,2016,IT-6-6-v IT-8-6-v,"R6 --- prtvtbit --- UDC
R8 --- prtvtbit --- UDC",201,ITA,UdC,Unione di Centro,Union of the Centre,
IT-6-8-v,Popolo delle Libertà (PdL),2012,2016,IT-6-8-v IT-8-8-v,"R6 --- prtvtbit --- Popolo delle Libertà (PdL)
R8 --- prtvtbit --- Popolo delle Libertà (PdL)",365,ITA,IPdL,Il Popolo della Libertà,The People of Freedom,
IT-6-10-v,Fratelli d'Italia,2012,2020,IT-6-10-v IT-8-10-v IT-9-10-v IT-10-5-v,"R6 --- prtvtbit --- Fratelli d'Italia
R8 --- prtvtbit --- Fratelli d'Italia
R9 --- prtvtcit --- Fratelli d'Italia
R10 --- prtvtdit --- Fratelli d'Italia con Giorgia Meloni",2280,ITA,FdI,Fratelli d'Italia,Brothers of Italy,
IT-6-12-v,FARE - Giannino,2012,2016,IT-6-12-v IT-8-12-v,"R6 --- prtvtbit --- FARE - Giannino
R8 --- prtvtbit --- FARE - Giannino",2279,ITA,FiD,Fermare il Declino,Stop the Decline,
IT-6-13-v,La destra,2012,2016,IT-6-13-v IT-8-13-v,"R6 --- prtvtbit --- La destra
R8 --- prtvtbit --- La destra",2415,ITA,1-perc,1 percent,1 percent,11
IT-8-7-v,FLI,2016,2016,IT-8-7-v,R8 --- prtvtbit --- FLI,1179,ITA,FLI,Futuro e libertà per l'Italia,Future and Freedom for Italy,
IT-8-11-v,Radicali Italiani (Amnistia giustizia e libertà),2016,2016,IT-8-11-v,R8 --- prtvtbit --- Radicali Italiani (Amnistia giustizia e libertà),8248,ITA,RI,Radicali Italiani,Italian Radicals,
IT-9-2-v,+ Europa,2018,2020,IT-9-2-v IT-10-7-v,"R9 --- prtvtcit --- + Europa
R10 --- prtvtdit --- + Europa",6155,ITA,+E,Più Europa,More Europe,
IT-9-3-v,Italia Europa Insieme,2018,2020,IT-9-3-v IT-10-11-v,"R9 --- prtvtcit --- Italia Europa Insieme
R10 --- prtvtdit --- Italia Europa Insieme",7671,ITA,IEI,Insieme,Together,
IT-9-4-v,Civia Popolare Lorenzin,2018,2018,IT-9-4-v,R9 --- prtvtcit --- Civia Popolare Lorenzin,7670,ITA,CP,Civica Popolare,Popular Civic List,
IT-9-5-v,SVP-PATT,2018,2020,IT-9-5-v IT-10-14-v,"R9 --- prtvtcit --- SVP-PATT
R10 --- prtvtdit --- SVP-PATT",1369,ITA,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,
IT-9-6-v,Liberi e Uguali,2018,2020,IT-9-6-v IT-10-6-v,"R9 --- prtvtcit --- Liberi e Uguali
R10 --- prtvtdit --- Liberi e Uguali (LEU)",8246,ITA,LeU,Liberi e Uguali,Free and Equal,
