ess_cntry,essround,ess_variable,ess_party,ess_party_id,ess_id,first_ess_id,partyfacts_id,country,name_short,name,name_english,technical
GB,4,prtvtgb,Democratic Unionist Party (nir),12,GB-4-12-v,GB-1-12-v,,NIR,,,,
GB,4,prtvtgb,Sinn Fein (nir),13,GB-4-13-v,GB-1-13-v,,NIR,,,,
GB,4,prtvtgb,Social Democratic and Labour Party (nir),14,GB-4-14-v,GB-1-14-v,,NIR,,,,
GB,4,prtvtgb,Alliance Party (nir),15,GB-4-15-v,GB-1-15-v,,NIR,,,,
GB,5,prtclgb,Conservative,1,GB-5-1-c,GB-1-1-c,1567,GBR,Con,Conservatives,Conservatives,
GB,5,prtclgb,Labour,2,GB-5-2-c,GB-1-2-c,1516,GBR,Lab,Labour Party,Labour,
GB,5,prtclgb,Liberal Democrat,3,GB-5-3-c,GB-1-3-c,1388,GBR,LD,Liberal Democrats,Liberal Democrats,
GB,5,prtclgb,Scottish National Party,4,GB-5-4-c,GB-1-4-c,986,GBR,SNP,Scottish National Party,Scottish National Party,
GB,5,prtclgb,Plaid Cymru,5,GB-5-5-c,GB-1-5-c,1002,GBR,Plaid,Plaid Cymru,Plaid Cymru – the Party of Wales,
GB,5,prtclgb,Green Party,6,GB-5-6-c,GB-1-6-c,1794,GBR,GP,Green Party of England and Wales,Green Party of England and Wales,
GB,5,prtclgb,Other,7,GB-5-7-c,GB-1-7-c,1841,GBR,etc,other,other,7
GB,5,prtclgb,Ulster Unionist Party (nir),11,GB-5-11-c,GB-1-11-c,,NIR,,,,
GB,5,prtclgb,Democratic Unionist Party (nir),12,GB-5-12-c,GB-1-12-c,,NIR,,,,
GB,5,prtclgb,Sinn Fein (nir),13,GB-5-13-c,GB-1-13-c,,NIR,,,,
GB,5,prtclgb,Social Democratic and Labour Party (nir),14,GB-5-14-c,GB-1-14-c,,NIR,,,,
GB,5,prtclgb,Alliance Party (nir),15,GB-5-15-c,GB-1-15-c,,NIR,,,,
GB,5,prtclgb,Other (nir),22,GB-5-22-c,GB-1-22-c,,NIR,,,,
GB,5,prtvtgb,Conservative,1,GB-5-1-v,GB-1-1-v,1567,GBR,Con,Conservatives,Conservatives,
GB,5,prtvtgb,Labour,2,GB-5-2-v,GB-1-2-v,1516,GBR,Lab,Labour Party,Labour,
GB,5,prtvtgb,Liberal Democrat,3,GB-5-3-v,GB-1-3-v,1388,GBR,LD,Liberal Democrats,Liberal Democrats,
GB,5,prtvtgb,Scottish National Party,4,GB-5-4-v,GB-1-4-v,986,GBR,SNP,Scottish National Party,Scottish National Party,
GB,5,prtvtgb,Plaid Cymru,5,GB-5-5-v,GB-1-5-v,1002,GBR,Plaid,Plaid Cymru,Plaid Cymru – the Party of Wales,
GB,5,prtvtgb,Green Party,6,GB-5-6-v,GB-1-6-v,1794,GBR,GP,Green Party of England and Wales,Green Party of England and Wales,
GB,5,prtvtgb,Other,7,GB-5-7-v,GB-1-7-v,1841,GBR,etc,other,other,7
GB,5,prtvtgb,Ulster Unionist Party (nir),11,GB-5-11-v,GB-1-11-v,,NIR,,,,
GB,5,prtvtgb,Democratic Unionist Party (nir),12,GB-5-12-v,GB-1-12-v,,NIR,,,,
GB,5,prtvtgb,Sinn Fein (nir),13,GB-5-13-v,GB-1-13-v,,NIR,,,,
GB,5,prtvtgb,Social Democratic and Labour Party (nir),14,GB-5-14-v,GB-1-14-v,,NIR,,,,
GB,5,prtvtgb,Alliance Party (nir),15,GB-5-15-v,GB-1-15-v,,NIR,,,,
GB,6,prtclgb,Conservative,1,GB-6-1-c,GB-1-1-c,1567,GBR,Con,Conservatives,Conservatives,
GB,6,prtclgb,Labour,2,GB-6-2-c,GB-1-2-c,1516,GBR,Lab,Labour Party,Labour,
GB,6,prtclgb,Liberal Democrat,3,GB-6-3-c,GB-1-3-c,1388,GBR,LD,Liberal Democrats,Liberal Democrats,
GB,6,prtclgb,Scottish National Party,4,GB-6-4-c,GB-1-4-c,986,GBR,SNP,Scottish National Party,Scottish National Party,
GB,6,prtclgb,Plaid Cymru,5,GB-6-5-c,GB-1-5-c,1002,GBR,Plaid,Plaid Cymru,Plaid Cymru – the Party of Wales,
GB,6,prtclgb,Green Party,6,GB-6-6-c,GB-1-6-c,1794,GBR,GP,Green Party of England and Wales,Green Party of England and Wales,
GB,6,prtclgb,Other,7,GB-6-7-c,GB-1-7-c,1841,GBR,etc,other,other,7
GB,6,prtclgb,Ulster Unionist Party (nir),11,GB-6-11-c,GB-1-11-c,,NIR,,,,
GB,6,prtclgb,Democratic Unionist Party (nir),12,GB-6-12-c,GB-1-12-c,,NIR,,,,
GB,6,prtclgb,Sinn Fein (nir),13,GB-6-13-c,GB-1-13-c,,NIR,,,,
GB,6,prtclgb,Social Democratic and Labour Party (nir),14,GB-6-14-c,GB-1-14-c,,NIR,,,,
GB,6,prtclgb,Alliance Party (nir),15,GB-6-15-c,GB-1-15-c,,NIR,,,,
GB,6,prtclgb,Other (nir),22,GB-6-22-c,GB-1-22-c,,NIR,,,,
GB,6,prtvtgb,Conservative,1,GB-6-1-v,GB-1-1-v,1567,GBR,Con,Conservatives,Conservatives,
GB,6,prtvtgb,Labour,2,GB-6-2-v,GB-1-2-v,1516,GBR,Lab,Labour Party,Labour,
GB,6,prtvtgb,Liberal Democrat,3,GB-6-3-v,GB-1-3-v,1388,GBR,LD,Liberal Democrats,Liberal Democrats,
GB,6,prtvtgb,Scottish National Party,4,GB-6-4-v,GB-1-4-v,986,GBR,SNP,Scottish National Party,Scottish National Party,
GB,6,prtvtgb,Plaid Cymru,5,GB-6-5-v,GB-1-5-v,1002,GBR,Plaid,Plaid Cymru,Plaid Cymru – the Party of Wales,
GB,6,prtvtgb,Green Party,6,GB-6-6-v,GB-1-6-v,1794,GBR,GP,Green Party of England and Wales,Green Party of England and Wales,
GB,6,prtvtgb,Other,7,GB-6-7-v,GB-1-7-v,1841,GBR,etc,other,other,7
GB,6,prtvtgb,Ulster Unionist Party (nir),11,GB-6-11-v,GB-1-11-v,,NIR,,,,
GB,6,prtvtgb,Democratic Unionist Party (nir),12,GB-6-12-v,GB-1-12-v,,NIR,,,,
GB,6,prtvtgb,Sinn Fein (nir),13,GB-6-13-v,GB-1-13-v,,NIR,,,,
GB,6,prtvtgb,Social Democratic and Labour Party (nir),14,GB-6-14-v,GB-1-14-v,,NIR,,,,
GB,6,prtvtgb,Alliance Party (nir),15,GB-6-15-v,GB-1-15-v,,NIR,,,,
GB,6,prtvtgb,Other (nir),22,GB-6-22-v,GB-2-22-v,,NIR,,,,
GB,7,prtclbgb,Conservative,1,GB-7-1-c,GB-1-1-c,1567,GBR,Con,Conservatives,Conservatives,
GB,7,prtclbgb,Labour,2,GB-7-2-c,GB-1-2-c,1516,GBR,Lab,Labour Party,Labour,
GB,7,prtclbgb,Liberal Democrat,3,GB-7-3-c,GB-1-3-c,1388,GBR,LD,Liberal Democrats,Liberal Democrats,
GB,7,prtclbgb,Scottish National Party,4,GB-7-4-c,GB-1-4-c,986,GBR,SNP,Scottish National Party,Scottish National Party,
GB,7,prtclbgb,Plaid Cymru,5,GB-7-5-c,GB-1-5-c,1002,GBR,Plaid,Plaid Cymru,Plaid Cymru – the Party of Wales,
GB,7,prtclbgb,Green Party,6,GB-7-6-c,GB-1-6-c,1794,GBR,GP,Green Party of England and Wales,Green Party of England and Wales,
GB,7,prtclbgb,UK Independence Party,7,GB-7-7-c,GB-3-8-c,601,GBR,UKIP,United Kingdom Independence Party,United Kingdom Independence Party,
GB,7,prtclbgb,Other,8,GB-7-8-c,GB-1-7-c,1841,GBR,etc,other,other,7
GB,7,prtclbgb,Ulster Unionist Party (nir),9,GB-7-9-c,GB-1-11-c,,NIR,,,,
GB,7,prtclbgb,Democratic Unionist Party (nir),10,GB-7-10-c,GB-1-12-c,,NIR,,,,
GB,7,prtclbgb,Sinn Fein (nir),11,GB-7-11-c,GB-1-13-c,,NIR,,,,
GB,7,prtclbgb,Social Democratic and Labour Party (nir),12,GB-7-12-c,GB-1-14-c,,NIR,,,,
GB,7,prtclbgb,Alliance Party (nir),13,GB-7-13-c,GB-1-15-c,,NIR,,,,
GB,7,prtclbgb,Traditional Unionist Party (nir),14,GB-7-14-c,GB-7-14-c,,NIR,,,,
GB,7,prtclbgb,Independent(s) (nir),16,GB-7-16-c,GB-3-9-c,,NIR,,,,
GB,7,prtclbgb,Other (nir),18,GB-7-18-c,GB-1-22-c,,NIR,,,,
GB,7,prtvtbgb,Conservative,1,GB-7-1-v,GB-1-1-v,1567,GBR,Con,Conservatives,Conservatives,
GB,7,prtvtbgb,Labour,2,GB-7-2-v,GB-1-2-v,1516,GBR,Lab,Labour Party,Labour,
GB,7,prtvtbgb,Liberal Democrat,3,GB-7-3-v,GB-1-3-v,1388,GBR,LD,Liberal Democrats,Liberal Democrats,
GB,7,prtvtbgb,Scottish National Party,4,GB-7-4-v,GB-1-4-v,986,GBR,SNP,Scottish National Party,Scottish National Party,
GB,7,prtvtbgb,Plaid Cymru,5,GB-7-5-v,GB-1-5-v,1002,GBR,Plaid,Plaid Cymru,Plaid Cymru – the Party of Wales,
GB,7,prtvtbgb,Green Party,6,GB-7-6-v,GB-1-6-v,1794,GBR,GP,Green Party of England and Wales,Green Party of England and Wales,
GB,7,prtvtbgb,UK Independence Party,7,GB-7-7-v,GB-3-8-v,601,GBR,UKIP,United Kingdom Independence Party,United Kingdom Independence Party,
GB,7,prtvtbgb,Other,8,GB-7-8-v,GB-1-7-v,1841,GBR,etc,other,other,7
GB,7,prtvtbgb,Ulster Unionist Party (nir),9,GB-7-9-v,GB-1-11-v,,NIR,,,,
GB,7,prtvtbgb,Democratic Unionist Party (nir),10,GB-7-10-v,GB-1-12-v,,NIR,,,,
GB,7,prtvtbgb,Sinn Fein (nir),11,GB-7-11-v,GB-1-13-v,,NIR,,,,
GB,7,prtvtbgb,Social Democratic and Labour Party (nir),12,GB-7-12-v,GB-1-14-v,,NIR,,,,
GB,7,prtvtbgb,Alliance Party (nir),13,GB-7-13-v,GB-1-15-v,,NIR,,,,
GB,7,prtvtbgb,Independent(s) (nir),16,GB-7-16-v,GB-3-9-v,,NIR,,,,
GB,7,prtvtbgb,Other (nir),18,GB-7-18-v,GB-2-22-v,,NIR,,,,
GB,8,prtclbgb,Conservative,1,GB-8-1-c,GB-1-1-c,1567,GBR,Con,Conservatives,Conservatives,
GB,8,prtclbgb,Labour,2,GB-8-2-c,GB-1-2-c,1516,GBR,Lab,Labour Party,Labour,
GB,8,prtclbgb,Liberal Democrat,3,GB-8-3-c,GB-1-3-c,1388,GBR,LD,Liberal Democrats,Liberal Democrats,
GB,8,prtclbgb,Scottish National Party,4,GB-8-4-c,GB-1-4-c,986,GBR,SNP,Scottish National Party,Scottish National Party,
GB,8,prtclbgb,Plaid Cymru,5,GB-8-5-c,GB-1-5-c,1002,GBR,Plaid,Plaid Cymru,Plaid Cymru – the Party of Wales,
GB,8,prtclbgb,Green Party,6,GB-8-6-c,GB-1-6-c,1794,GBR,GP,Green Party of England and Wales,Green Party of England and Wales,
GB,8,prtclbgb,UK Independence Party,7,GB-8-7-c,GB-3-8-c,601,GBR,UKIP,United Kingdom Independence Party,United Kingdom Independence Party,
GB,8,prtclbgb,Other,8,GB-8-8-c,GB-1-7-c,1841,GBR,etc,other,other,7
GB,8,prtclbgb,Ulster Unionist Party (nir),9,GB-8-9-c,GB-1-11-c,,NIR,,,,
GB,8,prtclbgb,Democratic Unionist Party (nir),10,GB-8-10-c,GB-1-12-c,,NIR,,,,
GB,8,prtclbgb,Sinn Fein (nir),11,GB-8-11-c,GB-1-13-c,,NIR,,,,
GB,8,prtclbgb,Social Democratic and Labour Party (nir),12,GB-8-12-c,GB-1-14-c,,NIR,,,,
GB,8,prtclbgb,Alliance Party (nir),13,GB-8-13-c,GB-1-15-c,,NIR,,,,
GB,8,prtclbgb,Other (nir),18,GB-8-18-c,GB-1-22-c,,NIR,,,,
GB,8,prtvtbgb,Conservative,1,GB-8-1-v,GB-1-1-v,1567,GBR,Con,Conservatives,Conservatives,
GB,8,prtvtbgb,Labour,2,GB-8-2-v,GB-1-2-v,1516,GBR,Lab,Labour Party,Labour,
GB,8,prtvtbgb,Liberal Democrat,3,GB-8-3-v,GB-1-3-v,1388,GBR,LD,Liberal Democrats,Liberal Democrats,
GB,8,prtvtbgb,Scottish National Party,4,GB-8-4-v,GB-1-4-v,986,GBR,SNP,Scottish National Party,Scottish National Party,
GB,8,prtvtbgb,Plaid Cymru,5,GB-8-5-v,GB-1-5-v,1002,GBR,Plaid,Plaid Cymru,Plaid Cymru – the Party of Wales,
GB,8,prtvtbgb,Green Party,6,GB-8-6-v,GB-1-6-v,1794,GBR,GP,Green Party of England and Wales,Green Party of England and Wales,
GB,8,prtvtbgb,UK Independence Party,7,GB-8-7-v,GB-3-8-v,601,GBR,UKIP,United Kingdom Independence Party,United Kingdom Independence Party,
GB,8,prtvtbgb,Other,8,GB-8-8-v,GB-1-7-v,1841,GBR,etc,other,other,7
GB,8,prtvtbgb,Ulster Unionist Party (nir),9,GB-8-9-v,GB-1-11-v,,NIR,,,,
GB,8,prtvtbgb,Democratic Unionist Party (nir),10,GB-8-10-v,GB-1-12-v,,NIR,,,,
GB,8,prtvtbgb,Sinn Fein (nir),11,GB-8-11-v,GB-1-13-v,,NIR,,,,
GB,8,prtvtbgb,Social Democratic and Labour Party (nir),12,GB-8-12-v,GB-1-14-v,,NIR,,,,
GB,8,prtvtbgb,Alliance Party (nir),13,GB-8-13-v,GB-1-15-v,,NIR,,,,
GB,8,prtvtbgb,Traditional Unionist Party (nir),14,GB-8-14-v,GB-8-14-v,,NIR,,,,
GB,8,prtvtbgb,Independent(s) (nir),16,GB-8-16-v,GB-3-9-v,,NIR,,,,
GB,8,prtvtbgb,Other (nir),18,GB-8-18-v,GB-2-22-v,,NIR,,,,
GB,9,prtclcgb,Conservative,1,GB-9-1-c,GB-1-1-c,1567,GBR,Con,Conservatives,Conservatives,
GB,9,prtclcgb,Labour,2,GB-9-2-c,GB-1-2-c,1516,GBR,Lab,Labour Party,Labour,
GB,9,prtclcgb,Liberal Democrat,3,GB-9-3-c,GB-1-3-c,1388,GBR,LD,Liberal Democrats,Liberal Democrats,
GB,9,prtclcgb,Scottish National Party,4,GB-9-4-c,GB-1-4-c,986,GBR,SNP,Scottish National Party,Scottish National Party,
GB,9,prtclcgb,Plaid Cymru,5,GB-9-5-c,GB-1-5-c,1002,GBR,Plaid,Plaid Cymru,Plaid Cymru – the Party of Wales,
GB,9,prtclcgb,Green Party,6,GB-9-6-c,GB-1-6-c,1794,GBR,GP,Green Party of England and Wales,Green Party of England and Wales,
GB,9,prtclcgb,UK Independence Party,7,GB-9-7-c,GB-3-8-c,601,GBR,UKIP,United Kingdom Independence Party,United Kingdom Independence Party,
GB,9,prtclcgb,Other,8,GB-9-8-c,GB-1-7-c,1841,GBR,etc,other,other,7
GB,9,prtclcgb,Ulster Unionist Party (nir),9,GB-9-9-c,GB-1-11-c,,NIR,,,,
GB,9,prtclcgb,Democratic Unionist Party (nir),10,GB-9-10-c,GB-1-12-c,,NIR,,,,
GB,9,prtclcgb,Sinn Féin (nir),11,GB-9-11-c,GB-1-13-c,,NIR,,,,
GB,9,prtclcgb,Social Democratic and Labour Party (nir),12,GB-9-12-c,GB-1-14-c,,NIR,,,,
GB,9,prtclcgb,Alliance Party (nir),13,GB-9-13-c,GB-1-15-c,,NIR,,,,
GB,9,prtclcgb,Green Party (nir),15,GB-9-15-c,GB-9-15-c,,NIR,,,,
GB,9,prtclcgb,Other (nir),19,GB-9-19-c,GB-1-22-c,,NIR,,,,
GB,9,prtvtcgb,Conservative,1,GB-9-1-v,GB-1-1-v,1567,GBR,Con,Conservatives,Conservatives,
GB,9,prtvtcgb,Labour,2,GB-9-2-v,GB-1-2-v,1516,GBR,Lab,Labour Party,Labour,
GB,9,prtvtcgb,Liberal Democrat,3,GB-9-3-v,GB-1-3-v,1388,GBR,LD,Liberal Democrats,Liberal Democrats,
GB,9,prtvtcgb,Scottish National Party,4,GB-9-4-v,GB-1-4-v,986,GBR,SNP,Scottish National Party,Scottish National Party,
GB,9,prtvtcgb,Plaid Cymru,5,GB-9-5-v,GB-1-5-v,1002,GBR,Plaid,Plaid Cymru,Plaid Cymru – the Party of Wales,
GB,9,prtvtcgb,Green Party,6,GB-9-6-v,GB-1-6-v,1794,GBR,GP,Green Party of England and Wales,Green Party of England and Wales,
GB,9,prtvtcgb,UK Independence Party,7,GB-9-7-v,GB-3-8-v,601,GBR,UKIP,United Kingdom Independence Party,United Kingdom Independence Party,
GB,9,prtvtcgb,Other,8,GB-9-8-v,GB-1-7-v,1841,GBR,etc,other,other,7
GB,9,prtvtcgb,Ulster Unionist Party (nir),9,GB-9-9-v,GB-1-11-v,,NIR,,,,
GB,9,prtvtcgb,Democratic Unionist Party (nir),10,GB-9-10-v,GB-1-12-v,,NIR,,,,
GB,9,prtvtcgb,Sinn Féin (nir),11,GB-9-11-v,GB-1-13-v,,NIR,,,,
GB,9,prtvtcgb,Social Democratic and Labour Party (nir),12,GB-9-12-v,GB-1-14-v,,NIR,,,,
GB,9,prtvtcgb,Alliance Party (nir),13,GB-9-13-v,GB-1-15-v,,NIR,,,,
GB,9,prtvtcgb,Green Party (nir),15,GB-9-15-v,GB-9-15-v,,NIR,,,,
GB,9,prtvtcgb,Independent(s) (nir),16,GB-9-16-v,GB-3-9-v,,NIR,,,,
GB,9,prtvtcgb,Other (nir),19,GB-9-19-v,GB-2-22-v,,NIR,,,,
GR,1,prtclgr,PASOK (Panhellenic Socialist Movement),1,GR-1-1-c,GR-1-1-c,1468,GRC,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,
GR,1,prtclgr,ND (New Democracy),2,GR-1-2-c,GR-1-2-c,794,GRC,ND,Néa Đimokratía,New Democracy,
GR,1,prtclgr,KKE (Communist party),3,GR-1-3-c,GR-1-3-c,48,GRC,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,
GR,1,prtclgr,SYN (Left Wing Coalition),4,GR-1-4-c,GR-1-4-c,516,GRC,SYN,Synaspismós tīs Aristerás,Coalition of the Left,
GR,1,prtclgr,DIKKI (Democratic Social Movement),5,GR-1-5-c,GR-1-5-c,1682,GRC,DIKKI,Dimokratiko Koinoniko Kinima,Democratic Social Movement,
GR,1,prtclgr,Other parties,6,GR-1-6-c,GR-1-6-c,1842,GRC,etc,other,other,7
GR,1,prtvtgr,PASOK (Panhellenic Socialist Movement),1,GR-1-1-v,GR-1-1-v,1468,GRC,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,
GR,1,prtvtgr,ND (New Democracy),2,GR-1-2-v,GR-1-2-v,794,GRC,ND,Néa Đimokratía,New Democracy,
GR,1,prtvtgr,KKE (Communist party),3,GR-1-3-v,GR-1-3-v,48,GRC,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,
GR,1,prtvtgr,SYN (Left Wing Coalition),4,GR-1-4-v,GR-1-4-v,516,GRC,SYN,Synaspismós tīs Aristerás,Coalition of the Left,
GR,1,prtvtgr,DIKKI (Democratic Social Movement),5,GR-1-5-v,GR-1-5-v,1682,GRC,DIKKI,Dimokratiko Koinoniko Kinima,Democratic Social Movement,
GR,1,prtvtgr,Other parties,6,GR-1-6-v,GR-1-6-v,1842,GRC,etc,other,other,7
GR,2,prtclagr,PASOK (Panhellenic Socialist Movement),1,GR-2-1-c,GR-1-1-c,1468,GRC,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,
GR,2,prtclagr,ND (New Democracy),2,GR-2-2-c,GR-1-2-c,794,GRC,ND,Néa Đimokratía,New Democracy,
GR,2,prtclagr,KKE Communist Party),3,GR-2-3-c,GR-1-3-c,48,GRC,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,
GR,2,prtclagr,SYN (Left Wing Coalition),4,GR-2-4-c,GR-1-4-c,516,GRC,SYN,Synaspismós tīs Aristerás,Coalition of the Left,
GR,2,prtclagr,DIKKI (Democratic Social Movement),5,GR-2-5-c,GR-1-5-c,1682,GRC,DIKKI,Dimokratiko Koinoniko Kinima,Democratic Social Movement,
GR,2,prtclagr,LAOS (Popular Orthodox Party),6,GR-2-6-c,GR-2-6-c,965,GRC,LAOS,Laïkós Orthódoxos Synagermós,Popular Orthodox Rally,
GR,2,prtclagr,Other,7,GR-2-7-c,GR-1-6-c,1842,GRC,etc,other,other,7
GR,2,prtvtagr,PASOK (Panhellenic Socialist Movement),1,GR-2-1-v,GR-1-1-v,1468,GRC,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,
GR,2,prtvtagr,ND (New Democracy),2,GR-2-2-v,GR-1-2-v,794,GRC,ND,Néa Đimokratía,New Democracy,
GR,2,prtvtagr,KKE Communist Party),3,GR-2-3-v,GR-1-3-v,48,GRC,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,
GR,2,prtvtagr,SYN (Left Wing Coalition),4,GR-2-4-v,GR-1-4-v,516,GRC,SYN,Synaspismós tīs Aristerás,Coalition of the Left,
GR,2,prtvtagr,DIKKI (Democratic Social Movement),5,GR-2-5-v,GR-1-5-v,1682,GRC,DIKKI,Dimokratiko Koinoniko Kinima,Democratic Social Movement,
GR,2,prtvtagr,LAOS (Popular Orthodox Party),6,GR-2-6-v,GR-2-6-v,965,GRC,LAOS,Laïkós Orthódoxos Synagermós,Popular Orthodox Rally,
GR,2,prtvtagr,Other,7,GR-2-7-v,GR-1-6-v,1842,GRC,etc,other,other,7
GR,4,prtclbgr,Panhellenic Socialist Movement – PASOK,1,GR-4-1-c,GR-1-1-c,1468,GRC,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,
GR,4,prtclbgr,New Democracy - ND,2,GR-4-2-c,GR-1-2-c,794,GRC,ND,Néa Đimokratía,New Democracy,
GR,4,prtclbgr,Communist Party - KKE,3,GR-4-3-c,GR-1-3-c,48,GRC,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,
GR,4,prtclbgr,Coalition of the Radical Left - SYRIZA,4,GR-4-4-c,GR-4-4-c,301,GRC,SYRIZA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,
GR,4,prtclbgr,Popular Orthodox Rally - LAOS,5,GR-4-5-c,GR-2-6-c,965,GRC,LAOS,Laïkós Orthódoxos Synagermós,Popular Orthodox Rally,
GR,4,prtclbgr,Greens,6,GR-4-6-c,GR-4-6-c,378,GRC,OP,Oikologoi Prasinoi,Ecologist Greens,
GR,4,prtclbgr,Other,7,GR-4-7-c,GR-1-6-c,1842,GRC,etc,other,other,7
GR,4,prtvtbgr,Panhellenic Socialist Movement – PASOK,1,GR-4-1-v,GR-1-1-v,1468,GRC,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,
GR,4,prtvtbgr,New Democracy - ND,2,GR-4-2-v,GR-1-2-v,794,GRC,ND,Néa Đimokratía,New Democracy,
GR,4,prtvtbgr,Communist Party - KKE,3,GR-4-3-v,GR-1-3-v,48,GRC,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,
GR,4,prtvtbgr,Coalition of the Radical Left - SYRIZA,4,GR-4-4-v,GR-4-4-v,301,GRC,SYRIZA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,
GR,4,prtvtbgr,Popular Orthodox Rally - LAOS,5,GR-4-5-v,GR-2-6-v,965,GRC,LAOS,Laïkós Orthódoxos Synagermós,Popular Orthodox Rally,
GR,4,prtvtbgr,Greens,6,GR-4-6-v,GR-4-6-v,378,GRC,OP,Oikologoi Prasinoi,Ecologist Greens,
GR,4,prtvtbgr,Other,7,GR-4-7-v,GR-1-6-v,1842,GRC,etc,other,other,7
GR,5,prtclcgr,The Panhellenic Socialist Movement (PASOK),1,GR-5-1-c,GR-1-1-c,1468,GRC,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,
GR,5,prtclcgr,New Democracy (ND),2,GR-5-2-c,GR-1-2-c,794,GRC,ND,Néa Đimokratía,New Democracy,
GR,5,prtclcgr,The Communist Party of Greece (KKE),3,GR-5-3-c,GR-1-3-c,48,GRC,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,
GR,5,prtclcgr,The Popular Orthodox Rally (LAOS),4,GR-5-4-c,GR-2-6-c,965,GRC,LAOS,Laïkós Orthódoxos Synagermós,Popular Orthodox Rally,
GR,5,prtclcgr,The Coalition of the Radical Left (SYRIZA),5,GR-5-5-c,GR-4-4-c,301,GRC,SYRIZA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,
GR,5,prtclcgr,The Ecologist Greens (OP),6,GR-5-6-c,GR-4-6-c,378,GRC,OP,Oikologoi Prasinoi,Ecologist Greens,
GR,5,prtclcgr,Democratic Alliance (DS),7,GR-5-7-c,GR-5-7-c,1284,GRC,DISY,Dimokratiki Symmachia,Democratic Alliance,
GR,5,prtclcgr,Democratic Left (DIMAR),8,GR-5-8-c,GR-5-8-c,1160,GRC,DIMAR,Dimokratiki Aristera,Democratic Left,
GR,5,prtclcgr,No one,10,GR-5-10-c,GR-5-10-c,3029,GRC,tech,technical,technical,12
GR,5,prtclcgr,Invalid,11,GR-5-11-c,GR-5-11-c,3029,GRC,tech,technical,technical,12
GR,5,prtclcgr,Golden Dawn (Xrusi Augi),12,GR-5-12-c,GR-5-12-c,1660,GRC,LS/CA,Laïkós Sýndesmos / Chrysí Avgí,People’s Association / Golden Dawn,
GR,5,prtclcgr,The Liberal Alliance (FS),13,GR-5-13-c,GR-5-13-c,1130,GRC,D-FS,Drasi – Fileleytheri Symmachia,Action -- Liberal Alliance,
GR,5,prtvtcgr,The Panhellenic Socialist Movement (PASOK),1,GR-5-1-v,GR-1-1-v,1468,GRC,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,
GR,5,prtvtcgr,New Democracy (ND),2,GR-5-2-v,GR-1-2-v,794,GRC,ND,Néa Đimokratía,New Democracy,
GR,5,prtvtcgr,The Communist Party of Greece (KKE),3,GR-5-3-v,GR-1-3-v,48,GRC,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,
GR,5,prtvtcgr,The Popular Orthodox Rally (LAOS),4,GR-5-4-v,GR-2-6-v,965,GRC,LAOS,Laïkós Orthódoxos Synagermós,Popular Orthodox Rally,
GR,5,prtvtcgr,The Coalition of the Radical Left (SYRIZA),5,GR-5-5-v,GR-4-4-v,301,GRC,SYRIZA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,
GR,5,prtvtcgr,The Ecologist Greens (OP),6,GR-5-6-v,GR-4-6-v,378,GRC,OP,Oikologoi Prasinoi,Ecologist Greens,
GR,5,prtvtcgr,Null,7,GR-5-7-v,GR-5-7-v,3029,GRC,tech,technical,technical,12
GR,5,prtvtcgr,No one,8,GR-5-8-v,GR-5-8-v,3029,GRC,tech,technical,technical,12
GR,5,prtvtcgr,Invalid,9,GR-5-9-v,GR-5-9-v,3029,GRC,tech,technical,technical,12
GR,5,prtvtcgr,Golden Dawn (Xrusi Augi),10,GR-5-10-v,GR-5-10-v,1660,GRC,LS/CA,Laïkós Sýndesmos / Chrysí Avgí,People’s Association / Golden Dawn,
GR,5,prtvtcgr,The Liberal Alliance (FS),11,GR-5-11-v,GR-5-11-v,1130,GRC,D-FS,Drasi – Fileleytheri Symmachia,Action -- Liberal Alliance,
GR,5,prtvtcgr,The Anticapitalist Left Cooperation for the Overthrow (ANTARSYA),12,GR-5-12-v,GR-5-12-v,95,GRC,Antarsya,Antikapitalistiki Aristeri Synergasia gia tin Anatropi,Front of the Greek Anticapitalist Left,
