countryname,party,abbrev,orig_name,partyname,min_year,max_year,pervote_max_year,pervote_max,country,dummy_nir
Azerbaijan,77221,AVKP,Azərbaycan Vahid Kommunist Partiyası,Azerbaijan United Communist Party,2000,2000,2000,6.3,AZE,0
Azerbaijan,77420,AXC,Azərbaycan Xalq Cebhesi,Azerbaijan Popular Front,1995,2000,2000,11,AZE,0
Azerbaijan,77430,ADPS,Azərbaycan Demokratik Sahibkarlar Partiyası,Azerbaijan Democratic Entrepeneurs Party,1995,1995,1995,4.2,AZE,0
Azerbaijan,77710,AMİP,Azərbaycan Milli İstiqlal Partiyası,Azerbaijan National Independence Party,1995,2000,1995,9.8,AZE,0
Azerbaijan,77951,VHP,Vatandas Hamrayliyi Partiyası,Civil Solidarity Party,2000,2000,2000,6.4,AZE,0
Belarus,78211,PKB,Partiya Komunistau Belaruskaya,Party of Communists of Belarus,1995,1995,1995,,BLR,0
Belarus,78212,APB,Agrarnaya Partiya Belarusi,Agrarian Party of Belarus,1995,1995,1995,,BLR,0
Belarus,78213,BKhP,Belaruskaya Syalanskaya Partiya,Belarusan Peasants' Party,1995,1995,1995,,BLR,0
Belarus,78214,BPR,Belaruski Patryatychny Rukh,Belarusan Patriotic Movement,1995,1995,1995,,BLR,0
Belarus,78410,PNZ,Partiya Narodnaya Zgody,Party of People’s Consent,1995,1995,1995,,BLR,0
Belarus,78430,ADPB,Abyadnanya Demakratychnaya Partiya Belarusi,United Democratic Party of Belarus,1995,1995,1995,,BLR,0
Belarus,78710,BSDP,Belaruskaja Sacyjal-Demakratychnaya Partiya ‘Hramada’,Belarusian Social-Democratic Party ‘Hramada’,1995,1995,1995,,BLR,0
Belarus,78901,BPZ-N,Belaruskaya Partiya Zhanchyn ‘Nadzeya',Party of Women ‘Nadzeja’,1995,1995,1995,,BLR,0
Bosnia-Herzegovina,79221,SK BiH-SDP,Savez komunista Bosne i Hercegovine-Socijalistička demokratska partija,League of Communists of Bosnia and Herzegovina-Social Democratic Party,1990,1990,1990,4.6,BIH,0
Bosnia-Herzegovina,79222,SRSJ,Savez reformskih snaga Jugoslavije,Alliance of Reform Forces of Yugoslavia,1990,1990,1990,7.8,BIH,0
Bosnia-Herzegovina,79223,SPRS,Socijalistička partija Republike Srpske,Socialist Party of the Republika Srpska,1996,1996,1996,0,BIH,0
Bosnia-Herzegovina,79321,SDP BiH,Socijaldemokratska partija Bosne i Hercegovine,Social Democratic Party of Bosnia and Herzegovina,1998,2014,2000,18,BIH,0
Bosnia-Herzegovina,79322,DF,Demokratska fronta,Democratic Front,2014,2014,2014,9.2,BIH,0
Bosnia-Herzegovina,79421,KCD BiH,Koalicija za cjelovitu i demokratsku Bosnu i Hercegovinu,Coalition for a United and Democratic Bosnia and Herzegovina,1998,1998,1998,33.8,BIH,0
Bosnia-Herzegovina,79422,PDP RS,Partija demokratskog progresa Republike Srpske,Party of Democratic Progress of the Republika Srpska,2000,2006,2000,6.4,BIH,0
Bosnia-Herzegovina,79423,NHI,Nova hrvatska inicijativa,New Croation Initiative,2000,2000,2000,0,BIH,0
Bosnia-Herzegovina,79610,SBB BiH,Savez za bolju budućnost Bosne i Hercegovine,Alliance for a Better Future of Bosnia and Herzegovina,2010,2014,2014,8.7,BIH,0
Bosnia-Herzegovina,79721,SRS RS,Srpska radikalna stranka Republike Srpske,Serbian Radical Party of the Republika Srpska,1998,1998,1998,6.9,BIH,0
Bosnia-Herzegovina,79722,RS RS,Radikalna stranka Republike Srpske,Radical Party of the Republika Srpska,1998,1998,1998,0,BIH,0
Bosnia-Herzegovina,79723,SBiH,Stranka za Bosnu i Hercegovinu,Party for Bosnia and Herzegovina,1996,2010,2006,15.5,BIH,0
Bosnia-Herzegovina,79730,SNSD,Savez nezavisnih socijaldemokrata,Alliance of Independent Social Democrats,2002,2014,2006,19.1,BIH,0
Bosnia-Herzegovina,79901,DNZ BiH,Demokratska narodna zajednica Bosne i Hercegovine,Democratic Peoples’ Union of Bosnia and Herzegovina,2000,2000,2000,0,BIH,0
Bosnia-Herzegovina,79951,SDA,Stranka demokratske akcije,Party of Democratic Action,1990,2014,1996,38,BIH,0
Bosnia-Herzegovina,79953,HDZ BiH,Hrvatska demokratska zajednica Bosne i Hercegovine,Croatian Democratic Union of Bosnia and Herzegovina,1990,2014,1990,15.6,BIH,0
Bosnia-Herzegovina,79954,MBO,Muslimanska bošnjačka organizacija,Muslim-Bosniac Organization,1990,1990,1990,0.9,BIH,0
Bosnia-Herzegovina,79955,SDS,Srpska demokratska stranka,Serbian Democratic Party,1990,2014,1990,25.7,BIH,0
Bosnia-Herzegovina,79956,HDZ 1990,Hrvatska demokratska zajednica 1990,Croatian Democratic Union 1990,2006,2014,2006,3.7,BIH,0
Bosnia-Herzegovina,79957,BPS,Bosanskohercegovacka Patriotska Stranka,Bosnian-Herzegovinian Patriotic Party,2006,2006,2006,2.7,BIH,0
Bulgaria,80051,SK,Sinyata Koalitsiya,Blue Coalition,2009,2009,2009,6.8,BGR,0
Bulgaria,80061,,Reformatorski blok,Reformist bloc,2014,2014,2014,8.9,BGR,0
Bulgaria,80062,,Patriotichen front - NFSB i VMRO,Patriotic Front - NFSB and VMRO,2014,2014,2014,7.3,BGR,0
Bulgaria,80071,OP,Obedineni Patrioti,United Patriots,2017,2017,2017,9.1,BGR,0
Bulgaria,80110,PKE,Politicheski klub ‘Ekoglasnost',Political Club ‘Ekoglasnost',1994,1997,1994,0,BGR,0
Bulgaria,80220,BSP,Balgarska Socialisticheska Partiya,Bulgarian Socialist Party,1990,2013,1990,47.2,BGR,0
Bulgaria,80221,KzB,Koaliciya za Balgariya,Coalition for Bulgaria,2001,2017,2005,31,BGR,0
Bulgaria,80228,,"Koalitsiya na Balgarska Sotsialisticheska Partiya, Balgarski Zemedelski Naroden Sayuz - Aleksandar Stambolijski i Politicheski klub 'Ekoglasnost'","Coalition of Bulgarian Socialist Party, Bulgarian Agrarian People’s Union - Alexandar Stambolijski and Political Club 'Ekoglasnost'",1991,1994,1994,43.5,BGR,0
Bulgaria,80229,DL,Demokratichna Levitsa,Democratic Left,1997,1997,1997,22.1,BGR,0
Bulgaria,80320,KEL,Koalitsiya Evrolevitsa,Euroleft Coalition,1997,1997,1997,5.5,BGR,0
Bulgaria,80330,ABV,Alternativa za balgarsko vazrazhdane,Alternative for Bulgarian Revival,2014,2014,2014,4.1,BGR,0
Bulgaria,80410,SDS,Sayuz na Demokratichnite Sili,Union of Democratic Forces,1990,1994,1990,36.2,BGR,0
Bulgaria,80411,ODS,Obedineni Demokratichni Sili,United Democratic Forces,1997,2005,1997,52.2,BGR,0
Bulgaria,80510,GERB,Grazhdani za Evropeisko Razvitie Balgariya,Citizens for European Development of Bulgaria,2009,2017,2009,39.7,BGR,0
Bulgaria,80610,DSB,Demokrati za Silna Balgariya,Democrats for a Strong Bulgaria,2005,2005,2005,6.4,BGR,0
Bulgaria,80620,RZS,"Red, Zakonnost i Spravedlivost","Order, Law and Justice",2009,2009,2009,4.1,BGR,0
Bulgaria,80630,BBZ,Balgariya bez tsenzura,Bulgaria without Censorship,2014,2014,2014,5.7,BGR,0
Bulgaria,80640,,Volya,Will,2017,2017,2017,4.1,BGR,0
Bulgaria,80710,ATAKA,Nacionalno Obedinenie Ataka,National Union Attack,2005,2014,2009,9.4,BGR,0
Bulgaria,80810,BZNS,Balgarski Zemedelski Naroden Sayuz,Bulgarian Agrarian National Union,1990,1990,1990,6,BGR,0
Bulgaria,80811,NS,Naroden Sayuz,People’s Union,1994,1994,1994,6.5,BGR,0
Bulgaria,80812,BZNS-AS,Balgarski Zemedelski Naroden Sayuz - Aleksandar Stambolijski,Bulgarian Agrarian People’s Union - Alexandar Stambolijski,1994,1994,1994,0,BGR,0
Bulgaria,80813,BNS,Balgarski Naroden Sayuz,Bulgarian People's Union,2005,2005,2005,5.2,BGR,0
Bulgaria,80901,BBB,Balgarski Biznes Blok,Bulgarian Business Bloc,1994,1997,1997,4.9,BGR,0
Bulgaria,80902,NDSV,Nacionalno Dvizhenie Simeon Vtori,National Movement Simeon the Second,2001,2005,2001,42.7,BGR,0
Bulgaria,80951,DPS,Dvizhenie za Prava i Svobodi,Movement for Rights and Freedoms,1990,2017,2014,14.8,BGR,0
Bulgaria,80952,ONS,Obedinenie za Natsionalno Spasenie,Union of National Salvation,1997,1997,1997,0,BGR,0
Croatia,81021,SDP-HSLS,Koalicija Socijaldemokratske partije Hrvatske i Hrvatske socijalno-liberalne stranke,Coalition of the Social Democratic Party of Croatia and the Croatian Social-liberal Party,2000,2000,2000,12,HRV,0
Croatia,81022,,Koalicija Jedina opcija,The Only Option Coalition,2016,2016,2016,6,HRV,0
Croatia,81032,Kukuriku,Narodna koalicija,People's coalition,2011,2016,2011,40.7,HRV,0
Croatia,81041,HSS-HSLS-PGS,Koalicija Hrvatske seljačke stranke i Hrvatske socijalno-liberalne stranke i Primorsko-Goranski Savez,"Coalition of the Croatian Peasant Party, the Croatian Social-liberal Party and the Primorian-Goranski Union",2007,2007,2007,6.5,HRV,0
Croatia,81042,HSLS-DC,Koalicija Hrvatske socijalno-liberalne stranke i Demokratskog centra,Coalition of the Croatian Social-liberal Party and the Democratic Centre,2003,2003,2003,4,HRV,0
Croatia,81043,,Koalicija za Premijera,Coalition for Prime Minister,2016,2016,2016,4,HRV,0
Croatia,81061,,Domoljubna koalicija,Patriotic Coalition,2015,2015,2015,32.6,HRV,0
Croatia,81091,,Istra je jaka,Even Stronger Istria Coalition,2015,2016,2016,2.2,HRV,0
Croatia,81111,SZH,Savez Zelenih Hrvatske,Green Alliance of Croatia,1990,1990,1990,0,HRV,0
Croatia,81112,ZAS,Zelena akcija – Split,Green Action of Split,1990,1990,1990,0,HRV,0
Croatia,81220,SKH-SDP,Socijaldemokratska Stranka Hrvatske-Stranka demokratskih promjena,Social Demokratic Party of Croatia - Party of Democratic Changes,1990,1995,1992,5.5,HRV,0
Croatia,81221,SSH,Socijalistička stranka Hrvatske,Socialist Party of Croatia,1990,1990,1990,0,HRV,0
Croatia,81222,SSOH,Savez socijalističke omladine Hrvatske,Union of Socialist Youth of Croatia,1990,1990,1990,0,HRV,0
Croatia,81223,SDP,Socijaldemokratska partija Hrvatska,Social Democratic Party of Croatia,1995,2007,2007,31.2,HRV,0
Croatia,81229,SKH-SDP-SSH,Savez komunista Hrvatske - Stranka demokratskih promjena i Socijalistička stranka Hrvatske,League of Communists of Croatia - Party of Democratic Changes and Socialist Party of Croatia,1990,1990,1990,35,HRV,0
Croatia,81230,HL,Hrvatski laburisti - stranka rada,Croatian Labourists - Labour Party,2011,2011,2011,5.2,HRV,0
Croatia,81410,HSLS,Hrvatska socijalno-liberalna stranka,Croatian Social-Liberal Party,1992,1995,1992,17.7,HRV,0
Croatia,81411,LS,Liberalna stranka,Liberal Party,2000,2003,2003,2.7,HRV,0
Croatia,81420,KNS,Koalicija narodnog sporazuma,Coalition of People’s Accord,1990,1990,1990,15.3,HRV,0
Croatia,81430,HND,Hrvatski nezavisni demokrati,Croatian Independent Democrats,1995,1995,1995,0,HRV,0
Croatia,81440,,Nezavisna lista Ivana Grubišića,Independent List of Ivan Grubišić,2011,2011,2011,2.8,HRV,0
Croatia,81450,,Narodna stranka - Reformisti,People's Party - Reformists,2015,2015,2015,1.5,HRV,0
Croatia,81460,MOST,Most nezavisnih lista,Bridge of Independent Lists,2015,2016,2015,12.8,HRV,0
Croatia,81711,HDZ,Hrvatska demokratska zajednica,Croatian Democratic Union,1990,2016,1995,45.2,HRV,0
Croatia,81712,HNS,Hrvatska narodna stranka - liberalni demokrati,Croatian People’s Party - Liberal Democrats,1992,2007,2003,8,HRV,0
Croatia,81713,HSP,Hrvatska stranka prava,Croatian Party of Rights,1992,2003,1992,7.1,HRV,0
Croatia,81810,HSS,Hrvatska seljačka stranka,Croatian Peasant Party,1992,2011,2000,10,HRV,0
Croatia,81899,ZL,Zajednica lista,Joint List Bloc,1995,1995,1995,18.3,HRV,0
Croatia,81910,SDSS,Samostalna demokratska srpska stranka,Independent Democratic Serbian Party,2003,2011,2011,2,HRV,0
Croatia,81951,SNS,Srpska narodna stranka,Serbian People’s Party,1992,1992,1992,0,HRV,0
Croatia,81952,HDSSB,Hrvatski demokratski savez Slavonije i Baranje,Croatian Democratic Assembly of Slavonia and Baranja,2007,2015,2011,2.9,HRV,0
Croatia,81953,IDS,Istarski demokratski sabor,Istrian Democratic Assembly,1992,2007,2000,2.4,HRV,0
Croatia,81954,DA,Dalmatinska akcija,Dalmatian Action,1992,1992,1992,0,HRV,0
Croatia,81955,RiDS,Riječki demokratski savez,Democratic Alliance of Rijeka,1992,1992,1992,0,HRV,0
Croatia,81956,SBHS,Slavonsko-Baranjska Hrvatska stranka,Croatian Party of Slavonia and Baranja,1995,1995,1995,0,HRV,0
Croatia,81957,HSU,Hrvatska stranka umirovljenika,Croatian Party of Pensioners,2003,2003,2003,4,HRV,0
Croatia,81959,DA-IDS-RDS,"Koalicija Dalmatinska akcija, Istarski demokratski savez i Riječki demokratski savez","Coalititon of Dalmatian Action, Istrian Democratic Assembly and Democratic Alliance of Rijeka",1992,1992,1992,3.2,HRV,0
Croatia,81960,,Živi zid,Human Shield,2015,2015,2015,4,HRV,0
Croatia,81961,,Milan Bandić 365 - Stranka rada i solidarnosti,Milan Bandić 365 - The Party of Labour and Solidarity,2015,2015,2015,3.2,HRV,0
Czech Republic,82110,SZ,Strana zelených,Green Party,2006,2013,2006,6.3,CZE,0
Czech Republic,82220,KSČ,Komunistická strana Čzech a Moravy,Communist Party of Bohemia and Moravia,1990,2017,2002,18.5,CZE,0
Czech Republic,82221,LB,Levý blok,Left Bloc,1992,1992,1992,14,CZE,0
Czech Republic,82320,ČSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1992,2017,2006,32.3,CZE,0
Czech Republic,82410,OF,Občanské fórum,Civic Forum,1990,1990,1990,49.4,CZE,0
Czech Republic,82412,ODA,Občanská demokratická aliance,Civic Democratic Alliance,1992,1996,1996,6.4,CZE,0
Czech Republic,82413,ODS,Občanská demokratická strana,Civic Democratic Party,1992,2017,2006,35.4,CZE,0
Czech Republic,82419,ODS-KDS,Občanská demokratická strana - Křest'ansko-demokratická strana,Civic Democratic Party - Christian Democratic Party,1992,1992,1992,29.7,CZE,0
Czech Republic,82420,LSU,Liberálnĕ sociální unie,Liberal Social Union,1992,1992,1992,6.5,CZE,0
Czech Republic,82421,US,Unie svobody,Freedom Union,1998,1998,1998,8.6,CZE,0
Czech Republic,82430,ANO,ANO 2011,ANO 2011,2013,2017,2017,29.6,CZE,0
Czech Republic,82520,ČSL,Československá strana lidová,Czechoslovak People’s Party,1990,1990,1990,0,CZE,0
Czech Republic,82521,KDS,Křest'ansko-demokratická strana,Christian Democratic Party,1992,1992,1992,0,CZE,0
Czech Republic,82523,KDU-ČSL,Křest'anská a demokratická unie - Česká strana lidová,Christian and Democratic Union - Czech People's Party,1992,2017,1998,9,CZE,0
Czech Republic,82524,KDU-ČSL-US-DEU,Křest'anská a demokratická unie - Česká strana lidová - Unie svobody - Demokratická unie,Christian and Democratic Union - Czech People's Party -  Freedom Union - Democratic Union,2002,2002,2002,14.3,CZE,0
Czech Republic,82529,KDU,Křest'anská a demokratická unie,Christian and Democratic Union,1990,1990,1990,8.4,CZE,0
Czech Republic,82530,TOP09,Tradice Odpovědnost Prosperita 09,"Tradition, Responsibility, Prosperity 09",2010,2017,2010,16.7,CZE,0
Czech Republic,82610,STAN,Starostové a nezávislí,Mayors and Independents,2017,2017,2017,5.2,CZE,0
Czech Republic,82710,SPR-RSČ,Sdruženi pro republiku - Republikánská strana Československa,Association for the Republic – Republican Party of Czechoslovakia,1992,2002,1996,8,CZE,0
Czech Republic,82720,Úsvit,Úsvit přímé demokracie Tomia Okamury,Tomio Okamura's Dawn of Direct Democracy,2013,2013,2013,6.9,CZE,0
Czech Republic,82721,SPD,Svoboda a přímá demokracie,Freedom and Direct Democracy,2017,2017,2017,10.6,CZE,0
Czech Republic,82901,DŽJ,Důchodci za životní jistoty,Pensioners for a Life Security,1996,1998,1996,3.1,CZE,0
Czech Republic,82951,HSD-SMS,Hnutí za Samosprávnou Demokracii - Společnost pro Moravu a Slezsko,Movement for an Autonomous Democracy - Society for Moravia-Silesia,1990,1992,1990,10,CZE,0
Czech Republic,82952,VV,Věci veřejné,Public Affairs,2010,2010,2010,10.9,CZE,0
Czech Republic,82953,Piráti,Česká pirátská strana,Czech Pirate Party,2017,2017,2017,10.8,CZE,0
Estonia,83110,EER,Erakond Eestimaa Rohelise,Estonian Greens,2007,2011,2007,7.1,EST,0
Estonia,83220,,Valimisliit ‘Kindel Kodu',Electoral Union ‘Secure Home',1992,1992,1992,13.6,EST,0
Estonia,83320,ESDP,Eesti Sotsiaaldemokraatlik Partei,Estonian Social Democratic Party,1992,1992,1992,0,EST,0
Estonia,83410,M,Sotsiaaldemokraatlik Erakond,Social Democratic Party,1992,2015,2011,17.1,EST,0
Estonia,83411,K,Eesti Keskerakond,Estonian Center Party,1995,2015,2007,26.1,EST,0
Estonia,83421,,Valimisliit ‘Rahvarinne',Electoral Union ‘Popular Front',1992,1992,1992,12.2,EST,0
Estonia,83430,ER,Eesti Reformierakond,Estonian Reform Party,1995,2015,2011,28.6,EST,0
Estonia,83440,EVA,Eesti Vabaerakond,Free Party,2015,2015,2015,8.7,EST,0
Estonia,83610,VKRE,Vabariiklaste ja Konservatiivide Rahvaerakond ‘Parempoolsed',Republican and Conservative People’s Party ‘Right-wingers',1995,1995,1995,5,EST,0
Estonia,83611,RP,Isamaa ja Res Publica Liit,Pro Patria and Res Publica Union,2003,2015,2003,24.6,EST,0
Estonia,83612,ERL,Eestimaa Rahvaliit,Estonian People’s Union,2003,2011,2003,13,EST,0
Estonia,83709,I/ERSP,Isamaa ja Eesti Rahvusliku Sõltumatuse Partei Liit,Electoral Union Pro Patria and Estonian National Independence Party,1995,1995,1995,7.9,EST,0
Estonia,83710,RKI,Erakond Isamaaliit,Pro Patria Union,1992,2003,1992,22,EST,0
Estonia,83711,ERSP,Eesti Rahvusliku Sõltumatuse Partei,Estonian National Independence Party,1992,1992,1992,8.8,EST,0
Estonia,83712,,Valimisliit ‘Eesti Kodanik',Electoral Union ‘Estonian Citizen',1992,1992,1992,6.9,EST,0
Estonia,83713,KE,Eesti Koonderakond,Coalition Party,1995,1999,1999,7.6,EST,0
Estonia,83719,KMÜ,Koonderakond ja Maarahva Ühendus,Coalition Party and Rural Union,1995,1995,1995,32.2,EST,0
Estonia,83720,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People's Party of Estonia,2015,2015,2015,8.1,EST,0
Estonia,83810,EME,Eesti Maarahva Erakond,Estonian Rural People’s Party,1999,1999,1999,7.3,EST,0
Estonia,83901,,Valimisliit ‘Sõltumatud Kuningriiklased',Electoral Union ‘Independent Royalists',1992,1992,1992,7.1,EST,0
Estonia,83951,,Valimisliit ‘Meie Kodu on Eestimaa',Electoral Union ‘Our Home is Estonia',1995,1995,1995,5.9,EST,0
Estonia,83952,EÜRP,Eestimaa Ühendatud Rahvapartei,Estonian United People’s Party,1999,1999,1999,6.1,EST,0
Georgia,84041,,Gaertianebuli Opozitsia (Erovnuli Sabcho/Memarjveneeba),United Opposition (National Council/Rights),2008,2008,2008,17.5,GEO,0
Georgia,84042,,Bidzina Ivanishvili - Kartuli Otsneba,Bidzina Ivanishvili - Georgian Dream,2012,2012,2012,55,GEO,0
Georgia,84095,,Mrgvali Magida -Tavisufali Saqar Tvelo,Round Table - Free Georgia,1990,1990,1990,54,GEO,0
Georgia,84110,Greens,Sak'art'velos Mtsvaneta Partia,Green Party of Georgia,1992,1992,1992,7.2,GEO,0
Georgia,84220,SKP,Sak'art'velos Komunisturi Partia,Communist Party of Georgia,1990,1990,1990,29.6,GEO,0
Georgia,84221,Mshvidoba,Saarchevno Blok ‘Mshvidoba’,Election Bloc ‘Peace’,1992,1992,1992,19.2,GEO,0
Georgia,84222,SMSP,Sak'art'velos Mshromelta Sotsialisturi Partia,Georgian Workers’ Socialist Party,1992,1992,1992,2.1,GEO,0
Georgia,84223,SSP,Sak'art'velos Sotsialisturi Partia,Socialist Party of Georgia,1995,1999,1995,3.8,GEO,0
Georgia,84321,SSDP,Sak'art'velos Sotsial-Demokratiuli Partia,Social Democratic Party of Georgia,1992,1992,1992,1.3,GEO,0
Georgia,84322,SSSK,Sak'art'velos Sotsialuri Samartlianobis Kavshiri,Georgian Social Justice Union,1992,1992,1992,1.2,GEO,0
Georgia,84323,SMK,Sak'art'velos Mokalaketa Kavshiri,Citizens’ Union of Georgia,1995,1999,1999,41.8,GEO,0
Georgia,84411,,Kartia – 91,Charter 91,1992,1992,1992,5.4,GEO,0
Georgia,84421,,Saarchevno Bloki ‘Tertmeti Oktomberi’,Election Bloc ‘Oktober 11’,1992,1992,1992,12.2,GEO,0
Georgia,84422,,Blok ‘Ertoba’,‘Unity' Bloc,1992,1992,1992,9,GEO,0
Georgia,84423,DP,Demokratiuli Partia,Democratic Party,1992,1992,1992,5.6,GEO,0
Georgia,84424,SSAK,Bloki ‘Sak'art'velos Aghordzineba’,Bloc ‘Georgia's Revival’,1995,2003,1999,25.2,GEO,0
Georgia,84425,BP,Bloki ‘Progresi’,Bloc ‘Progress’,1995,1995,1995,1.4,GEO,0
Georgia,84426,PKT,Politikuri Kavshiri ‘Tanadgoma’,Political Alliance ‘Support’,1995,1995,1995,2.1,GEO,0
Georgia,84427,SRKET,Sak'art'velos Reformatorta Kavshiri - Erovnuli Tankhmoba,Reformers' Union of Georgia - National Concord,1995,1995,1995,2.9,GEO,0
Georgia,84428,MGS,Mretsvelopba Gadaarchens Sak'art'velos,Industry will save Georgia,1999,2016,1999,7.1,GEO,0
Georgia,84429,SLP,Sak'art'velos Leiboristuli Partia,Georgian Labour Party,2003,2008,2003,12,GEO,0
Georgia,84430,BD,Bloki ‘Burjanadze - Demokratebi’,Burjanadze - Democrats Bloc,2003,2003,2003,8.8,GEO,0
Georgia,84431,AM,Akhali Memarjveneebi,New Rights,2003,2004,2003,7.3,GEO,0
Georgia,84432,AS,Saarchevno Bloki ‘Axali Sak'art'velostvis’,Election Bloc ‘For a New Georgia’,2003,2003,2003,21.3,GEO,0
Georgia,84440,Respublikelebi,Sak’art’velos Respublikuri Partia,Republican Party of Georgia,2008,2008,2008,3.7,GEO,0
Georgia,84450,,K'art'uli Ots'neba - Demokratiuli Sak'art'velo,Georgian Dream - Democratic Georgia,2016,2016,2016,48.7,GEO,0
Georgia,84521,SGK,Sak'art'velos Ghvtisshvilta Kavshiri,Union of God’s Children of Georgia,1992,1992,1992,1.2,GEO,0
Georgia,84530,KDM,K’ristianul-Demokratiuli Modzraoba,Christian-Democratic Movement,2008,2008,2008,8.6,GEO,0
Georgia,84710,KTK,Kartvel Traditsionalista Kavshiri,Union of Georgian Traditionalists,1992,1995,1992,4.5,GEO,0
Georgia,84711,EDP,Erovnul Demokratiuli Partia,National Democratic Party,1992,1995,1992,9,GEO,0
Georgia,84712,ICS,Ilia Chavchavadzis Sazogadoeba,Ilia Chavchavadze Society,1992,1992,1992,4.5,GEO,0
Georgia,84713,SSMKS,Sruliad Sak'art'velos Merab Kostavas Sazogadoeba,Merab Kostava Society,1992,1992,1992,3,GEO,0
Georgia,84714,SETAK,Sak'art'velos Erovnuli Tankhmobis da Aghorzinebis Kavshiri,Union of National Agreement and Revival of Georgia,1992,1992,1992,2.5,GEO,0
Georgia,84715,SEDP,Sak'art'velos Erovnuli Damoukideblobis Partia,Georgian National Independent Party,1992,1992,1992,2.6,GEO,0
Georgia,84716,S-NM,Ertiani Natsionaluri Modzraoba,United National Movement,2003,2016,2004,67.8,GEO,0
Georgia,84720,,Sakhalkho Fronti,Popular Front,1990,1990,1990,1.9,GEO,0
Georgia,84730,,Sak'art'velos Patriotta Aliansi,Alliance of Patriots of Georgia,2016,2016,2016,5,GEO,0
Georgia,84810,SSFK,Sruliad Sak'art'velos Fermerta Kavshiri,All-Georgian Farmers’ Union,1992,1992,1992,0,GEO,0
Georgia,84951,KMSP,Khalkhta Megobrobis da Samartlianobis Partia,People’s Friendship and Justice,1992,1992,1992,1.4,GEO,0
Georgia,84952,,Demokratiuli Saqartvelo,Democratic Georgia,1990,1990,1990,1.8,GEO,0
German Democratic Republic,85111,Grüne-UFV,Grüne Partei-Unabhängiger Frauenverband,Green Party-Independent Women's League,1990,1990,1990,2,DDR,0
German Democratic Republic,85112,B 90,Bündnis 90,Alliance 90,1990,1990,1990,2.9,DDR,0
German Democratic Republic,85210,AVL,Aktionsbündnis Vereinigte Linke,United Left Action Alliance,1990,1990,1990,0.2,DDR,0
German Democratic Republic,85221,PDS,Partei des Demokratischen Sozialismus,Party for Democratic Socialism,1990,1990,1990,16.4,DDR,0
German Democratic Republic,85320,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1990,1990,1990,21.9,DDR,0
German Democratic Republic,85421,FDP,Freie Demokratische Partei,Free Democratic Party,1990,1990,1990,0,DDR,0
German Democratic Republic,85422,LDP,Liberal-Demokratische Partei,Liberal Democratic Party,1990,1990,1990,0,DDR,0
German Democratic Republic,85423,DFP,Deutsche Forumpartei,German Forum Party,1990,1990,1990,0,DDR,0
German Democratic Republic,85424,NDPD,National-Demokratische Partei Deutschlands,National Democratic Party of Germany,1990,1990,1990,0.4,DDR,0
German Democratic Republic,85429,BFD,Bund Freier Demokraten,Alliance of Free Democrats,1990,1990,1990,5.3,DDR,0
German Democratic Republic,85521,CDU,Christlich Demokratische Union,Christian Democratic Union,1990,1990,1990,40.8,DDR,0
German Democratic Republic,85522,DSU,Deutsche Soziale Union,German Social Union,1990,1990,1990,6.3,DDR,0
German Democratic Republic,85523,DA,Demokratischer Aufbruch - ‘sozial und ökologisch’,Democratic Opening,1990,1990,1990,0.9,DDR,0
German Democratic Republic,85524,DBD,Demokratische Bauernpartei Deutschlands,Democratic Peasants’ Party of Germany,1990,1990,1990,2.2,DDR,0
German Democratic Republic,85901,DFD,Demokratischer Frauenbund Deutschlands,Democratic Women’s League,1990,1990,1990,0.3,DDR,0
Hungary,86061,FiDeSz-MPSz-KDNP,Szövetség Fiatal Demokraták Szövetsége - Magyar Polgári Szövetség - Kereszténydemokrata Néppárt,Alliance of Federation of Young Democrats - Hungarian Civic Union - Christian Democratic People's Party,2006,2014,2010,67.9,HUN,0
Hungary,86110,LMP,Lehet Más Politika!,Politics Can Be Different,2010,2014,2014,5.3,HUN,0
Hungary,86220,MSzP,Magyar Szocialista Párt,Hungarian Socialist Party,1990,2014,2006,48.2,HUN,0
Hungary,86221,DK,Demokratikus Koalícío,Democratic Coalition,2014,2014,2014,2.7,HUN,0
Hungary,86320,MSzDP,Magyarországi Szociáldemokrata Párt,Hungarian Social Democratic Party,1990,2010,1994,0.6,HUN,0
Hungary,86340,E14-PM,Együtt 2014 – Párbeszéd Magyarországért Választási Szövetség,Together 2014 -Dialogue for Hungary Electoral Alliance,2014,2014,2014,2.1,HUN,0
Hungary,86421,FiDeSz,Fiatal Demokraták Szövetsége - Magyar Polgári Szövetség,Federation of Young Democrats - Hungarian Civic Union,1990,2010,2002,35.8,HUN,0
Hungary,86422,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,1990,2006,1990,21.4,HUN,0
Hungary,86429,FiDeSz-MPP-MDF,FiDeSz-MPP-MDF-Szövetség,FiDeSz-MPP-MDF-Alliance,1998,2002,1998,0,HUN,0
Hungary,86521,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,1990,2006,1990,22.9,HUN,0
Hungary,86522,KDNP,Kerezténydemokrata Néppárt,Christian Democratic People’s Party,1990,1998,1994,7,HUN,0
