id,country,name_short,name,name_english,name_source,year_first,year_last,share_max,share_year,waves
792006,TUR,MHP,,Nationalist Action Party,TR: MHP - Nationalist Action Party -,1994,2014,19.9,2004,3 4 5 6
792008,TUR,AKP,,Justice and Development Party,TR: AKP - Justice and Development Party,2005,2014,53,2009,5 6
792015,TUR,RP,,Prospetiry Party -- Religious Fundamentalist,TR: RP Prospetiry Party - Religious Fundamentalist,1990,1998,13.6,1998,2 3
792018,TUR,HICBIRI,HICBIRI,,TR: HICBIRI,1994,1998,25.6,1998,3
792025,TUR,FP,FP,,TR: FP,2000,2004,15.1,2004,4
800002,UGA,DP,,Democratic Party,UG: Democratic Party (DP),2000,2004,19.5,2004,4
800004,UGA,NRM,,National Resistant Movement,UG: National Resistant Movement (NRM),2000,2004,73.5,2004,4
800005,UGA,UPC,,Uganda People´s Congress,UG: Uganda People´s Congress (UPC),2000,2004,5.5,2004,4
804005,UKR,DPU,Demokratychna Partiya Ukrainy,Democratic Party of Ukraine,UA: Demokratychna Partiya Ukrainy (DPU) - Democratic Party of Ukraine,1994,1998,19.1,1998,3
804006,UKR,KPU,Komunistychna Partiya Ukrainy,Communist Party of Ukraine,UA: Komunistychna Partiya Ukrainy (KPU) - Communist Party of Ukraine,1994,2009,19.7,1998,3 5
804007,UKR,KUN,Kongres ukrainskich nacionalistiv,Congress of Ukrainian Nationalists,UA: Kongres ukrainskich nacionalistiv (KUN)- Congress of Ukrainian Nationalists,1994,1998,1.4,1998,3
804008,UKR,LPU,Liberalna Partiya Ukrainy,Liberal Party of Ukraine,UA: Liberalna Partiya Ukrainy (LPU) - Liberal Party of Ukraine,1994,1998,2,1998,3
804009,UKR,,Narodno-demokratina Partija Ukraini,Peoples Democratic Party of Ukraine,UA: Narodno-demokratina Partija Ukraini - Peoples Democratic Party of Ukraine,1994,1998,5.2,1998,3
804019,UKR,,,Socialistic Democratic Party (United),UA: Socialistic Democratic Party (United),2005,2009,3.2,2009,5
804020,UKR,SocPU,Sotsialtstychna Partiya Ukrainy,Socialistic Party of Ukraine,UA: Sotsialtstychna Partiya Ukrainy (SocPU) - Socialistic Party of Ukraine,1994,1998,2.7,1998,3
804022,UKR,URP,Ukrainska Republikanska Partiya,Ukrainian Republic Party,UA: Ukrainska Republikanska Partiya (URP) - Ukrainian Republic Party,1994,1998,1.5,1998,3
804023,UKR,KhDPU/UKhDP,Khrystiyansko-Demokratychna Partiya Ukrainy,Christian Democratic Party of Ukraine,UA: Khrystiyansko-Demokratychna Partiya Ukrainy (KhDPU/UKhDP) - Christian Democratic Party of Ukraine,1994,1998,2.2,1998,3
804024,UKR,,Vseukrainske politicne obednannja Derzavnakij kongres,,UA: Vseukrainske politicne obednannja Derzavnakij kongres,1994,1998,3,1998,3
804025,UKR,GKU,Grazhdanskij Kongress Ukrainy,,UA: Grazhdanskij Kongress Ukrainy (GKU),1994,1998,3.4,1998,3
804029,UKR,,Konstitucijno-demokratina Partija Ukraini,,UA: Konstitucijno-demokratina Partija Ukraini,1994,1998,2.7,1998,3
804031,UKR,LDPU,Liberalno-Demokratychna Partiya Ukrainy,,UA: Liberalno-Demokratychna Partiya Ukrainy (LDPU),1994,1998,1.5,1998,3
804032,UKR,RUCH,Narodnij Ruch Ukraini,,UA: Narodnij Ruch Ukraini (RUCH),1994,1998,9.3,1998,3
804035,UKR,MBR,Mizhrehionalnyi Blok Reformiv,,UA: Mizhrehionalnyi Blok Reformiv (MBR),1994,1998,1.5,1998,3
804036,UKR,PEVK,Partiya Ekonomicheskogo Vozrozhdeniya Kryma,,UA: Partiya Ekonomicheskogo Vozrozhdeniya Kryma (PEVK),1994,1998,4.4,1998,3
804037,UKR,PZU,Partiya Zelenykh Ukrainy,,UA: Partiya Zelenykh Ukrainy (PZU),1994,1998,3.9,1998,3
804038,UKR,PTU,Partiya Truda Ukrainy,,UA: Partiya Truda Ukrainy (PTU),1994,1998,4.9,1998,3
804039,UKR,,Partija slovjanskoednosti Ukraini,,UA: Partija slovjanskoednosti Ukraini,1994,1998,1.1,1998,3
804040,UKR,SelPu,Selianska Partiya Ukrainy,,UA: Selianska Partiya Ukrainy (SelPu),1994,1998,4.3,1998,3
804041,UKR,SDPU,Sotsial-Demokratychna Partiya Ukrainy,,UA: Sotsial-Demokratychna Partiya Ukrainy (SDPU),1994,1998,1.9,1998,3
804046,UKR,,Ukrainska partija ljubiteliv piva,,UA: Ukrainska partija ljubiteliv piva,1994,1998,1.9,1998,3
804048,UKR,USDP,Ukrainska Selianska Demokratychna Partiya,,UA: Ukrainska Selianska Demokratychna Partiya (USDP),1994,1998,1,1998,3
804052,UKR,,,Block Our Ukraine,UA: Block Our Ukraine,2005,2009,10.6,2009,5
804053,UKR,,,Party of regions,UA: Party of regions,2005,2009,49.3,2009,5
804054,UKR,,,Julia Timoshenkos Block,UA: Julia Timoshenkos Block,2005,2009,27.6,2009,5
804101,UKR,BUT,BUT-Batkivschine,,UA: BUT-Batkivschine,2010,2014,22.8,2014,6
804102,UKR,VO,VO Svoboda,,UA: VO Svoboda,2010,2014,6.9,2014,6
804103,UKR,KPU,KPU,,UA: KPU,2010,2014,10.6,2014,6
804104,UKR,,Partiya Regionov,,UA: Partiya Regionov,2010,2014,26.7,2014,6
804105,UKR,UDAR,UDAR,,UA: UDAR,2010,2014,5.3,2014,6
804106,UKR,,,Sil’naya Ukraine,UA: Sil’naya Ukraine,2010,2014,5.7,2014,6
804107,UKR,,,Front Zmin,UA: Front Zmin,2010,2014,18,2014,6
804108,UKR,,Gromadyanskaya positsiya,,UA: Gromadyanskaya positsiya,2010,2014,1.6,2014,6
807001,MKD,DA,DA,,MK: DA,2000,2004,2.3,2004,4
807002,MKD,DPA,,Democratic Party of Albanians in Macedonia,MK: Democratic Party of Albanians in Macedonia (DPA),1994,2004,11.9,2004,3 4
807003,MKD,LDP,,Liberal-Democratic Party,MK: Liberal-Democratic Party (LDP),1994,2004,7.4,1998,3 4
807004,MKD,LP,,,MK: LP,2000,2004,2.8,2004,4
807005,MKD,,New Democratia,,MK: New Democratia,2000,2004,1.6,2004,4
807006,MKD,NDP,,,MK: NDP,2000,2004,6.2,2004,4
807007,MKD,PDP,Partija za Demokratski Prosperitet,,MK: Partija za Demokratski Prosperitet (PDP),1994,2004,11.9,2004,3 4
807008,MKD,SDSM,Socijaldemokratski Sojuz na Makedonija,,MK: Socijaldemokratski Sojuz na Makedonija (SDSM),1994,2004,38.4,2004,3 4
807009,MKD,,,Socialistic Party,MK: Socialistic Party,2000,2004,3,2004,4
807010,MKD,VMRO-DPMNE,,,MK: VMRO - DPMNE,2000,2004,14.9,2004,4
807011,MKD,VMRO,Vnatrena Makedonska Revolucionerna Organizacija,,MK: Vnatrena Makedonska Revolucionerna Organizacija VMRO,1994,2004,16.2,1998,3 4
807012,MKD,DP,Demokratska Partija,,MK: Demokratska Partija (DP),1994,1998,1.9,1998,3
807013,MKD,SPM,Socijalistika Partija na Makedonija,,MK: Socijalistika Partija na Makedonija (SPM),1994,1998,2.5,1998,3
807017,MKD,,,Independent Candidate,MK: Independent Candidate,1994,1998,1.2,1998,3
818001,EGY,,,National party,EG: National party,2000,2009,88.8,2009,4 5
818101,EGY,,,Al Nour Party,EG: Al Nour Party,2010,2014,15.3,2014,6
818131,EGY,,,Freedom and Justice Party,EG: Freedom and Justice Party,2010,2014,35.8,2014,6
818144,EGY,,,New Wafd Party,EG: New Wafd Party,2010,2014,10.9,2014,6
826001,GBR,,,Conservative,GB: Conservative,1994,1998,26.8,1998,3
826002,GBR,,,Labour,GB: Labour,1994,1998,53.2,1998,3
826003,GBR,,,Liberal Democrat,GB: Liberal Democrat,1994,1998,15,1998,3
826006,GBR,,,Scottish / Welsh National Party,GB: Scottish/Welsh National Party,1994,1998,4.2,1998,3
834004,TZA,,,Chama Cha Mapinduzi,TZ: Chama Cha Mapinduzi (now ruling),2000,2004,68.8,2004,4
840001,USA,,,Republican,US: Republican,1994,2014,45.8,2014,3 4 5 6
840002,USA,,,Democrat,US: Democrat,1994,2014,59,2004,3 4 5 6
840005,USA,,,Reform Party,US: Reform Party,2000,2004,5,2004,4
854001,BFA,CDP,CDP,,BF: CDP,2005,2009,84.8,2009,5
854002,BFA,ADF-RDA,ADF/ RDA,,BF: ADF/ RDA,2005,2009,9.1,2009,5
854003,BFA,UPR,UPR,,BF: UPR,2005,2009,3.2,2009,5
854004,BFA,PDS,PDS,,BF: PDS,2005,2009,1.2,2009,5
854005,BFA,PAI,PAI,,BF: PAI,2005,2009,1.7,2009,5
858001,URY,,Partido Colorado,,UY: Partido Colorado,1994,2014,27.1,1998,3 5 6
858002,URY,,Partido Nacional,,UY: Partido Nacional,1994,2014,22.9,2009,3 5 6
858003,URY,,Frente Amplio,,UY: Frente Amplio,1994,2014,66.7,2014,3 5 6
858004,URY,,Partido Independiente,,UY: Partido Independiente,2005,2014,2.9,2009,5 6
858005,URY,,Nuevo Espacio,,UY: Nuevo Espacio,1994,1998,8,1998,3
862001,VEN,MVR,MVR,,VE: MVR,2000,2004,64,2004,4
862002,VEN,AD,AD,,VE: AD,1994,2004,47.2,1998,3 4
862003,VEN,MAS,MAS,,VE: MAS,1994,2004,5.9,1998,3 4
862004,VEN,COPEI,COPEI,,VE: COPEI,1994,2004,20.3,1998,3 4
862005,VEN,,Proyecto Venezuela,,VE: Proyecto Venezuela,2000,2004,6.4,2004,4
862006,VEN,,Primero Justicia,,VE: Primero Justicia,2000,2004,7.5,2004,4
862007,VEN,,La Causa R,,VE: La Causa R,1994,2004,18.2,1998,3 4
862008,VEN,,Patria para todos,,VE: Patria para todos,2000,2004,1.1,2004,4
862009,VEN,,Convergencia,,VE: Convergencia,1994,2004,8.4,1998,3 4
862010,VEN,,Un nuevo tiempo,,VE: Un nuevo tiempo,2000,2004,2.1,2004,4
887001,YEM,Islah,,Yemeni Congregation for Reform,YE: Islah (Yemeni Congregation for Reform),2010,2014,18.9,2014,6
887002,YEM,GPC,,General Popular Congress,YE: GPC (General Popular Congress),2010,2014,68.2,2014,6
887003,YEM,YSP,,Yemeni Socialist Party,YE: YSP (Yemeni Socialist Party),2010,2014,6.9,2014,6
887004,YEM,,,Nasserist Unionist,YE: Nasserist Unionist,2010,2014,1.4,2014,6
887007,YEM,,,Yemeni Construction and Development Party,YE: Yemeni Construction and Development Party,2010,2014,1,2014,6
887009,YEM,YSP,,"Coalition Joint Meeting (Islah, YSP, …)","YE: Coalition Joint Meeting (Islah, YSP, ...)",2010,2014,1.8,2014,6
894001,ZMB,MD,,Movement for Multi Party Democracy,ZM: MD (Movement for Multi Party Democracy),2005,2009,32.2,2009,5
894002,ZMB,PF,,Patriotic Front,ZM: PF (Patriotic Front),2005,2009,41.1,2009,5
894003,ZMB,UDA,,United Democratic Alliance,ZM: UDA (United Democratic Alliance),2005,2009,23.4,2009,5
894004,ZMB,HP,,Heritage party,ZM: HP Heritage party,2005,2009,2.6,2009,5
911001,SRB,DS,,Democratic Party,RS: Democratic Party - DS,1994,2004,17,2004,3 4
911002,SRB,DSS,,Democratic Party of Serbia,RS: Democratic Party of Serbia - DSS,1994,2004,42.3,2004,3 4
911003,SRB,SRS,,Serbian Radical Party,RS: Serbian Radical Party - SRS,1994,2004,8.8,1998,3 4
911006,SRB,NS,,New Serbia,RS: New Serbia - NS,2000,2004,3.8,2004,4
911008,SRB,SVM,,Alliance of Vojvodina Hungarians,RS: Alliance of Vojvodina Hungarians - SVM,2000,2004,2,2004,4
911009,SRB,LSV,,League of Social Democrats of Vojvodina,RS: League of Social Democrats of Vojvodina - LSV,2000,2004,3.2,2004,4
911012,SRB,PDD,,Party for Democratic Action,RS: Party for Democratic Action - PDD,2000,2004,1.4,2004,4
911015,SRB,SPS,,Socialist Party of Serbia,RS: Socialist Party of Serbia - SPS,1994,2004,47.2,1998,3 4
911025,SRB,SPO,,Serbian Renewal Movement,RS: Serbian Renewal Movement - SPO,1994,2004,5.4,1998,3 4
911026,SRB,,,Serbian Unity Party,RS: Serbian Unity Party,2000,2004,4.3,2004,4
911027,SRB,,Gradanski savez Srbije,Civic Alliance of Serbia,RS: Civic Alliance of Serbia (Gradanski savez Srbije),1994,2004,2.8,2004,3 4
912001,MNE,DPS,,Democratic Party of Socialists,ME: Democratic Party of Socialists DPS,2000,2004,39.1,2004,4
912002,MNE,SDP,,Social Democratic Party,ME: Social Democratic Party - SDP,2000,2004,4.9,2004,4
912004,MNE,SNS,,Serbian People's Party,ME: Serbian People's Party - SNS,2000,2004,6.2,2004,4
912005,MNE,SNP,,Socialist People's Party,ME: Socialist People's Party - SNP,2000,2004,27.9,2004,4
912006,MNE,NS,,People's Party,ME: People's Party - NS,2000,2004,6,2004,4
912012,MNE,NS,,People's Socialist Party of Montenegro,ME: People's Socialist Party of Montenegro - NS,2000,2004,2.8,2004,4
912017,MNE,,,Albanian parties,ME: Albanian parties,2000,2004,4.5,2004,4
912018,MNE,,,Muslim parties,ME: Muslim parties,2000,2004,1.3,2004,4
912019,MNE,,,Liberal Alliance of Montenegro,ME: Liberal Alliance of Montenegro,2000,2004,7.5,2004,4
