country,statename,first,last,ignore,duplicate,party,name_english,name,comment-coding
PAN,Panama,1920,1949,,,PL,Liberal Party,,
PAN,Panama,1931,1931,,,AC,Acción Comunal,,
PAN,Panama,1932,1936,,,PLD,,,
PAN,Panama,1936,1941,,,PNR,National Revolutionary Party,,
PAN,Panama,1949,1968,,,PLN,Roberto Chiari,,
PAN,Panama,1949,1952,,,PRA,and Arias A,,
PAN,Panama,1952,1960,,,CNP,Guardia,,
PAN,Panama,1968,1968,,,PP,,,
PAN,Panama,1968,2004,,,PRD,,,
PAN,Panama,1990,2004,,,PA,Arnulfista Party,,
PAN,Panama,1990,1994,,,PPA,,,
PER,Peru,1919,1919,,,PC,Civilista Party,,
PER,Peru,1919,1930,,,PDR,Democratic Reformist Party,,
PER,Peru,1931,1933,,,UR,Revolutionary Union,,
PER,Peru,1939,1945,,,CC,Conservative Coalition,,
PER,Peru,1945,1948,,,FDN,,,
PER,Peru,1950,1956,,,PR,,Partido Restaurador del Perú,PRP in CHISOLS narrative (Rice) 
PER,Peru,1956,1962,,,MDP,Pradista Democratic Movement/Peruvian Democratic Movement,,
PER,Peru,1963,2001,,,AP,,,
PER,Peru,1985,2006,,,APRA,,,
PER,Peru,1990,2.00E+03,,,NM-C'90,,,
PER,Peru,2001,2006,,,PP,,,
PHL,Philippines,1946,1965,,,PL,Liberal Party,,
PHL,Philippines,1953,1986,,,PN,Nationalist Party,,
PHL,Philippines,1965,1986,,,KBL,,,
PHL,Philippines,1986,1992,,,UNIDO,,,
PHL,Philippines,1992,1998,,,LEN-NUCD,,,
PHL,Philippines,1998,2001,,,LMP,,,
PHL,Philippines,2001,1949,,,LEN-UCD-UMDP,,,
PNG,Papua New Guinea,1975,1992,,,PGU,Pangu or Papua New Guinea Union Party,,
PNG,Papua New Guinea,1980,1997,,,PPP,People’s Progress Party,,
PNG,Papua New Guinea,1985,2002,,,PDM,People’s Democratic Movement,,
PNG,Papua New Guinea,1997,1999,,,PNC,People’s National Congress,,
PNG,Papua New Guinea,2002,2002,,,NAP,National Alliance Party,,
POL,Poland,1956,1956,,,PPR,Polish Workers’ Party,,
POL,Poland,1956,1990,,,PZPR,Polish United Workers’ Party,,
POL,Poland,1990,1995,,,Soldr,,,
POL,Poland,1995,2005,,,SdRP,Democratic Left Alliance,,
POL,Poland,1995,2005,,,SLD,Alliance of Democratic Left,,
POL,Poland,2005,2005,,,PiS,,,
PRK,North Korea,1948,1994,,,CND,,,
PRT,Portugal,1919,1923,,,PRE,Republican Evolutionist Party,,
PRT,Portugal,1923,1926,,,PD,Democratic Party,,
PRT,Portugal,1926,1974,,,UN,União Republicana,,
PRT,Portugal,1974,1976,,,MFA,Movimento das Forgas Armadas,,
PRT,Portugal,1976,1986,,,PRD,Party of Democratic Renovation,,
PRT,Portugal,1986,2006,,,PS,Socialist Party,,
PRT,Portugal,2006,2006,,,PSD,Social Democrat Party,,
PRY,Paraguay,1919,1940,,,PL,Liberal Party,,
PRY,Paraguay,1936,1937,,,PRF,February Republican Party,,
PRY,Paraguay,1948,2008,,,ANR-PC,,,
PRY,Paraguay,2008,2008,,,APC,Patriotic Alliance for Change,Alianza Patriótica por el Cambio,names added and not in CHISOLS
PRY,Paraguay,2008,2008,,,PDC,,,
QAT,Qatar,1971,1995,,,Al-Thani,,,
ROU,Romania,1927,1940,,,Hohenzollern-Sigmaringen,,,
ROU,Romania,1927,1940,,,House,,,
ROU,Romania,1927,1940,,,of,,,
ROU,Romania,1947,1989,,,PCR,,,
ROU,Romania,1989,1992,,,FSN,National Front Salvation,,
ROU,Romania,1991,1992,,,ADP,Agrarian Democratic Party,,1991 Stolojan cabinet membership
ROU,Romania,1991,1992,,,NLP,,,
ROU,Romania,1991,1992,,,REM,,,
ROU,Romania,1992,1996,,,FSND,Iliuescu’s Democratic National Salvation Front,,
ROU,Romania,1992,1996,,,PUNR,,,
ROU,Romania,1992,1996,,,SDPR,,,
ROU,Romania,1996,2.00E+03,,,CDR,Democratic Convention of Romania,,
ROU,Romania,1996,2.00E+03,,,UDMR,,,
ROU,Romania,1996,2.00E+03,,,USD,Social Democratic Union (PSDR+PD),,"CHISOLS: ""USD was a coalition of the PSDR and the PD."""
ROU,Romania,2.00E+03,2004,,,PDSR,Party of Social Democracy for Romania,,
ROU,Romania,2.00E+03,2007,,,PSD,,,
ROU,Romania,2004,2007,,,PD,,,
RUS,Russia,1923,1953,,CPSU,AUCP,All-Union Communist Party of Bolsheviks,,"CHISOLS: ""CPSU was formally known as the All-Union Communist Party of Bolsheviks (AUCP)"""
RUS,Russia,1923,1991,,,CPSU,Soviet Union,,
RUS,Russia,1923,1953,,CPSU,RCP,Russian Communist Party of Bolsheviks,,
RWA,Rwanda,1973,1973,,,MDR-PARMEH,Mouvement Démocratique Républicain-Parti du Mouvement de l'Emacipation Hutu,,
RWA,Rwanda,1973,1994,,,MRND,Sindikubwabo,,
RWA,Rwanda,1994,1960,,,FPR,,,
RWA,Rwanda,1994,1994,,,MRNDD,,,
SAU,Saudi Arabia,1927,1996,,,Saudi,,,
SDN,Sudan,1956,1969,,,NUP,National Unionist Party,,
SDN,Sudan,1956,1969,,,PDP,People’s Democratic Party,,
SDN,Sudan,1956,1989,,,Umma,,,
SDN,Sudan,1964,1965,,,UNF,United National Front,,
SDN,Sudan,1967,1989,,,DUP,Democratic Unionist Party,,
SDN,Sudan,1969,1985,,,SSU,,,
SDN,Sudan,1986,1989,,,NIF,National Islamic Front,,
SDN,Sudan,1986,1989,,,Southern,,,
SDN,Sudan,1986,1989,,,trade,,,
SDN,Sudan,1986,1989,,,unions,,,
SDN,Sudan,1989,1989,,,SNC,,,
SEN,Senegal,1960,2.00E+03,,,PSS,Parti Socialiste du Sénégal,,
SEN,Senegal,1960,1981,,,UPS,Union de Progressif de Senegalese,,
SEN,Senegal,2.00E+03,2.00E+03,,,PDS,Parti Démocratique Sénégalais,,
SGP,Singapore,1990,2004,,,PAP,People’s Action Party,,
SLB,Solomon Islands,1978,1989,,,SIUPA,Solomon Islands Unity Party,,
SLB,Solomon Islands,1981,2006,,,PAP,People's Alliance Party,,
SLB,Solomon Islands,1984,1989,,,NFP,Nationalist Front for Progress,,
SLB,Solomon Islands,1984,1986,,,SAS,Solomon Ano Sagufenua,,
SLB,Solomon Islands,1993,1994,,,NCP,National Coalition Partners,,
SLB,Solomon Islands,1994,1997,,,GNUR,,,
SLB,Solomon Islands,1997,2.00E+03,,,SILP-SIAC,Solomon Islands Liberal Party and Solomon Islands Alliance for Change,,
SLB,Solomon Islands,2.00E+03,2001,,,PPP,People's Alliance Party,,
SLB,Solomon Islands,2006,2006,,,AIM,Association of Independent Members of Parliament,,
SLB,Solomon Islands,2006,2007,,,SISCP,Solomon Islands Social Credit Party,,
SLB,Solomon Islands,2007,1970,,,SIAC,Solomon Islands Alliance for Change,,
SLB,Solomon Islands,2007,1970,,,SILP,Solomon Islands Liberal Party,,
SLE,Sierra Leone,1961,2007,,,SLPP,Sierra Leone People's Party,,
SLE,Sierra Leone,1968,2007,,,APC,All People's Congress,,
SLV,El Salvador,1919,1931,,,PND,Partido Nacional Democrático,,
SLV,El Salvador,1931,1944,,,PPP,,,
SLV,El Salvador,1931,1931,,,PT,,,
SLV,El Salvador,1950,1960,,,PRUD,,,
SLV,El Salvador,1962,1979,,,PCN,,,
SLV,El Salvador,1980,1989,,,PDC,Christian Democratic Party,,
SLV,El Salvador,1989,2004,,,ARENA,,,
SOM,Somalia,1960,1969,,,SYL,Somali Youth League,,
SOM,Somalia,1969,1977,,,SRSP,Mil to Somali Revolutionary Socialist Party,,
SRB,Yugoslavia,1934,1941,,,House,,,
SRB,Yugoslavia,1934,1941,,,Karadjordjevic,,,
SRB,Yugoslavia,1934,1941,,,of,,,
SRB,Yugoslavia,1945,1989,,,SKJ,League of Yugoslav Communists,,
SRB,Yugoslavia,1989,2.00E+03,,,SKS,Communists of Serbia,,
SRB,Yugoslavia,1989,2.00E+03,,,SPS,Socialist Party of Serbia,,
SRB,Yugoslavia,2.00E+03,2003,,,DOS,Democratic Opposition of Serbia,,
SRB,Yugoslavia,2.00E+03,2003,,,DSS,Democratic Party of Serbia,,
SRB,Yugoslavia,2003,2006,,,DPS,,,
SRB,Yugoslavia,2006,2006,,,DS,,,
SVK,Slovakia,1993,1998,,,HZDS,Democratic Slovakia,,
SVK,Slovakia,1993,2006,,,SNS,Slovak National Party,,
SVK,Slovakia,1994,1994,,,AD,,,
SVK,Slovakia,1994,1994,,,APR,,,
SVK,Slovakia,1994,2006,,,KDH,,,
SVK,Slovakia,1994,1994,,,NDK,,,
SVK,Slovakia,1994,1994,,,SDL,,,
SVK,Slovakia,1994,1998,,,ZRS,Association of Workers of Slovakia,,
SVK,Slovakia,1998,2006,,,ANO,,,
SVK,Slovakia,1998,2006,,,SDK,Slovak Democratic Coalition,,
SVK,Slovakia,1998,2006,,,SDKU,Slovak Democratic and Christian Union,,
SVK,Slovakia,1998,2006,,,SMK,,,
SVK,Slovakia,2006,2006,,,LZ-HZDS,,,
SVK,Slovakia,2006,2006,,,SMER,,,
SVN,Slovenia,1992,2008,,,DeSUS,,,
SVN,Slovenia,1992,2008,,,LDS,,,
SVN,Slovenia,1992,2008,,,SDS,Slovenian Democratic Party,,
SVN,Slovenia,1992,2.00E+03,,,SDSS,,,
SVN,Slovenia,1992,2.00E+03,,,SKD,Slovene Christian Democrats,,
SVN,Slovenia,1992,1992,,,SKD-DEMOS,,,
SVN,Slovenia,1992,2008,,,SLS,Slovenian People’s Party,,
SVN,Slovenia,1992,2008,,,ZLSD,United List of Social Democrats,,
SVN,Slovenia,1992,2.00E+03,,,ZS,,,
SVN,Slovenia,2.00E+03,2004,,,SLS-SKD,,,
SVN,Slovenia,2004,2008,,,NS-KLS,,,
SVN,Slovenia,2008,2008,,,Zares,,,
SWE,Sweden,1920,1920,,,LS,,Liberala Samlingspartiet,
SWE,Sweden,1920,1936,,,SAP,,,
SWE,Sweden,1923,1946,,,NP,National Party,,
SWE,Sweden,1926,1932,,,FF,,,
SWE,Sweden,1936,1946,,,BF,Agrarian Party or Agrarian Alliance,,
SWE,Sweden,1936,2006,,,FP,People’s Party Liberals,,
SWE,Sweden,1936,2006,,,SDA,Swedish Social Democratic Party (SPA),,
SWE,Sweden,1946,1969,,,BF-CP,,,
SWE,Sweden,1976,1994,,,CP,Center Party,,
SWE,Sweden,1976,1994,,,MUP,Moderate Coalition Party,,
SWE,Sweden,1991,1994,,,KDS,,,
SWE,Sweden,2006,2006,,,C,,,
SWE,Sweden,2006,2006,,,KD,"FP, the Christian Democrats",,
SWE,Sweden,2006,2006,,,M,Moderate Party,,
SWZ,Swaziland,1968,1986,,,Nkosi-Dlamini,,,
SYR,Syria,1949,1961,,,KW,al-Kutla al-Wataniya,,
SYR,Syria,1949,1961,,,SNP,,,
SYR,Syria,1949,1949,,,SSNP,,,
SYR,Syria,1961,1963,,,HS,People's Party,Hizb ash-Sha'b,
SYR,Syria,1963,2.00E+03,,,Baath,,,
SYR,Syria,1971,2.00E+03,,,NPF,Baath to National Progressive Front,,
TCD,Chad,1960,1975,,,MNRCS,Révolution Culturelle et Sociale,,
TCD,Chad,1960,1975,,,PPT,Parti Progressiste Tchad,,
TCD,Chad,1979,1982,,,FROLIANT-FAP,,,
TCD,Chad,1982,1990,,,FAN,Forces Armées du Nord,,
TCD,Chad,1982,1990,,,UNIR,,,
TCD,Chad,1990,1960,,,MPS,Mouvement Patriotique du Salut,,
TGO,Togo,1960,1963,,,CUT,Comité de l'Unité Togolaise,,
TGO,Togo,1963,1967,,,MPT,Mouvement des Personnes Togolaises,,
TGO,Togo,1967,2005,,,RPT,,,
THA,Thailand,1925,1932,,,Chakri,,,
THA,Thailand,1932,1944,,,TPP,,,
THA,Thailand,1944,1946,,,KR,,,
THA,Thailand,1946,1947,,,CF,Constitutional Front Party,,
THA,Thailand,1947,1957,,,SM,,,
THA,Thailand,1958,1963,,,RP,,,
THA,Thailand,1975,1976,,,PKS,,,
THA,Thailand,1975,2008,,,PP,Democratic Party,,
THA,Thailand,1988,2006,,,CT,Chat Thai,,
THA,Thailand,1992,1995,,,CP,Chart Pattana,,
THA,Thailand,1992,2006,,,NAP,New Aspiration Party,,
THA,Thailand,1992,2001,,,PD,Palang Dharma Solidarity parties,,
THA,Thailand,1992,2001,,,SAP,Social Action Party,,
THA,Thailand,1992,2001,,,Seritham,,,
THA,Thailand,1992,2001,,,Sol,,,
THA,Thailand,1995,1997,,,MCP,,,
THA,Thailand,1995,1996,,,NT,Nam Thai,,
THA,Thailand,1995,1996,,,PDP,,,
THA,Thailand,1995,1997,,,PTP,,,
THA,Thailand,1996,2008,,,Chart,,,
THA,Thailand,1996,1997,,,Pattana,,,
THA,Thailand,1997,2006,,,CPP,Chart Pattana Party,,
THA,Thailand,1997,2001,,,PT,Prachakorn Thai Party,,
THA,Thailand,1997,2008,,,Thai,,,
THA,Thailand,2001,2006,,,TRT,Thai Rak Thai,,
THA,Thailand,2008,1953,,,Bhumjaithai,,,
THA,Thailand,2008,1953,,,CTP,,,
THA,Thailand,2008,2008,,,NDP,,,
THA,Thailand,2008,2008,,,PPP,Pro-Thaksin People's Power Party,,
THA,Thailand,2008,1953,,,PuePandin,,,
THA,Thailand,2008,1953,,,RuamjaithaiChartpattana,,,
THA,Thailand,2008,2008,,,SC,,,
THA,Thailand,2008,1953,,,TP,,,
THA,Thailand,2008,2008,,,TUNDP,,,
TJK,Tajikistan,1992,1992,,,HDKT,Hizbi Demokrati-Khalkii Tojikston,,
TJK,Tajikistan,1992,1992,,,KPT,,,
TJK,Tajikistan,1992,1992,,,Kulobi,,,
TKM,Turkmenistan,2006,2006,,,TCP,Turkmen Communist Party,,
TKM,Turkmenistan,2006,2006,,,TDP,Democratic Party of Turkmenistan,,
TTO,Trinidad and Tobago,1962,2001,,,PNM,,,
TTO,Trinidad and Tobago,1986,2001,,,NAR,,,
TTO,Trinidad and Tobago,1995,2001,,,UNC,,,
TUN,Tunisia,1957,1957,,,Husayni,,,
TUN,Tunisia,1957,1987,,,PND,Parti Néo Destourien,,
TUN,Tunisia,1957,1987,,,PSD,Parti Socialiste Destourien,,
TUN,Tunisia,1987,1951,,,RCD,,,
TUR,Turkey,1922,1996,,,CHP,,,
TUR,Turkey,1922,1922,,,Osmanli,,,
TUR,Turkey,1950,1979,,,DP,,,
TUR,Turkey,1961,1965,,,IND,,,
TUR,Turkey,1961,1980,,,JP,Demirel,,
TUR,Turkey,1961,1965,,,NPT,New Turkey Party,,"duplicate of NTP – CHISOLS: ""1962 elections resulted in a CHP/NTP/RPNP/IND coalition"""
TUR,Turkey,1961,1965,,,RPNP,,,
TUR,Turkey,1965,1965,,,NP,,,
TUR,Turkey,1965,1965,,,NTP,New Turkey Party,,
TUR,Turkey,1971,1973,,,NRP,"Republican Reliance Party, formerly National Reliance Party",,
TUR,Turkey,1973,1979,,,RRP,,,
TUR,Turkey,1974,1978,,,NSP,,,
TUR,Turkey,1975,1978,,,NAP,Nationalist Action Party,,
TUR,Turkey,1983,2002,,,AnaP,,,
TUR,Turkey,1991,1999,,,DYP,,,
TUR,Turkey,1991,1996,,,SHP,,,
TUR,Turkey,1996,1997,,,RP,,,
TUR,Turkey,1997,2002,,,DSP,,,
TUR,Turkey,1999,2002,,,MHP,,,
TUR,Turkey,2002,2003,,,AKP,,,
TWN,Taiwan,1950,2.00E+03,,,KMT,,,
TWN,Taiwan,2.00E+03,2008,,,MCT,,,
TZA,Tanzania,1985,2005,,,CCM,Chama Cha Mapinduzi,,
TZA,Tanzania,1985,1985,,,TANU,Tanganyika African National Union,,
UGA,Uganda,1962,1985,,,UPC,Uganda People's Congress,,
UGA,Uganda,1986,1963,,,NRM,,,
UKR,Ukraine,2005,2005,,,BYNU,,,
URY,Uruguay,1919,2005,,,PC,Colorado Party,,
URY,Uruguay,1959,1995,,,PN,National Party,,
URY,Uruguay,2005,2005,,,FA,Broad Front,,
USA,United States of America,1921,2001,,,Dem,,,
USA,United States of America,1921,2001,,,Rep,,,
UZB,Uzbekistan,,,,,F,Fidokorlor,,
UZB,Uzbekistan,,,,,PDP,,,
VEN,Venezuela,1935,1935,,,PLR,Liberal Restoration Party,,
VEN,Venezuela,1941,1945,,,PDV,Venezuelan Democratic Party,,
VEN,Venezuela,1945,1993,,,AD,Accion Democratica,,
VEN,Venezuela,1969,1984,,,COPEI,,,
VEN,Venezuela,1994,1999,,,CD,,,
VEN,Venezuela,1999,1966,,,MVR,,,
VEN,Venezuela,1999,1966,,,PSUV,,,
VNM,Vietnam,1969,2001,,,DCSV,,,
VNM,Vietnam,1969,1986,,,DLDV,,,
VNR,Republic of Vietnam,1954,1963,,,CL+NRM,,,
VNR,Republic of Vietnam,1954,1954,,,DVP,,,
XKX,Kosovo,,,,,PDK,,,
YEM,Yemen Arab Republic,1948,1948,,,al-Ahrar,,,
YEM,Yemen Arab Republic,1948,1962,,,al-Qasimi,,,
YEM,Yemen Arab Republic,1967,1967,,,MSA,al-Mu’tammar al-Sha’bi al-‘Am,,
YMD,Yemen People's Republic,1967,1978,,,NLF,,,
YMD,Yemen People's Republic,1969,1978,,,UPONF,,,
YMD,Yemen People's Republic,1978,1986,,,HIY,,,
ZAF,South Africa,1924,1939,,,Labour,,,
ZAF,South Africa,1924,1994,,,NP,,,
ZAF,South Africa,1924,1939,,,SAP,South Africa Party,,
ZAF,South Africa,1924,1948,,,UP,,,
ZAF,South Africa,1948,1954,,,AP,Afrikaner Party,,
ZAF,South Africa,1994,2008,,,ANC,African National Congress,,
ZMB,Zambia,1964,1991,,,UNIP,United National Independence Party,,
ZMB,Zambia,1964,1991,,,ZANC,,,
ZMB,Zambia,1991,2008,,,MMD,Movement for Multi-party Democracy,,
ZWE,Zimbabwe,1965,1979,,,RF,Rhodesian Front,,
ZWE,Zimbabwe,1979,1980,,,UANC,United African National Congress,,
ZWE,Zimbabwe,1980,1964,,,ZANU-PF,Zimbabwe African National Union-Patriotic Front,,
