statename,party,first,last,country,name_english,name,chisols_first,party_id
Kyrgyzstan,AZ,2008,2008,KGZ,,,,KGZ-AZ
Kyrgyzstan,KEK,2005,2007,KGZ,People’s Movement of Kyrgyzstan,,2005 Bakiyev (KEK),KGZ-KEK
Laos,CDNI,1959,1960,LAO,Committee for the Defence of National Interests,,1959 Nosavan Phoumi (CDNI),LAO-CDNI
Laos,LPF,1958,1958,LAO,Lao Patriotic Front,,,LAO-LPF
Laos,NLPK,1960,1975,LAO,,,1960 Souvanna Phouma (NLPK),LAO-NLPK
Laos,NPP,1953,1958,LAO,National Progressive Party,,1954 Katay Don Sasorith (NPP),LAO-NPP
Laos,PPPL,1975,2008,LAO,,,1975 Phomivan (PPPL),LAO-PPPL
Laos,RLP,1958,1959,LAO,Lao People's Rally,,1958 Sananikone (RLP),LAO-RLP
Latvia,ALSMSP-LS,1926,1928,LVA,United Latvian Social-Democratic Menshevik Workers’ Party,,1926 Skujenieks (ALSMSP-LS),LVA-ALSMSP-LS
Latvia,DC,1924,1928,LVA,Democratic Center Party,,1924 Zamuels (DC),LVA-DC
Latvia,DPS,1995,1998,LVA,Democratic Party Saimnieks,,,LVA-DPS
Latvia,JL,2000,2006,LVA,New Party,,2002 Repse (JL),LVA-JL
Latvia,JP,1998,1999,LVA,New Party,,,LVA-JP
Latvia,JSP,1933,1934,LVA,New Farmers and Small Landowners’ Party,,1933 Blodnieks (JSP),LVA-JSP
Latvia,LC,1993,2002,LVA,Union Latvia’s Way,,1993 Birkavs (LC),LVA-LC
Latvia,LKDS,1997,1998,LVA,,,,LVA-LKDS
Latvia,LLP,2002,2004,LVA,,,,LVA-LLP
Latvia,LNNK-ZP,1995,1997,LVA,,,,LVA-LNNK-ZP
Latvia,LPP,2004,2006,LVA,Latvia First Party,,,LVA-LPP
Latvia,LPP-LC,2007,2008,LVA,,,2007 Godmanis (LPP-LC),LVA-LPP-LC
Latvia,LTF,1991,1993,LVA,Latvian People’s Front,,,LVA-LTF
Latvia,LV,1995,1997,LVA,,,,LVA-LV
Latvia,LZP,1919,1919,LVA,Latvian Green Party,,1919 Niedra (LZP),LVA-LZP
Latvia,LZS,1919,1998,LVA,Ulmanis,,1919 Ulmanis (LZS),LVA-LZS
Latvia,LZS-LKDS-LLDP,1995,1997,LVA,,,,LVA-LZS-LKDS-LLDP
Latvia,PA,1931,1933,LVA,Progressive Union,,1931 Skujenieks (PA),LVA-PA
Latvia,SD,1999,1999,LVA,Social Democrats,,,LVA-SD
Latvia,TB,1995,1997,LVA,Fatherland and Freedom,,,LVA-TB
Latvia,TB-LNNK,1997,2008,LVA,,,1997 Krasts (TB-LNNK),LVA-TB-LNNK
Latvia,TP,2000,2008,LVA,People’s Party,,1999 Skele (TP),LVA-TP
Latvia,TPA,1994,1995,LVA,Political Union of Economists,,,LVA-TPA
Latvia,ZZS,2002,2008,LVA,Union of Greens and Farmers,,2004 Emsis (ZZS),LVA-ZZS
Lebanon,DP,1946,1952,LBN,Destour Party / Constitutional Bloc,al-Kutla al-Dusturiyya,,LBN-DP
Lebanon,FM,2007,2008,LBN,,,2007 Siniora (FM),LBN-FM
Lebanon,KPL,1964,1988,LBN,Lebanese Phalanges Party,,1964 Helou (KPL),LBN-KPL
Lebanon,LF,1970,1976,LBN,Lebanese Front,,1970 Franjieh (LF),LBN-LF
Lebanon,SNF,1952,1958,LBN,Constitutional Bloc,,1952 Chamoun (SNF),LBN-SNF
Lesotho,BCP,1993,1997,LSO,Basotho Congress Party,,1993 Mokhehle (BCP),LSO-BCP
Lesotho,BNP,1966,1986,LSO,Basotho National Party,,1966 Jonathan (BNP),LSO-BNP
Lesotho,LCD,1998,2008,LSO,,,1998 Mosisili (LCD),LSO-LCD
Liberia,LAP,2003,2006,LBR,Liberian Action Party,,2003 Bryant (LAP),LBR-LAP
Liberia,LPP,1990,1994,LBR,Liberian People's Party,,1990 Sawyer (LPP),LBR-LPP
Liberia,NDP,1985,1997,LBR,“Mil” to National Democratic Party of Liberia,,1996 Perry (NDP),LBR-NDP
Liberia,NPP,1997,2003,LBR,National Patriotic Party,,1997 Taylor (NPP),LBR-NPP
Liberia,TWP,1920,1980,LBR,True Whig Party,,1930 Barclay (TWP),LBR-TWP
Liberia,UP,2006,2008,LBR,United Party,,2006 Johnson-Sirleaf (UP),LBR-UP
Lithuania,LDDP,1992,1998,LTU,Democratic Labor Party of Lithuania,,1992 Brazauskas (LDDP),LTU-LDDP
Lithuania,LKDP,1920,1926,LTU,Christian Democrats,,1920 Stulginskis (LKDP),LTU-LKDP
Lithuania,LLP,2003,2004,LTU,Lithuanian Liberal-Democratic Party,,2003 Paksas (LLP),LTU-LLP
Lithuania,LTS,1926,1940,LTU,Lithuanian Nationalist Union,,1926 Smetona (LTS),LTU-LTS
Lithuania,LVLS,1926,1926,LTU,,,1926 Grinius (LVLS),LTU-LVLS
Lithuania,NS,2004,2004,LTU,,,2004 Paulauskas (NS),LTU-NS
Lithuania,Sajudis,1991,1992,LTU,,,,LTU-Sajudis
Macedonia,DPA,2002,2002,MKD,Democratic Party of Albanians,,,MKD-DPA
Macedonia,DA,1998,2000,MKD,Democratic Alternative,,,MKD-DA
Macedonia,LDP,2001,2001,MKD,The Liberal Party,,,MKD-LDP
Macedonia,LP,1993,1996,MKD,,,,MKD-LP
Macedonia,NSDP,2006,2008,MKD,,,,MKD-NSDP
Macedonia,PDP,1993,2002,MKD,Party for Democratic Prosperity,,,MKD-PDP
Macedonia,SDSM,1993,1998,MKD,Social Democratic Party of Macedonia,,,MKD-SDSM
Macedonia,SPM,1993,1998,MKD,,,,MKD-SPM
Macedonia,VMRO,1998,2002,MKD,,,1998 Georgievski (VMRO),MKD-VMRO
Macedonia,VMRO-DPMNE,2006,2008,MKD,Democratic Party for Macedonia,,2006 Gruevski (VMRO-DPMNE),MKD-VMRO-DPMNE
Macedonia,ZMZ,2002,2006,MKD,Together for Macedonia,,2002 Crvenkovski (ZMZ),MKD-ZMZ
Madagascar,AREMA,1975,2002,MDG,,,1997 Ratsiraka (AREMA),MDG-AREMA
Madagascar,AVI,1996,1997,MDG,Asa Vita no Ifampitsarana,,1996 Ratsirahonana (AVI),MDG-AVI
Madagascar,FNDR,1975,1993,MDG,,,1975 Ratsiraka (FNDR),MDG-FNDR
Madagascar,PSD,1960,1972,MDG,Parti Social Démocratique du Madagascar,,1960 Tsiranana (PSD),MDG-PSD
Madagascar,TIM,2002,2008,MDG,Tiako i Madagasikara,,2002 Ravalomanana (TIM),MDG-TIM
Madagascar,UNDD,1993,1996,MDG,Démocratie,,1993 Zafy (UNDD),MDG-UNDD
Malawi,DPP,2006,2008,MWI,Democratic Progressive Party,,,MWI-DPP
Malawi,MCP,1964,1994,MWI,Malawi Congress Party,,1964 Banda (MCP),MWI-MCP
Malawi,UDF,1994,2005,MWI,United Democratic Front,,1994 Muluzi (UDF),MWI-UDF
Malaysia,UMNO,1957,2008,MYS,United Malays National Organisation,,1957 Rahman (UMNO),MYS-UMNO
Mali,ADM,1992,2002,MLI,,,1992 Konare (ADM),MLI-ADM
Mali,CCD,2002,2008,MLI,Coalition for Change and Democracy,,2002 Toure (CCD),MLI-CCD
Mali,UDPM,1977,1991,MLI,,,,MLI-UDPM
Mali,US-RDA,1960,1968,MLI,Union Soudanais/Rassemblement Démocratique Africain,,1960 Keita (US-RDA),MLI-US-RDA
Mauritania,PPM,1962,1978,MRT,,,,MRT-PPM
Mauritania,PRDS,1993,2005,MRT,Parti Républicain Démocratique et Social,,,MRT-PRDS
Mauritania,PRM,1960,1961,MRT,Parti Rassemblement Mauritian,,,MRT-PRM
Mauritius,PTr,1990,1990,MUS,,,1995 N. Ramgoolam (PTr),MUS-PTr
Mauritius,MMM,1982,2005,MUS,Mouvement Militant Mauricien,,1982 Jugnauth (MMM),MUS-MMM
Mauritius,MMSM,2005,2008,MUS,Mouvement Militant Socialiste Mauricien,,,MUS-MMSM
Mauritius,MR,2005,2008,MUS,,,,MUS-MR
Mauritius,MSM,1984,2005,MUS,Mouvement Socialiste Militant,,2000 Jugnauth (MSM),MUS-MSM
Mauritius,MTD,1992,1995,MUS,Mouvement des Travaillistes Democrates,,,MUS-MTD
Mauritius,OPR,1988,2000,MUS,Rodriguan People’s Organisation,,,MUS-OPR
Mauritius,PMDS(Jugnauth),1995,1995,MUS,,,,MUS-PMDS(Jugnauth)
Mauritius,PMSD,1977,1988,MUS,,,,MUS-PMSD
Mauritius,PMXD,2000,2008,MUS,Parti Mauricien Xavier Duval,,,MUS-PMXD
Mauritius,PSM,1982,1983,MUS,Parti Socialiste Mauricien,,,MUS-PSM
Mauritius,PTR,1984,1984,MUS,Mauritian Labour Party,,,MUS-PTR
Mauritius,RMM,1994,1995,MUS,Mauritanian Millitant Renaisance,,,MUS-RMM
Mauritius,RTM,1985,1987,MUS,Mauritanian Labour Rally,,,MUS-RTM
Mauritius,Verts,2005,2008,MUS,"Mouvement Republicain, and Les Verts",,,MUS-Verts
Mexico,L-Mod,1919,1920,MEX,Liberal Moderate,,,MEX-L-Mod
Mexico,PAN,2000,2008,MEX,,,2000 Fox (PAN),MEX-PAN
Mexico,PLC,1920,1924,MEX,,,1920 Obregon (PLC),MEX-PLC
Mexico,PNA,1920,1920,MEX,,,1920 de la Huerta (PNA),MEX-PNA
Mexico,PNR,1924,1938,MEX,National Revolutionary Party,,1924 Calles (PNR),MEX-PNR
Mexico,PRI,1946,2000,MEX,Institutional Revolutionary Party,,1946 Aleman Valdes (PRI),MEX-PRI
Mexico,PRM,1939,1946,MEX,Party of the Mexican Revolution,,1940 Avila Camacho (PRM),MEX-PRM
Moldova,ADP,1994,1995,MDA,Agrarian Democratic Party,,,MDA-ADP
Moldova,PCRM,2001,2008,MDA,,,2001 Tarlev (PCRM),MDA-PCRM
Moldova,PRH,1996,1997,MDA,Party of Revival and Harmony,,,MDA-PRH
Mongolia,MAKN,1921,2008,MNG,,,1921 Dogsomyn Bodo (MAKN),MNG-MAKN
Mongolia,MUAN,1994,1997,MNG,,,,MNG-MUAN
Montenegro,DPSC,2006,2008,MNE,Democratic Party of Socialists of Montenegro,,2006 Sturanovic (DPSC),MNE-DPSC
Montenegro,PSC,2006,2006,MNE,Democratic Party of Socialists of Montenegro,,,MNE-PSC
Montenegro,SDP,2006,2008,MNE,Social Democratic Party,,,MNE-SDP
Mozambique,FRELIMO,1975,2008,MOZ,Frente da Libertação de Moçambique,,1975 Machel (FRELIMO),MOZ-FRELIMO
Myanmar,AFPFL,1948,1958,MMR,Anti-Fascist People’s Freedom League,,1948 U Nu (AFPFL),MMR-AFPFL
Myanmar,PSPB,1962,1988,MMR,,,1988 Maung Maung (PSPB),MMR-PSPB
Myanmar,UnP,1960,1962,MMR,,,1960 U Nu (UnP),MMR-UnP
Namibia,SWAPO,1990,2008,NAM,South West African People's Organization,,1990 Nujoma (SWAPO),NAM-SWAPO
Nepal,CPN-M,2008,2008,NPL,Communist Party of NepalMaoist,,2008 Prachanda (CPN-M),NPL-CPN-M
Nepal,CPN-UML,1994,1995,NPL,Communist Party of Nepal-United Marxist Leninist,,1994 Man Mohan Adhilari (CPN-UML),NPL-CPN-UML
Nepal,NCP,1990,2008,NPL,Nepali Congress Party,,1990 Krishna Prasad Bhatterai (NCP),NPL-NCP
Nepal,NSP,1995,1999,NPL,Nepali Sadbhavana Party,,,NPL-NSP
Nepal,NWPP,1997,1997,NPL,Nepal Workers’ and Peasants’ Party,,,NPL-NWPP
Nepal,RPP,1995,1998,NPL,Rashtriya Prajatantra Party,,1997 Lokendra Bahadur Chand (RPP),NPL-RPP
Nepal,UML,1997,1999,NPL,,,,NPL-UML
Netherlands,AB,1919,1926,NLD,Algemeene Bond van RK-kiesvereenigingen,,,NLD-AB
Netherlands,ARP,1919,1977,NLD,Protestant Christian democrat “Anti-Revolutionary Party”,,1925 Colijn (ARP),NLD-ARP
Netherlands,CDA,1977,2008,NLD,Christian-Democratic Appeal,,1977 van Agt (CDA),NLD-CDA
Netherlands,CHU,1919,2008,NLD,Dutch Reformed Christian democrat “Christian Historic Union”,,1926 de Geer (CHU),NLD-CHU
Netherlands,D'66,2004,2006,NLD,,,,NLD-D'66
Netherlands,D66,1973,2002,NLD,,,,NLD-D66
Netherlands,DS70,1971,1972,NLD,,,,NLD-DS70
Netherlands,KVP,1945,1977,NLD,Catholic People’s Party,,1946 Beel (KVP),NLD-KVP
Netherlands,LPF,2002,2003,NLD,Pim Fortuyn List,,,NLD-LPF
Netherlands,PPR,1973,1977,NLD,Political Party of Radicals,,,NLD-PPR
Netherlands,PvdA,1945,2008,NLD,,,1948 Drees (PvdA),NLD-PvdA
Netherlands,RKSP,1926,1940,NLD,,,1929 de Beerenbrouck (RKSP),NLD-RKSP
Netherlands,SDAP,1940,1940,NLD,Social Democratic Labor Party,,,NLD-SDAP
Netherlands,VB,1933,1937,NLD,Liberal Union,Vrijheidsbond,,NLD-VB
Netherlands,VDB,1933,1946,NLD,Democratic Union,Vrijzinnig Democratische Bond,1945 Schermerhorn (VDB),NLD-VDB
Netherlands,VVD,1948,2007,NLD,People’s Party for Freedom and Democracy,,,NLD-VVD
New Zealand,All,1999,2002,NZL,,,,NZL-All
New Zealand,Lab,1935,2008,NZL,,,1935 Savage (Lab),NZL-Lab
New Zealand,Nat,2008,2008,NZL,,,2008 Key (Nat),NZL-Nat
New Zealand,NP,1949,1999,NZL,National Party,,1949 Holland (NP),NZL-NP
New Zealand,NZF,1997,1998,NZL,New Zealand First,,,NZL-NZF
New Zealand,PP,2003,2008,NZL,,,,NZL-PP
New Zealand,Ref,1920,1935,NZL,,,1925 Bell (Ref),NZL-Ref
New Zealand,Uni,1928,1935,NZL,,,1928 Ward (Uni),NZL-Uni
Nicaragua,APRE,2005,2007,NIC,,,,NIC-APRE
Nicaragua,FSLN,1979,2008,NIC,,Frente Sandinista de Liberación Nacional,1979 Ortega (FSLN),NIC-FSLN
Nicaragua,PC,1919,1929,NIC,Conservative Party,,1923 Martinez Gonzalez (PC),NIC-PC
Nicaragua,PL,1929,1936,NIC,Liberal Party,,1929 Moncada (PL),NIC-PL
Nicaragua,PLC,1997,2004,NIC,,,1997 Aleman (PLC),NIC-PLC
Nicaragua,PLN,1936,1979,NIC,Liberal Nationalist Party,,1947 Arguello (PLN),NIC-PLN
Nicaragua,PN,1921,1923,NIC,National Party,,1921 Chamorro Bolanos (PN),NIC-PN
Nicaragua,UNO,1990,1997,NIC,,Unión Nacional Opositora,1990 V. Chamorro (UNO),NIC-UNO
Niger,CDS,1993,1996,NER,,,1993 Ousmane (CDS),NER-CDS
Niger,MNSD,1990,2008,NER,,,1999 Mamadou Tandja (MNSD),NER-MNSD
Niger,PPN,1960,1974,NER,Parti Progressista Nigeriano,,1960 Diori (PPN),NER-PPN
Nigeria,NCNC,1960,1966,NGA,Cameroons,,,NGA-NCNC
Nigeria,NNDP,1965,1966,NGA,,,,NGA-NNDP
Nigeria,NPC,1960,1966,NGA,Northern People's Congress,,1960 Balewa (NPC),NGA-NPC
Nigeria,NPN,1979,1983,NGA,National Party of Nigeria,,1979 Shagari (NPN),NGA-NPN
Nigeria,PDP,1999,2008,NGA,People's Democratic Party,,1999 Obasanjo (PDP),NGA-PDP
North Korea,CND,1948,2008,PRK,,,1948 Kim Il Sung (CND),PRK-CND
Norway,AP,1945,2008,NOR,Norwegian Labor Party,,1945 Nygaardsvold (AP),NOR-AP
Norway,Bp,1931,1933,NOR,,,1931 Kolstad (Bp),NOR-Bp
Norway,CON,1963,2005,NOR,,,1963 Lyng (CON),NOR-CON
Norway,CP,1963,2008,NOR,Centre Party,,1965 Borten (CP),NOR-CP
Norway,CPP,1963,2005,NOR,Christian People’s Party,,1972 Korvald (CPP),NOR-CPP
Norway,DNA,1928,1940,NOR,Labour Party,Norske Arbeiderparti,1928 Hornsrud (DNA),NOR-DNA
Norway,FV,1920,1928,NOR,Liberal Left,Frisinnede Venstre,1923 Berge (FV),NOR-FV
Norway,H,1920,1928,NOR,Conservative,Høyre,1920 Halvorsen (H),NOR-H
Norway,LIB,1963,2005,NOR,Liberal Party,,,NOR-LIB
Norway,NS,1940,1945,NOR,National Unity,,1940 Quisling (NS),NOR-NS
Norway,SV,2005,2008,NOR,Socialist Left,,,NOR-SV
Norway,V,1919,1935,NOR,Liberal Party,Venstre,1921 Blehr (V),NOR-V
Pakistan,AL,1956,1957,PAK,East Pakistani (Bangladeshi) Awami League,,1956 Shahid Suhrawardy (AL),PAK-AL
Pakistan,ANP,1993,1996,PAK,Awami National Party,,,PAK-ANP
Pakistan,Diss-krisScram,1957,1958,PAK,,,,PAK-Diss-krisScram
Pakistan,IJI,1990,1990,PAK,Islami Jamhooria Ittehad,,1990 Jatoi (IJI),PAK-IJI
Pakistan,KrisSram,1957,1957,PAK,,,,PAK-KrisSram
Pakistan,ML,1947,1957,PAK,Muslim League,,1947 Jinnah (ML),PAK-ML
Pakistan,MQM,1988,1990,PAK,Muttahida Quami Movement,,,PAK-MQM
Pakistan,N-i-Islam,1957,1957,PAK,,,,PAK-N-i-Islam
Pakistan,PML-J,1993,1996,PAK,Pakistan Muslim League Junejo,,,PAK-PML-J
Pakistan,PML-N,1991,1999,PAK,,,1990 Sharif (PML-N),PAK-PML-N
Pakistan,PML-Q,2008,2008,PAK,Pakistani Muslim League-Quaid-e-Azam,,2008 Soomro (PML-Q),PAK-PML-Q
Pakistan,PPP,1971,2008,PAK,Pakistan People’s Party,,1971 Bhutto (PPP),PAK-PPP
Pakistan,RP,1956,1958,PAK,Republican Party,,1957 Khan Noon (RP),PAK-RP
Pakistan,UF,1955,1956,PAK,United Front,,,PAK-UF
Panama,AC,1931,1931,PAN,Acción Comunal,,1931 H. Arias (AC),PAN-AC
Panama,CNP,1952,1960,PAN,Guardia,,1952 Remon Cantera (CNP),PAN-CNP
Panama,PA,1990,2004,PAN,Arnulfista Party,,1999 Moscoso (PA),PAN-PA
Panama,PL,1919,1949,PAN,Liberal Party,,1920 Lefevre (PL),PAN-PL
Panama,PLD,1932,1936,PAN,,,1932 H. Arias (PLD),PAN-PLD
Panama,PLN,1949,1968,PAN,Roberto Chiari,,1949 Chiari Remon (PLN),PAN-PLN
Panama,PNR,1936,1941,PAN,National Revolutionary Party,,1936 Juan Arosemena (PNR),PAN-PNR
Panama,PP,1968,1968,PAN,,,1968 Arias A. (PP),PAN-PP
Panama,PPA,1990,1994,PAN,,,1990 Endara Galimany (PPA),PAN-PPA
Panama,PRA,1949,1952,PAN,and Arias A,,1949 A. Arias (PRA),PAN-PRA
Panama,PRD,1978,2008,PAN,,,1994 Balladares (PRD),PAN-PRD
Papua New Guinea,NAP,2002,2008,PNG,National Alliance Party,,2002 Somare (NAP),PNG-NAP
Papua New Guinea,PDM,1985,2002,PNG,People’s Democratic Movement,,1985 Wingti (PDM),PNG-PDM
Papua New Guinea,PGU,1975,1992,PNG,Pangu or Papua New Guinea Union Party,,1975 Somare (PGU),PNG-PGU
Papua New Guinea,PNC,1997,1999,PNG,People’s National Congress,,1997 Skate (PNC),PNG-PNC
Papua New Guinea,PPP,1980,1997,PNG,People’s Progress Party,,1980 Chan (PPP),PNG-PPP
Paraguay,ANR-PC,1948,2008,PRY,,,1948 Gonzalez Paredes (ANR-PC),PRY-ANR-PC
Paraguay,APC,2008,2008,PRY,Patriotic Alliance for Change,Alianza Patriótica por el Cambio,,PRY-APC
Paraguay,PDC,2008,2008,PRY,,,2008 Lugo Mendez (PDC),PRY-PDC
Paraguay,PL,1919,1940,PRY,Liberal Party,,1919 Montero (PL),PRY-PL
Paraguay,PRF,1936,1937,PRY,February Republican Party,,1936 R. Franco (PRF),PRY-PRF
Peru,AP,1963,2001,PER,,,1963 Belaunde (AP),PER-AP
Peru,APRA,1985,2008,PER,,,1985 Garcia Perez (APRA),PER-APRA
Peru,CC,1939,1945,PER,Conservative Coalition,,1939 Prado y Ugarteche (CC),PER-CC
Peru,FDN,1945,1948,PER,,,1945 Bustamante (FDN),PER-FDN
Peru,MDP,1956,1962,PER,Pradista Democratic Movement/Peruvian Democratic Movement,,1956 Prado y Ugarteche (MDP),PER-MDP
Peru,NM-C'90,1990,2000,PER,,,1990 Fujimori (NM-C'90),PER-NM-C'90
Peru,PC,1919,1919,PER,Civilista Party,,,PER-PC
Peru,PDR,1919,1930,PER,Democratic Reformist Party,,1919 Leguia (PDR),PER-PDR
Peru,PP,2001,2006,PER,,,2001 Toledo (PP),PER-PP
Peru,PR,1950,1956,PER,,Partido Restaurador del Perú,,PER-PR
Peru,UR,1931,1933,PER,Revolutionary Union,,1931 Sanchez Cerro (UR),PER-UR
Philippines,KBL,1978,1986,PHL,,,,PHL-KBL
Philippines,LEN-NUCD,1992,1998,PHL,,,1992 Ramos (LEN-NUCD),PHL-LEN-NUCD
Philippines,LEN-UCD-UMDP,2001,2008,PHL,,,2001 Gloria Macapagal-Arroyo (LEN-UCD-UMDP),PHL-LEN-UCD-UMDP
Philippines,LMP,1998,2001,PHL,,,1998 Estrada (LMP),PHL-LMP
Philippines,PL,1946,1965,PHL,Liberal Party,,1946 Roxas (PL),PHL-PL
Philippines,PN,1953,1977,PHL,Nationalist Party,,1953 Magsaysay (PN),PHL-PN
Philippines,UNIDO,1986,1992,PHL,,,1986 Aquino (UNIDO),PHL-UNIDO
Poland,PiS,2005,2008,POL,,,2005 Kaczynski (PiS),POL-PiS
Poland,PPR,1945,1947,POL,Polish Workers’ Party,,,POL-PPR
Poland,PZPR,1948,1990,POL,Polish United Workers’ Party,,1956 Ochab (PZPR),POL-PZPR
Poland,SdRP,1995,1999,POL,Democratic Left Alliance,,,POL-SdRP
Poland,SLD,2000,2005,POL,Alliance of Democratic Left,,,POL-SLD
Poland,Soldr,1990,1995,POL,,,1990 Walesa (Soldr),POL-Soldr
Portugal,MFA,1974,1976,PRT,Movimento das Forgas Armadas,,,PRT-MFA
Portugal,PD,1923,1926,PRT,Democratic Party,,1923 Gomes (PD),PRT-PD
Portugal,PRD,1976,1986,PRT,Party of Democratic Renovation,,1976 Eanes (PRD),PRT-PRD
Portugal,PRE,1919,1923,PRT,Republican Evolutionist Party,,1919 Almeida (PRE),PRT-PRE
Portugal,PS,1986,2006,PRT,Socialist Party,,1986 Soares (PS),PRT-PS
Portugal,PSD,2006,2008,PRT,Social Democrat Party,,2006 Silva (PSD),PRT-PSD
Portugal,UN,1931,1974,PRT,União Republicana,,1932 Salazar (UN),PRT-UN
Republic of Vietnam,CL+NRM,1954,1963,VNR,,,1954 Ngo Dinh Diem (CL+NRM),VNR-CL+NRM
Republic of Vietnam,DVP,1954,1954,VNR,,,1954 Quat (DVP),VNR-DVP
Romania,ADP,1991,1992,ROU,Agrarian Democratic Party,,,ROU-ADP
Romania,CDR,1997,2000,ROU,Democratic Convention of Romania,,1996 Ciorbea (CDR),ROU-CDR
Romania,FSN,1989,1992,ROU,National Front Salvation,,1989 Roman (FSN),ROU-FSN
Romania,FSND,1992,1994,ROU,Iliuescu’s Democratic National Salvation Front,,,ROU-FSND
Romania,NLP,1991,1992,ROU,,,,ROU-NLP
Romania,PCR,1947,1989,ROU,,,1947 Gheorghiu-Dej (PCR),ROU-PCR
Romania,PD,2004,2008,ROU,,,2004 Basescu (PD),ROU-PD
Romania,PDSR,2000,2000,ROU,Party of Social Democracy for Romania,,,ROU-PDSR
Romania,PSD,2001,2007,ROU,,,2004 Bejinariu (PSD),ROU-PSD
Romania,PUNR,1995,1996,ROU,,,,ROU-PUNR
Romania,REM,1991,1992,ROU,,,,ROU-REM
Romania,SDPR,1995,1996,ROU,,,,ROU-SDPR
Romania,UDMR,1997,2000,ROU,,,,ROU-UDMR
Romania,USD,1997,2000,ROU,Social Democratic Union (PSDR+PD),,1999 Athanasiu (USD),ROU-USD
Russia,AUCP,1926,1952,RUS,All-Union Communist Party of Bolsheviks,,,RUS-AUCP
Russia,CPSU,1953,1991,RUS,Soviet Union,,1953 Malenkov (CPSU),RUS-CPSU
Russia,RCP,1919,1925,RUS,Russian Communist Party of Bolsheviks,,,RUS-RCP
Rwanda,FPR,1994,2008,RWA,,,1994 Kagame (FPR),RWA-FPR
Rwanda,MDR-PARMEH,1962,1973,RWA,Mouvement Démocratique Républicain-Parti du Mouvement de l'Emacipation Hutu,,,RWA-MDR-PARMEH
Rwanda,MRND,1976,1994,RWA,Sindikubwabo,,,RWA-MRND
Rwanda,MRNDD,1994,1994,RWA,,,1994 Sindikubwabo (MRNDD),RWA-MRNDD
Senegal,PDS,2000,2008,SEN,Parti Démocratique Sénégalais,,2000 Wade (PDS),SEN-PDS
Senegal,PSS,1977,2000,SEN,Parti Socialiste du Sénégal,,1981 Diouf (PSS),SEN-PSS
Senegal,UPS,1960,1976,SEN,Union de Progressif de Senegalese,,,SEN-UPS
Sierra Leone,APC,1968,2008,SLE,All People's Congress,,1968 Stevens (APC),SLE-APC
Sierra Leone,SLPP,1961,2007,SLE,Sierra Leone People's Party,,1961 M. Margai (SLPP),SLE-SLPP
Singapore,PAP,1965,2008,SGP,People’s Action Party,,1990 Goh Chok Tong (PAP),SGP-PAP
Slovakia,AD,1994,1994,SVK,,,,SVK-AD
Slovakia,ANO,2003,2006,SVK,,,,SVK-ANO
Slovakia,APR,1994,1994,SVK,,,1994 Moravcik (APR),SVK-APR
Slovakia,HZDS,1993,1998,SVK,Democratic Slovakia,,1993 Meciar (HZDS),SVK-HZDS
Slovakia,KDH,1994,2006,SVK,,,,SVK-KDH
Slovakia,LZ-HZDS,2006,2008,SVK,,,,SVK-LZ-HZDS
Slovakia,NDK,1994,1994,SVK,,,,SVK-NDK
Slovakia,SDK,1998,2000,SVK,Slovak Democratic Coalition,,,SVK-SDK
Slovakia,SDKU,2001,2006,SVK,Slovak Democratic and Christian Union,,,SVK-SDKU
Slovakia,SDL,1994,1994,SVK,,,,SVK-SDL
Slovakia,SMER,2006,2008,SVK,,,2006 Fico (SMER),SVK-SMER
Slovakia,SMK,2003,2006,SVK,,,,SVK-SMK
Slovakia,SNS,1993,2008,SVK,Slovak National Party,,,SVK-SNS
Slovakia,ZRS,1994,1998,SVK,Association of Workers of Slovakia,,,SVK-ZRS
Slovenia,DeSUS,1998,2008,SVN,,,,SVN-DeSUS
Slovenia,LDS,1992,2008,SVN,,,1992 Drnovsek (LDS),SVN-LDS
Slovenia,NS-KLS,2005,2008,SVN,,,,SVN-NS-KLS
Slovenia,SDS,1992,2008,SVN,Slovenian Democratic Party,,2004 Jansa (SDS),SVN-SDS
Slovenia,SDSS,1994,1994,SVN,,,,SVN-SDSS
Slovenia,SKD,1994,1997,SVN,Slovene Christian Democrats,,,SVN-SKD
Slovenia,SKD-DEMOS,1992,1992,SVN,,,,SVN-SKD-DEMOS
Slovenia,SLS,1998,2008,SVN,Slovenian People’s Party,,,SVN-SLS
Slovenia,SLS-SKD,2000,2004,SVN,,,2000 Bajuk (SLS-SKD),SVN-SLS-SKD
Slovenia,Zares,2008,2008,SVN,,,,SVN-Zares
Slovenia,ZLSD,1992,2008,SVN,United List of Social Democrats,,2008 Pahor (ZLSD),SVN-ZLSD
Slovenia,ZS,1992,1994,SVN,,,,SVN-ZS
Solomon Islands,AIM,2006,2006,SLB,Association of Independent Members of Parliament,,2006 Snyder Rini (AIM),SLB-AIM
Solomon Islands,GNUR,1994,1997,SLB,,,1994 Solomon Sunaone Mamaloni (GNUR),SLB-GNUR
Solomon Islands,NCP,1993,1994,SLB,National Coalition Partners,,,SLB-NCP
Solomon Islands,NFP,1986,1989,SLB,Nationalist Front for Progress,,,SLB-NFP
Solomon Islands,PAP,1981,2006,SLB,People's Alliance Party,,1981 Solomon Sunaone Mamaloni (PAP),SLB-PAP
