"country_short","country","party","name_short","name_english","party_otherlanguage","party_id","year_first","year_last","n","minister_first","partyfacts_id"
"LBN","Lebanon","nb","NB","National Bloc","Bloc National","LBN-nb","1973","1974",2,"1973 Emile Ruhana Saqr (Minister of Labor & Social Affairs)",4741
"LBN","Lebanon","nlp","NLP","National Liberal Party",,"LBN-nlp","1970","1996",14,"1970 Habib Mutran (Minister of Health)",6391
"LBN","Lebanon","psp","PSP","Progressive Socialist Party",,"LBN-psp","1966","2023",40,"1966 Kamal Jumblatt (Minister of Posts, Telegraphs & Telephones)",2565
"LBN","Lebanon","ssnp","SSNP","Syrian Social Nationalist Party",,"LBN-ssnp","1991","2023",20,"1991 Asaad Hardan (Minister of State)",3236
"LBN","Lebanon","tp","TP","Armenian Revolutionary Federation in Lebanon","Tashnaq Party","LBN-tp","1969","2023",31,"1969 Khatchig Babikian (Minister of Health)",7993
"LBN","Lebanon","wp","WP","Promise Party",,"LBN-wp","1993","1998",6,"1993 Elie Hobeika (Minister of Electricity & Water Resources)",8984
"LBR","Liberia","afl","AFL","Armed Forces of Liberia","Armed Forces of Liberia","LBR-afl","1996","2003",8,"1996 Hezekiah Bowen (Minister of Defense)",3455
"LBR","Liberia","cdc","CDC","Congress for Democratic Change","Congress for Democratic Change","LBR-cdc","2018","2023",6,"2018 George Manneh Weah (Pres.)",
"LBR","Liberia","independent","INDEPENDENT","independent","independent","LBR-independent","1980","2023",38,"1980 Samuel K. Doe (Head Of State & Chairman, People's Redemption Council)",3451
"LBR","Liberia","lap","LAP","Liberian Action Party","Liberian Action Party","LBR-lap","2004","2009",6,"2004 Gyude Bryant (Chairman)",5376
"LBR","Liberia","ldf","LDF","Lofa Defense Force","Lofa Defense Force","LBR-ldf","1996","2000",5,"1996 Francois Massaquoi (Minister of Youth & Sports)",
"LBR","Liberia","lpc","LPC","Liberia Peace Council","Liberia Peace Council","LBR-lpc","1996","1997",2,"1996 Moses Bah (Minister of Education)",4139
"LBR","Liberia","lpp","LPP","Liberian People's Party","Liberian People's Party","LBR-lpp","1991","1993",3,"1991 Amos Sawyer (President)",5870
"LBR","Liberia","ndpl","NDPL","National Democratic Party of Liberia","National Democratic Party of Liberia","LBR-ndpl","1986","2010",10,"1986 Samuel K. Doe (President)",4143
"LBR","Liberia","npfl","NPFL","National Patriotic Front of Liberia","National Patriotic Front of Liberia","LBR-npfl","1994","1997",4,"1994 Roland Massaquoi (Minister of Agriculture)",
"LBR","Liberia","npp","NPP","National Patriotic Party","National Patriotic Party","LBR-npp","1998","2023",14,"1998 Charles Taylor (President)",4142
"LBR","Liberia","tw","TW","True Whig Party","True Whig Party","LBR-tw","1966","1979",14,"1967 William V. S. Tubman (President)",5837
"LBR","Liberia","ulimo","ULIMO","United Liberation Movement of Liberia for Democracy",,"LBR-ulimo","1994","1997",4,"1994 Losinee Kamara (Minister of Commerce & Industry)",
"LBR","Liberia","up","UP","Unity Party",,"LBR-up","2006","2023",18,"2006 Ellen Johnson Sirleaf (President)",4140
"LBR","Liberia","upp","UPP","United People's Party",,"LBR-upp","2004","2005",2,"2004 Wesley Johnson (Vice Chairman)",5991
"LBY","Libya","independent","INDEPENDENT","independent","independent","LBY-independent","1966","2023",58,"1966 Muhammad Idris Al Sanusi (King)",3605
"LBY","Libya","jcp","JCP","Justice and Construction Party",,"LBY-jcp","2013","2014",2,"2013 Mustafa Muhammad Al Sadiq Abu Funas (Minister of Economy)",3638
"LBY","Libya","nfp","NFP","National Front Party",,"LBY-nfp","2013","2013",1,"2013 Muhammad Yusuf Al Maqaryaf (President, General National Congress)",8435
"LBY","Libya","npdw","NPDW","National Party for Development and Welfare","National Party for Development and Welfare","LBY-npdw","2013","2014",2,"2013 Ali Zaydan (Prime Minister)",8712
"LKA","Sri Lanka","acmc","ACMC","All Ceylon Makkal Congress",,"LKA-acmc","2007","2018",12,"2007 Rishad Bathiyutheen (Minister of Resettlement & Disaster Relief Service)",8930
"LKA","Sri Lanka","cp","CP","Communist Party of Sri Lanka","Sri Lankavay Komiyunist Pakshaya","LKA-cp","1971","2014",23,"1971 Pieter Keuneman (Minister of Housing & Construction)",6691
"LKA","Sri Lanka","cwc","CWC","Ceylon Workers' Congress",,"LKA-cwc","1979","2023",30,"1979 Savumiamoorthy Thondaman (Minister of Rural Industrial Development)",8070
"LKA","Sri Lanka","dlf","DLF","Democratic Left Front","Prajathanthravadi Vamanshika Peramuna","LKA-dlf","2012","2021",4,"2012 Vasudeva Nanayakkara (Minister of National Languages & Social Integration)",
"LKA","Sri Lanka","dpf","DPF","Democratic People's Front",,"LKA-dpf","2016","2019",4,"2016 Mano Ganesan (Minister of National Dialogue)",
"LKA","Sri Lanka","epdp","EPDP","Eelam People's Democratic Party",,"LKA-epdp","2004","2023",15,"2004 Douglas Devananda (Minister of Agricultural Marketing Development)",2933
"LKA","Sri Lanka","independent","INDEPENDENT","independent","independent","LKA-independent","1966","1977",12,"1966 William Gopallawa (Governor General)",2930
"LKA","Sri Lanka","jhu","JHU","National Heritage Party / Jathika Hela Urumaya",,"LKA-jhu","2007","2019",13,"2007 Champika Ranawaka (Minister of Environment)",4160
"LKA","Sri Lanka","jnp","JNP","National Freedom Front","Jathika Nidahas Peramuna","LKA-jnp","2010","2021",7,"2010 Wimal Weerawansa (Minister of Construction, Engineering Services, Housing & Common Amenities)",
"LKA","Sri Lanka","lss","LSS","Lanka Equal Society Party / Lanka Sama Samaja Party","Lanka Sama Samaja Party","LKA-lss","1971","2014",21,"1971 Colvin De Silva (Minister of Constitutional Affairs)",5414
"LKA","Sri Lanka","mep","MEP","Mahajana Eksath Peramuna / People's United Front","Mahajana Eksath Peramuna","LKA-mep","1966","2022",19,"1966 D. P. R. Gunawardena (Minister of Industries & Fisheries)",6692
"LKA","Sri Lanka","nc","NC","National Congress",,"LKA-nc","2004","2014",11,"2004 A. L. M. Athaulla (Minister of Infrastructure Development In The Eastern Province)",2933
"LKA","Sri Lanka","nua","NUA","Muslim / National Unity Alliance","Jathika Sahayogitha Sandhanaya","LKA-nua","2006","2009",4,"2006 Ferial Ashraff (Minister of Housing & Construction)",4068
"LKA","Sri Lanka","pa","PA","People's Alliance","People's Alliance","LKA-pa","1999","1999",1,"1999 Priyangani Abeyweera (Dep. Min. For Internal & International Commerce & Food)",6078
"LKA","Sri Lanka","plf","PLF","People's Liberation Front","Janatha Vimukthi Peramuna","LKA-plf","2004","2005",2,"2004 Anura Kumara Dissanayake (Minister of Agriculture & Livestock)",4067
"LKA","Sri Lanka","slfp","SLFP","Sri Lanka Freedom Party","Sri Lanka Nidahas Pakshaya","LKA-slfp","1971","2023",38,"1971 Sirimavo Bandaranaike (Prime Minister)",1967
"LKA","Sri Lanka","slfsp","SLFSP","Sri Lanka Freedom Socialist Party",,"LKA-slfsp","1966","1970",5,"1966 Wijayananda Dahanayake (Minister of Home Affairs)",
"LKA","Sri Lanka","slmc","SLMC","Sri Lanka Muslim Congress","Sri Lanka Muslim Kongrasaya","LKA-slmc","1995","2023",21,"1995 Mohamed H. M. Ashraff (Minister of Rehabilitation)",4064
"LKA","Sri Lanka","slpf","SLPF","Sri Lanka People's Front / Sri Lanka Podujana Peramuna","Sri Lanka Podujana Peramuna","LKA-slpf","2020","2023",4,"2020 Gotabaya Rajapaksa (President)",
"LKA","Sri Lanka","ucpf","UCPF","Up-Country People's Front",,"LKA-ucpf","1995","2019",9,"1995 P. Chandrasekeran (Dep. Min. For Public Utilities & Estate Housing)",2933
"LKA","Sri Lanka","unp","UNP","United National Party","Eksath Jathika Pakshaya","LKA-unp","1966","2023",45,"1966 Dudley Senanayake (Prime Minister)",1966
"LSO","Lesotho","abc","ABC","All Basotho Convention/Kobo Tata ea Basotho","All Basotho Convention/Kobo Tata ea Basotho","LSO-abc","2012","2022",11,"2012 Thomas Motsoahae Thabane (Prime Minister)",3766
"LSO","Lesotho","ad","AD","Alliance of Democrats","Alliance of Democrats","LSO-ad","2017","2023",4,"2017 Monyane Moleleki (Dep. Prime Minister)",
"LSO","Lesotho","bcp","BCP","Basotho Congress Party / Basutoland Congress Party","Basotho Congress Party / Basutoland Congress Party","LSO-bcp","1993","1997",5,"1993 Ntsu Mokhehle (Prime Minister)",4167
"LSO","Lesotho","bnp","BNP","Basotho National Party","Basotho National Party","LSO-bnp","1967","2022",30,"1967 Leabua Jonathan (Prime Minister)",4171
"LSO","Lesotho","dc","DC","Democratic Congress","Democratic Congress","LSO-dc","2016","2022",7,"2016 Pakalitha Bethuel Mosisili (Prime Minister)",4166
"LSO","Lesotho","independent","INDEPENDENT","independent","independent","LSO-independent","1968","2023",55,"1968 Moshoeshoe Ii (King)",3445
"LSO","Lesotho","lecofode","LECOFODE","Lesotho Congress for Democracy","Lesotho Congress for Democracy","LSO-lecofode","1998","2016",19,"1998 Pakalitha Bethuel Mosisili (Prime Minister)",3771
"LSO","Lesotho","mec","MEC","Movement for Economic Change","Movement for Economic Change","LSO-mec","2020","2023",4,"2020 Selibe Mochoboroane (Minister of Development Planning)",
"LSO","Lesotho","mfp","MFP","Marematlou Freedom Party","Marematlou Freedom Party","LSO-mfp","2016","2016",1,"2016 Moeketse Malebo (Minister of Justice, Human Rights & Correctional Services)",4172
"LSO","Lesotho","pfd","PFD","Popular Front for Democracy","Popular Front for Democracy","LSO-pfd","2016","2022",4,"2016 Lekhetho Rakuoane (Minister of Home Affairs)",4173
"LSO","Lesotho","rcl","RCL","Reformed Congress of Lesotho","Reformed Congress of Lesotho","LSO-rcl","2017","2020",4,"2017 Keketso Rantso (Minister of Labor & Employment)",
"LTU","Lithuania","dp","DP","Labour Party","Darbo Partija","LTU-dp","2005","2016",6,"2005 Vladimiras Prudnikovas (Minister of Culture)",102
"LTU","Lithuania","independent","INDEPENDENT","independent","independent","LTU-independent","1992","2023",32,"1992 Algis Dobravolskas (Deputy Prime Minister)",2778
"LTU","Lithuania","lcs","LCS","Center Union of Lithuania","Lietuvos centro sajunga","LTU-lcs","1997","1998",2,"1997 Algis Caplikas (Minister of Construction & Urban Development)",1185
"LTU","Lithuania","lddp","LDDP","Democratic Labour Party of Lithuania","Lietuvos demokratine darbo partija","LTU-lddp","1992","1998",7,"1992 Leonas Asmantas (Minister of Fuel & Power Engineering)",546
"LTU","Lithuania","lics","LICS","Liberal and Centre Union","Liberalu ir centro sajunga","LTU-lics","2007","2012",6,"2007 Jonas Jucas (Minister of Culture)",1193
"LTU","Lithuania","lkdp","LKDP","Lithuanian Christian Democratic Party",,"LTU-lkdp","1997","2000",4,"1997 Ceslovas Stankevicius (Minister of Defense)",6804
"LTU","Lithuania","llra","LLRA","Election Action of Lithuania's Poles","Lietuvos lenku rinkimu akcija","LTU-llra","2013","2020",3,"2013 Jaroslaw Niewierowicz (Minister of Energy)",556
"LTU","Lithuania","lls","LLS","Liberal Union of Lithuania","Lietuvos liberalu sajunga","LTU-lls","2001","2001",1,"2001 Gintautas Kevisas (Minister of Culture)",1357
"LTU","Lithuania","lrls","LRLS","Liberals' Movement of the Republic of Lithuania","Lietuvos Respublikos Liberalu sajudis","LTU-lrls","2009","2023",7,"2009 Gintaras Steponavicius (Minister of Education & Science)",1744
"LTU","Lithuania","lsdp","LSDP","Lithuanian Social Democratic Party","Lietuvos socialdemokratu partija","LTU-lsdp","1992","2017",14,"1992 Juozas Olekas (Minister of Health)",64
"LTU","Lithuania","lts","LTS","Lithuanian National Union List","Lietuviu tautininku sajunga","LTU-lts","1993","1993",1,"1993 Jonas Klimas (Minister of Forestry)",377
"LTU","Lithuania","lvls","LVLS","Lithuanian Peasant [Popular/Greens] Union",,"LTU-lvls","2007","2020",6,"2007 Kazimira Prunskiene (Minister of Agriculture & Forestry)",1490
"LTU","Lithuania","ns","NS","New Union (Social Liberals)","Naujoji sajunga (socialliberalai)","LTU-ns","2001","2008",7,"2001 Kestutis Kristinaitis (Minister of Agriculture & Forestry)",1800
"LTU","Lithuania","pdp","PDP","Civic Democratic Party","Pilietines demokratijos partija","LTU-pdp","2007","2008",2,"2007 Rimvydas Turcinskas (Minister of Health)",105
"LTU","Lithuania","sajudis","SAJUDIS","Reform Movement of Lithuania","Lietuvos Persitvarkymo Sajudis","LTU-sajudis","1992","1992",1,"1992 Gediminas Vagnorius (Prime Minister)",5779
"LTU","Lithuania","tpp","TPP","National Resurrection Party","Tautos prisikelimo partija","LTU-tpp","2009","2010",2,"2009 Remigijus Vilkaitis (Minister of Culture)",347
"LTU","Lithuania","tslkd","TSLKD",,,"LTU-tslkd","1992","2023",12,"1992 Vytautas Landsbergis (Chmn. Seimas (Parliament))",193
"LTU","Lithuania","ttldp","TTLDP",,,"LTU-ttldp","2003","2016",7,"2003 Rolandas Paksas (President)",237
"LTU","Lithuania","vndps","VNDPS","Peasants and New Democratic Party Union","Valstieciuir Naujosios Demokratijos Partiju Sajunga","LTU-vndps","2005","2006",2,"2005 Kazimira Prunskiene (Minister of Agriculture & Forestry)",1490
"LUX","Luxembourg","csv","CSV","Christian Social People's Party","Christian Social People's Partei","LUX-csv","1966","2013",42,"1966 Pierre Werner (Prime Min. & President)",539
"LUX","Luxembourg","dp","DP","Democratic Party","Demokratesch Partei","LUX-dp","1969","2023",32,"1969 Eugene Schaus (Vice President)",300
"LUX","Luxembourg","grenggap","GRENGGAP","The Greens",,"LUX-grenggap","2014","2023",10,"2014 Carole Dieschbourg (Minister of Environment)",1138
"LUX","Luxembourg","independent","INDEPENDENT","independent","independent","LUX-independent","1966","2023",58,"1966 Jean (Grand Duke)",2780
"LUX","Luxembourg","lsap","LSAP","Luxembourg Socialist Workers' Party",,"LUX-lsap","1966","2023",43,"1966 Henri Cravatte (Vice President)",186
"LVA","Latvia","dps","DPS","Democratic Party ""Saimnieks""","Demokratiska partija ""Saimnieks""","LVA-dps","1996","1998",3,"1996 Ziedonis Cevers (Dep. Prime Min. Without Portfolio)",19
"LVA","Latvia","independent","INDEPENDENT","independent","independent","LVA-independent","1992","2023",27,"1992 Aivars Prusis (Minister of Architecture & Construction)",2766
"LVA","Latvia","jkp","JKP","New Conservative Party","Jaunā konservatīvā partija","LVA-jkp","2019","2022",4,"2019 Janis Bordans (Dep. Prime Min.)",
"LVA","Latvia","jl","JL","New Era","Jaunais Laiks","LVA-jl","2003","2010",5,"2003 Einars Repse (Prime Minister)",1531
"LVA","Latvia","jp","JP","New Era Party","Jauna partija","LVA-jp","1999","2002",4,"1999 Ingrida Udre (Minister of Economics)",1632
"LVA","Latvia","kds","KDS","Christian Democratic Union","Kristigi demokratiska savieniba","LVA-kds","1998","1998",1,"1998 Talays Jundzis (Minister of Defense)",304
"LVA","Latvia","lc","LC","Latvian Way",,"LVA-lc","1992","2002",11,"1992 Anatolijs Gorbunovs (Chmn. Supreme Council)",1043
"LVA","Latvia","lnnk","LNNK","Latvian National Independence Movement","Latvijas Nacionalas Neatkaribas Kustiba","LVA-lnnk","1997","1997",1,"1997 Andris Kreslins (Minister of Energy)",1789
"LVA","Latvia","lpp","LPP","Latvia's First Party","Latvijas Pirma partija","LVA-lpp","2003","2008",6,"2003 Ainars Slesers (Deputy Prime Minister)",1778
"LVA","Latvia","lpplc","LPPLC","Latvian First Party / Latvian Way Party",,"LVA-lpplc","2007","2008",2,"2007 Ivars Godmanis (Minister of Interior)",461
"LVA","Latvia","lsdsp","LSDSP","Latvian Social Democratic Workers' Party","Latvijas Socialdemokratiska Stradnieku Partija","LVA-lsdsp","1999","1999",1,"1999 Peteris Salkazanovs (Minister of Agriculture)",741
"LVA","Latvia","ltf","LTF","Popular Front of Latvia","Latvijas Tautas fronte","LVA-ltf","1992","1993",2,"1992 Ivars Godmanis (Prime Minister)",1315
"LVA","Latvia","lvp","LVP","Latvian Unity Party","Latvijas Vienibas Partija","LVA-lvp","1996","1996",1,"1996 Alberts Kauls (Dep. Prime Min.)",373
"LVA","Latvia","lzp","LZP","Latvian Green Party","Latvijas Zala partija","LVA-lzp","1997","2023",4,"1997 Indulis Emsis (State Min. For Environment)",1296
"LVA","Latvia","lzs","LZS","Latvian Farmers' Union","Latvijas Zemnieku savieniba","LVA-lzs","1994","1999",6,"1994 Guntis Ulmanis (President)",1702
"LVA","Latvia","mf","MF","Movement For!","Kustība Par!","LVA-mf","2019","2022",4,"2019 Artis Pabriks (Dep. Prime Min.)",
"LVA","Latvia","natblnnk","NATBLNNK","National Alliance","Nacionala apvieniba","LVA-natblnnk","2007","2023",14,"2007 Gaidis Berzins (Minister of Justice)",7619
"LVA","Latvia","ps","PS","Civic Union","Pilsoniska savieniba","LVA-ps","2009","2010",2,"2009 Imants Liegis (Minister of Defense)",415
"LVA","Latvia","tb","TB","For Fatherland and Freedom","Tevzemei un Brivibai","LVA-tb","1996","2010",12,"1996 Andrejs Krastins (Dep. Prime Min.)",671
"LVA","Latvia","tp","TP","People's Party","Tautas Partija","LVA-tp","2000","2010",10,"2000 Atis Slakteris (Minister of Agriculture)",1755
"LVA","Latvia","tpa","TPA","Political Union of Economists","Tautsaimnieku politiska apvieniba","LVA-tpa","1995","1995",1,"1995 Janis Zvanitajs (Minister of Economics)",871
"LVA","Latvia","v","V","Unity","Vienotiba","LVA-v","2011","2023",13,"2011 Valdis Dombrovskis (Prime Minister)",852
"LVA","Latvia","zrp","ZRP","Zatlers' Reform Party","Zatlera Reformu partija","LVA-zrp","2012","2014",3,"2012 Daniels Pavluts (Minister of Economics)",1476
"LVA","Latvia","zzs","ZZS","Green and Farmers' Union","Zalo un Zemnieku savieniba","LVA-zzs","2003","2018",14,"2003 Martins Roze (Minister of Agriculture)",701
"MAR","Morocco","amp","AMP","Authenticity and Modernity Party",,"MAR-amp","2008","2023",6,"2008 Ahmed Akhchichine (Minister of National Education, Higher Education, Staff Training & Scientific Research)",5325
"MAR","Morocco","cu","CU","Constitutional Union",,"MAR-cu","1978","2019",22,"1978 Maati Bouabid (Minister of Justice)",5323
"MAR","Morocco","ffd","FFD","Front of Democratic Forces",,"MAR-ffd","2001","2002",2,"2001 Thami Khiari (Minister of Health)",8714
"MAR","Morocco","i","I","Istiqlal / Independence Party",,"MAR-i","1967","2023",37,"1967 Ahmed Laraki (Minister of Foreign Affairs)",2482
"MAR","Morocco","independent","INDEPENDENT","independent","independent","MAR-independent","1966","2023",58,"1966 Hassan Ii (King)",2825
"MAR","Morocco","mp","MP","Popular Movement",,"MAR-mp","1966","2021",43,"1966 Mahioubi Aherdan (Minister of State For Defense)",2481
"MAR","Morocco","pjd","PJD","Justice and Development Party",,"MAR-pjd","2012","2021",10,"2012 Abdelillah Benkirane (Prime Minister)",2479
"MAR","Morocco","pnd","PND","National Democratic Party",,"MAR-pnd","1972","1997",24,"1972 Mohamed Arsalane El-Jadidi (Minister of Labor, Social Affairs, Youth & Sports)",5706
"MAR","Morocco","pps","PPS","Progress and Socialism",,"MAR-pps","1989","2017",25,"1989 Taieb Chkili (Minister of National Education)",6220
"MAR","Morocco","rni","RNI","National Rally of Independents",,"MAR-rni","1968","2023",52,"1968 Mohamed Haddou Echiguer (Minister of Education For Primary Studies)",2480
"MAR","Morocco","usfp","USFP","Socialist Union of Popular Forces",,"MAR-usfp","1984","2021",17,"1984 Abdelwahed Radi (Minister of Cooperation)",2324
"MDA","Moldova","amn","AMN","Party Alliance Our Moldova","Partidul Alianta Moldova Noastra","MDA-amn","2010","2010",1,"2010 Victor Osipov (Dep. Prime Minister)",2259
"MDA","Moldova","independent","INDEPENDENT","independent","independent","MDA-independent","1992","2023",31,"1992 Mircea Snegur (President)",2811
"MDA","Moldova","pas","PAS","Party of Action and Solidarity","Partidul Acțiune și Solidaritate","MDA-pas","2019","2023",4,"2019 Maia Sandu (Prime Min.)",
"MDA","Moldova","pcrm","PCRM","Party of Communists of the Republic of Moldova","Partidul Comunistilor din Republica Moldova","MDA-pcrm","2000","2009",10,"2000 Vladimir Turcan (Minister of Internal Affairs)",2260
"MDA","Moldova","pdam","PDAM","Agrarian Democratic Party of Moldova","Partidul Democrat Agrar din Moldova","MDA-pdam","1993","1999",6,"1993 Petru Lucinschi (Chmn. Legislature)",2262
"MDA","Moldova","pdm","PDM","Democratic Party of Moldova","Partidul Democrat din Moldova","MDA-pdm","2010","2021",11,"2010 Valeriu Lazar (Dep. Prime Minister)",2265
"MDA","Moldova","pfd","PFD","Party of Democratic Forces","Partidul Fortelor Democratice","MDA-pfd","1998","1999",2,"1998 Oleg Stratulat (Dep. Prime Minister)",2261
"MDA","Moldova","pl","PL","Liberal Party","Partidul Liberal","MDA-pl","2010","2016",5,"2010 Mihai Ghimpu (President (Acting))",2272
"MDA","Moldova","pldm","PLDM","Liberal Democratic Party of Moldova","Partidul Liberal Democrat din Moldova","MDA-pldm","2010","2015",6,"2010 Vladimir Filat (Prime Minister)",2271
"MDA","Moldova","pmdp","PMDP","Electoral Bloc ""For a Democratic and Prosperous Moldova""","Blocul Electoral ""Pentru o Moldova Democratica si Prospera""","MDA-pmdp","1998","2001",4,"1998 Ion Sturza (Dep. Prime Minister)",2268
"MDA","Moldova","prcm","PRCM","Party of Rebirth and Conciliation of Moldova",,"MDA-prcm","1998","1999",2,"1998 Nicolae Andronic (Dep. Prime Minister)",4119
"MDA","Moldova","psm","PSM","Socialist Party of Moldova","Partidul Socialist din Moldova","MDA-psm","1994","1997",4,"1994 Vasile Iovv (Minister of Transportation)",2551
"MDA","Moldova","psrm","PSRM","Party of Socialists of the Republic of Moldova","Partidul Socialiştilor din Republica Moldova","MDA-psrm","2017","2021",5,"2017 Igor Dodon (Pres.)",
"MDG","Madagascar","arema","AREMA","Association for the Rebirth of Madagascar",,"MDG-arema","1975","2008",34,"1975 Didier Ratsiraka (Head Of Government, Chief Of State, President Of Supreme Revolutionary Council)",5311
"MDG","Madagascar","cscd","CSCD","Confederation of Civil Societies for Development",,"MDG-cscd","1993","1993",1,"1993 Guy Razanamasy (Prime Minister)",6597
"MDG","Madagascar","hvr","HVR","Living Forces Rasalama Coalition",,"MDG-hvr","1993","2002",10,"1993 Albert Zafy (President)",5209
"MDG","Madagascar","independent","INDEPENDENT","independent","independent","MDG-independent","1973","2023",12,"1973 Gabriel Ramanantsoa (Head Of Government)",5205
"MDG","Madagascar","leaderf","LEADERF","Economic Liberalism and Democratic Action for National Recovery","Libéralisme Économique et Action Démocratique pour la Reconstruction Nationale","MDG-leaderf","1994","1998",3,"1994 Herizo Razafimahaleo (Minister of Industrial Promotion & Tourism)",5370
"MDG","Madagascar","maparird","MAPARIRD","With President Andry Rajoelina","Miaraka amin'i Prezida Andry Rajoelina","MDG-maparird","2014","2018",5,"2014 Jean De Dieu Maharante (Minister of Public Service, Labor & Social Law)",8069
"MDG","Madagascar","mmm","MMM","Malagasy Miara Miainga",,"MDG-mmm","2019","2022",4,"2019 Hajo Andrianainarivelo (Minister of Territorial Development, Housing & Public Works)",
"MDG","Madagascar","mts","MTS","Malagasy Tonga Saina",,"MDG-mts","2014","2017",4,"2014 Roland Ratsiraka (Minister of Public Works & Meteorology)",
"MDG","Madagascar","nfm","NFM","New Forces for Madagascar","Hery Vaovao ho an'i Madagasikara","MDG-nfm","2014","2018",5,"2014 Hery Martial Rajaonarimampianina Rakotoarimanana (President)",8436
"MDG","Madagascar","pmdm","PMDM","Militant Party for the Development of Madagascar","Parti Militant pour le Développement de Madagascar","MDG-pmdm","2014","2018",3,"2014 Ulrich Jacques Andriantiana (Minister of Transport)",6598
"MDG","Madagascar","psd","PSD","Social Democratic Party of Madagascar and the Comoros","Parti Social Démocrate de Madagascar et des Comores","MDG-psd","1966","1972",7,"1966 Philibert Tsiranana (President)",5372
"MDG","Madagascar","rpsd","RPSD","Rally for Socialism and Democracy",,"MDG-rpsd","1993","1996",2,"1993 Evariste Marson (Minister of Finance)",6086
"MDG","Madagascar","tgv","TGV","Young Malagasies Determined","Tanora Malagasy Vonona","MDG-tgv","2019","2023",5,"2019 Andry Rajoelina (President)",
"MDG","Madagascar","tim","TIM","I Love Madagascar","Tiako I Madagasikara","MDG-tim","2003","2018",11,"2003 Marc Ravalomanana (President)",5201
"MDG","Madagascar","vpmmmm","VPMMMM","Political-based groups working together","Vondrona Politika Miara dia Malagasy Miara Miainga","MDG-vpmmmm","2014","2014",1,"2014 Richard Fienena (Minister of Energy)",6227
"MDG","Madagascar","ymd","YMD","Young Malagasies Determined","Tanora Malagasy Vonona","MDG-ymd","2009","2013",5,"2009 Andry Rajoelina (President)",8438
"MDV","Maldives","ap","AP","Justice Party","Adhaalathu Party","MDV-ap","2009","2023",8,"2009 Abdul Majeed Bari (Minister of Islamic Affairs)",5683
"MDV","Maldives","dqp","DQP","Maldivian National Party","Dhivehi Qaumee Party","MDV-dqp","2010","2016",3,"2010 Ahmed Shaheed (Minister of Foreign Affairs)",5679
"MDV","Maldives","drp","DRP",,"Dhivehi Rayyithunge Party","MDV-drp","2006","2013",5,"2006 Maumoon Abdul Gayoom (President)",5327
"MDV","Maldives","gip","GIP","National Unity Party","Gaumee Itthihaad","MDV-gip","2009","2013",5,"2009 Mohamed Waheed Hassan Maniku (Vice President)",8344
"MDV","Maldives","independent","INDEPENDENT","independent","independent","MDV-independent","1966","2023",50,"1966 Mohamed Farid Didi I (Head Of State)",4992
"MDV","Maldives","jp","JP","Republican Party","Jumhooree Party","MDV-jp","2009","2023",15,"2009 Qasim Ibrahim (Minister of Home Affairs)",5680
"MDV","Maldives","mda","MDA","Maldives Development Alliance","Maldives Development Alliance","MDV-mda","2014","2018",5,"2014 Mohamed Muizzu (Minister of Housing & Infrastructure)",5685
"MDV","Maldives","mdp","MDP","Maldivian Democratic Party","Maldivian Democratic Party","MDV-mdp","2009","2023",8,"2009 Mohamed Nasheed (President)",5329
"MDV","Maldives","nm","NM","New Maldives","New Maldives","MDV-nm","2009","2009",1,"2009 Mohamed Jameel Ahmed (Minister of Civil Aviation & Communication)",5679
"MDV","Maldives","ppm","PPM","Progressive Party of Maldives","Progressive Party of Maldives","MDV-ppm","2012","2023",12,"2012 Abdul Samad Abdulla (Minister of Foreign Affairs)",5682
"MDV","Maldives","slp","SLP","Social Liberal Party","Social Liberal Party","MDV-slp","2009","2011",3,"2009 Hassan Latheef (Minister of Human Resources, Youth & Sports)",4994
"MEX","Mexico","independent","INDEPENDENT","independent","independent","MEX-independent","1966","2023",58,"1966 Antonio Vazquez Del Mercado (Minister of The Navy)",2806
"MEX","Mexico","morena","MORENA","National Regeneration Movement","Movimiento Regeneración Nacional","MEX-morena","2019","2023",5,"2019 Andres Manuel Lopez Obrador (Pres.)",
"MEX","Mexico","pan","PAN","National Action Party",,"MEX-pan","1995","2012",14,"1995 Fernando Antonio Lozano Gracia (Attorney General)",696
"MEX","Mexico","pna","PNA","New Alliance Party","Partido Nueva Alianza","MEX-pna","2001","2006",6,"2001 Reyes Tamez Guerra (Sec. Of Public Education)",1345
"MEX","Mexico","prd","PRD","Party of the Democratic Revolution",,"MEX-prd","1998","2004",6,"1998 Cuauhtemoc Cardenas Solorzano (Chief, Dept, Of The Fed. District)",216
"MEX","Mexico","pri","PRI","Partido Revolucionario Institucional - Institutional Revolutionary Party","Partido Revolucionario Institucional","MEX-pri","1966","2018",53,"1966 Gustavo Diaz Ordaz (President)",1474
"MEX","Mexico","pvem","PVEM","Ecologist Green Party of Mexico",,"MEX-pvem","2001","2018",9,"2001 Victor Lichtinger (Sec. Of Environment & Natural Resources)",446
"MKD","North Macedonia","a","A","Alternative","Alternativa","MKD-a","2019","2023",4,"2019 Husni Ismaili (Min. of Culture)",
"MKD","North Macedonia","da","DA","Democratic Alternative","Demokratska Alternativa","MKD-da","1999","2000",2,"1999 Radmila Kiprijanova (Deputy Prime Min.)",354
