country,partyfacts_id,wikidata_id,name,name_short,name_native
ITA,763,Q1140350,United Christian Democrats,,Cristiani Democratici Uniti
ITA,878,Q541679,Democrats of the Left,DS,Democratici di Sinistra
ITA,934,Q815348,Christian Democracy,DC,Democrazia Cristiana
ITA,8667,Q2632305,Christian Democracy for Autonomies,,Democrazia Cristiana per le Autonomie
ITA,279,Q1141788,Democracy Is Freedom – The Daisy,DL,Democrazia è Libertà – La Margherita
ITA,1327,Q278556,European Democracy,,Democrazia Europea
ITA,1429,Q1185916,Proletarian Democracy,DP,Democrazia Proletaria
ITA,6406,Q2949884,Historical Right,,Destra storica
ITA,7131,Q3733597,The Extreme,,Estrema Sinistra Storica
ITA,7125,Q601211,Fasci Italiani di Combattimento,,
ITA,851,Q662502,Federation of the Greens,FdV,Federazione dei Verdi
ITA,2279,Q15961989,Fare per Fermare il Declino,FiD,Fare per Fermare il Declino
ITA,1101,Q937319,Tricolour Flame,MSI/FT,Fiamma Tricolore
ITA,1626,Q215350,Forza Italia,FI,
ITA,8058,Q14924303,Forza Italia,FI,Forza Italia
ITA,2280,Q1757843,Brothers of Italy,FdI,Fratelli d'Italia
ITA,1498,Q2275157,Common Man's Front,,Fronte dell'Uomo Qualunque
ITA,1179,Q47795,Future and Freedom,FLI,Futuro e Libertà per l'Italia
ITA,643,Q1185894,The Democrats (Italy),DEM,I Democratici
ITA,3743,Q1658212,The Sunflower,,Il Girasole
ITA,1782,Q1658212,The Sunflower,,Il Girasole
ITA,365,Q47720,The People of Freedom,PdL,Il Popolo della Libertà
ITA,7671,Q46624077,Together,I,Insieme
ITA,8057,Q46296,Italy. Common Good,IBC,
ITA,8641,Q67785862,Italia Viva,IV,Italia Viva
ITA,8188,Q692736,The Right,,
ITA,6685,Q15778639,The Other Europe,,L'Altra Europa
ITA,131,Q1799071,Movement for Democracy – The Net,,La Rete
ITA,8647,Q3829531,Southern Action League,,Lega d'Azione Meridionale
ITA,1221,Q47750,Lega Nord,LN,Lega Nord
ITA,8246,Q44929224,Free and Equal,,Liberi e Uguali
ITA,744,Q2246227,Lega Lombarda,LL,
ITA,718,Q958419,Liga Veneta,LV,
ITA,2134,Q3242650,Bonino List,,Lista Bonino
ITA,768,Q47768,Italy of Values,IdV,Italia dei Valori
ITA,3742,Q15980747,Pannella List,,Lista Pannella
ITA,8648,Q3834914,List for Trieste,,Lista per Trieste
ITA,1737,Q1134161,The Olive Tree,,L'Ulivo
ITA,1372,Q1138768,The Union,,L'Unione
ITA,598,Q3896850,Proletarian Unity Party,PDUP,Partito di Unità Proletaria
ITA,2046,Q47817,Five Star Movement,M5S,Movimento 5 Stelle
ITA,1045,Q1233269,Movement for Autonomies,MpA,Movimento per le Autonomie
ITA,1165,Q577337,European Republicans Movement,MRE,Movimento Repubblicani Europei
ITA,1696,Q1126102,Italian Social Movement,MSI,Movimento Sociale Italiano
ITA,2052,Q15196039,New Centre-Right,NCD,Nuovo Centrodestra
ITA,888,Q1631143,New Italian Socialist Party,,Nuovo Partito Socialista Italiano
ITA,34,Q461886,Italian Communist Party,PCI,Partito Comunista Italiano
ITA,817,Q764125,Action Party,Pd/A,Partito d'Azione
ITA,1635,Q1428001,Party of Italian Communists,,Partito dei Comunisti Italiani
ITA,1404,Q780997,Communist Refoundation Party,PRC,Partito della Rifondazione Comunista
ITA,802,Q47729,Democratic Party,PD,Partito Democratico
ITA,4789,Q3896747,Constitutional Democratic Party (Italy),,Partito Costituzionale Democratico
ITA,8054,Q1294923,Democratic Party of the Left,PDS,Partito Democratico della Sinistra
ITA,6303,Q3896759,Labour Democratic Party,DL,Partito Democratico del Lavoro
ITA,1371,Q764490,Italian Democratic Party of Monarchist Unity,PDIUM,Partito Democratico Italiano di Unità Monarchica
ITA,7127,Q112739133,Italian Social Democratic Party,,Partito Democratico Sociale Italiano
ITA,2422,Q3896762,Economic Party,,Partito Economico
ITA,7129,Q3896773,Democratic Liberal Party,,Italian Democratic Liberal Party
ITA,1461,Q508733,Italian Liberal Party,PLI,Partito Liberale Italiano
ITA,684,Q3813340,People's Monarchist Party,,Partito Popolare Monarchico
ITA,4069,Q139596,National Fascist Party,PNF,Partito Nazionale Fascista
ITA,773,Q1054567,Monarchist National Party,PNM,Partito Nazionale Monarchico
ITA,772,Q1826873,Pensioners' Party,,Partito Pensionati
ITA,2418,Q2717398,Italian People's Party,,Partito Popolare Italiano
ITA,1701,Q1259087,Italian People's Party,PPI,Partito Popolare Italiano
ITA,2419,Q30534712,Italian Radical Party,,Partito Radicale Italiano
ITA,394,Q767560,Italian Republican Party,PRI,Partito Repubblicano Italiano
ITA,877,Q1299105,Sardinian Action Party,PSd/Az,Partidu Sardu – Partito Sardo d'Azione
ITA,1126,Q665335,Italian Democratic Socialist Party,PSDI,Partito Socialista Democratico Italiano
ITA,1505,Q2755002,Italian Socialist Party of Proletarian Unity,PSIUP,Partito Socialista Italiano di Unità Proletaria
ITA,742,Q590750,Italian Socialist Party,PSI,Partito Socialista Italiano
ITA,2420,Q2055010,Italian Reform Socialist Party,,Partito Socialista Riformista Italiano
ITA,1218,Q3896817,Unified PSI–PSDI,,Partito Socialista Unificato
ITA,6407,Q1265926,United Socialist Party,,Partito Socialista Unitario
ITA,688,Q2754931,Patto Segni,,Patto Segni
ITA,6155,Q47090559,More Europe,,Più Europa
ITA,1519,Q2102613,Pole of Freedoms,,Polo delle Libertà
ITA,8649,Q3907643,Liberal Democratic Pole,,Polo Liberal Democratico
ITA,8052,Q463388,Pole for Freedoms,,Polo per le Libertà
ITA,8055,Q3908389,Populars for Prodi,,Popolari per Prodi
ITA,8247,Q46217506,Power to the People!,PaP,Potere al Popolo!
ITA,1449,Q2704736,Radical Party,PR,Partito Radicale
ITA,259,Q1960994,Italian Renewal,,Rinnovamento Italiano
ITA,2277,Q2152252,Civil Revolution,,Rivoluzione Civile
ITA,2281,Q2792033,Civic Choice,SC,Scelta Civica
ITA,7132,Q21015676,Dissident left-wing,,Sinistra dissidente
ITA,7031,Q286140,"Left, Ecology and Freedom",SEL,Sinistra Ecologia Libertà
ITA,1212,Q21405813,Sinistra Italiana,SI,Sinistra Italiana
ITA,7130,Q2949890,Historical Left,,Sinistra storica
ITA,750,Q1549174,Italian Democratic Socialists,,Socialisti Democratici Italiani
ITA,7009,Q2248370,Italian Socialists,SI,Socialisti Italiani
ITA,1369,Q606620,South Tyrolean People's Party,SVP,Südtiroler Volkspartei
ITA,1758,Q47781,Union of the Centre,UDC,Unione di Centro
ITA,734,Q3206451,Democratic Union for the Republic,,Unione Democratica per la Repubblica
ITA,445,Q4005594,Union of the Centre,,Unione di Centro
ITA,1464,Q1269803,National Democratic Union,,Unione Democratica Nazionale
ITA,115,Q1546314,UDEUR Populars for the South,UDEUR,Unione Democratici per l'Europa
ITA,201,Q47781,Union of the Centre,UDC,Unione di Centro
ITA,2424,Q20009853,Italian Catholic Electoral Union,UECI,Unione Elettorale Cattolica Italiana
ITA,7128,Q18216912,Liberal Union,,Unione Liberale
ITA,548,Q370936,Valdotanian Union,UV,Union Valdôtaine
ITA,6242,Q1069822,Aosta Valley List,,Vallée d'Aoste
JAM,2308,Q1539301,Jamaica Labour Party,,
JAM,3636,Q6972222,National Democratic Movement,,
JAM,2309,Q1162691,People's National Party,,
JPN,4482,Q11363607,Chūō Club,,
JPN,4568,Q25061202,Chūsei Club,,
JPN,4481,Q11366308,Chūseikai,,
JPN,4484,Q23074067,Daidō Club,,
JPN,6722,Q25058601,Dōmei Seisha,SPA,同盟政社
JPN,8489,Q11414619,Dōshi Club,,同志クラブ
JPN,4494,Q714797,Taisei Yokusankai,,
JPN,3215,Q17488856,Party for Japanese Kokoro,,日本のこころ
JPN,1746,Q232595,Liberal Democratic Party,PLD,自由民主党 / 自民党
JPN,348,Q6148229,Liberal League,,自由連合
JPN,8490,Q4981144,"Liberal Party (Japan, 1950)",PL,自由党
JPN,13,Q60588,Liberal Party,,Jiyūtō
JPN,1435,Q838626,Liberal Party,PLJ,自由党
JPN,5305,Q11495237,Kensei Hontō,,
JPN,4479,Q3062340,Rikken Kokumintō,,立憲国民党
JPN,5309,Q2915056,Kenseikai,,憲政会
JPN,6936,Q2915065,Kenseitō,,憲政党
JPN,6134,Q41040535,Party of Hope,PE,
JPN,4383,Q2856198,Kokumin Dōmei,,
JPN,5307,Q11421100,Kokumin Kyōkai,AN,国民協会
JPN,1100,Q1372123,People's Life First,,Kokumin no Seikatsu ga Daiichi
JPN,352,Q241325,People's New Party,,
JPN,1515,Q1061354,Komeito,,公明党
JPN,1777,Q1355093,Your Party,,
JPN,8488,Q6444302,Democratic Liberal Party,,民主自由党
JPN,867,Q1111267,Democratic Socialist Party,PDS,民社党
JPN,1804,Q200314,Democratic Party of Japan,PDJ,民主党
JPN,736,Q641600,Japanese Communist Party,JCP,日本共産党
JPN,778,Q1424871,Japan Democratic Party,,日本民主党
JPN,3,Q1144146,Japan Socialist Party,PSJ,
JPN,88,Q1403968,Japan New Party,NPJ,
JPN,2080,Q1027055,Japan Restoration Party,,
JPN,2079,Q194683,Tomorrow Party of Japan,,Nippon Mirai no Tō
JPN,4480,Q2915687,Rikken Dōshikai,,立憲同志会
JPN,5739,Q11612923,Liberal Party,PL,自由党
JPN,5740,Q3117297,Rikken Kaishintō,PRC,立憲改進党
JPN,6935,Q25058625,Rikken Kakushintō,PIC,立憲革新党
JPN,4367,Q530365,Rikken Minseitō,,立憲民政党
JPN,6135,Q99233271,Constitutional Democratic Party of Japan,PDC,
JPN,2439,Q705368,Rikken Seiyūkai,,
JPN,4564,Q6467366,Labour-Farmer Party,,労働農民党
JPN,239,Q6517040,Leftist Socialist Party of Japan,,
JPN,4478,Q11499070,Seiyūhontō,,政友本党
JPN,492,Q3092168,Socialist Democratic Federation,社民連,社会民主連合
JPN,136,Q571956,Democratic Party,PD,
JPN,1524,Q1049247,New Liberal Club,NCL,
JPN,1109,Q60169,Japan Renewal Party,PR,
JPN,4107,Q1164105,New Socialist Party,,
JPN,282,Q1979567,New Frontier Party,PNP,Shinshintō
JPN,692,Q60658,New Party Nippon,,Shintō Nippon
JPN,392,Q130700,New Party Sakigake,NPP,
JPN,5308,Q11499070,Seiyūhontō,,政友本党
JPN,5741,Q11435492,Taiseikai,GGA,
JPN,7272,Q714797,Taisei Yokusankai,,
JPN,4562,Q2322601,Tōhōkai,,東方会
JPN,91,Q7333752,Rightist Socialist Party of Japan,,
JEY,7405,Q17507485,Reform Jersey,,
JOR,6369,Q83150164,National Socialist Party,NSP,الحزب الوطني الاشتراكي
JOR,4609,Q6942878,Muslim Centre Party,,حزب الوسط الاسلامي
JOR,6368,Q493302,Hizb ut-Tahrir,,حِزبُ التّحرير
JOR,4537,Q1674114,Islamic Action Front,,جبهة العمل الإسلامي
KAZ,8398,Q64780,Alash Party,,Алаш
KAZ,5907,Q4393618,Asar Party,,
KAZ,8748,Q27972277,Adal,,Әділ
KAZ,8397,Q79854,Communist Party of the Soviet Union,CPSU/KPSS,
KAZ,5627,Q4736147,Kazakhstani Social Democratic Party Auyl,,
KAZ,3748,Q111077075,Nur Otan,,Nur Otan
KAZ,5906,Q7165800,People's Union of Kazakhstan Unity,,
KAZ,5840,Q3508742,Agrarian Party of Kazakhstan,,
KAZ,5367,Q5124327,Civic Party of Kazakhstan,,Қазақстан азаматтық партиясы
KAZ,3747,Q1186246,Democratic Party of Kazakhstan Ak Zhol,,Ақ жол Демократиялық Партиясы
KAZ,4350,Q1780608,Communist Party of Kazakh Soviet Socialist Republic,QKP,Қазақстан Коммунистік партиясы
KAZ,3749,Q2166484,People's Party of Kazakhstan,QHP,Қазақстанның Халықтық Партиясы
KAZ,4351,Q5255578,Democratic Choice of Kazakhstan,,Қазақстанның демократиялық таңдауы
KAZ,6378,Q96405911,Socialist Party of Kazakhstan,QSP,Қазақстан Социалистік партиясы
KAZ,3750,Q1569210,Nationwide Social Democratic Party,JSDP,Жалпыұлттық социал-демократиялық партия
KEN,3866,Q15980825,Alliance Party of Kenya,,
KEN,7609,Q47489380,Amani National Congress,,
KEN,3860,Q3272441,Democratic Party,,
KEN,3862,Q5473129,Forum for the Restoration of Democracy – Asili,,
KEN,3863,Q5473121,Forum for the Restoration of Democracy – Kenya,FORD/Kenya,
KEN,7971,Q5473122,Forum for the Restoration of Democracy – People,,
KEN,4081,Q16934870,Grand National Union of Kenya,,
KEN,6912,Q27963537,Jubilee Party of Kenya,,
KEN,4083,Q239280,Kenya African Democratic Union,,
KEN,2316,Q1422517,Kenya African National Union,,
KEN,6512,Q6392678,Kenya People's Union,,
KEN,4858,Q2729481,Liberal Democratic Party,,
KEN,5892,Q6972280,National Development Party,,
KEN,5834,Q3130920,National Rainbow Coalition,,
KEN,7970,Q10963557,National Rainbow Coalition – Kenya,,
KEN,7972,Q7007666,New Forum for the Restoration of Democracy–Kenya,,
KEN,2360,Q1640905,Orange Democratic Movement,ODM,
KEN,2361,Q1640905,Orange Democratic Movement,ODM,
KEN,2359,Q2559675,Party of National Unity,,Party of National Unity
KEN,3858,Q7398791,Safina,,
KEN,3867,Q7193584,The National Alliance,,
KEN,3864,Q7887687,United Democratic Forum,,
KEN,8872,Q7887695,United Democratic Movement,UDM,
KEN,3856,Q7889105,United Republican Party,,
KEN,2362,Q5251223,Wiper Democratic Movement,,
KIR,5261,Q546130,Pillars of Truth,,Boutokaan te Koaua
KIR,5262,Q1254124,Protect the Maneaba,,
KIR,6386,Q6793695,Maurin Kiribati Pati,,Maurin Kiribati Pati
KIR,6385,Q23058731,Tobwaan Kiribati Party,TKP,Tobwaan Kiribati Party
PRK,8866,Q49626,Chondoist Chongu Party,,조선천도교청우당
PRK,6556,Q49624,Korean Social Democratic Party,,조선사회민주당
PRK,6555,Q49632,Democratic Front for the Reunification of the Fatherland,조국전선,조국통일민주주의전선
PRK,4712,Q49623,Workers' Party of Korea,WPK,조선로동당
KOR,4346,Q490133,Creative Korea Party,,창조한국당
KOR,4345,Q483807,Future Hope Alliance,,미래희망연대
KOR,4468,Q5047910,National Association (South Korea),,대한독립촉성국민회
KOR,4466,Q11232736,Korea Nationalist Party,,대한국민당
KOR,6561,Q15978686,Democratic Party of Korea,,
KOR,4467,Q5047910,National Association (South Korea),,대한독립촉성국민회
KOR,7654,Q22262466,People's Party,,국민의당
KOR,6323,Q16165384,People's Party,,
KOR,4460,Q625109,Korean National Party,,한국국민당
KOR,4465,Q483129,Korea Democratic Party,,한국민주당 / 한민당
KOR,2307,Q20916,Liberty Korea Party,,
KOR,2306,Q485704,Advancement Unification Party,,
KOR,4455,Q497541,Liberal Party,,
KOR,7655,Q20916,Liberty Korea Party,,
KOR,2545,Q482723,United Liberal Democrats,,자유민주연합
KOR,6560,Q487520,Justice Party,,
KOR,4450,Q483462,New Progressive Party,,진보신당
KOR,5247,Q11242603,Civil Right Party,CRP,민정당
KOR,4458,Q625991,Democratic Party,,민주당
KOR,4511,Q483127,Democratic-Republican Party,,
KOR,4457,Q11547852,Democratic People's Party (South Korea),,
KOR,4510,Q11242626,Democratic Nationalist Party (South Korea),,민주국민당
KOR,4342,Q11242645,Democratic Korea Party,,민주한국당
KOR,894,Q7009697,New Korea Party,,
KOR,4341,Q489162,Democratic Justice Party,,
KOR,2546,Q484125,Democratic Labor Party,,
KOR,4464,Q22794,Democratic Party,,민주당
KOR,4344,Q23994817,New Democratic Union Party,,
KOR,2548,Q488952,Democratic Party,,
KOR,2019,Q11249759,National Congress for New Politics,,
KOR,4470,Q129634,New Democratic Party,,신민당
KOR,2543,Q483365,Unified Progressive Party,,
KOR,2305,Q15070101,Democratic Party,,
KOR,4509,Q11279167,Reunification Democratic Party,,
KOR,2452,Q489124,Uri Party,,
XKX,3703,Q1511179,New Kosovo Alliance,,Aleanca Kosova e Re
XKX,3243,Q1265971,Alliance for the Future of Kosovo,,Aleanca për Ardhmërinë e Kosovës
XKX,7895,Q30598971,The Alternative,,Alternativa
XKX,8274,Q281986,Democratic Party,,Демократска странка
XKX,8273,Q640380,Democratic Party of Serbia,,Демократска странка Србије
XKX,3186,Q7908972,Vakat Coalition,,Koalicija Vakat
XKX,3248,Q1785078,Turkish Democratic Party of Kosovo,,Kosova Demokratik Türk Partisi
XKX,6621,Q15980790,Movement for Unification,,Lëvizja për Bashkim
XKX,8275,Q1077031,Liberal Democratic Party,,Либерално демократска партија
XKX,3704,Q420115,Democratic League of Dardania,,Lidhja Demokratike e Dardanisë
XKX,2295,Q1164022,Democratic League of Kosovo,,Lidhja Demokratike e Kosovës
XKX,4765,Q15859034,Civic Initiative for Kosovo,,Nisma Socialdemokrate
XKX,2294,Q1186316,Democratic Party of Kosovo,,Partia Demokratike e Kosovës
XKX,5497,Q6317044,Justice Party,,Partia e Drejtësisë
XKX,3702,Q1471111,New Spirit Party,,Partia Fryma e re
XKX,3701,Q2264634,Reformist Party ORA,,Partia Reformiste ORA
XKX,5501,Q939160,Albanian Christian Democratic Party of Kosovo,,Partia Shqiptare Demokristane e Kosovës
XKX,5500,Q3896861,Social Democratic Party of Kosovo,,Partia Socialdemokrate e Kosovës
XKX,3249,Q6016749,Independent Liberal Party,,"Самостална либерална странка,"
XKX,8276,Q752521,Socialist Party of Serbia,SPS,Социјалистичка партија Србије
XKX,8277,Q7452863,Serbian Liberal Party,,Српска либерална странка
XKX,5499,Q22205328,Serb List,,
XKX,8278,Q253586,Serbian Progressive Party,SNS,Српска напредна странка
XKX,2296,Q29534,Vetëvendosje!,,Lëvizja Vetëvendosje
KWT,5276,Q6972202,National Democratic Alliance,NDA,التحالف الديمقراطي الوطني
KWT,5275,Q7229661,Popular Action Bloc,,كتلة العمل الشعبي
KGZ,7201,Q357262,Democratic Party Adilet,,Демократиялык Партиясы «Әділет»
KGZ,5382,Q413561,Ak Jol,,Ак Жол элдик партиясы
KGZ,8484,Q11282919,Akshumkar,,
KGZ,6341,Q3742736,Forward Kyrgyzstan Party,,"Алга, Кыргызстан!"
KGZ,5910,Q623457,Ar-Namys,,Ар-Намыс
KGZ,4527,Q753013,Ata Meken Socialist Party,,Ата-Мекен Социалисттик Партиясы
KGZ,4529,Q24582,Ata-Zhurt,,Ата-журт
KGZ,6886,Q21662330,Bir Bol,,Мамлекеттик биримдик жана мекенчилдик саясий партиясы «Бир Бол»
KGZ,6881,Q42187322,Butun Kyrgyzstan,,Бүтүн Кыргызстан
KGZ,5613,Q5154410,Communist Party of Kirghiz Soviet Socialist Republic,,Кыргызстан Коммунисттик партиясы
KGZ,6883,Q21707885,Kyrgyzstan Party,,Кыргызстан
KGZ,6885,Q22080490,Önügüü–Progress,,Өнүгүү-Прогресс
KGZ,5612,Q1121018,Party of Communists of Kyrgyzstan,,Кыргызстан Коммунисттеринин Партиясы
KGZ,4528,Q42116087,Respublika,,Республика
KGZ,6882,Q24482,Respublika–Ata Zhurt,,Республика–Ата Журт
KGZ,4526,Q24511,Social Democratic Party of Kyrgyzstan,СДПК,Кыргызстан социал-дemoкратиялык партиясы
LAO,6038,Q5152972,Committee for the Defence of the National Interests,,
LAO,6969,Q25302772,Democratic Party,,
LAO,6964,Q23777602,Lao Neutralist Party,,
LAO,5203,Q756180,Lao People's Revolutionary Party,,
LAO,6037,Q23777618,Lao People's Rally,,
LAO,6970,Q23777620,Lao National Union Party,,
LAO,6968,Q25302770,Independent Party,,
LAO,5833,Q6669707,National Progressive Party (Laos),,
LAO,6967,Q23777617,Peace and Neutrality Party,,
LAO,6965,Q25303251,Youth Movement,,
LVA,8393,Q57047035,Development/For!,AP,Attīstībai/Par!
LVA,6801,Q780221,Committee of the German Baltic Parties,,
LVA,8079,Q15713073,National Party of Christians,,
LVA,837,Q5255566,Democratic Center Party,,
LVA,5707,Q4157658,Democratic Centre,,Demokrātiskais centrs un bezpartejiskie sabiedriskie darbinieki
LVA,19,Q2021893,"Democratic Party ""Saimnieks""",,
LVA,897,Q1975768,Motherland,JS,Jaunā Saskaņa
LVA,7864,Q59461075,Izaugsme,,Izaugsme
LVA,1531,Q1357342,New Era Party,,Jaunais laiks
LVA,6355,Q20575851,New Conservative Party,JKP,Jaunā konservatīvā partija
LVA,1632,Q2021874,New Party,,
LVA,1000,Q2385748,Demokrāti.lv,,
LVA,6356,Q28023857,For a Humane Latvia,PCL,Par cilvēcīgu Latviju
LVA,7863,Q38674389,Movement For!,Par,Kustība Par!
LVA,5709,Q15713075,Latgalian Christian Farmers' Union,,Kristīgo zemnieku un katoļu partija
LVA,3213,Q15379125,Latvian Development,LA,Latvijas attīstībai
LVA,1043,Q1507032,Latvian Way,,Latvijas Ceļš
LVA,5708,Q15915441,New Farmers-Small Landowners Party,,
LVA,600,Q1780610,Communist Party of Latvian Soviet Socialist Republic,КПЛ,Latvijas Komunistiskā partija
LVA,5657,Q1474490,Latvian Russian Union,LKS/Latvian,Latvijas Krievu savienība
LVA,1789,Q1702540,Latvian National Independence Movement,,
LVA,708,Q1702540,Latvian National Independence Movement,,
LVA,1778,Q3401675,Latvia's First Party,,Latvijas Pirmā Partija
LVA,461,Q1756085,Latvia's First Party/Latvian Way,,Latvijas Pirmā partija/Latvijas Ceļš
LVA,3194,Q18189957,Latvian Association of Regions,LRA,Latvijas Reģionu apvienība
LVA,741,Q1573271,Latvian Social Democratic Workers' Party,LSDSP,Latvijas Sociāldemokrātiskā Strādnieku Partija
LVA,588,Q733925,Socialist Party of Latvia,LSP,Latvijas Sociālistiskā partija
LVA,1315,Q1807095,Popular Front of Latvia,,
LVA,373,Q3896841,Latvian Unity Party,,
LVA,1296,Q1135496,Latvian Green Party,LZP,Latvijas Zaļā partija
LVA,1702,Q1474484,Latvian Farmers' Union,LZS,Latvijas Zemnieku savienība
LVA,367,Q966912,Responsibility – Social Democratic Alliance of Political Parties,,
LVA,860,Q182488,Equal Rights,,
LVA,8400,Q11813060,Liepāja Party,,Liepājas Partija
LVA,7619,Q1576026,National Alliance,,Nacionālā Apvienība
LVA,8081,Q4314935,National Union,,
LVA,3193,Q16348038,For Latvia from the Heart,,Atmoda
LVA,176,Q1474490,Latvian Russian Union,LKS/Latvian,Latvijas Krievu savienība
LVA,393,Q2577092,For a Good Latvia,,Par Labu Latviju!
LVA,415,Q1679630,Civic Union,,Pilsoniskā savienība
LVA,8080,Q9392398,Polish-Catholic Latvian Union of Poles,,
LVA,6357,Q28966907,The Progressives,PRO,Progresīvie
LVA,627,Q2643041,Society for Other Politics,,Sabiedrība Citai Politikai
LVA,1056,Q903671,Harmony Centre,SC/Latvian,Saskaņas Centrs
LVA,87,Q3498680,Social Democratic Party,SDS/2002/2008,Sociāldemokrātiskā partija
LVA,5976,Q2167704,"Social Democratic Party ""Harmony""",S,"Sociāldemokrātiskā Partija ""Saskaņa"""
LVA,5787,Q15726764,Union of Social Democrats – Mensheviks and Rural Workers,,
LVA,1755,Q1250133,People's Party,,Tautas partija
LVA,1719,Q2337323,National Harmony Party,TSP/Latvian,Tautas Saskaņas partija
LVA,671,Q1479723,For Fatherland and Freedom/LNNK,,Tēvzemei un Brīvībai/LNNK
LVA,1704,Q1479723,For Fatherland and Freedom/LNNK,,Tēvzemei un Brīvībai/LNNK
LVA,852,Q992046,Unity,,Vienotība
LVA,506,Q164226,All For Latvia!,,Visu Latvijai!
LVA,701,Q167928,Union of Greens and Farmers,ZZS,Zaļo un Zemnieku savienība
LVA,1476,Q384826,Reform Party,,Reformu partija
LBN,3236,Q767681,Syrian Social Nationalist Party,SSNP/English,
LBN,2565,Q113104,Progressive Socialist Party,PSP,الحزب التقدمي الإشتراكي
LBN,6039,Q12191666,Constitutional Bloc,,
LBN,4741,Q2906773,Lebanese National Bloc,NB,الكتلة الوطنية
LBN,3235,Q1146346,Lebanese Forces,,القوات اللبنانية
LBN,2564,Q1454007,Free Patriotic Movement,FPM,التيار الوطني الحر
LBN,7992,Q55604591,Azm Movement,TA,
LBN,3165,Q452670,Amal Movement,Amal/أمل,حركة أمل
LBN,8350,Q6737439,Majd Movement,,
LBN,8940,Q4783242,Arab Socialist Baath Party – Lebanon Region,,
LBN,2317,Q1822803,Lebanese Democratic Party,LDP,الحزب الديمقراطي اللبناني
LBN,2566,Q502276,Kataeb Party,Kataeb,حزب الكتائب اللبنانية
LBN,8351,Q4783205,Arab Liberation Party,DM,تيار الكرامة
LBN,6391,Q1851961,National Liberal Party,NLP,حزب الوطنيين الأحرار
LBN,3238,Q41053,Hezbollah,,حزب الله
LBN,3166,Q1892248,Marada Movement,MM,تيار المردة
LBN,2562,Q228720,Future Movement,FM,تيار المستقبل
LBN,5844,Q1475084,March 14 Alliance,,تحالف ١٤ آذار
LBN,5845,Q636310,March 8 Alliance,,تحالف 8 آذار
LSO,3766,Q1346132,All Basotho Convention,,
LSO,5980,Q30611875,Alliance of Democrats,AD,
LSO,4167,Q512488,Basutoland Congress Party,,
LSO,4171,Q304032,Basotho National Party,,
LSO,4169,Q512488,Basutoland Congress Party,,
LSO,4166,Q1185836,Democratic Congress,,
LSO,3771,Q939391,Lesotho Congress for Democracy,,
LSO,4172,Q1314792,Marematlou Freedom Party,,Marematlou Freedom Party
LSO,4381,Q4229906,Communist Party of Lesotho,,
LSO,5982,Q30319081,Movement for Economic Change,,
LBR,5988,Q18712104,Alternative National Congress,,
LBR,7133,Q1104296,Coalition for the Transformation of Liberia,,
LBR,4136,Q1125914,Congress for Democratic Change,CDC,
LBR,5376,Q6541113,Liberia Action Party,,
LBR,5870,Q6541131,Liberian People's Party,,
LBR,6502,Q6541099,Liberia Unification Party,,
LBR,6596,Q6972209,National Democratic Coalition,,
LBR,4143,Q1520172,National Democratic Party of Liberia,,
LBR,4142,Q1142176,National Patriotic Party,,
LBR,5993,Q18712486,People's Unification Party,,
LBR,5837,Q2164376,True Whig Party,TWP,True Whig Party
LBR,5991,Q11606780,United People's Party,,
LBR,4140,Q550159,Unity Party,UP,
LBY,8825,Q1353163,Union for Homeland,,الإتحاد من أجل الوطن
LBY,8068,Q8897236,Libyan Arab Socialist Union,,االإتحاد الإشتراكي العربي في ليبيا
LBY,8826,Q1968205,National Centrist Party,,التيار الوطني الوسطي
LBY,3638,Q1584261,Justice and Construction Party,,حزب العدالة والبناء
LBY,8435,Q1148059,National Front Party,,حزب الجبهة الوطنية
LBY,8712,Q15980857,National Party For Development and Welfare,,الحزب الوطني للتنمية والرفاه
LBY,3639,Q1338697,National Forces Alliance,,
LIE,3740,Q1083991,Christian Social Party,,
LIE,6760,Q15980936,Christian-Social People's Party (Liechtenstein),VP,Christlich-Soziale Volkspartei
LIE,4178,Q4502447,The Independents,DU,Die Unabhängigen
LIE,993,Q49670,Progressive Citizens' Party,FBP,Fortschrittliche Bürgerpartei
LIE,1795,Q49668,Free List,FL,Freie Liste
LIE,4279,Q1672251,Workers' and Peasants' Party,,Partei der Unselbständig Erwerbenden und Kleinbauern
LIE,4179,Q333031,Non-Party List,,
LIE,918,Q49673,Fatherland Union,VU,Vaterländische Union
LTU,7420,Q79854,Communist Party of the Soviet Union,CPSU/KPSS,
LTU,102,Q1142007,Labour Party,DP,Darbo partija
LTU,8088,Q16975726,Farmers' Party,,
LTU,74,Q1261824,The Way of Courage,,Drąsos kelias
LTU,1250,Q2641902,Socialist People's Front,,Socialistinis liaudies frontas
LTU,1026,Q1226938,Young Lithuania,,"Partija ""Jaunoji Lietuva"""
LTU,776,Q1777648,Christian Democratic Union,,
LTU,52,Q2641923,Christian Conservative Social Union,,
LTU,8254,Q1640373,Christian Party,,Krikščionių partija
LTU,8982,Q64252730,Freedom Party,LP,Laisvės Partija
LTU,1193,Q1357261,Liberal and Centre Union,,Liberalų ir centro sąjunga
LTU,377,Q96390507,Lithuanian Nationalist Union,,Lietuvių tautininkų sąjunga
LTU,5455,Q634790,Lithuanian Centre Party,LCP,Centro partija – Tautininkai
