ctr_n,ctr,pty_n,pty,yr_first,yr_last,pv1_share_max,pv1_share_max_yr,n_election,ctr_pty
Germany,276,bayernpartei,3,1949,2013,4.2,1949,6,276000003
Germany,276,bündnis '90/die grünen,5,1994,2013,7.3,2013,3,276000005
Germany,276,christlich demokratische union,7,1949,2013,44.4,1953,18,276000007
Germany,276,christlich-soziale union in bayern,8,1949,2009,10.6,1976,16,276000008
Germany,276,christlich-sozialer volksdienst (evangelische bewegung),9,1930,1930,2.5,1930,1,276000009
Germany,276,CSU,98,2013,2013,8.1,2013,1,276000098
Germany,276,deutsch-demokratische partei,11,1919,1924,18.6,1919,4,276000011
Germany,276,deutsch-nationale volkspartei,24,1919,1932,20.3,1924,8,276000024
Germany,276,deutsche freiheitliche volkspartei,13,1924,1924,6.6,1924,1,276000013
Germany,276,deutsche freisinnige partei,14,1884,1890,17.6,1884,3,276000014
Germany,276,deutsche kommunistische partei (dkp),38,1920,2009,15.9,1932,12,276000038
Germany,276,deutsche konservative,15,1871,1912,16.3,1881,13,276000015
Germany,276,deutsche partei,17,1949,1957,4,1949,3,276000017
Germany,276,deutsche reichspartei (i),20,1871,1912,13.6,1878,13,276000020
Germany,276,deutsche staatspartei,21,1928,1932,4.8,1928,3,276000021
Germany,276,deutsche volkspartei,22,1871,1930,13.9,1920,17,276000022
Germany,276,deutsche zentrumspartei,59,1871,2009,30.2,1874,22,276000059
Germany,276,deutsches landvolk,23,1930,1930,3.2,1930,1,276000023
Germany,276,die grünen,25,1983,2009,10,2009,6,276000025
Germany,276,DIE LINKE,99,2013,2013,8.2,2013,1,276000099
Germany,276,die linkspartei.partei des demokratischen sozialismus,73,2005,2009,11.5,2009,2,276000073
Germany,276,elsässer,27,1881,1881,2.9,1881,1,276000027
Germany,276,forschrittliche volkspartei,29,1912,1912,12.3,1912,1,276000029
Germany,276,fortschrittspartei,30,1871,1881,12.7,1881,5,276000030
Germany,276,freie demokratische partei,31,1949,2013,12.4,1961,18,276000031
Germany,276,freisinnige vereinigung,32,1893,1907,3.4,1893,4,276000032
Germany,276,freisinnige volkspartei,33,1893,1907,8.7,1893,4,276000033
Germany,276,gesamtdeutscher block-bund der heimatvertriebenen und entrechteten,36,1953,1957,5.9,1953,2,276000036
Germany,276,kampffront schwarz weiss rot,37,1933,1933,7.7,1933,1,276000037
Germany,276,liberale reichspartei,40,1871,1874,7,1871,2,276000040
Germany,276,liberale vereinigung,41,1881,1881,8.1,1881,1,276000041
Germany,276,national-sozialistische deutsche arbeiter partei,44,1928,1933,42.6,1933,5,276000044
Germany,276,nationaldemokratische partei deutschlands,42,1965,2013,4,1969,6,276000042
Germany,276,nationalliberale,43,1871,1912,30.1,1871,13,276000043
Germany,276,nationalsozialistische freiheitsbewegung,45,1924,1924,3,1924,1,276000045
Germany,276,partei des demokratischen sozialismus (pds),46,1990,2002,5,1998,4,276000046
Germany,276,partikularisten,47,1871,1878,2.7,1874,4,276000047
Germany,276,piratenpartei deutschland,91,2009,2013,2.2,2013,2,276000091
Germany,276,polen,48,1871,1912,4.5,1871,13,276000048
Germany,276,reichspartei des deutschen mittelstandes,50,1930,1930,3.9,1930,1,276000050
Germany,276,sozialdemokratische partei deutschlands,51,1871,2013,47.4,1972,40,276000051
Germany,276,süddeutsche volkspartei,52,1893,1893,2.2,1893,1,276000052
Germany,276,unabhängige sozialdemokratische partei deutschlands,54,1919,1920,17.9,1920,2,276000054
Germany,276,wirtschaftliche aufbauvereinigung,56,1949,1949,2.9,1949,1,276000056
Germany,276,wirtschaftspartei des deutschen mittelstand,57,1924,1928,4.5,1928,2,276000057
Germany,276,wirtschaftsvereinigung,58,1912,1912,2.5,1912,1,276000058
Ghana,288,convention people's party,1,2e3,2012,4.3,2000,4,288000001
Ghana,288,national democratic congress,5,2e3,2012,46.1,2012,4,288000005
Ghana,288,national reform party,6,2e3,2004,2.2,2000,2,288000006
Ghana,288,new patriotic party,7,2e3,2012,48.9,2004,4,288000007
Ghana,288,people's national convention,9,2e3,2012,47.2,2008,4,288000009
Gibraltar,292,gibraltar national party,1,1996,1996,4.7,1996,1,292000001
Gibraltar,292,gibraltar social democrats,2,1996,2011,58.9,2000,5,292000002
Gibraltar,292,gibraltar socialist labour party/liberal,3,1996,2007,46.8,2007,3,292000003
Gibraltar,292,labour,4,2003,2003,8.4,2003,1,292000004
Gibraltar,292,progressive democratic party,7,2007,2011,4.4,2011,2,292000007
Greece,300,agrotikon komma,1,1926,1936,6.2,1932,4,300000001
Greece,300,agrotikon-ergatikon komma,2,1928,1932,6.7,1928,2,300000002
Greece,300,Anexartitoi Ellines - Ethniki Patriotiki Symmachia,67,2012,2015,10.6,2012,3,300000067
Greece,300,"Dimiourgia, Xana! (Dimiourgia Xana!-Drasi-Fileleytheri Symmachia)",70,2012,2015,2.1,2012,3,300000070
Greece,300,Dimokratiki Aristera,72,2012,2012,6.3,2012,2,300000072
Greece,300,dimokratiki enosis,4,1926,1926,6.5,1926,1,300000004
Greece,300,dimokratiki parataksis,5,1951,1951,10.6,1951,1,300000005
Greece,300,Dimokratiki Symmachia Ntora Mpakogianni,74,2012,2012,2.6,2012,1,300000074
Greece,300,dimokratiko kinoniko kinima,6,1996,2004,4.4,1996,3,300000006
Greece,300,ellenikos synagermos,7,1951,1952,49.2,1952,2,300000007
Greece,300,eniaia dimokratiki aristera,9,1952,1958,24.4,1958,2,300000009
Greece,300,enieon metopon,8,1926,1932,5,1932,3,300000008
Greece,300,enosi kentrou,10,1963,1964,52.7,1964,2,300000010
Greece,300,enosi kentrou-nees dinamis,11,1974,1974,20.4,1974,1,300000011
Greece,300,enosis dimokratikou kentrou,12,1977,1981,11.9,1977,2,300000012
Greece,300,ethniki parataxi,14,1977,1977,6.8,1977,1,300000014
Greece,300,ethniki proodeftiki enosis kentrou,16,1951,1951,23.5,1951,1,300000016
Greece,300,ethniki rizospastiki enosis,17,1956,1963,50.8,1961,4,300000017
Greece,300,ethnikon dimokratikon komma,18,1928,1928,2.7,1928,1,300000018
Greece,300,ethnikon komma ellados,20,1946,1946,6,1946,1,300000020
Greece,300,ethnikon rizospastikon komma,22,1932,1932,4.1,1932,1,300000022
Greece,300,Kinima Dimokraton Sosialiston,88,2015,2015,2.5,2015,1,300000088
Greece,300,KKE - Kommounistiko Komma Elladas,30,1977,2015,10.9,1981,13,300000030
Greece,300,komma ethnikofronon,24,1946,1946,2.9,1946,1,300000024
Greece,300,komma fileleftheron,25,1926,2012,47,1928,13,300000025
Greece,300,komma georgiou papandreou,26,1951,1951,2.1,1951,1,300000026
Greece,300,komma proodeftikon,28,1963,1981,3.7,1963,2,300000028
Greece,300,komma ton eleftherofronon,29,1926,1936,15.8,1926,4,300000029
Greece,300,Laiki Enotita,93,2015,2015,2.9,2015,1,300000093
Greece,300,laikon komma,32,1926,1952,33.8,1932,6,300000032
Greece,300,Laikos Orthodoxos Synagermos (LaOS),62,2004,2015,5.6,2009,6,300000062
Greece,300,Laikos Syndesmos - Chrysi Aygi,94,2009,2015,7,2012,5,300000094
Greece,300,nea demokratia,33,1974,2015,54.4,1974,17,300000033
Greece,300,Oikologoi Prasinoi,95,2007,2012,2.9,2012,4,300000095
Greece,300,pallaikon metopon,35,1936,1936,5.8,1936,1,300000035
Greece,300,pandimokratikon agrotikon metopon ellados,36,1961,1964,14.6,1961,3,300000036
Greece,300,panellenio sosialistiko kinima (pasok),37,1974,2015,48.1,1981,16,300000037
Greece,300,politiki anixi,38,1993,1996,4.9,1993,2,300000038
Greece,300,proodeftikon komma,40,1928,1956,8.4,1932,3,300000040
Greece,300,simmachia proodeftikon kai aristeron dinameon,41,1977,1977,2.7,1977,1,300000041
Greece,300,Synaspismos Rizospastikis Aristeras-Syriza,102,2012,2015,36.3,2015,3,300000102
Greece,300,synaspismos tis aristeras kai tis proodou,44,1993,2004,5.1,1996,4,300000044
Greece,300,To Potami,105,2015,2015,6,2015,2,300000105
Greece,300,Union of Centrists,65,2e3,2015,3.4,2015,8,300000065
Greenland,304,atassut,1,2002,2014,18.2,2005,5,304000001
Greenland,304,demokraatit,2,2002,2014,20.8,2005,5,304000002
Greenland,304,inuit ataqatigiit,3,2002,2014,52,2009,5,304000003
Greenland,304,kattusseqatigiit partiiat,4,2002,2013,2.2,2009,4,304000004
Greenland,304,partii inuit,7,2013,2014,2.6,2013,2,304000007
Greenland,304,partii naleraq,8,2014,2014,9.3,2014,1,304000008
Greenland,304,siumut,5,2002,2014,53.3,2013,5,304000005
Grenada,308,Action Council,10,1951,1951,25.1,1951,1,308000010
Grenada,308,Grenada Mental and Manual Workers Union,12,1951,1951,68.8,1951,1,308000012
Grenada,308,Grenada National Party,13,1957,1972,53.7,1962,5,308000013
Grenada,308,Grenada United Labour Party,4,1954,2003,58.9,1972,12,308000004
Grenada,308,maurice bishop patriotic movement,5,1984,1999,5,1984,4,308000005
Grenada,308,national democratic congress,6,1990,2013,51.2,2008,6,308000006
Grenada,308,national party,8,1990,1995,17.5,1990,2,308000008
Grenada,308,new national party,7,1984,2013,62.2,1999,7,308000007
Grenada,308,People’s Democratic Movement,18,1957,1957,21.6,1957,1,308000018
Grenada,308,People’s Labour Movement,19,2003,2003,2,2003,1,308000019
Grenada,308,People’s Progressive Movement,20,1961,1961,15.5,1961,1,308000020
Guatemala,320,Anticommunist Unification Party,2,1999,1999,2.3,1999,1,320000002
Guatemala,320,Authentic Integral Development,3,1995,2007,3.8,1995,4,320000003
Guatemala,320,Civic Democratic Front,5,1984,1984,2.8,1984,1,320000005
Guatemala,320,Concord Emergence Movement,6,1984,1984,4.4,1984,1,320000006
Guatemala,320,Democratic Alliance,7,1984,1999,3.7,1984,2,320000007
Guatemala,320,Democratic Freedom Revival,8,2011,2011,10.2,2011,1,320000008
Guatemala,320,Democratic Institutional Party,9,1999,1999,4.7,1999,1,320000009
Guatemala,320,Democratic Reconciliatory Action,12,1999,1999,3.3,1999,1,320000012
Guatemala,320,Democratic Union,13,1995,2007,5.2,1995,3,320000013
Guatemala,320,Encounter for Guatemala,14,2007,2007,4.6,2007,1,320000014
Guatemala,320,Grand National Alliance,15,2007,2011,17.2,2007,2,320000015
Guatemala,320,Guatemalan Christian Democracy,16,1984,2007,17.9,1984,5,320000016
Guatemala,320,Guatemalan National Revolutionary Unit,19,2003,2011,4.5,2003,2,320000019
Guatemala,320,Guatemalan Reformer Party,20,1995,1995,2.3,1995,1,320000020
Guatemala,320,Guatemalan Republican Front,21,1995,2011,37.6,1999,5,320000021
Guatemala,320,National Advancement Party,25,1995,2011,26.4,1995,5,320000025
Guatemala,320,National Center Union,26,1984,2011,27.9,1984,5,320000026
Guatemala,320,National Liberation Movement Party,30,1995,1999,4.1,1995,2,320000030
Guatemala,320,National Renovator Party,33,1984,1984,12.6,1984,1,320000033
Guatemala,320,National Unity of Hope,38,2003,2011,22.2,2007,3,320000038
Guatemala,320,New Guatemala Democratic Front Democratic Votes,40,1995,1999,7.3,1995,2,320000040
Guatemala,320,Populist Party,46,1984,2011,27.1,2011,5,320000046
Guatemala,320,Progressive Liberator Party,47,1995,2003,3.9,1999,3,320000047
Guatemala,320,Renovation and Order Compromise,49,2011,2011,7.9,2011,1,320000049
Guatemala,320,Revolutionary Party,50,1984,1984,17.9,1984,1,320000050
Guatemala,320,Social Action Center,53,2007,2011,4.7,2007,2,320000053
Guatemala,320,Unionist,60,2011,2011,2.8,2011,1,320000060
Guatemala,320,Unionist Party,61,2003,2007,6.7,2007,2,320000061
Guatemala,320,United Front of the Revolution,62,1984,1984,4.5,1984,1,320000062
Guatemala,320,Unity National Front,64,1999,1999,2,1999,1,320000064
Guinea,324,Guinée pour Tous,7,2013,2013,2.5,2013,1,324000007
Guinea,324,L'Union des Forces Républicaines,10,2013,2013,8.2,2013,1,324000010
Guinea,324,Parti de l'Espoir pour le Développement National,17,2013,2013,2.6,2013,1,324000017
Guinea,324,Rassemblement du Peuple de Guinée Arc-en-Ciel,22,2013,2013,48.6,2013,1,324000022
Guinea,324,Rassemblement pour le Développement Intégré de la Guinée,23,2013,2013,2.3,2013,1,324000023
Guinea,324,Union des Forces Démocratiques de Guinée,27,2013,2013,25.8,2013,1,324000027
Guinea,324,Union pour le Progrès de la Guinée,29,2013,2013,2.4,2013,1,324000029
Guinea,324,Union pour le Progrès et le Renouveau,30,2013,2013,2.7,2013,1,324000030
Guinea-Bissau,624,frente de libertação para a independência da guiné,2,1994,1994,2.6,1994,1,624000002
Guinea-Bissau,624,partido africano da independência de guiné e cabo verde,9,1994,2014,48,2014,3,624000009
Guinea-Bissau,624,partido da convergència democràtica,10,1994,2014,5.3,1994,2,624000010
Guinea-Bissau,624,partido da nova democracia,26,2014,2014,4.9,2014,1,624000026
Guinea-Bissau,624,partido da renovaçao social,12,1994,2014,30.8,2014,3,624000012
Guinea-Bissau,624,partido democrático socialista,15,2004,2004,2,2004,1,624000015
Guinea-Bissau,624,partido republicano para a independência e desenvolvimento,29,2014,2014,3.1,2014,1,624000029
Guinea-Bissau,624,partido unido social democrático,19,1994,2014,17.6,2004,3,624000019
Guinea-Bissau,624,resistência da guiné-bissau - movimento bafatá,21,1994,2014,19.8,1994,3,624000021
Guinea-Bissau,624,união para a mudança,25,2004,2014,2,2004,2,624000025
Guyana,328,alliance for change,2,2006,2011,10.3,2011,2,328000002
Guyana,328,national democratic party,9,1953,1953,13.5,1953,1,328000009
Guyana,328,national labour front,12,1957,1957,11.5,1957,1,328000012
Guyana,328,people's national congress,13,1957,1997,41,1961,3,328000013
Guyana,328,people's national congress reform/one guyana,14,2006,2006,34.1,2006,1,328000014
Guyana,328,people's national congress/reform,15,2001,2001,41.8,2001,1,328000015
Guyana,328,people's national party,16,1953,1953,2,1953,1,328000016
Guyana,328,people's progressive party,17,1953,1961,52.3,1953,3,328000017
Guyana,328,people's progressive party/civic,18,1997,2015,55.3,1997,5,328000018
Guyana,328,the united force,20,1961,2015,16.4,1961,6,328000020
Guyana,328,united democratic party,21,1957,1957,8.2,1957,1,328000021
Honduras,340,LIBRE,8,2013,2013,27.5,2013,1,340000008
Honduras,340,PAC,10,2013,2013,15.2,2013,1,340000010
Honduras,340,partido de innovaci—n y unidad,1,1980,2005,5.4,2005,7,340000001
Honduras,340,partido dem—crata cristiano de honduras,2,1981,2013,5.1,2005,8,340000002
Honduras,340,partido liberal de honduras,3,1980,2013,53.9,1981,9,340000003
Honduras,340,partido nacional de honduras,4,1980,2013,53.4,2009,9,340000004
Honduras,340,partido unificaci—n democr‡tica,5,1997,2013,6.2,2005,5,340000005
Honduras,340,PIyUSD,12,2009,2013,6.4,2009,2,340000012
Hungary,348,agrárszövetség,1,1990,1994,3,1990,2,348000001
Hungary,348,center of solidarity for hungary,70,2002,2002,3.7,2002,1,348000070
Hungary,348,christian democratic people's party,18,1990,1998,7.2,1994,3,348000018
Hungary,348,federation of young democrats,8,1990,2002,9.6,2002,3,348000008
Hungary,348,FIDESZ-Hungarian Civic Union,9,2006,2006,14.3,2006,1,348000009
Hungary,348,hazafias választási koalíció,16,1990,1990,2.5,1990,1,348000016
Hungary,348,hungarian democratic forum,24,1990,2010,24.3,1990,5,348000024
Hungary,348,hungarian socialist party,35,1990,2010,41.1,2002,6,348000035
Hungary,348,hungarian socialist workers' party,34,1990,2002,3.2,1990,4,348000034
Hungary,348,independent small holders party,11,1990,2014,13.5,1998,7,348000011
Hungary,348,köztársaság párt,21,1994,1994,2.2,1994,1,348000021
Hungary,348,movement for a better hungary,79,2006,2014,20.3,2014,3,348000079
Hungary,348,party of hungarian justice and life,29,1994,2010,5.6,1998,5,348000029
Hungary,348,politics can be different,84,2006,2014,6.3,2010,3,348000084
Hungary,348,social democratic party of hungary,33,1990,2014,2.8,1990,6,348000033
Hungary,348,szabad demokraták szövetsége,52,1990,2006,21.6,1990,5,348000052
Hungary,348,workers' party of hungary,42,1994,2010,3.9,1998,5,348000042
Iceland,352,alþýðubandalag,1,1971,1995,22.9,1978,8,352000001
Iceland,352,alþýðuflokkur,2,1916,1995,22.7,1926,29,352000002
Iceland,352,bændaflokkur,3,1916,1916,8.5,1916,2,352000003
Iceland,352,bændaflokkur,4,1934,1934,6.8,1934,1,352000004
Iceland,352,bandalag jafnaðarmanna,5,1983,1983,7.3,1983,1,352000005
Iceland,352,borgaraflokkur,6,1923,1923,56.1,1923,1,352000006
Iceland,352,borgaraflokkur,7,1987,1987,10.9,1987,1,352000007
Iceland,352,Civic Movement,33,2009,2009,7.2,2009,1,352000033
Iceland,352,Dawn,34,2013,2013,3.1,2013,1,352000034
Iceland,352,Democracy Watch,35,2013,2013,2.5,2013,1,352000035
Iceland,352,elected,3997,1874,1914,100,1874,11,352003997
Iceland,352,framsóknarflokkur,8,1919,1995,44.9,1926,28,352000008
Iceland,352,frjálslyndi flokkurinn,9,1926,1926,9.4,1926,1,352000009
Iceland,352,heimastjórnarflokkur,10,1916,1922,57.4,1919,4,352000010
Iceland,352,Households Party,37,2013,2013,3,2013,1,352000037
Iceland,352,Icelandic Movement,39,2007,2007,3.3,2007,1,352000039
Iceland,352,Íhaldsflokkur,11,1926,1927,55.1,1926,3,352000011
Iceland,352,kommúnistaflokkur,12,1933,1937,8,1933,3,352000012
Iceland,352,kvennalisti,13,1922,1926,24.8,1922,2,352000013
Iceland,352,landsmálaflokkur þjóðveldismanna,14,1942,1942,2.2,1942,1,352000014
Iceland,352,Left-Green Movement,40,1999,2013,21.7,2009,5,352000040
Iceland,352,Liberal Party,41,1999,2009,7.4,2003,4,352000041
Iceland,352,lýðveldisflokkur,15,1953,1953,3.3,1953,1,352000015
Iceland,352,Óháðir bændur,16,1916,1916,22.1,1916,2,352000016
Iceland,352,Pirate Party,44,2013,2013,5.1,2013,1,352000044
Iceland,352,Progressive Party,31,1999,2013,32.7,2013,5,352000031
Iceland,352,samtök frjálslyndra og vinstri manna,17,1971,1974,8.9,1971,2,352000017
Iceland,352,samtök um kvennalista,19,1983,1995,10.1,1987,4,352000019
Iceland,352,sjáfstæðisflokkur ‘þversum’,20,1916,1916,7.4,1916,2,352000020
Iceland,352,sjálfstæðisflokkur,21,1916,1922,12.7,1919,3,352000021
Iceland,352,sjálfstæðisflokkur,22,1930,2013,50.1,1937,27,352000022
Iceland,352,sjálfstæðisflokkur ‘langsum,23,1916,1916,22.9,1916,2,352000023
Iceland,352,Social Democratic Alliance,48,1999,2013,31,2003,5,352000048
Iceland,352,sósíalistaflokkur,24,1942,1953,19.5,1949,5,352000024
Iceland,352,"Þióðvaki, hreyfing fólksins - Þióðvaki",27,1995,1995,7.2,1995,1,352000027
Iceland,352,Þióðvarnarflokkur,28,1953,1959,6,1953,4,352000028
India,356,aam aadmi party,4,2014,2014,2,2014,1,356000004
India,356,all india anna dravida munnetra kazhagam,98,1977,2014,3.3,2014,12,356000098
India,356,all india trinamool congress,133,1999,2014,3.8,2014,4,356000133
India,356,asom gana parishad,169,1996,2014,2.6,1996,6,356000169
India,356,bahujan samaj party,194,1989,2014,19.7,1992,10,356000194
India,356,bharatiya jana sang,244,1967,1967,9.3,1967,1,356000244
India,356,bharatiya jana sangh,245,1971,1971,7.4,1971,1,356000245
India,356,bharatiya janata party,246,1989,2014,31,2014,10,356000246
India,356,bharatiya janta party,247,1984,1985,7.7,1984,3,356000247
India,356,bharatiya kranti dal,255,1971,1971,2.2,1971,1,356000255
India,356,bharatiya lok dal,261,1977,1977,41.3,1977,1,356000261
India,356,communist party of india,373,1962,2014,9.9,1962,18,356000373
India,356,communist party of india (marxist),380,1967,2014,6.9,1996,17,356000380
India,356,congress,382,1962,1962,44.7,1962,1,356000382
India,356,dravida mummetra kazhagam,408,1984,1984,2.4,1984,1,356000408
India,356,dravida munetra kazhagam,409,1962,1962,2,1962,1,356000409
India,356,dravida munnetra kazhagam,410,1967,2014,3.8,1967,12,356000410
India,356,dravida munnetra kazhagamq,411,1971,1971,3.8,1971,1,356000411
India,356,indian congress (socialist),492,1984,1998,6.1,1985,5,356000492
India,356,indian natioanl congress (i),502,1980,1980,42.7,1980,1,356000502
India,356,indian national congress,503,1967,2014,49.3,1992,16,356000503
India,356,indian national congress (organisation),506,1971,1971,10.4,1971,1,356000506
India,356,indian national congress (u),507,1980,1980,5.3,1980,1,356000507
India,356,jan sangh,562,1962,1962,6.4,1962,1,356000562
India,356,janata dal,573,1989,1998,17.8,1989,6,356000573
India,356,janata dal (united),577,1999,2014,3.1,1999,4,356000577
India,356,janata party,579,1984,2009,6.9,1984,11,356000579
India,356,janta party,589,1971,1980,19,1980,2,356000589
India,356,janta party (secular),590,1980,1980,9.4,1980,1,356000590
India,356,lok dal,658,1984,2014,6,1984,7,356000658
India,356,nationalist congress party,788,1999,2014,2.3,1999,4,356000788
India,356,plains tribals council of assam,846,1985,1998,4.2,1985,3,356000846
India,356,praja socialist party,859,1962,1971,6.8,1962,3,356000859
India,356,rashtriya janata dal,930,1998,2014,2.8,1998,5,356000930
India,356,republican party,1002,1962,1962,2.8,1962,1,356001002
India,356,republican party of india,1003,1967,2014,2.5,1967,13,356001003
India,356,samajwadi party,1040,1996,2014,4.9,1998,7,356001040
India,356,samata party,1043,1996,2014,2.4,1996,6,356001043
India,356,samyukta socialist party,1054,1967,1971,4.9,1967,2,356001054
India,356,shiromani akali dal,1079,1971,2014,37.2,1985,11,356001079
India,356,shiromani akali dal (simaranjit singh mann),1083,1991,1992,2.6,1992,2,356001083
India,356,shivsena,1088,1991,2014,2.1,1996,8,356001088
India,356,socialist,1111,1962,1962,2.7,1962,1,356001111
India,356,swatantra,1136,1962,1962,7.9,1962,1,356001136
India,356,swatantra party,1138,1967,1971,8.7,1967,2,356001138
India,356,tamil maanila congress (moopanar),1141,1996,1999,5.6,1996,4,356001141
India,356,telugu desam,1157,1984,2014,4.3,1984,7,356001157
India,356,telugu desam party,1158,1996,1998,5.7,1996,3,356001158
India,356,west bengal trinamool congress,1219,1998,1998,2.4,1998,1,356001219
India,356,yuvajana sramika rythu congress party,1227,2014,2014,2.5,2014,1,356001227
Indonesia,360,partai amanat nasional,3,1999,2014,7.5,2014,4,360000003
Indonesia,360,partai bintang reformasi,5,2004,2009,2.4,2004,2,360000005
Indonesia,360,partai bulan bintang,6,1999,2014,2.6,2004,4,360000006
Indonesia,360,partai damai sejahtera,9,2004,2009,2.1,2004,2,360000009
Indonesia,360,partai demokrasi indonesia-perjuangan,12,1999,2014,33.7,1999,4,360000012
Indonesia,360,partai demokrat,14,2004,2014,24.9,2009,3,360000014
Indonesia,360,partai gerakan indonesia raya,57,1999,2014,11.9,2014,3,360000057
Indonesia,360,partai golongan karya,15,1999,2014,22.4,1999,4,360000015
Indonesia,360,partai hati nurani rakyat,58,1999,2014,5.4,2014,3,360000058
Indonesia,360,partai karya peduli bangsa,18,2004,2009,2.1,2004,2,360000018
Indonesia,360,partai keadilan sejahtera,23,2004,2014,8.4,2009,3,360000023
Indonesia,360,partai kebangkitan bangsa,24,1999,2014,12.6,1999,4,360000024
Indonesia,360,partai nasdem,64,2014,2014,6.7,2014,1,360000064
Indonesia,360,partai persatuan pembangunan,43,1999,2014,10.7,1999,4,360000043
Iran,364,Jebheh Motahed,3,2012,2012,6.1,2012,1,364000003
Iran,364,Mostaghel,4,2012,2012,6.5,2012,1,364000004
Iran,364,Paydari,5,2012,2012,2.6,2012,1,364000005
Iraq,368,Gorran (Change Party),3,2010,2010,3.9,2010,1,368000003
Iraq,368,Kurdish Islamic Group,4,2010,2010,5.2,2010,1,368000004
Iraq,368,Kurdish Islamic Union,5,2010,2010,2.1,2010,1,368000005
Ireland,372,clann na plobachta,3,1948,1965,12.8,1948,6,372000003
Ireland,372,clann na talmhan,4,1943,1961,10.8,1944,7,372000004
Ireland,372,coalition republic,5,1922,1922,21.3,1922,1,372000005
Ireland,372,coalition treaty,6,1922,1922,38.5,1922,1,372000006
Ireland,372,cumann na ngaedheal,7,1923,1933,39,1923,5,372000007
Ireland,372,democratic left,8,1992,1997,2.8,1992,2,372000008
Ireland,372,farmers' party,9,1922,1954,12.1,1923,11,372000009
Ireland,372,fianna fáil,10,1927,2011,51.9,1938,27,372000010
Ireland,372,fine gael,11,1937,2011,39.2,1982,23,372000011
Ireland,372,green party,12,1997,2011,2.8,1997,4,372000012
Ireland,372,labour party,13,1922,2011,21.3,1922,29,372000013
Ireland,372,national centre party,15,1933,1933,9.2,1933,1,372000015
Ireland,372,national labour,17,1944,1948,2.7,1944,2,372000017
Ireland,372,national league,18,1927,1927,7.3,1927,2,372000018
Ireland,372,progressive democratic party,22,1987,2007,11.8,1987,6,372000022
Ireland,372,republicans,24,1923,1923,27.4,1923,1,372000024
Ireland,372,sinn féin,25,1927,2011,5.3,1957,8,372000025
Ireland,372,workers' party,27,1987,2011,5,1989,6,372000027
Israel,376,center party,21,1999,1999,5,1999,1,376000021
Israel,376,change - the secular movemen,22,1999,2006,12.3,2003,3,376000022
Israel,376,change/the centre party,23,1981,1988,2.6,1984,3,376000023
Israel,376,democratic list for israeli arabs,31,1951,1955,2.4,1951,2,376000031
Israel,376,democratic movement for change,32,1977,1977,11.6,1977,1,376000032
Israel,376,development and peace,34,1977,1984,2,1977,3,376000034
Israel,376,forward,42,2006,2013,22.5,2009,3,376000042
Israel,376,general zionists,45,1949,1959,16.2,1951,4,376000045
Israel,376,habayit hayehudi,79,2009,2015,9.1,2013,3,376000079
Israel,376,hatenua,216,2013,2013,5,2013,1,376000216
Israel,376,herut movement,52,1949,1961,13.8,1961,5,376000052
Israel,376,homeland,54,1988,1996,2.4,1992,3,376000054
Israel,376,independent liberals party,61,1965,1981,3.8,1965,5,376000061
Israel,376,intersection/the movement for zionist renewal,65,1988,2009,6.4,1992,6,376000065
Israel,376,israel communist party,67,1949,1969,4.5,1955,7,376000067
Israel,376,israel labor party,84,1992,2013,34.7,1992,4,376000084
Israel,376,israel of immigration/on the rise,68,1996,2003,5.7,1996,3,376000068
Israel,376,israel our home,69,1999,2015,11.7,2009,4,376000069
Israel,376,israel tradition movement,72,1981,1984,2.3,1981,2,376000072
Israel,376,israeli pensioners for the knesset,75,1996,2009,5.9,2006,3,376000075
Israel,376,kulanu,229,2015,2015,7.5,2015,1,376000229
Israel,376,labor union party/zion workers,85,1955,1961,8.1,1955,3,376000085
Israel,376,land of israel workers' party,87,1949,1961,38.2,1959,5,376000087
Israel,376,liberal party,91,1961,1961,13.6,1961,1,376000091
Israel,376,likud,93,1988,2009,31.1,1988,6,376000093
Israel,376,likud,230,2015,2015,23.4,2015,1,376000230
Israel,376,meretz,99,1999,1999,7.7,1999,1,376000099
Israel,376,meretz,100,2006,2015,4.5,2013,3,376000100
Israel,376,movement for civil rights and peace,104,1973,1988,4.3,1988,5,376000104
Israel,376,national democratic assembly,113,2003,2013,2.6,2013,4,376000113
Israel,376,national list,115,1969,1969,3.1,1969,1,376000115
Israel,376,national religious party,118,1959,2003,9.9,1959,13,376000118
Israel,376,new communist list in israel,124,1965,1973,3.4,1973,3,376000124
Israel,376,new movement-meretz,129,2009,2009,3,2009,1,376000129
Israel,376,one nation:  for israeli workers and pensioners,134,1999,2003,2.8,2003,2,376000134
Israel,376,progress and development,153,1959,1973,2.1,1969,5,376000153
Israel,376,progressive party,158,1949,1959,4.6,1959,4,376000158
Israel,376,rebirth,159,1981,1992,3.1,1988,3,376000159
Israel,376,sephardim and oriental communities,163,1949,1951,3.5,1949,2,376000163
Israel,376,the third way for national consensus,177,1996,1999,3.2,1996,2,376000177
Israel,376,the workers of israel list,178,1965,1965,7.9,1965,1,376000178
Israel,376,together/the national united movement,183,1984,1984,2.2,1984,1,376000183
Israel,376,torah and labor list/the mizrachi worker,184,1951,1951,6.7,1951,1,376000184
Israel,376,union of israel,191,1951,1988,4.5,1988,8,376000191
Israel,376,united arab list,193,1999,2013,3.7,2013,3,376000193
