cntry,party_id,party_short,party_english,party_name,share,party_id_old,ess_key,country,duplicate_ids,share_year,ess_first,ess_last
PT,PT-5-11,PS,,Partido Socialista,42.5,1731,pt -- partido socialista (ps),PRT,PT-4-11,2010,2010,2014
PT,PT-1-5,PCP/PEV,,Partido Comunista Português  Partido Ecolo,7.3,3058,pt -- pcp/pev - partido comunista português  partido ecolo,PRT,PT-7-4 PT-3-3,2002,2002,2004
PT,PT-1-6,PCTP-MRPP,,Partido Comunista dos Trabalhadores Po / Movimento Reorganizativo do Proletariado Português,0.1,1513,pt -- pctp/mrpp - partido comunista dos trabalhadores po,PRT,PT-3-4,2002,2002,2004
PT,PT-3-6,PH,,Partido Humanista,0.1,1610,pt -- ph - partido humanista,PRT,,2006,2006,2008
PT,PT-2-9,PPM,,Partido Popular Monárquico,0.1,1520,pt -- ppm - partido popular monárquico,PRT,,2004,2004,2004
RU,RU-4-6,APR,Agrarian Party of Russia,,1.3,1008,ru -- agrarian party of russia (apr),RUS,,2008,2006,2010
RU,RU-6-2,KPRF,Communist Party of the Russian Federation,,18.7,1048,ru -- communist party of the russian federation (kprf),RUS,,2012,2006,2012
RU,RU-3-20,,,Edinenie,0.1,1549,ru -- edinenie,RUS,,2006,2006,2006
RU,RU-6-5,SR,Fair Russia,,7.6,1042,ru -- fair russia (sr),RUS,,2012,2008,2012
RU,RU-4-9,,Green Party,,0.1,1884,ru -- green party,RUS,,2008,2008,2008
RU,RU-6-6,,Just Cause,,1,1657,ru -- just cause,RUS,,2012,2012,2012
RU,RU-5-3,LDPR,Liberal Democratic Party of Russia,,8.3,1319,ru -- liberal democratic party of russia (ldpr),RUS,,2010,2006,2012
RU,RU-4-7,,Party of Revival of Russia - Russian Party of Life,,0.1,1839,ru -- party of revival of russia – russian party of life,RUS,,2008,2008,2008
RU,RU-3-10,,Party of the development of entrepreneurship,,0.1,1329,ru -- party of the development of entrepreneurship,RUS,,2006,2006,2006
RU,RU-6-7,,Patriots of Russia,,0.7,1214,ru -- patriots of russia,RUS,,2012,2012,2012
RU,RU-3-4,,,Rodina,4,1414,ru -- rodina,RUS,,2006,2006,2006
RU,RU-3-8,,Russian party of pensioners and party of social justice,,0.6,1451,ru -- russian party of pensioners and party of social justice,RUS,,2006,2006,2006
RU,RU-3-5,SPS,Union of Right Forces,,2.6,1044,ru -- union of right forces (sps),RUS,,2006,2006,2010
RU,RU-4-1,ER,United Russia,,73.5,1220,ru -- united russia (er),RUS,,2008,2006,2012
RU,RU-6-4,,,Yabloko,2.2,1231,ru -- yabloko,RUS,,2012,2006,2012
SE,SE-5-1,,Centre party/Centre Party,Centern,6.6,1271,se -- centern,SWE,SE-3-1,2010,2010,2014
SE,SE-1-3,,Christian democrats/Christian Democrats,Kristdemokraterna,8.7,1591,se -- christian democrats,SWE,SE-5-3,2002,2002,2008
SE,SE-4-5,,Conservative,Moderata samlingspartiet,30.9,1099,se -- conservative,SWE,SE-5-5,2008,2002,2008
SE,SE-7-8,FI,,Feministiskt initiativ,2.7,1142,se -- fi (feministiskt initiativ),SWE,,2014,2010,2014
SE,SE-5-2,,,Liberals/Folkpartiet liberalerna,8.2,1482,se -- folkpartiet liberalerna,SWE,SE-1-2,2010,2010,2014
SE,SE-3-4,,Green party/Green Party,Miljöpartiet de gröna,7.5,1408,se -- green party,SWE,SE-6-4,2006,2002,2008
SE,SE-5-9,,,Junilistan,0.1,1611,se -- junilistan,SWE,,2010,2010,2010
SE,SE-1-7,,Left,Vänsterpartiet,9.6,1177,se -- left,SWE,SE-7-7,2002,2002,2008
SE,SE-7-9,,,Piratpartiet,0.6,1641,se -- piratpartiet,SWE,,2014,2012,2014
SE,SE-2-6,,Social democrats/Social Democrats,Socialdemokraterna,42.6,1574,se -- social democrats,SWE,SE-6-6,2004,2002,2008
SE,SE-7-10,,,Sverigedemokraterna,4.9,1836,se -- sverigedemokraterna,SWE,,2014,2010,2014
SI,SI-6-8,DL,Civic List,,4.8,1788,si -- civic list - dl,SVN,,2012,2012,2012
SI,SI-5-1,DESUS,Democratic Party of Pensioners of Slovenia,,9.1,1796,si -- democratic party of pensioners of slovenia - desus,SVN,SI-1-1,2010,2004,2012
SI,SI-7-1,DESUS,,Demokraticna stranka upokojencev Slovenije,10.1,3060,si -- desus - demokraticna stranka upokojencev slovenije,SVN,,2014,2014,2014
SI,SI-7-2,DL,,Državljanska lista,0.2,3061,si -- dl - državljanska lista,SVN,,2014,2014,2014
SI,SI-3-2,LDS,Liberal Democracy of Slovenia,,30.7,1400,si -- liberal democracy of slovenia - lds,SVN,SI-1-2,2006,2004,2012
SI,SI-5-3,LIPA,,LIPA Party,1.1,3062,si -- lipa  - party,SVN,,2010,2008,2010
SI,SI-1-6,NS,New Slovenia -- Christian People's Party,,6.7,1186,si -- new slovenia - christian people's party (nsi),SVN,SI-2-4,2002,2002,2002
SI,SI-7-3,NSI,,Nova Slovenija – Kršcanski demokrati,5.9,3063,si -- nsi - nova slovenija – kršcanski demokrati,SVN,,2014,2014,2014
SI,SI-6-11,TRS,Party for Sustainable Development,,0.5,1575,si -- party for sustainable development - trs,SVN,,2012,2012,2012
SI,SI-6-7,PS,Positive Slovenia,,24.7,1704,si -- positive slovenia - ps,SVN,,2012,2012,2012
SI,SI-7-4,PS,,Pozitivna Slovenija,2.3,3064,si -- ps - pozitivna slovenija,SVN,,2014,2014,2014
SI,SI-7-5,SDS,,Socialni demokrati,10.6,3065,si -- sd - socialni demokrati,SVN,,2014,2014,2014
SI,SI-7-6,SDS,,Slovenska demokratska stranka,15.7,3066,si -- sds - slovenska demokratska stranka,SVN,,2014,2014,2014
SI,SI-4-7,SNS,Slovene National Party,,6.2,1860,si -- slovene national party - sns,SVN,SI-1-4,2008,2004,2012
SI,SI-1-3,SLS,Slovene People's Party,,13.3,1660,si -- slovene people's party (sls),SVN,SI-3-3,2002,2002,2002
SI,SI-1-8,SMS,Slovene Youth Party,,3.4,1816,si -- slovene youth party (sms),SVN,,2002,2002,2002
SI,SI-2-1,SDS,Social Democratic Party of Slovenia,,39.1,1470,si -- slovenian democratic party - sds,SVN,SI-3-5 SI-1-5,2004,2004,2012
SI,SI-7-7,SLS,,Slovenska ljudska stranka,5.2,3067,si -- sls  - slovenska ljudska stranka,SVN,,2014,2014,2014
SI,SI-7-8,SMC,,Stranka Mira Cerarja,37.9,3068,si -- smc - stranka mira cerarja,SVN,,2014,2014,2014
SI,SI-4-8,SD,Social Democrats,,38.9,1131,si -- social democrats - sd,SVN,,2008,2006,2012
SI,SI-2-3,ZLSD,United List of Social Democrats,,13,1309,si -- united list of social democrats - zlsd,SVN,SI-1-7,2004,2004,2004
SI,SI-7-9,VERJAMEM,,Stranka Igorja Šoltesa,0.3,3069,si -- verjamem - stranka igorja šoltesa,SVN,,2014,2014,2014
SI,SI-7-10,ZAAB,,Zavezništvo Alenke Bratušek,3.3,3070,si -- zaab - zavezništvo alenke bratušek,SVN,,2014,2014,2014
SI,SI-4-9,ZARES,New Politics,,8,1352,si -- zares - new politics,SVN,,2008,2008,2012
SI,SI-7-11,ZL,,"Združena levica (DSD, IDS in Stranka TRS)",5.7,3071,"si -- zl - združena levica (dsd, ids in stranka trs)",SVN,,2014,2014,2014
SK,SK-2-6,ANO,New Citizen's Alliance,,8.2,1642,sk -- ano new citizen's alliance,SVK,,2004,2004,2004
SK,SK-6-5,KDH,Christian Democratic Movement,,13.5,1239,sk -- christian democratic movement (kdh),SVK,SK-2-5,2012,2006,2012
SK,SK-5-6,,Freedom and Solidarity,,8.8,1379,sk -- freedom and solidarity (sas),SVK,,2010,2010,2012
SK,SK-2-1,HZDS,Movement for a Democratic Slovakia,,29.6,1706,sk -- hzds movement for a democratic slovakia,SVK,SK-4-1,2004,2004,2004
SK,SK-2-7,KSS,Communist Party of Slovakia,,4.7,1225,sk -- kss communist party of slovakia,SVK,,2004,2004,2004
SK,SK-5-4,,,Most-Híd,6.9,1189,sk -- most-híd,SVK,,2010,2010,2012
SK,SK-6-1,OL,Ordinary People and Independent Personalities,,6,1647,sk -- ordinary people and independent personalities (olano),SVK,,2012,2012,2012
SK,SK-3-4,SMK,Party of Hungarian Coalition,,10.9,1620,sk -- party of hungarian coalition (smk),SVK,SK-2-4,2006,2006,2008
SK,SK-2-2,SDKU,Slovak Democratic Christian Union,,21.1,1399,sk -- sdku slovak democratic christian union,SVK,SK-3-2,2004,2004,2004
SK,SK-3-6,SNS,Slovak National Party,,11,1290,sk -- slovak national party (sns),SVK,,2006,2006,2010
SK,SK-4-3,SMER/SMER-S,Social Democracy,,45.1,1121,sk -- smer,SVK,SK-6-3,2008,2004,2008
TR,TR-4-1,AKP,,Adalet Kalkinma Partisi,58.1,1462,tr -- adalet kalkinma partisi (akp),TUR,TR-2-1,2008,2008,2008
TR,TR-2-2,ANAP,,Anavatan Partisi,2.2,1224,tr -- anap-anavatan partisi,TUR,TR-4-2,2004,2004,2004
TR,TR-2-3,BBP,,Buyuk Birlik Partisi,0.2,1683,tr -- bbp-buyuk birlik partisi,TUR,TR-4-3,2004,2004,2004
TR,TR-2-14,,Cast blank/invalid ballot,,1.5,1883,tr -- cast blank/invalid ballot,TUR,,2004,2004,2004
TR,TR-4-16,,Cast invalid vote,,3.4,1137,tr -- cast invalid vote,TUR,,2008,2008,2008
TR,TR-2-4,CHP,,Cumhuriyet Halk Partisi,13.4,1275,tr -- chp-cumhuriyet halk partisi,TUR,TR-4-4,2004,2004,2004
TR,TR-2-5,DEHAP-DTH,,,6.6,1111,tr -- dehap-dth,TUR,,2004,2004,2004
TR,TR-4-5,DP,,Demokrat Parti,2.6,1762,tr -- demokrat parti (dp),TUR,,2008,2008,2008
TR,TR-4-7,DSP,,Demokratik Sol Parti,0.8,1211,tr -- demokratik sol parti (dsp),TUR,TR-2-6,2008,2008,2008
TR,TR-4-6,DTP,,Demokratik Toplum Partisi,4.5,1716,tr -- demokratik toplum partisi (dtp),TUR,,2008,2008,2008
TR,TR-2-7,DYP,,Dogru Yol Partisi,5.6,1664,tr -- dyp-dogru yol partisi,TUR,,2004,2004,2004
TR,TR-2-8,GP,,Genc Parti,1.4,1586,tr -- gp-genc parti,TUR,,2004,2004,2004
TR,TR-4-9,IP,,Isci Partisi,0.3,1139,tr -- isci partisi (ip),TUR,,2008,2008,2008
TR,TR-2-9,MHP,,Milliyetci Hareket Partisi,5.7,1643,tr -- mhp-milliyetci hareket partisi,TUR,TR-4-10,2004,2004,2004
TR,TR-2-10,ODP,,Ozgurluk ve Dayanisma Partisi/Ozgurluk Dayanisma Partisi,0.2,1841,tr -- odp- ozgurluk ve dayanisma partisi,TUR,TR-4-11,2004,2004,2004
TR,TR-4-12,SP,,Saadet Partisi,1.7,1212,tr -- saadet partisi (sp),TUR,TR-2-11,2008,2008,2008
TR,TR-2-12,SHP,,Sosyal Demokrat Halkci Parti,0.5,1012,tr -- shp-sosyal demokrat halkci parti,TUR,TR-4-13,2004,2004,2004
TR,TR-4-14,TKP,,T. Komunist Partisi,0.1,1440,tr -- t. komunist partisi (tkp),TUR,,2008,2008,2008
UA,UA-6-1,,"All Ukrainian Union ""Fatherland""",,24.6,1627,"ua -- all ukrainian union ""fatherland""",UKR,,2012,2012,2012
UA,UA-6-2,,"All Ukrainian Union ""Freedom""",,10,1068,"ua -- all ukrainian union ""freedom""",UKR,,2012,2012,2012
UA,UA-3-3,,,Bloc 'Our Ukraine'/'People's Self-defense' Yu.Lutsenko,25.6,1674,ua -- bloc 'our ukraine',UKR,,2006,2006,2006
UA,UA-3-2,,,Bloc of Yulia Tymoshenko,18.5,1256,ua -- bloc of yulia tymoshenko,UKR,,2006,2006,2006
UA,UA-4-3,,Block 'Our Ukraine - People's self-defense',,16,1170,ua -- block 'our ukraine - people's self-defense',UKR,,2008,2008,2010
UA,UA-4-1,,Block of Lytvyn,Peoples' bloc of Lytvyn,4.3,1613,ua -- block of lytvyn,UKR,UA-3-7,2008,2008,2010
UA,UA-5-2,,Block of Yulia Tymoshenko,,32.5,1013,ua -- block of yulia tymoshenko,UKR,,2010,2008,2010
UA,UA-2-1,,Communist Party of Ukraine/Communist party of Ukraine,,15.8,1082,ua -- communist party of ukraine,UKR,,2004,2004,2012
UA,UA-2-14,,For One Ukraine!,,9.8,1843,ua -- election bloc of political parties 'for one ukraine!',UKR,,2004,2004,2004
UA,UA-2-10,,Juliya Tymoshenko election,,3.6,1844,ua -- election bloc of political parties 'juliya tymoshenko electi,UKR,,2004,2004,2004
UA,UA-2-5,,Nataliya Vitrenko Bloc,,3.9,1046,ua -- election bloc of political parties 'nataliya vitrenko bloc',UKR,,2004,2004,2004
UA,UA-2-2,,Victor Yushchenko Bloc,,41.8,1112,ua -- election bloc of political parties 'victor yushchenko bloc ',UKR,,2004,2004,2004
UA,UA-5-5,,Party of Regions/Party of regions,,47.6,1264,ua -- party of regions,UKR,,2010,2006,2012
UA,UA-2-23,,Social-Democratic Party of Ukraine (united),,4.1,1314,ua -- social-democratic party of ukraine (united),UKR,,2004,2004,2004
UA,UA-2-13,,Socialist Party of Ukraine/Socialist party of Ukraine,,6,1667,ua -- socialist party of ukraine,UKR,,2004,2004,2010
UA,UA-2-6,,The Green Party of Ukraine,,2.8,1587,ua -- the green party of ukraine,UKR,,2004,2004,2004
UA,UA-6-4,UDAR,,Ukrainian Democratic Alliance for Reform of Vitali Kl,13.1,3074,ua -- udar (ukrainian democratic alliance for reform) of vitali kl,UKR,,2012,2012,2012
